2800000007	MATHIƠ
2a01220049	Mari padreo bàu: Au qnhòq lah qnì ka gucalô leq, wìa ka i qmang aih?
2a012300c3	Ƀình plình doe: Yiang Hadròeh trùh enh qnhèq ka ìh èh kan itai Yiang Dìq Jaq Haqnhèq taqmàn ìh tayàp haq, dài aih ìq raq, kon hadròeh aih ha-uang loh majah ep creo kon Boc Plình.
2a012400a0	Hatau, Êlisabet mangai hadròng ìh, hanoh oe jiang jò haq khoe craq, rìm ngai khoe loq ka haq aih xon, yàng manòeq kô haq oe jiang khoe jah tadràu khê.
2a01250037	Majah qmang aih, ùh i cleq Boc Plình ma broq ùh jah.
2a01260074	Mari padreo bàu: Au kô mangai hapŏng Chuaq, waiq bàu ìh anoe ka au aih jah gêh! Khoe aih ƀình plình hi lam.
2a01270052	Ta ƀài hì aih, Mari haq drah lam trùh ta plài ma oe ta wang nòe gùng Juđe,
2a0128004b	ta aih haq mùt ta hnim Xachari rai dèch bàu manè lem bùi ka Êlisabet.
2a01290068	Êlisabet bu tàng bàu Mari, kon nga oe ta cliac khoe canhroh, Êlisabet khoe jah bình Yiang Hadròeh,
2a012a0081	Haq dèch bàu anoe: Taqne dìq dŏng ka mangai gucadrì, ìh kô mangai i xôq ramot, kon qyoh oe ta cliac hadai jah xôq ramot.
2a012b0052	Enh leq kô ìq au majah kan tamèt qmang kô, miq da Chuaq au trùh hmàih ka au?
2a012c0057	Majah qmang aih don au butàng bàu ìh, kon nga ta cliac au khoe canhroh rai lem bùi.
2a012d0055	Xôq ramot ka ìh mangai khoe lùi bàu Chuaq anoe, aih bàu trùh dèh hì jah xìt.
2a012e002b	Mari doe rameh: Manoh au manè apôi Chuaq,
2a012f003d	Mahua yiang au lem bùi tanòe Boc Plình aih Chuaq dèch au,
2a0130008b	Majah qmang aih haq khoe hqmàng hnoq kan hamoq au, mangai hapŏng haq. Pang kô ta èh, rìm qnhòng dìq anoe au kô mangai i xôq ramot;
2a0131005d	Majah qmang aih, Yiang dìq jaq haqnhèq, khoe broq bìac kàn ka au. Yiniq haq aih hadròeh,
2a01320043	Haq loq waq ka mangai loq iu haq enh qnhòng kô trùh qnhòng tau.
2a01330074	Haq yŏc dèh tì kŏng đòeq patô qnoh deh kan itai; Rai raliang đac trong da mangai i manoh loq padèch rađeh.
2a0134006a	Haq khoe caqnìh qnoh mangai i cwìang clìh enh gèq cla wì haq, Rai dèch atŏc mangai loq hamon rađeh
2a01350058	Haq khoe broq ka mangai pangot jah bình dahwèq jìang, Hnan mangai kan hlài tì dech.
2a01360052	Haq khoe wiang ti Isorali, hapŏng haq Đòeq bahmàng hlài dèh kan loq waq haq,
2a0137002e	Tìah ka bàu haq khoe doe ka kan cadraq bèn.
2a0138004a	Mari oe ti Êlisabet jah ta piq khê, khoe aih hi wìh hlài dèh ta hnim.
2a0139004f	Jò khoe trùh dèh khê Êlisabet hi ha-uang, haq ha-uang moeq ngai kon calô.
2a013a0068	Plài pla xam ƀài oh daq hìa Chuaq khoe dìq jaq tamèt ka Êlisabet wì wiang trùh lem bùi ti haq.
2a013b007c	Trùh rahem hì, dìq ka wì lam ta aih đòeq broq ramènh kat akia, wì yiniq ka kon qyoh aih Xachari tiaq yiniq dèh baq.
2a013c002c	Mahaq miq haq doe: Ùh, ep yiniq ka haq Jon.
2a013d0043	Wì doe: Dìq dŏng ka nang noe ìh ùh i ka cabô leq i yiniq aih.
2a013e004a	Wì yŏc tì ti patìah hu bòch baq haq enh yiniq dèh ka kon yiniq cleq.
2a013f006e	Xachari thê wì yŏc capiac long ban qyoh, haq achìh: yiniq haq Jon. Mangai leq mangai meh hamàih đeh hra.
2a01400052	Wop hloe jò aih raq, rapet haq jah rađah, haq tapoch rai manè apôi Boc Plình.
2a01410060	Dìq ka wì taplài cadròt đeh hra, dìq ka gùng wang Galili wì anoe ka dabau toq trong aih.
2a01420081	Cabô tàng bàu aih hanoh wê đòeq ta manoh rai doe: Kon nga aih èh qmang leq cadèh oq? Majah qmang aih tì Chuaq oe ti haq.
2a01430053	Jò aih, Xachari baq kon nga aih jah bình Yiang Hadròeh, haq tapoch pajàu rameh:
2a0144007c	Manè apôi Chuaq aih Boc Plình Isorali, majah qmang aih Ìh khoe trùh hmàih, rai baxon yŏc hlài Isorali mangai da Ìh,
2a0145005d	Ìh khoe paqnàng ka nhèn, ta hnim Đawit hapŏng Ìh, moeq Ngai dèch nhèn i kwìang itai!
2a0146004a	Tìah ka Ìh khoe yŏc bàu wì mangai pajàu hadròeh qnhòng calah nèh,
2a01470055	Ìh dèch nhèn khoe ka mangai tablêq, khoe ka nòe tì kŏng wì ma tagit ka nhèn;
2a01480056	Ìh paqnoh kan loq waq am ka kan cadraq nhèn, rai hmàng bàu tajap hadròeh cla Ìh,
2a01490037	Tìah ka Ìh ma khoe hapah ka Apraham kan cadraq nhèn,
2a014a0079	Ìh khoe tèu bàu dèch nhèn claih enh tì kŏng mangai tagit ka nhèn, Ìh am ka nhèn sôq ramot malem, ti ngèa Ìh.
2a014b0061	Đòeq yŏc kan hadroèh, kan taq atoq hu patìh ka Ìh, dìq ka qnhòng cla ùh hòq qmòe cleq.
2a014c0072	Kon oq! kô èh wì creo kon aih pajàu da Yiang Haqnhèq; Kô èh kon lam enh ngèa ka Chuaq, padon trong ka haq,
2a014d0062	Dôq ka mangai da haq ajang nòe yiniq lui wì haq jah caqnaih aih hu canau loq kan dèch am dech.
2a014e005f	Majah qmang aih Boc Plình nhèn tamèt ta manoh, Mat mahì enh qnhèq jah sreo qngah ka nhèn,
2a014f0085	Đòeq sreo ka mangai hangui tanòe clam cluiq xam mangai hangui ta yàp qmù kan kachìt, Rai qnung jènh nhèn lam ta trong catèm.
2a0150006c	Kon qyoh aih yòng kàn, mahua yiang tadêh, rìh oe tanòe hawit trùh hì paqnoh rađeh ka mangai Isorali.
2a02010086	Jò aih Auguto, bùa kàn qnoh bàu thê dìq ka Lamah, aih taneh diac kàn dìq jaq, ep ti rèn ngan hlài mangai ta aih jah toq leq.
2a02020068	Aih yàng baxèm wì ti rèn ngan hlài, wop qnhòng da Quiniri-u broq cla craq ƀài cwan tagùng Siri.
2a02030042	Mangai hlài đeh hra ta gùng cla đòeq achìh qmùt dèh yiniq.
2a0204006e	Jôsep aih caxi noe Đawit, haq hanoh lam enh Naxaret, gùng Galili, loh ta gùng Juđê trùh ta Bêt-le-hem.
2a02050060	Hu achìh qmùt dèh yiniq rađeh xam yiniq Mari, mangai khoe òq bàu yŏc haq, qnang oe jiang.
2a02060034	Jò wa qnang oe ta aih, khoe trùh hì Mari ha-uang.
2a02070081	Haq ha-uang kon calô ramua, yŏc mù taqmàn deh kon, ta qngùi ta atong nhat, majah qmang aih ta hnim padài khoe dìq ka nòe.
2a02080060	Hadai gùng aih, i ƀài mangai ban trìu oe tagùng, rìu qngah ka mang đòeq wèq dèh trìu.
2a0209006e	Moeq ƀình plình da Chuaq trùh ten ka wì, kan ranhòm Chuaq qngah qngiang dudan wì haq, wì crè pi cajaq
2a020a0082	Ƀình plình doe: Ùh yùq cleq! Hacô au bahìa ka pì moeq Bàu lem, aih raq kan lem bùi am dìq ka mangai oe ta crŏng taneh;
2a020b005e	Hì cô ta plài Đawit khoe ha-uang ka pì moeq Ngai dèch mangai, aih Christ, aih Chuaq pì.
2a020c006a	Kô oq kan hadro dôq pì hu canau ka Haq, pì hnoq moeq ngai kon qyoh taqmàn xi mù, kùi ta atong nhat.
2a020d0069	Tajòe qmòe jò aih, raya rayùc lình plình xam ƀình plình aih calêu manè apôi Boc Plình rameh:
2a020e0060	Qngah yiniq Boc Plình oe taplình haqnhèq, Catèm tanòe haqneq am ka bài mangai haq loq waq!
2a020f00bc	Jò wì bình plình khoe talah ka wì haq hu wìh hlài ta plình, ƀài mangai ban trìu doe ka dabau: Beq bèn lam ta Bêtlehem hu ngan yiniq neo loh kô, Chuaq ma khoe doe ka bèn loq.
2a0210005f	Qmang aih wì haq drah lam ka nhet, hnoq Mari xam Jôsep xam kon qyoh qnang kùi ta atong nhat.
2a0211005f	Jò khoe hnoq wì anoe hlài bàu ƀình plình anoe trùh kon qyoh, wì haq ma khoe jah tàng.
2a02120057	Dìq ka mangai tamàng hamàih đeh hra ka bàu ƀài mangai ban trìu anoe ka wì haq.
2a02130045	Mahaq Mari wê dìq dŏng ƀài bàu aih rai hèm yôt dèh ta manoh.
2a021400b4	Ƀài mangai ban trìu tawìh hlài, rai broq qngah yiniq rai manè apôi Boc Plình trong wì haq khoe tàng xam yiniq wì haq khoe hnoq joq tìah ka bàu ma khoe anoe ka wì haq.
2a021500b2	Trùh rahem hì, aih hì ep broq ramènh kat akia ka kon qyoh, wì yiniq ka haq Jesus, aih yiniq ƀình plình ma khoe yiniq adroe qmòe ka jò hadràp. Dèch Jesus ka Boc Plình
2a02160076	Khoe dìq ka hì basròeh, tiaq ranenh Moise, Jôsep xam Mari atŏc kon qyoh ta Jêrusalem đòeq dèch ka Boc Plình,
2a0217005c	qmang ka khoe achìh ta hset ranenh haq: “Rìm ngai kon calô ramua, ep dèch ka Chuaq”,
2a0218005e	dèch tam baiq toq trù braih ùh meh baiq toq kon trù qyoh, qmang ka ranenh Chuaq khoe thê.
2a02190099	Jò aih, ta Jêrusalem i moeq ngai rìh lem rìh taq atoq, yiniq haq aih Simêon, haq aih toq gòm kan alòng trùh ka Isorali, Yiang Hadròeh oe ti haq.
2a021a005b	Yiang Hadròeh khoe anoe ka haq loq haq ùh cachìt adroe ka jah hnoq Christ da Boc plình.
2a021b00a6	Qmang aih, haq tiaq Yiang Hadròeh qnung, haq mùt ta hnim kùh waiq wop troq jò wa miq baq aràng Chuaq Jesus ta aih, hu pagêh ka haq rìm trong ramnenh khoe thê.
2a021c0042	Haq aih hi caqmìn kon qyoh aih, haq manè apôi Boc Plình rameh:
2a021d004c	Waiq Chuaq! Manòeq kô Ìh am au jah cachìt ka catèm tiaq troeq bàu Ìh;
2a021e0049	Majah qmang aih mat au khoe hnoq kan dèch kon mangai trùh enh nòe Ìh,
2a021f0049	Ìh ma khoe palauq qmòe dèh, đòeq broq kan qngah enh ngèa rìm diac,
2a02200048	kan qngah sreo jàp ka phù cròng, broq ka Isorali Ìh jah kan ranhòm.
2a02210049	Wa miq baq kon qyoh aih dìq jaq hamàih ka bàu wì anoe trùh dèh kon.
2a02220107	Simêon waiq xôq ramot am ka wa ŏng mai, haq doe ka Mari miq kon qyoh aih rameh: I bàu khoe tèu đòeq am ka Kon qyoh kô, haq broq nen ka bàc ngai Isorali tacro, èh hadai broq ka bàc ngai jah yòng, khoe tèu đòeq dôq haq wìa teo ka bàc ngai tarahen;
2a0223006b	da ìh hòm, i moeq pla chang pàc hlùh ta cliac ìh. Aih èh bàc yiniq oe ta manoh bàc ngai jah paqnoh.
2a022400b9	Èh hòm i mangai pajàu cadrì, yiniq haq An-ne, kon da Phanu-ên, caxi noe Ase, joq khoe bàc hanam. Enh jò haq oe raq adrùh sriu, atìq ka aih haq oe dèh ti ŏng jah tapèh hanam,
2a0225009e	khoe aih haq hi hadrô. Jò aih haq khoe jah rahem jàt pôn hanam, oe toq ta hnim kùh waiq, dahì damang patìh ka Boc Plình, apàm ka acaq rai waiq khàn.
2a02260093	Hanoh jò aih diq, haq trùh ta aih, manè apôi Boc Plình rai anoe trùh kon qyoh ka bài mangai qnang tangèh gòm Jêrusalem jah dèch paclaih.
2a02270083	Jò Jôsep xam Mari khoe broq gêh ka trong ranenh Boc Plình thê, wa haq tawìh hlài ta Galili, trùh dèh ta Naxaret plài cla.
2a0228007e	Kon qyoh aih yòng kàn, rai tadêh, jah bình kan rabiaq, xôq ramot Boc Plình oe ti Haq. Jò Jesus jah moeq jàt baiq hanam
2a02290053	Rìm hanam wa miq baq Haq tŏc ta Jersalem, đòeq lam tagop ta hì ramènh Pancwa.
2a022a0080	Jò khoe jah moeq jàt baiq hanam haq lam tiaq dèh wa miq baq tŏc ta aih hu hadai tagop ta hì ramènh qmang ka xan hmaq broq.
2a022b0072	Khoe dìq ka hì ramènh, wì haq wìh hlài dèh tagùng, Chuaq Jesus oe hlài ta aih mahaq miq baq haq ùh qnì.
2a022c0071	Hèm deh haq lam ti ƀài bua ta aih, khoe moeq hì lam trong aih men ti bòch wì oh daq xam ƀài mangai canau;
2a022d0042	jò chaq haq khoe pi hnoq, wa wìh hlài ta Jerusalem đòeq chaq.
2a022e007a	Piq hì wa men hnoq haq tanòe hnim Kùh waiq, qnang hangui taqne ƀài mangai hnài, rai tamàng rai bòch hlài wì aih.
2a022f0057	Rìm ngai tàng bàu rai hnoq kan rabiaq haq wì dìq loh ka hamàih jò haq bòch wì.
2a02300082	Jò hi hnoq haq, wa miq baq dìq jaq hamàih. Miq haq doe: A kon! Hagleq ma jah haƀo ka ma qmang kô, ma khoe lèt oe i jaq cleq?
2a02310064	Haq bòch: “Aih chôp chaq dèh ka au? Chôp ma ùh loq au ep oe patìh dèh ta hnim Baq qmòh?”
2a02320032	Mahaq wa aih ùh tem bàu haq anoe ka rađeh cleq.
2a02330073	Khoe aih haq hlài ta Naxaret ti wa miq baq rai iu broq tiaq bàu wa, mahaq bàu da haq miq haq wê dŏng ta manoh.
2a0234006f	Chuaq Jesus rai èh rai rabiaq tam, chac rai èh rai kàn, kiang èh kiang lem manoh Boc plình xam kon mangai.
2a03010100	Hanam moeq jàt padam qnhòng Tibêro broq bùa kàn, jò aih Bônso-philat broq cla craq ƀài cwan ta gùng Juđê, Herôt broq bùa qyoh ta gùng Galili, Philip oh haq broq bùa qyoh ta gùng Yturê xam tracôni, Lysa-nia broq bùa qyoh ta gùng Abilen,
2a03020060	Anne xam Caiphe broq pajàu kàn, aih i bàu Boc Plình thê Jon kon Xacahri tanòe gùng hawit.
2a0303009b	Jon ti lam dudan jàp ka rìm gùng cròng diac Jôđan, hnài wì broq ramènh ƀaptem da kan loq raxach cađac trong dù đòeq hu jah caqnaih yiniq lui,
2a0304007a	tìah ka bàu khoe achìh ta hset pajàu Êsai: I bàu creo tanòe hawit: Drah palauq trong ka Chuaq, pajang trong da haq.
2a030500a1	Nòe jrùq tàc dôq haq bình, Roc bui wang, roc nòe haqnhèq qnoh dôq haq haqneq; Trong tawech pajang dôq haq hnhoh, Trong qnhèq qneq broq dôq haq tamang.
2a03060038	Dìq dŏng kon mangai jah hnoq kan dèch enh Boc Plình.
2a03070089	Jon anoe ka mangai bàc qnang trùh ta aih đòeq jah broq ƀaptem: Nang noe bìh tau, cabô ma hnài pì loq wia ka kan nòeh hì atìq?
2a030800c5	Qmat èh, drah wìa malem dôq ùh qngwan ka pì khoe loq raxach, ùh dùh doe Apraham aih kan cadraq nhèn, majah qmang aih au doe ka pì Boc Plình broq ƀài hmo kô loh nang noe ka Apraham jah.
2a03090071	Chòng khoe roh qmòe ajang xèm long, waq toq long leq ùh loh plì lem, long aih èh koh đòeq hu bùh cađac.
2a030a002f	Wì bòch Jon: Aih èh nhèn ep broq qmang leq?
2a030b006b	Haq padreo bàu: Cabô i baiq blah eo, yŏc moeq blah am ka mangai chac dech, dahwèq acaq hadai qmang aih.
2a030c0053	I bàc ngai yŏc thèq trùh hu broq ƀaptem, wì aih bòch: Ha nhèn ep broq cleq?
2a030d0037	Haq doe ka wì: Apaq yŏc yeo bàc ka maneh khoe pajaq.
2a030e009e	Ƀài mangai lình hanoh bòch: Ha nhèn kô hòm ep broq cleq? Haq doe: apaq tacaq ka cabô, apaq qnùt cabô, jèn baha pì pang leq, pì waq dèh pang aih.
2a030f0059	Majah qmang aih wì qnang tagòm ngèh, wì hèm dèh ta manoh ahìaq Jon kô raq Christ,
2a031000ef	aih ìq Jon majah doe ka wì: Au broq ka pì ƀaptem xi diac mahaq Mangai trùh atìq ka au cwìang yeo haqnhèq ka au, au mech qnhòq wìa broq đeh magai doeh da haq caxi jep. Haq aih èh ma broq ka pì ƀaptem xi Yiang Hadròeh xi ùnh.
2a0311007b	Tì Haq wê cađap hu dè dèh qmau ta haneh ka hreo, lênh qmau haq tah ta hapom, manùh haq bùh ta ùnh ùh jò leq pat.
2a0312003c	Jò Jon anoe Bàu lem, haq hadai hnài wì bàc trong qnoeq,
2a03130079	Mahaq Hêrôt bùa qyoh, Jon khoe i tapoch ùh lòh haq yŏc Hêrođia mai oh haq, hloe xam ƀài trong dù bùa ma broq,
2a03140045	haq broq tam moeq yiniq dù hòm, aih haq rùp clêh Jon ta hnim tù.
2a03150082	Jò dìq ka mangai ta aih khoe jah broq ƀaptem, Chuaq Jesus hanoh jah broq ƀaptem, plình tapèh qmòe jò haq qnang waiq khàn,
2a031600ad	Yiang Hadròeh yŏc chac trù loh jràp ta chac haq, tajòe qmòe jò aih i bàu enh plình doe: “Ìh kô kon au, mangai au loq waq deh, kon lem ka manoh au rìm trong.”
2a03170095	Jò Chuaq Jesus baxèm broq dèh trong haq broq, jò aih haq bu jah qnah ta piq jàt hanam. Tiaq manoh wì hèm haq aih kon Jôsep, Jôsep kon Hêli,
2a03180058	Hêli kon Matat, Matat kon Lêwi, Lêwi kon Mên chi, Mên chi kon Jane, Jane kon Jôsep
2a03190060	Jôsep kon Mata-thia, Mata-thia kon Amôt, Amôt kon Nahum, Nahum kon Êt-li, Êt-li kon Na-gê,
2a031a0067	Na gê kon Ma at, Ma at kon Mata-lia, Mata-lia kon Sê-me-in, Sê-me-in kon Jô-et, Jô-et kon Jô-đa,
2a031b0072	Jô-đa kon Jô-anan, Jô-anan kon Rêsa, Rêsa kon Xôro-baben, Xôro-baben kon Sala-thien, Sala-thien kon Nêri,
2a031c0062	Nêri kon Mênchi, Mênchi kon A đi, A đi kon Kôsam, Kôsam kon Ên-mađan, Ên-mađan kon Ero,
2a031d005e	Ero kon Jêsu, Jêsu kon Êli-ese, Êli-ese kon Jôrim, Jôrim kon Ma-that, Ma-that kon Lêvi,
2a031e0075	Lêvi kon Si-mê-on, Si-mê-on kon Juda, Juda kon Jôsep, Jôsep kon Jônam, Jônam kon Êli-akim, Êli-akim Mê-lea,
2a031f004e	Mê-lea kon Mêna, Mêna kon Mata-tha, Mata-tha kon Nathan, Nathan kon Đawit,
2a03200072	Đavit kon Jêse, Jêse kon Jôbet, Jôbet kon Bo-ô, Bo-ô kon sala, Sala kon Nach-son, Nach-son kon Ami-na-đap,
2a0321005f	Ami-na-đap kon Amin, Amin kon Arôni, Arôni kon Et-rôm, Et-rôm kon Pharê, Pharê kon Juda,
2a03220059	Juda kon Jacôp, Jacôp kon Ysac, Ysac kon Apraham, apraham kon Tharê, Tharê kon Nacô,
2a03230057	Nacô kon Sêruc, Sêruc kon Ragao, Ragao kon Phalet, Phalet kon Hêbe, Hêbe kon Sala,
2a0324004c	Sala kon Canam, Canam kon Abasac, Abasac Sem, Sem kon Noê, Noê kon Lêmec,
2a0325006d	Lamec kon Mêtu-sela. Mêtu-sela kon Hênoc, Hênoc kon Jaret, Jaret kon Mêle-le-en, Mêle-le-en kon Cainam,
2a03260043	Cainam kon Enot, Enot kon Sêt, Sêt kon Adam, Adam kon Boc plình.
2a0401006d	Chuaq Jesus bình Yiang Hadròeh, hlài enh cròng diac Jođan, Yiang Hadròeh aràng haq mùt tagùng hawit.
2a04020082	Ta aih kiac padô aluàn haq pôn jàt hì, Ta ƀài hì aih haq ùh lòm acaq qmòe cleq, dìq dèh ka jò haq loh qmòe ka hrah.
2a04030050	Kan kiac doe ka haq: Tàng joq ìh kon Boc Plình, thê hmo kô wìa ƀênh beq.
2a04040060	Chuaq Jesus padreo bàu: “Khoe i bàu achìh, kon mangai rìh ma xài canòm toq ka ƀênh.”
2a04050079	Kiac atŏc haq tanòe haqnhèq, qmoeq rahyàc raq haq khoe patô ka Chuaq Jesus dìq dŏng ka ƀài diac ta crŏng taneh;
2a04060074	haq doe ka Chuaq Jesus: dìq dŏng ka cwìang xam ka ranhòm taqmat, khoe am dŏng ka au, au enh am ka cabô leq am.
2a04070027	Tàng ìh kùh waiq au, aih hi jah ìh.
2a0408006c	Chuaq Jesus pareo bàu: “I bàu achìh rameh: ìh ep kùh waiq Boc plình ìh rai patìh toq ka haq raq”
2a0409009e	Kiac aràng haq trùh ta Jêrusalem rai dèch atŏc haq oe tanòe dìq jaq haqnhèq ta bui hnim kùh waiq, haq doe: Tàng joq ìh kon Boc plình, hadrùc beq,
2a040a0049	majah qmang aih khoe i bàu achìh: Haq thê dèh ƀình plình wèq ìh,
2a040b0057	Wì aih dèch ìh tŏc taxŏng wì haq, aih èh dôq jènh ìh ùh hìaq catoeh ka hmo.
2a040c005c	Chuaq Jesus padreo bàu: “I bàu khoe achìh: Ùh khòh qnhro Chuaq aih Boc Plình ìh”.
2a040d004a	Kan kiac dìq ka trong đòeq hu padô Chuaq Jesus, haq hi wia đò hòeq.
2a040e0080	Chuaq Jesus jah bình cwìang atai enh Yiang Hadròeh, haq wìh hlài ta Galili, jàp gùng dudan aih khoe hìa tàng yiniq haq.
2a040f0039	Haq hnài tanòe hnim tagop qyoh, mangai mannè đeh hra.
2a04100082	Haq trùh ta Naxaret, nòe haq yòng kàn. Tìah dèh Haq hmaq broq, trùh hì Sabat haq mùt hnim tagop qyoh, èh hi yòng đŏc.
2a04110040	Wì am ka haq hset pajàu Êsai, haq pèh jang nòe khoe achìh:
2a0412006a	Yiang Boc Plình oe ti au; Majah qmang aih haq khoe xùt dàu ka au, đòeq hu anoe Bàu lem ka mangai pa;
2a041300a5	Haq khoe thê au trùh paclaih mangai oe ta hnim tù jah loh enh gùng, Mangai ùh xau jah hnoq, Mangai wì tacaq ka haq jah claih; Rai bahìa hanam catèm da Chuaq.
2a04140091	Khoe aih haq don hlài hset padreo am da ka mangai patìh ta aih khoe èh haq hi hangui. Rìm ngai ta hnim tagop qyoh aih dìq haqmiang ngan haq.
2a04150049	Haq doe ka wì: Bàu hset hadròeh pì ma tamàng aih, hì kô khoe xìt.
2a04160082	Dìq ka mangai ta aih maleq ma meh dìq anoe trùh haq, wì hamàih ka bàu rabiaq loh enh haq, wì doe: Haq qmat ajoq kon Jôsep?
2a041700cc	Haq doe ka wì: “Canau pì yŏc bàu cachôi qmang kô hu anoe ka au: Mangai broq jreo, haqnauq dèh cla òeq, aleq ƀài yiniq ìh broq ta Cabênaum nhèn ma khoe tàng, broq nòe gùng cla kô beq.”
2a04180059	Haq doe ka wì: “Joq au doe ka pì, qnhòq lah i mangai pajàu leq jah gùng cla manè.
2a04190099	Au anoe qnàng ka pì, qnhòng Êli, jò trŏc pađang piq hanam qne, dìq dŏng ka gùng loh ka pangot hrah, tanòe mangai Isorali i bàc mangai hadrô;
2a041a0091	yac ka qmang aih, aleq i thê Êli trùh hnim cabô taqne ƀài aih, mahaq thê haq lam ta hnim mangai cadrì hadrô oe ta Sarepta gùng Siđôn.
2a041b008b	Qnhòng da pajàu Êlisê mangai Isorali loh ka bacùn ma i palap cleq, mahaq ma i mangai leq jah brêh, enh gùng ka Na-aman, mangai Siri.
2a041c004c	Maleq ma meh oe ta hnim tagop qyoh tàng bàu aih, wì nòeh pi ka jaq cleq.
2a041d0088	Wì padinh yòng, hua qnoh haq loh enh gùng ka plài, qnung haq tŏc ta bui wang nòe wì broq plài đòeq hu caqnhùt qnìh đac haq.
2a041e0030	Yàng haq pagat ti ngèa wì èh hi lam taqnoeq.
2a041f003e	Haq loh ta Cabênaum, oe ta gùng Gallili, hnài ta hì Sabat.
2a04200053	Rìm ngai tamèt ta manoh jò tàng bàu haq hnài, majah qmang aih bàu haq i ang.
2a04210063	Tanòe hnim kùh waiq i moeq ngai ta dalam chac haq i kiac mùt, breo cadêh: Jesus mangai Naxaret,
2a04220083	Ìh enh broq ka nhèn cleq kô ìq? Ìh trùh hu raliang cađac nhèn qmòh? Ìh qmat cabô, au loq: Mangai Hadròeh da Boc plình!
2a042300cf	Mahaq Chuaq Jesus capoch nhang ka haq aih: “Oe ma hatinh haq! Drah loh enh mangai qmat”. Hloe jò aih, taqne mangai bàc kiac rapòt mangai aih ta haqneq, èh hi loh, ùh hìaq broq ka haq aih loh habau.
2a042400b3	Mangai leq mangai meh haglènh đeh hra, wì ta anoe ka dabau: Ƀài bàu kô qmang leq ìq! Haq yŏc cwìang yŏc kan dêh enh leq ma drùh qnoh kiac, kiac ma loh hloe qmang meh.
2a04250036	Dìq dŏng gùng dudan ta aih wì loq đeh hra ka Haq.
2a04260096	Chuaq Jesus loh enh hnim tagop qyoh, haq lam ta hnim Simôn. Miq mai Simôn qnang tôq tanget hlàc raya. Wì canòm ka Chuaq Jesus broq brêh ka haq.
2a04270079	Chuaq Jesus cachình chac ta mangai aih, haq tapoch ka kan tanget, kan tanget hi dìq. Mangai aih hi padinh yòng patìh.
