0100000009	創世記
061008006c	又從他普亞往西到加拿河，直到地中海。這就是以法蓮的子孫按宗族所分的產業。
061009005a	此外，他們又從瑪拿西人的產業中，分到部分城邑及其附近的鄉村。
06100a006f	他們沒有趕走住在基色的迦南人，迦南人至今還住在以法蓮人當中，為他們服勞役。
0611010099	以下是約瑟的長子瑪拿西支派分到的土地：瑪拿西的長子、基列的父親瑪吉是個戰士，因此分到了基列和巴珊兩地。
06110200c6	瑪拿西其他子孫也按宗族分到了土地，他們屬於亞比以謝、希勒、亞斯烈、示劍、希弗和示米大宗族。這些男子按宗族都是約瑟的兒子瑪拿西的後代。
06110300ab	瑪拿西的玄孫、瑪吉的曾孫、基列的孫子、希弗的兒子西羅非哈沒有兒子，只有五個女兒，名叫瑪拉、挪阿、曷拉、密迦、得撒。
06110400de	她們來見祭司以利亞撒、嫩的兒子約書亞和各首領，說：「耶和華曾經吩咐摩西在我們親族中分給我們產業。」約書亞便照耶和華的吩咐，讓她們在叔伯中也分到產業。
0611050057	除了約旦河東的基列和巴珊兩地以外，瑪拿西人還分到十塊土地，
0611060066	因為在瑪拿西的後代中，女性也分到了產業。瑪拿西其他子孫分到基列地區。
061107007d	瑪拿西支派分到的土地從亞設開始，到示劍東面的密米他，再向南到隱·他普亞人居住的地方。
0611080060	他普亞地屬於瑪拿西，但在瑪拿西邊界上的他普亞城屬於以法蓮的子孫。
0611090090	邊界繼續向南到加拿河，在河南側瑪拿西境內的城邑都歸以法蓮。瑪拿西的邊界沿著加拿河北側直到地中海。
06110a006f	這樣，南面歸以法蓮，北面歸瑪拿西，西部邊界是地中海，北接亞設，東鄰以薩迦。
06110b0085	在以薩迦和亞設境內，瑪拿西擁有伯·善、以伯蓮、多珥、隱·多珥、他納和米吉多及其附近的鄉村。
06110c0060	可是，瑪拿西人沒能把這些城邑的迦南人趕走，因為他們執意不肯離開。
06110d0066	以色列人國勢強盛的時候，就讓迦南人服勞役，但始終沒有把他們完全趕走。
06110e0096	約瑟的子孫對約書亞說：「耶和華賜福給我們，使我們人口眾多，為什麼你只讓我們抽一支籤，分一份產業呢？」
06110f0099	約書亞對他們說：「你們如果人口眾多，認為以法蓮山區窄小，可以到比利洗人和利乏音人居住的地方開闢林區。」
061110007d	他們答道：「那些山區不夠我們住，況且住在伯·善一帶和耶斯列平原的迦南人都有鐵戰車。」
061111007e	約書亞對約瑟的子孫以法蓮人和瑪拿西人說：「你們人口眾多，勢力強大，不應只得一籤之地，
06111200ab	山區也要分給你們，雖然全是森林，但可以開闢土地，使整個地區歸你們。雖然迦南人強盛，有鐵戰車，但你們必能趕走他們。」
0612010063	征服了這些地方以後，以色列全體會眾都聚集在示羅，把會幕設立在那裡。
0612020039	這時，以色列還有七個支派沒有分到產業。
061203007b	約書亞對他們說：「你們等到什麼時候，才去佔領你們祖先的上帝耶和華賜給你們的土地呢？
0612040084	你們每支派要派出三個人，我要差他們走遍那地，按各支派應得的土地繪製地圖，然後回來稟告我。
061205007e	他們要把土地劃分作七份。猶大要留在南部自己的領土上，約瑟家族要留在北部自己的領土上。
0612060069	你們把這七份土地繪成地圖交給我，我要在我們的上帝耶和華面前為你們抽籤。
06120700e4	你們當中的利未人沒有份，因為做耶和華的祭司這職任就是他們的產業。至於迦得支派、呂便支派和瑪拿西半個支派，耶和華的僕人摩西已把約旦河東的土地分給他們了。」
06120800c3	那些畫地圖的人啟程出發的時候，約書亞囑咐他們說：「你們要走遍那裡，繪製地圖，然後回來稟告我，我要在示羅，在耶和華面前為你們抽籤。」
061209006c	於是，他們走遍那裡，把所有城邑分作七份，繪在冊上，然後回到示羅見約書亞。
06120a005a	約書亞便在示羅按照以色列的支派，在耶和華面前為他們抽籤分地。
06120b0060	便雅憫支派按宗族抽籤分到的領土，座落在猶大和約瑟支派的領土之間。
06120c007d	他們北部的邊界從約旦河起，沿耶利哥北面的山坡直上，往西穿過山區，直到伯·亞文的曠野；
06120d0061	從那裡經路斯，即伯特利南面山坡到下伯·和崙南面山區的亞他錄·亞達。
06120e0072	西面的邊界自伯·和崙對面山的西側，向南直到猶大人的基列·巴力城，即基列·耶琳。
06120f0053	南部邊界從基列·耶琳的邊界開始，向西直到尼弗多亞的水泉，
061210008f	又往下到欣嫩子谷對面的山麓，也就是利乏音谷北邊，然後往南，經欣嫩谷到耶布斯的南坡，直到隱·羅結；
0612110071	然後，向北先後到隱·示麥，亞都冥山坡對面的基利綠，呂便的兒子波罕所立的大石，
0612120036	以及亞拉巴的對面，再往北下到亞拉巴；
0612130071	又沿著伯·曷拉的北面直到鹽海的北岸，也就是約旦河的南部河口。這是南部的邊界。
0612140057	東面以約旦河為界。這是便雅憫人按宗族分到的土地四周的邊界。
061215005e	以下是便雅憫支派按宗族分到的城邑：耶利哥、伯·曷拉、伊麥·基悉、
0612160029	伯·亞拉巴、西瑪蓮、伯特利、
061217001e	亞文、巴拉、俄弗拉、
0612180050	基法·阿摩尼、俄弗尼、迦巴，共十二座城及其附近的鄉村。
0612190021	還有基遍、拉瑪、比錄、
06121a0021	米斯巴、基非拉、摩撒、
06121b0024	利堅、伊利毗勒、他拉拉、
06121c00a0	洗拉、以利弗、耶布斯，即耶路撒冷、基比亞、基列，共十四座城及其附近的鄉村。 這就是便雅憫各宗族所分到的土地。
0613010051	西緬支派按宗族得到第二籤，所得的產業在猶大人的疆界內，
061302002a	有別示巴，又名示巴、摩拉大、
0613030023	哈薩·書亞、巴拉、以森、
0613040027	伊勒多臘、比土力、何珥瑪、
061305002e	洗革拉、伯·瑪加博、哈薩·蘇撒、
0613060041	伯·利巴勿、沙魯險共十三座城及其附近的鄉村，
061307003f	還有亞因、利門、以帖、亞珊四座城及其村莊，
061308007d	包括周圍所有的村莊，遠至巴拉·比珥，即南地的拉瑪。這些都是西緬支派按宗族所得的產業。
061309009c	西緬人的產業是從猶大人的產業中撥出來的，因為猶大支派所分到的地區過於廣大，所以要撥出一部分來分給西緬人。
06130a004b	西布倫人按宗族得了第三籤，他們分到的土地遠至撒立。
06130b0048	從撒立向西到瑪拉拉、大巴設，直到約念東邊的小河；
06130c005f	從撒立向東朝日出方向到吉斯綠·他泊的邊界，經大比拉、直到雅非亞；
06130d0049	再往東，經迦特·希弗、以特·加汛、臨門，直到尼亞；
06130e0038	北上轉向哈拿頓，直到伊弗他·伊勒山谷。
06130f0063	還有加他、拿哈拉、伸崙、以大拉、伯利恆，共十二座城及其附近的鄉村。
0613100045	以上這些城邑和鄉村是西布倫人按宗族所得的產業。
0613110027	以薩迦人按宗族得了第四籤，
0613120036	他們的土地包括耶斯列、基蘇律、書念、
0613130024	哈弗連、示按、亞拿哈拉、
061314001b	拉璧、基善、亞別、
0613150033	利篾、隱·干寧、隱·哈大、伯·帕薛、
061316005f	他泊、沙哈洗瑪、伯·示麥，直到約旦河，共十六座城及其附近的鄉村。
0613170045	這些城邑和鄉村都是以薩迦支派按宗族分到的產業。
0613180027	亞設支派按宗族得了第五籤，
061319003f	他們得到的土地包括黑甲、哈利、比田、押煞、
06131a0044	亞拉米勒、亞末和米沙勒，西至迦密和希曷·立納，
06131b0072	然後向東到伯·大袞，挨著西布倫和伊弗他·伊勒谷，經伯·以墨和尼業向北到迦步勒；
06131c003f	再經義伯崙、利合、哈們、加拿直到西頓大城；
06131d0060	再轉到拉瑪、堅固的泰爾城，然後轉到何薩，直到亞革悉一帶的地中海。
06131e004b	還有烏瑪、亞弗和利合，共二十二座城及其附近的鄉村。
06131f0042	這些城邑和鄉村都是亞設支派按宗族分到的產業。
061320002a	拿弗他利人按宗族得了第六籤，
061321006e	他們的土地從希利弗、撒拿音的橡樹、亞大米·尼吉和雅比聶到拉共，再到約旦河；
061322005c	又向西到亞斯納·他泊、戶割，南接西布倫，西接亞設，東接約旦河。
0613230048	還包括以下堅城：西丁、側耳、哈末、拉甲、基尼烈、
061324001e	亞大瑪、拉瑪、夏瑣、
0613250026	基低斯、以得來、隱·夏瑣、
061326006a	以利隱、密大·伊勒、和璉、伯·亞納、伯‧示麥，共十九座城及其附近的鄉村。
0613270048	這些城邑和鄉村都是拿弗他利支派按宗族分到的產業。
0613280024	但支派按宗族得了第七籤，
061329003b	他們的土地包括瑣拉、以實陶、伊珥·示麥、
06132a0024	沙拉賓、亞雅崙、伊提拉、
06132b0021	以倫、亭拿他、以革倫、
06132c0024	伊利提基、基比頓、巴拉、
06132d002e	伊胡得、比尼·比拉、迦特·臨門、
06132e002f	美·耶昆、拉昆和約帕對面的一帶。
06132f00a5	但支派無法奪取他們的土地，於是就去攻打利善城，用刀殺了城內的居民，佔據了這座城，用他們祖先的名字把城改名為但，
061330003f	這些城邑和村莊都是但支派按宗族得到的產業。
0613310057	以色列人把地分配完畢以後，又從中劃出土地給嫩的兒子約書亞。
0613320092	以色列人遵從耶和華的吩咐，把約書亞想要的以法蓮山區的亭拿·西拉城分給他。約書亞重修那城，住在那裡。
06133300bd	以上是祭司以利亞撒、嫩的兒子約書亞和以色列各支派的首領，在示羅的會幕門口，在耶和華面前抽籤所分配的土地。至此，他們把地分完了。
061401001b	耶和華對約書亞說：
0614020069	「你吩咐以色列人，照我以前藉摩西所吩咐你們的，設立一些城邑作為避難城，
0614030045	好讓誤殺人的可以逃到那裡，躲避報血仇的人追殺。
06140400a2	他要逃到避難城，站在城門口向城中的長老們陳明事情的經過，長老們就把他收容到城裡，給他提供住處，讓他留在那裡。
0614050075	如果報血仇的人追到，長老們不可把他交出來，因為他是無意殺的，跟被殺者無冤無仇。
061406007e	他要住在城內，直到在會眾面前受了審訊，並且還要等到在任的大祭司死後，才可離城回鄉。」
06140700a1	於是，民眾便設立拿弗他利山區加利利境內的基低斯、以法蓮山區的示劍和猶大山區的基列·亞巴，即希伯崙作為避難城。
06140800b7	他們又在約旦河東岸、耶利哥東面空曠的平原上設立呂便支派的比悉，迦得支派基列境內的拉末和瑪拿西支派巴珊境內的哥蘭作為避難城。
06140900b1	這是為以色列人和那些從外地來寄居的人所設立的避難城，誤殺了人的可以逃到那裡，不致未在會眾面前受審便死在報血仇的人手裡。
06150100f3	利未人的眾族長到迦南的示羅見祭司以利亞撒、嫩的兒子約書亞和以色列各支派的首領，說：「耶和華藉著摩西曾吩咐你們把一些城邑分給我們住，並把城郊的草場給我們牧養牲畜。」
0615030072	以色列人便按照耶和華的吩咐，從他們的產業中把以下的城邑及其草場分給了利未人。
0615040099	首先哥轄宗族抽了籤。利未人哥轄宗族中大祭司亞倫的子孫從猶大、西緬和便雅憫支派的產業中抽籤得了十三座城。
0615050069	哥轄宗族中其他人也從以法蓮、但和瑪拿西半個支派的產業中抽籤得了十座城。
061506007e	革順的子孫從以薩迦、亞設、拿弗他利和在巴珊的瑪拿西半個支派的產業中抽籤得了十三座城。
0615070066	米拉利的子孫按宗族從呂便、迦得和西布倫支派的產業中抽籤得了十二座城。
061508006c	以色列人照耶和華對摩西的吩咐，把這些城邑及其草場用抽籤的方式分給利未人。
061509009f	因為利未支派哥轄宗族中亞倫的子孫抽到第一籤，以色列人就從猶大和西緬兩支派的產業中點名划出以下城邑分給他們：
06150b006d	猶大山區的基列·亞巴及其草場，亞巴原是亞衲人的祖先，基列·亞巴就是希伯崙。
06150c004e	而城周圍的田地和鄉村已經分給耶孚尼的兒子迦勒作產業。
06150d004e	以色列人把避難城希伯崙分給祭司亞倫的子孫，並把立拿、
