2800000009	Mattheüs
290e310083	dagelijks was Ik bij ulieden in den tempel en leerde, en gij hebt Mij niet gegrepen! Maar zoo moeten de schrifturen vervuld worden.
290e32002b	En ze verlieten Hem allen en vluchtten weg.
290e330061	En een zeker jongeling volgde Hem, met een linnen kleed om het naakte lichaam, en zij grepen hem;
290e340037	maar hij liet het kleed in den steek en vluchtte naakt.
290e35007d	En zij voerden Jezus naar den hoogepriester, en al de overpriesters en de oudsten en de schriftgeleerden vergaderden met hem.
290e3600a1	En Petrus volgde Hem van verre tot binnen in den voorhof des hoogepriesters, en hij was mede gezeten niet de dienaren en warmde zich, bij het licht van het vuur.
290e37006f	De overpriesters nu en de geheele Raad zochten getuigenis tegen Jezus, om Hem te dooden, en zij vonden er geen.
290e380059	Want velen gaven een valsch getuigenis tegen Hem en de getuigenissen kwamen niet overeen.
290e390046	En sommigen stonden op, die valschelijk tegen Hem getuigden, zeggende:
290e3a0093	Wij hebben Hem hooren zeggen: Ik zal dezen tempel, die met handen gemaakt is, afbreken, en in drie dagen een anderen bouwen, zonder handen gemaakt.
290e3b0030	Doch ook alzoo kwam hun getuigenis niet overeen.
290e3c0075	En de hoogepriester stond op in het midden en vroeg Jezus, zeggende: Antwoordt Gij niets? wat getuigen dezen tegen U?
290e3d0090	Maar Hij zweeg en antwoordde niets. — Wederom vroeg de hoogepriester Hem en zeide tot Hem: Gij zijt de Christus, de Zoon van den Hooggeloofde?
290e3e0090	En Jezus zeide: Ik ben het! en gij zult den Zoon des menschen zien, gezeten aan de rechterhand der Almacht, en komende met de wolken des hemels!
290e3f005b	En de hoogepriester scheurde zijn kleederen en zeide: Wat hebben we nog getuigen van noode?
290e40006c	gij hebt de lastering gehoord! Wat dunkt ulieden? En zij allen veroordeelden Hem des doods schuldig te zijn.
290e4100b1	En sommigen begonnen Hem te bespuwen en Hem het aangezicht te bedekken, en Hem met vuisten te slaan, en zeiden tot Hem: Profeteer! — En de dienaren sloegen Hem in het gezicht.
290e420058	En toen Petrus beneden in den voorhof was kwam een der dienstmaagden des hoogepriesters.
290e430063	En Petrus ziende, die zich warmde, zag zij hem aan en zeide: Ook gij waart met den Nazarener Jezus!
290e44008c	Maar hij loochende het en zeide: Ik weet en versta niet wat gij zegt! — En hij ging naar buiten, naar het voorportaal en een haan kraaide.
290e450063	En de dienstmaagd hem ziende, begon wederom te zeggen tot die daarbij stonden: Deze is een uit hen!
290e4600a6	Maar hij loochende het wederom. En kort daarna zeiden degenen die daarbij stonden wederom tot Petrus: Waarlijk, gij zijt een uit hen, want gij zijt ook een Galileër!
290e470056	Maar hij begon te vloeken en te zweren: Ik ken dien mensch niet, van wien gij spreekt!
290e4800e3	En terstond kraaide een haan voor de tweede maal. En Petrus werd het woord indachtig, hoe Jezus tot hem gezegd had: Eer een haan tweemaal zal kraaien, zult gij Mij driemaal verloochenen. — En hij dacht daarover na, en weende.
290f0100e2	En terstond, des morgens vroeg, hielden de overpriesters, met de oudsten, en de schriftgeleerden, en den geheelen Raad samen een vergadering; en toen zij Jezus gebonden hadden voerden zij Hem weg en gaven Hem over aan Pilatus.
290f02006b	En Pilatus vroeg Hem: Gij zijt de Koning der Joden? — En Jezus antwoordde en zeide tot hem: Gij zegt het.
290f030036	En de overpriesters beschuldigden Hem van vele dingen.
290f040059	Maar Pilatus vroeg Hem wederom: Antwoordt Gij niets? zie, van hoeveel beschuldigen zij U!
290f050042	Maar Jezus antwoordde niets meer, zoodat Pilatus zich verwonderde.
290f060045	En op het feest liet hij hun één gevangene los, dien zij begeerden.
290f070066	Er was nu een, Barabbas genoemd, met de oproermakers gevangen, die in een oproer een moord had begaan.
290f080055	En de schare kwam op en begon te eischen dat hij hun doen zou, zooals hij gewoon was.
290f09005e	Doch Pilatus antwoordde en zeide tot hen: Wilt gij dat ik u den koning der Joden zal loslaten?
290f0a004a	Want hij wist dat de overpriesters Hem uit nijdigheid hadden overgeleverd.
290f0b0056	Doch de overpriesters stookten de schare op, dat hij hun Barabbas liever zou loslaten.
290f0c007a	Pilatus dan antwoordde wederom en zeide tot hen: Wat wilt gij dan dat ik doen zal met Hem dien gij koning der Joden noemt?
290f0d002a	Doch zij schreeuwden wederom: Kruisig Hem!
290f0e006e	Pilatus nu zeide tot hen: Wat kwaads heeft Hij toch gedaan? — Maar des te meer schreeuwden zij: Kruisig Hem!
290f0f0094	Pilatus nu, die aan de schare wilde voldoen, liet hun Barabbas los, en gaf Jezus over, nadat hij Hem gegeeseld had, opdat Hij zou gekruisigd worden.
290f10007a	De soldaten dan voerden Hem weg, naar binnen in den voorhof, dat is het rechthuis, en zij riepen den ganschen troep samen.
290f110063	En zij deden Hem een purperen mantel om en zetten Hem een kroon op, die van doornen was gevlochten.
290f120041	En zij begonnen Hem te begroeten: Wees gegroet, koning der Joden!
290f13006e	En zij sloegen op zijn hoofd met een riet, en spogen op Hem, en vielen voor Hem op de knieën en aanbaden Hem.
290f14006c	En toen zij Hem bespot hadden, trokken zij Hem het purperen kleed uit en deden Hem zijn eigen kleederen aan.
290f1500bd	En zij voerden Hem weg om Hem te kruisigen, en dwongen zekeren Simon van Cyrene, die daar voorbijging en van den akker kwam— den vader van Alexander en Rufus— om zijn kruis op te nemen.
290f160055	En zij brachten Hem naar de plaats Golgotha, dat wil zeggen: Plaats der doodshoofden.
290f170040	En zij gaven Hem wijn met mirre gemengd; maar Hij nam dien niet.
290f180067	En zij kruisigden Hem en verdeelden zijn kleederen, door het lot daarover te werpen, wat elk zou nemen.
290f190030	En het was de derde ure toen zij Hem kruisigden.
290f1a0056	En de aanwijzing zijner beschuldiging, boven Hem geschreven, was: De Koning der Joden.
290f1b006c	En met Hem kruisigden zij twee moordenaars, den één aan zijn rechter– en den ander aan zijn linkerzijde.
290f1c004a	En de schrifture is vervuld, die zegt: En met misdadigers is hij gerekend.
290f1d007c	En de voorbijgangers lasterden Hem, en schudden hun hoofden en zeiden: Welaan, gij tempelafbreker en opbouwer in drie dagen!
290f1e002f	verlos u zelven door af te komen van het kruis!
290f1f00a0	Desgelijks bespotten Hem ook de overpriesters onder malkander, met de schriftgeleerden, zeggende: Anderen heeft Hij verlost, zich zelven verlossen kan Hij niet!
290f2000a1	die Christus, de koning Israëls! dat Hij nu afkome van het kruis, dat wij het zien en wij zullen gelooven! En ook die met Hem gekruisigd waren, beschimpten Hem.
290f210061	En toen de zesde ure was gekomen werd er duisternis over de geheele aarde tot de negende ure toe.
290f220097	En ter negender ure riep Jezus met een groote stem: Eloï, Eloï, lema sabachthanei, dat wil zeggen: Mijn God! mijn God! waartoe hebt Gij Mij verlaten?
290f23004e	En sommigen, die daarbij stonden en het hoorden, zeiden: Zie, Hij roept Elias!
290f2400a5	En één liep er toe en vulde een spons met azijn en stak die op een rietstok en gaf Hem te drinken, zeggende: Wacht, laat ons zien of Elias komt om Hem af te nemen!
290f250032	En Jezus riep met een luide stem en gaf den geest.
290f26004a	En het voorhangsel des tempels scheurde in tweeën van boven naar beneden.
290f27008f	En de hoofdman die er bij stond tegenover Hem, ziende dat Hij alzoo roepende den geest had gegeven, zeide: Waarlijk, deze mensch was Gods Zoon!
290f2800a1	En er waren ook vrouwen, die het uit de verte aanschouwden, onder welke ook Maria Magdalena, en Maria, de moeder van Jakobus den jongere en van Joses, en Salome.
290f290079	Deze volgden Hem reeds als Hij in Galilea was en dienden Hem; en vele anderen, die met Hem naar Jerusalem waren opgegaan.
290f2a0054	En toen het nu avond was geworden, daar het voorbereiding was, dat is de voorsabbat,
290f2b00b8	kwam Jozef van Arimathea, een aanzienlijk raadsheer, die ook zelf het koninkrijk Gods verwachtende was; en hij verstoutte zich en ging tot Pilatus en verzocht om het lichaam van Jezus.
290f2c0080	Doch Pilatus verwonderde zich dat Hij al zou gestorven zijn, en riep den hoofdman tot zich en vroeg hem of Hij al lang dood was.
290f2d0050	En toen hij het van den hoofdman vernomen had, schonk hij het lichaam aan Jozef.
290f2e00bf	En deze kocht lijnwaad en, nadat hij Hem had afgenomen, wond hij Hem in het lijnwaad en leide Hem in een graf dat uit een steenrots was gekapt, en hij rolde een steen tegen de deur des grafs.
290f2f0050	Maria Magdalena nu, en Maria de moeder van Joses zagen toe waar Hij gelegd werd.
291001008d	En toen de sabbat voorbij was kochten Maria Magdalena, en Maria de moeder van Jakobus, en Salome welriekende kruiden om Jezus te gaan zalven.
2910020065	En zeer vroeg, op den eersten dag der week, kwamen zij naar het graf, toen de zon aan het opgaan was.
291003005e	En zij zeiden tot malkander: Wie zal voor ons den steen van voor de deur des grafs afwentelen?
2910040050	En opziende zagen zij dat de steen afgewenteld was; — want hij was zeer groot.
2910050084	En in het graf gegaan zijnde, zagen zij een jongeling zitten ter rechterzijde, gekleed met een lang, wit kleed, en zij verschrikten.
29100600a7	Maar hij zeide tot haar: Verschrikt niet! Jezus zoekt gij, den Nazarener, den gekruisigde; Hij is verrezen, Hij is hier niet! Zie de plaats waar zij Hem gelegd hebben.
291007008b	Maar gaat heen, zegt tot zijn discipelen en tot Petrus, dat Hij u voorgaat naar Galilea; daar zult gij Hem zien, zooals Hij u gezegd heeft!
291008007d	En zij gingen heen en vloden van het graf, want zij vreesden en beefden, en zeiden aan niemand iets, want zij waren bevreesd.
29100900f4	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Toen Jezus nu des morgens vroeg was verrezen, op den eersten dag der week, verscheen Hij eerst aan Maria Magdalena, uit wie Hij zeven booze geesten had uitgeworpen.
29100a0061	Deze ging heen en boodschapte het aan degenen die met Hem geweest waren, die treurden en weenden.
29100b0054	En als dezen hoorden dat Hij leefde en door haar gezien was, geloofden zij het niet.
29100c0064	Daarna verscheen Hij in een andere gedaante aan twee van hen, die wandelden en naar het veld gingen.
29100d005c	Ook dezen gingen heen en boodschapten het aan de anderen; maar ook dezen geloofden zij niet.
29100e00c5	Later verscheen Hij aan de elf apostelen toen zij aan tafel lagen, en verweet hun ongeloof en verharding des harten, omdat zij hen niet hadden geloofd die Hem gezien hadden, nadat Hij was verrezen.
29100f0060	En Hij zeide tot hen: Gaat heen door de geheele wereld, predikt het Evangelie aan alle schepsel.
291010007c	Die geloofd zal hebben en gedoopt zal zijn die zal behouden worden, maar die niet geloofd zal hebben zal veroordeeld worden.
291011009b	Dengenen nu, die geloofd zullen hebben, zullen deze teekenen volgen: In mijn Naam zullen zij booze geesten uitwerpen; met nieuwe tongen zullen zij spreken;
29101200a0	slangen zullen zij opnemen, en mochten zij iets doodelijks drinken, dat zal hun geenszins schaden; op kranken zullen zij de handen leggen en zij zullen genezen.
291013006b	De Heere dan, nadat Hij tot hen gesproken had, is opgenomen naar den hemel en gezeten aan Gods rechterhand.
2910140080	Zij nu gingen uit en predikten overal, terwijl de Heere medewerkte en het woord bekrachtigde door de teekenen die er op volgden.
2a00000005	Lukas
2a0101007f	Aangezien velen ondernomen hebben om een verhaal te geven van de dingen die onder ons met volkomen zekerheid voorgevallen zijn,
2a0102006a	gelijk zij ons hebben medegedeeld, die van den beginne af ooggetuigen en dienaars des woords zijn geweest;
2a01030097	zoo heeft het ook mij goedgedacht, nadat ik alles vooraf nauwkeurig onderzocht heb, ze voor u achtereenvolgens te schrijven, voortreffelijke Theofilus!
2a01040053	opdat gij de zekere waarheid moogt erkennen van de leer waarin gij onderwezen zijt.
2a010500bf	In de dagen van Herodes, den koning van Judea, was er een zeker priester met name Zacharias, uit de dagorde van Abia, en zijn vrouw was uit de dochteren van Aäron, en haar naam was Elisabet.
2a01060071	En zij waren beiden rechtvaardig voor God, wandelende in al de geboden en instellingen des Heeren, onberispelijk.
2a01070066	En zij hadden geen kind, omdat Elisabet onvruchtbaar was; en zij beiden waren tot hooge jaren gekomen.
2a0108005e	Het geschiedde nu, als hij in de beurt zijner dagorde eens het priesterambt voor God bediende,
2a01090087	dat, naar de gewoonte van het priesterschap, het lot op hem viel om in den tempel des Heeren in te gaan en het reukoffer aan te steken.
2a010a004c	En de geheele menigte des volks was buiten, biddende ter ure des reukoffers.
2a010b0056	En hem verscheen een engel des Heeren, staande aan de rechterzijde van den reukaltaar.
2a010c003e	En Zacharias hem ziende werd verschrikt en vreeze viel op hem.
2a010d009f	Maar de engel zeide tot hem: Vrees niet, Zacharias! want uw gebed is verhoord, en uw vrouw Elisabet zal u een zoon baren en gij zult zijn naam Johannes noemen.
2a010e005c	En gij zult vreugde en blijdschap hebben, en velen zullen zich verheugen over zijn geboorte;
2a010f00a8	want hij zal groot zijn voor den Heere, en wijn of sterken drank zal hij geenszins drinken, en met den Heiligen Geest zal hij vervuld worden reeds van zijn geboorte af,
2a01100046	en velen der kinderen Israëls zal hij bekeeren tot den Heere hun God;
2a011100ea	en hij zal vóór Hem heengaan in den geest en de kracht van Elias, om de harten der vaderen te keeren tot de kinderen en de ongehoorzamen tot de verstandigheid der rechtvaardigen, om voor den Heere een wel toegerust volk te bereiden.
2a01120072	En Zacharias zeide tot den engel: Waaraan zal ik dit weten? ik ben toch een oud man en mijn vrouw is hoog bejaard?
2a011300a7	En de engel antwoordde en zeide tot hem: Ik ben Gabriël die voor Gods aangezicht sta, en ik ben gezonden om tot u te spreken en u deze goede boodschap te verkondigen;
2a011400b4	en zie, gij zult stom zijn en niet kunnen spreken tot op den dag dat deze dingen geschieden zullen, omdat gij mijn woorden niet geloofd hebt, die op hun tijd zullen vervuld worden.
2a0115005c	En het volk was wachtende op Zacharias, en verwonderd, dat hij zoo lang in den tempel bleef.
2a011600a0	Maar toen hij naar buiten kwam kon hij tot hen niet spreken, en zij bemerkten dat hij in den tempel een visioen had gezien; en hij wenkte hun toe en bleef stom.
2a0117005c	En het geschiedde, toen de dagen van zijn dienst vervuld waren, dat hij naar zijn huis ging.
2a0118006b	Na die dagen nu werd Elisabet, zijn huisvrouw, zwanger; en zij hield zich vijf maanden verborgen, zeggende:
2a01190075	Alzoo heeft mij de Heere gedaan in de dagen waarin Hij neergezien heeft om mijn smaad onder de menschen weg te nemen.
2a011a0069	En in de zesde maand werd de engel Gabriël door God gezonden naar een stad van Galilea, genaamd Nazaret,
2a011b007a	tot een maagd, die ondertrouwd was met een man, genaamd Jozef, uit het geslacht van David; en de naam der maagd was Maria.
2a011c0081	En de engel, bij haar binnengekomen zijnde, zeide: Wees gegroet, gij begenadigde! de Heere met u! gij gezegende onder de vrouwen!
2a011d0052	Zij nu ontroerde op dit woord, en bepeinsde wat voor een groetenis dit mocht zijn.
2a011e0055	En de engel zeide tot haar: Vrees niet, Maria! want gij hebt genade gevonden bij God;
2a011f004d	en zie, gij zult zwanger worden en een zoon baren, en zijn naam Jezus noemen;
2a0120007b	deze zal groot zijn en Zoon des Allerhoogsten genoemd worden; en de Heere God zal Hem den troon geven van zijn vader David;
2a0121006c	en Hij zal koning zijn over het huis van Jakob tot in eeuwigheid en aan zijn koninkrijk zal geen einde zijn.
2a01220046	Maria nu zeide tot den engel: Hoe zal dit wezen, daar ik geen man heb?
2a012300c9	En de engel antwoordde en zeide tot haar: De Heilige Geest zal over u komen, en de kracht des Allerhoogsten zal u overschaduwen; daarom zal ook het heilige, dat geboren wordt, Gods Zoon worden genoemd;
