2800000007	Mathayo
290e0100c0	Yaliga jalabhileo nsiku ebhili okusoka kulusiku lwaipasaka olwemikate ojo jitakutulwamo chifwimbya. abhatangasha abhakulu na abhandiki bhaliga nibhaiga kutyo bhalamugwa Yesu kwolwango lwomita.
290e020056	Kulwokubha bhaikile, “Katali katungu kanu kaisikukuu, abhanu bhataje bhakasambagana.
290e0300e5	Akatungu Yesu aliga ali Bethania munyumba eya Simoni omugenge, bhaliga bhali kumeja, mugasi umwi ejile kwaye ana inchupa eyamafuta amalange ga nardo gelele gayela nyanfu muno, nafundukula inchupa namwitilila ingulu yomutwe gwaye.
290e04007b	bhaliga bhalio abhanu abhandi bhabhiiliwe. Nibhaikana abhene kwabhene nibhaika, “Kubhaki kabhusha amafuta amalange kutyo?
290e05006c	Amafuta amalange ganu gakagusibhwe kukila dinali magana gasatu, nibhabhayana abhataka.” Niwo nibhamuganya.
290e06005b	Niwo Yesu naika, “Mumusige mwenekili. kubhaki omumunyasha? Akola omusango gwakisi kwanye.
290e07007b	Nsiku jone abhataka munabho, nakatungu konakona mukenda omutula okukola agekisi kwebhwe, Nawe mutakubha nanye katungu kona.
290e080042	Akola echo katula: agusinga omubhili gwani amafuta nichali okufwa.
290e090077	Chimali enibhabwila, bhuli chalo awo gulisimulwaga Omusango munsi yone, echo akolele omugasi unu chilyaikwa kwomwijuka.
290e0a0073	Niwo Yuda Iskariote, umwi wabhaliya ekumi nabhabhili, agendele kubhatangasha abhakulu koleleki abhakabhiji kwebhwe.
290e0b008a	Akatungu abhatangasha abhakulu bhejile bhakongwa kutyo, bhakondelewe nibhalagila okumuyana jiyela. Nambakuiga injila yokumkabhiji kwebhwe.
290e0c00c2	Kulunaku lwokwamba lwe mikate ejo jitana chifwimbya, akatungu bhejile bhakasoshya inyabhalega yaipasaka, abhanafunzi bhaye bhamubhwiliye, “owenda chigendeaki eyo chilalila ebhilyo bhyaipasaka?
290e0d0076	Abhatumile abhanafunzi bhaye bhabhili nabhabhwila, “Mugende mujini, omubhugangana nomulume agegele insua, mumulubhe.
290e0e009c	Inyumba eyo alengila, mumulubhe namumubhwile kanyanyumba eyo, “Mwiigisha aika, “Chilyaki echumba chabhagenyi awo nilalila ipasaka nabhanafunzi bhani?”
290e0f004f	Kabholesha echumba chaingulu echinene chayela nyanfu. mulachikonja nicheswe.”
290e10007c	Abhanafunzi bhasokeleo nibhagenda mujini; nibhasanga bhulichinu lwakutyo aliga abhabhwiliye, nibhakonja ebhilyo bhyaipasaka.
290e110039	Yejile ikakinga kegolo, ejile nabhaliya ekumi nabhabhili.
290e12007d	nibheyanja lubhebhe kumeja nibhalya, Yesu naika, “chimali enibhabwila, umwi kwimwe oyokalya amwi nanye alinsoka muchiwi.”
290e130049	Bhona bhasulumbalile umwi kuundi nibhamubhwila, “Chimali atali anye?”
290e140073	Yesu aikile nabhabwila naika, “Niumwi muekumi nabhabhili kwimwe, umwi oyo oli kakoja litonge mumbakuli amwinanye.
290e1500a9	Kulwokubha Omwana wo munu kagenda lwakutyo ligambo elyaika kumwene. Nawe jilimubhona omunu oyo alimwendelesha Omwana wo Munu. Yakabheye bhwakisi omunu lwoyo atakebhuywe.
290e160078	Awo bhaliga nibhalya, Yesu agegele omukate, nagubhaliki, agubhutula. Nabhayana naika “Mugege. Gunu nimubhili gwani.”
290e17003b	Agegele echikompe, nasima, nabhayana, bhone nibhachinywela.
290e18004e	Abhabhwiliye “Inu ninsagama yani eyechilagano, insagama eyo eitika kubhanfu.
290e190087	Chimali enibhabhwila, nitalisubhila okuywa litwasho lyo muzabibu mpaka olusiku luliya olwoniliywa bhuyaya mubhukama bhwa Nyamuwanga.”
290e1a0047	Bhejile bhakama okwimba amembo, bhagendele anja mumabhanga gemizeituni.
290e1b0089	Yesu nabhabhwila, “Emwe bhona mulibha kumbali kwalisina lyani, kulwokubha yandikilwe, Nilimubhuma Omulefi najinyabhalega nijisalambana.
290e1c0038	Nawe nikamala okusuluka, omusanga imbele yemwe Galilaya.
290e1d0041	Petro namubhwila “Nolo bhona bhakakusiga, anye nitakukusiga.”
290e1e0075	Yesu nabhabwila, echimali enikubhwila, ingeta inu, ing'okolomi ichali okokolima kabhili, ousanga wandemele kasatu.”
290e1f005e	Nawe petro naika, “Nilifwa nawe, nitakukusiga.” Wona bhasoshisye echilagano chilya chilya.
290e20006f	Bhejile awo patogagwa Gethsemane, niwo Yesu nabhabwila abhanafunzi bhaye, “Mwiyanje anu akatungu nisabhwa.”
290e21004d	Abhagegele Petro, Yakobo, na Yohana nomwene, namba okusulumbala nonyaka muno.
290e22004f	Nabhabwila, “Omutima gwani gusulumbaye muno nolufu. Musigale anu musabhwe.”
290e230066	Yesu agendele imbele katilu, nateja ebhijwi, nasabhwa, yakabheye bhwakisi omwanya gunu gwakansokeleko.
290e240084	Aikile,”Aba, Lata, Amagambo gone kwawe agatulikana. Nsosishao echikompe chinu. Nawe kutali kwelyenda lyani, tali kulyenda lyao.”
290e25006a	Asubhile nabhasanga bhamamile, namubhwila Petro, “Simon, mumamile? mutatulile okusabhwa nolo esaa limwi?
290e260066	mulasabhwa koleleki mutaja mukengila mubhi bhibhi. Chimali omwoyo nibhando, nawe omubhili nimufuye.”
290e270033	Agengele okusabhwatena, naika amagambo galya galya.
290e280063	Ejiletena nabhasanga bhamamile, kulwokubwa ameso gebhwe galiga galimasito bhatamenyele haike chiya.
290e290094	Ejile kulwakasatu nabhabhwila, “Muchali mumamile no woya? Yeya! Akatungu kakinga. Lola! Omwana wo munu abhamusila mumabhoko gabhanu bhebhi bhibhi.
290e2a0032	Mwimuke, chigende. Lola, oyo kangusha alyayeyi.”
290e2b00a8	Omwanya ogwo aliga achaloma, Yuda, umwi wabhaliya ekumi nabhabhili, nakinga, nalikumo lyanfu lya bhatangasha abhakulu, abhandiki nabhakaluka bhe bhitemelo nama bhumilo.
290e2c008f	akatungu ako oyoaliga abhasokele muchiwi abhayanile echimenyegesho, naika, oyonilamubusu niwe omwene. Mumu gwate namumusile ansi yobhwangalisi.
290e2d005e	Akatungu Yuda ejile akakinga, agendende chimwi mpaka ku Yesu naika, “Mwiigisha!” namubusu.
290e2e002f	Niwo nibhamuta ansi yobhwangalisi nibhamugwata.
290e2f0079	Nawe umwi kwebhwe oyoaliga emeleguyu nage asolotoye echitemelo chaye namubhuma omukosi wa kuhani omukulu namutema okutwi.
290e300041	Yesu nabhabhwila, “Mwaja okungwata nebhilwanilo kuti nilimwifi?
290e310074	Kenu bhulisiku naliga nilinemwe nibheigisha mukanisa, mutangwatile. Nawe linu lyakolekana ligambo likinge kubhutelo.
290e320042	Nabhaliya bhona abhobhaliga bhalina Yesu bhamusigile nibhabhilima.
290e330066	Musigaji umwi amulubhile, oyoaliga afwaye isukala eyoaliga eswikiye imusingilisishe; nawe bhamugwatile
290e340030	Abhatesukile naisiga isuka aliya nabhilima tuyu.
290e35007c	Bhamulibhasishe Yesu okuja ku kuhani omukulu. niwo bheyanjile nage amwi nabha kuhani abhakulu bhone, abhakaluka, nabhandiki.
290e36009c	Petro ona amulubhilishaga Yesu alikula, naja kwiuwa ewa kuhani omukulu. Neyanja amwi nabhalindi, abhobhaliga bhalyayeyi nomulilo nibhabhila bhabhote imbita.
290e37007c	Omwanya ogwo bhakuhani abhakulu bhone nalibhalaja lyone bhaliga nibhaiga obhubhambasi ku Yesu bhamwite. Nawe bhatabhubhwene.
290e38006b	Kulwokubha bhanu bhanfu bhaletele obhubhambasi bhwolulimi ku mwene, tali obhubhambasi bhwebhwe bhutasusene.
290e390049	Abhandi bhemelegeyu nibhaleta obhumbambasi bhwolulimi ku mwene; nibhaika,
290e3a0096	“Chamunguye naika, Enilinyamula likanisa linu elyo lyakonjelwe namabhoko, na mumwanya gwansiku esatu enumbaka elindi elyo litakumbakwa namabhoko.”
290e3b002c	Nawe nolo obhubhambasi bhwebhwe bhutasusene.
290e3c0084	Kuhani omukulu emeleguyu agati yebhwe namubhusha Yesu, “utakusubhya chonachona?” Abhanu bhanu abhakubhambalila chinuki kwawe?”
290e3d0068	Nawe ajibhiye ataikile chonachona. Niwo kuhani omukulu namubhusha, “Nawe kristo, omwana wo mubhalikwa?
290e3e0076	Yesu naika, “Nanye omwene. Ulimulola omwana wo munu eyanjile mukubhoko kwobhulyo kwamanaga naja namele gamulwile.”
290e3f005a	Kuhani omukulu nabhiililwa nesa ingubho yaye naika, “chichali chichenda abhabhambasi?”
290e400059	Mwongwa ikufulu. Obhulamusi bhwemwe nibhuya?” bhone bhamulamuye lwomunuyo endwaga afwe.
290e410091	Abhandi bhambile akumufubhulila amachwanta nibhamuswikila obhusu nibhamubhuma nibhamubhwila, “bhalikisha!” Bhaafisa bhamugegele nibhamubhuma.
290e42005c	Akatungu Petro aliga achali ansi yaliuwa, mukosi umwi omugasi wa kuhani omukulu ejile kwaye.
290e430082	Amulolele petro awoaliga emeleguyu nabhila omulilo, namulola namwililako. niwo naika, “Aweona waliga ulina Omunazaleti, Yesu”.
290e44006f	Nawe alemele naika, “Nitakumenya chonachona echo owaika!” Niwo nasokawo nagenda anja. Naing'oko nikokolima.
290e45008d	Nawe omukosi wechigasi uliya, amulolele namba okubha bhwilwa bhuyaya bhaliya abhobhaliga bhemeleguyu aliya, “Omunu unu niumwi nabhaliya!”
290e4600a3	Nawe alemele bhusibhusi. mwanya mutilu abho bhaliga bhemeleguyu aliya bhaliga nibhamubhwila Petro, “Nawe awe uliumwi webhwe, kulwokubha aweona uli Mugalilaya.”
290e470062	Nawe ambile okwitula mwenekili ansi yalifumilisho nolema, “Nitakumumenya omunu unu oyomwaika.”
290e4800b3	Niwo ing'okolomi nikokolima lwakabhili. Niwo Petro nechuka emisango ejo Yesu aliga amubhwiliye: “ing'oko ichali kukokolima lwakabhili, oundema kasatu.” Niwo nagwa ansi nalila.
290f0100cf	Mulugulu katondo abhakulu bhamakuhani bhabhonene amwi nabhakaluka nabhandiki nalibhalaja lyone lya bhakaluka. Niwo nibhamubhoya Yesu nibhamusila ewa Pilato. Pilato namubhusha, “awe ulimkama wabhayahudi?”
290f020020	“Naika, “Awe waika kutyo.”
290f03003e	Abhakulu bha makuhani nibhelesha obhubhambasi bhwanfu ku Yesu.
290f040067	Pilato namubhusha bhuyaya, “Utakwaika chonachona? Utakulola kutyo abhakubhambalila ku misango myanfu?
290f05002e	Nawe Yesu atamusubhishe Pilato, nalugula muno.
290f060058	Kulwakutyo mu mwanya gwaisikukuu abhegulilaga omubhoywa umwi, bhasabhile omubhoywa umwi.
290f07007c	Bhaliga bhaliwo abhakai mwigeleza, abho bhaliga bhabhoyelwe kwebhikayo bhyokwita. Aliga aliwo munu umwi nabhilikilwa Baraba.
290f080053	Likumo lyabhanu lyejile ku Pilato, nibhamusabhwa akole lwakutyo akolele inyuma eyo.
290f090047	Pilato nabhabhwila naika, “Omwenda nibhegulile Omukama wabhayaudi?”
290f0a005c	Kulwokubha amenyele bhalina olwiso abhakulu bhamakuhani bhamugwatile Yesu nibhamuleta kwaye.
290f0b006c	Nawe abhakulu bha makuhani bhabhwiliye abhanu bhayogane kwo bhulaka ati bhamwigulile Baraba nawe omwene uli.
290f0c0044	Pilato nabhabhwila bhuyaya naika, “Nikolechiya Mkama wa Bhayahudi?
290f0d0025	Nibhayogana bhuyaya, “Mumubhambe”
290f0e005d	Pilato naika, “Akola musangoki mubhibhi? Niwo bhagendeleye okuyogana muno “Mumubhambe.”
290f0f0071	Pilato endele okubhakondelesha abhanu, namwigulila Baraba. Namubhuma Yesu emijeledi niwo nibhamusosha ajobhambwa.
290f10003c	Abhalwani nibhamusila munkambi bhekumanyishe amwi abhalwani.
290f110053	Nibhamuswikila Yesu ikanju yaizambalawe, nibhakonja ingofila ya mawa nibhamufwafya.
290f120035	Nibhamba okumugaya nibhaika, Omukama wa Bhayahudi!”
290f130063	Nibhamubhuma mumutwe nomuanzi nibhamufubhulila amachwanta. Nibhateja ebhijwi imbele yaye kwalisima.
290f140084	Bhejile bhakamala okumugaya, nibhamufula ikanju iliya yaizambalawe nibhamufwafya jingubho jaye, nibhamusosha anja okuja okumubhamba.
290f1500b4	Nibhamusinyilisha omunu okumusakila, oyo engilaga mujini nasoka mumashamba. Abhilikilwaga Simoni Mkirene (esemwene Isikanda na Rufo); nibhamusinyilisha okuyeka omusalabha gwa Yesu.
290f16005d	Abhalwani nibhamusila Yesu awo kabhilikilwa Goligota (isonga yendeo ni, kulwotosi lwo mutwe).
290f170040	Nibhamuyana impaye eyo itobhelemo na imanemane, tali atainyweye.
290f18006e	Nibhamubhamba nibhagabhana jingubho jaye, nibhajibhumila jikula okulamula echipande echoalagega bhuli mulwani.
290f190031	Mumwanya gwa saa esatu katondo awo bhamubhambile.
290f1a0049	Nibhatula ingulu yaye olubau olwo lwandikilwe “Omukama wa Bhayahudi.”
290f1b0059	Bhamubhambile amwi nabhakai bhabhili, umwi mulubhala lwaye lwokulyo oundi mukumosi kwaye.
290f1c002a	“Naligambo nilikingila elyo lyaikilwe”
290f1d0080	Abho bhalabhaoga bhamufumaga, nibhasingisha emitwe jebhwe nibhaika, “Aah! nawe owokulifumya likanisa nokulyumbaka nsiku esatu,
290f1e0032	Isakila mwenekili utuke ansi usoke kumusalabha!”
290f1f0095	Musonga iliya iliya abhakulu wa makuhani bhamugaile nibhaikaga, amwi nabhandiki nibhaika, “Abhasakiye abhandi, nawe atakutula okwisakila mwenekili.
290f20007d	Kristo Omukama wa Israel, tuka ansi oli usoke kumusalabha, niwo chilole nokwikilisha. Nabho bhabhambilwe amwinage bhamugaile.
290f21004a	Yejile ikakinga saa sita, omwilima niguja ingulu yainsi yona adi saa tisa.
290f22009b	Mumwanya gwa saa tisa, Yesu alilile kwalilaka enene, “Eloi, Eloi, lama sabaktani?” ilinaisonga “Nyamuwanga wani, Nyamuwanga wani, kubhaki wansiga?”
290f230055	Abho bhaliga bhemeleguyu bhejile bhakongwa nibhaika, “Lola, kamubhilikila Eliya.”
290f24009d	Munu umwi nabhilima, nenika isiponji musiki naitunga kwiti lyo muanzi, namuyana anywe. Munu umwi naika, “Siga chilole labha Eliya alaja okumutusha ansi.”
290f250026	Niwo Yesu nalila kwalilaka muno nafwa.
290f260047	Lipazia lya Ikanisa niligabhanyika kabhili okusoka ingulu okuja emwalo.
290f270086	Afisa umwi oyoaliga emeleguyu namulolela Yesu, ejile akalola nafwa kutyo, naika, “Chimali omunu unu aliga alimwana wa Nyamuwanga.”
290f28008f	Bhaliga bhaliwo abhagasi nibhalola bhalikula. Abhobhaliga bhaliwo ni Mariamu Magdalena, Mariamu (nyilamwene Yakobo omutoto wa Yose), na Salome.
290f29006d	Akatungu ali Galilaya bhamulubhile nibhamukolela. Nabhagasi abhandi abhanfu bhagendaga nage mpaka Yerusalemu.
290f2a0063	Yejile ikabha kegolo, kulwokubha lwaliga lulilusiku lwamaandaliyo, olusiku ichali kwingila isabhao,
290f2b00b7	Yusufu wa Arimathaya ejile aliya. Aliga alimukosi walibhalaja oyo akusiibhwaga omunu oyoabhwendaga Obhukama bhwa Nyamuwanga. Kwo bhuigi nagenda ewa Pilato, nasabhwa omubhili gwa Yesu.
290f2c0058	Pilato nalugushwa ati Yesu afuye; namubhilikila afisa uliya namubhusha labha Yesu afuye.
290f2d005a	Ejile akabhanechimali okusoka ku afisa ati afwa, namwikilisisha Yusufu okugugega omubhili.
290f2e00b9	Yusufu aliga agulile lisanda. Namusosha Yesu okusoka mumusalabha, namusemba nalisanda, namusika mukabhuli eyoyasimbilwe agati yalibhwii. Niwo nailingisha libhwii kumulyango gwaikabhuli.
290f2f0044	Mariamu Magdalena na nyilamwene Yose bhalolele awo bhamusikile Yesu.
29100100ad	Akatungu isabhato yejile ikawa, Mariamu Magdalena na Mariamu nyilamwene Yakobo, na Salome, bhagulile amafuta gakisi, bhaje bhagusinge amafuta omubhili gwa Yesu ilibhagusike.
2910020061	Mulugulu katondo olusiku lwokwamba lwobhwoyo, bhagendele kukabhuli mumwanyogwo lisubha elisokayo.
2910030058	Nibhalomaga abhene, “Niga alasilingisha libhwii achisakile eswe chingile mukabhuli?”
2910040056	Mumwanyogwo bhejile bhakalola, bhamulolele alisosisheo libhwii, lyaliga lilinene muno.
291005006f	Nibhengila mukabhuli nibhamulola omusigaji afwaye ikanju imwela, eyanjile kulubhala lwokulyo, na nibhalugushwa.
2910060080	Nabhabhwila “Msiogope. Omumuiga Yesu, wa Nazareti, oyo bhamubhambile. Asuluka! Ataliwo anu. Mulole aliya bhaliga bhamumamishe.
2910070083	Mugende, mujobhabhwila abhanafunzi bhaye na Petro ati omumusanga akingile Galilaya. Eyo mulimulola, lwakutwo aliga abhabhwiliye.”
2910080083	Nibhagenda nibhabhilima kusoka kukabhuli; bhayalaye nibhalugushwa. Bhataikile chonachona kmutu wonawona kulwokubha bhobhaile bhona.
29100900d8	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Mulugulu kulusiku lwokwamba lwobhwoyo, ijile akasuluka, namubhonekanila Mariamu Magdalena, okusoka kumwene amusosisheko misambwa mwenda.
29100a006d	Agendele nokubhabhwila bhaliya abho bhaliga bhaliamwinage, omwanyogwo bhaliga bhasulumbaye nibhalila amasiga.
29100b003a	Bhonguye ati nimuwanga abhonekana, nawe bhatamwikilisishe.
29100c0067	mumwanya mufwii, nabhonekana andi kubhanu abhandi bhabhili, mumwanyogwo bhalibhataga nibhasoka muchalo.
29100d0052	Bhagendele nibhabhwila abhanafunzi abhandi abhobhasigaye. nawe bhatabhe kilisishe.
29100e00df	Yesu mumwanya gundi nabhonekana kubhaliya kuminamoja bhaliga bheyanjile kumeja, nabhakemea okulema okwikilisha kwebhwe nobhukomeye bhwe myoyo, kulwokubha bhatabhekilisishe abho bhamulolele ejile akasuluka okusoka mukabhuli.
29100f0045	Nabhabhwila, “Mugende munsi wone, nokulasha omusango kubhanu bhona.
2910100060	Wonawona oyoalekilisha nobhatijibhwa kachunguka muntambala, oyo atakwikilisha alibha muntambala.
2910110076	Ebhimenyegesho bhinu bhililubhana nabhona abhekilisha. Kwisina lyani bhalisosha emisambwa. bhalyaika mukabhila inyaya.
2910120083	Bhaligwata injoka mumabhoko gebhwe, nolo bhakanywa chinu chonachona chokwita chitalibheta. Bhalita amabhoko kubhalwaye, bhaliulila.
291013006d	Ejile Bwana akamala okuloma nabho, nagegibhwa ingulu mulwile na eyanjile mukubhoko kwo bhulyo kwa Nyamuwanga.
2910140090	Abhanafunzi nibhagenda nokulasha wona, akatungu ako Bwana akolaga emilimu nabho nokwikilisha ligambo lyaye ebhijejekanyo bhabhonekanaga kwebhwe.
2a00000004	Luka
2a0101004c	Abhanu bafu bhekomesishe okujitonda kisi emisango jinu jakumiye agati yeswe.
2a01020077	Lwakutyo eswe chayabhwilwe na bhanu bhajilolele na ameso kwambila kubhwambilo bhali bhakosi bho Omusango gwa Nyamuanga.
2a01030095	Kulwejo anye ona, nejile namala okukengela kisi obhwambilo bhwe emisango jona- nalola ati nikisi nikwandikile kubhwitondi bhwajo-Teofilo owechibhalo.
2a0104003f	Koleleki utule okumenya echimali che emisango jinu weigisibhwe.
2a010500ac	Munsiku ja Herode omukama wa Yudea, aliga alio omugabisi atogwaga Zakaria, owamulubho lwo obhugabhisi bhwa Abiya; omugasi waye Elizabeti aliga asokole muluganda lwa Haruni.
2a01060076	Abho bhone bhaliga bhali bhalengelesi imbele ya Nyamuanga bhagwatiliye ebhilagilo byona ebhyo Omukama na jindamu jaye.
2a0107005e	Nawe bhaliga bhatana mwana, kulwokubha Elizabethi aliga alimugumba, na bhaliga bhakokoye muno.
2a01080062	Kakingile akatungu ko olubho lwa Zakaria okubha imbele ya Nyamuanga nakolaga emilimu jobhugabhisi,
2a0109006d	Mbe nibhamusola okwingana lwa kutyo bhasolwaga mumilimu jo obugabhisi, agende mwiyekalu okututa omuchumulilo.
2a010a0047	Katungu nibhatuta omuchumulilo elikofyanya lyaliga lilianja nilisabhwa.
2a010b0065	Mbe Malaika wo Omukama amufulumukiyeko nemelegulu mukubhoko kwe ebhulyo okwe ebhigabhilo bhokututila.
2a010c0031	Ejile Zakaria amulola natinyuka nabhamo nobhubha.
2a010d00b4	Nawe malaika namubhwila ati, “Wasiga kubhaya Zakaria, kulwokubha lisabhwa lyao lyongwibhwa. Omugasi wao Elijabeti kaja okwibhulila omwana we echilume. Risina lyaye umutoge Yoana.
2a010e0045	Ulikondelwa nokusandabha, na bhanfu bhalikondelelwa ukwibhulwa kwaye.
2a010f00af	Kulwokubha alibha mukulu imbele ya meso go Omukama. Atalinywa omulamba gwa majabhibhu amwi echinu chinu echitamisha, na alijusibhwa Mwoyo Mweru kusokelela munda ya nyilamwene.
2a0110003f	Alubhasubhya bhanu bhafu bha Isiraeli kumukama Nyamuanga webhwe
2a01110114	Alitangata imbele yo obhusu bhwa Lata Bhugenyi kulwo mwoyo na mumanaga ga Eliya. Alikola kutyo koleleki asubye emitima ja abhebhusi kubhana, koleleki bhanyantongwa bhalame mubhwengeso bhwa abhalengelesi. Alikola kutyo okubhemalilisha bhanu bhelabhilwe okusolwa ingulu yaye.”
2a0112008f	Zakaria nabhwila malaika ati, “Omusango gunu enigumenya kutiki? Kulwokubha anye nakokoye ke emyaka jo omugasi wani ona jabheye myafu muno.”
2a01130091	Malaika nasubhya namubhwila ati, “Anye nanye Gabhulyeli, unu nimeleguyu imbele ya Nyamuanga. Nitumilwe okuja nikubhwile omusango gunu ogwekisi.
2a01140097	Mbe lola oubha mujibhi, utakwaika kukingila kulusiku olwo jinu jilikumila. Kulwokubha walemele okwikilisha emisango jani ejojilikumila mukatungu akene.
2a01150063	Mbe abhanu bhaliga bhamulindiliye zakaria. Nibhalugula okulola namala omwanya mulela ali mwiyekalu.
2a01160057	Nawe ejile auluka atatule kwaika nabho. Nibhamenya ati aliga alolele chiroro mwiyekaru.
2a01170049	Nijibha ati ejile amala emilimu jo obhugabhisi nemuka okusubha ika owaye.
2a01180096	Ejile Zakaria amala okusubha ika okusoka kumilimu jaye eja muyekalu, omugasi waye nagega inda. Mbe namala mesi gatanu obhutasoka ika owaye. Naika ati,
2a01190065	“Linu nilyo Lata Bhugenyi amankolelea ejile ansima koleleki ansosheko jinswalo imbele ya abhanu.”
2a011a0089	Inda ya Elijabheti yejile yakingya mesi mukaga, Nyamuanga atumile malaika Gabhulieli okugenda mumusi gwa Galilaya gunu ogutogwa Najareti,
2a011b0096	ku muyalajuma unu asandwaga obhuko no mulume natogwa Yusufu. Omumula oyo aliga wamuluganda lwa Daudi, na lisina lyo omuyalajuma aliga natogwa Mariamu.
2a011c0065	Ejile amukingako naika ati, “Uno omu! embe, unu Uyabhilwe libhando enene! Omukama ali amwi nawe.”
