0100000006	Farawa
0b162d0093	Game da sauran ayyukan mulkin Yehoshafat da abubuwan da ya yi, da kuma yaƙe-yaƙensa, duk a rubuce suke a cikin littafin tarihin sarakunan Yahuda.
0b162e0066	Ya kawar da karuwai maza na masujadai da suke kan tuddai waɗanda suka rage tun mulkin mahaifinsa Asa.
0b162f0041	Babu sarki a lokacin Edom, saboda haka sai mataimaki ya yi mulki.
0b1630008f	To, Yehoshafat ya gina jerin jiragen ruwan kasuwanci don su je Ofir saboda zinariya, amma ba su yi tafiya ba, gama sun farfashe a Eziyon Geber.
0b16310077	A lokacin Ahaziya ɗan Ahab ya ce wa Yehoshafat, “Bari mutanena su tafi tare da mutanenka,” amma Yehoshafat ya ƙi.
0b16320083	Yehoshafat kuwa ya huta tare da kakanninsa, aka kuma binne shi tare da su a birnin Dawuda kakansa. Sai Yehoram ɗansa ya gāje shi.
0b163300a1	Ahaziya ɗan Ahab ya zama sarkin Isra’ila a Samariya a shekara ta goma sha bakwai ta Yehoshafat sarkin Yahuda, ya kuma yi mulki a bisa Isra’ila shekaru biyu.
0b163400b0	Ya aikata mugunta a gaban Ubangiji, domin ya yi tafiya a hanyoyin mahaifinsa da na mahaifiyarsa, da kuma a hanyoyin Yerobowam ɗan Nebat, wanda ya sa Isra’ila suka yi zunubi.
0b1635007c	Ya bauta, ya kuma yi wa Ba’al sujada, ya tsokane Ubangiji, Allah na Isra’ila yă yi fushi, kamar yadda mahaifinsa ya yi.
0c0000000a	2 Sarakuna
0c01010035	Bayan mutuwar Ahab, Mowab ta yi wa Isra’ila tawaye.
0c010200cb	Ahaziya fa ya fāɗo daga tagar ɗakin samansa a Samariya ya ji rauni. Saboda haka ya aiki masinjoji, yana cewa, “Ku je ku tuntuɓi Ba’al-Zebub, allahn Ekron, ku ga ko zan warke daga wannan rauni.”
0c010300d3	Amma mala’ikan Ubangiji ya ce wa Iliya mutumin Tishbe, “Ka haura ka taryi masinjojin sarkin Samariya, ka tambaye su, ‘Don babu Allah ne a Isra’ila da za ku tafi ku tuntuɓi Ba’al-Zebub allahn Ekron?’
0c010400ac	Saboda haka, ga abin da Ubangiji ya ce, ‘Ba za ka tashi daga inda kake kwance ba, ba shakka za ka mutu!’” Iliya ya yi kamar yadda Ubangiji ya umarce shi, sai ya tafi.
0c01050053	Da masinjojin suka koma wurin sarki, sai sarki ya ce da su, “Don me kuka komo?”
0c01060130	Sai suka amsa, “Wani mutum ya sadu da mu ya ce mana, ‘Ku koma wurin sarkin da ya aike ku, ku ce masa, “Ga abin da Ubangiji ya ce, don babu Allah ne a Isra’ila da ka aika a tuntuɓi Ba’al-Zebub allahn Ekron? Saboda haka ba za ka tashi daga gadon da kake kwance ba. Ba shakka za ka mutu!”’”
0c01070053	Sai Sarkin ya tambaye su ya ce, “Wanda irin mutum ne ya yi muku wannan magana?”
0c01080081	Sai suka ce, “Mutumin ya sa riga mai gashi, ya kuma yi ɗamara da fata.” Sarkin ya ce, “Ai, Iliya mutumin Tishbe nan ne.”
0c010900b6	Sai sarki ya aiki kaftin da sojojin hamsin wurin Iliya. Kaftin ya haura wajen Iliya, wanda yake zaune a kan tudu, ya ce masa, “Mutumin Allah, sarki ya ce, ‘Ka sauko, ka zo!’”
0c010a00b5	Iliya ya ce masa, “In ni mutumin Allah ne, bari wuta tă sauko daga sama tă cinye ka da sojojinka hamsin!” Sai wuta ta sauko daga sama ta cinye kaftin tare da sojojinsa hamsin.
0c010b00c3	Da jin haka sai sarki ya sāke aiken wani kaftin tare da waɗansu sojojinsa hamsin wurin Iliya. Kaftin ya ce wa Iliya, “Mutumin Allah, ga abin da sarki ya ce, ‘Ka sauko, nan take ka zo!’”
0c010c00b3	Sai Iliya ya amsa, “In ni mutumin Allah ne, bari wuta ta sauko daga sama ta cinye ka da sojojinka hamsin!” Sai wutar Allah ta sauko daga sama ta cinye shi da sojojinsa hamsin.
0c010d00eb	Saboda haka sai sarki ya aiki kaftin na uku da sojojinsa hamsin. Wannan kaftin na ukun ya haura ya durƙusa a gaban Iliya, ya roƙe shi ya ce, “Mutumin Allah, ina roƙonka ka dubi darajar raina da na waɗannan sojoji hamsin, bayinka!
0c010e008a	Duba, wuta ta sauko daga sama ta cinye su kaftin nan biyu waɗanda suka zo da farko da dukan sojojinsu. To, yanzu dai, ka daraja raina!”
0c010f00a2	Sai mala’ikan Ubangiji ya ce wa Iliya, “Sauka, ka tafi tare da shi; kada ka ji tsoro.” Saboda haka Iliya ya tashi ya sauko, ya tafi tare da shi wajen sarki.
0c011000f2	Iliya ya ce wa sarki, “Ga abin da Ubangiji ya ce, don babu Allah a Isra’ila ne wanda za ka tuntuɓa da ka aika a tuntuɓi Ba’al-Zebub, allahn Ekron? Domin ka yi haka, ba za ka tashi daga gadon da kake kwance ba, ba shakka za ka mutu!”
0c011100be	Ya kuwa mutu yadda Ubangiji ya faɗa ta bakin Iliya. Da yake Ahaziya ba shi da ɗa, sai Yoram ya gāje shi, ya zama sarki a shekara ta biyu ta mulkin Yehoram, ɗan Yehoshafat, sarkin Yahuda.
0c0112008d	Game da dukan sauran abubuwan da suka faru a zamani Ahaziya, da abin da ya yi, ba a rubuce suke a littattafan tarihin sarakuna Isra’ila ba?
0c02010078	Da lokaci ya yi da Ubangiji zai ɗauki Iliya zuwa sama cikin guguwa, Iliya da Elisha kuwa suna kan hanyarsu daga Gilgal.
0c020200dc	Sai Iliya ya ce wa Elisha, “Ka dakata a nan; Ubangiji ya aike ni Betel.” Amma Elisha ya amsa ya ce, “Muddin Ubangiji yana a raye, kai kuma kana a raye, ba zan rabu da kai ba.” Saboda haka suka gangara zuwa Betel.
0c020300cf	Sai ƙungiyar annabawa a Betel suka fito zuwa wajen Elisha suka ce masa, “Ka san cewa Ubangiji zai ɗauki maigidanka daga wurinka yau?” Sai ya ce, “I, na sani, amma kada ku yi magana game da wannan.”
0c020400cf	Sai Iliya ya ce masa, “Ka dakata a nan Elisha; Ubangiji ya aike ni Yeriko.” Sai ya ce masa, “Muddin Ubangiji yana a raye, kai ma kana a raye, ba zan rabu da kai ba.” Saboda haka sai suka tafi Yeriko.
0c020500be	Ƙungiyar annabawa a Yeriko suka haura zuwa wajen Elisha suka ce, “Ko ka san Ubangiji zai ɗauki maigidanka daga gare ka yau?” Sai ya ce, “I, na sani, amma ku bar zancen nan tukuna.”
0c020600d5	Sai Iliya ya ce masa, “Ka dakata a nan, Ubangiji ya aike ni Urdun.” Sai Elisha ya ce masa, “Muddin Ubangiji yana a raye, kai kuma kana raye, ba zan rabu da kai ba.” Saboda haka suka ci gaba da tafiya tare.
0c02070076	Mutum hamsin na ƙungiyar annabawa suka je suka tsaya da nisa, suna fuskantar inda Iliya da Elisha suka tsaya a Urdun.
0c02080080	Sai Iliya ya tuɓe rigarsa, ya nannaɗe ya bugi ruwan Urdun da shi. Sai ruwan ya dāre gida biyu, suka haye a busasshiyar ƙasa.
0c020900b6	Da suka haye, sai Iliya ya ce wa Elisha, “Faɗi mini, abin da kake so in yi maka kafin a ɗauke ni daga gare ka!” Elisha ya amsa ya ce, “Bari in gāji ninki biyu na ruhunka.”
0c020a0094	Iliya ya ce, “Ka nemi abu mai wuya, amma in ka ga lokacin da aka ɗauke ni daga gare ka, zai zama naka, in ba haka ba, ba za ka samu ba ke nan.”
0c020b008d	Yayinda suke tafiya suna magana, sai kwatsam, keken yaƙin wuta da dawakan wuta suka ratse tsakaninsu, sai Iliya ya tafi sama a cikin guguwa.
0c020c00b5	Da Elisha ya ga haka sai ya yi ihu yana cewa, “Babana! Babana! Kekunan yaƙin da mahayan dawakan Isra’ila!” Elisha kuwa bai sāke ganinsa ba. Sai ya kama tufafinsa ya yayyage.
0c020d0052	Sai ya ɗauki rigar da ta fāɗo daga Iliya ya koma ya tsaya a gaɓar Kogin Urdun.
0c020e00bc	Sa’an nan Elisha ya ɗauki rigar da ta fāɗo daga Iliya ya bugi ruwan da shi. Ya ce, “Yanzu ina Ubangiji Allah na Iliya?” Da ya bugi ruwan sai ruwan ya dāre gida biyu, sai ya haye.
0c020f009d	Ƙungiyar annabawa daga Yeriko, waɗanda suke kallo, suka ce, “Ruhun Iliya yana a kan Elisha.” Sai suka je su tarye shi, suka rusuna har ƙasa a gabansa.
0c021000dd	Suka ce, “Duba, mu bayinka muna da masu ji da ƙarfi hamsin. Bari su je su nemi maigidanka. Wataƙila, Ruhun Ubangiji ya ɗauke shi ya ajiye bisa wani dutse, ko wani kwari.” Elisha ya ce, “A’a, kada ku aike su.”
0c021100ab	Amma suka matsa masa har ya ji ba ya iya hana su. Saboda haka ya ce, “Ku aike su.” Sai suka aiki mutane hamsin, suka yi ta nema har kwana uku amma ba su same Iliya ba.
0c02120062	Da suka dawo wurin Elisha, wanda yake a Yeriko, sai ya ce musu, “Ban ce muku kada ku tafi ba?”
0c02130090	Mutane garin suka ce wa Elisha, “Ranka yă daɗe, duba, garin yana da kyan gani, amma ruwan ba shi da kyau, ƙasar kuma ba ta ba da amfani.”
0c0214005d	Sai ya ce, “Ku kawo mini sabuwar ƙwarya, ku kuma sa gishiri a ciki.” Sai suka kawo masa.
0c021500c2	Sai ya tafi maɓulɓular ruwan yana watsa gishirin a ciki, yana cewa, “Ga abin da Ubangiji ya ce, ‘Na warkar da ruwan nan. Ba zai ƙara jawo mutuwa, ko yă hana ƙasar ba da amfani ba.’”
0c0216003b	Ruwan ya tsabtacce har yă zuwa yau, bisa ga faɗin Elisha.
0c021700dc	Daga nan sai Elisha ya tafi Betel. Yayinda yake tafiya a hanya, sai waɗansu matasa suka fito daga cikin gari, suka yi masa dariya suna cewa, “Ka haura, ya kai mai kai marar gashi! Ka haura, kai mai kai marar gashi!”
0c02180096	Sai ya juya ya dube su, ya la’anta su da sunan Ubangiji. Sai beyar guda biyu suka fito daga jeji suka hallaka matasa arba’in da biyu daga cikinsu.
0c02190042	Sai ya ci gaba zuwa Dutsen Karmel, daga can kuma ya koma Samariya.
0c030100a0	Yoram, ɗan Ahab ya zama sarki Isra’ila, a Samariya, a shekara ta goma sha takwas ta mulkin Yehoshafat, sarkin Yahuda, ya kuma yi mulki shekara goma sha biyu.
0c0302009f	Yoram ya aikata mugunta a gaban Ubangiji, amma ba kamar yadda mahaifinsa da mahaifiyarsa suka yi ba. Ya kawar da dutsen tsarkin Ba’al wanda mahaifinsa ya yi.
0c0303006a	Duk da haka ya manne wa zunuban Yerobowam ɗan Nebat, wanda ya sa Isra’ila ta aikata, bai rabu da su ba.
0c030400b2	Mesha, sarkin Mowab yana kiwon tumaki, ya kuma zama tilas yă biya haraji ga sarkin Isra’ila. Saboda haka yakan ba da’yan tumaki dubu ɗari, da kuma gashin raguna dubu ɗari.
0c0305004c	Amma bayan mutuwar Ahab, sai sarkin Mowab ya yi wa sarkin Isra’ila tawaye.
0c0306005b	To, a lokacin, Sarki Yoram ya tashi daga Samariya, ya tattara sojoji daga dukan Isra’ila.
0c030700f8	Ya kuma aika da wannan saƙo ga Yehoshafat sarkin Yahuda cewa, “Sarkin Mowab ya yi mini tawaye. Za ka tafi tare da ni mu yaƙi Mowab?” Sai sarkin Yahuda ya ce, “I, ina shirye mu tafi. Ai, sojojina sojojinka ne, dawakaina kuma dawakanka ne.”
0c03080061	Ya ƙara da cewa, “Wace hanya za mu bi?” Sai Yoram ya amsa ya ce, “Ta hanyar jejin Edom.”
0c030900a4	Saboda haka sarkin Isra’ila ya fita tare da sarkin Yahuda, da kuma sarkin Edom. Da suka yi kwana bakwai suna ta zagawa, sai sojoji da dabbobi suka rasa ruwan sha.
0c030a0072	Sai sarkin Isra’ila ya ce, “Mene! Ubangiji ya kira mu sarakunan nan uku don kawai yă ba da mu ga Mowab ne?”
0c030b00e6	Amma Yehoshafat ya yi tambaya ya ce, “Babu wani annabin Ubangiji a nan da za mu nemi nufin Ubangiji ta wurinsa?” Wani hafsan sarkin Isra’ila ya amsa ya ce, “Ai, akwai Elisha ɗan Shafat, wanda dā ya yi wa Iliya hidima.”
0c030c0092	Yehoshafat ya ce, “Maganar Ubangiji tana tare da shi.” Saboda haka sarkin Isra’ila da Yehoshafat da kuma sarkin Edom suka tafi wurin Elisha.
0c030d00ea	Elisha ya ce wa sarkin Isra’ila, “Ina ruwana da kai? Tafi wurin annabawan mahaifinka da annabawa mahaifiyarka.” Sai sarkin Isra’ila ya ce, “A’a, ai Ubangiji ne ya kira mu, mu sarakunan nan uku don yă bashe mu ga Mowab.”
0c030e00a3	Sai Elisha ya ce, “Muddin Ubangiji Maɗaukaki yana a raye, wanda nake bauta, da ba don ina ganin girman Yehoshafat Sarkin Yahuda ba, da ko kallonka ba zan yi ba.
0c030f0074	Amma yanzu, a kawo mini makaɗin garaya.” Yayinda makaɗin garayan yake kiɗa, ikon Ubangiji ya sauko a kan Elisha
0c0310004f	ya kuma ce, “Ga abin da Ubangiji ya ce, zan cika kwarin nan da tafkunan ruwa.
0c031100a1	Gama ga abin da Ubangiji ya ce, ko da yake babu iska, ko ruwan sama, duk da haka kwarin nan zai cika da ruwa, har ku da dabbobinku da kuma sauran dabbobi ku sha.
0c0312004a	Wannan abu mai sauƙi ne a wurin Ubangiji; zai kuma ba da Mowab a gare ku.
0c031300c7	Za ku ci kowane birni mai katanga, da kowane babban gari. Za ku sare kowane itace mai kyau, ku kuma tattoshe maɓuɓɓugan ruwa. Za ku kuma yi amfani da duwatsu ku lalatar da kowace gona mai kyau.”
0c0314006a	Kashegari, daidai lokacin hadaya, sai ga ruwa yana gangarowa daga gefen Edom! Ƙasar kuwa ta cika da ruwa.
0c031500ae	To, dukan Mowabawa suka ji cewa sarakuna suna tafe don su yaƙe su; saboda haka aka kira kowane namiji, babba da yaro, wanda ya isa ɗaukan makami, aka jera su a bakin iyaka.
0c03160073	Da suka tashi da sassafe, rana tana haska ruwa. Sai ruwan ya yi ja kamar jini a idanun Mowabawan da suke a ƙetare.
0c0317007e	Sai suka ce, “Jini ne! Ba shakka sarakunan nan sun yaƙe juna, suka karkashe juna. Ya Mowabawa, mu tafi mu kwashi ganima!”
0c031800ac	Amma da Mowabawa suka isa sansanin Isra’ila, sai Isra’ilawa suka taso suka auka musu har sai da suka gudu. Isra’ilawa kuwa suka kai musu hari, suka karkashe Mowabawa.
0c03190152	Suka ragargaza garuruwa, kowane mutum kuwa ya jefa dutse a kowane gona mai kyau har sai da aka rufe gonakin gaba ɗaya. Suka tattoshe duk maɓulɓulan ruwa, suka kuma sare duk itace mai kyau. Kir Hareset ne kaɗai aka bari tare da duwatsunsa yadda suke, amma mutanen da suke da majajjawa suka yi wa birnin zobe, suka kai masa hari shi ma.
0c031a0094	Da sarkin Mowab ya ga yaƙi ya rinjaye shi, sai ya ɗauki mutane masu takobi ɗari bakwai, ya ratsa zuwa wajen sarkin Edom, amma ba su yi nasara ba.
0c031b00ac	Sa’an nan ya ɗauki ɗansa na fari, wanda zai gāje shi, ya yi hadaya da shi a bisa katangan birnin. Isra’ilawa suka firgita ƙwarai; sai suka janye suka koma ƙasarsu.
0c040100df	Matar wani daga ƙungiyar annabawa ta yi wa Elisha kuka ta ce, “Mijina, bawanka, ya mutu, ka kuma san yadda ya girmama Ubangiji. Amma ga shi yanzu mai binsa bashi ya zo yă kwashe’ya’yana maza biyu su zama bayinsa.”
0c040200aa	Elisha ya amsa mata ya ce, “Me kike so in yi miki? Ki faɗa mini, me kike da shi a gidanki?” Sai ta ce, “Baiwarka ba ta da kome a can, sai ɗan tulun man zaitun.”
0c04030070	Elisha ya ce, “Ki je wurin dukan maƙwabtanki, ki nemi tulunan da babu kome a ciki. Kada ki nemo kaɗan kawai.
0c040400a2	Sa’an nan ki shiga ciki, ki kulle ƙofar da ke da’ya’yanki kuke ciki. Ku ɗuɗɗura man a dukan tulunan, sa’ad da kowanne ya cika, sai ki ajiye a gefe.”
0c04050079	Ta tashi ta shiga tare da’ya’yanta maza, suka kulle ƙofa.’Ya’yanta suka kawo mata tuluna, ita kuma tana ɗurawa.
0c04060092	Da dukan tulunan suka cika, sai ta ce wa ɗanta, “Kawo mini wani tulu.” Amma ya amsa ya ce, “Ai, ba saura.” Sa’an nan man ya daina zuba.
0c040700a5	Sai ta tafi ta faɗa wa mutumin Allah. Shi kuwa ya ce mata, “Tafi, ki sayar da man, ki biya bashinki. Ki biya bukatanki da na’ya’yanki da sauran da ya rage.”
0c040800a7	Wata rana Elisha ya tafi Shunem. Akwai wata mai arziki a can wadda ta gayyace shi cin abinci. Sai ya zama duk lokacin da yake wucewa, yakan tsaya a can don cin abinci.
0c0409005d	Ta ce wa mijinta, “Na san cewa wannan mutum da kullum yake zuwa nan mai tsarki ne na Allah.
0c040a0099	Bari mu yi ɗan ɗaki a rufin gida mu kuma sa masa gado da tebur da kujera da kuma fitila. Saboda a duk lokacin da ya zo wurinmu, sai yă sauka a can.”
0c040b003b	Wata rana da Elisha ya zo, sai ya haura ɗakinsa ya kwanta.
0c040c0063	Ya ce wa bawansa Gehazi, “Kira mutuniyar Shunam nan.” Sai ya kira ta, ta zo ta tsaya a gabansa.
0c040d0100	Elisha ya ce masa, “Ka ce mata, ‘Kin yi duk wannan ɗawainiya saboda mu. Yanzu, me kike so a yi miki? Kina so mu yi magana a madadinki wa sarki ko babban hafsan mayaƙa?’” Sai ta ce, “A’a, ina da dukan abin da nake bukata a cikin jama’ata.”
0c040e0080	Sai Elisha ya tambayi Gehazi ya ce, “Me za mu yi mata?” Sai ya amsa ya ce, “Ba ta da ɗa, ga shi kuma mijinta ya tsufa.”
0c040f0051	Sai Elisha ya ce, “Ka kira ta.” Sai ya kira ta, ta zo ta tsaya a bakin ƙofa.
0c04100097	Elisha ya ce mata, “War haka baɗi, za ki riƙe ɗa na kanki.” Sai ta ce masa, “A’a, ranka yă daɗe, mutumin Allah, kada ka ruɗi baiwarka!”
0c04110072	Amma matan ta yi ciki, a shekara ta biye kuwa a daidai lokacin, sai ta haifi ɗa kamar yadda Elisha ya faɗa mata.
0c04120059	Yaron ya yi girma, wata rana sai ya tafi wurin mahaifinsa, wanda yake tare da masu girbi.
0c0413009c	Ba zato sai ya ce wa mahaifinsa, “Wayyo! Kaina yana mini ciwo! Kaina yana mini ciwo!” Sai mahaifinsa ya ce wa bawansa, “Kai shi wurin mahaifiyarsa.”
0c04140077	Bayan bawan ya ɗaga shi ya kai wurin mahaifiyarsa, sai yaron ya zauna a cinyarta har tsakar rana, sa’an nan ya mutu.
0c0415004d	Sai ta haura ta shimfiɗa shi a gadon mutumin Allah, ta rufe ƙofar, ta fita.
0c04160090	Ta kira mijinta ta ce, “Ina roƙonka ka aika mini da ɗaya daga cikin bayi da kuma jaka, don in yi sauri in je wurin mutumin Allah in dawo.”
0c04170070	Sai ya ce, “Me zai kai ki wurinsa, ai, yau ba Sabon Wata ba ne ko ranar Asabbaci?” Sai ta ce, “Ba kome.”
0c0418006c	Sai ta sa wa jakar sirdi ta ce wa bawanta, “Yi ta kora mini jakar, kada ka sassauta, sai na faɗa maka.”
0c041900ad	Ta haka ta kama hanya ta tafi wurin mutumin Allah a Dutsen Karmel. Da ya hange ta daga nesa, sai mutumin Allah ya ce wa bawansa Gehazi, “Duba! Ga mutuniyar Shunam nan can!
0c041a0092	Ka yi gudu ka tarye ta ka tambaye ta, ‘Lafiyarki? Mijinki yana nan lafiya? Yaronki yana nan lafiya?’” Ta amsa ta ce, “Kome lafiya yake.”
0c041b00ea	Da ta isa wurin mutumin Allah a dutsen, sai ta kama ƙafafunsa. Sai Gehazi ya zo don yă ture ta, amma mutumin Allah ya ce, “Ka bar ta! Tana cikin baƙin ciki ƙwarai, amma Ubangiji ya ɓoye mini, bai kuma faɗa mini me ya sa ba.”
0c041c0075	Sai ta tambaya shi ta ce, “Na roƙe ka ɗa ne, ranka yă daɗe? Ba na ce maka, ‘Kada ka sa in fara bege ba’?”
0c041d00c8	Elisha ya ce wa Gehazi, “Ka yi ɗamara, ka ɗauki sandana ka ruga a guje. Idan ka sadu da wani, kada ka gaishe shi, idan kuma wani ya gaishe ka, kada ka amsa. Ka shimfiɗa sandana a fuskar yaron.”
0c041e0084	Amma mahaifiyar yaron ta ce, “Muddin Ubangiji yana raye, kai kuma kana a raye, ba zan bar ka ba.” Saboda haka ya tashi ya bi ta.
0c041f00ad	Gehazi ya yi gaba, ya shimfiɗa sandan a fuskar yaron, amma babu motsi, babu alamar rai. Saboda haka Gehazi ya koma ya taryi Elisha, ya faɗa masa, “Yaron bai tashi ba.”
0c04200040	Da Elisha ya isa gidan, sai ga gawar yaron kwance a kan gadonsa.
0c04210051	Sai ya shiga, ya rufe ƙofa, daga shi sai yaron, ya kuma yi addu’a ga Ubangiji.
0c042200b0	Sa’an nan ya hau gadon yă kwanta a bisa yaron, ya miƙe a kansa, baki da baki, ido da ido, hannu da hannu. Yayinda ya miƙe kansa a kan yaron, sai jikin yaron ya ɗau ɗumi.
0c042300aa	Elisha ya tashi, ya yi ta kai komo a cikin ɗakin. Sa’an nan ya sāke koma kan gadon yă miƙe a kan yaron, sai yaron ya yi atishawa sau bakwai, ya kuma buɗe idanunsa.
0c0424008a	Elisha ya kira Gehazi ya ce, “Kirawo mutuniyar Shunam.” Ya kuwa kira ta. Sa’ad da ta zo, sai Elisha ya ce mata, “Ɗauki ɗanki.”
0c0425005f	Sai ta shiga, ta fāɗi a ƙafafunsa ta rusuna har ƙasa. Sa’an nan ta ɗauki ɗanta ta fita.
0c042600c7	Sai Elisha ya koma Gilgal, a can kuwa ana yunwa a yankin. Yayinda ƙungiyar annabawa suke tattaunawa da shi, sai ya ce wa Gehazi bawansa, “Ka sa babban tukunya a wuta, ka yi wa mutanen nan fate.”
0c042700e9	Ɗaya daga cikin mutanen ya shiga gona don neman ganyaye, ya kuwa sami kabewar jeji. Ya tsinko’ya’yanta cike da shafin rigarsa. Da ya dawo, sai ya yayyanka su ya zuba a cikin tukunyar faten, ko da yake ba wanda ya san ko mene ne.
0c0428009c	Sai aka zuba wa mutanen faten, amma da suka fara ci, sai suka yi ihu suna cewa, “Ya mutumin Allah, akwai dafi a cikin tukunyan nan!” Suka kuwa kāsa ci.
0c042900a8	Elisha ya ce, “Samo mini ɗan gari.” Aka kawo masa ya kuma sa a cikin tukunyan ya ce, “Raba wa mutanen su ci.” Ya kasance kuwa babu wani abin damuwa a tukunyar.
0c042a00dd	Sai ga wani mutum ya zo daga Ba’al-Shalisha, ya kawo wa Elisha dunƙulen burodi guda ashirin na sha’ir da aka gasa daga nunan fari na hatsi, tare da kawunan sababbin hatsi. Sai Elisha ya ce, “Ka ba mutanen su ci.”
0c042b00b3	Sai bawansa ya ce, “Yaya zan raba wa mutane ɗari wannan?” Amma Elisha ya amsa ya ce, “Ka raba wa mutane su ci, gama haka Ubangiji ya ce, ‘Za su ci har su bar saura.’”
0c042c005a	Sa’an nan ya ajiye a gabansu, suka kuwa ci har suka bar saura, bisa ga maganar Ubangiji.
0c050100d4	Na’aman babban hafsan hafsoshin rundunar sarkin Aram ne, kuma ƙasaitaccen mutum ne mai martaba a idon maigidansa, domin ta wurinsa Ubangiji ya ba Aram nasara. Na’aman jarumi ne ƙwarai, amma yana da kuturta.
0c05020097	To, daga cikin hare haren da mutanen Aram suke kaiwa, sai suka kama wata yarinya daga ƙasar Isra’ila, aka sa ta zama mai yi wa matar Na’aman aiki.
0c05030081	Sai ta ce wa uwargijiyarta, “Da dai shugabana zai ga annabin da yake Samariya, da annabin zai warkar da shi daga kuturtarsa.”
0c05040061	Sai Na’aman ya je wurin maigidansa ya faɗa masa abin da yarinyan nan daga Isra’ila ta faɗa.
