2800000007	Mathayi
281a1f00a0	Hanga Yesu wubazimbwadi: «Benu boosu lwathína muna phipha yayi, mukuma tala mana másonama: "Yimúhonda kalema, amana kibuka kya mikoku kyamwángalakana."
281a20003d	Kaasi kunima kufutumuka kwama, yilútekidila kuna Ngadidi.»
281a210063	Amana mu kuvutula, Phetelu wumuzimbwadi: «Yuka ni boosu bakútina, meni, ketibwe, yikútinaku.»
281a22006f	Yesu wumuvutwadini: «Mu kyedika yikuzimbwadi: mu phipha yayi, khoku kakókulaku kedi, wáthuna mbala tatu.»
281a230074	Phetelu wumuzimbwadi: «Keti kufwa, yifwa kumosi yi ngeyi, yikútunaku.» Balonguki boosu bazimbudi phi phila mosi.
281a2400a5	Hanga Yesu wísa yi bawu, homa hamosi bisi tela ni Ngetisemani, amana wuzimbudi kwena balonguki bandi: «Zakalenu hahaha, kithama kina yikwenda lombila meni kuna.»
281a250053	Wánata Phetelu yi bana ba Zebeteya bawu bodi, wáyandika kuyuka kyadi yi kiwayi.
281a260076	Hanga wubazimbwadi: «Mbundu yama mu kiwayi yenina yi kuna lufwa; salenu haha, amana kalenu batokama kumosi yi meni.»
281a2700ba	Wáhaluka koma, wáfukama, mbunzu mu mafu, mu kulombila yi kuzimbula: «Tata wama, yuka ni bwalendakana, khatwala bungu dyadi; salaku bwosu buna nzodi meni, kaasi bwosu wuzodi ngeyi.»
281a280097	Tangwa kisa vutuka kwena balonguki, kábawana baleka; amana wuzimbudi kwena Phetelu: disongidila lulendiku kutokama keti tangwa dimosi kumosi yi meni?
281a290069	Tokamenu, lombilenu phi, ndangu lubwaku mu kimeka. Kitembu kyazyama kyenina kaasi lutu lwalembwa lwenina.
281a2a0093	Wáhaluka hika mbala ya zodi mu kulombila bwabu: «Tata wama, bufwaniku ni mbungu yayi ndwayoku, mbatanana buna, yambula luzolu lwaku lwasalama!»
281a2b004b	Amana wisa vutuka hika, wubawani baleka, mukuma mesu ma bawu zitu mákala.
281a2c005c	Yesu wábasisa, wáhaluka hika, wulombidi mbala ya tatu mu kulandulula ndinga meni zimosi.
281a2d00a4	Hanga wisi vutuka kwena balonguki amana wubazimbwadi: «Lunimbi hika, lulembwi kwenu! Talenu, tangwa dibwesuki, amana Mwana wa mutu bamulambudi ku moku ma basumuki.
281a2e003e	Telamenu, thwendenu! Tala, wekina bela-bela wuna ndambudiki!»
281a2f00f2	Muna tangwa meni dina kakala zonza Yesu, Yutasi, mosi wa bawu kumi yi bodi wátula hakana, hakimosi yi mulumba-lumba wa batu bakala yi mbedi za vita yi khindi muna moku. Bwosu bábatuma kwena bambuta ba banganga Nzambi yi bambuta ba bayuta.
281a300073	Amana wuna wámulambula, wábasongila kidimbu kimosi mu kuzimbula: «Wuna yibúmbakana, yandi wuna, mukwatenu.»
281a310059	Amana buna kábwesuka kwena Yesu, wuzimbudini: «Mboti, Labuni!» Amana wámubumbakana.
281a320085	Amana Yesu wumuzimbwadi: «Mukwetu, kikuma kya dyambu dina wisidi, saladya.» Hanga buna bábwesuka, bamusimbi Yesu amana bamukwati.
281a33007f	Amana mosi wa bana bákala yi Yesu, wálubula mbedi ya phoku yandi, hanga wuhuti kutu dya musadi wa mbuta wa banganga Nzambi.
281a340089	Hanga Yesu wumuzimbwadi: «Vutula mbedi yaku ya phoku muna kilalu kyandi, mukuma boosu bana banwánina ku mbedi, ku mbedi phi bafwíla.
281a35006b	Kondilo wubanzi ni pfwaniku yimubokwadila Tata wama, amana kaphitika bibuka bya banzyo kuluta kumi yi bodi?
281a360053	Abweti si malúngila Masonuku? Mana mabati zonza ni bulungi ni masalama bwabuna.»
281a3700d6	Muna tangwa meni dina, Yesu wuzimbudi kwena milumba-lumba mya batu: «Lwisi khwata yi mbedi yi khindi, hanga wuna yenina ndwandwa? Kinga yikala zakala bilumbu byosu mu nzu ya Nzambi mu kulonga, amana lwákhwataku.
281a38006e	Kaasi mana moosu mabwini ndangu malungila Masonuku ma bambikudi.» Hanga balonguki boosu bamusisi, batini phi.
281a390090	Bana buna bámukwata Yesu, bámunata ku nzu ya Khayifu, mbuta wa banganga Nzambi, kuna bákutakanina balongi ba mitsiku yi bambuta ba Bayuta.
281a3a00be	Amana Phetelu, yandi, kakala landa muna kyana, yi kuna kyanzala kya mbuta kya mbuta wa banganga Nzambi. Amana buna kákota muna kati, wuzakadi yi batsinzidi ndangu kazaya buna mamánisina.
281a3b009d	Amana bambuta ba banganga Nzambi yi balongi ba mitsiku yi kimvuka kyambuta bakala sanda kimbangi kya mbi kikuma kya Yesu, ndangu bamuzengila mukanu wa lufwa.
281a3c0066	Kaasi bámonaku, mbatanana lawu dya bambangi ba luvunu bisa funda, kaasi ku tsuka, bisa bwesuka bodi,
281a3d0077	bazimbudi: «Yandu-yandu kakala zimbula: Pfwani yiwulumuna nzu ya Nzambi yayi, amana thunguludiya mu bilumbu bitatu."»
281a3e00a5	Amana mbuta wa banganga Nzambi buna kátelama, wázimbula kwena yandi: «Keti kima wubatiku vutula? Biki wuzonzi kikuma kya bimbangi byabi babati kufundila baba?»
281a3f00b0	Kaasi Yesu wádibata. Amana mbuta wa banganga Nzambi wumuzimbwadi: «Mu khumbu ya Nzambi wa moya mbati zenga, wátuzimbwala yuka ni ngeyi, wenina Kidisitu, Mwana wa Nzambi?»
281a4000d2	Yesu wumuzimbwadi: «Ngeyi meni wuzimbudibwa. Kaasi yiluzimbwadi hika: tuka buthwena, lwamúmona Mwana wa mutu wazakala kuna koku dya kitata dya Mukwa Ngolu zoosu yi mu kukwisa hana thandu ya matuti ma zilu.»
281a4100b1	Hanga mbuta wa banganga Nzambi wuyati miledi myandi, amana wuzimbudi: «Nzambi kabati tukwana! Kikuma kya biki twasósila hika bambangi? Talenu buthwena luyuki benu-benu ngusi;
281a42004d	Abweti lubanzi benu?» Amana boosu mu kuvutula, bazimbudi: «Bulombi kafwa.»
281a430053	Hanga bamuhumi metya kuna mbunzu yandi amana bamuti makufi bahika phi bamuti mbata,
281a44004a	mu kuzonza: «Bikuleti, kamba ngeyi Kidisitu wenina, keti nati wukubeti!»
281a4500a8	Phetelu kákala wazakala kuna phenza, hana kyanzala. Amana musadi wa mukhetu mosi wábwesuka kwena yandi mu kuzimbula: «Ngeyi phi, wákala yi Yesu, mwisi Ngadidi.»
281a46005e	Kaasi yandi wátuna ku thwala ya batu boosu, mu kuzimbula: «Nzayimoku mana wubati zimbula.»
281a4700ad	Buna kakala kwenda kuna mwelu wa kyanzala, wumoni hika musadi wahika wa mukhetu amana yandu-yandu wuzimbudi kwena bakwawu: «Yandu phi kákadikini yi Yesu mwisi Nazaleti.»
281a480036	Amana wutuni hika yi ndefi: «Yimuzayiku mutu yandu.»
281a4900bf	Kunima dya mwana tangwa, bábwesuka batu bákala hana, bazimbudi kwena Phetelu: «Mu kyedika, ngeyi wenina phi mosi hana kati dya bawu; mukuma nzonzidi yaku yibatibwa songila mboti-mboti.»
281a4a0093	Hanga Phetelu wuyandiki kudya ndefi: «Yukani meni yimuzayi mutu yandu, Nzambi kapheka ndola!» Amana muna tangwa meni dina, khoku mosi wákokula,
281a4b0092	Amana Phetelu wáyubuka ndinga yina ya Yesu: «Ku thwala ya kukokula kwa khoku, mbala tatu wathúna meni.» Amana wálubuka, wádila phi lawu.
281b010091	Kuma buna kwakhya, lukutakanu lwásalama, bambuta ba banganga Nzambi boosu yi bambuta Bayuta bákasa fwongu kikuma kya Yesu ndangu bamuhondisa.
281b020052	Amana buna bámukasa, bámunata, bámulambula kwena Philatu, kilolu mwisi Loma.
281b0300a7	Hanga buna kámona Yutasi, wuna wámulambula, ni bamuzengidi lufwa, wázosuluka, wávutula makuta makumatatu kwena bambuta ba banganga Nzambi yi bambuta ba Bayuta.
281b040088	Wubazimbwadi: «Tsumuki mu kulambula menga ma mutu wakonda sala mbi.» Bawu bazimbudi: «Khi mambu ngeyi yi betu! Makutadi ngeyi meni!»
281b050053	Amana buna kálosa makuta meni mana muna nzu ya Nzambi, wenda, amana wádikudika.
281b060097	Bambuta ba banganga Nzambi buna bátonguna makuta meni mana, bazimbudi: «Bulombiku kutimbulama mu sanduku dya nzu ya Nzambi, kikuma thalu ya menga.»
281b070089	Lukutakanu buna lwásalama, makuta mana básumbilama kilanga kya mutu wuna wakala bumba nzungu za tuma, kikuma kya mazyamu ma banzenza.
281b080039	Ihana bátedilakya, «Kilanga kya menga» yi lelu dyadi.
281b09009a	Hanga malungidi mana mázonzama mu nzila ya mbikudi Yelemiya: «Bábonga makuta makumatatu, yena thalu yina bázenga bana ba Kiseledi kikuma kya yandi;
281b0a0064	Hanga bahanima kikuma kya kilanga kya wuna wisi bumba nzungu, bwosu kátsilabwa yandi meni Pfumu.»
281b0b008d	Yesu buna kákala ku thwala ya Philatu, hanga wumuhyudi: «Ngeyi, kyamvu wa Bayuta wena?» Amana Yesu wuvutudi: «Ngeyi meni wuzimbudibwa.»
281b0c0072	Kaasi mu tangwa dina bakala mufunda kwena bambuta ba banganga Nzambi yi bambuta ba Bayuta, Yesu kávutulaku kima.
281b0d005d	Hanga Philatu wumuzimbwadi: «Wubatiku yuka mambu moosu mana babati zonza kikuma kya ngeyi?»
281b0e004b	Kaasi kávutulaku ndinga keti mu dyambu dimosi, hanga Philatu yituki lawu.
281b0f0088	Bwosu bwákala mu mukinzi wosu, Philatu kakala yambwadila mutu wa boloku mosi kikuma kya mulumba-lumba wa batu, wosu wuna bakala lomba.
281b100068	Kinga, muna tangwa dina, kwákala yi mutu wa boloku mosi watoma zayakana, khumbu yandi [Yesu] Balabasi.
281b110085	Bwosu bákala bakutakana, hanga Philatu wubahyudi: «Nati luzodi yiluyambwadila, [Yesu] Balabasi ho Yesu yandi bisi tela Kidisitu?»
281b12003c	Mukuma wázaya kwandi ni kikuma kya kiphala bámulambwala.
281b1300b0	Amana buna kázakala ha kiti kya nganda, mukhetu wandi wumutumini ndinga: «Wukotaku mambu ma mutu wa masonga wuna, mukuma lelu, phasi lawu mboni mu ndosi, kikuma kya yandi.»
281b140086	Bambuta ba banganga Nzambi yi bambuta ba Bayuta bálwengisa milumba-lumba mya batu ndangu balomba Balabasi, amana bámuhondisa Yesu.
281b15007c	Amana mu kuvutula, Philatu wubahyudi: «Nati, mu kati dya bawu bodi luzodi ni yiluyambwadila?» Bawu bavutudi: «Balabasi!»
281b160079	Philatu wábazimbwala: «Abweti si yimúhanga Yesu yandi bisi tela Kidisitu?» Boosu bavutudi: «Mukhoka ha kitakani!»
281b170083	Yandi wávutwakila: «Kikuma kya khi mbi kasadi?» Kaasi bawu báyandika kukalunga ngolu mu kuzimbula: «Bamukhoka ha kitakani.»
281b1800f0	Amana Philatu buna kámona ni heku kima kahanga, kaasi bwosu yálutakana mvwalangani, hanga wubongi mamba, wásukula moku kuna thwala ya mulumba-lumba wa batu, mu kuzonza: «Nzayiku dyambu ditadidi menga mama; benu, malutadi benu-benu!»
281b190063	Amana mu kuvutula, batu boosu bázimbula: «Menga mandi makala hana thandu ya betu yi bana betu!»
281b1a0067	Hanga wubalubwadi Balabasi; amana Yesu buna kamubetisa fimbu, wumulambudi ndangu bamukhoka ha kitakani.
281b1b0077	Hanga baphumbulu ba Philatu bamubulumuni Yesu yi muna nganda ya yandi Philatu, amana bákhokika kibuka kya baphumbulu.
281b1c003c	Bámuwomuna miledi, bámuvwatisa muzaka wumosi wa kabengi.
281b1d00c7	Bátunga mukhonzi wumosi wa tsaku, bámuvwatisaya kuna mutwa yi muswangina kuna koku dya kitata, amana, bwosu báfukama ku thwala ya yandi, bakala museya mu kuzimbula: «Mboti, kyamvu wa Bayuta!»
281b1e0049	Bakala muhuma metya bábonga muswangina amana beka muzyatula muna mutwa.
281b1f0085	Kunima dya kumuseya, bámukatulawa muzaka wuna, bámuvwatisa hika miledi myandi, amana bámunata ndangu benda mukhoka ha kitakani.
281b20007b	Mu kulubuka, bátundakana mutu mosi, mwisi Sileni, khumbu yandi Simoni; hanga bamulundiki ndangu kanata kitakani kya Yesu.
281b21005f	Bátula homa hana bisi tela ni Ngolungota, disongidila: «Kizika kya Kibelengenzi kya mutwa.»
281b220059	Bamuheki kunwa vinu dya kubundikisa yi kisi dya khadi; buna káyedika, kázolaku kunwa.
281b23005a	Kunima dya kumukhoka ha kitakani, baphumbulu bákabana miledi myandi mu kubetilamya zeki.
281b24002a	Kunima, bázakala hahana mu kumutanikina.
281b25008c	Amana báthetika hana thandu ya mutwa wandi bisona bina byákala tendula kikuma kya lufwa lwandi: «Yandu kenina Yesu, kyamvu wa Bayuta.»
281b260076	Hanga bakhokini hana kitakani bandwandwa bodi ha kimosi yi yandi, mosi ku koku dya kitata, mukwawu ku koku dya kimama.
281b270049	Bana bákala mu kuluta, bákala mutukwana yi kunikisaka mutwa mya bawu;
281b2800bf	amana bazimbudi: «Ngeyi wakala zimbula ni wawúlumuna nzu ya Nzambi amana mu bilumbu bitatu watúngululaya, dihulula ngeyi meni, yuka ni Mwana wa Nzambi wenina, amana tuluka ha kitakani!»
281b290070	Phila mosi phi bambuta ba banganga Nzambi yi balongi ba mitsiku yi bambuta ba Bayuta bakala museya yi kuzonzaka:
281b2a009a	«Batu bahika kakala hulula, kafwaniku kudihulula yandi meni! Kyamvu wa Kiseledi kenina: katuluka buthwena bwabu ha kitakani amana twakwikila mwena yandi.
281b2b0078	Kakala dihana kwena Nzambi, buthwena, kamuhulula yuka ni kisi muzola; mukuma kakala zimbula: "Mwana wa Nzambi yenina"!»
281b2c0054	Amana phila mosi yi bandwandwa bana bámukhoka bawu ha kitakani bákala mutukwana.
281b2d0063	Tuka tangwa dya tsinzi, phipha yábwa mu tsi yina yosu tii yi kuna tangwa dya tatu dya masikidika.
281b2e00bf	Amana bela-bela yi tangwa tatu dya masikidika, Yesu wákalunga mu ndinga ya ngolu: «Diya, Diya, lema sabakatani?» Disongidila: «Nzambi wama, Nzambi wama, kikuma kya biki wungyambwadidi?»
281b2f0066	Amana bahika, mu kati dya bana bákala hakana, buna báyuka, bazimbudi: «Diya, kabati tela yandu.»
281b30009f	Mosi muna kati dya bawu, wenda thinu, wábonga kitini kya dinyuka, wávundikikya muna vinu dya ngani, amana wákasadya ku miti, kamuheka yandi ndangu kanwa.
281b310057	Kaasi bahika bakala zimbula: «Yambulenu, twatala kamba Diya kakwisa muhulula hahana!»
281b320040	Amana Yesu wákalunga hika mu ndinga ya ngolu, wátabula moya.
281b3300d0	Kutala muledi wa zitu wuna wakala kabisa kizika kyahedila yi kina kyákala kyahedila lawu mu nzu ya Nzambi wuyatukini mu byati byodi tuka ku londi yi kuna banda. Amana mafu mánikana, matadi phi máyatuka,
281b340044	mazyamu másabuka, bamvumbi ba lawu ba batu ba Nzambi báfutumuka.
281b350085	Bálubuka mu mazyamu, kunima dya lufutumuku lwa Yesu, bákota mu Yelusalemi, mbanza yatoma amana bádimonikisa kwena batu ba lawu.
281b3600b7	Satudiyoni yi bana bakala kengila bawu Yesu, buna bámona ni mafu manikani yi mambu mana máluta; báyuka bweya bwa lawu, bazimbudi: «Mu kyedika, yandu Mwana wa Nzambi kákadi!»
281b37007c	Amana hákala hakana bakhetu balawu, babana bámusindikila Yesu tukidila ku Ngadidi mu kumusadila, bakala tala kuna kyana.
281b380071	Ha kati dya bawu, hákala Madiya mwisi Makatala yi Madiya ngudi wa Zyaki yi Yozefu yi ngudi wa bana ba Zebeteya.
281b390076	Masikidika ha mábwa, wisa tula mvwama mosi, mwisi Adimate, khumbu yandi Yozefu, wuna wákala phi mulonguki wa Yesu.
281b3a005a	Wenda kwena Philatu, wálomba lutu lwa Yesu. Hanga Philatu wáhana muswa ni bamuhekalwa.
281b3b0044	Amana Yozefu wábonga lutu lwa Yesu, wávungalwa ha muledi wa pha,
281b3c008b	wásikulalwa muna mazyamu mandi ma pha mana kásima muna ditadi, amana buna kábundumuna kalunga tadi ku mwelu wa mazyamu, wenda kwandi.
281b3d005d	Madiya mwisi Makatala yi Madiya wuna mukwawu, hana bákala, bazakala kuna thwala ya mazyamu.
281b3e009e	Kilumbu kyalanda kifwani. Kyákala ku manima ma kilumbu kina bakala yidikila sabata, bambuta ba banganga Nzambi yi Bafwadisi bákutakana kuna nzu ya Philatu
281b3f008c	mu kuzimbula: «Mbuta-mutu, tubati bambuka ni mukwa bukamvi wuna, buna kákala wa moya, kázimbula: "Kunima bilumbu bitatu, yifútumuka."
281b4000e6	Disongidila ni senda bakengidila mboti-mboti mazyamu yi kuna kilumbu kya tatu, kondi lo, balonguki bandi bisa muyiba nana. Hanga bahuna kwena batu: "Wufutumuki ku bafwa." Holoni, bukamvi bwabu bwa tsuka bwalúta buna bwa theti.»
281b41007c	Philatu wubazimbwadi: «Talenu baba baphumbulu; ba kitshinzidi. Alwendenu, kengidilenu mboti-mboti mazyamu bwosu luzodidi.»
281b420078	Hanga bendi, mu kukengila mboti-mboti, basya kidimbu kuna tadi dina dyákala fidinga mazyamu amana básisa batsinzidi.
281c010083	Kunima dya sabata, muna suka-suka dya kilumbu kya theti kya phosa, Madiya mwisi Makatala yi Madiya wuna mukwawu benda tala mazyamu.
281c02008f	Kutala mafu manikani ngolu; mukuma wanzyo mosi wa Pfumu wákulumuka ku zilu, wisa bundumuna tadi amana kákala wazakala hana thandu ya dyawu.
281c03005e	Kifwani kyandi kyakala kedyamina hanga mitsyenzya, miledi myandi myákala mya phembi ya lawu.
281c040068	Kikuma kya bwabuna, batsinzidi báyuka bweya bwa lawu. Bakala tekita amana bákituka hanga batu bafwa.
281c05008f	Mu kutambula ndinga, wanzyo wázimbula kwena bakhetu: «Lukalaku yi bweya, benu, mukuma nzayi ni Yesu wuna bákhoka ha kitakani lubati sanda;
281c06005b	keku haha, wufutumukini bwosu kázimbula. Alwisa, talenu homa hana kakadikini walandalala.
281c0700bc	Alwenda tswatsu, zimbulenu kwena balonguki bandi: "Wufutumuki ha kati dya bafwa, amana tala wulutekididi kedi mu Ngadidi; kwakuna lwámumona." Tala, mana khádiki mawu mu kuluzimbwala.»
281c08008c	Amana bákatuka tswatsu ku mazyamu, bákala bazakama yi kitswi yi kyesi kya lawu amana bakhetu benda thinu kusamuna kwena balonguki bandi.
281c09007b	Kutala, Yesu wisi batundakana mu kuzimbula: «Kimboti kyenu!» Bawu bábwesuka, bámubumbakana muna malu mu kumufukamina.
281c0a0086	Hanga Yesu wubazimbwadi: «Lukalaku yi bweya. Alwenda, samunenu kwena baphangi bama ni benda kuna Ngadidi: amana bangwána kwakuna.»
281c0b008d	Tangwa bakala mu nzila, ndambu ya batshinzidi ba mazyamu, bisa mu mbanza, basamuni kwena bambuta ba banganga Nzambi moosu mosu mana máluta.
281c0c007e	Buna bákutakana yi bambuta ba Bayuta, lukutakanu lwásalama: bábonga lukanu, amana bahana mbongu za lawu kwena baphumbulu
281c0d0064	mu kuzimbula: «Zimbulenu: "Balonguki bandi bisi muyibaka muna phipha, bwosu tukadiki betu banimba."
281c0e005c	Amana yuka ni kilolu mwisi Loma kayukabwa, betu twamúlembika, ndangu benu baluyangisaku.»
281c0f0082	Batsinzidi bátambula mbongu, báhanga bwosu bábazimbwala. Amana ndinga yayi yámwangana kwena Bayuta tii yi kuna lelu dyadi.
281c100056	Balonguki kumi yi mosi benda ku Ngadidi, kuna mongu wuna kábazimbwala Yesu ni benda.
281c110042	Tangwa bámumona, báfukama, kaasi bahika bákala yi keti-keti.
281c120059	Yesu wábwesuka, wuzimbudi kwena bawu: «Kipfumu kyosu báphekakya muna zilu yi ha tsi.
281c130082	Disongidila alwendenu, kitulenu batu ba makanda moosu balonguki bama; babotikenu mu khumbu ya Tata yi ya Mwana yi Kitembu Kyatoma;
281c14007a	balongenu mu kusadila moosu mana yilulongikidi. zayenubwoku, meni yenina yi benu bilumbu byosu tii yi kuna tsuka ya tsi.»
2900000006	Malaku
2901010041	Luyandiku lwa Musamu wa Bukheti wa Yesu Kidisitu, Mwana wa Nzambi
2901020072	bwosu bwásonama mwena Mbikudi Yesaya: «Phitikini mbambala wama ku thwala ya ngeyi, kikuma kya kukuyidika nzila.
290103005e	Yi yandi wuna wubati kalunga muna nganga: Yidikenu nzila ya Pfumu, sungikenu mikinda myandi.»
290104007f	Bwabuna kálubuka Yowani, kakala botika muna nganga, amana weka longa mbotika ya kusoba bikalulu kikuma kya ndoluka ya masumu.
29010500b1	Bisi kinzunga kya Yuteya boosu yi bisi Yelusalemi boosu bakala kwenda kwakuna kwena yandi amana bakala tambula mbotika kwena yandi, muna Yolutani, yi kufungunaka masumu ma bawu.
290106007c	Yowani kákala wavwata muledi wa mwika mya kamela yi mukaba wa tsibu muna mbunda; kakala dya baphasu yi bwiki bwa mu tseki.
29010700a4	Kakala longa: «Kabati kwisa kuna manima ma meni, wuna wenina yi ngolu kuluta meni; amana kutu meni ndungiku mu kuzenzama amana yikutumuna musinga wa tsabatu zandi.
2901080051	Meni yikala lubotika mu mamba, kaasi yandi kakwisa lubotika mu Kitembu Kyatoma.»
2901090070	Muna bilumbu meni bina Yesu kátuka ku Nazaleti, hata dya Ngadidi, hanga bamubotiki kwena Yowani muna Yolutani.
29010a006d	Buna kálubuka Yesu mu mamba, kámona zilu dikanguki yi Kitembu Kyatoma kukulumuka kwena yandi hanga yembi.
29010b0066	Ndinga yáyukalakana kuna zilu: «Ngeyi wenina Mwana wama watondama; mwena ngeyi tsini kyesi kyama.»
29010c0036	Muna tangwa meni dina, Kitembu wámunatisa mu nganga.
29010d008b	Kánanga bilumbu makumaya muna nganga, bisa muleya kwena Satana. Kakala zinga kumosi yi bambisi ba mu tseki; amana banzyo bakala musadila.
29010e006c	Kunima dya kumukwatisa Yowani mu boloku, Yesu wísa kuna Ngadidi, kakala longa Musamu wa Bukheti wa Nzambi.
29010f0080	Kakala zimbula: «Tangwa difwani amana Kipfumu kya Nzambi kibwesukini! Balumunenu mbundu amana kwikilenu mu Musamu wa Bukheti!»
