2800000007	Mattiyu
2a010e0048	Za ka yi murna da farin ciki, kuma da yawa za su yi murna da haifuwarsa.
2a010f00a1	Domin zai zama mai girma a gaban Ubangiji. Ba zai sha ruwan inabi ba ko wani abu mai sa maye, kuma zai cika da Ruhu Mai Tsarki tun daga cikin cikin mahaifiyarsa.
2a01100043	Kuma mutanen Isra'ila da yawa za su juya zuwa ga Ubangiji Allahnsu.
2a011100ee	Zai yi tafiya a gaban Unbangiji a cikin ruhu da ikon Iliya. Zai yi haka domin ya juya zuciyar Ubanni zuwa ga 'ya'yansu, domin marasa biyayya su yi tafiya a cikin tafarkin adalai. Don ya shirya wa Ubangiji mutanen da aka shirya dominsa.”
2a0112006f	Zakariya ya ce wa mala'ikan, “Ta yaya zan san wannan? Ga shi na tsufa kuma matata tana da shekaru da yawa.”
2a0113007e	Mala'ikan ya amsa ya ce masa, “Nine Jibra'ilu, wanda ke tsaye a gaban Allah. An aiko ni in gaya maka wannan labari mai dadi.
2a011400b5	Kuma duba, za ka zama bebe, ba za ka iya magana ba, sai ran da wadannan abubuwa suka cika. Ya zama haka domin ba ka gaskanta da kalmomina ba, wadanda za su cika a daidai lokacin.”
2a0115005e	Sa'adda mutane suke jiran Zakariya. Sun yi mamaki yadda ya dauki lokaci sosai a cikin haikali.
2a01160095	Amma da ya fita, bai iya yin magana da su ba. Sun gane da cewa ya ga wahayi lokacin da yake cikin haikali. Ya ci gaba da yi masu alamu, ba ya magana.
2a0117003f	Ya zama bayan da kwanakin hidimarsa suka kare, ya tafi gidansa.
2a01180062	Bayan kwanakin nan, matarsa Alisabatu ta samu juna biyu. Ta boye kanta har na watani biyar. Ta ce,
2a01190061	“Wannan shi ne abin da Allah ya yi mani da ya dube ni domin ya dauke kunyata a gaban jama'a.”
2a011a0072	A cikin watan ta na shidda, an aiki Mala'ika Jibra'ilu daga wurin Allah zuwa wani birni a Galili mai suna Nazarat,
2a011b0082	zuwa ga wata budurwa wanda aka ba da ita ga wani mutum mai suna Yusufu. Shi dan zuriyar Dauda ne, kuma ana kiran budurwar Maryamu.
2a011c005f	Ya zo wurin ta ya ce, “A gaishe ki, ke da ki ke da tagomashi sosai! Ubangiji yana tare da ke.
2a011d0059	Amma ta damu kwarai da wadannan kalmomi sai ta yi tunani ko wacce irin gaisuwa ce wannan.
2a011e005b	Mala'ikan ya ce mata, “Kada ki ji tsoro, Maryamu, domin kin samu tagomashi a wurin Allah.
2a011f0046	Duba, za ki sami juna biyu, za ki haifi da. Za ki kira sunansa 'Yesu'.
2a0120006d	Zai zama mai girma, kuma za a ce da shi Dan Allah Madaukaki. Ubangiji Allah zai ba shi kursiyin ubansa Dauda.
2a0121004e	Zai yi mulkin dukkan gidan Yakubu har abada, kuma mulkinsa ba shi da iyaka.”
2a0122005a	Maryamu ta ce wa mala'ikan, “Yaya wannan zai faru, tun da shike ni ban san namiji ba?”
2a012300a8	Mala'ikan ya amsa ya ce mata, “Ruhu Mai-tsarki zai sauko a kan ki, kuma ikon Madaukaki zai lullube ki. Sabili da haka, za a kira mai tsarkin da za ki haifa Dan Allah.
2a0124007f	Ki kuma duba, ga 'yar'uwarki Alisabatu ta samu juna biyu a tsufanta. Watannin ta shida kenan, ita wadda aka kira ta bakarariya.
2a01250031	Gama babu abin da ba shi yiwuwa a wurin Allah.”
2a0126006c	Maryamu ta ce, “To, ni baiwar Ubangiji ce. Bari ya faru da ni bisa ga sakonka.” Sai mala'ikan ya bar ta.
2a01270066	Sai Maryamu ta tashi da sauri a cikin kwanakin nan, zuwa kasa mai duwatsu, zuwa wani birni a Yahudiya.
2a01280031	Ta shiga gidan Zakariya ta kuma gai da Alisabatu.
2a01290080	Ya zama sa'adda Alisabatu ta ji gaisuwar Maryamu, sai dan da ke cikinta ya yi tsalle, an cika Alisabatu kuma da Ruhu Mai Tsarki.
2a012a0058	Ta daga murya, ta ce, “Mai albarka kike a cikin mata, kuma mai albarka ne dan cikinki.
2a012b003b	Kuma don me ya faru da ni da uwar Ubangijina ta ziyarce ni?
2a012c004f	Kuma duba, da na ji karar gaisuwan ki sai dan ciki na ya yi tsalle domin murna.
2a012d0069	Kuma mai albarka ce wadda ta gaskanta cewa abubuwan da aka alkawarta mata daga wurin Ubangiji za su cika.
2a012e002c	Maryamu ta ce, “Zuciyata ta yabi Ubangiji,
2a012f0031	kuma ruhu na ya yi murna da Allah mai ceto na.”
2a01300061	Domin ya dubi kaskancin baiwarsa. Duba, daga yanzu, dukkan tsararraki za su ce da ni mai albarka.
2a0131004a	Domin shi madaukaki ya yi mani manyan abubuwa, kuma sunansa Mai Tsarki ne.
2a01320043	Jinkansa ya tabbata daga tsara zuwa tsara wadanda suke girmama shi.
2a01330057	Ya nuna karfinsa da hannuwansa; ya warwatsa ma su girman kai game da tunanin zuciyarsu.
2a01340041	Ya nakasar da magada daga kursiyoyinsu, ya kuma fifita nakasassu.
2a01350048	Ya ciyar da mayunwata da abubuwa masu kyau, amma ya aiki attajirai wofi.
2a01360048	Ya ba da taimako ga bawan sa Isra'ila, domin ya tuna ya kuma nuna jinkai
2a01370047	(kamar yanda ya fada wa ubaninmu) ga Ibrahim da zuriyarsa har abada.”
2a01380045	Maryamu ta zauna da Alisabatu tsawon watanni uku sai ta koma gidanta.
2a01390047	Da lokaci yayi da Alisabatu za ta haifi danta, ta kuma haifi da namiji.
2a013a006c	Makwabtanta da 'yan'uwanta sun ji cewa Ubangiji ya ribanbanya jinkansa akanta, sai suka yi murna tare da ita
2a013b0076	Ya zama akan rana ta takwas, sun zo domin a yi wa yaron kaciya. Da sun kira sunansa “Zakariya” kamar sunan ubansa,
2a013c0041	amma mahaifiyarsa ta amsa ta ce, “A'a, za a kira shi Yahaya.”
2a013d004d	Suka ce mata, “Babu wani a cikin danginku wanda ake kira da wannan suna.”
2a013e0041	Sun nuna alama ga ubansa bisa ga yanda ya ke so a rada masa suna.
2a013f0074	Ubansa ya nemi a ba shi allon rubutu, sai ya rubuta, “Sunansa Yahaya.” Dukan su suka yi mamaki kwarai da wannan.
2a01400056	Nan take, sai bakinsa ya bude kuma harshensa ya saki. Ya yi magana ya kuma yabi Allah.
2a0141006e	Tsoro ya kama dukan wadanda suke zama kewaye da su. Sai labarin ya bazu cikin dukan kasar duwatsu ta Yahudiya.
2a0142009a	Kuma dukan wadanda suka ji su, sun ajiye su a cikin zuciyarsu, suna cewa, “To me wannan yaro zai zama ne?” Domin hannun Ubangiji yana nan tare da shi.
2a01430042	Ruhu Mai-tsarki ya cika mahaifinsa Zakariya sai ya yi anabci cewa,
2a0144006b	“Yabo ga Ubangiji, Allah na Isra'ila domin ya zo ya taimaki mutanen sa kuma ya yi aikin ceto domin su.”
2a01450051	Ya ta da kahon ceto dominmu daga gidan bawansa Dauda, daga zuriyar Dauda bawansa,
2a01460046	kamar yadda ya fada ta bakin annabawansa tsarkaka tun zamanin zamanai.
2a01470042	Zai kawo mana ceto daga magabtan mu da kuma daga hannun makiyanmu.
2a01480054	Zai yi haka domin ya nuna jinkai ga ubaninmu ya kuma tuna da alkawarinsa mai tsarki,
2a01490027	rantsuwar da ya fada wa ubanmu Ibrahim.
2a014a006e	Ya rantse zai yardar mana, bayan da an kubutar da mu daga hannun makiyanmu, mu bauta masa ba tare da tsoro ba,
2a014b0038	a cikin tsarki da adalci a gabansa dukan kwanakin ranmu.
2a014c0091	I, kai kuma, yaro, za a kira ka annabi na Madaukaki, domin za ka tafi gaban fuskar Ubangiji ka shirya hanyoyinsa, ka shirya mutane domin zuwansa,
2a014d003a	domin ba mutanensa ilimin ceto ta wurin gafarar zunubansu.
2a014e0062	Wannan zai faru ne domin girman jinkan Allahnmu, sabili da hasken rana daga bisa za ya zo wurinmu,
2a014f008e	domin haskakawa akan wadanda ke zaune a cikin duhu da kuma cikin inuwar mutuwa. Zai yi hakan nan domin ya kiyaye kafafunmu zuwa hanyar salama.
2a0150006e	Yaron ya yi girma ya kuma zama kakkarfa a cikin ruhu, yana kuma cikin jeji sai ranar bayyanuwarsa ga Isra'ila.
2a02010072	Ananan cikin kwanakin, sai Kaisar Augustas ya yi shela ya umarta a kidaya dukan mutane da ke zaune a cikin duniya.
2a0202004f	Wannan itace kidaya ta farko da aka yi lokacin da Kiriniyus yake mulkin Suriya.
2a0203004b	Sabili da haka, kowa ya koma garinsa domin a yi masa rijista domin kidayan.
2a02040099	Yusufu kuma ya tashi ya bar birnin Nazarat zuwa garin Baitalami da ke Yahudiya, wanda ake kuma kira birnin Dauda, domin shi daga zuriyar iyalin Dauda ne.
2a02050051	Ya je can ya yi rijista tare da Maryamu, wadda yake tashi tana kuma da juna biyu.
2a0206003c	Ya zama sa'adda suke can, lokaci ya yi da za ta haifi danta.
2a0207008e	Ta haifi da, dan farinta kuwa, ta nade shi da kyau da 'yan tsummoki. Ta sa shi cikin wani kwami na dabbobi, gama babu daki dominsu a masaukin.
2a02080066	A cikin wannan yankin, akwai makiyaya wadanda suke zama a sarari suna tsaron garken tumakinsu da dare.
2a0209007e	Nan da nan, sai mala'ikan Ubangiji ya bayyana gare su, daukakar Ubangiji kuma ta haskaka kewaye da su, sai suka figita kwarai.
2a020a007c	Sai mala'ikan ya ce masu, “Kada ku ji tsoro, domin na kawo maku labari mai dadi da zai kawo murna da yawa ga dukan mutane.
2a020b0049	Yau an haifi maku mai ceto a cikin birnin Dauda! Shine Almasihu Ubangiji!
2a020c006e	Wannan itace alama da za a ba ku. Za ku ga dan jariri nade cikin 'yan tsummoki kwance cikin kwamin dabbobi.”
2a020d0055	Nan take, sai ga babban taro daga sama tare da mala'ikan suna yabon Allah, suna cewa,
2a020e0068	“Daukaka ga Allah daga bisa, bari salama ta kasance a duniya tsakanin mutanen da ya ke jin dadinsu.”
2a020f00ae	Ya zama sa'adda mala'iku suka bar su zuwa cikin sama, sai makiyayan su ka ce wa junansu, “Bari mu je Baitalami mu ga wannan abin da ya faru, wanda Ubangiji ya nuna mana.”
2a0210006f	Su ka yi hamzari suka tafi can sun iske Maryamu da Yusufu, suka ga jaririn kuwa kwance a cikin kwamin dabbobin.
2a02110055	Bayan da sun ga wannan, suka gaya wa mutane abinda aka gaya masu game da wannan yaro.
2a02120059	Dukan wadanda su ka ji, su ka yi mamaki kwarai game da abin da makiyayan su ka gaya masu.
2a0213006d	Amma ita Maryamu ta ci gaba da tunani akan wadanan abubuwa da ta ji, tana tunani mai zurfi a cikin zuciyarta.
2a02140081	Makiyayan suka koma suna ta daukaka da yabon Allah domin dukan abubuwan da suka ji, suka kuma gani, dadai da yadda aka gaya masu.
2a0215008a	Da ya kai kwana takwas, lokacin da za a yi wa jaririn kaciya, sai aka rada masa suna Yesu, sunan da mala'ikan ya bashi kamin a yi cikinsa.
2a02160092	Da kwanakin tsarkakewar su ya wuce bisa ga shari'ar Musa, Yusufu da Maryamu suka kawo shi cikin haikali a Urushalima dominsu mika shi ga Ubangiji.
2a0217005e	Kamar yadda aka rubuta a dokokin Ubangiji, “Za a kira duk da na fari kebabbe ga Ubangiji.”
2a02180074	Suka kuma zo su mika hadaya bisa ga yadda aka fada a shari'ar Ubangiji, “Kurciyoyi biyu ko 'yan tantabaru biyu.”
2a0219009b	Ga shi akwai wani mutum a Ushalima mai suna Siman. Wannan mutum adali ne kuma mai ibada. Yana jiran mai ta'aziyar Isra'ila, kuma Ruhu Mai-sarki na bisansa.
2a021a005f	An kuma bayyana masa ta wurin Ruhu Mai-tsarki cewa ba zai mutu ba sai ya ga Kristi na Ubangiji.
2a021b009e	Wata rana Siman ya zo cikin haikali ta wurin jagorar Ruhu Mai-tsarki. Da iyayen suka kawo yaron ciki, wato Yesu, domin su cika sharudan da shari'ar ke bukata,
2a021c003c	sai Siman ya karbe shi cikin hanuwansa, ya yabi Allah ya ce,
2a021d0044	“Yanzu bari bawanka ya tafi da salama, Ubangiji, bisa ga kalmarka.
2a021e001d	Domin idanuna sun ga cetonka,
2a021f0025	wanda ka shirya a gaban dukan mutane:
2a02200044	Haske ne na wahayi ga al'ummai, kuma daukakar mutanenka Isra'ila.”
2a02210057	Mahaifin yaron da Mahaifiyarsa, sun yi mamaki kwarai domin abubuwan da aka fada akansa.
2a022200af	Sai Siman ya albarkace su ya ce wa uwatasa Maryamu, “Ki ji da kyau, wannan yaro zai zama sanadiyar faduwa da tashin mutane dayawa a Isra'ila, kuma alama wadda ake kushen ta.
2a02230047	Kuma takobi zai tsaga zuciyar ki yadda tunanin mutane za ya bayyana.”
2a022400b6	Wata annabiya mai suna Annatu ta na nan wurin. Ita diyar Fanuyila ce daga kabilar Ashiru. Ta riga ta manyanta a shekaru sosai. Ta kasance da maigidanta shekaru bakwai bayan auren ta,
2a0225008a	sannan ta yi zama gwambranci na shekaru tamanin da hudu. Ba ta taba barin haikali ba, tana ci gaba da yi wa Ubangiji sujada, dare da rana.
2a02260079	A dadai lokacin nan, ta hau zuwa wurinsu ta fara yi wa Allah godiya. Ta gaya wa dukan wadanda ke jiran fansar Urushalima.
2a0227007b	Da su ka gama komai da aka bukace su suyi bisa ga tafarkin shari'ar Ubangiji, sai suka koma Galili, zuwa birninsu, Nazarat.
2a02280061	Yaron kuma ya yi girma ya zama da karfi, yana karuwa da hikima, alherin Ubangiji kuma yana kansa.
2a02290043	Iyayensa sukan tafi Urushalima kowacce shekara domin idin ketarewa.
2a022a0051	Da yana shekara goma sha biyu, suka sake haurawa daidai lokacin idin a al'adance.
2a022b008f	Bayan da sun cika dukan kwanakin idin, sun fara dawowa gida. Amma dan yaron Yesu ya jinkirta ya zauna a Urushalima, kuma iyayensa basu sani ba.
2a022c0090	Suna tsammani yana tare da sauran mutane da suke tafiya tare, sai suka yi tafiya na kwana daya. Suka fara neman sa a cikin danginsu da abokansu.
2a022d0044	Da ba su gan shi ba, sai suka koma Urushalima suna cigiyar sa a can.
2a022e0086	Ya zama bayan kwanaki uku, su ka same shi a cikin haikali, yana zama a tsakiyar malamai, yana sauraron su yana kuma yi masu tambayoyi.
2a022f0045	Dukan wadanda suka ji shi suna ta mamakin fahimtar sa da amsoshin sa.
2a0230009a	Da suka gan shi, suka yi mamaki kwarai. Mahaifiyarsa ta ce masa, “Da na, don me ka yi mana haka? Ka ji, mahaifinka da ni muna ta neman ka rai a bace.”
2a02310058	Ya ce masu, “Don me kuke nema na? Ba ku sani cewa dole in kasance a gidan Ubana ba?”
2a02320035	Amma ba su gane abin da yake nufi da kalmomin nan ba.
2a0233009c	Sa'annan ya koma gida tare da su zuwa Nazarat yana kuma masu biyayya. Mahaifiayarsa kuma ta ajiye dukan wadannan abubuwa a zuciyarta tana yin tunani akansu.
2a02340059	Amma Yesu ya ci gaba da hikima da girma, ya kuma karu da tagomashi wurin Allah da mutane.
2a030100f2	A cikin shekara ta goma sha biyar da Tibariyus Kaisar ke mulki, Bilatus Babunti kuma ke jagorar Yahudiya, Hirudus yana sarautar Galili, dan'uwansa Filibus yana sarautar yankin Ituriya da Tirakonitis, Lisaniyas kuma na sarautar yankin Abiliya,
2a03020074	kuma zamanin da Hanana da Kayafa suke manyan firistoci, maganar Allah ta zo wurin Yahaya dan Zakariya, a cikin jeji.
2a03030070	Ya yi tafiya cikin dukan yankuna da ke kewaye da Kogin Urdun, yana wa'azin baftismar tuba domin gafarar zunubai.
2a03040091	Kamar yadda aka rubuta a cikin littafin annabi Ishaya, “Ga muryan wani yana kira a cikin jeji, 'Shirya hanyar Ubangiji, ka daidaita tafarkunsa!
2a03050086	Za a cika kowani kwari, za a fasa kowani dutse a kuma baje kowani tudu, za a mike karkatattun hanyoyi, za a cike hanyoyi masu gargada,
2a0306002a	kuma dukan mutane za su ga ceton Allah.”
2a0307009f	Sai Yahaya ya kara fada wa taron jama'ar da ke zuwa domin ya yi masu baftisma, “Ku 'ya'yan macizai masu dafi, wa ya gargadeku ku guje wa fushin nan mai zuwa?
2a030800c5	Ku ba da 'ya'ya da sun cancanci tuba, kada ku kuma fara cewa a cikinku, 'Muna da Ibrahim a matsayin Ubanmu', domin ina gaya maku, Allah yana iya ta da wa Ibrahim 'ya'ya daga cikin wadannan duwatsu.
2a030900a2	Yanzu kuwa, an rigaya an sa gatari a gindin itatuwa. Sabili da haka, duk itacen da bai ba da 'ya'ya masu kyau ba za a sare shi kasa a kuma jefa shi cikin wuta.”
2a030a0052	Sai mutanen da ke cikin taron jama'ar suka tambaye shi cewa, “To me za mu yi?”
2a030b0085	Ya amsa ya ce masu, “Idan wani yana da taguwa biyu, sai ya ba wanda bashi da ita daya, kuma wanda yake da abinci ya yi haka nan.”
2a030c005f	Masu karban haraji ma suka zo domin a yi masu baftisma, suka ce masa, “Malam, me za mu yi?”
2a030d0041	Ya ce masu, “Kada ku karba kudi fiye da yadda aka umarce ku.”
2a030e00b2	Wasu sojoji ma suka tambaye shi cewa, “To, mu fa? Yaya za mu yi?” Ya ce masu, “Kada ku kwace wa wani kudi, kada ku kuma yi wa wani zargin karya. Ku dogara ga albashinku.”
2a030f0072	Ana nan da mutane ke sauraron zuwan Almasihu, kowa yana ta tunani a zuciyar sa game da Yahaya, ko shi ne Almasihu.
2a031000e1	Yahaya ya amsa ya ce masu duka, “Game da ni dai, na yi maku baftisma da ruwa, amma akwai wani tafiye wanda ya fi ni iko, ban ma isa in kwance maballin takalmansa ba. Shi zai yi maku baftisma da Ruhu Mai Tsarki da kuma wuta.
2a03110091	Kwaryar shikarsa na hanun sa domin ya share masussukarsa da kyau ya kuma tara alkama a cikin rumbunsa. Amma zai kona buntun da wuta marar mutuwa.
2a03120036	Da gargadi masu yawa ya yi wa mutanen wa'azin bishara.
2a0313007a	Yahaya kuma ya tsauta wa sarki Hirudus domin ya auri matar dan'uwansa, Hiruduya, da kuma sauran abubuwan da Hirudus ya yi.
2a0314004f	Amma Hirudus ya kara yin wani mugun abu. Ya sa an kulle Yahaya a cikin kurkuku.
2a0315007d	Ana nan, lokacin da ake yiwa dukan mutane baftisma, aka yiwa Yesu mai baftisma. Lokacin da yake yin addu'a, sai sama ta bude,
2a03160089	kuma Ruhu Mai Tsarki ya sauko masa a kamanin kurciya, sai wata murya ta fito daga sama, “Kai ne kaunataccen Da na. Ina jin dadin ka.”
2a03170078	Ana nan Yesu da kansa, da ya fara, yana kimanin shekara talatin. Shi dan (kamar yadda ake tsammani) Yusufu ne, dan Heli,
2a03180036	dan Matat, dan Lawi, dan Malki, dan Yanna, dan Yusufu,
2a0319003a	dan Matatiya, dan Amos, dan Nahum, dan Hasli, dan Najjaya,
2a031a003c	dan Ma'ata, dan Matatiya, dan Shimeya, dan Yuseka, dan Yoda,
2a031b0040	dan Yowana, dan Resa, dan Zarubabila, dan Shiyaltiyel, dan Niri,
2a031c0036	dan Malki, dan Addi, dan Kosama, dan Almadama, dan Er,
2a031d0037	dan Yosi, dan Aliyeza, dan Yorima, dan Matat, dan Lawi,
2a031e003e	dan Saminu, dan Yahuda, dan Yusufu, dan Yonana, dan Aliyakima,
2a031f003a	dan Malaya, dan Mainana, dan Matata, dan Natan, dan Dauda,
2a03200039	dan Yesse, dan Obida, dan Bu'aza, dan Salmon, dan Nashon,
2a03210049	dan Amminadab, dan Adimi, dan Arama, dan Hezruna, dan Feresa, dan Yahuda,
2a03220039	dan Yakubu, dan Ishaku, dan Ibrahim, dan Tera, dan Nahor,
2a03230035	dan Serug, dan Reyu, dan Feleg, dan Abiru, dan Shela,
2a0324003b	dan Kainana, dan Arfakshada, dan Shem, dan Nuhu, dan Lamek,
2a0325003d	dan Metusela, dan Anuhu, dan Yaret, dan Mahalel, dan Kainana,
2a0326002b	dan Enosh, dan Shitu, dan Adamu, dan Allah.
2a0401006d	Sai Yesu, cike da Ruhu Mai Tsarki, ya dawo daga kogin Urdun, sai Ruhu Mai Tsarki ya bishe shi zuwa cikin jeji
2a0402007b	kwana arba'in, shaidan kuma ya jarabce shi. A kwanakin nan, bai ci abinci ba, kuma yunwa ta kama shi bayan karshen lokacin.
2a04030057	Shaidan ya ce masa, “Idan kai Dan Allah ne, ka umarci wannan dutse ya zama gurasa.”
2a0404004f	Yesu ya amsa masa, “A rubuce yake, 'Ba da gurasa kadai Mutum zai rayu ba.'”
2a0405006b	Sai shaidan ya kai shi zuwa wani tudu mai tsawo, ya kuma nuna masa dukan mulkokin duniyan nan a dan lokaci.
2a040600b9	Shaidan ya ce masa, “Zan ba ka iko ka yi mulkin dukan wadannan, da dukan daukakarsu. Zan yi haka domin an ba ni su duka in yi mulkinsu, kuma ina da yanci in ba dukan wanda na ga dama.
2a0407004d	Saboda da haka, idan ka rusuna ka yi mani sujada, dukansu za su zama naka.”
2a04080080	Amma Yesu ya amsa ya ce masa, “A rubuce yake, 'Dole ne Ubangiji Allahnka za ka yi wa sujada, shi kadai kuma za ka bauta wa.”
2a0409009a	Sai shaidan ya kai Yesu Urushalima, ya tsayadda shi a bisan kololuwar haikali, kuma ya ce masa, “Idan kai Dan Allah ne, ka jefas da kanka kasa daga nan.
2a040a0050	Domin a rubuce yake, 'Zai ba mala'ikunsa umarni su kiyaye ka, su kuma tsare ka,'
2a040b004c	kuma, 'Za su daga ka sama a hannunsu, don kada ka yi tuntube a kan dutse.”
2a040c0049	Yesu ya amsa masa cewa, “An fadi, 'Kada ka gwada Ubangiji Allahnka.'”
