2a00000004	Luke
2a0f1b0092	Musatsi eni amamuwaghule rye: “Mwane ngudji aghu amaghabughe. Tadji aghu atsirume uboke ngombi djivonge, mumbari ngebi awu atsighabughe polu.”
2a0f1c0055	Yivunde akebase na kabu, akebuse ukote o ndaghu. Tadji akepale, akeyemulende akekote.
2a0f1d00b2	Tumbe yivunde akewaghule tadji andi rye: “Labati, pwele bilime nyighusalili, ngekikuli ne dirume dyaghu dimosi. Ukapeghaange ne mwa tabe ‘vyaa’ nyikesaghe na bambatsi bami.
2a0f1e0073	Tumbe mwane awu aghabuyilaange, djandi omadji maboti maghu na bimbembu, tsya djandi wumabokile ngombi adjivonge!”
2a0f1f0068	Tadji akemuwaghule: “Aa! Ndewandi mwane ami, wudji nami temu djotsu, byotsu abivu nami, abyaghu wandi.
2a0f20004b	Kaboghu diwelimine yiri tudjanu nosaghe va mosi, mumbari mwane ngudji aghu:
2a100100b3	Djesu etsinguli badukitsi bandi rye: «Yisine yimosi amabe na musatsi wumabe yivunde yi basatsi botsu. Batu bakemufunde bwena: “Musatsi aghu ebungi nonyambesene maboti maghu.”
2a1002009b	Fumu maboti akenengile musatsi eni, akemuwivule yiri: “Yi nyiwulu bévosili mu ndedju? Nzinguli nane wikelisili maboti mami mumbari wughobwémakelise.”
2a100300b4	Musatsi eni, akekéwivulaange: “Yivunde yami aghébwéronde yiri ngakelise maboti mandi. Yike tsyeni nyuvayile? Nyivayi manungi, ngaane mangolu; nyibi mu uvonde, nyube na yisoni.
2a1004006a	Kaboghu nyimadjabe adi nyikivaghe ave nyikighusululu mu bisalu, mu udilu na batu nami mu mandaghu mowu.”
2a10050064	Musatsi eni amanengile mutu-mutu omabe na mughanu. Akewivule awuteghe: “Kweni winwani Fumu ami?”
2a10060082	Djandi akemuwake rye: “Kame mireghe mi matsi.” Musatsi akemutsingule: “La mughande, lenge utsane na rende maghumi maranu.”
2a100700b2	Akebwéwivule wumosi wandi: “Ka ndedju, kweni winwani?” Dibaale dyeni akemuwake: “Kame saku tsi bighudji.” Musatsi akemutsingule: “La mughande, rende maghumi-dunana.”
2a100800b7	Kaboghu, fumu maboti akesingisile musatsi eni yifutsi mu dyele adi djandi amadile. Labatyanu nane batu ba bulongu bwébubu babile na mele maneni, wuvyoghulile ne baane ba yidjalale.»
2a10090098	Djesu akebwese rye: «Nyidutsinguli, salisanu busine bwenu na mbongu tsi mfurulu, mu udile bambatsi, mumbari ave busukile, dudilu mu mandaghu ma Nzambi.
2a100a00ab	Odjivu awelimine udughusu mambu amagheyi na musighe, awelimine wandi udughusu amaneni. Djandi oyifuri vo udyonge mu mambu magheyi, ofure na udyonge wandi mu mambu amaneni.
2a100b004e	Payi dusamabe dusigheme mu busine bu mfurulu, anyi oduveghe busine abu ngenze?
2a100c0051	Na payi dusamabe dusungeme mu maboti ma ngane, anyi oduveghe maboti amajenu beni?
2a100d00a9	Vagha mutu orungule usalile fumu bedji: ovine wumosi, akeronde wune, vo oghobise wumosi na akelenze wune. Kaboghu, dughorungule usalile Nzambi nosalile mbongu va mosi.»
2a100e0050	BaFarisi, na nzale mbongu, banowulu motsu ame Djesu amavosaange, bakemupedjingi.
2a100f00bd	Djesu akebatsingule rye: «Djenu dudji batu békelase yiri basungeme va wusu batu nenu, tumbe Nzambi edjabi mirime myenu. Motsu, ame bédodisi va misu ma batu, madji nzoruru va wusu Nzambi.
2a101000b2	Mughaghe Moyise na mughande babiyitsi mimabe vane tena San-Batise. Ubandile va temu San-Batise, musamu wuboti wu Bukaghe bu Nzambi wisamunu. Mutu-mutu oghaghene mu uyékote wune.
2a10110072	Djulu na butambe byurungule utsyemughe mbangu-mbangu, tumbe ne yirendu yimosi mu mughaghe yighorungule utsyemughe.
2a10120090	Dibaale dyotsu adisanzi mughatsi andi na eweli wususu, etubi bukali. Mbana, wotsu eweli mughetu wusanzu na mulumi andi, djawandi etubi bukali.»
2a10130091	«Vamabe yisine yimadwaraange bikutu bi dufunu duneni. Bilumbu bi monyu andi wotsu, amabangaange mu nzangu, mumbari amabe na busine buvyoghulile.
2a10140078	Vamabe wandi yidjaghe dine dyandi Lasare, amabe na mapure. Batu bakimusunzaange kale yilumbu va mune ndaghu yisine yeni.
2a10150079	Lasare, amarondaange ubole nodji bikukuku abimabondughaange va tavule yisine. Tumbe bamondi bamayivendaange mapure mandi.
2a10160063	Mwa yilumbu, yidjaghe akefu, akebeghu na byanze va tulu Aberaame. Yisine wandi akefu, bakemutsighe.
2a1017005f	Aghune bulungi bu mudji, yisine amatsoghaange pwele. O vale, amabilile Lasare va tulu Aberaame.
2a101800e1	Wune disimu dimosi, yisine akeghamughe rye: “Tate ami Aberaame, nda ngebe. Sindighe Lasare aputiyi kodu mulembu andi mu mambe na andekisi diberi va dulimi, mumbari ngorungule wuwarile ditsoghe adidi o ghari mudji éwuwu.”
2a101900e2	Tumbe Aberaame akemuwaghule rye: “Mwane ami, rangimine monyu aghu, wumabe mu maboti na maboti, mbana Lasare djandi amabe mu maghughe. Tumbe aghunu, Lasare yike wubembughu, ebembughu, mbana ndedju, temu awumaghughe djimatole.
2a101a008f	Va ghari djetu nenu vadji mbengi neni, mumbari djenu aduvu wune, dughorungule usabughe awutuvu. Djetu wandi, tughorungule wusabughe awuduvu.”
2a101b006c	Yisine akemutsingule bwena: “Tate Aberaame kokolu nyighulendi, kaboghu sindighe Lasare o ndaghu tadji ami.
2a101c008b	Mumbari nyine baane ba ngudji baranu ba babaale. Lasare awendi mu uyébalubuse yiri bakérughe djowu wandi o mbure adjidji dji maghughe.”
2a101d0089	Aberaame akemuwaghule rye: “Baane ba ngudji baghu bane musamu wu Moyise na awu babiyitsi awibalubusi, kaboghu bawughulu nowutsiyise!”
2a101e008a	Yisine akemuwake rye: “Nesi tate Aberaame tsinane. Mutu awu mbé wumafu, awendi ombu wowu, ayebatsingule, tangudji bokalughe mutsanu.”
2a101f00a9	Aberaame akemutsingule djawandi rye: “Payi djowu baghagharu uwulu mambu ma Moyise na ma babiyitsi, baghogharu uwulu wandi musamu ne ame djandi omarambughe o dufu.”»
2a11010099	Djesu amatsingule badukitsi bandi rye: «Vobangaange mambu amorobisaange batu uvaghe mabi. Kamune maghughe-ma, ombu mutu owurombise bambatsi uvaghe mabi!
2a11020083	Mutu eni, yike erombisi ne ngebi mosi uvaghe mabi, mbé dyuwelimine mu djandi bakemutunge dimani dineni mu kingu nomubwaghe o mubu.
2a1103005b	Kebenanu, payi mwane tadji aghu evayi dibi, mughabusi mu nzile. Na yike edinyongi, mutandi.
2a1104007d	Payi eghuvayili dibi yisambwali yi kumbu mu yilumbu, na yikéghabuyi yisambwali yi kumbu wandi mu uyuvonde kokolu, mutandi.»
2a1105003e	Bilumbi bimatsingule Fumu rye: «Warise yitu yetu mu Nzambi.»
2a11060093	Fumu akewaghule: «Payi yitu yenu yibaghunu na tsangu tsigheyi, durungule urume mwiri éwuwu yiri “kerubule, yekevare o mubu”, na wududedile.»
2a110700a5	«Anyi, va ghari enu avu na musatsi, wivayi manungi vo wukelise bindombu, ave djandi eruyili o manungi, mu temu eni, akemutsingule rye: “Rughe, tsane na djange”?
2a11080094	Vyaaghe, dumutsingule yiri: “Léndambile bighudji, mbana yevinze bikutu, yinzunzile bighudji ngadji, nganu. Avane wusu, ndewandi wudji na wunu.”
2a1109003b	Dusingisile musatsi mumbari atsisale byotsu abidutsimurume?
2a110a00a8	Munongu mosi nenu. Ave dwidughusulu motsu ame bédurumi, vosanu rye: “Djetu, tudji basatsi abaghékelisi dusingusulu, mumbari twidughusu yike yisalu ayimaturumu.”»
2a110b004f	Ave Djesu amawendilaange o Serusaleme, amavyolaange va ndilu Samari na Ngalile.
2a110c0067	Ave amatolile va dimbu dimosi, dighumi di bibedu bi nyámbi dimamubengusunu tumbe, basamabambene nandi.
2a110d0048	Na bibedu byeni bikeghamughe rye: «Djesu, Fumu, tulabi wandi yingebe!»
2a110e0092	Ave Djesu amabalabile, akebatsingule rye: «Wendanu, yekelasanu menu ombu bavaghulitsi ba paghu.» Ave bamayene wendilaange, mu nzile bamabelughe.
2a110f0076	Wumosi va ghari owu, anolabe bwena amabelughe, akeghabusile mu nzile adji amavyole, akenedodisaange Nzambi na mighamu.
2a1110005e	Akeghudume va wusu Djesu, mbami na tsi, na akemughabusile diboti. Mutu eni amabe mwise Samari.
2a1111004b	Djesu akemuwivule: «Dighumi dyotsu ditsibelusu. Ka yifu yi bane yike wuka?
2a11120050	Mu djowu botsu, yike mweni éwuwu awutsidjabe uyighabusile diboti ombu Nzambi?»
2a11130051	Mbanane Djesu akemutsingule rye: «Releme, wendange, yitu yaghu yimaghughobule.»
2a111400ba	BaFarisi bakewivule Djesu rye: «Temu yi, Nzambi obandile ulase bukaghe bwandi va ghari mukute andi?» Djesu akebawaghule rye: «Bukaghe bu Nzambi bughorughe nane yime ayulabene na misu.
2a1115007a	Baghovose bwena: “Budji vave vo budji wuna”. Tumbe djabanu yiri na muni, Bukaghe bu Nzambi bumakote mu mirime myenu.»
2a11160095	Mbana Djesu aketsingule badukitsi bandi rye: «Mu bilumbu abyurughe, dube na nzale ulabe ne yilumbu yimosi yi Mwane Mutu, tumbe ne vane, dughoyilabe.
2a1117005e	Ave batu bodutsingulilaange rye: “Adji vave!” Vo: “Adji wuna!” Duyabawulu, duyabaduke.
2a1118008b	Kaboghu, yilumbu ayi Mwane Mutu oruyile, yube nane yivevedi yi kaki. Osundile ulabene, na yidjalale yandi yubase djulu djotsu kodu na kodu.
2a11190057	Tumbe, diwelimine yiri Mwane Mutu oletsoghusu pwele, na obusu na batu ba temu édjidji.
2a111a0053	Adimalabene mu temu Nowe, dyumwébe munongu mosi mu yilumbu ayi Mwane Mutu oruyile.
2a111b00d1	Batu bamadjangaange, bamanwangaange, bamawelesenaange na bamawetsaange baane bowu tena yilumbu ayi Nowe amakotile mu bwatu buneni. Mvule mutsoghu djikenoghe, nidu djineni djikerughe na botsu abamasyale bakefu.
2a111c00c3	Yilumbu yi durughulu du Mwane Mutu, yumwébe munongu mosi nane va temu Lote mwise Sodome. Batu bamadjangaange na bamanwangaange; bamasumbaange na bamasumbisaange; bamavaraange na bamarungisaange.
2a111d0075	Tumbe yilumbu ayi Lote amaghusuyile musyengi Sodome, Nzambi akenoyise mvule maghaghele ma mudji na batu botsu bakefu.
2a111e003d	Dyoni dyube munongu mosi mu yilumbu ayi Mwane Mutu olabenine.
2a111f00be	Mu temu eni, diwelimine yiri mutu wotsu owube o djulu ndaghu andi, ayasundughe mu uyébonge bime byandi o ghari ndaghu. Munongu mosi ombu mutu owube o manungi, kilikingi ayaghabughe o dimbu.
2a1120001a	Rangiminanu mughatsi Lote!
2a1121004b	Wotsu owuronde ughaghe monyu andi, owuvinde; tumbe owughutsyemuse, owudile.
2a11220052	Nyidutsinguli, mukolu eni, batu babedji bobe va tangi: wumosi obongu, awune osilu.
2a11230041	Baghetu babedji borokaange va mosi, wumosi obongu, awune osilu. [
2a11240043	Babaale babedji abobe o ghari nungi, wumosi obongu, awune osilu.]»
2a1125005c	Badukitsi bakewivule Djesu rye: «Fumu, dyoni mbure yi dyuvyoyile?» Djesu akebawaghule rye:
2a12010050	Djesu amababukile nongu mu ubalase bwena bosambilaange na yikanane na baghodede.
2a12020063	Akebatsingule rye: «Vamabe nzonzi va musyengi, asamadumange Nzambi na asamaghobisaange mutu wotsu.
2a1203009d	Mune musyengi eni, wumabe mukwili wumawendaange kadi yilumbu ombu nzonzi eni mu uyemutsotsaange rye: “Tabulili bunzonzi va ghari menu na bavinitsi bami.”
2a12040061	Vane kale, amalebusaange. Anokelonge, amavose rye: “Nénane ngédumi Nzambi na ngeghobisi mutu,
2a12050059	mu yiswebiri yi mukwili ewune, nyumutabulile bunzonzi mumbari akébwéyikomise muru.”»
2a1206003f	Fumu akebwévose rye: «Ghulwatyanu adi nzonzi djibive amavose!
2a12070089	Tambusu na Nzambi, ovayile bunzonzi mu batu bandi abemulendi mu dusambu nyangu na mukolu! Tsiri nane? Ngenze, aghotsikedene mu ubawamuse.
2a12080095	Menu, nyidutsinguli, Nzambi obatabulile bunzonzi mbangu-mbangu. Tumbe ave Mwane Mutu oruyile, oyirasunu mwa dikabu di batu bavu na yitu va butambe?»
2a1209005c	Djesu akemwébuke nongu ombu batu abekélabe bwena basungeme na belenzi basusu, akevose rye:
2a120a006d	«Babaale babedji bamakote o ghari ndaghu Nzambi mu uyésambile. Wumosi amabe muFarisi, awune mubolitsi lepu.
2a120b00c7	MuFarisi, ave amasambililaange diteli, akebwaghaange mitsoki rye: “Tate Nzambi, nyiwughabusili diboti mumbari ngaa nane batu bamosi bavu badayi, bafutsi, bimbembu, vo nane mubolitsi éwuwu wu lepu.
2a120c006d	Mu uwughobise, nyiwarili nzale nyongu bedji mu tsone, nyiwuveyingi yimosi mu dighumi yi maboti mami motsu.”
2a120d00c5	Kaboghu mubolitsi lepu anobe diteli, va mughule, asamarungusaange ne unangule misu na djulu, tumbe akedumange tulu andi na akevosaange rye: “Tate Nzambi ndabi ngebe muvayitsi mabi nane menu.”»
2a120e0090	Djesu akemwévose rye: «Nine, nyidutsinguli, yotsu mubolitsi lepu eghabuyili o ndaghu andi, Nzambi amamutande nomusungighe, wuvenguse muFarisi.
2a120f008c	Batu wandi bakebeghange baane bakali ombu Djesu mumbari akebasakighaange makake. Badukitsi bandi, banolabe nane, bakenyangilaange batu beni.
2a121000a9	Djesu amanengile baane beni va mughule andi na akevose bwena: «Silanu baane urughe ombu ami na duyabaghandise, mumbari Bukaghe bu Nzambi, budji mu batu ababaghunu nowu.
2a12110066	Dingenze nyidutsinguli, wotsu aghodile Bukaghe bu Nzambi nane mwane ngebi, aghokote wune “vyaa”.»
2a1212006d	Yivunde yimosi yi baSwife, yike wivule Djesu rye: «Mulonzi wuboti, tsyeni nyuvayile mu udile monyu mutubu?»
2a1213006a	Djesu akemuwaghule rye: «Dibandu yi windengilili “Muboti”? Vagha mutu aboti, wuvengutse Nzambi pinze.
2a12140083	Widjabi marume ma Nzambi: “Wuyatube bukali, wuyaboke, wuyadaghe, wuyafurile mutu naghu dyambu. Ghobise tadji na ngudji aghu.”»
2a12150080	Yivunde yeni yi baSwife yikewaghule Djesu rye: «Ubongile bungebi bwami, dedi na vave nyikevu yivunde, nyighobisi mambu motsu.»
2a121600bc	Djesu anomuwulu, akemuwaghule rye: «Vaki dyambu dimosi diwusyali udughusu: byotsu abivu naghu, bisumbisi, ghaabile bidjaghe mbongu na Nzambi owuveghe busine o djulu, mbana rughe, nduki.»
2a12170051	Dibaale dyeni, anowulu mambu meni, aketsore manyuru, mumbari amabe yisine yineni.
2a1218007e	Djesu, anomulabe yiri amatsore manyuru, akevose rye: «Divure ombu djowu abavu na maboti mapwele mu ukote o Bukaghe bu Nzambi!
2a12190077	Nine, disavure ombu tsungu mu uvyoyile va dighole di tsongi; diweru dineni ombu yisine mu ukote mu Bukaghe bu Nzambi.»
2a121a004d	Batu abamamuwulu, bamamuwivule rye: «Kaboghu, yike nyi, orungulu ughobulu?»
2a121b004e	Djesu amabawaghule rye: «Adivu divure ombu batu, dighaa divure ombu Nzambi.»
2a121c0044	Pyere akevose rye: «Labati, djetu, tumasile byotsu na tumawuduke.»
2a121d00bf	Djesu akebawaghule rye: «Dingenze, nyidutsinguli, mutu wotsu, aghorungule usile ndaghu andi, mughatsi na baane bandi, baane ba ngudji bandi na biburu byandi byotsu dibandu Bukaghe bu Nzambi,
2a121e0049	yi aghodile bipwele mu temu édjidji, na monyu mutubu mu temu adjiruyi.»
2a121f00c7	Djesu anonengile dighumi na badukitsi bandi babedji va mughule andi, akebatsingule rye: «Wulwanu, o Serusaleme twiwendyanu, aghune motsu moyedughusu, ame babiyitsi bamarende mu dyambu di Mwane Mutu.
2a1220006c	Djandi, owakusu va makake ma djowu abaghédjabi Nzambi. Batu beni, bomudese, bomusyenge na bomufute matedji.
2a12210066	Yikebemani wumudimbe na mikase mi batsilu, bomuboke. Mbana, mu yilumbu ayimuryeru, orambughe o dufu.»
2a12220078	Tumbe badukitsi basamawulu ne dimosi mu mambu ame Djesu amavosaange. Payi basamawulu, mumbari divindughulu dimabasweghu.
2a12230055	Djesu anobe bebeli na Seriku, vamabe yidunge yitsane va mughulu nzile yimabe muvondi.
2a12240063	Yidunge yeni anowulu nduku yinombu yi batu bamavyoghaange, amabawivule rye: «Yine yi? Dyambu yi?»
2a12250038	Batu bakemuwaghule rye: «Djesu mwise Nasarete evyoyi.»
2a12260044	Na djandi amaghamughe: «Djesu, mwane Davide, ndabi wandi yingebe!»
2a1227009f	Batu abamavyoghaange va wusu andi, bakemughubisaange: Aa vole! Tumbe yidunge yeni akebwébwelaange ughamughe na mangolu: «Mwane Davide, ndabi wandi yingebe.»
2a1228005b	Djesu, anosikeme, amarume rye: «Mumbeyilyanu.» Yidunge anobambene, Djesu akemuwivule rye:
2a12290060	«Yi wirondi ngawuvayile?» Djandi akemuwaghule rye: «Fumu, nyirondi ubwélabe nane va teghe.»
2a122a0042	Djesu akemutsingule rye: «Tsyélabi! Yitu yaghu yimaghughobule.»
2a122b0082	Sundila, misu ma yidunge make tyemune, na akeduke Djesu noyeneyitsange Nzambi. Batu botsu na bédilabi, djowandi bakeyitse Nzambi.
2a1301002d	Djesu anokote o musyengi Seriku, akewunaange.
2a1302006d	Va musyengi eni, vamabe dibaale, dine dyandi Sase; djandi amabe yivunde yi babolitsi ba lepu na amabe yisine.
2a1303006a	Amarondaange ulabe na udjabe Djesu. Abilange aghufi, na yinombu yimabe yivyoghulile, asamarungule umulabe.
2a13040084	Sase, anolabe nane, akerele mbangu o wusu, akemate mu mwiri awumabe vane mughule nzile adji Djesu amavyoyilaange mu umulabe burange.
2a1305009a	Ave Djesu amatolile va mbure eni, anonangule misu na djulu, akemulabe na akemutsingule rye: «Sase, lenge nosundughe! Na nyangu, yilatsi mu ndaghu aghu.»
2a13060048	Sase anosundughe maswasu, akedile Djesu na nzangu djotsu mu ndaghu andi.
2a13070079	Botsu abamadilabe, bamaningaange novose rye: «Mutu éwuwu amayekote novyose yilatsi o ndaghu muvayitsi mabi nane wune!»
2a13080096	Sase anoreleme va wusu Fumu, aketsingule rye: «Fumu, la yasi yi maboti mami, nyuyighabile bidjaghe. Payi nyimadyonge mutu, nyumuvanine kumbu djine.»
2a13090077	Djesu akewaghule rye: «Na muni, dughobutsu dumakote o ghari ndaghu édjidji, mumbari djawandi adji muteghule Aberaame.
2a130a0039	Mwane Mutu amarughe mu uyirombe noghobule abatsyemughe.»
2a130b00bc	Abamabe vane, banowulu mambu meni, Djesu akebwele nongu mosi mumbari mbé ake bebeli na Serusaleme. Na batu beni bamatasaange yiri na mapape, Nzambi orughe mu uyibyatsu kaghe va ghari owu.
2a130c009e	Djesu akebatsingule rye: «Dibaale dimosi di mukute awumabe na didume, amawende o bulongu bu vale bakeyémubyatse kaghe bulongu bwandi, mbana mbé oghabusile.
2a130d009a	Ne akewende, akenengile dighumi di bidjeti byandi, akewakise kadi mutu dyandi dikabu di mbongu. Akebatsingule rye: “Salisanu mbongu tena nyughabughe.”
2a130e008b	Bise bulongu bwandi, basamadironde, baketinde batu o nzime kodu mu uyemutsingule rye: “Djetu, tugherondi urumusu na kaghe nane djandi.”
2a130f009b	Dibaale dyeni akebyatsu kaghe o bulongu bweni. Anoghabughe o mulingu andi, akenengile bidjeti byandi abe amawakise mbongu mu bawivule nane bamatsisalisile.
2a13100087	Yidjeti ayiteghe akebambene na akevose rye: “Fumu, wumapeghe yikuru yimosi yi mbongu, va djulu yoni, nyitsidile dighumi di bikuru.”
2a13110090	Kaghe eni, akemutsingule rye: “Diboti, wudji musatsi wungenze, wutsiwelemine mu mambu amagheyi, kaboghu nyuwubyatse mu dighumi di misyengi.”
2a13120084	Yidjeti ayi mubedji yike rughe, akevose rye: “Fumu, wumapeghe yikuru yimosi yi mbongu, va djulu yoni, nyitsidile bikuru biranu.”
2a13130046	Kaghe akemutsingule rye: “Ndedju, nyuwubyatse mu misyengi miranu.”
2a13140061	Yidjeti ayine yike rughe novose rye: “Fumu, la yikuru yaghu, nyimayisweghe va disite di tsande.
2a13150073	Nyimabe na ghome aghu, mumbari wudji mutu wurange: wibongi abi ndedju wughésunzi; wifuli abi ndedju wughévari.”
2a131600b2	Kaghe akemutsingule rye: “Mu posulu ndebeni nyiwusosisi, musatsi mubi nane ndedju! Wumadjabaange yiri nyidji mutu wurange: nyibongi abi nyisamasunze na nyifuli abi nyisamavare.
2a13170086	Wumadjabe nane, mbé wumayesunze mbongu tsyami ombu bakoli, mbana ave mbé nyimaghabuyile, mbé nyimayitsibonge na bapite va djulu?”
2a13180076	Na aketsingule botsu abamabe vane rye: “Mupatulyanu yikuru ayivu nandi, na yiveyanu ombu djandi awavu na dighumi.”
2a13190050	Batu beni, bamasimine novose rye: “Fumu, ka djandi akane dighumi di bikuru!”
2a131a0094	Kaghe akebawaghule rye: “Menu nyidutsinguli: mutu wotsu awuvu na yime, bomubwese; tumbe wotsu aghaane yime, bomupatule nesi mwa pesu adjivu nandi.
2a131b007c	Tumbe bambeni bami abasamaronde yiri nyike byatsu nane kaghe owu, bambeyilyanu vave na batabulyanu bakingu va wusu ami.”»
2a131c003d	Djesu anomane uvose, akerele va wusu na akemate o Serusaleme.
2a131d00ae	Ave amabambeninaange na mimbu ma Betefase na Betani, anobe bebeli na mukongu winengulu «mukongu wu miri mi Olive», akesindighe badukitsi bandi babedji na akebatsingule rye:
2a131e008b	«Wendanu o dimbu adivu va wusu enu. Ave dutolile, durasune mwane yibulu atungu, awuskatsanunu na mutu. Munyangulyanu na mumbeyilyanu wunu.
2a131f006e	Payi mutu atsiduwivule rye: “Mumbari yi dwimunyangulili?” Duke muwaghule rye: “Fumu ane nzale woni.”»
2a1320004d	Djowu abasindughu bakewende, na bakerasunu byotsu nane Djesu amabatsingulile.
2a1321006f	Ave bamanyangulilaange mwane yibulu yeni, ba fumu, bakebawivule rye: «Dibandu yi dwinyangulili mwane yibulu?»
2a1322002b	Bakebawaghule rye: «Fumu ane nzale woni.»
2a13230063	Banobeghe yibulu yeni ombu Djesu, bakene walange bikutu byowu va djulu yibulu, na bakematise Djesu.
2a13240053	Ave Djesu amayene wendilaange, mu nzile djotsu, batu bakeyene walange bikutu byowu.
