0100000008	Postanak
011e09005f	A vidjevši Lea da je prestala rađati, uzme svoju sluškinju Zilpu pa je dade Jakovu za ženu.
011e0a0033	I kad je Leina sluškinja Zilpa rodila Jakovu sina,
011e0b0039	Lea uskliknu: “Koje sreće!” Tako mu nadjenu ime Gad.
011e0c0031	Leina sluškinja Zilpa rodi Jakovu i drugog sina,
011e0d005f	i Lea opet uskliknu: “Blago meni! Žene će me zvati blaženom!” Tako mu nadjenu ime Ašer.
011e0e00ad	Jednoga dana, u vrijeme pšenične žetve, namjeri se Ruben u polju na ljubavčice te ih donese svojoj majci Lei. I Rahela reče Lei: “Daj mi od ljubavčica svoga sina!”
011e0f00da	A Lea odgovori: “Zar ti nije dosta što si mi oduzela muža pa još hoćeš da od mene uzmeš i ljubavčice moga sina?” Rahela odgovori: “Pa dobro, neka s tobom noćas leži u zamjenu za ljubavčice tvog sina.”
011e1000b3	Kad je Jakov navečer stigao iz polja, Lea mu iziđe u susret pa reče: “Treba da dođeš k meni, jer sam te unajmila za ljubavčice moga sina.” One je noći on s njom ležao.
011e110035	Bog usliša Leu; ona zače te Jakovu rodi petog sina.
011e120081	Onda Lea reče: “Bog mi je uzvratio nagradom što sam ustupila svoju sluškinju svome mužu.” Stoga sinu nadjenu ime Jisakar.
011e13002b	Lea opet zače i rodi Jakovu šestoga sina.
011e140096	Onda Lea reče: “Bog me obdari dragocjenim darom; sada će mi moj muž dati darove: tÓa rodila sam mu šest sinova.” Tako mu nadjenu ime Zebulun.
011e150029	Zatim rodi kćer te joj nadjenu ime Dina.
011e160040	Uto se Bog sjeti Rahele: Bog je usliša i otvori njezinu utrobu.
011e17003e	Ona zače i rodi sina te reče: “Ukloni Bog moju sramotu!”
011e180048	Nadjene mu ime Josip, rekavši: “Neka mi Jahve pridoda drugog sina!”
011e190058	Pošto je Rahela rodila Josipa, Jakov reče Labanu: “Pusti me da idem u svoj zavičaj!
011e1a006e	Daj mi moje žene za koje sam te služio i moju djecu da mogu otići: tÓa dobro znaš kako sam te služio.”
011e1b0061	A Laban mu odgovori: “Ne idi, ako si mi prijatelj. Znam da me Jahve blagoslivljao zbog tebe.”
011e1c0041	I nadoda: “Odredi plaću koju želiš od mene, i dat ću ti.”
011e1d0069	On mu odgovori: “Ti dobro znaš što je moja služba značila za te i kako je tvome blagu bilo sa mnom.
011e1e00bd	Malenkost što si je imao prije nego sam ja došao povećala se vrlo mnogo, jer kuda god sam prolazio Jahve te blagoslivljao na mojim koracima. A sad je vrijeme da poradim i za svoj dom.”
011e1f0095	On upita: “Koliko da ti platim?” Jakov odgovori: “Nemoj mi platiti ništa! Ako mi učiniš ovo, opet ću na pašu goniti i čuvati tvoje stado.
011e200089	Daj da prođem danas kroz tvoje stado i od njega izlučim svaku garavu ovcu i svaku šarenu ili napruganu kozu! Neka to bude moja plaća!
011e2100f6	A ubuduće kad budeš svojim očima provjeravao moju naplatu, moje će poštenje biti svjedok za mene: nađe li se među mojim kozama ijedna koja ne bude šarena ili naprugana, ili među ovcama koja ne bi bila garava, neka se smatra ukradenom!”
011e220032	Laban reče: “Dobro, neka bude kako si kazao.”
011e2300a9	Ali toga dana Laban izluči naprugane i šarene jarce i sve riđaste i šarene koze - svaku koja je na sebi imala bijelo - i sve garave ovce pa ih preda svojim sinovima.
011e240054	I odande gdje je Jakov pasao ostatak Labanova stada udalji se za koja tri dana hoda.
011e250077	A Jakov uzme zelenih mladica od topola, badema i platana; na njima izreza bijele pruge, otkrivši bjeliku na mladicama.
011e26007c	Pruće tako isprugano postavi u korita, u pojila iz kojih se stoka napajala. A kako se stoka parila kad je na vodu dolazila,
011e270059	to su se jarci parili uz pruće, pa su koze kozile prugaste, riđaste i šarene kozliće.
011e2800c3	Tako je i ovce Jakov bio izlučio i glave im okrenuo prema prugastima ili posve garavima što su bile u Labanovu stadu. Tako je za se namicao posebna stada koja nije miješao s Labanovim stadima.
011e29008b	Osim toga, kad bi se god dobro uzrasla stoka parila, Jakov bi stavio pruće u korita, baš pred oči živine, tako da se pari pred prućem.
011e2a0067	Ali ga pred kržljavu marvu nije stavljao. Tako je kržljava zapadala Labana, a dobro razvijena Jakova.
011e2b0057	Čovjek se tako silno obogatio, stekao mnogu stoku, sluge i sluškinje, deve i magarad.
011f0100a0	Uto Jakov dozna kako Labanovi sinovi govore: “Sve dobro našega oca uze Jakov; i od onoga što bi moralo pripasti našem ocu namaknuo je sve ono bogatstvo.”
011f020049	A opazi Jakov i na Labanovu licu da se on ne drži prema njemu kao prije.
011f030066	Tada Jahve reče Jakovu: “Vrati se u zemlju svojih otaca, u svoj zavičaj, i ja ću biti s tobom!”
011f040036	Jakov onda pozove Rahelu i Leu u polje, k svome stadu,
011f050075	pa im reče: “Ja vidim na licu vašega oca da se on ne drži prema meni kao prije; ali Bog oca moga sa mnom je bio.
011f06003d	I same znate da sam vašega oca služio koliko sam god mogao;
011f07006e	pa ipak je vaš otac mene varao, deset mi je puta plaću mijenjao. Ali Bog nije dopuštao da mi nanese štetu.
011f0800c0	Ako bi on rekao: 'Svaka šarena neka bude tebi za naplatu', onda bi cijelo stado mladilo šarene; ako bi opet rekao: 'Prugasti neka budu tebi za plaću', onda bi cijelo stado mladilo prugaste.
011f090038	Tako je Bog uzimao blago od vašeg oca pa ga meni davao.
011f0a008c	Jednom, kad se stado oplođivalo, nenadano vidjeh u snu da su jarci u stadu, dok su se parili, bili prugasti, mjestimično bijeli i šareni.
011f0b003f	Još u snu anđeo Božji mene zovne: 'Jakove!' 'Evo me!' rekoh.
011f0c009a	A on nastavi: 'Primijeti dobro da su jarci u stadu što se pare prugasti, mjestimično bijeli i šareni. Ja sam, naime, vidio sve što ti je Laban činio.
011f0d009b	Ja sam Bog koji ti se ukazao u Betelu, gdje si uljem pomazao stup i gdje si mi učinio zavjet. Sad ustaj i idi iz ove zemlje; vrati se u svoj zavičaj!'”
011f0e005b	Nato mu Rahela i Lea odgovore: “Zar još imamo baštinskog dijela u svome očinskom domu?
011f0f006b	Zar nas otac nije smatrao tuđinkama? TÓa on je nas prodao, a onda je pojeo novac što ga je za nas dobio!
011f100074	Sve bogatstvo što je Bog oduzeo našem ocu zbilja je naše i djece naše. Zato izvrši sve što ti je Bog rekao!”
011f110034	Nato Jakov naprti na deve svoju djecu i svoje žene;
011f12009c	pred sobom potjera sve svoje blago, sva svoja dobra što ih je stekao, stoku što ju je namaknuo u Padan Aramu: krenu u zemlju kanaansku, k svome ocu Izaku.
011f13006c	Laban bijaše otišao da striže svoje ovce, pa Rahela prisvoji kućne kumire koji su pripadali njezinu ocu.
011f140044	Jakov zavara Aramejca Labana tako da nije ni slutio da će bježati.
011f15005f	I pobjegne sa svim što je bilo njegovo. Ubrzo prijeđe Eufrat i upravi put prema brdu Gileadu.
011f160034	Trećeg dana obavijeste Labana da je Jakov pobjegao.
011f17006d	On povede sa sobom svoje rođake te je za Jakovom išao u potjeru sedam dana hoda; stiže ga na brdu Gileadu.
011f180080	Ali se Bog ukaza Aramejcu Labanu, noću u snu, te mu reče. “Pazi da protiv Jakova ne poduzimlješ ništa, ni dobro ni zlo!”
011f19006b	Uto Laban stigne Jakova. Jakov bijaše postavio svoj šator na Glavici, a Laban se utabori na brdu Gileadu.
011f1a006d	Onda Laban reče Jakovu: “Što si to htio zavaravajući me i odvodeći mi kćeri kao zarobljenice na maču?
011f1b007d	Zašto si potajno pobjegao, u bludnju me zaveo i nisi me obavijestio? Otpratio bih te s veseljem i pjesmom, uz bubnje i lire.
011f1c0056	Nisi mi dopustio ni da izljubim svoje kćeri i svoju unučad! Zbilja si ludo postupio.
011f1d008b	U mojoj je ruci da s tobom loše postupim. Ali Bog tvoga oca noćas mi reče: 'Pazi da protiv Jakova ne poduzmeš ništa, ni dobro ni zlo!'
011f1e0063	Sada dobro, otišao si jer si čeznuo za svojim očinskim domom; ali zašto si mi kumire pokrao?”
011f1f0059	Jakov odgovori Labanu: “Strepio sam od pomisli da bi mi mogao silom oteti svoje kćeri.
011f20009e	A kumire svoje u koga nađeš, onaj neka pogine! Ovdje pred našom braćom kaži što je tvoga pri meni i nosi!” Jakov nije znao da ih je Rahela prisvojila.
011f21009e	Tako Laban uđe u šator Jakovljev, pa u šator Lein, onda u šator dviju sluškinja, ali ništa ne nađe. Izišavši iz Leina šatora, uđe u šator Rahelin.
011f22008b	A Rahela bijaše uzela kumire i stavila ih u sjedalo svoje deve, a onda na njih sjela. Laban je premetao po svemu šatoru, ali ih ne nađe.
011f2300b5	Ona je, naime, rekla svome ocu: “Neka se moj gospodar ne ljuti što ne mogu pred njim ustati jer imam ono što je red kod žena.” I tako je pretraživao, ali kumira nije našao.
011f240094	Sad se Jakov ražesti i zađe u prepirku s Labanom. Otvoreno Jakov reče Labanu: “Kakvo je moje zlodjelo, koja li je moja krivnja da me progoniš?
011f2500a3	Eto si premetnuo sve moje stvari, pa kakav si predmet našao od svega svog kućanstva? Položi ga tu pred moj i svoj rod pa neka oni budu suci među nama dvojicom.
011f260086	Za ovih dvadeset godina što sam ih s tobom proveo ni tvoje ovce ni tvoje koze nisu se jalovile niti sam ja jeo ovnova iz tvoga stada.
011f2700a1	Ono što bi zvijer razdrla, tebi nisam donosio, nego bih od svoga gubitak nadoknadio. Ti si to od mene tražio, bilo da je nestalo danju ili da je nestalo noću.
011f280059	Često sam danju skapavao od žeđi, a obnoć od studeni. San je bježao od mojih očiju.
011f2900b6	Od ovih dvadeset godina što sam ih proveo u tvojoj kući četrnaest sam ti godina služio za tvoje dvije kćeri, a šest godina za tvoju stoku, jer si mi mijenjao zaradu deset puta.
011f2a00a5	Da sa mnom nije bio Bog moga oca, Bog Abrahamov, Strah Izakov, otpravio bi me praznih ruku. Ali je Bog gledao moju nevolju i trud mojih ruku te je sinoć dosudio.”
011f2b00c5	Nato Laban odgovori Jakovu: “Kćeri su moje kćeri; djeca su moja djeca; stada su moja stada, sve što gledaš moje je. Ali što danas mogu učiniti ovim svojim kćerima ili djeci koju su rodile?
011f2c0059	Pa dobro, hajde da ti i ja napravimo ugovor, tako da bude svjedok između mene i tebe.”
011f2d0033	Nato Jakov uzme jedan kamen pa ga uspravi kao stup,
011f2e0077	a onda reče svojim ljudima: “Skupite kamenja!” Tako oni nakupe kamenja i nabace gomilu. Tu su na gomili blagovali.
011f2f0043	Laban je nazva “Jegar sahaduta”, a Jakov je nazva “Gal-ed”.
011f300069	Onda Laban izjavi: “Neka ova gomila danas bude svjedok između mene i tebe!” Stoga je nazvana Gal-ed,
011f310067	ali i Mispa, jer je rekao. “Neka Jahve bude na vidu i tebi i meni kad jedan drugog ne budemo gledali.
011f3200b2	Ako budeš loše postupao prema mojim kćerima, ili ako uzmeš druge žene uz moje kćeri, sve da nitko drugi ne bude s nama, znaj da će Bog biti svjedok između mene i tebe.”
011f330068	Potom Laban reče Jakovu: “Ovdje je, evo, gomila; ovdje je stup koji sam uspravio između sebe i tebe:
011f340093	ova gomila i ovaj stup neka budu jamac da ja u zloj namjeri neću ići na te iza ove gomile i da ti nećeš ići na me iza ove gomile i ovog stupa.
011f350065	Neka Bog Abrahamov i Bog Nahorov budu naši suci!” Jakov se zakune Bogom - Strahom svoga oca Izaka.
011f360077	Poslije toga Jakov prinese žrtvu na Glavici i pozva svoje ljude da blaguju. Poslije objeda proveli su noć na Glavici.
011f370078	Ranim se jutrom Laban digne, izljubi svoje sinove i svoje kćeri te ih blagoslovi; onda se zaputi natrag u svoje mjesto.
0120010045	Jakov je putovao svojim putem, kad mu u susret izađu anđeli Božji.
012002005b	Kad ih Jakov opazi, reče: “Ovo je Božje taborište!” Zato nazva ono mjesto Mahanajim.
0120030056	Jakov pošalje pred sobom glasnike svome bratu Ezavu u zemlju Seir, u Edomsku pustaru,
012004008a	i naloži im: “Ovako ćete reći mome gospodaru Ezavu: 'Sluga tvoj Jakov poručuje ti: Boravio sam kod Labana i dosad se ondje zadržao.
0120050085	Stekao sam goveda, magaradi, ovaca, sluga i sluškinja. Javljam to svome gospodaru, ne bih li našao naklonost u njegovim očima.'”
0120060080	Glasnici se vrate Jakovu te mu reknu: “Bili smo kod tvoga brata Ezava; on sam dolazi ti u susret sa četiri stotine momaka.”
0120070070	Jakov se silno uplaši. U zabrinutosti rastavi na dva tabora ljude, stada, krda i deve što ih je sa sobom imao.
012008005a	Računao je: ako Ezav naiđe na jedan tabor i napadne ga, drugi bi se tabor mogao spasiti.
01200900a0	Onda se Jakov pomoli: “O Bože oca moga Abrahama! Bože oca moga Izaka! O Jahve, koji si mi naredio: 'Vrati se u svoj rodni kraj, i ja ću ti biti dobrostiv!'
01200a00a5	Nisam vrijedan sve dobrote koju si tako postojano iskazivao svome sluzi. TÓa samo sam sa svojim štapom nekoć prešao ovaj Jordan, a sad sam narastao u dva tabora.
01200b0078	Izbavi me od šaka moga brata, od šaka Ezavovih! Inače se bojim da bi mogao doći i umlatiti i mene, i majke, i djecu.
01200c008b	Ti si rekao: 'Obilnim ću te dobrima obasipati i tvoje potomstvo umnožiti poput pijeska u moru koji se ne da prebrojiti zbog množine.'”
01200d005e	Ondje provede onu noć; a onda, od onog što je imao pri ruci, pripravi dar svome bratu Ezavu:
01200e0040	dvjesta koza i dvadeset jaraca, dvjesta ovaca i dvadeset ovnova;
01200f006f	trideset deva dojilica s njihovim mladima; četrdeset krava i deset junaca; dvadeset magarica i deset magaraca.
0120100079	Stado po stado preda svojim slugama. Onda reče svojim slugama: “Idite preda mnom, ali držite razmak među stadima!”
012011007e	A prvom izda naredbu rekavši: “Kad te sretne moj brat Ezav pa te upita: 'Čiji si ti? Kamo ideš? Čije je ovo pred tobom?'
0120120064	odgovori: 'Tvoga sluge Jakova; ovo je dar koji šalje svome gospodaru Ezavu; on je tamo za nama.'”
012013007b	Tako je naredio i drugome, pa trećemu i svima drugima koji su išli za stadima: “Ovo i ovako reci Ezavu kad ga sretneš.
01201400aa	Još mu dodaj: 'A sluga tvoj Jakov i sam je za nama.'” Mislio je naime: “Ako ga unaprijed udobrostivim darovima, a onda se s njim suočim, možda će mi oprostiti.”
0120150043	Tako darovi krenu naprijed, dok je on ostao one noći u taborištu.
012016007a	One noći on ustane, uzme svoje obje žene, obje svoje sluškinje i svoje jedanaestero djece te prijeđe Jabok preko gaza.
0120170053	Prebacivši njih na drugu stranu toka, prebaci zatim i ostalo što bijaše njegovo.
0120180046	Jakov ostane sam. I neki se čovjek rvao s njim dok nije zora svanula.
012019006d	Videći da ga ne može svladati, ugane mu bedro pri zglobu, tako da se Jakovu kuk iščašio dok su se rvali.
01201a006c	Potom reče: “Pusti me jer zora sviće!” Ali on odgovori: “Neću te pustiti dok me ne blagosloviš.”
01201b0041	Nato ga onaj zapita: “Kako ti je ime?” Odgovori: “Jakov.”
01201c0078	Onaj reče. “Više se nećeš zvati Jakov nego Izrael, jer si se hrabro borio i s Bogom i s ljudima i nadvladao si.”
01201d0076	Onda zapita Jakov: “Reci mi svoje ime!” Odgovori onaj: “Za moje me ime ne smiješ pitati!” I tu ga blagoslovi.
01201e0068	Onom mjestu Jakov nadjene ime Penuel jer - reče - “Vidjeh Boga licem u lice, i na životu ostadoh.”
01201f004b	Sunce je nad njim bilo ogranulo kad je prošao Penuel. Hramao je zbog kuka.
01202000a2	Zato Izraelci do današnjeg dana ne jedu kukovnu tetivu što se nalazi na bedrenom zglobu, budući da je Jakovljev bedreni zglob bio iščašen u kukovnoj tetivi.
012101008f	Jakov podiže oči i opazi gdje dolazi Ezav i s njime četiri stotine ljudi. Onda on podijeli svoju djecu među Leu, Rahelu i dvije sluškinje;
0121020064	postavi sluškinje i njihovu djecu na čelo; iza njih Leu i njezinu djecu; a Rahelu i Josipa straga.
0121030054	Sam prođe naprijed, nakloni se do zemlje sedam puta dok se ne primače svome bratu.
0121040051	Ezav mu potrča u susret. Zagrli ga padnuvši mu oko vrata, poljubi ga i zaplaka.
0121050087	Onda podiže oči i vidje žene i djecu. “Tko su ovi s tobom?” - zapita. On odgovori: “Djeca kojom je Bog obdario tvoga slugu.”
0121060046	Potom naprijed stupe sluškinje sa svojom djecom te se duboko naklone.
012107007a	Naprijed stupi i Lea sa svojom djecom te se duboko nakloni. Najposlije stupe naprijed Josip i Rahela te se duboko naklone.
0121080076	Ezav upita: “Što kaniš sa svom ovom povorkom što sam je sreo?” Odgovori: “Naći naklonost svoga gospodara.”
012109004e	Ezav odgovori: “Ja imam dosta, brate moj. Neka ostane tebi što je tvoje.”
01210a00a3	A Jakov reče: “Nemoj tako! Ako sam našao naklonost u tvojim očima, primi dar iz moje ruke; jer meni je, što si me ljubezno primio, kao da gledam lice Božje.
01210b007d	Zato prihvati moj dar što sam ti ga donio; Bog mi je bio sklon te imam svega.” Kako ga je uporno nagovarao, Ezav prihvati.
01210c0042	“Pođimo na put”, reče Ezav, “i ja ću s tobom putovati.”
01210d00b4	Ali mu on odvrati: “Zna moj gospodar da su djeca nejaka. Osim toga, valja mi se brinuti o ovcama i kravama koje doje: ako bi se tjerale prebrzo samo jednog dana, sve bi pocrkale.
01210e0097	Neka moj gospodar ide ispred svoga sluge, a ja ću ići polako, uz korak marve pred sobom i uz korak djece, dok ne stignem k svome gospodaru u Seir.”
01210f00a7	Onda reče Ezav: “Da ti barem ostavim nekoliko ljudi koji se sa mnom nalaze.” Ali on odgovori: “Čemu to? Neka ja samo nađem milost u očima svoga gospodara!”
012110002c	Tako se Ezav onog dana zaputi natrag u Seir,
0121110077	dok je Jakov otišao u Sukot, gdje sebi sagradi kuću, a svom blagu podigne staje. Stoga je onom mjestu dano ime Sukot.
0121120088	Došavši tako iz Padan Arama, Jakov sretno stigne u grad Šekem, koji se nalazi u zemlji kanaanskoj, i postavi svoj šator pred gradom.
0121130068	A komad zemlje na kojoj je postavio svoj šator kupi od sinova Hamora, Šekemova oca, za stotinu kesita.
0121140037	Tu podiže žrtvenik i nazva ga “El, Bog Izraelov”.
