0100000009	UGenesisi
0b010b009c	Ngakho uNathani wakhuluma kuBathisheba unina kaSolomoni esithi: Kawuzwanga yini ukuthi uAdonija indodana kaHagithi uyabusa, lenkosi yethu uDavida kayikwazi?
0b010c0066	Ngakho-ke woza, ake ngikuphe iseluleko, ukuze usindise impilo yakho lempilo yendodana yakho uSolomoni.
0b010d00ed	Hamba ungene enkosini uDavida uthi kuyo: Wena nkosi yami, nkosi, kawufunganga yini kuncekukazi yakho usithi: Qotho, uSolomoni indodana yami uzabusa emva kwami, njalo yena uzahlala esihlalweni sami sobukhosi? Pho, kungani kubusa uAdonija?
0b010e005c	Khangela, ulokhu usakhuluma lapho lenkosi, ngingene lami emva kwakho, ngiqinise amazwi akho.
0b010f0073	UBathisheba wasengena enkosini ekamelweni. Inkosi yayisindala kakhulu, loAbishagi umShunami wayeyisebenzela inkosi.
0b01100042	UBathisheba waseguqa wakhothamela inkosi; inkosi yasisithi: Ulani?
0b011100c1	Wasesithi kuyo: Nkosi yami, wena wafunga ngoJehova uNkulunkulu wakho kuncekukazi yakho usithi: Qotho uSolomoni indodana yakho uzabusa emva kwami, njalo yena uzahlala esihlalweni sami sobukhosi.
0b01120055	Kodwa khathesi khangela, uAdonija uyabusa, khathesi-ke, nkosi yami, nkosi, kawukwazi.
0b011300a9	Usehlabe izinkabi lokunonisiweyo lezimvu ezinengi, wanxusa wonke amadodana enkosi loAbhiyatha umpristi loJowabi induna yebutho; kodwa uSolomoni inceku yakho kamnxusanga.
0b011400a2	Wena-ke, nkosi yami, nkosi, amehlo kaIsrayeli wonke aphezu kwakho ukuthi ubatshele ukuthi ngubani ozahlala esihlalweni sobukhosi senkosi yami, inkosi, emva kwayo,
0b0115006b	hlezi kuzakuthi lapho inkosi yami, inkosi, izalala laboyise, mina lendodana yami uSolomoni sizakuba yizoni.
0b01160045	Khangela-ke, elokhu esakhuluma lenkosi, loNathani umprofethi wangena.
0b0117008c	Basebeyibikela inkosi besithi: Khangela uNathani umprofethi. Esengene phambi kwenkosi wakhothama phambi kwenkosi ngobuso bakhe emhlabathini.
0b0118008d	UNathani wasesithi: Nkosi yami, nkosi, wena utshilo yini ukuthi: UAdonija uzabusa emva kwami, njalo yena uzahlala esihlalweni sami sobukhosi?
0b011900e6	Ngoba wehlile lamuhla, uhlabile izinkabi lokunonisiweyo lezimvu ezinengi, wanxusa wonke amadodana enkosi, lenduna zebutho, loAbhiyatha umpristi; khangela-ke, bayadla bayanatha phambi kwakhe, njalo bathi: Kayiphile inkosi uAdonija!
0b011a0074	Kodwa mina, mina inceku yakho loZadoki umpristi loBhenaya indodana kaJehoyada loSolomoni inceku yakho, kasinxusanga.
0b011b009a	Lindaba yenziwe yinkosi yami, inkosi, yini? Njalo kawazisanga inceku yakho ukuthi ngubani ozahlala esihlalweni sobukhosi senkosi yami, inkosi, emva kwayo?
0b011c0072	Inkosi uDavida yasiphendula yathi: Ngibizelani uBathisheba. Wasengena phambi kobuso benkosi, wema phambi kwenkosi.
0b011d005a	Inkosi yasifunga yathi: Kuphila kukaJehova ohlenge umphefumulo wami kuzo zonke inhlupheko,
0b011e00e2	ngitsho, njengoba ngafunga kuwe ngeNkosi, uNkulunkulu kaIsrayeli, ngisithi: Qotho, uSolomoni indodana yakho uzabusa emva kwami, njalo yena uzahlala esihlalweni sami sobukhosi esikhundleni sami; qotho ngizakwenza njalo lamuhla.
0b011f007f	UBathisheba wasekhothama ngobuso emhlabathini, waguqela inkosi wathi: Kayiphile inkosi yami, inkosi uDavida kuze kube nininini!
0b01200089	Inkosi uDavida yasisithi: Ngibizelani uZadoki umpristi, loNathani umprofethi, loBhenaya indodana kaJehoyada. Basebengena phambi kwenkosi.
0b01210089	Inkosi yasisithi kibo: Thathani kanye lani inceku zenkosi yenu, ligadise uSolomoni indodana yami imbongolo engeyami, limehlisele eGihoni.
0b01220098	Kakuthi-ke uZadoki umpristi loNathani umprofethi bamgcobe khona abe yinkosi phezu kukaIsrayeli; beselivuthela uphondo lithi: Kayiphile inkosi uSolomoni!
0b012300c3	Beselisenyuka emva kwakhe, njalo uzakuza ahlale esihlalweni sami sobukhosi, ngoba uzakuba yinkosi esikhundleni sami, njalo yena ngimbekile ukuthi abe ngumbusi phezu kukaIsrayeli laphezu kukaJuda.
0b01240079	UBhenaya indodana kaJehoyada waseyiphendula inkosi wathi: Ameni. Kayitsho njalo iNkosi, uNkulunkulu wenkosi yami, inkosi!
0b012500a1	Njengoba uJehova ubelenkosi yami, inkosi, kabe njalo loSolomoni, asenze isihlalo sakhe sobukhosi sibe sikhulu kulesihlalo sobukhosi senkosi yami, inkosi uDavida.
0b012600ab	Ngakho uZadoki umpristi, loNathani umprofethi, loBhenaya indodana kaJehoyada, lamaKerethi, lamaPelethi behla bamgadisa uSolomoni imbongolo yenkosi uDavida, bamusa eGihoni.
0b01270094	UZadoki umpristi wasethatha uphondo lwamafutha ethenteni, wamgcoba uSolomoni. Basebevuthela uphondo, bonke abantu bathi: Kayiphile inkosi uSolomoni!
0b01280092	Bonke abantu basebesenyuka emva kwakhe, bonke abantu basebevuthela imihlanga bethokoza ngentokozo enkulu, waze waqhekezeka umhlaba ngomsindo wabo.
0b01290099	UAdonija labo bonke abanxusiweyo ababelaye basebewuzwa sebeqede ukudla. Lapho uJowabi esizwa ukukhala kophondo wathi: Ngowani umsindo womuzi oxokozelayo?
0b012a008b	Lapho esakhuluma, khangela, kwafika uJonathani indodana kaAbhiyatha umpristi; uAdonija wathi: Ngena, ngoba uliqhawe, uletha imibiko emihle.
0b012b006e	UJonathani wasephendula wathi kuAdonija: Qotho, inkosi yethu, inkosi uDavida, imbekile uSolomoni waba yinkosi;
0b012c009c	njalo inkosi ithume kanye laye uZadoki umpristi, loNathani umprofethi, loBhenaya indodana kaJehoyada, lamaKerethi, lamaPelethi, bamgadisa imbongolo yenkosi.
0b012d009a	Njalo uZadoki umpristi loNathani umprofethi bamgcobile waba yinkosi eGihoni, benyuka khona bethokoza; yikho umuzi uxokozela. Yiwo lowomsindo eliwuzwileyo.
0b012e0037	Futhi uSolomoni usehlezi esihlalweni sobukhosi sombuso.
0b012f00ff	Futhi lenceku zenkosi zifikile ukubusisa inkosi yethu, inkosi uDavida, zisithi: UNkulunkulu wakho kalenze ibizo likaSolomoni libe ngcono kulebizo lakho, enze isihlalo sakhe sobukhosi sibe sikhulu kulesihlalo sakho sobukhosi. Inkosi yasikhothama embhedeni.
0b0130008e	Futhi-ke yatsho njalo inkosi: Kayibusiswe iNkosi, uNkulunkulu kaIsrayeli, enike lamuhla ohlala esihlalweni sami sobukhosi, amehlo ami ekubona.
0b01310065	Bonke abanxusiweyo ababeloAdonija basebethuthumela, basukuma, bahamba ngulowo lalowo ngendlela yakhe.
0b01320051	UAdonija wasesesaba ngenxa kaSolomoni, wasukuma wahamba, wabamba impondo zelathi.
0b013300d4	Wasebikelwa uSolomoni ukuthi: Khangela, uAdonija uyayesaba inkosi uSolomoni; ngoba khangela, usebambe impondo zelathi esithi: Inkosi uSolomoni kayifunge kimi lamuhla ukuthi kayiyikuyibulala inceku yayo ngenkemba.
0b0134007c	USolomoni wasesithi: Uba eyindoda uqobo, kakuyikuwa okonwele lwakhe emhlabathini. Kodwa uba ububi butholakala kuye, uzakufa.
0b01350085	Inkosi uSolomoni yasithuma, bamehlisa elathini. Wasesiza wakhothama enkosini uSolomoni; uSolomoni wasesithi kuye: Yana endlini yakho.
0b02010056	Insuku zikaDavida zokuthi afe zasezisondela, waselaya uSolomoni indodana yakhe esithi:
0b0202003c	Sengihamba indlela yomhlaba wonke. Ngakho qina, ube yindoda,
0b02030104	ugcine imfanelo yeNkosi uNkulunkulu wakho, ukuhamba ngezindlela zayo, ukugcina izimiso zayo, imithetho yayo, lezahlulelo zayo, lobufakazi bayo, njengokubhaliweyo emlayweni kaMozisi, ukuze uphumelele kukho konke okwenzayo, laloba ngaphi lapho ophendukela khona,
0b0204010c	ukuze iNkosi iqinise ilizwi layo eyalikhuluma mayelana lami isithi: Uba amadodana akho eqaphelisa indlela yawo, ukuhamba ngobuqotho phambi kwami ngenhliziyo yonke yawo langomphefumulo wonke wawo, (isithi) kakuyikusweleka kuwe indoda esihlalweni sobukhosi sikaIsrayeli.
0b02050141	Futhi-ke wena uyakwazi ukuthi uJowabi indodana kaZeruya wenzani kimi, ukuthi wenzani kuzinduna ezimbili zamabutho akoIsrayeli, kuAbhineri indodana kaNeri, lakuAmasa indodana kaJetheri, owababulala wachitha igazi lempi ekuthuleni, wafaka igazi lempi ebhantini lakhe elalisekhalweni lwakhe lemanyathelweni asenyaweni zakhe.
0b02060068	Ngakho yenza njengenhlakanipho yakho, ungayekeli ikhanda lakhe elilezimvu lehlele engcwabeni ngokuthula.
0b020700b6	Kodwa kumadodana kaBarizilayi umGileyadi wenze umusa, njalo kawabe phakathi kwabadla etafuleni lakho, ngoba ngokunjalo asondela kimi ekubalekeleni kwami ubuso bukaAbisalomu umfowenu.
0b020800f3	Futhi khangela, kukhona kuwe uShimeyi indodana kaGera umBhenjamini weBahurimi, owangithuka ngesethuko esibuhlungu mhla ngisiya eMahanayimi; kodwa wehla ukungihlangabeza eJordani, ngasengifunga kuye ngeNkosi ngathi: Kangiyikukubulala ngenkemba.
0b020900aa	Ngakho-ke ungamyekeli abe ngongelacala, ngoba ungumuntu ohlakaniphileyo, ngoba uyakwazi ozakwenza kuye, njalo uzakwehlisela ikhanda lakhe eliyimpunga lilegazi engcwabeni.
0b020a003a	UDavida waselala laboyise, wangcwatshelwa emzini kaDavida.
0b020b00bb	Njalo insuku uDavida abusa ngazo phezu kukaIsrayeli zaziyiminyaka engamatshumi amane; eHebroni wabusa iminyaka eyisikhombisa, leJerusalema wabusa iminyaka engamatshumi amathathu lantathu.
0b020c005c	USolomoni wasehlala esihlalweni sobukhosi sikaDavida uyise, lombuso wakhe waqiniswa kakhulu.
0b020d0082	UAdonija indodana kaHagithi wasesiza kuBathisheba unina kaSolomoni; wasesithi: Ukuza kwakho kuyikuthula yini? Wasesithi: Ukuthula.
0b020e002b	Wathi: Ngilelizwi kuwe. Wasesithi: Khuluma.
0b020f00c8	Wasesithi: Wena uyakwazi ukuthi umbuso wawungowami, lokuthi uIsrayeli wonke babebeke ubuso babo kimi ukuthi ngizabusa; kodwa umbuso waphendulwa, waba ngowomfowethu, ngoba waba ngowakhe uvela eNkosini.
0b02100060	Khathesi-ke, ngicela isicelo esisodwa kuwe, ungafulathelisi ubuso bami. Wasesithi kuye: Khuluma.
0b02110081	Wasesithi: Ake ukhulume loSolomoni inkosi (ngoba kayikufulathelisa ubuso bakho) ukuthi anginike uAbishagi umShunami abe ngumkami.
0b02120041	UBathisheba wasesithi: Kulungile; mina ngizakukhulumela enkosini.
0b021300f2	Ngakho uBathisheba wasesiya enkosini uSolomoni ukukhulumela uAdonija kuyo. Inkosi yasisukuma ukumhlangabeza, yakhothama kuye, yahlala esihlalweni sayo sobukhosi, yathi kubekelwe unina wenkosi isihlalo sobukhosi; wasehlala ngakwesokunene sayo.
0b0214009c	Wasesithi: Ngicela isicelo esisodwa esincinyane kuwe, ungafulathelisi ubuso bami. Inkosi yasisithi kuye: Cela, mama, ngoba kangiyikufulathelisa ubuso bakho.
0b02150047	Wasesithi: UAbishagi umShunami kanikwe uAdonija umfowenu abe ngumkakhe.
0b021600c7	Inkosi uSolomoni yasiphendula yathi kunina: Usumcelelelani uAdonija uAbishagi umShunami? Umcelele lombuso, ngoba ungumfowethu omdala kulami, yebo yena loAbhiyatha umpristi loJowabi indodana kaZeruya.
0b0217009b	Inkosi uSolomoni yasifunga ngeNkosi isithi: Kenze njalo uNkulunkulu kimi lokunjalo engezelele, uba uAdonija engakhulumanga lelilizwi emelene lempilo yakhe.
0b021800a9	Ngakho-ke, kuphila kukaJehova ongimisileyo wangibeka esihlalweni sobukhosi sikaDavida ubaba, wangenzela indlu njengokukhuluma kwakhe, isibili lamuhla uAdonija uzabulawa.
0b0219005d	Inkosi uSolomoni yasithuma ngesandla sikaBhenaya indodana kaJehoyada, owamsukelayo, wasesifa.
0b021a00fa	LakuAbhiyatha umpristi inkosi yathi: Yana eAnathothi emasimini akho, ngoba ungumuntu wokufa; kodwa lamuhla kangiyikukubulala ngoba wawuthwala umtshokotsho weNkosi uJehova phambi kukaDavida ubaba, langoba wahlupheka kukho konke ubaba ahlupheka ngakho.
0b021b0087	Ngakho uSolomoni wamxotsha uAbhiyatha ekubeni ngumpristi weNkosi, ukugcwalisa ilizwi leNkosi eyalikhuluma mayelana lendlu kaEli eShilo.
0b021c00b9	Kwathi umbiko ufika kuJowabi, ngoba uJowabi wayephenduke walandela uAdonija lanxa wayengaphendukanga walandela uAbisalomu, uJowabi wabalekela ethenteni leNkosi, wabamba impondo zelathi.
0b021d00b7	Kwasekubikelwa inkosi uSolomoni ukuthi uJowabi usebalekele ethenteni leNkosi, khangela-ke, useceleni kwelathi. USolomoni wasethuma uBhenaya indodana kaJehoyada esithi: Hamba umsukele.
0b021e00d2	Ngakho uBhenaya waya ethenteni leNkosi, wathi kuye: Itsho njalo inkosi: Phuma! Kodwa wathi: Hatshi, kodwa ngizafela lapha. UBhenaya wasebuyisela ilizwi enkosini, esithi: Utsho njalo uJowabi, ungiphendule njalo.
0b021f008f	Inkosi yasisithi kuye: Yenza njengokutsho kwakhe, umsukele, umngcwabe; ukuze ususe kimi lendlini kababa igazi elingelacala uJowabi alichithayo.
0b022000ff	Njalo iNkosi izabuyisela igazi lakhe ekhanda lakhe, owasukela amadoda amabili ayelungile engcono kulaye, wawabulala ngenkemba, ubaba uDavida engazi: UAbhineri indodana kaNeri induna yebutho lakoIsrayeli, loAmasa indodana kaJetheri induna yebutho lakoJuda.
0b022100d5	Ngakho igazi labo lizabuyela ekhanda likaJowabi lekhanda lenzalo yakhe kuze kube nininini; kodwa kuDavida lenzalweni yakhe, lendlini yakhe, lembusweni wakhe, kuzakuba lokuthula kuze kube nininini okuvela eNkosini.
0b02220068	UBhenaya indodana kaJehoyada wasesenyuka, wamsukela wambulala; wasengcwatshelwa endlini yakhe enkangala.
0b0223008c	Inkosi yasibeka uBhenaya indodana kaJehoyada esikhundleni sakhe phezu kwebutho, loZadoki umpristi inkosi yambeka esikhundleni sikaAbhiyatha.
0b0224007b	Inkosi yasithuma yabiza uShimeyi, yathi kuye: Zakhele indlu eJerusalema, uhlale khona, ungaphumi lapho uye ngaphi langaphi.
0b02250088	Ngoba kuzakuthi mhla uphumayo, uchaphe isifula iKidroni, yazi lokwazi ukuthi uzakufa lokufa; igazi lakho lizakuba phezu kwekhanda lakho.
0b0226009f	UShimeyi wasesithi enkosini: Lelolizwi lihle; njengokutsho kwenkosi yami, inkosi, inceku yakho izakwenza njalo. UShimeyi wasehlala eJerusalema insuku ezinengi.
0b022700bf	Kwasekusithi ekupheleni kweminyaka emithathu inceku ezimbili zikaShimeyi zabalekela kuAkishi indodana kaMahaka inkosi yeGathi. Basebebikela uShimeyi besithi: Khangela, inceku zakho ziseGathi.
0b02280099	Wasesukuma uShimeyi, wabophela isihlalo kubabhemi wakhe, waya eGathi kuAkishi ukudinga inceku zakhe; uShimeyi wahamba waletha inceku zakhe zivela eGathi.
0b0229005c	Kwasekubikelwa uSolomoni ukuthi uShimeyi wayesukile eJerusalema waya eGathi, njalo wabuyela.
0b022a00d8	Inkosi yasithuma yabiza uShimeyi yathi kuye: Kangikufungisanga yini ngeNkosi, ngafakaza kuwe ngathi: Mhla uphumayo ukuya ngaphi langaphi yazi lokwazi ukuthi uzakufa lokufa? Wasusithi kimi: Lihle ilizwi engilizwileyo.
0b022b0046	Pho, kungani ungasigcinanga isifungo seNkosi lomlayo engakulaya ngawo?
0b022c00a0	Inkosi yasisithi kuShimeyi: Wena uyazi bonke ububi inhliziyo yakho ebaziyo owabenza kuDavida ubaba; ngakho iNkosi izabuyisela ububi bakho phezu kwekhanda lakho.
0b022d0070	Kodwa inkosi uSolomoni ibusisiwe, lesihlalo sobukhosi sikaDavida sizaqiniswa phambi kweNkosi kuze kube nininini.
0b022e0080	Ngakho inkosi yalaya uBhenaya indodana kaJehoyada, owaphuma wamsukela waze wafa. Ngakho umbuso waqiniswa esandleni sikaSolomoni.
0b030100c5	USolomoni wasehlangana ngomtshado loFaro inkosi yeGibhithe, wathatha indodakazi kaFaro, wayiletha emzini kaDavida waze waqeda ukwakha indlu yakhe lendlu yeNkosi lomduli weJerusalema ozingelezeleyo.
0b03020084	Kube kanti abantu babenikela umhlatshelo endaweni eziphakemeyo, ngoba kwakungakhelwanga ibizo leNkosi indlu kwaze kwaba yilezonsuku.
0b0303008b	USolomoni wayithanda-ke iNkosi, ehamba ezimisweni zikaDavida uyise; kube kanti wanikela umhlatshelo watshisa impepha endaweni eziphakemeyo.
0b030400a1	Inkosi yasisiya eGibeyoni ukuhlaba khona, ngoba leyo yayiyindawo ephakemeyo enkulu. Iminikelo yokutshiswa eyinkulungwane uSolomoni wayinikela phezu kwalelolathi.
0b03050067	EGibeyoni iNkosi yabonakala kuSolomoni ephutsheni ebusuku. UNkulunkulu wathi: Cela engingakunika khona.
0b03060109	USolomoni wasesithi: Wena wenzele inceku yakho uDavida ubaba umusa omkhulu, njengokuhamba kwakhe phambi kwakho eqinisweni lekulungeni lebuqothweni benhliziyo kuwe; wamgcinela lo umusa omkhulu ukuthi wamnika indodana ehlezi esihlalweni sakhe sobukhosi njengalamuhla.
0b0307009b	Ngakho-ke, Nkosi Nkulunkulu wami, wena wenzile inceku yakho yaba yinkosi esikhundleni sikaDavida ubaba; ngingumntwanyana nje, angikwazi ukuphuma lokungena.
0b03080075	Lenceku yakho iphakathi kwabantu bakho obakhethileyo, abantu abanengi, abangelakubalwa labangelakunaniswa ngobunengi.
0b030900b2	Ngakho nika inceku yakho inhliziyo eqedisisayo ukwahlulela abantu bakho, ukuze ngehlukanise phakathi kokuhle lokubi; ngoba ngubani olamandla ukwahlulela lesisizwe sakho esikhulu?
0b030a0049	Laloludaba lwaba luhle emehlweni eNkosi ukuthi uSolomoni ucele lolulutho.
0b030b00cb	UNkulunkulu wasesithi kuye: Ngenxa yokuthi ucele lolulutho, ungazicelelanga insuku ezinengi, ungazicelelanga inotho, ungacelanga umphefumulo wezitha zakho, kodwa uzicelele ukuqedisisa ukuzwa ukwahlulela,
0b030c00b3	khangela, sengenze njengamazwi akho. Khangela, ngikunike inhliziyo ehlakaniphileyo leqedisisayo, ukuthi kungabi khona onjengawe ngaphambi kwakho, lemva kwakho kungaveli onjengawe.
0b030d007e	Futhi longakucelanga ngikunikile, ngitsho inotho lodumo, ukuze kungabi khona umuntu onjengawe emakhosini zonke izinsuku zakho.
0b030e007e	Njalo uba uzahamba endleleni zami, ukugcina izimiso zami lemilayo yami njengoDavida uyihlo wahamba, ngizakwelula insuku zakho.
0b030f00d9	USolomoni wasephaphama; khangela-ke kwakuliphupho. Wasesiza eJerusalema, wema phambi komtshokotsho wesivumelwano seNkosi, wanikela iminikelo yokutshiswa, wanikela iminikelo yokuthula, wenzela inceku zakhe zonke idili.
0b03100052	Ngalesosikhathi kwafika abesifazana ababili, amawule, enkosini, bema phambi kwayo.
0b0311006f	Omunye owesifazana wasesithi: Hawu nkosi yami, mina lalumfazi sihlala ndlunye; ngasengibeletha ngilaye endlini.
0b031200a5	Kwasekusithi ngosuku lwesithathu ngibelethile, laye lumfazi wabeletha; njalo sasindawonye, kungekho owemzini kanye lathi endlini, ngaphandle kwethu sobabili endlini.
0b0313003f	Umntwana walumfazi wasesifa ebusuku, ngoba walala phezu kwakhe.
0b031400a5	Wasevuka phakathi kobusuku, wathatha indodana yami eceleni kwami, incekukazi yakho isalele, wayilalisa esifubeni sakhe, lomntanakhe ofileyo wamlalisa esifubeni sami.
0b03150092	Lapho ngivuka ekuseni ukumunyisa umntanami, khangela-ke wayesefile; sengimkhangelisisa ekuseni, khangela-ke, kwakungeyisuye umntanami engamzalayo.
0b031600d6	Kodwa lowo omunye owesifazana wathi: Hatshi, kodwa indodana yami ngephilayo, lendodana yakho ngefileyo. Lalowo wathi: Hatshi, kodwa indodana yakho ngefileyo, lendodana yami ngephilayo. Batsho njalo phambi kwenkosi.
0b031700a2	Inkosi yasisithi: Lo uthi: Le yindodana yami ephilayo, lendodana yakho ngefileyo; lomunye uthi: Hatshi, kodwa indodana yakho ngefileyo, lendodana yami ngephilayo.
0b0318004f	Inkosi yasisithi: Ngithathelani inkemba. Basebeyiletha inkemba phambi kwenkosi.
0b0319005e	Inkosi yasisithi: Dabulani kabili umntwana ophilayo, linike omunye ingxenye, lomunye ingxenye.
0b031a0101	Owesifazana okwakungowakhe umntwana ophilayo wakhuluma enkosini, ngoba imibilini yakhe yavutha ngendodana yakhe, wathi: Hawu nkosi yami, mnikeni yena umntwana ophilayo, lingambulali loba kunjani. Kodwa omunye wathi: Kangabi ngowami kumbe ngowakho, dabulani.
0b031b0061	Inkosi yasiphendula yathi: Nikani yena umntwana ophilayo, lingambulali loba kunjani; nguye unina.
0b031c009e	UIsrayeli wonke wasesizwa isahlulelo inkosi eyayisahlulele, besaba phambi kwenkosi, ngoba babona ukuthi inhlakanipho kaNkulunkulu yayikuye ukwenza isahlulelo.
0b0401003e	Ngakho inkosi uSolomoni yaba yinkosi phezu kukaIsrayeli wonke.
0b0402004b	Lalezi yiziphathamandla ayelazo: UAzariya indodana kaZadoki wayengumpristi;
0b04030068	uElihorefi loAhiya amadodana kaShisha babengababhali; uJehoshafathi indodana kaAhiludi wayengumabhalane;
0b04040057	loBhenaya indodana kaJehoyada wayephezu kwebutho; loZadoki loAbhiyatha babengabapristi;
0b04050077	loAzariya indodana kaNathani wayephezu kwabaphathi; uZabudi indodana kaNathani wayengumphathi omkhulu, umngane wenkosi;
0b04060054	loAhishari wayengumlawuli wendlu; loAdoniramu indodana kaAbida wayephezu kwemithelo.
0b040700a7	USolomoni wayelabaphathi abalitshumi lambili phezu kukaIsrayeli wonke, ababedingela inkosi lendlu yayo ukudla, ngulowo lalowo ngenyanga yakhe ngomnyaka wadinga ukudla.
0b04080035	Lala ngamabizo abo: UBeni-Huri entabeni zakoEfrayimi.
0b04090047	UBeni-Dekeri eMakazi leShahalibimi leBeti-Shemeshi leEloni-Beti-Hanani.
0b040a0037	UBeni-Hesedi eArubothi, eleSoko lelizwe lonke leHeferi.
0b040b0057	UBeni-Abinadaba wayelelizwe lonke leDori; uTafathi indodakazi kaSolomoni wayengumkakhe.
0b040c00d5	UBahana indodana kaAhiludi wayeleThahanakhi leMegido layo yonke iBeti-Sheyani, eseceleni kweZarethani ngaphansi kweJizereyeli, kusukela eBeti-Sheyani kuze kube seAbeli-Mehola, kuze kube ngaphetsheya kweJokimeyama.
0b040d00bb	UBeni-Geberi eRamothi-Gileyadi wayelemizi kaJayiri indodana kaManase, eseGileyadi, wayelelizwe leArigobi, eliseBashani, imizi engamatshumi ayisithupha emikhulu elemiduli lemigoqo yethusi.
0b040e0026	UAhinadaba indodana kaIdo eMahanayimi.
