2800000008	Matthieu
2a12110068	En vérité, je vous le dis, qui ne recevra pas, comme un enfant, le Royaume de Dieu, n'y entrera pas.»
2a1212007c	Un chef de synagogue lui posa une question: «Bon maître, lui dit-il, que dois-je faire pour acquérir la vie éternelle?»
2a1213004a	Jésus lui dit: «Pourquoi m'appelles-tu bon? Nul n'est bon que Dieu seul!
2a121400bd	Tu connais les commandements: «Tu ne seras point adultère; tu ne seras point meurtrier; tu ne seras point voleur; tu ne rendras point de faux témoignages; honore ton père et ta mère.»
2a1215003e	Il répondit: «Tout cela je l'ai observé dès ma jeunesse.»
2a121600c6	Sur cette réponse, Jésus reprit: «Une chose te manque encore; vends tout ce que tu as; distribues-en le prix à des pauvres; tu auras alors un trésor dans les cieux; viens ensuite et suis-moi.»
2a12170041	A ces mots, l'autre devint tout triste, car il était fort riche.
2a12180076	Voyant sa tristesse, Jésus dit: «Combien difficilement entreront dans le Royaume de Dieu ceux qui ont des richesses!
2a1219007c	Il est plus facile à un chameau de passer par l'ouverture d'une aiguille qu'à un riche d'entrer dans le Royaume de Dieu.»
2a121a003c	«Qui donc pourra être sauvé?» dirent-ils en l'entendant.
2a121b0051	Jésus répondit: «Ce qui est impossible aux hommes, est possible à Dieu.» —
2a121c005b	«Et nous, dit Pierre, c'est après avoir laissé tous nos biens, que nous t'avons suivi!»
2a121d00a1	Il leur répondit: «Je vous le dis en vérité: personne, à cause du Royaume de Dieu, ne quittera une maison, une femme, des frères, des parents, des enfants,
2a121e0069	qu'il ne reçoive dès le temps présent bien davantage, et dans le siècle à venir la vie éternelle.»
2a121f009b	Prenant à part les douze, il leur dit: «Voilà que nous montons à Jérusalem et tout ce que les prophètes ont écrit du Fils de l'homme va s'accomplir:
2a12200043	il sera livré aux païens, bafoué, outragé, couvert de crachats;
2a12210052	après l'avoir flagellé, ils le tueront, et le troisième jour il ressuscitera.»
2a12220083	A cela les disciples ne comprirent rien; le sens de ces paroles leur était caché; ils ne saisissaient pas ce qui leur était dit.
2a12230049	Il approchait de Jéricho. Un aveugle, assis au bord du chemin, mendiait.
2a12240045	Entendant le bruit d'une foule en marche, il demanda ce que c'était.
2a12250039	On lui répondit: «C'est Jésus de Nazareth qui passe.»
2a12260040	Alors il s'écria: «Jésus, Fils de David, aie pitié de moi!»
2a12270088	Ceux qui étaient en avant le menaçaient pour le faire taire, mais lui n'en criait que plus fort: «Fils de David, aie pitié de moi!»
2a12280063	Jésus s'arrêta et donna l'ordre de le lui amener. Quand l'homme fut près de lui, il lui demanda:
2a1229005b	«Que veux-tu que je fasse pour toi?» — «Seigneur, que j'y voie!» répondit l'aveugle.
2a122a0032	Alors Jésus lui dit: «Vois! ta foi t'a sauvé!»
2a122b007f	Immédiatement il vit, et il suivit Jésus en glorifiant Dieu. Tout le peuple, à ce spectacle, célébra les louanges de Dieu.
2a13010031	Entré dans Jéricho, Jésus traversait la ville.
2a13020061	Il s'y trouvait un personnage du nom de Zacchée: c'était un chef de publicains, un homme riche.
2a13030078	Il cherchait à voir qui était Jésus; mais, étant de petite taille, cela lui était impossible, à cause de la foule.
2a13040065	Alors il courut en avant et, pour voir Jésus, monta sur un sycomore au pied duquel il devait passer.
2a130500a5	Arrivé en cet endroit, Jésus leva les yeux sur lui: «Zacchée, dit-il, hâte-toi de descendre; car aujourd'hui c'est dans ta maison qu'il faut que je m'arrête.»
2a1306003b	Cet homme descendit à la hâte et le reçut plein de joie.
2a13070060	Mais tous ceux qui voyaient cela murmuraient. «Il va demeurer chez un pécheur!» disaient-ils.
2a130800df	Quant à Zacchée, il se tenait devant le Seigneur et lui disait: «La moitié de mes biens, Seigneur, je la donne aux pauvres, et si j'ai fait tort à quelqu'un de quoi que ce soit, je lui en restitue quatre fois autant.»
2a13090093	Alors Jésus dit, en se tournant vers Zacchée: «Cette maison a reçu aujourd'hui le salut, parce que cet homme est, lui aussi, un fils d'Abraham.
2a130a0046	Car le Fils de l'homme est venu chercher et sauver ce qui est perdu.»
2a130b00b4	On l'écoutait; alors il continua en racontant une parabole; et il comme il était tout près de Jérusalem et qu'on croyait que le Royaume de Dieu allait tout à coup apparaître,
2a130c0099	voici ce qu'il dit: «Un homme de grande naissance avait à se rendre dans un pays éloigné pour recevoir l'investiture d'un royaume et revenir ensuite.
2a130d0072	Il appela dix de ses serviteurs, leur remit dix mines, en leur disant: «Faites valoir ceci jusqu'à mon retour.»
2a130e00b3	«Les concitoyens de cet homme le haïssaient et, après son départ, ils envoyèrent des délégués pour dire en leur nom: «Nous ne voulons pas que cet homme règne sur nous.»
2a130f00b9	«Cependant, quand il revint, il avait reçu le pouvoir royal; alors il fit appeler ses serviteurs, ceux à qui il avait donné l'argent, pour savoir comment chacun l'avait fait valoir.
2a1310004b	Le premier se présenta et dit: «Seigneur, ta mine en a produit dix.» —
2a13110089	«Bien, bon serviteur, lui répondit son maître, pour avoir, en si peu de choses, été fidèle, tu auras la puissance sur dix villes.»
2a1312004c	«Le second s'approcha et dit: «Ta mine, Seigneur, en a produit cinq.» —
2a13130053	«Eh bien, toi, répondit le maître à celui-là, tu commanderas à cinq villes.»
2a13140068	«Un autre encore s'approcha et dit: «Seigneur, voici ta mine que j'ai tenue enveloppée dans un linge.
2a13150091	Je te craignais, en effet, car tu es un homme terrible; tu t'empares de ce que tu n'as pas, fondé; tu moissonnes ce que tu n'as pas semé.» —
2a131600d0	«De ta propre bouche je tire ton jugement, mauvais serviteur, répondit le maître; ah! tu savais que je suis un homme terrible, m'emparant de ce que je n'ai pas fondé, moissonnant ce que je n'ai pas semé!
2a13170072	et pourquoi n'as-tu pas placé mon argent dans une banque; à mon retour, je l'aurais retiré avec un intérêt.»
2a13180067	Puis s'adressant à ceux qui étaient là: «Otez-lui la mine et donnez-la à celui qui en a dix.» —
2a1319002b	(Seigneur, lui dirent-ils, il a dix mines).
2a131a0077	«Je vous le déclare, à tout homme qui a, il sera donné; mais à celui qui n'a pas, même ce qu'il a lui sera ôté.
2a131b0078	Quant à mes ennemis, à ceux qui n'ont pas voulu que je régnasse sur eux, amenez-les ici et égorgez-les devant moi.»
2a131c0041	Jésus parla ainsi, puis il partit devant, montant à Jérusalem.
2a131d0082	Quand ils furent près de Bethphagé et de Béthanie, du côté du mont appelé Bois d'oliviers, Jésus envoya deux des disciples,
2a131e00a4	en leur disant: «Allez à ce village qui est devant vous; à l'entrée, vous trouverez un ânon attaché, que personne n'a jamais monté. Détachez-le et l'amenez.
2a131f0068	Si l'on vous demande pourquoi vous le détachez, vous ferez cette réponse: «Le Seigneur en a besoin.»
2a1320004e	Les messagers partirent et trouvèrent l'ânon, ainsi qu'il le leur avait dit.
2a13210063	Tandis qu'ils le détachaient, ses maîtres leur dirent: «Pourquoi détachez-vous cet ânon?» —
2a13220038	«Parce que le Seigneur en a besoin», répondirent-ils.
2a13230070	Ils conduisirent donc l'ânon, sur lequel ils jetèrent leurs manteaux, à Jésus, qu'ils firent monter sur lui.
2a13240046	Quand il fut en marche, ils étendirent leurs vêtements sur la route,
2a132500c9	et lorsqu'il s'approcha de la descente du mont des Oliviers, la multitude des disciples se mit tout entière à jeter des cris de joie et à louer Dieu au sujet de tous les miracles qu'ils avaient vus.
2a13260079	Ils disaient: «Béni soit le Roi qui vient au nom du Seigneur!» «Paix dans le ciel et gloire au plus haut des cieux!»
2a1327005f	Quelques Pharisiens qui étaient dans la foule lui dirent: «Maître, réprime tes disciples.»
2a13280068	Il leur répondit par ces paroles: «Je vous déclare que si ceux-ci se taisent, les pierres crieront!»
2a13290048	Il approcha de la ville; quand il la vit, il pleura sur elle, en disant:
2a132a009c	«Si tu avais reconnu, toi aussi, du moins en ce jour, ce qui te pourrait apporter la paix; mais, à l'heure présente, tout cela est voilé à tes regards.
2a132b008e	Des jours viendront sur toi où tes ennemis t'entoureront d'une palissade, t'enfermeront comme dans un cercle et te serreront de toutes parts;
2a132c00b8	ils te briseront contre le sol, toi et tes enfants qui sont dans ton sein, et ils ne laisseront pas en toi pierre sur pierre, parce que tu n'as pas reconnu le temps de ta visitation.»
2a132d0041	Jésus entra dans le Temple et se mit à en chasser les vendeurs.
2a132e0072	Il est écrit, leur dit-il: «Ma maison est une maison de prières» Et vous en avez fait une caverne de brigands.
2a132f00a4	Chaque jour, dans le Temple, il enseignait. Les chefs des prêtres et les Scribes cherchaient à le faire périr, ainsi que les principaux personnages de la nation.
2a13300076	Mais ils ne trouvaient pas le moyen de le faire, à cause du peuple, qui, tout entier, était suspendu à ses lèvres.
2a140100a8	Un de ces jours-là, comme il instruisait le peuple dans le Temple et lui annonçait l'Évangile, survinrent les chefs des prêtres et les Scribes, réunis aux Anciens,
2a1402008a	qui lui tinrent ce langage: «Dis-nous en vertu de quelle autorité tu fais ces choses, ou qui est celui qui t'a donné cette autorité?»
2a14030056	Il leur fit cette réponse: «Je vous poserai, moi aussi, une question: répondez-moi;
2a14040036	le baptême de Jean venait-il du ciel ou des hommes?»
2a14050085	Or ils faisaient, à part eux, ce raisonnement: «Si nous disons: du ciel, il répliquera: «Pourquoi alors ne l'avez-vous pas cru?»
2a1406006e	Si nous disons: des hommes, tout le peuple nous lapidera; car il est convaincu que Jean était un prophète.»
2a14070042	Ils répondirent donc qu'ils ne savaient d'où venait ce baptême.
2a1408007c	Et Jésus leur répondit à son tour: «Je ne vous dis pas, moi non plus, en vertu de quelle autorité je fais ces choses.»
2a14090085	Puis il se mit à raconter au peuple cette parabole: «Un homme planta une vigne, la loua à des vignerons et fit une longue absence.
2a140a00a8	La saison venue, il envoya un serviteur aux vignerons, chargé de recevoir le produit de la vigne. Les vignerons, après l'avoir battu, le renvoyèrent les mains vides.
2a140b0093	Le maître alors leur envoya un autre serviteur. Celui-là, ils le battirent aussi, le traitèrent avec mépris et le renvoyèrent les mains vides.
2a140c0061	Il leur en envoya un troisième. Celui-là ils le couvrirent de blessures et le jetèrent dehors.
2a140d008c	— «Que dois-je faire?» dit alors le maître de la vigne. «Je leur enverrai mon fils, mon bien-aimé; sans doute, ils le respecteront.»
2a140e0094	Mais quand les vignerons le virent, ils firent entre eux ce raisonnement: Celui-là c'est l'héritier; tuons-le pour que l'héritage soit à nous.»
2a140f0062	Alors ils le jetèrent hors de la vigne et le tuèrent. Que leur fera donc le maître de la vigne?
2a14100086	Il viendra, il fera périr ces vignerons et donnera la vigne, à d'autres.» — «Que cela n'arrive pas!» dirent-ils à ces paroles.
2a141100be	Mais lui, les regardant en face, ajouta: «Qu'est-ce donc que ce passage de l'Écriture: «La pierre qu'ont rejetée ceux qui bâtissaient; Celle-là même est devenue la tête de l'angle.»
2a14120070	«Quiconque tombera sur cette pierre s'y brisera; et celui sur qui elle tombera, elle le mettra en poussière.»
2a141300cf	Les Scribes et les chefs des prêtres cherchèrent à mettre immédiatement la main sur lui; car ils comprenaient bien que c'était eux qu'il avait en vue dans cette parabole; mais ils redoutaient le peuple.
2a141400e2	Ils le surveillèrent et lui envoyèrent d'habiles espions qui faisaient semblant d'être de bonne foi; leur but était de surprendre une parole de lui qui leur permît de le livrer aux autorités et au pouvoir du procurateur.
2a141500dd	Ils lui posèrent une question: «Maître, nous savons que tu es droit dans ta parole et dans ton enseignement, que tu ne fais acception de personne, que, tout au contraire, tu enseignes en toute vérité la voie de Dieu.
2a1416003f	Nous est-il permis, oui ou non, de payer un tribut à César?»
2a14170024	Devinant leur ruse, Jésus leur dit:
2a14180071	«Montrez-moi un denier... De qui porte-t-il l'image et l'inscription?» — «De César», répondirent-ils. —
2a14190064	«Eh bien, leur dit-il alors, rendez à César ce qui est à César et à Dieu ce qui est à Dieu.»
2a141a0094	Il leur fut ainsi impossible de surprendre une parole de lui en présence du peuple, et tout étonnés de cette réponse, ils gardèrent le silence.
2a141b0089	Survinrent ensuite quelques Saducéens (ceux qui affirment qu’il n’y a point de résurrection); ils lui posèrent aussi une question:
2a141c00cf	«Maître, dirent-ils, voici ce que Moïse nous a prescrit: «Si le frère de quelqu'un meurt laissant une femme sans enfants, celui-ci devra épouser la veuve, pour susciter à son frère une postérité.»
2a141d004d	Or, il y a eu sept frères. Le premier a pris femme et est mort sans enfants.
2a141e001e	Le second a épousé la veuve;
2a141f0053	puis le troisième; tous les sept; aucun n'a laissé d'enfants; et tous sont morts.
2a14200020	Enfin, la femme aussi est morte.
2a1421007f	Eh bien, à la résurrection, duquel d'entre eux cette femme sera-t-elle l'épouse? Les sept, en effet, l'ont eue pour femme.»
2a14220052	Jésus leur répondit: «Les enfants de ce monde se marient et donnent en mariage;
2a1423009d	mais ceux qui ont été jugés dignes de participer au monde à venir et à la résurrection d'entre les morts, ne se marient, ni ne sont donnés en mariage;
2a14240078	car ils ne peuvent plus mourir: ils sont semblables aux anges, et ils sont fils de Dieu étant fils de la résurrection.
2a1425009c	Or que les morts ressuscitent, Moïse l'a montré au passage du buisson, quand il appelle le Seigneur, le Dieu d'Abraham, le Dieu d'Isaac, le Dieu de Jacob.
