2800000007	Mathayo
290823009d	Maana mtu anayetaka kuyaokoa maisha yake mwenyewe, atayapoteza, lakini mtu atakayepoteza maisha yake kwa ajili yangu na kwa ajili ya Habari Njema, atayaokoa.
2908240049	Je, kuna faida gani mtu kuupata ulimwengu wote na kuyapoteza maisha yake?
290825002f	Ama mtu atatoa kitu gani badala ya maisha yake?
29082600d9	Mtu yeyote katika kizazi hiki kiovu na kisichomjali Mungu anayenionea aibu mimi na mafundisho yangu, Mwana wa Mtu atamwonea aibu mtu huyo wakati atakapokuja katika utukufu wa Baba yake pamoja na malaika watakatifu.”
290901008b	Yesu akaendelea kuwaambia, “Kweli nawaambieni, wako wengine papa hapa ambao hawatakufa kabla ya kuuona Ufalme wa Mungu ukija kwa enzi.”
290902007d	Baada ya siku sita, Yesu aliwachukua Petro, Yakobo na Yohane juu ya mlima mrefu peke yao. Huko, Yesu akageuka sura mbele yao,
290903005f	mavazi yake yakang'aa, yakawa meupe sana, jinsi dobi yeyote duniani asingeweza kuyafanya meupe.
2909040030	Eliya na Mose wakawatokea, wakazungumza na Yesu.
29090500a0	Petro akamwambia Yesu, “Mwalimu, ni vizuri sana kwamba tuko hapa. Basi, afadhali tujenge vibanda vitatu: kimoja chako, kimoja cha Mose na kimoja cha Eliya.”
2909060031	Yeye na wenzake waliogopa hata hakujua la kusema.
290907007d	Kisha likatokea wingu likawafunika, na sauti ikasikika kutoka katika hilo wingu, “Huyu ni Mwanangu mpendwa, msikilizeni.”
2909080063	Mara wanafunzi hao wakatazama tena, lakini hawakumwona mtu mwingine, ila Yesu peke yake pamoja nao.
290909008e	Walipokuwa wakishuka mlimani, Yesu aliwakataza wasimwambie mtu yeyote mambo waliyoyaona, mpaka Mwana wa Mtu atakapokuwa amefufuka kutoka wafu.
29090a0062	Basi, wakashika agizo hilo, lakini wakawa wanajadiliana wao kwa wao maana ya kufufuka kutoka wafu.
29090b005a	Wakamwuliza Yesu, “Mbona walimu wa Sheria wanasema kwamba ni lazima Eliya aje kwanza?”
29090c00bd	Naye akawajibu, “Naam, Eliya anakuja kwanza kutayarisha yote. Hata hivyo, kwa nini basi imeandikwa katika Maandiko Matakatifu kwamba Mwana wa Mtu atapatwa na mateso mengi na kudharauliwa?
29090d0065	Lakini nawaambieni, Eliya amekwisha kuja, nao wakamtendea walivyotaka kama ilivyoandikwa juu yake.”
29090e0082	Walipowafikia wale wanafunzi wengine, waliona umati mkubwa wa watu hapo. Na baadhi ya walimu wa Sheria walikuwa wanajadiliana nao.
29090f0055	Mara tu ule umati wa watu ulipomwona, wote walishangaa sana, wakamkimbilia wamsalimu.
290910002d	Yesu akawauliza, “Mnajadiliana nini nao?”
2909110077	Hapo mtu mmoja katika ule umati wa watu akamjibu, “Mwalimu, nimemleta mwanangu kwako, ana pepo aliyemfanya kuwa bubu.
29091200b5	Kila mara anapomvamia, humwangusha chini na kumfanya atokwe na povu kinywani, akisaga meno na kuwa mkavu mwili wote. Niliwaomba wanafunzi wako wamtoe huyo pepo lakini hawakuweza.”
2909130078	Yesu akawaambia, “Enyi kizazi kisicho na imani! Nitakaa nanyi mpaka lini? Nitawavumilia mpaka lini? Mleteni kwangu.”
29091400aa	Wakampeleka. Mara tu huyo pepo alipomwona Yesu, alimtia mtoto kifafa, naye mtoto akaanguka chini, akagaagaa na kutoka povu kinywani. Yesu akamwuliza baba yake huyo mtoto,
290915004c	“Amepatwa na mambo hayo tangu lini?” Naye akamjibu, “Tangu utoto wake.
2909160080	Na mara nyingi pepo huyo amemwangusha motoni na majini, ili amwangamize kabisa. Basi, ikiwa waweza, utuhurumie na kutusaidia!”
2909170058	Yesu akamwambia, “Eti ikiwa waweza! Mambo yote yanawezekana kwa mtu aliye na imani.”
2909180057	Hapo, huyo baba akalia kwa sauti, “Naamini! Lakini imani yangu haitoshi, nisaidie!”
29091900bc	Yesu alipouona umati wa watu unaongezeka upesi mbele yake, alimkemea yule pepo mchafu, “Pepo unayemfanya huyu mtoto kuwa bubu-kiziwi, nakuamuru, mtoke mtoto huyu wala usimwingie tena!”
29091a0090	Hapo huyo pepo alipaaza sauti, akamwangusha huyo mtoto chini, kisha akamtoka. Mtoto alionekana kama maiti, hata wengine walisema, “Amekufa!”
29091b0037	Lakini Yesu akamshika mkono, akamwinua, naye akasimama.
29091c0068	Yesu alipoingia nyumbani, wanafunzi wake walimwuliza kwa faragha, “Kwa nini sisi hatukuweza kumtoa?”
29091d004c	Naye akawaambia, “Pepo wa aina hii hawezi kutoka isipokuwa kwa sala tu.”
29091e007e	Yesu na wanafunzi wake waliondoka hapo, wakaendelea na safari kupitia wilaya ya Galilaya. Yesu hakupenda watu wajue alipokuwa,
29091f00a4	kwa sababu alikuwa anawafundisha wanafunzi wake. Aliwaambia, “Mwana wa Mtu atakabidhiwa kwa watu ambao watamuua; lakini siku ya tatu baada ya kuuawa atafufuka.”
2909200037	Wanafunzi hawakufahamu jambo hilo. Wakaogopa kumwuliza.
2909210065	Basi, walifika Kafarnaumu. Na alipokuwa nyumbani, aliwauliza, “Mlikuwa mnajadiliana nini njiani?”
2909220056	Lakini wao wakanyamaza, maana njiani walikuwa wamebishana ni nani aliye mkuu kati yao.
2909230092	Yesu akaketi chini, akawaita wale kumi na wawili, akawaambia, “Yeyote anayetaka kuwa wa kwanza lazima awe wa mwisho na kuwa mtumishi wa wote.”
2909240057	Kisha akamchukua mtoto mdogo, akamsimamisha kati yao, akamku mbatia, halafu akawaambia,
290925008c	“Anayempokea mtoto kama huyu kwa jina langu, ananipokea mimi; na anayenipokea mimi, hanipokei mimi tu, bali anampokea yule aliyenituma.”
2909260091	Yohane akamwambia, “Mwalimu, tumemwona mtu mmoja akitoa pepo kwa kulitumia jina lako, nasi tukajaribu kumkataza kwa kuwa yeye si mmoja wetu.”
2909270085	Lakini Yesu akasema, “Msimkataze, maana hakuna mtu anayefanya muujiza kwa jina langu, na papo hapo akaweza kusema mabaya juu yangu.
290928002b	Maana, asiyepingana nasi, yuko upande wetu.
290929007b	Mtu yeyote atakeyewapeni kikombe cha maji ya kunywa kwa sababu ninyi ni watu wake Kristo, hakika hatakosa kupata tuzo lake.
29092a00af	“Mtu yeyote atakayemfanya mmoja wa hawa wadogo wanaoniamini atende dhambi, ingekuwa afadhali kwa mtu huyo kufungiwa shingoni mwake jiwe kubwa la kusagia na kutupwa baharini.
29092b008f	Mkono wako ukikukosesha, ukate! Afadhali kuingia kwenye uzima bila mkono mmoja, kuliko kuwa na mikono miwili na kwenda katika moto wa Jehanamu.
29092c002b	Humo, wadudu wake hawafi na moto hauzimiki.
29092d0095	Na mguu wako ukikukosesha, ukate! Afadhali kuingia katika uzima bila mguu mmoja, kuliko kuwa na miguu yote miwili na kutupwa katika moto wa Jehanamu.
29092e002b	Humo, wadudu wake hawafi na moto hauzimiki.
29092f00b0	Na jicho lako likikukosesha, ling'oe! Afadhali kuingia katika utawala wa Mungu ukiwa na jicho moja tu, kuliko kuwa na macho yako yote mawili na kutupwa katika moto wa Jehanamu.
290930002b	Humo wadudu wake hawafi, na moto hauzimiki.
2909310028	“Maana kila mmoja atakolezwa kwa moto.
290932007c	Chumvi ni nzuri, lakini ikipoteza ladha yake, itakolezwa na nini? Muwe na chumvi ndani yenu na kudumisha amani kati yenu.”
290a01009b	Yesu alitoka hapo akaenda mkoani Yudea na hata ng'ambo ya mto Yordani. Umati wa watu ukamwendea tena, naye akawafundisha tena kama ilivyokuwa desturi yake.
290a020067	Basi, Mafarisayo wakamwendea, na kwa kumjaribu wakamwuliza, “Je, ni halali mtu kumpa talaka mkewe?”
290a030030	Yesu akawajibu, “Mose aliwapa maagizo gani?”
290a040051	Nao wakasema, “Mose aliagiza mume kumpatia mkewe hati ya talaka na kumwacha.”
290a050052	Yesu akawaambia, “Mose aliwaandikia amri hiyo kwa sababu ya ugumu wa mioyo yenu.
290a060044	Lakini tangu kuumbwa ulimwengu, Mungu aliumba mwanamume na mwanamke.
290a070045	Hivyo mwanamume atawaacha baba yake na mama yake, ataungana na mkewe,
290a08004f	nao wawili watakuwa mwili mmoja. Kwa hiyo, wao si wawili tena bali mwili mmoja.
290a090037	Basi, alichounganisha Mungu, binadamu asitenganishe.”
290a0a004f	Walipoingia tena ndani ya nyumba, wanafunzi wake walimwuliza juu ya jambo hilo.
290a0b004f	Naye akawaambia, “Anayemwacha mkewe na kuoa mwingine, anazini dhidi ya mkewe.
290a0c0041	Na mwanamke anayemwacha mumewe na kuolewa na mwingine anazini.”
290a0d004d	Watu walimletea Yesu watoto wadogo ili awaguse, lakini wanafunzi wakawakemea.
290a0e00a7	Yesu alipoona hivyo, alikasirika akawaambia, “Waacheni hao watoto waje kwangu, wala msiwazuie, kwa maana Ufalme wa Mungu ni kwa ajili ya watu walio kama watoto hawa.
290a0f006a	Nawaambieni kweli, mtu yeyote asiyeupokea Ufalme wa Mungu kama mtoto mdogo hataingia katika Ufalme huo.”
290a10003c	Kisha akawapokea watoto hao, akawawekea mikono, akawabariki.
290a11009b	Yesu alipoanza tena safari yake, mtu mmoja alimjia mbio, akapiga magoti mbele yake, akamwuliza, “Mwalimu mwema, nifanyeje ili niupate uzima wa milele?”
290a12004f	Yesu akamjibu, “Mbona unaniita mwema? Hakuna aliye mwema ila Mungu peke yake.
290a13006d	Unazijua amri: Usizini; Usiue; Usiibe; Usitoe ushahidi wa uongo; Usidanganye; Waheshimu baba na mama yako.”
290a140049	Naye akamjibu, “Mwalimu, hayo yote nimeyazingatia tangu ujana wangu.”
290a1500af	Yesu akamtazama, akampenda, akamwambia, “Umepungukiwa na kitu kimoja: nenda ukauze vitu ulivyo navyo, uwape maskini, nawe utakuwa na hazina mbinguni; kisha njoo unifuate.”
290a16005d	Aliposikia hayo, alisikitika, akaenda zake akiwa na huzuni, kwa maana alikuwa na mali nyingi.
290a170087	Yesu akatazama pande zote, akawaambia wanafunzi wake, “Jinsi gani itakavyokuwa vigumu kwa matajiri kuingia katika Ufalme wa Mungu!”
290a18007d	Wanafunzi walishangazwa na maneno yake. Yesu akawaambia tena, “Watoto wangu, ni vigumu sana kuingia katika Ufalme wa Mungu!
290a190068	Ni rahisi zaidi ngamia kupenya katika tundu la sindano, kuliko tajiri kuingia katika Ufalme wa Mungu.”
290a1a0055	Wanafunzi wake wakashangaa sana wakaulizana, “Ni nani basi, atakayeweza kuokoka?”
290a1b007f	Yesu akawatazama, akawaambia, “Kwa binadamu haiwezekani, lakini kwa Mungu si hivyo, maana kwa Mungu mambo yote huwezekana.”
290a1c003f	Petro akamwambia, “Na sisi je? Tumeacha yote, tukakufuata!”
290a1d00a7	Yesu akasema, “Kweli nawaambieni, kila mtu aliyeacha nyumba, au ndugu, au dada, au mama, au baba, au watoto au mashamba kwa ajili yangu na kwa ajili ya Habari Njema,
290a1e009a	atapokea mara mia zaidi wakati huu wa sasa nyumba, ndugu, dada, mama, watoto na mashamba pamoja na mateso; na katika wakati ujao atapokea uzima wa milele.
290a1f005a	Lakini wengi walio wa kwanza watakuwa wa mwisho, na walio wa mwisho watakuwa wa kwanza.”
290a2000dd	Basi, walikuwa njiani kwenda Yerusalemu, na Yesu alikuwa anawatangulia. Wanafunzi wake walijawa na hofu, na watu waliofuata waliogopa. Yesu akawachukua tena kando wale kumi na wawili, akaanza kuwaambia yale yatakayompata:
290a2100a8	“Sikilizeni! Tunakwenda Yerusalemu, na huko Mwana wa Mtu atakabidhiwa kwa makuhani wakuu na walimu wa Sheria, nao watamhukumu auawe na kumkabidhi kwa watu wa mataifa.
290a220064	Nao watamdhihaki; watamtemea mate, watampiga mijeledi na kumwua. Na baada ya siku tatu atafufuka.”
290a230079	Yakobo na Yohane, wana wa Zebedayo, walimwendea Yesu wakamwambia, “Mwalimu, tunataka utufanyie kitu tutakachokuomba.”
290a24002f	Yesu akawauliza, “Mnataka niwafanyie nini?”
290a25007e	Wakamjibu, “Uturuhusu tuketi mmoja upande wako wa kulia na mwingine upande wako wa kushoto katika utukufu wa Ufalme wako.”
290a260079	Yesu akawaambia, “Hamjui mnachoomba! Je, mnaweza kunywa kikombe nitakachokunywa, au kubatizwa kama nitakavyobatizwa?”
290a27007c	Wakamjibu, “Tunaweza.” Yesu akawaambia, “Kikombe nitakachokunywa mtakinywa kweli, na mtabatizwa kama nitakavyobatizwa.
290a28007f	Lakini ni nani atakayeketi kulia au kushoto kwangu si wajibu wangu kupanga, bali nafasi hizo watapewa wale waliotayarishiwa.”
290a290056	Wale wanafunzi wengine kumi waliposikia hayo, walianza kuchukizwa na Yakobo na Yohane.
290a2a0099	Yesu akawaita, akawaambia, “Mnajua kwamba wale wanaofikiriwa kuwa watawala wa mataifa huwatawala watu wao kwa mabavu, na wakuu hao huwamiliki watu wao.
290a2b0056	Lakini kwenu isiwe hivyo, ila anayetaka kuwa mkuu kati yenu, sharti awe mtumishi wenu.
290a2c0036	Anayetaka kuwa wa kwanza, sharti awe mtumishi wa wote.
290a2d006e	Maana Mwana wa Mtu hakuja kutumikiwa, ila alikuja kutumikia, na kutoa maisha yake kuwa fidia ya watu wengi.”
290a2e00ce	Basi, wakafika Yeriko, naye Yesu alipokuwa anatoka katika mji huo akiwa na wanafunzi wake pamoja na umati mkubwa wa watu, kipofu mwombaji aitwaye Bartimayo mwana wa Timayo alikuwa ameketi kando ya barabara.
290a2f0082	Aliposikia kwamba ni Yesu wa Nazareti aliyekuwa anapita mahali hapo, alianza kupaaza sauti, “Yesu, Mwana wa Daudi, nihurumie!”
290a300067	Watu wengi walimkemea ili anyamaze, lakini yeye akazidi kupaaza sauti, “Mwana wa Daudi, nihurumie!”
290a310074	Yesu alisimama, akasema, “Mwiteni.” Basi, wakamwita huyo kipofu, wakamwambia, “Jipe moyo! Simama, anakuita.”
290a32003e	Naye akatupilia mbali vazi lake, akaruka juu, akamwendea Yesu.
290a33006b	Yesu akamwuliza, “Unataka nikufanyie nini?” Huyo kipofu akamwambia, “Mwalimu, naomba nipate kuona.”
290a34006b	Yesu akamwambia, “Nenda, imani yako imekuponya.” Mara huyo kipofu akaweza kuona, akamfuata Yesu njiani.
290b010087	Walipokuwa wanakaribia Yerusalemu walifika Bethfage na Bethania, karibu na mlima wa Mizeituni. Hapo aliwatuma wawili wa wanafunzi wake,
290b0200a4	akawaambia, “Nendeni katika kijiji kilicho mbele yenu. Mtakapokuwa mnaingia humo, mtakuta mwana punda amefungwa ambaye bado hajatumiwa na mtu. Mfungueni mkamlete.
290b030063	Kama mtu akiwauliza, Mbona mnafanya hivyo? Mwambieni, Bwana anamhitaji na atamrudisha hapa mara.”
290b04005c	Basi, wakaenda, wakamkuta mwana punda barabarani amefungwa mlangoni. Walipokuwa wakimfungua,
290b050060	baadhi ya watu waliokuwa wamesimama hapo wakawauliza “Kwa nini mnamfungua huyo mwana punda?”
290b06004e	Wanafunzi wakajibu kama Yesu alivyokuwa amewaambia; nao wakawaacha waende zao.
290b07006d	Wakampelekea Yesu huyo mwana punda. Wakatandika mavazi yao juu ya huyo mwana punda, na Yesu akaketi juu yake.
290b080069	Watu wengi wakatandaza mavazi yao barabarani; wengine wakatandaza matawi ya miti waliyoyakata mashambani.
290b09007b	Watu wote waliotangulia na wale waliofuata wakapaaza sauti zao wakisema, “Hosana! Abarikiwe huyo ajaye kwa jina la Bwana!
290b0a0041	Ubarikiwe Ufalme ujao wa baba yetu Daudi. Hosana juu mbinguni!”
290b0b00ba	Yesu aliingia mjini Yerusalemu akaenda moja kwa moja mpaka Hekaluni, akatazama kila kitu kwa makini. Lakini kwa vile ilikwisha kuwa jioni, akaenda Bethania pamoja na wale kumi na wawili.
290b0c003b	Kesho yake, walipokuwa wanatoka Bethania, Yesu aliona njaa.
290b0d00cd	Basi, akaona kwa mbali mtini wenye majani mengi. Akauendea ili aone kama ulikuwa na tunda lolote. Alipoufikia, aliukuta bila tunda lolote ila majani matupu, kwa vile hayakuwa majira ya mtini kuzaa matunda.
290b0e007b	Hapo akauambia mtini, “Tangu leo hata milele mtu yeyote asile matunda kwako.” Nao wanafunzi wake walisikia maneno hayo.
290b0f00df	Basi, wakafika Yerusalemu. Yesu akaingia Hekaluni, akaanza kuwafukuza nje watu waliokuwa wanauza na kununua vitu humo ndani. Akazipindua meza za wale waliokuwa wakibadilishana fedha na viti vya wale waliokuwa wakiuza njiwa.
290b100037	Hakumruhusu mtu yeyote kupitia Hekaluni akichukua kitu.
290b110098	Kisha akawafundisha, “Imeandikwa: Nyumba yangu itaitwa nyumba ya sala kwa ajili ya mataifa yote! Lakini ninyi mmeifanya kuwa pango la wanyang'anyi!”
290b1200a9	Makuhani wakuu na walimu wa Sheria waliposikia hayo, walianza kutafuta njia ya kumwangamiza. Lakini walimwogopa kwa sababu umati wa watu ulishangazwa na mafundisho yake.
290b130039	Ilipokuwa jioni, Yesu na wanafunzi wake waliondoka mjini.
290b140057	Asubuhi na mapema, walipokuwa wanapita, waliuona ule mtini umenyauka wote, hata mizizi.
290b15005b	Petro aliukumbuka, akamwambia Yesu, “Mwalimu, tazama! Ule mtini ulioulaani, umenyauka!”
290b160024	Yesu akawaambia, “Mwaminini Mungu.
290b1700b1	Nawaambieni kweli, mtu akiuambia mlima huu: Ng'oka ukajitose baharini bila kuona shaka moyoni mwake, ila akaamini kwamba mambo yote anayosema yanafanyika, atafanyiwa jambo hilo.
290b180059	Kwa hiyo nawaambieni, mnaposali na kuomba kitu, aminini kwamba mmekipokea, nanyi mtapewa.
290b190076	Mnaposimama kusali, sameheni kila mtu aliyewakosea chochote, ili Baba yenu aliye mbinguni awasamehe ninyi makosa yenu.
290b1a005e	Lakini msipowasamehe wengine, hata Baba yenu aliye mbinguni hatawasamehe ninyi makosa yenu.”
290b1b0079	Basi, wakafika tena Yerusalemu. Yesu alipokuwa akitembea Hekaluni, makuhani wakuu, walimu wa Sheria na wazee walimwendea,
290b1c0066	wakamwuliza, “Unafanya mambo haya kwa mamlaka gani? Nani aliyekupa mamlaka ya kufanya mambo haya?”
290b1d007e	Lakini Yesu akawaambia, “Nitawaulizeni swali moja; mkinijibu, na pia nitawaambieni ni kwa mamlaka gani ninafanya mambo haya.
290b1e004e	Je, mamlaka ya Yohane ya kubatiza yalitoka mbinguni ama kwa watu? Nijibuni.”
290b1f005b	Wakaanza kujadiliana, “Tukisema, Yalitoka mbinguni, atatuuliza, Basi, mbona hamkumsadiki?
290b200076	Na tukisema, Yalitoka kwa watu...” (Waliogopa umati wa watu maana wote waliamini kwamba Yohane alikuwa kweli nabii.)
290b210083	Basi, wakamjibu Yesu, “Sisi hatujui.” Naye Yesu akawaambia, “Nami pia sitawaambieni ninafanya mambo haya kwa mamlaka gani.”
290c0100f3	Yesu alianza kusema nao kwa mifano: “Mtu mmoja alilima shamba la mizabibu. Akalizungushia ukuta, na katikati yake akachimba kisima cha kusindikia divai, akajenga mnara pia. Akalikodisha shamba hilo kwa wakulima, akasafiri hadi nchi ya mbali.
290c020064	Wakati wa mavuno, alimtuma mtumishi wake kwa wale wakulima akamletee sehemu ya mazao ya shamba lake.
290c030041	Wale wakulima wakamkamata, wakampiga, wakamrudisha mikono mitupu.
290c04004c	Akatuma tena mtumishi mwingine; huyu wakamuumiza kichwa na kumtendea vibaya.
290c050082	Mwenye shamba akatuma mtumishi mwingine tena, na huyo wakamuua. Wengine wengi waliotumwa, baadhi yao walipigwa, na wengi wakauawa.
290c06006a	Alibakiwa bado na mtu mmoja, yaani mwanawe mpendwa. Mwishowe akamtuma huyo akisema, Watamheshimu mwanangu.
290c07005a	Lakini hao wakulima wakaambiana, Huyu ndiye mrithi, basi, tumuue ili urithi wake uwe wetu!
290c080049	Kwa hiyo wakamkamata, wakamuua na kumtupa nje ya lile shamba la mizabibu.
290c090080	“Basi, mwenye shamba atafanya nini? Atakuja kuwaangamiza hao wakulima na kulikodisha hilo shamba la mizabibu kwa watu wengine.
290c0a0056	Je, hamjasoma Maandiko haya? Jiwe walilokataa waashi sasa limekuwa jiwe kuu la msingi.
290c0b0042	Bwana ndiye aliyefanya jambo hili, nalo ni la ajabu sana kwetu.”
290c0c00be	Makuhani wakuu, walimu wa Sheria na wazee walifahamu ya kwamba mfano huo ulikuwa unawahusu. Kwa hiyo walijaribu kumtia nguvuni, lakini waliogopa umati wa watu. Basi, wakamwacha wakaenda zao.
290c0d0067	Basi, baadhi ya Mafarisayo na wafuasi wa kikundi cha Herode walitumwa ili wamtege Yesu kwa maneno yake.
290c0e0110	Wakamwendea, wakamwambia, “Mwalimu, tunajua kwamba wewe ni mtu mwaminifu unayesema ukweli mtupu, wala humjali mtu yeyote. Wala cheo cha mtu si kitu kwako, lakini wafundisha ukweli kuhusu njia ya Mungu. Je, ni halali kulipa kodi kwa Kaisari, au la? Tulipe au tusilipe?”
290c0f0058	Lakini Yesu alijua unafiki wao, akawaambia, “Mbona mnanijaribu? Nionyesheni sarafu.”
290c100063	Wakamwonyesha. Naye akawauliza, “Sura na chapa hii ni ya nani?” Wakamjibu, “Ni ya Kaisari.”
290c110073	Basi, Yesu akawaambia, “Mpeni Kaisari yaliyo yake Kaisari na Mungu yaliyo yake Mungu.” Wakashangazwa sana naye.
