0100000009	Doometsaa
0911380057	Kaati zaariide, «Yaatooppe ha wodallay O na'enttonne ane oochchaade gakka» yaageedda.
09113900a3	Daawite Piliss's'eemiyaa wod'iide simmeeddawaappe guyyiyaan, muuc'eedda Piliss's'eemiyaa huup'iyaa oyk'k'eedda saanna, Abaneeri Aa Saa'oola sintsa akkiide afeedda.
09113a0093	Saa'ooli Aa, «Wodallaw, neeni O na'ee?» yaagiide oochcheedda. Shin Daawite, «Taani Beetaliheemiyaa ne k'oomaa Isseya na'aa» yaagiide zaareedda.
09120100b5	Daawite Saa'oolanna haasayiyaawaa wursseeddawaappe guyyiyaan, Saa'oola na'aa Yoonataani Daawitana daro mata dabbotetsaa med'd'eedda; Yoonataani Daawita bare huup'iyaadan siik'eedda.
091202006e	He gallassaappe doommiide, Saa'ooli Daawita barenana wotseedda; bare aawuwaa soo guyye simmennaadan diggeedda.
0912030060	Yoonataani Daawita bare huup'iyaadan siik'iyaa diraw, aanana k'aalaa c'aak'uwaa c'aak'k'eteedda.
0912040098	Yoonataani bare mayyeedda kaabbaa k'aariide, bare ola mayuwaanna, bare mashshaanna, bare wonddaafiyaananne bare sak'k'iyaanna ittippe Daawitaw immeedda.
09120500b2	Saa'ooli kiitteedda ubbabaa Daawite poliide ootsiyaa diraw, Saa'ooli Daawita bare olanchchatuu giddon gadaawaa suntseedda; hewe asaa ubbaakka Aa olanchchatuwaakka nashechcheedda.
09120600f8	Daawite Piliss's'eemiyaa Gooliyaada wod'ina Asay soo simmiyaa wode, mac'c'a Asay nashechchaa yetsaa yes's'iiddinne duriidde, kabaruwaa bak'k'iiddenne diitsaa diis's'iidde, Kaatiyaa Saa'oola mokkanaw Israa'eeliyaa katamatuwaa ubbatuwaappe kesseedda.
091207006d	Mac'c'awanttu duriidde, «Saa'ooli sha"aa wod'eedda; Daawite tammu sha"aa wod'eedda» yaagiide yes's'eeddino.
09120800e3	Saa'ooli ha yetsay iitina, loytsi hank'k'etteedda; Saa'ooli bare k'ofaan, «Daawita, ‹Tammu sha"aa wod'eedda› giide, taana, ‹itti sha"aa wod'eedda› geeddino; yaatina, kawutetsaappe attina aw ayee atteedawe?» yaageedda.
091209004a	He gallassaappe doommiide, Saa'ooli Daawita k'anaate ayfiyaan s'eelleedda.
09120a00ce	Wonttetsa gallassaa iita ayyaanay S'oossaappe kiitettiide, Saa'oola oyk'k'eedda; Saa'ooli bare son elumetteedda. Daawite haroodewaadan diitsaa diis's'eedda; Saa'ooli tooraa bare kushiyan oyk'k'i utteeddawe,
09120b0068	«Daawita godaana gatsaade sikkaad» giide tooraa s'onggeedda. Shin Daawite laa"u geedde aappe haleedda.
09120c0055	Med'inaa Goday Saa'oola aggiide Daawitana de'iyaa diraw, Saa'ooli Daawitaw yayyeedda.
09120d0090	Hewaa diraw, Saa'ooli Daawita bare sintsaappe haassiide, sha"a olanchchatoo kaappuuwaa keseedda. Yaatina, Daawite bare c'itaa olan kaaletseedda.
09120e0053	Med'inaa Goday Daawitana ittippe de'iyaa diraw, I ootsiyaabay ubbay aw injjeteedda.
09120f0055	Daawite ootsiyaabay ubbay loytsi injjetiyaawaa Saa'ooli be'iide, aw loytsi yayyeedda.
0912100060	Shin Daawite unttuntta olan kaaletsiyaa diraw, Israa'eelanne Yihudaa Asay ubbay Aa siik'eeddino.
091211011b	Hewaappe guyyiyaan, Saa'ooli Daawita, «Ta naatta bayirata Meraaba hannash; taani O new mache ootsaade immana; neeni mino asaa gida; yaataade Med'inaa Godaa olaa oletta» yaageedda. Saa'ooli bare wozanaan, «Taani Aa bochchikke; Piliss's'eema asatuu Aa wod'ana» yaagiide k'oppeedda.
0912120096	Shin Daawite Saa'oola, «kaatiyaanna bollotanaw taani oonee? Ta soo asaykka ayee? Woy ta aawuwaa yaraykka Israa'eeliyaa asaa giddon ayee?» yaageedda.
091213008c	Shin Saa'oola naatta Meraaba Daawitaw imettiyaa wodii gakkina, Mahoola katamaappe yeedda, Adirii'eela geetettiyaa itti bitaniyaw imettaaddu.
091214005e	Gidooppenne, Saa'oola naatta Miikaala Daawita siik'aaddu; Saa'ooli hewaa sisiide nashetteedda.
09121500e9	I bare wozanaan, «Aw p'ire gidana malanne Piliss's'eema asatuu Aa wod'ana mala, taani Miikaalo Daawitaw immana» yaagiide k'oppeedda. Hewaa diraw, Saa'ooli Daawita, «Neeni taananna bollotanaw hawe new laa'entso kaac'aa» yaageedda.
09121600c4	K'aykka Saa'ooli bare k'oomatuwaa s'eesiide, «Kaatii neenan nashetteedda; Aa k'oomatuu ubbaykka neena dosiino; ha"i neeni kaatiyaanna bollota yaagiide s'uuran Daawitaw odite» yaagiide azazeedda.
09121700bb	Unttunttu I geeddawaadankka Daawitaw odeeddino; shin Daawite unttunttoo, «kaatiyaanna bollotanawe hinttenttoo laafabaa malatiiyye? Taani hiyyeessanne erettenna asaa» yaagiide zaareedda.
0912180039	Saa'oola k'oomatuu Daawite geeddawaa Saa'oolaw odeeddino.
091219013c	Saa'ooli bare k'oomatuwaa, «Daawitaw hawaadan yaagiide odite; ‹Kaatii bare morkkatuwaa haluwaa kessanaw s'eetu Piliss's'eema asatuwaa k'aaratuwaappe attina, neeppe hara c'ilooshshaa koyenna› yaagite» yaageedda. Saa'ooli hewaa geeddawe, «Daawite Piliss's'eematuwaa kushiyan hayk'k'o» giide k'oppeedda dirassa.
09121a00a4	Saa'oola k'oomatuu Saa'ooli geeddawaa Daawitaw odeeddino; kaatiyaanna bollotiyaawe Daawita nashechcheedda. Hewaa diraw, bullachchaa gallassay gakkanaappe kasetiide,
09121b00ff	Daawitenne Aa Asay denddiide beeddino; Piliss's'eematuwaappe laa"u s'eetu asaa wod'eeddino. Daawite kaatiyaanna bollotanaw he asatuwaa k'aaratuwaa ahiide, kawoo kumentsaa paydiide sheed'd'edda. Hewaa diraw, Saa'ooli bare naatto Miikaalo Daawitaw immeedda.
09121c0068	Saa'ooli Med'inaa Goday Daawitana ittippe de'iyaawaanne Aa naatta Miikaala Daawita siik'iyaawaa ereedda.
09121d007c	Hewaa diraw, Saa'ooli Daawitaw kasewaappe aatsiide yayyeedda. Saa'ooli bare de'uwaa laytsaa ubbaan Daawitaw morkke gideedda.
09121e00c2	Piliss's'eeme kaappatuu olettanaw kesiyaawaa aggibeykkino; shin olaw kesseedda payduwaa ubbaan Saa'oola gadaawatuu ubbaappe s'oonuu haniyaawe Daawitessa; hewaa diraw, I eretteedda asaa gideedda.
091301009b	Saa'ooli bare na'aa Yoonataanawunne bare k'oomatuwaa ubbaw, «Daawita wod'ite» yaagiide odeedda; shin Saa'oola na'ay Yoonataani Daawita loytsi siik'eedda.
09130200a3	Hewaa diraw, Yoonataani Daawitaw hawaadan yaagiide odeedda; «Ta aawuu Saa'ooli neena wod'anaw koyee; wontti guura new naagetta; itti sa'aan k'osettaade de'ashsha.
091303007b	Taani ta aabbuna baade, neeni k'osetteedda gaden ek'k'ana; taani nebaa aw odaadde, aappe siseeddabaa new odana» yaageedda.
09130400c1	Yoonataani Daawitewaa nashshiide, bare aawuwaa Saa'oola hawaadan yaageedda; «Kaatii bare k'oomaa Daawita naak'k'oppo; ayaw gooppe, I neena naak'k'ibeenna; I ootseeddabay neena loytsi go"eedda.
0913050115	I Piliss's'eemiyaa wod'iyaa wode bare shemppoo k'arettibeenna. Med'inaa Goday Israa'eeliyaa ubbaw wolk'k'aama s'oonuwaa immeedda; hewaa be'aade neenikka nashetaadda. Yaatina, neeni geeshsha asaa naak'k'anaw ayaw k'oppay? Gaasuu baynnan Daawita wod'anaw ayaw koyay?» yaageedda.
091306006e	Saa'ooli Yoonataani odeeddawaa sisiide, «Med'inaa Goday ero, taani Daawita wod'ikke» yaagiide c'aak'k'eedda.
091307008d	Yoonataani Daawita s'eesiide, haasayeeddawaa ubbaa odeedda. Yaatiide Daawita Saa'oolakko aheedda; Daawite Saa'oolanna kasewaadankka de'eedda.
091308009f	Hara olaykka denddeedda; Daawite kesiide Piliss's'eema asatuwaanna oletteedda; unttuntta wolk'k'aama shochchaa shoc'ina, unttunttu Aa sintsaappe bak'atteedino.
09130900aa	Hewaappe simmiide, Saa'ooli tooraa oyk'k'iide bare son utti de'ishshin, iita ayyaanay Med'inaa Godaappe kiitettiide Aa oyk'k'eedda. Yaatina, Daawite diitsaa diis's'ishin,
09130a00b7	Saa'ooli Daawita godaana gatsiide Dantsanaw (oytsanaw) tooraa s'onggeedda; shin Daawite aappe haleedda; tooray godan ek'k'eedda. He gallassaa k'amma Daawite bak'atiide kessi akkeedda.
09130b00ff	Hewaappe guyyiyaan, «Daawita golliyaa naagiide, guura Aa wod'ite» yaagiide Saa'ooli asaa Daawita soo kiitteedda. Yaatina, Daawita machata Miikaala, «Hachche k'amma neeni ne shemppuwaa ashshana d'ayooppe, wontti hayk'k'aasa» yaagaadde Daawitaw odaaddu.
09130c004e	Miikaala Daawita maskkootiyaanna wotsaaddu; Daawite bak'atiide kessi akkeedda.
09130d0078	Miikaala soo misiliyaa akkaade arssaan gisisaaddu; huup'issaana deeshsha isikiyaa wotsaaddu; yaataade afilaa mayzzaaddu.
09130e0064	Daawita omoodiide ahana mala, Saa'ooli asaa kiitteedda; Miikaala, «Daawite saketteedda» yaagaaddu.
09130f00af	Hewaappe guyyiyaan, Daawita be'ana mala, Saa'ooli he asatuwaa guyye kiittiide, hawaadan yaageedda; «Taani Daawita wod'anaadan Aa arssaana tookkiide akkiide ahite» yaageedda.
0913100075	Shin asatuu soo geliyaa wode, he soo misilii arssaan giseeddawaa demmeeddino; Aa huup'issaana deeshshaa isikii de'ee.
0913110104	Saa'ooli Miikaalo, «Neeni ayaw hawaadan ootsaade taana c'immaad? Ta morkkii kessi akkanaadan ayaw bak'atissaadii?» yaageedda. Hewaappe guyye Miikaala, «I taana, ‹Taana kessaade yedda; hinna d'ayooppe, taani neena wod'ana› yaageedda» yaagaade zaaraaddu.
09131200b5	Daawite bak'ati attiide, Raaman de'iyaa Sammeelakko beedda; Saa'ooli barena ootseedda ubbabaa Sammeelaw odeedda. Inne Sammeeli Raaman de'iyaa Naayoota giyaa sa'aan biide utteeddino.
091313004a	Saa'ooli, «Daawite Raaman de'iyaa Naayootan de'ee» yaagiyaawaa siseedda.
0913140111	Daawita omooddana mala, asaa yaa kiitteedda. Shin timbbitiyaa odiyaawanttu c'itay timbbitiyaa odishiininne Sammeelikka ek'k'iide unttuntta kaaletsishin unttunttu be'eedda wode, Saa'ooli yeddeedda asaa bolla S'oossaa Ayyaanay wod'd'eedda; unttunttukka timbbitiyaa odeeddino.
09131500a2	Saa'ooli hewaa siseedda wode, hara asaa yeddeedda; unttunttukka k'ay timbbitiyaa odeeddino. Saa'ooli heezzentso asaa yeddeedda; hewanttukka timbbitiyaa odeeddino.
09131600f1	Yaatina, I bare huup'iyaw Raama baanaw denddeedda; biide Seekun de'iyaa wolk'k'aama ollaa gakkeedda; «Sammeelinne Daawitenne hak'an de'iinoo?» yaagiide oochcheedda. Unttunttu, «Hini Raaman de'iyaa Naayootan de'iino» yaagiide zaareeddino.
09131700a3	Hewaa diraw, Saa'ooli Raaman de'iyaa Naayoota beedda; k'ay S'oossaa Ayyaanay Aa bollakka wod'd'eedda; Raaman de'iyaa Naayoota gakkanaw, timbbitiyaa odiidde beedda.
09131800c9	Bi gakkiide, bare mayuwaa k'aariide, Sammeela sintsan timbbitiyaa odeedda; he gallassaa ubbaanne k'ammaa ubbaa kallo giseedda. Asay, «Saa'oolekka timbbitiyaa odiyaawanttu zateeyye?» guussay hawaassa.
09140100e2	Hewaappe guyyiyaan, Daawite Raaman de'iyaa Naayootappe bak'atiide, Yoonataanakko beedda; Yoonataana, «Taani ay ootsaadditaa? Ta bayzuu ayee? Ne aawuu taana wod'anaw koyiyaawe, taani Aa waata k'ohiinee?» yaagiide oochcheedda.
09140200de	Yoonataani, «Hewe neeppe haakko! Neeni hayk'k'akka. Be'a, guutsabaa gidiina, gitabaa gidiina, ta aawuu taw odennan de'iidde ayaanne ootsenna. Ta aawuu ha yewuwaa taappe ayaw k'ossi? Hewaadan gidenna!» yaagiide zaareedda.
091403011a	Shin Daawite Yoonataana, «Neeni taana siik'iyaawaa ne aawuu loytsi ereedda; ne aawuu barew, ‹Yonaataani ha yewuwaa erooppe I kayyotana!› yaageedda. Shin Med'inaa Goday ero; ne shemppu ero; taappenne hayk'uwaappe gidduwaan mes's'i itti tangguu atteedda» yaagiide c'aak'k'eedda.
091404004c	Yoonataani, «Neeni kiiteta geeddawaa ayaanne taani new ootsana» yaageedda.
09140500cf	Hewaappe guyye Daawite hawaadan yaageedda; «Sisa, wontti aginaa s'eeruwaa bonchchiyaa gallassaa; taani kaatiyaanna k'umaa maana koshshee. Shin taani baade wontti peeshina omarssi gakkanaw, gaden k'osettana.
09140600c3	Ne aawuu taana koyooppe, neeni Aa, ‹Daawitenttu soo Asay ubbay laytsaa yarshshuwaa yarshshiyaa wode gidiyaa diraw, Beeteleeme bare katamaa ellekka baana giide, taana oochchiide beedda› yaaga.
0914070096	Hewaappe guyye I, ‹Yaanooppe lo"a› yaagooppe, taw ne k'oomaw saro; shin I hank'k'ettooppe, I taana k'ohanaw bare k'ofaa k'achcheeddawaa hewan era.
09140800de	Neena gidooppe, neeni taw ne k'oomaw lo"obaa kiiteta; ayaw gooppe, neeni taananna ne k'oomaanna Med'inaa Godaa sintsan c'aak'etaadda. Shin taanan bayzuu de'oppe, taana neeni wod'a! Ne aawoo taana aatsa immoppa» yaageedda.
0914090090	Yoonataani, «Hewe neeppe haakko! Ta aawuu neena k'ohanaw bare k'ofaa k'achcheeddawaa taani ereeddentto, new odikkitaayye?» yaagiide zaareedda.
09140a006a	Hewaappe guyye Daawite, «Ne aawuu new iita zaaruwaa zaarooppe, taw odanawe oonee?» yaagiide oochcheedda.
09140b0052	Yoonataani, «Haaya; gade boytte» yaageedda; yaatina, laa"attuukka gade beeddino.
09140c00b7	Yoonataani Daawita hawaadan yaageedda; «Med'inaa Goday Israa'eeliyaa S'oossay ero, taani wontti peeshina ta aawuwaa k'orana. I new lo"uwaa k'oppooppe, taani kiittaade neena erissana.
09140d00ed	Shin ta aawuu neena k'ohanaw koyeeddawaa gidooppe, k'ay hewaa taani neena erissennan aggooppenne neena saruwaan moyzza yeddennan aggooppe, Med'inaa Goday taw iito! Med'inaa Goday ta aabunna ittippe gideeddawaadan neenanakka ittippe gido.
09140e0068	Taana Asay wod'enaadan ta de'uwaa laytsaa ubbaan aggena siik'uwaa, Med'inaa Godaawaa mallaa taw kiiteta.
09140f007e	K'ay Goday Daawita morkkatuwaa ubbaa gadiyaappe d'ok'olleedda wodekka, ta golliyaa asaappe ne siik'uwaa haassoppa» yaageedda.
091410008c	Hewaa diraw, Yoonataani, «Med'inaa Goday Daawita morkkatuwaa oochcho» yaagiide Daawita golliyaa asaana k'aalaa c'aak'uwaa c'aak'k'eteedda.
09141100a1	Yoonataani Daawita bare huup'iyaadan siik'eedda diraw, «Neeni taana tumu siik'iyaawaa k'onc'c'issanaw ane taw laa'entsuwaa c'aak'k'a» yaagiide c'aak'k'iseedda.
0914120096	Hewaappe guyyiyaan, Yoonataani Daawita, «Wontta aginaa s'eeruwaa bonchchiyaa gallassaa; neeni uttiyaa sa'ay mela de'oppe, neeni baynnawe erettanawaa.
0914130098	Wontti peeshina omarssi baade, ha metuu doommeedda gallassi neeni k'osetteedda sa'aan k'osetta; k'osettaade Es'ela giyaa zaallaappe guyyenna takkashsha.
091414005e	Taani ayentto s'onggiyaawaa malataade, Aa miyiyaanna heezzu pootsatuwaa wonddaafiyaan dukkana.
091415010d	Hewaappe guyyiyaan, ta k'oomaa, ‹Baade zubbetuwaa koya› yaagaadde kiittana; taani Aa kiittaadde, ‹Be'a; zubbetuu neeppe ha baggana de'iino; taakko akkaade ya› yaagiyaawaa gidooppe, haaya; ayaw gooppe, Med'inaa Goday ero, new sa'i saro; neena ayaynne bochchenna.
09141600a0	Shin taani ta k'oomaa, ‹Be'a; zubbetuu neeppe hini baggana de'iino› yaagiyaawaa gidooppe, neeni aggade ba; ayaw gooppe, Med'inaa Goday neena wora yeddeedda.
0914170084	Neeninne taani haasayeedda k'aalaa c'aak'uwaa gidooppe, hewoo neeppenne taappe gidduwaan Med'inaa Goday med'inaw markka» yaageedda.
0914180087	Hewaa diraw, Daawite gaden k'osetteedda. Aginaa s'eeruwaa bonchchiyaa gallassay gakkeedda wode, Kaatiyaa Saa'ooli k'umaa maanaw yeedda.
09141900ac	Haroode bare uttiyaa sa'aan godaa lank'k'iyaan utteedda; Yoonataani aappe sintsa bazzuwaan utteedda; Abaneeri Saa'oola lank'k'iyaan utteedda; shin Daawita sa'ay mela de'ee.
09141a00a7	Saa'ooli he gallassaa ayinne gibeenna; ayaw gooppe, Saa'ooli, «Daawite ayentto haneedda; he gallassaa bonchchennaadan tuneedda; tuma I tuneedda» yaagiide k'oppeedda.
09141b00c7	Shin wonttetsa gallassikka, aginaw laa'entso gallassi Daawita sa'ay mela de'ee. Saa'ooli bare na'aa Yoonataana, «Isseya na'ay zinokka hachchikka k'umaa maanaw ayaw yibeennee?» yaagiide oochcheedda.
09141c003f	Yoonataani, «Daawite Beeteleeme baana giide taana oochcheedda;
09141d0126	I taanikka, ‹Nu golliyaa Asay kataman yarshshuwaa yarshshiyaa dirawunne ta ishaykka taana azazeedda diraw, hay taana yeddaarikkii; neeni taana siik'iyaawaa gidooppe, ane taani ta ishatuwaa be'anaw bay› yaageedda. Kaatiyaa maaddappe maanaw I yibeennawe hewaa gishshassa» yaagiide zaareedda.
09141e00fa	Saa'ooli Yoonataana bolla hank'k'uwaa ees's'i kesiide hawaadan yaageedda; «Laa geellanne makkalanchcha mishiratti na'aw, neeni ne huup'iyaw kawushanawunne neena yeleedda ne daayo kawushshanaw neeni Isseya na'aa bagga giddeeddawaa taani erikkitaayye?
09141f00a2	Isseya na'ay ha sa'aa bollan de'eedda peeshan ubbaan neeni woy ne kawutetsay ek'k'enna. Ha"i kiittaade taw Aa ahissa; ayaw gooppe, I hayk'anaw bessee» yaageedda.
0914200071	Hewaappe guyye Yoonataani bare aawuwaa Saa'oola, «I ayaw hayk'k'ii? I ootseeddabay ayee?» yaagiide oochcheedda.
0914210092	Shin Saa'ooli Yoonataana wod'anaw tooraa Aa bolla s'onggeedda. Hewaa diraw, Yoonataani bare aawuu Daawita wod'anaw k'ofaa k'achcheeddawaa ereedda.
091422009b	Hank'k'uwaa ees'etiide maaddappe denddee ek'k'eedda; bare aawuu Daawita kawushsheedda diraw Yoonataani kayyottiide, he aginaw laa'entso gallassaa mibeenna.
091423005c	Wontta Yoonataani Daawitana gaketanaw gade biide barenanna itti yalaga na'aa akkiide beedda.
091424009f	Yoonataani na'aa, «Taani wonddaafiyaan dukkiyaa zubbetuwaa wos's'aade koya» yaageedda; hewaappe guyyiyaan na'ay wos's'iyaa wode, zubbiyaa hefintsa dukkeedda.
0914250089	Na'ay Yoonataana zubbii wod'd'eedda sa'aa gakkeedda wode, Yoonataani na'aa s'eesiide, «Zubbii neeppe hini baggana de'ennee?» yaageedda.
09142600ae	K'aykka Yoonataani na'aa, «elleella; elleellaade ba; ek'k'oppa!» yaagiide bare k'aalaa d'ok'k'u ootsiide odeedda. He na'ay zubbiyaa mas'iide akkiide, bare godaakko aheedda.
0914270047	Na'ay ha yewuwaa ayinne erenna; Yoonataananne Daawita s'alaalay eriino.
0914280056	Yoonataani bare ola miishshaa na'aw immiide, «Tookka akkaade katamaa afa» yaageedda.
091429010b	Na'ay beeddawaappe guyyiyaan, Daawite he zaallaa guyyeppe kesseedda; Yoonataana sintsan gulbbatiide, bare deemuwaa biittaa boshissiide heezzu gede goyneedda. Hewaappe guyyiyaan, ittuu ittuwaanna yerettiide yeekkeeddino; shin Daawite Yoonataanappe aad'uwaa yeekkeedda.
09142a012a	Yoonataani Daawita, «Saro ba; ‹Ne giddoninne ta giddon, ne zeretsaa giddoninne ta zeretsaa giddon, Med'inaa Goday med'inaw markka gido› yaagiide nuuni laa"uu Med'inaa Godaa suntsaan c'aak'k'eeddo» yaageedda. Hewaappe guyyiyaan, Daawite denddiide beedda; Yoonataanikka katamaa guyye simmeedda.
09150100bd	Daawite k'eesiyaa Abimeleekakko Nooba katamaa beedda; Abimeleeki Daawitana gaketanaw kokkoriidde yiide, «Neeni ayaw neerekka de'ay? Ayaw hara Asay neenana de'ennee?» yaagiide oochcheedda.
09150200d2	Shin Daawite k'eesiyaa Abimeleeka, «Kaatii taana, ‹Taani neena kiitteedda yewuwaanne azazeedda azazuwaa ooninne eroppo› yaagiide taana ittibaa azazeedda. Ta asatuu itti sa'aan taananna gakettanaadan odaad.
0915030069	Ha"i ne kushiyan ayay de'ii? Ichcheshu bashe ukitsaa woy de'eeddawaa ayaanne taw immaarikkii» yaageedda.
09150400c3	Hewaappe guyye k'eesii Daawita, «Asay ubbay miyaa ukitsay taw baawa; shin geeshsha ukitsay de'ee; he asatuu barena mac'c'a asappe naageeddawaa gidooppe, unttunttu maanaw danddayiino» yaageedda.
09150500f2	Hewaappe guyye Daawite k'eesiyaa, «Tuma nuuni ha kiitaw keso saappe doommiide, mac'c'a asaappe naagetteeddo; haray atto geeshsha gidenna kiitaa wodekka unttunttu asatetsay geeshsha; hachche ubbaa aad'd'iide geeyanaw koshshennee!» yaageedda.
09150600bb	Hewaa diraw, k'eesii Daawitaw geeshsha ukitsaa immeedda; ayaw gooppe, k'eesiyaw de'iyaawe ho"iyaa ukitsaa Aa sa'aan wotsanaw Med'inaa Godaa sintsaappe dentseedda geeshsha ukitsaa s'alala.
09150700b3	Saa'oola k'oomatuwaappe itti bitanii he gallassaa Med'inaa Godaa sintsan naagiidde de'ee; Aa suntsay Doyk'a; I Eedooma biittaa asaa; Saa'oola mehiyaa heemmiyaawanttoo I kaappuwaa.
09150800ab	Daawite Abimeleeka, «Tooray woy mashshay new de'anddeeshsha? Kaatiyaa kiitay elleelliso diraw, taani ta mashshaa woy hara ola miishshaa ahabeyikke» yaagiide oochcheedda.
0915090170	Shin Abimeleeki, «Neeni Eela Zanggaaraan wod'eedda Piliss's'eemiyaa Gooliyaada mashshay hawaan de'ee; c'urk'k'aan I s'aas'ettiide, eefuudiyaa geetettiyaa mayuwaappe guyye baggana de'ee. Neeni koyiyaawaa gidooppe Aa akka; aappe attina, hara mashshay hawaan baawa» yaagiide zaareedda. Hewaappe guyye Daawite, «Hewaa mala hara mashshay baawa; Aa taw hamma» yaageedda.
09150a0060	He gallassi Daawite denddiide, Saa'oolappe bak'atiide, Gaate katamaa Kaatiyaa Akiishakko beedda.
09150b00f3	Shin Akiisha oosanchchatuu, «Hawe Daawite bare biittan kaatiyaa gidenneeyye? K'ay mac'c'a asatuu yes's'iiddinne duriidde, ‹Saa'ooli sha"aa wod'eedda; Daawite tammu sha"aa wod'eedda› yaagiide sabbeedda bitaniyaa gidenneeyye?» yaageeddino.
09150c005d	Daawite unttunttu haasayaa bare wozanaan oyk'k'iide, Gaate Kaatiyaa Akiisha loytsi yayyeedda.
09150d00d7	Hewaa diraw, Daawite unttunttu sintsaan wozanay boshetteedda asa malateedda; unttunttu Aa oyk'k'ana haniyaa wode, gooyiyaawaadan kare penggiyaa ifitsaa k'aac'eretseenne buuchchaanna duge zaariide saassuwaa lokkayee.
09150e0060	Akiishi bare oosanchchatoo, «Be'ite; hawe bitanii gooyee. Hinttenttu ayaw Aa taakko aheedditee?
09150f008f	Ha bitanii ta sintsan gooyanaadan hinttenttu aheeddawe, ta matan haray gooyiyaawe d'ayineyye? Ha bitanii ta soo gelanaw bessiiyye?» yaageedda.
09160100be	Daawite Gaate katamaappe bak'atiide, Adulaama katamaa matan de'iyaa gonggoluwaa beedda; Aa ishatuwaanne Aa aawuwaa soo Asay ubbay hewaa siseedda wode, unttunttu yaa duge aakko wod'd'eeddino.
09160200ba	Metooteeddawanttu, woy ac'uwan geleeddawanttu, woy sa'ay iiteeddawanttu ubbatuu Daawitakko shiik'eeddino; I unttunttoo kaappuwaa gideedda. Itti oyddu s'eetuwaa gidiyaa Asay aanana de'ee.
09160300ca	Daawite he saappe denddiide, Moo'aaben de'iyaa Mis'ip'p'a beedda; Moo'aabe kaatiyaa, «S'oossay taw ootsanabaa taani erana gakkanaw ta aattonne ta aawuwaa ne matan wotsissaarikkii» yaagiide woosseedda.
091604009c	Hewaa diraw, Daawite unttuntta Moo'aabe kaatiyaa matan wotseedda; geesuwaa giddon Daawite k'osetti utteedda wode ubbaan unttunttu kaatiyaa matan de'eeddino.
09160500b4	Hewaappe guyyiyaan, timbbitiyaa odiyaa Gaadi Daawitakko yiide, «Geesuwaa giddon gam"oppa; ha saappe denddaade Yihudaa gadiyaa ba» yaageedda; Daawite he saappe Hereta wora beedda.
09160600d3	Daawitenne Aa Asay beetteeddawaa Saa'ooli siseedda; Saa'ooli Gib'aa katamaa matan de'iyaa deriyaan, tamaariskka geetettiyaa mitsaa garssan tooraa oyk'k'iide utteedda; Aa oosanchchatuu Aa dooddiide ek'k'eeddinno.
09160700cf	Saa'ooli unttuntta, «Hinttenttoo, Biiniyaama asatoo, sisite! Isseya na'ay goshshaanne woyniyaa tokkiyaa sa'aa hinttenttu ubbaw immanee? Shaalak'atuwaanne s'eetuwaa kaappatuwaa ootsiide hinttentta suntsanee?
091608010d	Hinttenttu ubbay ta bolla mak'etteeddita; ta na'ay Isseya na'aanna k'aalaa c'aak'uwaa c'ak'k'eteeddawaa ooninne taw odibeenna. Hintteppe itti asaynne taw k'arettenna; hachchewaadankka ta na'ay ta k'oomaa taana wod'isanaw dentseeddawaa ooninne taw odibeenna» yaageedda.
