2a00000005	Luuka
2a0c270076	«Mumenye bwinja: nyina enju nk'amenyaga aha saa zinga egishambo chigwasize kuyinja, arhakalekere enju yaage eshandwe.
2a0c280053	Nenyu leero muchirheganye, bulaala Mwene oMuntu nj'ayinja omu saa murhaganiizize.»
2a0c29005f	Petero abaza Yeesu ntya: «Nnaweerhu, ka rhwewe rh'obwirire ogu mugani changwa abantu booshi?»
2a0c2a00aa	Nnaweerhu ashubiza ntya: «Nde ye mukozi orhahemuka, na munya bwenge, eyi nnahamwabo akajira mwimangizi w'abandi bakozi baage, y'abaheereza ebiryo omu gashanji gahemerwe?
2a0c2b004e	Agishirwe oyu muja, akaba nnahamwabo hano agaluka, amushimaana ali akola ntyo!
2a0c2c004c	Okuli mbabwirire: nnahamwabo nj'amujira mwimangizi w'ebikulo byaage byooshi.
2a0c2d00bc	Aliko, nk'oyo muja achibwirire ntya omu murhima gwage: ‹Nnahamwerhu alegamire kuyinja›, agarhondera gukubirha abaabo baja b'abalume n'aba bakazi, agarhondera kulya, kunywa n'okulaluka,
2a0c2e0081	nnahamwabo nj'agaluka olusiku oyo muja arhalikengereere, n'esa arhamenyere. Nj'amuhana bweneene n'okumuyikaza haguma n'abahemusi.
2a0c2f009a	«Omuja nji waaba amenyere ogushonda kwa nnahamwabo, aliko arharheganyaga n'okujira echintu chiyerekeere oko gushonda, nj'ashuurhwa enkoni zirhankaganjwa.
2a0c3000e0	Sy'aliko, ola orhamenyaga ogushonda kwa nnahamwabo, n'okuba ajirire ebintu bikwaneene obuhane nj'ashuurhwa nkoni zigeeke. Eyi baheere bintu binene, nji baamubaza binene; eyi babikiisize binene, nji bamuhema binene kulusha.»
2a0c310044	«Nayinjaga guhira omuliro oku gulu; nagashondere gube gwachaanirwe!
2a0c320065	Nkwaneene kubatiizwa omu malibuko; n'omurhima gwani gurhaviire gwarhuleera kugera birhaza kujirika.»
2a0c330065	«Ka muganiizize oku nayinjaga kuleerha omurhuula oku gulu? Nangwa, mbabwire okuli, sy'aliko obuhaka.
2a0c340087	Gurhenga bunoola, bantu barhaano balamire omu nju nguma barhakayunviikana, basharhu nji balwisa babiri, na babiri nji balwisa basharhu.
2a0c35006f	Omwana n'eshe barhakayunviikana, omunyere na nyina barhakayunviikana, omwazaana na nazaala barhakayunviikana.»
2a0c3600a2	Yeesu ashuba kubwira olubaga lw'abantu ntya: «Eyi mwabona ebichu byahulukira ebuzikiro bw'ezuuba, ho n'aho mwanaderha: ‹Envula yayinjire›, ebyoola byanahika.
2a0c37005c	Na nk'omuyaga gw'egarhongo guli kugera, mwanaderha: ‹Echuuka chaaba.› Ebyoola byanahika.
2a0c38006e	Mwe ndyaalya! Muyinji kumenya oboorhere bw'egulu n'echaalege. Gurhe mwagafundwa kumenya amango mali bunoola?»
2a0c390034	«Na girhuma mwenyine murhagala kumenya ebikwaneene?
2a0c3a00dc	Nka waaja kubuurana n'ogusidaakire embere z'omurhegesi, ochihangaane oyunviikane naye omu njira; y'arhaguheeka embere z'omuzuuzi. Omuzuuzi naye akaguhaana omu maboko m'omupoolisi, n'oyo mupoolisi anaguhira omu munyororo.
2a0c3b0065	Okuli nkubwirire, orhagarhenga omu munyororo orhanahongere olufuranga lw'obuzinda omu zibaguchiire.»
2a0d010085	Amo mango, abantu baguma bayinja kubalira Yeesu gurhe Pilaato ayirhaga aBagalilaaya baguma eyi bali gurhuula entuulo emwa Nnamahanga.
2a0d02009b	Yeesu ababwira ntya: «Mwabo muganiizize kw'abo Bagalilaaya bayirhwaga ntyo, k'okuderha oku bo baligwerhe ebyaaha binene kulusha abandi Bagalilaaya booshi?
2a0d03005a	Mbabwirire oku nangwa. Aliko nka murhalekere ebyaaha byenyu, mweshi nji mwafa kuguma nabo.
2a0d0400b3	Changwa, aboola bantu ekumi na munaane omunaara gw'eSilowaamu gwarhogeraga ko, gwanabayirha, muganiizize oku boowe bo baliiri babi bweneene kulusha abandi Banyayerusaleema booshi?
2a0d05005b	Mbabwirire oku nanga. Nenyu nka murhalekere ebyaaha byenyu, mweshi nji mwafa kuguma nabo.»
2a0d0600ad	Yeesu ashuba kubabwira guno mugani: «Haliiri muntu muguma waligwerhe omurhi guyirikwa tiini omu shwa lyaage ly'emizabiibu. Aja oku go gushonda amalehe, aliko ntaamo abwene.
2a0d0700b5	Ava abwira omuhinzi w'elyo shwa ntya: ‹Lola! Myaaka esharhu eyi ndi nayinja gushonda amalehe k'oguula murhi eyi ntanamabona. Oguche! Chagarhuma gwabeera bushaabusha omu budaka?›
2a0d080070	Aliko oyo muhinzi anamushubiza ntya: ‹Nnaweerhu, oguleke kandi guno mwaka, mpingire go n'okuguhira kw'emyaavu.
2a0d090060	Ntyo, nkabaga nji gwaleerha amalehe omu mwaka gwayinjire, akaba birhabeere ntyo, wanagucha!›»
2a0d0a0041	Lusiku luguma lw'eSaabato, Yeesu aliiri kuyigiriza omu sinagoogi.
2a0d0b0078	Ahoola haliiri omukazi olwere. Gurhengera myaaka ekumi na munaane, omuzimu alimuyinamize. Arhakagalire chiro kuyinamuka.
2a0d0c005b	Yeesu abeere amubona, amuhamagala n'okumubwira ntya: «Nyaama wee, endwala yawe yafumire!»
2a0d0d004c	Amuhira ko amaboko, ho n'aho ayinamuka n'okuva arhondera gukuuza Nnamahanga.
2a0d0e00f7	Aliko omukulu w'esinagoogi agaya oku Yeesu afumyize omuntu olusiku lw'eSaabato. Ava abwira echigusho ch'abantu ntya: «Hali siku ndarhu z'ogukola mo akaasi; mw'ezoola siku zimulemage mwayinja mo guchifumiisa, sy'aliko nangwa olusiku lw'eSaabato!»
2a0d0f00a7	Nnaweerhu amushubiza ntya: «Mwe ndyaalya mwe! Nkaasi muguma wenyu ashwekuula enka yaage changwa epunda yaage n'okuyiheeka gushooka olusiku lw'eSaabato, k'arhali ntyo?
2a0d1000a4	N'oyuula mukazi w'obuuko bwa Abrahaamu owalizirikirwe na Shetaani myaaka ekumi na munaane, ka birhahemere ashwekuulwe mw'ebyo biziriko byaage olusiku lw'eSaabato?»
2a0d110099	Yeesu abeere ali kuderha ntyo, booshi baliiri kumulwisa bayunva eshonyi; aliko echigusho chooshi ch'abantu chamogera ebijiro binja byooshi aliiri kujira.
2a0d120063	Yeesu ashuba kuderha ntya: «oBwami bwa Nnamahanga bwagashusha na gichi? Nankabushushanya na gichi?
2a0d1300c1	Bushusheene n'ehiburho hy'eharadaali muntu muguma arhoolaga anahibyaala omu shwa lyaage. Hyaamera n'ogukula, hyaaba murhi, n'enyunyi z'omu chaalege zayumbaka ebyoogo byaazo omu marhabi maago.»
2a0d140049	Yeesu ashuba kuderha ntya: «Gichi nankalinganya n'oBwami bwa Nnamahanga?
2a0d150085	Bulinganeene n'echachu omukazi arhoolaga n'okuyihira omu milengo esharhu y'eshaano y'ogukola emigati, kugera egihe yooshi yarhunda.»
2a0d160064	Yeesu aliiri omu njira aja eYerusaleema, alenga omu bishagala bineneenene n'ebigeekegeeke ayigiriza.
2a0d17006e	Muntu muguma amubaza ntya: «Nnaweerhu, k'arhali bantu bageeke bonyine nji bachungulwa?» Yeesu ashubiza ntya:
2a0d18009d	«Muchihangaane kuja omu Bwami bwa Nnamahanga kugerera omu mulyango gufundereere. Bulaala, yi nababwira, bantu banene nji bashonda kuja mo aliko barhakagala.
2a0d1900ee	Amango nyina enju nj'aba ayimangire ey'amanachinga omulyango, nji mwaba mwamasigala embuga. Nji mwarhondera gukongoorha oku mulyango n'okuderha ntya: ‹Nnaweerhu, orhuchinguulire.› Nj'abashubiza ntya: ‹Mwabo, ntenji muli ba ngahe.›
2a0d1a0067	Ho n'aho, nji mwamubwira ntya: ‹Rhwaliire rhwananywa haguma naawe, wanagendaga wayigiriza emwerhu!›
2a0d1b005c	Naye nj'ababwira ntya: ‹Ntenji muli ba ngahe. Muje hale naani, mweshi mwe mukola amabi!›
2a0d1c00b5	Eyoola nji yaaba amalira n'oguhekenya amenyo, amo mango nji mwabona Abrahaamu, Isaka na Yakobo, n'abaleebi booshi omu Bwami bwa Nnamahanga, aliko mwabo nji mwaba mwakabwirwe embuga!
2a0d1d009b	Abantu nji barhengera ebuhulukiro bw'ezuuba n'ebuzikiro bwalyo, n'abandi gurhengera emalambo n'egarhongo n'okuyikala balye haguma omu Bwami bwa Nnamahanga.
2a0d1e0053	Mumenye oku hali abazinda nji baaba barhanzi, hali n'abarhanzi nji baaba bazinda.»
2a0d1f0094	Mw'ebyoola bishanji, aBafarisaayo baguma bayegeera Yeesu n'okumubwira ntya: «Rhenga hano, ochigendere ahandi, bulaala Heroode yashonda gukuyirha.»
2a0d2000a3	Yeesu abashubiza ntya: «Mugende mujibwira ogoola mutereri ntya: ‹Yi nalibisya abazimu n'ogufumya abalwala zeene n'omuseezi. Na lishinjo naamala akaasi kaani.›
2a0d21008e	Aliko bihemere ngendekere olugenzi lwani zeene, omuseezi na lishinjo, bulaala birhakwaneene kuyirhira omuleebi ahandi aharhali eYerusaleema.»
2a0d2200e9	«Yerusaleema, Yerusaleema, wooyo weyirha abaleebi n'okubanda amabaale abantu Nnamahanga agurhumiraga! Kanga nashondaga guhira haguma abaana baawe nk'oku engoko ehira haguma ebyaanagoko byaayo omu byuubi byaayo! Aliko murhabilonzaga.
2a0d2300b0	Mumenye okw'enju yenyu yaaba mushaka. Mbabwirire byo: murhagachimbona kugera amango hayinja egihe nji mwaderha ntya: ‹Nnamahanga agishe owayinja oku ziino lya Nnaweerhu!›»
2a0e01007a	Lusiku luguma lw'eSaabato, Yeesu aja kulya emwa muguma w'abakulu b'aBafarisaayo. Abaliiri ho booshi baliiri bamuloleereza.
2a0e020044	Omuntu olwere endwala y'ogurhundiisa omubiri aliiri embere za Yeesu.
2a0e030098	Yeesu abaza abigiriza b'amarhegeko n'aBafarisaayo ntya: «K'amarhegeko meerhu mayemereere changwa nangwa omuntu ogufumya omulwala olusiku lw'eSaabato?»
2a0e04004a	Aliko baasira. Yeesu ava arhoola oyo mulwala, amufumya n'okumuleka agende.
2a0e05009b	Ashuba kubabaza ntya: «Nde omu mwabo nk'omugala changwa enka yaage egarhogera omu gishimu, ka ho n'aho arhakayikuula mo nachiro luli lusiku lw'eSaabato?»
2a0e060019	Baabula echi bamushubiza.
2a0e070060	Yeesu abeere abona gurhe abalaalikirwe yi bachiishoga ebichumbi by'embere, abachiira ogu mugani:
2a0e08009b	«Nk'omuntu aguhamageere kuja kulya amango m'obuhya, orhajaaga kuyikala oku gichumbi ch'embere. Bulaala hali amango omuntu okengerwe gukulusha alaalikirwe,
2a0e09009f	owabalaalikaga wooyo n'owenyu akayinja gukubwira ntya: ‹Olekere oyuula muntu egichumbi.› Wanaja wagwarhwa n'eshoni z'okuja kuyikala oku gichumbi ch'enyuma.
2a0e0a010e	Aliko, amango olaalikirwe, wanaja kuyikala oku gichumbi ch'enyuma, y'amango hano owakulaalikaga ayinja, akubwire ntya: ‹Mwira waani, oje kuyikala oku gichumbi ch'embere!› Ntyo, nji bwakubeera bukenge embere z'abantu booshi nji baaba bayikeere haguma naawe oku meeza.
2a0e0b0051	Bulaala ngasi yeeshi ochizamwire nj'ayandagazwa, n'ochiyandageeze nj'azamuulwa.»
2a0e0c0125	Yeesu ashuba kubwira ola wamulaalikaga ntya: «Amango warheganyiza abantu ebiryo by'ezuuba changwa by'egolo, orhalaalikaga abeera baawe, changwa beene benyu, changwa abantu b'omulala gwawe, changwa abatuuranyi baawe b'abachire. Bulaala nabo nji bakayinja gukulaalika, na ntyo wanaba wamajuhwa.
2a0e0d0068	Aliko amango wahamagala abantu kulya oku lusiku lukulu, olaalike abakeene, ebirema, abahunzize n'empumi.
2a0e0e008c	Ntyo, nji waaba mugishwa, kwenge boowe barhagwerhe echi bagakujuha omu gukugalulira! Aliko, nji waajuhwa amango m'ogufuuka kw'abakwaneene.»
2a0e0f008d	Muntu muguma omu baliiri baalya haguma na Yeesu abeere ayunva ebyo binwa, aderha ntya: «Agishirwe ola nji waalya omu Bwami bwa Nnamahanga!»
2a0e100061	Yeesu amushubiza ntya: «Haliiri muntu muguma warheganyaga biryo binene, analaalika bantu banene.
2a0e11006e	Egihe ch'okulya chagerere ho, arhuma omuja waage kubwira abalaalikirwe: ‹Muyinje, byooshi byarheganyizwe.›
2a0e1200a6	Aliko booshi barhondera kuderha ngasi muguma echaarhuma arhabonekana. Omwambere amubwira ntya: ‹Nagulaga eshwa, bimpemere nje kulirhangula; nguhemere ombabalire.›
2a0e13006e	Owindi aderha ntya: ‹Nagulaga enka ekumi z'oguhingiisa, nguhemere ombabalire, naaja kulola akaba zaakola.›
2a0e140042	Owindi aderha ntya: ‹Namayuusa gushaba, chocharhuma ntayinja!›
2a0e1500e5	Oyo muja agaluka emwa nnahamwabo, amubalira ebyo byooshi. Nnahamwabo akaliha, abwira oyo omuja waage ntya: ‹Genda juba omu njira zineneenene n'omu zigekegeeke z'egishagala, oleerhe hano abakene, ebirema, empumi n'abahunzize.›
2a0e160074	Omuja abeere amala kujira ntyo, aderha ntya: ‹Nnaweerhu, ebi wahemaga byajirirwe, aliko hanachiri ahakayikalwa!›
2a0e170090	Nnahamwabo ava amubwira ntya: ‹Oje omu njira n'omu migenderano y'egishagala, oseeze abantu bayinje kuja omu nju, y'omu mwani muyunjula abantu.
2a0e18005f	Kwenge, mbabwirire byo, ntaaye mw'aba bantu bali balaalikirwe nji waalya oku biryo byaani.›»
2a0e190068	Lusiku luguma abantu banene baliiri kulambagira haguma na Yeesu omu njira. Ahindamuka n'okubabwira ntya:
2a0e1a009e	«Nk'omuntu ankulikiire arhanansiimire kulusha eshe, nyina, mukaage, abaana baage, beene baabo, bali baabo, chiro n'akalamo kaage, arhaakaba mwigirizwa waani.
2a0e1b0051	N'omuntu orhaheekere omusalaaba gwage n'okunkulikira, arhaakaba mwigirizwa waani.
2a0e1c0093	«Nde omu mwabo, nk'ashondere kuyumbaka enju nene, arharhanga kuyikala aganje engulo y'ebyakoleesa n'okulola akaba agwerhe ebikulo by'okuyiyunjuza?
2a0e1d0061	Kwenge, nk'arhondeere kuyumbaka n'akaba arhagalire kumala, aba nji baabona ntyo, nji bamushekera.
2a0e1e004e	Baderha ntya: ‹Oyu muntu arhondeere kuyumbaka, aliko agambirwe kuyunjuza.›
2a0e1f00c7	Changwa mwami ohe, nk'ashondere kulwisa owindi mwami, orharhanga kuyikala n'oguchiibaza akaba oku misi y'abasoda baage bihumbi ekumi, akagala guhima oyo waabo oyinjire na basoda bihumbi makumyaabiri?
2a0e20006f	Akaba arhakagala, agarhumira oyo waabo abantu achiri hale b'okumubaza gurhe bakayunviikana n'omurhuula gube ho.
2a0e21006e	Nenyu ntyo kubinali! Ngasi yeeshi omu mwabo nk'arhalekere ebikulo byaage byooshi arhaakaba mwigirizwa waani.»
2a0e220055	«Omunyu chiri chintu gikwiriire. Sy'aliko gugaheza obuloke, gurhe bakagugalulira bo?
2a0e23006b	Gurhachiri gwinja oku budaka changwa oku myaavu; banagukabula embuga. Ogwerhe amarhwi m'okuyunva, ayunve!»
2a0f01004f	Abafurhiisa b'amakooli n'abanyabyaaha baliiri kuyegeera Yeesu yi bamuyunviriza.
2a0f020082	aBafarisaayo n'abigiriza b'amarhegeko babeere baabona ntyo, bamuveeba ntya: «Oyu muntu y'ayankirira abanyabyaaha n'okulya nabo!»
2a0f030021	Aliko Yeesu abachiira ogu mugani:
2a0f0400b1	«Nde omu mwabo, nk'agwerhe ntaama egana, agaheza nguma omu zo, k'arhakaleka zila zindi makumi gali mwenda na mwenda omu mpinga y'aja gushonda ela eherere kugera amango ayibona?
2a0f050040	N'akayibona, anayihira oku birhugo byaage n'obushagaluke bunene,
2a0f06009b	anagaluka emwage, anahamagala beera baage n'abatuuranyi baage n'okubabwira ntya: ‹Mushagaluke haguma naani, bulaala nabwene entaama yaani yali herere.›
2a0f0700ce	Na ntyo mbabwirire byo, nji haaba obushagaluke bunene omu mpingu oku munyabyaaha muguma olekere ebyaaha byaage, ahaali h'abantu makumi gali mwenda na mwenda bakwaneene barhakeneere okuleka ebyaaha byaabo.»
2a0f0800c1	Yeesu ashuba kuderha ntya: «Mukazi muchi, nk'agwerhe bicheri ekumi by'efuranga n'agaheza gicheri kiguma, k'arhagachaana etara, agahyaagira enju n'agashonda bwinjabwinja kugera amango achibona?
2a0f0900af	Na hano abona echo gicheri, anahamagala abeerakazi n'abatuuranyi baage n'okuderha ntya: ‹Mushagaluke haguma naani, bulaala nabwene egicheri chaani ch'efuranga nalihezeze!›
2a0f0a0072	Mbabwirire byo oku ntyo ku bamalahika ba Nnamahanga banashagaluka nk'omunyabyaaha muguma alekere ebyaaha byaage.»
2a0f0b004b	Yeesu ashuba kuderha ntya: «Haliiri muntu muguma waligwerhe bagala babiri.
2a0f0c007c	Omudoorho abwira eshe ntya: ‹Daarha, ompe echaani chigabi ch'agashambala chikwaneene kuba chaani.› Eshe abagabira bombi.
2a0f0d0099	Enyuma wa siku zigeeke, omugala mudoorho aguza omwandu gwage n'okugenda omu gihugo cha hale. Mw'echo gihugo ashandaguza ebikulo byaage omu boorhere bubi.
2a0f0e005f	Amalire kubishandaguza byooshi, enzara nene yaba mw'echo gihugo, arhondera kubula ngasi chintu.
2a0f0f0067	Aja agenda gukolera omuntu muguma w'echo gihugo. Oyo muntu amurhuma omu mashwa maage kulagira engulube.
2a0f100057	Oyo murhabana alema agifiija kulya oku biryo by'engulube sy'aliko ntaaye wamuheere byo.
2a0f110075	Buzinda agishuba ko, aderha ntya: ‹Abakozi booshi ba daarha bali omu muhimbo, n'obo nyoono hano ndi naafa n'enzara!
2a0f120068	Nagaluka emwa daarha, nanamubwira ntya: “Daarha, najirire echaaha embere za Nnamahanga n'embere zaawe.
2a0f130058	Ntachikwaneene kuyirikwa mugala waawe. Oje wantoola nka muguma w'omu bakozi baawe.”›
2a0f140088	Ava agaluka, aja emw'eshe. «Abeere achiri hale n'aha mwabo, eshe amulangiira, amuyunvira obonjo bunene. Alibirha kumulinga, amuhoobera.
2a0f15007b	Omugala aj'amubwira ntya: ‹Daarha, najirire echaaha emwa Nnamahanga n'emwawe, ntachikwaneene guhamagalwa mugala waawe.›
2a0f16009f	Aliko eshe abwira abaja baage ntya: ‹Muyanguhe, muleerhe omwambalo gukwiriire bweneene mumuyambise go, mumuyambise olupeta oku mudoke munamuyambise ebiraato.
2a0f17003f	Muleerhe enyana eshishire muyibaage; rhujire edinye rhunasiime,
2a0f18006e	bulaala oyu mugala waani abaaga afiire leero afuukire, abaaga aherere leero abonekere.› Banarhondera edinye.
2a0f190081	«Mw'ako gashanji, omugala w'efula aliiri omu shwa. Abeere agaluka, n'okuyegeera aha mwabo, ayunva abantu bali kuyimpa n'okuzina.
2a0f1a003b	Ahamagala muguma omu bakozi b'eshe, amubaza bichi byabeere.
2a0f1b007d	Omukozi amubwira ntya: ‹Mudoorho waawe agalukire bobunoola yisho ayirhire enyana eshishire, bulaala amubwene mugumaguma.›
2a0f1c005b	Oyo mugala w'efula ayunva oburhe, alahira kuja omu nju. Eshe ahuluka kumurhebeereza aje mo.
2a0f1d00e0	Aliko abwira eshe ntya: ‹Tala! Hamaagera myaaka minene bweneene eyi ndi nagukolera. Ntashubiraga kuvuna erhegeko lyaawe chiro n'eliguma. N'obo orhashubiraga kumpa chiro omwana gw'empene yi nshagaluka haguma na beera baani.
2a0f1e006d	Aliko oyu mugala waawe wahezeze ebikulo byaawe omu bubaraga, abeere agaluka, wamubagiire enyana eshishire!›
2a0f1f0062	Eshe amubwira ntya: ‹Mwana waani, oli haguma naani esiku zooshi, na byooshi ngwerhe biri byaawe.
2a0f200091	Sy'aliko byaalihemere rhujire edinye n'ogushagaluka, bulaala oyu mwene wenyu abaaga afiire, aliko afuukire; abaaga aherere, aliko abonekere!›»
2a100100ce	Yeesu ashuba kubwira abigirizwa baage ntya: «Haliiri omuchire muguma waligwerhe omwimangizi w'ebikulo byaage. Abantu bayinja gusidaaka oyo mwimangizi emwa nnahamwabo oku agwerhe ashandaguza ebikulo byaage.
2a100200a5	Nnahamwabo amuhamagala n'okumubwira ntya: ‹Bichi ndi nayunva baderha elugulu waawe? Nyeerekaga oluganjo lw'ebikulo byaani, bulaala orhagachiba mwimangizi wabyo.›
2a100300b6	Oyo mwimangizi aderha ntya omu murhima gwage: ‹Nnahamwerhu akola kunyaga akaasi kaani. Bichi njirage? Ntaviire nakoomera oguhinga amashwa na kandi nji nagwarha eshoni z'oguhemuuza.
2a10040065	Ahaa! Namaamenya echi naajira, yi haboneka abanyankiirira emwa baabo hano nkuulwa oku kaasi kaani.›
2a10050084	Aja ahamagala ngasi muguma waligwerhe omwinda gwa nnahamwabo. Abaza omwambere ntya: ‹Mwinda munganachi gwa nnahamwerhu ogwerhe?›
2a100600c1	Amushubiza ntya: ‹Nkunguru egana z'amavurha.› Oyo mwimangizi w'ebikulo amubwira ntya: ‹Rhoola aka karataasi kayandikirwe k'omwinda gwawe; yikala juba oyandike nkunguru makumi marhaano.›
2a1007011a	Ashuba kubwira owindi ogwerhe omwinda: ‹Naawe mwinda munganachi gwa nnahamwerhu ogwerhe?› Amushubiza ntya: ‹Bigunira egana by'amahemba.› Omwimangizi w'ebikulo amubwira ntya: ‹Rhoola aka karataasi kayandikirwe k'omwinda gwawe; yikala juba onayandike makumi gali munaane.›
2a1008009a	Nyina ebikulo asiima omwimangizi muhemusi, bulaala akolere n'obwenge. Bulaala, abantu b'eri gulu bayanguha omu bijiro byaabo kulusha abantu b'obumoleke.»
2a100900c6	Yeesu ashuba kuderha ntya: «Nyoono mbabwirire ntya: Muchijirire abeera haguma n'obuchire bubi bw'eri gulu, yi hano muba murhachigwerhe obuchire, abantu babayankiirire omu biikalo by'esiku n'amango.
2a100a009b	«Omuntu orhali muhemusi omu bintu bigeeke eyi arhanali muhemusi omu bintu binene; n'omuntu muhemusi omu bintu bigeeke eyi anali muhemusi omu bintu binene.
2a100b006c	Akaba leero mwabeere bantu bahemusi omu buchire bw'eri gulu, nde nji wabajira bimangizi b'obuchire bw'okuli?
2a100c005b	N'akaba mwabeere bantu bahemusi omu bintu byabeene, nde nji wabaheereza ebintu bababikiire?
2a100d00c9	«Nta muja wakagala gukolera ba shoobuja babiri: changwa anagaya muguma n'ogusiima owindi, changwa anagishwekera oku muguma n'okuboneerera owindi. Murhakagala gukolera Nnamahanga, munakolere ebikulo.»
2a100e0067	aBafarisaayo babeere bayunva ebi binwa byooshi, barhondera gushekera Yeesu, bulaala basiimaga efuranga.
2a100f00c3	Yeesu ababwira ntya: «Muli bantu bachiyeerekana nka ab'okuli embere z'abantu, aliko Nnamahanga ayinji emirhima yenyu. Bulaala, ech'abantu barhoolere nka gikwaneene, chiba chigayisize Nnamahanga.
2a101000d1	«Egihe ch'eRhegeko lya Muusa n'ebitaabu by'abaleebi chagendekeere kugera amango ma Yohaana Mubatiiza. Gurhengera amo mango, oMwazi Mwinja g'oBwami bwa Nnamahanga gwayamageezwe na ngasi muntu y'alwisa kuja mo.
2a1011006b	Aliko byakayolohera empingu n'egulu guhirima, ahaali h'ehinwa hityuuli hy'eRhegeko lya Nnamahanga hirhenge.
2a10120084	«Ngasi mulume wayegwire mukaage n'agashaba owindi, eyi ajirire obuhushi, n'oshabire omukazi bayegwire, eyi naye ajirire obuhushi.»
2a10130085	«Haliiri mulume muguma w'omugale wagendaga ayambala emyambalo edukwire y'engulo nene. Oyo mugale agendaga ajira edinye ngasi lusiku.
2a10140089	Haliiri n'omukene muguma oyirikwa Lazaaro wabaaga alyaama embere w'omulyango gw'enju yaage. Omubiri gwa Lazaaro gwali guyunjwire ebihulu.
2a10150099	Lazaaro aliiri guchifiija kulya orhuboole rhw'ebiryo rhwagendaga rhwarhoga oku meeza m'oyo mugale. Na kandi embwa zagenda zayinja kumiima ebihulu byaage.
2a1016006d	Hagera olusiku oyo mukene afa. Bamalahika bamuheeka ahaburhambi bw'Abrahaamu. Ola mugale naye afa, bamuhamba.
