2800000006	Matayo
28101100a2	Yesu akan'jibu ni kun'jobhela, “Ubarikibhu bhebhe, Simoni Bar Yona, kwa kuj'ha muasi ni nyama fikakufunulili lepi e'le, bali Dadi j'hangu j'ha aj'he kumbinguni.
2810120096	Nani pia nikabhajobhela kuj'ha bhebhe Petro, na panani pa muamba obhu nibetakulijenga likanisa lya nene. Miliangu ghya kuzimi ghib'hetalepi kulilenda.
28101300da	Nibetakupela bhebhe fungulu sya bhufalme bhwa mbinguni. Kyokyoha kyaghwibetakukifunga pa duniani kibetakuj'ha kifungibhu kumbinguni, na kyokyoha kyakibetakufungulibhwa pa duniani basi kibeta kifungulibhu kumbinguni.”
281014005e	Kisha Yesu akabhaamuru bhanafunzi bhasin'jobhela munu j'hej'hioha kuj'ha muene aj'hele Kristu.
28101500e4	Kuhomela bhwakati obhu Yesu akayanda kubhajobhela bhanafunzi kuj'ha ni lazima alotayi Yerusalemu, kutesibhwa kwa mambo mingi mu mabhoko gha bhaseya ni bhakholo bha makuhani ni bhaandishi, kukhomibhwa ni kufufuka ligono lya tatu.
2810160093	Kisha Petro akan'tola Yesu palubhafu ni kum'besya kwa kujobha, “Jambo e'le na lij'helayi patali nabhi, Bwana, ej'he j'hikatakuh'omela kwa bhebhe.
28101700b8	Lakini Yesu akasanuka ni kun'jobhela Petro, “Kherukayi kunyuma j'ha nene syetani! Bhebhe ndo kizuizi kwa nene, kwa ndabha ghwijali lepi mambo gha K'yara, bali mambo gha bhanadamu.”
28101800a3	Kisha Yesu akabhajobhela bhanafunzi bha muene, “Kama munu j'hej'hioha j'hailonda kunikesya nene ni lazima akibelai muene, atolai nsalaba ghwa muene na anifatayi.
2810190095	Kwa kuj'ha j'hailonda kughaokola maisha gha muene akaghayasya na kwa yeyioha j'haibetakuyasya maisha gha muene kwa ndabha j'ha nene ibeta kughaokola.
28101a004c	Je! Khenu gani kyaibetakubhosya munu katika kusanusiana ni maisha gha muene?
28101b0098	Kwa kuj'ha Mwana ghwa Adamu ibetakuhida mu bhutukufu bhwa Dadi munu ni malaika ghwake. Nu muene ibetakundepa khila munu kul'engana ni matendo gha muene.
28101c00ab	Kweli nikabhajobhela kuna baadhi j'ha muenga mwamuj'hemili apa ambabho bhibetalepi kubhonja mauti mpaka pabhibetakumbona Mwana ghwa Adamu kya ihida mu bhufalme bhwa muene.
2811010098	Magono sita baadaye Yesu abhatolili pamonga nu muene Petro, ni Yakobo, ni Yohana ndongomunu, na akabhatola mpaka panani pa kid'onda kitali bhabhu bhene.
2811020080	Abadilisibhu mb'ele j'ha bhene. Pamihu pa muene pang'areghe kama lij'hobha, ni ngobho sya muene syabhonekene kung'ara kama nuru.
2811030041	Langai, pala bhakatokili Musa ni Eliya bhakaj'habhilongela nakhu.
28110400dd	Petro akajibu ni kun'jobhela Yesu, “Bwana, ni kinofu kwa tete kuj'ha mahali apa. Kama ghwinoghela, nibetakujenga fibanda fidatu - kimonga kya bhebhe, ni kimonga kwa ndabha j'ha Musa, ni kimonga kwa ndabha j'ha Eliya.”
28110500c5	Bhwakati ilongela, langai libhengu libhalafu likabhafunika na langai, na j'hikah'omela sauti mulibhengu, j'hijobha, “Oj'ho ndo Mwanabhangu n'ganwa j'han'hobhwiki naghu. Mump'elekisiaghe muene.”
2811060047	Bhanafunzi bho bhap'heliki aghu bhakabina kifudifudi na bhakatila sana.
2811070048	Kisha Yesu akahida akabhakamula ni kujobha, “Muj'hinukayi musitili.”
2811080060	Ni bhene bhakaj'hinula nyuso sya bhene kunani lakini bhambwene lepi munu isipokuj'ha Yesu muene.
2811090098	Na bhobhiselela pa kid'onda, Yesu akalaghisya, akajobha, “Musih'omesi habari ya maono agha mpaka Mwana ghwa Adamu paibetakufufuka kuhoma kwa bhafu.”
28110a0077	Bhanafunzi bha muene bhakan'kota bhakajobha, “Kwa ndabha j'ha kiki bhaandishi bhijobha kuj'ha Eliya ibetakuhida hoti?
28110b0058	Yesu akabhajibu nikujobha, “Eliya ibetakuhida kweli na ibetakukherebhusya mambo ghoha.
28110c00c6	Lakini nikabhajobhela muenga, Eliya amali kuhida, lakini bhakammanyi lepi. Baada j'hiake, bhambombili mambo gha bhitonda bhene. Na efyo ndo Mwana ghwa Adamu kyaibetakutesibhwa mu mabhokho gha bhene.
28110d004d	Ndipo bhanafunzi bhakatambula kuj'ha alongeleghe habari sya Yohana Mbatizaji.
28110e006c	Bhobhafikiri mu bhumati bhwa bhanu munu mmonga akabhalotela, akapiga magoti mbele sya muene, ni kun'jobhela,
28110f0080	“Bwana, un'hurumilayi mwanabhangu, maana aj'hele ni kifafa ni kuteseka sana. Kwa kuj'ha mara nyingi ibina mu muoto au mu masi.
2811100042	Nandetili kwa bhanafunzi bha jhobi, lakini bhabhwesilepi kumponya.
28111100aa	Yesu akajibu akajobha, “Enyi kizazi kyaibetakukiera na kyakiharibiki nibetakutama ni muenga mpaka? Nibeta kuvumililana ni muenga mpaka ndali? Mundetayi apa kwa nene.”
281112004f	Yesu akam'b'enga, ni pepo likabhoka. Nsongolo aponyisibhu kuh'omela lisaa lela.
281113006c	Kisha bhanafunzi bhakan'kesya Yesu kwa siri ni kun'kota, “Kwa ndabha j'ha kiki twabhwesilepi kumb'enga?”
2811140154	Yesu akabhajobhela, “Kwa ndabha j'ha imani j'hinu ndebe. Kweli nikabhajobhela, kama mwibetakuj'ha ni imani hata ndebe kama punje j'ha mbeyu ya haradali, mwibeta kubhwesya kuujobhela kid'onda ek'he, kihamaghe kuhomela pala kilotayi khola, ni bhuene bhwibeta kuhama na kubetakujha lepi ni khenu kyokyoha khela kya kushindikanika kwa muenga.
2811160083	Bhwakati bhajele bado Galilaya, Yesu akabhajobhela Bhanafunzi bha muene, “Mwana ghwa Adamu ibetakubhakibhwa mu mabhoko gha bhanu.
2811170055	Na bhibetakun'koma, na ligono lya tatu ibetakufufuka.” Bhanafunzi bhahuzuniki sana.
28111800ac	Na bhene bho bhafikiri Kapenaumu, bhanu bhabhikhonganiya kodi j'ha nusu shekheli bhakandotela Petro ni kujobha, “Je mwalimu ghwa muenga e'lepa kodi j'ha nusu shekheli?”
28111900ff	Akajobha, “Ena” Lakini Petro bho aj'hingili mugati mu nyumba, Yesu akalongela ni Petro h'oti ni kujobha, “Ghwifikirira kiki Simoni? Bhafalme bha dunia, bhipokela kodi au bhshuru kuhomela kwa niani? Kwa bhala bhabhikabhatabhwala kuh'oma kwa bhahesya?
28111a0078	Na bhwakati Petro ajobhili, “Kuhoma kwa bhahesya” Yesu akabhajobhela, hivyo bhatawalibhwa bhabhosibhu mu bhul'epaji.
28111b010f	Lakini tusihidi kubhabhomba bhatoza ushuru bhakabhomba dhambi, lotaghe kubahari, sopayi ndobhani, na ulayi somba hosi. Baada ya kuufungula ndomo bhwake, ghibeta kuj'hikholela mo'la shekeli j'himonga. J'hitolayi na ubhapelayi bhatoza ushuru kwa ndabha j'ha nene ni bhebhe.
281201006a	Muda bhobhuobhu bhanafunzi bhakahida kwa Yesu ni kun'jobhela, “Niani mbaha mu bhufalme bhwa mbinguni?”
2812020041	Yesu akankuta mwana n'debe akambheka pagati pa bhene, ni kujobha,
2812030073	“Kweli nikabhajobhela, kama mtubwi lepi ni kujha kama bhana bhadebe mwibetalepi kujhingila mu ufalme bhwa K'yara.
2812040070	Hiyo j'hej'hioha j'haikiselesya kama mwana n'debe, munu ojhu ibetakujha mmbaha mu ufalme bhwa K'yara kumbinguni.
2812050052	Na yeyote j'ha ikanjamb'elela muana n'debe kwa lihina lya nene an'jamb'elili nene.
28120600e1	Lakini j'hej'hioha j'haibetakusababisya mmonga kati j'ha bhadebe abha bhabhakaniamini kuasi, ibetakuj'ha kinofu kwa munu oj'hu liganga likholo lya kusyaghila likakhongibhwa mu nsingu mwa muene, ni kusopibhwa kul'osi kunyanja.
28120700bb	Ole kwa dunia kwa ndabha j'ha bhwakati bhwa kudadisibhwa! kwa kuj'ha haina budi kwa nyakati esu kuhida, lakini ole ghwake kwa munu j'hola nyakati e'su sideta kuhida kwa ndabha j'ha muene!
28120800fe	kama kibhoko kya bhebhe au kigolo kikakusababishilayi kudada, uudumulayi ni kuutagha patali nabhi. Kinofu zaidi kwa bhebhe kujhingila mu bhuzima bila kibhoko au kilema, kuliko kutaghibhwa mu muoto bhwa milele akaj'helayi ni mabhoko ghoha ni magolo ghoha.
28120900d8	Kama lihu lya j'hobhi likakudadisiayi ulibhosiayi na ulitaghai kutali nabhi. Na kinofu zaidi kwa bhebhe uj'hingilayi hosi mu bhusima ni lihu limonga, kuliko kutaghibhwa mu muoto bhwa milele ukaj'helayi ni mihu ghoha.
28120a00d0	Mulangayi kuj'ha musihidi mukan'jimula mmonga wa abha bhadebe. Kwa ndabha nikabhajobhela kuj'ha kumbinguni bhajhele malaika bha bhene magono ghoha bhakabhulanga bhuso bhwa Tata ghwangu j'haaj'hele kumbinguni.
28120b00b4	(Zingatilayi: Malobhi ghaghibhonekana kama gha mstari ghwa 11, “Kwa kuj'ha Mwana ghwa Adamu ahidili kuokola khela kyakyaj'haghili” ghabhonekene lepi mu nakala bora sya muandi).
28120c00aa	Mwifikirira kiki? Ikaj'hiaghe munu aj'he ni likondoo mia moja, na limonga likajhagha, je ibetakughaleka tisini na tisa kukid'onda ni kulota kulonda limonga lyalijhaghili?
28120d0069	Na akamalayi kulikabha, kweli nikabhajobhela akamfurahia kuliko bhala tisini na tisa bhabhabeli kujhagha.
28120e0062	Fefuefu, sio mapenzi gha Tata ghwinu g'hwa mbinguni kuj'ha mmonga ghwa bhadebe abha ajhangamilayi.
28120f00ad	Kama ndongobhu akakuselayi, lotayi, kandasiayi dosari j'haj'hiyele kati ya bhebhe ni muene akaj'helayi muene. Kama ibetakup'helekesya bhwibeta kiujha unkerebhwisi ndongobhu.
28121000c2	Lakini kama ibetakubela kup'elekesya ntolayi ndongobhu mmonga au bhabhele zaidi pamonga ni bhebhe kwa kuj'ha kwa vinywa fya mashahidi bhabhele au bhadatu kila lilobhi libhwesya kuthibitishibhwa.
28121100b8	Na kama ibetakubhapuuzila kubhap'helekesya, lijobhelayi kanisa khenu ekhu, kama ibetakupuuzila kabhele kulip'helekesya kanisa, basi na aj'helayi kama munu bhwa mataifa ni mtoza ushuru.
28121200b2	Kweli nikabhajobhela, kyokyoha khela kyamwibeta kukidenda kuduniani ni kumbinguni kid'endibhu. na kyokyoha khela kya mwibeta kukidendulila ku duniani ni kumbinguni kid'endulibhu.
28121300b2	Kabhele nikabhajobhela kama bhanu bhabhele kati j'ha muenga bhakubaliene juu jha khenu kyokyoha khela pa duniani kyabhis'oma, e'lu Tata ghwa nene ghwa kumbinguni ibetakulibhomba.
2812140068	Kwa kuj'ha bhabhele au bhadatu bhakakusanyikayi pamonga kwa lihina lya nene, Nene njele pagati pa bhene.
281215008b	Kabhele Petro akahida ni kun'jobhela Yesu, “Bwana, ni mara silenga ndongo bhangu akanikosela ni nene nikan'samehe? Hata mara jha saba?”
281216004f	Yesu akan'jobhela, “Nikujobhela lepi mara saba, lakini hata sabini mara saba.
281217007f	Kwa ndabha ejhu bhufalme bhwa mbinguni ni sawa ni mfalme mmonga jhaalondeghe kwisahihisha hesabu kuhoma kwa bhatumwa bha muene.
281218006b	Bho abhwanji kusahihisha hesabu, mtumwa mmonga akaletibhwa kwa muene ambajhe an'dajheghe talanta elfu kumi.
28121900ac	Kwa kujha ajhelepi ni njela jha kulepa, bwana ghwa muene akalaghisya aghosibhwayi, n'dala munu pamonga ni bhana munu ni khila khenu kyaajhe nakhu, ni mal'epu ghabhombekayi.
28121a0090	Hivyo mtumwa akabina, akapiga magoti m'bele jha muene, akajobha, 'Bwana, uj'helayi ni bhuvumilivu pamonga ni nene, na nibetakulepa khila khenu.'
28121b006b	Hivyo bwana ghwa j'hola n'tumwa, kwa kuj'ha asukumibhu sana ni huruma andekhesili ni kun'samehe lideni e'lu
28121c00bb	Lakini n'tumwa j'hola akabhoka ni kunkabha mmonga kati j'ha bhatumwa bhajhinu, jhaajhele akan'dai denari mia. Akamfuta, akankaba pa nkoromelu, ni kun'jobhela, 'Nil'epai khela kyanikudai.'
28121d006f	Lakini y'ola n'tumwa njinu akabina ni kun'sihi sana akajobha, 'Ujhelayi ni bhuvumilivu nani, na nibetakul'epa.'
28121e0088	Lakini n'tumwa j'hola ghwa kubhwandelu abelili. Badala j'hiake, akalota ni kun'tagha gerezani, mpaka pa ibeta kundepa khela kyaakan'dai.
28121f0090	Na bho bhabhuene bhatumwa bhajhinu khela kya kitokili. Bhasikitishibu sana. Bhakahida ni kun'jobhela bwana ghwa bhene kila khenu kya kyah'omili.
2812200098	Ndipo y'ola bwana ghwa mtumwa j'hola akan'kuta, ni kun'jobhela, 'Ewe n'tumwa mwovu, nikakusamehe bhebhe lideni lyangu lyoha kwa ndabha ukan'somili muni.
2812210058	Je! Ulondekaghelepi kujha ni huruma kwa n'tumwa njinu, kama nene kyanikuhurumili bhebhe?
281222006c	Bwana ghwa muene akadada ni kun'kabidhi kwa bhala bhatesaji mpaka pa ibetakulepa kiasi kyoha kyaadaibhweghe.
281223008d	Efyo ndo dadi j'hangu ghwa kumbinguni kyaibetakubhabhombela, kama kila mmonga ghwinu ibetalepi kun'samehe ndongo munu kuhomela ghwa muene.”
281301007e	J'hatokili bho Yesu amalili kudongela malobhi aghu, akabhoka Galilaya, ni kulota mpakani mwa Yudea mbele j'ha kih'olo Jordani.
2813020031	Bhumati mbaha bhukan'kesya ni kubhaponyesya okhu.
281303007c	Mafarisayo bhakan'hidila, bhakan'jaribu, bhakan'jobhela, “Je ni halali kwa munu kundeka n'dala munu kwa ndabha yeyioha?”
2813040074	Yesu akajibu nikujobha, “Mwas'omili lepi, kwamba muene j'haabhabhombili kubhwandelu abhabhombili n'gosi ni n'dala?
2813050090	Na kabhele akajobha, 'Kwa ndabha ejhu n'gosi ibetakundeka dadimunu ni nyinamunu ni n'dalamunu, na bhene bhabhele bhibhetakujha m'bele bhumonga?'
2813060081	Efyo sio bhabhele kabhele, bali m'b'ele bhumonga. Basi, khela ambakyo akiunganisi K'yara, munu jhejhioha y'ola asikitenganisi.”
2813070065	Bhakan'jobhela, “Henu kwa ndabha j'ha kiki Musa atuamuiri kuhomesya hati j'ha talaka ni kundeka?”
2813080086	Akabhajobhela, “Kwa bhugumu bhwa mioyo ghinu Musa abharuhusili kubhaleka bhadala bhinu, lakini kuhomela kubhwandelu jhajhelepi naha.
28130900c7	Nikabhajobhela, kujha jhejhioha j'hola j'haibetakundeka n'dala munu isipokuj'ha kwa ndabha j'ha uzinzi, na kun'gega yongi, amalikuzini. Na n'gosi j'haibetakun'gega n'dala j'haalekibhu amalikuzini.”
28130a005c	Bhanafunzi bhakan'jobhela Yesu, “Kama ndo ncha kwa n'gosi ni n'dala kinofu lepi kugega.”
28130b00d5	Lakini Yesu akabhajobhela, “Sio khila munu ibhwesya kughapokela mafundisu agha, bali ni kwa bhala tu bhabharuhusibhu kupokela. Kwa kuj'ha bhajhele bhatowashi bhabhahogoliki kuhomela mu maleme gha bhanyinabhabhi.
28130c00cc	Na kabhele bhajhele bhatowashi bhabhabhombibhu ni bhanu. Na bhajhele matowashi bhabhikifwanyisya matowashi kwandabha j'ha bhufalme bhwa kumbinguni. J'haibhwesya kupokela mafundisu agha na aghapokelayi.”
28130d008d	Kisha akaletibhwa baadhi j'ha bhana bhadebe ili abhabhekelayi mabhoko panani pa bhene ni kus'oma, lakini bhanafunzi bha muene bhakabhakemela.
28130e0090	Bali Yesu akajobha, “Bharuhusuaghe bhana bhadebe, bhwala musibhabesi kuhida kwa nene, kwa ndabha bhufalme bhwa mbinguni ni wa bhanu kama abhu.
28130f003f	Ni muene akabheka mabhoko panani pa bhene, kisha akabhoka pala.
2813100088	Langai munu mmonga akahida kwa Yesu ni kujobha, “Mwalimu, khenu gani kinofu kyanilondeka kubhomba ili nikabhai bhusima bhwa milele?”
28131100be	Yesu akabhajobhela, “Kwa ndabha j'ha kiki ukanikota khenu gani kinofu? Aj'he mmonga tu j'ha ajhe n'nofu, lakini kama ghwilonda kukabha bhusima bhwa milele, sikamulayi sheria sya K'yara.”
2813120063	Munu yola akan'kota, “Sheria syene seleku?” Yesu akajobha, “Usikomi, usibhushuhudili bhudesi,
281313005f	bhaheshimuaghe dadiwaku ni nyinuaku, na un'ganai jirani ghwa j'hobhi kama nafsi j'ha bhebhe.”
2813140051	Munu yola akan'jobhela, “Mambo ghoha aghu nimalili kughatii. Bado nilonda kiki?
28131500c5	“Yesu akan'jobhela. “Kama ghwilonda kuj'ha n'kamilifu, lotayi, ukagolisiayi fenu fyoha fya ujhe nafu, na ubhapelayi maskini, na ghwibetakuj'ha ni hazina kumbinguni. Kisha hidayi unikhesiayi.”
2813160075	Lakini n'songolo y'ola bho apeliki ghala ghaan'jobhili akabhoka kwa huzuni, kwa ndabha aj'hele imiliki mali simehele.
2813170082	Yesu akabhajobhela bhanafunzi bha muene, “Kweli nikabhajobhela, ni vigumu kwa munu tajiri kuj'hingila mu bhufalme bhwa mbinguni.
281318008c	Kabhele nikabhakobhela, ni rahisi kwa ngamia kup'heta mu lilende sya sindanu, kuliko kwa munu tajiri kuj'hingila mu bhufalme bhwa K'yara.”
2813190068	Bhanafunzi bhobhap'eliki aghu, bhakashangala sana ni kujobha, “Ndo j'holekhu basi jhaibeta kuokoka?”
28131a006f	Yesu akabhalanga ni kujobha, “Kwa mwanadamu e'lu libhwesekana lepi, lakini kwa K'yara ghoha ghibhwesekana.”
28131b0071	Kisha Petro akan'jibu ni kun'jobhela, “Langai tulekayi fyoha ni kukukesya bhebhe. Khenu gani twibetakukabha?”
28131c011c	Yesu akabhajobhela, “Kweli nikabhajobhela, muene j'haibeta kunikesya nene, munu bhuzao mpya bhwakati Mwana ghwa Adamu pa ibeta kutama mu kiti kya enzi kya bhutukufu bhwakhe, namu mwibetakutama panani pa kiti kya enzi kumi na mbili, kugha hukumu makabila kumi na mabhele gha Israeli.
28131d00ad	Kila mmonga bhinu j'ha alekili nyumba, kaka, dada. tata, mabhu, bhana, au n'gonda kwa ndabha j'ha lihina lya nene, ibeta kupokela mara mia ni kubhurithi bhuzima bhwa milele.
28131e0083	Lakini bhingi bha bhajhele bhakubhwandelu henu, bhibetakujha bha mwishu, na bhabhaj'hele bha mwishu bhibheta kujha bha kubhwandelu.
28140100a9	Kwa ndabha bhufalme bhwa kumbinguni bhwifwanana ni mmiliki ghwa n'gonda, jha ajhumuiki lukhela na mapema ili kuajili bhabhombambombo mu n'gonda bhwa muene bhwa mizabibu.
2814020075	Baada j'ha kujha akubaliene ni bhabhomba mbombo dinari jhimonga kwa kutwa, akabhatuma kulola kun'gonda ghwa mizabibu.
2814030085	Akalota kabhele baada j'ha masaa madatu ivi na akabhabhona bhabhombambombo bhangi bhajhele bhajhemili bila mbombo mu lieneo lya soko.
281404008e	Akabhajobhela, 'Muenga pia, mlotayi kun'gonda lya mizabibu, na kyokioha kya kij'hele halali nibetakubhapela.' Hivyo bhakalota kubhomba mbombo.
2814050058	Akalota kabhele baada jha masaa sita ni kabhele katika saa jha tisa, na abhombili mebhu.
28140600c4	Mara j'henge kabhele mnamo saa kumi na moja, akalota ni kubhakolela bhangi bhajhemili bila mbombo. Akabhajobhela, 'kwa ndabha jhakiki mujhemili apa bila mbombo j'hoj'hioha j'hela kwa ligono lyoha?
2814070085	Bhakan'jobhela, kwa ndabha ajhelepi munu jhejhioha j'hola j'haatuajiri. Akabhajobhela, 'Ni muenga mulotayi mu n'gonda ghwa mizabibu.'
28140800cd	Bhwakati bhwa kimihi bho bhufikiri, n'kolo n'gonda ghwa mizabibu akan'jobhela msimamizi ghwa muene, 'Ubhakutayi bhabhombambombo na ubhalepayi mishahara, kwa kubhwanja ni bhwa mwishu hadi ghwa kubhwandelu.'
2814090055	Bhobhahidili bhabhaajiribhu saa kumi na moja, kila mmonga ghwa bhene apelibhu dinari.
28140a0097	Bho bhahidili bhabhomba mbomo bha kubhwandelu bhafikirileghe kujha bhibeta kukabha zaidi, lakini bhapokili pia kila munu dinari jhimonga kwa kila munu.
28140b0049	Baada jha kupokela malipo gha bhene, bhandalamikili mmiliki ghwa n'gonda.
28140c00b5	Bhakajobha, “Abha bhabhombambombo bha mwishu bhabhombili lisaa limonga tu kubhombambombo, lakini ubhalenganisi ni tete, tete tup'hendili misighu ligono lyoha ni kupya ni lifukhe.'
28140d0099	Lakini n'kolo n'gonda akajibu ni kujobha kwa mmonga ghwa bhene, 'Rafiki, nabhombili lepi khenu kibhibhi. Je! tukakubaliene lepi ni nene dinari j'himonga?
28140e0096	Pokelayi khela kya kijhele halali jha bhebhe naubho kayi. turahe ya nene kubhap'hela abha bhabhomba mbombo bhabhaajiribhu kumwishu sawasawa ni muenga.
28140f0072	Je! hakilepi kwa nene kubhomba khela kyanilonda ni mali syangu? au lihu lya bhebhe liovu kwa ndabha nene ne mwema?
281410004e	Efyo ghwa mwishu ij'ha ghwa kubhwandelu nighwa kubhwandelu ijha ghwa mwishu”
2814110079	Yesu bho ikwela kulota Yerusalemu, akabhatola bhanafynzibha muene kumi na bhabhale palubhafu, na mun'jhela akabhajibhela,
2814120069	Langai twilota Yerusalemu, ni Mwana ghwa Adamu ibetakujha mmabhoko gha bhakuu bha makuhani ni bhaandishi.
2814130098	Na bhibetakun'hukumula kifo na bhibetakumbosya kwa bhanu bha mataifa ili kundhihaki, kun'tobha ni kunsulubisya. Lakini ligono lya tatu ibetakufufuka.”
2814140086	Kisha mabhu ghwa bhana bha Zebedayo ahidili kwa Yesu ni bhana munu. Apigili magoti mbele jha muene ni kun'soma khenu kuhoma kwa muene.
28141500c8	Yesu akan'jobhela, “Ghwilonda kiki?” Akanijobhela, “Amuru kujha abha bhanabhangu bhabhele bhatamayi, mmonga kibhoko kya kulia ni mmonga kibhoko kya bhebhe kya kushoto mu bhufalme bhwa jhobhi.”
28141600a8	Lakini Yesu akan'jibu ni kujobha, “Ukimanyili lepi khela kyaghwis'oma. Je! Ghwibhwesya kukinyuela kikombi ambakyo nibetakunywela?” bhakan'jobhela, “Twibhwesya.”
28141700ea	Akabhajobhela, “Kikombi kya nene hakika mwibeta kukinywela. Lakini kutama kibhoko kya nene kya kulia ni kibhoko kya nene kya kushoto sio jukumu la nene kubhap'hela, lakini ni kwa bhala ambabho bhamalili kuandalibhwa ni dadiyangu.”
2814180058	Bhanafunzi bhangi kumi bho bhapeliki naha, bhakahuzunishwa sana ni bhala bhanu bhabhele.
28141900a0	Lakini Yesu akabhakuta bhene ni kubhajobhela, “Mmanyili kujha bhatawala bha mataifa bhakabhalisya, ni bhabhaha bha bhene bhibetakelesya mamlaka juu jha bhene.
28141a0073	Lakini isijhi naha kwa muenga. Badala yake, yeyote atakayetaka kuwa mkubwa miongoni mwenu lazima awe mtumishi wenu.
28141b0057	Na jhaibeta kujha ghwa kubhuandu kati jha muenga lazima ajhiaghe n'tumishi ghwa muenga.
28141c007d	Kama vile Mwana ghwa Adamu ahidilepi kutumikibhwa, bali kutumika, ni kuhomesya bhuhai bhwake kujha bhukhombozi kwa bhingi.”
28141d0038	Bhwakati bhihomela Yeriko, bhumati m'baha bhwa n'kesisi.
28141e00ab	Na bhabhabhuene fipofu mbabhele bhatamili kando j'ha barabara. Bho bhapeliki kuj'ha Yesu ipeta, bhakakuesya sauti ni kujobha, “Bwana, Mwana ghwa Daudi, utuhurumilayi.”
28141f009c	Lakini bhumati ukabhakhemela, ni kubhajobhela mgudamayi. Hata ivyo, bhene bhakazidi kukwesya sauti ni kujobha, “Bwana, Mwana ghwa Daudi, utuhurumilayi.”
2814200054	Kisha Yesu akajhema na akabhakuta ni kubhakota, “Mwilonda nibhambombilayi kiki?”
2814210047	Bhakan'jobhela, “Bwana kuj'ha mihu gha tete ghabhwesiaghe, kulola.”
281422007c	Basi Yesu, akajha avutibhu ni huruma, akaghagusa mihu gha bhene, mara ej'hu bhakapokela bhuwezo bhwa kulola na bhakan'kesya.
281501009e	Yesu ni bhanafunzi bha muene bhakalota karibu ni Yerusalemu na bhakalota mpaka Bethfage, mu kid'onda kya mizeituni, kisha Yesu akabhatuma bhanafunzi bhabhele,
28150200b0	akabhajobhela, “Mulotayi mu kijiji kyakifwatila, na mara jhimonga mwibetakun'kolela punda akhongibhu pala, ni mwanaounda pamonga ni muene. mubhakhongai ni kubhaleta kwa nene.
28150300a5	Ikajhiaghe munu jhojhuoha akabhajobhela khenu kyokyoha kuhusu elu, mwibeta kujobha, `Bwana akabhalonda, ` na munu ojhu mara moja akabharuhusu mhidai pamonga nabhu”
2815040062	Jambo e'le lyatokili na lela lyajobhibhu kup'elela kwa nabii lazima litimisibhwayi. Akabhajobhela,
