2800000006	Matiyu
2a04040050	Yesu a sa niwu ndi, “itre Irji a hla ndi, ndji na rhi bredi mba nda son na.”
2a04050059	Ibrji toh naki nda nji Yesu hi ni tu ngblu nda tsro wu wawu ngbungblu'a nimi fime nton'a.
2a0406006a	Wu brji hla ni wu ndi, “Mi nowu Chu ni konge bi ndindi, don ba ka ba ne, u mi ya ka no ndji wa mi son'a.
2a04070037	Wu ta kuqu mgbarju ndi gbre san mu, ba kma tie u me.”
2a04080069	U Yesu kpa sa'wu nda hla ndi, “Itre Irji hla ndi, 'Wu gbre san Bachi me kankrji ma, ndi hu wawu yi.'”
2a04090088	Ibrji a nji Yesu hi nimi Wurishelima nda yo'wu ni tu nkan u koh Irji'a, nda hla niwu ndi, “Wuti hi vren Irji'a, za grji rji ni wayi'a.
2a040a0042	Itre Irji hla ndi, 'Irji ni dun Maleku ma njiwu, na dun ba hra'wu,
2a040b0045	U, 'Ba nzu wu nji rji ni wo mba, don dun wu na wru za ni tita na.'”
2a040c0032	Yesu a hla wu “Wuna tsra Irji Bachi me to na.”
2a040d0039	Ibrji a tsra Yesu nda don wu me sai ton ri, nda hi kpama.
2a040e0060	Naki, Yesu a kma hi ni Galili nizo 'Ruhu Maitsarki.' Itre ma a zren ni gbungblu kagon ni wre ki.
2a040f0047	Nikglaki Yesu fara tsro ba terma. ni tra ma u ndi wawu mba ka gbre san.
2a04100085	A wru niki nda ye ni Nazarat, ni wrji wa ba raya ni wu yada Asaba ri ni tra u beri ni viwu wu bre, nda wlunde ni bla nvunvu u tre ma.
2a0411005b	Nvunvu wa bi tie ndu Irji wu Annebi Ishaya. Abwu nda bla nvunvu a nda to bubu ba nha tre'a,
2a041200d8	“Ruhu Irji he niwu me, wawugblegben mu a ton me ndi me hi hla tre ndindi ni bi ya.”A ton me nda ne gbengble ma dun mi hi tre ni biwa ba hei ni lo ndi cu ba cuwo, di bwu shishi ni bi fei, ndi kpa bi wa ba myen ba,
2a04130030	Dun mi hi hla 'nton' wa Bachi kpa ny'em nita.”
2a0414005d	A ka nvunvu ka no ndi wa ani gri ni wu'a nda kuson. Shishi ko nha ni tra Irji'a kma hi ni wu.
2a0415004a	A wlunde bubbu terniba wu, “Luwa itre Bachi, ri gregreme ni nton mbi.”
2a0416007a	Ko nha niki tretre wubi ma niwu nda tie sissri domin kikle tre wa to rju ni nu ma u ba mie. “Wayi ana viri Isuwu nan?”
2a0417008d	A tre ni bawu, “a njanji bi tre ni shap-shap nimu, 'bi no mwu, bana si no kpa mbi si ki. Kpe wa wu tie ni Kapanawun, tie naki ni gbume.'”
2a04180063	Ama a tre ni bawu, “Njanji mu me hla ni yiwu, ba ndji wa ani tie ndu Irji u baka kpa'wu ni gbuma.
2a04190098	Njanji mu mi hla ni yiwu, mba bi ya ba ba ni Israila ni nton Ilisha, ni nton wa shulu a kaka ni bwu, hra sei trani wha tanne, meme yon a ye ni gbu wawu.
2a041a004b	Bana ton Elia hi ni gburi na Zarephat ni Sidon wa iwa ri wu kpla ni son ki.
2a041b0062	Wu bi chong-rju bahe ni Isrela suse ni me Elisha Annebi du ba wa kpari cuwo se Naaman wu he Syria.
2a041c0034	Du indji ba ni mi tra wu Irji ba tie nfu ni ba wo'a.
2a041d007e	Ba wlu ni nfu nda gbi nda ni mi gbuu nda kji he ni tu ngblu ri wa ba meh Komba ni tu ma, ba son ba tru taga rhi ni tu ngblu'a.
2a041e0032	A ri zu ni tsutsu mba bana tona wa a hi ni buburi.
2a041f0071	Ziza'a ni gbuyi a grji hi ni Kapanawum ni gburi, ni Galili ndani tsro ba ni vi wu cacu wa (asabat) bana tindu na.
2a04200030	Ba tie nfu niwu ni tre wani tre nibawu, u yi sa.
2a04210043	Nimi tra wu bre Irji indiri he ni meme ruhu ibrji, ayi gbangban me,
2a04220064	“A nge hada wu ni ta Yesu u Nazarat wu ye wuta mu? Me to kowu nha, vren Irji wu tie zren geger.”
2a042300b6	Yesu bwu shishi ni meme ruhu nda tre, “Na bu nyu ndi tre na! rju ni kpama” Meme brji a riga da ban taga ni memeye ndatsutsu ndi ba meme ruhu brji a rju ni kpama, dana tie kpe na.
2a042400ac	Naki indi batoh kpe wu mamaki nda kamba nda ni tre nituma, ko nha ni kpama, “Nda tre a wani iri tre mu naki? A gbi ton ni meme ruhu'a dun rju nda kagu'a cuwo, wa he toki.
2a04250028	Itre ma atsra ni ko ni ntseyi ni klamba.
2a04260098	NambaYesu a bri tra wu bre niki nda hi nikoh Bitrus, ni nton ki iyi wama ana he ni sikpa nadon zazabi a vu, indi ba bre dun zoba ni nde mako ani wlunde.
2a0427008b	Yesu aki ni kotuma nda gboshishi ni meme brji nda zu zazabi du bri niwu; ba wu ton wa he naki niwu ana wu nton a dalu fara sru biri ni wuh.
2a04280092	Inton wa Irji nihe qu, indi gbugbu wu ba mmri vayi mba niye ni Yesu dun noba sikpa ni lulo iri-iri. Bari a sawo ni kpamba megyen baka fe sikpamba.
2a0429009e	Meme ruhu gbugbuu ba rju ni kpamba, bari bayi nda tre “Wu vren Irji” Yesu a gbonshishi ni meme ruhu ba nda zu ba dubana tre na don ba to ndi wawuyi Kristi
2a042a006c	Ka mble kpan, waa rju hi bubu wa ba indji gbugbuu ba wawuyi nda to ni bubuki. Bana kpa nhime du kaba don na.
2a042b006e	An hla ni bawu ndi wawu nison da cigaba ni bla tre Irji ni gbu bari, domin a hi kpa wa ba ton me ye ni wayi'a.
2a042c0045	Naki nda cigaba ni noba tre Irji ni du Irji koni ntseyi ni kla Judia.
2a0501005f	Ba he u gbugbu ndji ba ye ka Yesu ndi ba wo tre Irji, u wa k'li ni nyu kikle ma teku Janisaret.
2a05020063	A toh mmri jirgi harhi bari ba zi ba ni nyu ma. Bi vu lambe'a ba rju kaki ngla rjirji u vu lambe'a.
2a05030082	Yesu ari mi jirgi ri wa a u Siman nda hla wu ndu tru rju ma ye gban me ni kora. A kuson nimi nda tsro ndji ba tre Irji ni jirgi'a.
2a05040055	Da a hla kle bawu a tre ni Siman, “Nji jirgi'a hi mima ndi kata hi ni honlon ma.”
2a0505006c	Siman kasa wu nda tre, “Tie koh mu, ki tie ya kle cu'a ndi na vu ko pke na, amma ni wa u tre'a mi kayo.”
2a05060045	Da ba tie to wa a hla, ba vu lambebabran u rjirji u vu lambe'a ti su.
2a05070086	Mlen baka tie wo ni mbru mba nimi jirgi rima ndu ba ye zo ba. Ba ye nda vu lambe shu ni jirgi harli ba u jirgi ba bata grji hi nci ma.
2a0508006d	Amma Siman Bitrus, da'a to a he toyi, wa gbru ku ni Yesu ngbarju, nda tre hi don me, Bachi, me ndji u la tre.
2a05090045	A tie sissri, wawu ni biwa bana he niwu, don gbugbu lambe wa ba vu'a.
2a050a008b	Ba Yakubu mba Yohana imri Zabadi, bana kpukpan Siman. Yesu a hla ni Siman, na klu sissri na, don rji ni zizanyi hi ko shishi, u ta vu ndji.
2a050b003c	Da ba nji jirgi ba ye ni ra, ba ka kpi mba don wawu nda huu.
2a050c00ad	Ba zihe u wa he ni gburi, indji ri u lilo kpurju a he ni ki. Da a toh Yesu, a tie gbru kugru ni shishi nda bre Yesu nda tre “Bachi, u tie kpanyime u toh kpa me tie ndindi.
2a050d0055	Yesu n'me wo ma ka gbire nda tre, “Mi nhime. Kpa den.” Gbla me lilo ka rju donwu.
2a050e0098	Amma ndu na hla dio ti na nda hla wu, “Hi kpame ndi hi tsro tume ni Pirist ndi nno hadaya u wa ba tsarkake wu'a na wa dokaMusa tre, ndu sheda bawu.”
2a050f0062	Amma itre ma vra shu hi gbugbanmu u gbugbu ndji baka nji kamba ye wo'u babu tsuro nda den bi lilo.
2a05100023	Amma ana k'ma hi miji nda bre Irji.
2a051100a2	Aye ni viri aka si tsro, u farisawa ni bi tsro Ataurat ba ye rji ni mmri gbu bi Galili ni Yahudiya u Wurishelima ba ki ni kii. Ngbengble Bachi ndu den a he ni wu.
2a0512006f	Indji bari baka ban indji wa a qu kpa ni ta ba nda ye, ba wa nkoh u nji rihi hama wa ba nji hi zi ni k'bu Yesu.
2a0513007b	Don ikpe ndi wa ba he'a, ba to me nda hon ni tu tra nda grji wu hi ni meme zu ni ndo a ri ni tsutsu ndji ni ko shishi Yesu.
2a0514004b	Ni toh bangaskiya mba, Yesu tre, “Iwu ndji, ba wru la tre me hlega wu.”
2a0515007c	Bi nha ni Farisawa baka wlu mye nd tre, “Ahi nha mu si tre la tre ba? Ahi nha ni wru latre ndji hle wu hamma ni Irji kima.
2a0516005b	Amma Yesu a toh mre dri mba nda sa bawu, “A ngyeri ti rhi u bi mye kpame kpe yi ni suron?
2a05170048	A rime na ti di tre'u na? 'Ba wru latre me hle' 'wu ka wlunde ndi zren?'
2a05180092	Amma ndu yi to ndi vivren ndjiahe ni gbengble ni ngbungblu u wru latre hle, a hla ni ndji u qu kpa- me hla wu wlunde, ban tabli me ndi hi koh.'”
2a05190072	A ti wru wlunde ni shishi mba nda ban tabli wa ana kru ni tuma. A vu gon hi kpama ni koh ma, nda ni gbre Irji san.
2a051a006d	Ko nha a tie sissri nda gbre Irji San. Sissri shu bawu suron u ba tre, “Ki toh ikpi wa ba nna gbengble tre.
2a051b0083	Ni wa a kle'a, Yesu a rju niki naka toh indji u kpa haraji wa indema hi Lawi, son ni mi bru u kpa haraji. A tre ni wu, “Hu me.”
2a051c002a	Lawi a wlu nda hu nda ka kpi ma wawuu don.
2a051d007b	Lawi hi ka tie ngan ni Yesu ni koh ma. Bi kpa haraji ba ka gbugbu niki ni ndi bari wa ba ka rhi biri ni tebru riri ni Yesu.
2a051e0073	Amma Farisawa ni bi nha ba renyu ni mri koh ma nda, Ingye sa bi ki rhi ndi ni so ni bi kpa haraji ni bi latre bayi?
2a051f004d	Yesu sa bawu, “Indji wa ba he piyan me bana du'u den na, sai bi wa ba lo'a.
2a05200041	Mi na ye yo bi ndindi na amma mi ye ni bi latre ndu kpa tre Irji.
2a05210077	Ba tre wu, mri ko Yohana ba zan son hlan ma ni bre Irji, u mri koh Farisawa ngame. Amma mri koh me ba rhi nda ni so.”
2a0522005a	Yesu aka tre ni ba, “Ahi ndji rime ni yo kpukpan iwa sa vu nyu u iwasa rhi he ni ba rhi?
2a05230049	Amma ivi ni ye wa ba ban iwasa'a hi nda ka ba don u ni nton ki ba vu nyu.
2a0524008e	Yesu a tre mba ngaoli ni misali. “Bana nha pli sama ka mla wran k'mo mana. Ani ta tie toki, ani y'ba pli sa, u plisa na k'li niwu k'mo'a na.
2a05250081	Ba ndi wa ani wine sama ni mi cice imbu - ntan. Ini ta tie toki u wine sa ani yra mbu'a u wine ka kuhle, u imbu - ntan ni tie me.
2a0526002b	Amma wine sama ba suru ni mi mbu-ntan sama.
2a05270054	Indji wa'a so wine rji mi cice imbu-ntan ani son so don ani tre wine k'mo'a abi zan.
2a06010062	A he ni vi u Sabat u Yesu si zu ni rju kpu u mrli ko ma baka wro wlo kpu'a won ni wo mba, nda tan.
2a06020066	Amma Farisawa ba ri ba tre, “Ani tu ngye rli bi ki tie kpie'a bana nyme ndu ba tie'u ni Sabat na?”
2a0603005f	Yesu, ni tre ma, a kasa bawu, “Bi na kra kpie'a Dauda ni lilon bi wa ba he ni wu ba tie'a na?
2a06040096	A ri ni tra Irji nda ban bredi wa ba ka zi, tan nda nno ndji wa ba he ni wu'a tan ngame, wandi a na he ni tu nkon na, don ana Prist nkankle ba tan.”
2a06050031	Niki a hla bawu, “Vuvren ndi a baci u Sabat.”
2a06060050	Ba he u Sabat ri la ye, Yesu ka hi tsro ba ni tra Irji. Indi ri he ki nda so wo.
2a0607005b	Bi nha ni Farisawa ba yo shishi nda to ka ani den dio ni vi u sabat, don ndu ba renyu niwu.
2a0608007f	Amma wa'a to dri mba nda tre ni indi u son wo'a, “Wlunde ye kukru ni tsutsu ndi ni wa.” Igu u soh wo a wlu hi ka kri ni ki.
2a0609007a	Yesu tre ni ba, “Mi mye yi, Ahe tu nkon ndu ba tie zizi ka meme ni Sabat, ndu ba n'ra rai kpa ka ndu ba kpa tie meme?”
2a060a0068	Niki yi, a ya ba kagon wawu'u nda hla ni guwa, “N'me wo me rju ra.” A tie toki u wo'a ka tie ndindi.
2a060b0037	Amma ba vra nfu nda tre ni kpamba ko ba tie Yesu ni he.
2a060c004c	Ba zi he wa ka ye hon hi ngblu nda ka bre Irji. A ban Chu'a wawu-u bre Irji.
2a060d005a	Wa imble nhra, a yo mri koh ma hi kpama nda ju wlon don ha rji mi mba, a yo ba ndi Mazani.
2a060e006d	Ba nde Mazani ana ba Siman (wa a hi Bitrus ngame'a) u vayi ma Andarawus, Yakubu, Yohana, Filibus, Batalomiyu,
2a060f0038	Matiyu, Toma, Yakubu ivren Alfaus, Siman wa ba yo Zilot,
2a06100038	Yahuda ivren Yakubu ni Yahuda Iskaroti, wa a ye le wu'a.
2a061100a7	Yesu a grji ngblu'a baba hi ka kri ni meme ni kpentren ndi wa ba mri koh ma u ni gbugbu ndji wa ba rji ni Yahudiya ni Wurushelima ni bi nyu kikle nne u Taya mba Sidon.
2a0612005d	Ba ye ndi wa wo Yesu nda ndu den lilo mba ngame. Indji wa ba zi tiya ni wo brji'a ba kpa den.
2a06130069	Ko nha ni j'bu ndi ba n'ra kon u kpre don gbengblen u den si'a rju rji ni wu, u wa a den ndji mba wawu'u.
2a06140056	A kaya mri koh ma ba nda tre, “Bi hi bi lulu, biyi bi ya, don mulki Irji a hi u mbi.
2a06150064	Bi hi bi lulu biyi bi tie yon zizan'a, don bi wrji. Bi hi bi lulu biyi wa bi yi zizan'a, don bi nza.
2a0616007e	Bi hi bi lulu niwa indji bata kran yi, u idan ba ba ya'yi hlega nda mre yi nda kamba ni nde mbi a nda u brji, nitu Ivren Irji.
2a06170069	Ngyri ni vi ki ndi briku don ba han ye kikle di ni shulu, e ba Bachi mba ba tie bi kpie ki ni Anabawa ba.
2a0618002e	Amma iya mbi bi woh, biyi wa bi kpa si mbi ye.
2a0619003f	Iya mbi bi hi wa bi wrji zizan, iyon ni ye tie yi ni ko shishi.
2a061a0059	Iya mbi biyi wa ba tre ndindi ni tu mbi'a, a he toki ba bachi mba batie ni Anabawa bi ce.
2a061b004f	Amma mi hla yiwu wa bi ki sren ton, son bi kamba yi din tie zizi ni bi kran yi.
2a061c0038	Tie lulu ni bi mre yi ndi bre Irji ni bi ka to tie yiwu.
2a061d005c	Niu wa nita wru ni ngbala nh'ma kori, uka nno rima, u wanda ban klon me ri, uka nno ri tiya.
2a061e0048	Nno indji wa a mye u. Idio nita ban kpie me, na mye ndu ka nno wu ngana.
2a061f002b	To wa u son don ndji tie wu tie ki bawu me.
2a06200050	U ta son ndji wa ba son wu, wa hi ngyeri ndindi niwu? I bi latre ba tie toki me.
2a06210061	U ta tie ndindi ni biwa ba tie ndindi wu'a, a ngye u bi ma niwu. E indji bi latre ba tie toki me.
2a0622008f	U tie nno hla nklen ni ndji wa u to ani ye han wu, wahi kpiew ngye ndindi ni wu? U bi latre'a ba nno hla ni bi latre nda kpa ikpie'a ba na nno.
2a062300c8	Amma son biwa bana nyme ni wuna ndi tie zizi bawu. Nno hla, hamma ni yo suron ula kpa kpie tuma, u di me ni babran, u bi he mri Madaukaki, wandi wawu me ani toh tie ni bi wa ba ka ngyri nda meme ndji.
2a0624001c	He ni dri ndindi na tie mbi.
2a06250081	Na han tre tu rina, u bana han tre nitu me nan. Na kpa ri tie meme na, u bana kpau tie meme na. Wruhle ni bari, u ba wruhle niwu.
2a0626008a	Nno, u ba nno yi. Nene rhigra ma, uwa ba den nda grju mudu'a, ka shukuhle ni gban mbi. Ani mudu wawu tsra niwu, a ni kii ba tsra ni wu.”
2a06270076	A hla misali ri ni bawu, “Indji u nfyen ni tsro ndji u nfyen ri nkon? To a tie naki, ba bi ku ni juju, ka bana kuna?
2a0628006c	Ivren wa ani kpa tsro na zan asi tsro wu'a na, amma dun ndji wa ba tsro wu kle'a ani he na indji waa tsro'a.
2a0629006e	Bi tie he mu ndi ni ya vi bi giga wa ahe ni shishi vayi me, ndina toh kikle nkpon wandi ahe ni shishi me'a na?
2a062a00c8	U tie he ndi hla vayi me, 'Vayi, dume cu vi bi giga u shishi me,' i wu tume una to gbongbon u shishi me na? Iwu ndji u karji. Guci cu gbogbon u shishi me rju rhi ndi mla ya u wa ahi ni shishi vayi me.
2a062b0060	E bana tie nkunkro ndindi mawa iklo ma ba gigla ma na, u gigla nkunkron na nno klo ndindi ma na.
2a062c0074	E ba to nkunkron ni klo ma. E indji bana kyen klo ncu ni nci ncoh na, ume bana kyen klo grapes rji ni miji braya na.
2a062d00a1	Indji ndindi rji ni suron ma ndindi ani tie kpi bi ndindima, u meme ndji rji ni meme suron ma ni tie meme kpi. Don rji ni gbugbu kpie bi mi suron inyu ma ni hla.
2a062e0041	Nitu ngye bi yome, 'Bachi, Bachi,' u bina tie kpie'a wame tre na?
2a062f0057	Indji wa aye nime nda wo lan tre mu nda tie kpe wa mi tre'a, Mi hla ni yiwu ka ahi nha.
2a0630009f	Ahe na ndi wasi meh koh nda shi juju u nci tra ri meme nda meh nci tra ni tu inha. Toh ima aye babran nda ri ni nci tra, u ana tie'u kpe na, nitu ba meh wu bi.
2a063100ad	Amma indji wa ani wo tre mu nda na tie bana, ahe na ndji wa a meh tra ni tu meme hamma ni zi nci tra. Ima aye babran nda ri ni nci tra'a, u koh'a tie gbla zi hle kpukpru wu.
2a0701003c	Ni wa Yesu kle trema wa tre shishi ndji nda hi ni Kapanawum.
2a07020057	Akwe soja ri wa he ki ahi ni ner kon ma wa mi som tsutse, a buma si kpama nda yiza que.
2a07030061	Soja wo labari Yesu nda dru ndji bi ninkon bi Yahudawa, hla dun Irji ye nda warka ni vren koh ma.
2a07040046	Baya wa bu ye ni Yesu ndu bra tsutsi na tre ayi tsa du tie wayi ni wu.
2a0705002a	Ani son gbugbo, wawu yi men Choch nita wu.
2a070600ac	Yesu chi ka ni wuba. U wa ana zren bran nkon rji ni koh rina, soja tru kpukpan ma duba hla ni wu, “Bachi, na tie kpa me ya na, wu toh mina tsra dun-wu ye ri ni koh mu na.
2a0707006a	Domin wuyi mi na ban ndi mi tsra dun mi ye ni wu na, u wuti hla tre riri mi toh ivren koh mu ni fie sikpa.
2a070800bd	Me ngame mi he ndji ninkon, mi he ni Sojoji wa ba he ni wo'mu. Mi ti hla ni rhi ndi 'hi,' wa ka hi, miti hla ni rhi ngari ndi 'Ye,' wa ka ye, u ni vren ndu koh mu'a, tie nayi, wa ka tie.”
2a07090080	Wa Yesu wo naki, ayi mamaki nda gbaya ndji ba ba ta wu nda tre, Mi hla yiwu, ni gbu Israila mina toh ndji iri gin gbagba nayina.
2a070a003e	Biwa ba ton ndu ba gbaye ni kon nda ton vren koh ma aha sikpa.
2a070b0055	Ni veh ri, Yesu tsi hi ni gburi wa bayo ndi Nain. Mri kohma bahe niwu, ndji gbugbu u.
2a070c0064	A yi kritsa ni gbu, bu ban gburi awuri ri iyinma grji wawu na tsrina, ndji gbugbu ni gbu ba he niwu.
2a070d0038	Ni toh, Irji alika ni tausayi ma, nda tre niwu ni yi na.
2a070e0048	Aye nda akwati bi ba akwati ba kukri nda la ivren tsey mi la niwu lunde.
2a070f002d	Ikmo lunde nda sorma tre Yesu ka nu no iyima.
2a0710006d	I sissri vu ba wawu mba, ba omangyiri ni Irji, nda la ba chu annabi ri kikle ma ni mi mbu, i Irji jan ndi ma.
2a07110047	Itre Yesu hi kon ni ntsen ni gbu Yahudiya ni gbungblu ba kagon ni wu'a.
2a0712002a	Mri koh Yohana ba la niwu gbegbeme ikpiyi.
2a07130062	Yohana yo mri koh mah ha nda ton ba ndu hi ni ndji Yesu. Ba miye u ye? kon akwai ri ki ya konri ye
2a07140076	Baye wiewiere ni ndji ba tre, Yohana wuyi Batisma, aton ta, diki mbye wuyi u ye'a, ko akwai ndji ri wakiyi yakon yema?
2a07150046	Ni nton ki ndji gbugbu wu ba samu sikpa, iyamba kle, meme ruhu bri ba.
2a071600fe	Yesu amsa nda hla bawa, hi ndi hla ni Yohana kpe bi wo, ni kpe bi toh ni hishi mbi. Bi ra shishi baya, bi nkpurju za ba lunde zren, bi kuturu ba kpa ngla kpa, mangbi ton ba wo-tre, biwa ba kyu ba kma lunde ni vri, u biwa ba he nimi wa ba wo tre ndindima.
2a07170038	Indji wa ana ka wo tre mu na nitu bi zren mu a kpa lulu.
2a071800aa	U wa mri koh Yohana ba rju ni hi kpamba, Yesu kma ni hla ni gbugbu ndji ba nitu Yohana, “Ahi ngye bi rju hi ni miji si wa bi toh? Indji biwa vi ngyungyu ni fu yi hlega?
2a07190096	U bi rju hi ni wa bi toh ngye yi? Indji wa a sru nklon bi ndindi ma? Yayi, biwa ba sru kpi bi tie nklen u nda ni son ni mi iro ba he ni mi koh ba chu.
2a071a004f	U bina rju hi ni ra ni wa bi toh ngye? Anabi? E, Mi hla ni yiwu, zan u anabi'a.
2a071b0058	Wayi a wawu wa ba nha ngame ni wuh. yra mitub manzo gaba niyin, wa shi mle kon teh niyi.
2a071c0035	Mi hla yiwu, ndi wa mba bagrji, ba wa nda zah Yohana.
2a071d006f	Baya ndji gbugbu bawo niki, ni bi kpa nklen gandu ba ya ba kpa Irji a ndindima. Ba biwa Yohana yi Batisma bawu.
2a071e006a	Farisawa ni wa ba ton tre zru Yahudawa bawa, ana Yohana yi Batisma ni bawu na, ba na ya nda ni tre lan na.
2a071f0035	Yesu hla ni ge mi hada ndji bi tsara yi? Ba he hi he?
2a0720007f	Ba he na mri ba tsi ron ni kasuwa, nda ni tre ni kpamba, “Ki nvri injon ni yiwu, u bina nglu na. ki ban je kyu, u bina yi na.
2a07210040	Nakiyi Yohana aye, na ri hla, ana son mah na bi tre ahe ni brji.
2a07220062	Ivren Ndji ye nda ri nda ni so ibi tre yah, ndji branda so, a kpa bi kpa nklen gandu ni bi lahtre.
2a0723001b	Imri ma wawu ba he ni wayu.
2a0724006e	Ni viri Bafarisen, ri bre Yesu ye ni koh ma bawu ri. Wa Yesu ri ni koh Bafarisen, a kuson ni tebru nda ri lla.
2a0725007f	Iwa ri lah tre, a rju rji ni mi gbu nda wo Yesu he ni koh Bafarisen, nda ri lla. Nda ye ni ri iyema ni alabasta iyi ri wuwi ma.
2a07260087	Nda ye kluwei na Yesu nda tsi yi nda jum nza ma ni ma shishi ma nda sezah ma ni nfutu ma a tre kauna ma nimu zah gban zah mu ni turare.
2a07270092	Bafarisen yo Yesu bi ninkon ma, ato naki nda tre ni suron ma nda ndji yi ana anabi njanji yi ani toh ndi wayi meme iwa, wa si tawu ndji wu lahtre.
2a0728004e	Yesu kpa nyime nda hla ni wu Siman, mi son hla niwu ikperi, wa tre, hla Malam.
2a0729006c	Yesu hla ndji ri inu hla niwu ndji ha bari lah kudi niwu, ndji rima sule deri, irima ani hu rima sule hamsi.
2a072a0051	Bana he kudi baya hana igu wruhle bawu, hari mba, iri me nimi mba ani fi son igu?
2a072b003e	Siman hla mi ya wa kudi ma bran, Yesu hla niwu, wu hla ndindi.
2a072c00a8	Yesu kma hi ni wa'a nda hla ni Siman wu toh wayi, mi ye ni koh me, wu na ne mma wu ngla zah muna, wawu ne, ni mashishi ma a ngla zah mu niwu, nda se zah mu ni nfutu ma.
2a072d0045	Iwu u na tsro son nimu na i wawu tie tu wa mi ye ni wa, ana bri mena.
2a072e0041	Iwu wu na gban nye ni tumu na, a gban izah mu ni nye ni nfutu ma.
2a072f0078	A he na kiyi wa i lutre ma a bran anu kpa awa bran, nda tsro son wu brama. Wa ba wruhle ni vi fime a suron vi fime kame.
2a0730002e	Baya wayi ala niwu, ba wru la tre me hle niwu.
2a07310047	Wa ba son niki, ba son tre kpa-mba, wayi anha wa ani wru lahtre hle?”
2a07320039	Yesu hla niwu, isuron ndindima anu ceto me, hi ni si kpa.
2a0801008b	Yesu ni mri koh ma wlon don ha, ba zren kagon mi gbu ba, ni'g'rji, ni'g'rji kan kan, ba bla tr Irji na nio hla tre ndindi ma nitu koh Irji.
2a08020093	Imba gbugbu'u wa Yesu a ju brji rju ni bawu ni kankan rju ni ba wu, ba bi zren baba Yesu, Maryamu wa ba yo Magdali, w a ju brji tangban rju niwu'a.
2a08030064	Ni Yuwana, Iwa Kuza, indji u ndu Hiridus, ni Suzana; ni mba gbugbuwu, ni kpi wu yo'u ba wa ba no ba.
2a0804007f	Vi ri ba yo jubu ndji kabi ni k'lanri, ni tu wa indji gbugbu ba rji ni mi gbu gbugbuwu si ye toh Yesu, A tre ni bawu ni misali.
2a0805004f	Indji ri a hi hi bi, bari ba kuhle ni nkon indji ba chan u chinchen ba tan kle.
2a08060073	Bari ba kuhle ni tita bubuwa meme na he ni bran na u ba rju nda lu ni gbron, ba k'ma kyu, nitu bi'a na fie meme na.
2a08070056	Bari ba ku'hle nimi nchon, i nchon ba ba rju gbron nda zan gbengble ibi'a nda wu bi'a.
2a080800a2	Ibi ba ri ba kuhle ni meme ndindima nda rju gbron bi, na shobi babran, u bari ba sho gbala deri. Wa Yesu tre kle naki nda yo ba, indji wa a he ni ton u wo dun wo.
2a08090029	Imri koh Yesu ba myen i ndu hla tu tre'a.
2a080a00a3	A hlabawu, biyi ba no yi duyi ton kpi ba rir, u koh Irji, ni brou di mi ngla ba vu ni misali, ko bani toh bana toh kpi ngana, ba wo tre u nda na toh ba tre nge na.
