2800000006	Matayu
2a1603005e	Shetani kamwingiriti Yuda, yawamshema Isikariyoti, yumu gwa wantumini walii lilongu na wawili.
2a1604007e	Su Yuda kagenditi na kuyowera na Watambika wakulu na walolera wa numba nkulu ya Mlungu ntambu ya kumgalambuka Yesu kwawomberi.
2a1605003d	Womberi weniti manemu na wayoweriti na yomberi wamlipi mpiya.
2a1606007b	Yuda kajimiliti, na kaweriti kankusakula lupenyu luherepa lwa kumlaviya Yesu kwawomberi pota na lipinga lya wantu kuvimana.
2a1607006b	Lishaka lisokiti lya msambu gwa mabumunda gachechema ndiri, wakondolu wa shiboga sha Pasaka pawawadumuliti.
2a1608006c	Yesu kawatumiti Peteru na Yohani, kawagambira, “Mgendi mwakatunyawili shiboga sha Pasaka tupati kuliya.”
2a16090033	Womberi wamkosiyiti, “Gufira twakanyawi koshi?”
2a160a0078	Yesu kawankula, “Pamgenda mulushi, hamliwoni na mpalu yakalitwika shiwiga sha mashi. Mmufati mpaka mnumba pakayingira,
2a160b007b	mumgambiri mweni kana numba, ‘mfunda kankukosiya, shakoshi shumbakati mweni handiyi Pasaka pamuhera na wafundwa wangu?’
2a160c0050	Yomberi hakawalanguziyi numbakati nkulu mugorofa wayiherepeziya, munyawi amu.”
2a160d005d	Wagenditi na woniti kila shintu sawa ntambu Yesu yakawagambiriti, wanyawa shiboga sha Pasaka.
2a160e0055	Shipindi pashisokiti, Yesu kalikaliti kuliya shiboga pamuhera na wantumintumi wakuwi.
2a160f0058	Kawagambira, “Nfira nentu kuliya Pasaka ayi pamuhera na mwenga pamberi pa kundabisiya!
2a1610006b	Nukugambirani ayi ndo Pasaka ya upeleru kuliya na mwenga mpaka palii payiwera kala mu Ufalumi wa Mlungu.”
2a16110070	Shakapanu Yesu katola shikombi, kalonga mayagashii Mlungu, kalonga, “Muwanki shikombi ashi na mlandiri woseri.
2a1612005d	Nukugambirani, kwanjira vinu hanandi kayi ndiri divayi ayi mpaka Ufalumi wa Mlungu pawiza.”
2a161300bc	Shakapanu katoliti libumunda, kalonga mayagashii Mlungu, kalimega na kawapanana womberi pakalonga, “Ayi ndo nshimba ya neni yailaviwa kwajili ya mwenga. Mtendi hangu kwa kunhola neni.”
2a161400af	Viraa avi, kawapanana shikombi sha divayi pawaliyiti kala shiboga, pakalonga, “Lutekeru alu ndo lipatanu lya syayi lyalilaviyitwi kwa mwazi gwangu wagwitika toziya ya mwenga
2a16150042	“Mloli! Ulii yakang'alambuka ka palaa kankuliya pamuhera naneni.
2a1616005d	Mwana gwa Muntu hakahowi ntambu yakafiriti Mlungu, kumbiti shodi kwa muntu yakamgalambuka!”
2a1617004c	Palaa wanjiti kulikosiya weni, su gaa pakati petu hakatendi shitwatila ashi.
2a1618005d	Kulawiriti likakatala pakati pa wantumintumi walii gaa ndo hakawezi kuwera mkulu pakati pawu.
2a16190093	Yesu kawagambira, “Wafalumi wa maisi yawawera ndiri Wayawudi yawakolamlima wantu wawu kwa makakala, nawomberi pawawashema ‘Waganja wa wantu.’
2a161a00a1	Kumbiti nayiwera hangu pakati penu, kumbiti ulii yakaweriti mkulu pakati penu ndo kalazima kaweri mdidiki gwa woseri, na yakawera mlongoziya ndo kaweri ndundami.
2a161b00a9	Gaa yakaweriti mkulu, ulii yakalikala pasi kuliya shiboga, ama ulii yakatumika? Imanikana ulii yakalikala pameza kuliya shiboga! Kumbiti neni ndo nandundami pakati penu.
2a161c0047	“Mwenga mlikala pamuwera na neni shipindi shoseri sha kujerwa kwangu,
2a161d0058	gambira Tati gwangu ntambu yakanupiti ukolamlima, su naneni hanuwapanani ntambu ira ayi.
2a161e0081	Hamlii na kulanda pameza pangu mu Utuwa wangu na hamulikali muvibanta vya ufalumi kugatoza makabila lilongu na mawili ga Israeli.
2a161f00a7	“Simoni, Simoni! Gupikaniri! Shetani kapatiti ruusa ya kuwajera mwenga mawoseri, kuvilaviya viherepa kulawa muvidoda, gambira mkulima pakapeta nganu kulawa mumakapi.
2a16200071	Kumbiti neni nankuluwira kwa Mlungu, Simoni njimiru yaku nayidodomera. Nagwenga pagumbuyira, guwatangi wayagu.”
2a16210075	Peteru kamwankula, “Mtuwa, neni ng'enda kala pamuhera na gwenga mushibetubetu, na ata kuhowa pamuhera na gwenga.”
2a16220067	Yesu kamuwankula, “Nukugambira gwenga Peteru, pamberi njogolu hakeniwiki leru hagunemi mala ndatu.”
2a162300aa	Shakapanu Yesu kawakosiyiti wantumintumi wakuwi, “Shipindi shanuwatumiti pota na mpiya, na muhaku ama vilwatu, mpungukiwitwi shintu shoseri?” Wamwankula, “Ndala.”
2a16240091	Yesu kawagambira, “kumbiti vinu, ulii yakawera na muhaku gwa mpiya kagutoli, yakahera na upanga, kawuzi nguwu yakuwi na kahemeri upanga umu.”
2a162500c3	“Toziya nukugambirani, Malembu Mananagala galembwa, ‘Wamtuliti shipinga shimuwera pamuhera na wavidoda,’ ndo mpaka gatimii kwa neni, toziya shawalemba kuusu neni shankwiza kuwera nakaka.”
2a16260064	Wantumintumi walonga, “Guloli Mtuwa! Panu kwana mapanga mawili!” Yesu kalonga, “Ayi itosha!”
2a16270080	Yesu kalawa mulushi na kugenda, ntambu yaiweriti ntambu yakuwi, kagenda mpaka kulugongu lwa mizeyituni, wafundwa wakuwi wamfata.
2a16280049	Pakasokiti kuliya kawagambiriti, “Mluwi Mlungu namwingira mukujerwa.”
2a1629005c	Shakapanu kawaleka kagenda utali wa muntu kuweza kuguma libuwi, kasuntama na kumluwa Mlungu.
2a162a00a4	Kalonga, “Tati pagufira, guyiwusiyi nkata ayi ya ndabiku kwa neni. Ata hangu, mafiliru gaku gafiliziwi, pota ganeni ndiri, ira gutendi ntambu yagufira gumweni.”
2a162b0040	Palaa wamahoka wa Mlungu kulawa kumpindi wamlawira, su wamtanga.
2a162c006a	Pakaweriti mu kutama nentu, kamluwiti Mlungu na livuki limlawiti gambira matoni ga mwazi, gaturukiti pasi.
2a162d0067	Pakaluwiti kala, kawawuyiriti wafundwa wakuwi, kawawoniti wagonja mpota, womberi waweriti na hinginiku.
2a162e004d	Kawagambira, “Iwera ashi mgonja? Mwimuki na mluwi, namwingira mukujerwa.”
2a162f00a2	Yesu pakaweriti kankali kankuyowera, lipinga lya wantu liza palilongoziwa na Yuda, yumu gwa walii wafundwa lilongu na wawili. Yuda kamgenderiti Yesu na kumnonera.
2a16300050	Yesu kamgambira, “Yuda! Hashi gwankumgalambuka Mwana gwa Muntu kwa kumnona?”
2a16310078	Wantumini yawaweriti pamuhera na Yesu pawagawoniti galii gagalawira, womberi wakosiya, “Mtuwa tutumii mapanga getu?”
2a16320065	Na yumu gwawu kamkomiti upanga ntumintumi gwa Mtambika Mkulu na kamdumula likutu lyakuwi lya kumliwu.
2a16330057	Palaa, Yesu kalonga, “Ayi itosha!” Kalishinkula likutu lya muntu ayu, kamuponiziya.
2a163400bd	Shakapanu Yesu kawagambira watambika wakulu, na wakulu wawalolera wa Numba nkulu ya Mlungu na wazewi wawiziti kumubata, “Hashi, mwiza na mapanga na vindonga kumbata gambira neni na mpoka?
2a1635009f	Kila lishaka panweriti pamuhera na mwenga Mnumba nkulu ya Mlungu mumbata ndiri. Kumbiti ashi ndo shipindi shenu asa, ndo shipindi sha ukolamlima wa luwindu.”
2a16360063	Wamubatiti Yesu na kugenda nayu ukaya kwa Mtambika Mkulu, na Peteru kaweriti kankumfata kwa kutali.
2a16370078	Motu waguwashiti pakati pa uwa, na Peteru kaweriti pamuhera na woseri weni waweriti walikala pamuhera pawayoterata motu.
2a16380093	Ntumintumi yumu mdala pakamwoniti Peteru kalivaga pakwegera na motu, kamjodoleriti masu na kalonga, “Muntu ayu kaweriti vira pamuhera na Yesu!”
2a1639004a	Kumbiti Peteru kaberiti pakalonga, “Ndala gwenga, neni nummana ndiri!”
2a163a008f	Shakapanu hera, muntu yumonga kamwona Peteru na kalonga, “Gwenga gwa yumu gwawu!” Kumbiti Peteru kawankula, “Mtuwa gwenga, neni ndiri!”
2a163b0087	Na lisaa limu pamberi, muntu yumonga kamsisitiza pakatakula, “Nakaka ayu kaweriti pamuhera na Yesu, toziya ayu ndo Mgalilaya vira!”
2a163c0085	Peteru kamwankula, “Mtuwa gwenga, nuvimana ndiri ntambu yagutakula!” Palaa palii, pakaweriti kankali kankuyowera, njogolu kawika.
2a163d008c	Mtuwa kagalambuka na kumlola Peteru, na Peteru kalihola galii Mtuwa gakamgambiriti, “Leru pamberi njogolu keniwika hagunemi mala ntatu.”
2a163e002f	Peteru kawukiti kugenda kunja, na kalila nentu.
2a163f003f	Wantu walii waweriti wankumlolera Yesu, wamkomiti na kumhigira.
2a16400050	Wamtawiti shitambala kusheni, na wankumkosiya, “Gutungi! Gani yakakukomiti?”
2a1641002d	Wamlavilira visoweru vivuwa vya kumwigilanga.
2a164200bb	Lishaka lyalifatiti Yesu wamjegiti mushizyungu. Pashizyungu kuweriti na wazewi na watambika wakulu na wafunda wa malagaliru, womberi waliwoniti pamuhera na Yesu wamjegiti kulongolu kwawu.
2a1643007e	Nawomberi wamgambira, “Gutugambiri! Hashi, gwenga gwa Kristu?” Su Yesu kawagambira, “Ata panuwagambira, hapeni mnjimiri,
2a16440023	handa panuwakosiya hapeni mnankuli.
2a1645005d	Kwanjira vinu, Mwana gwa Muntu hakalivagi uwega wa kumliwu wa Mlungu kana makakala goseri.”
2a16460078	Woseri walonga, “Ndo kulonga gwenga gwa Mwana gwa Mlungu?” Nayomberi kawankula, “Mwenga mtakula handa ndo Neni.”
2a16470065	Nawomberi walonga, “Tufira ndiri kayi ukapitawu umonga? Twaweni tupikanira shilii shakatakuliti.”
2a1701003f	Shikundi shoseri wagolokiti, wamjega Yesu kulongolu kwa Pilatu,
2a170200aa	Wanja kumsitaki, pawalonga, “Tumwoniti muntu ayu kankuwasongiziya wantu wetu, na kuwaberiziya wantu kumupanana kodi Kaisari, pakawagambira Kristu mweni ndo, mfalumi.”
2a17030070	Pilatu kamkosiyiti yomberi, “Hashi, gwenga ndo Mfalme gwa wayawudi?” Yesu kamuwankula, “Gwenga gulonga.”
2a1704007b	Pilatu kawagambira watambika wakulu wa numba ya Mlungu na lipinga lya wantu, “Mona likosa ndiri lyoseri kwa muntu ayu.”
2a170500a9	Kumbiti womberi wanjiti kulonga kankuwazongiziya, “Kwa mafundu gakuwi kanjiti kutenda ndewu pakati pa wantu woseri mu Yudeya. Kanjiti mu Galilaya na vinu kiza panu.”
2a17060056	Pilatu pakapakiniriti aga, kakosiya, “Hashi, muntu ayu ka mwenikaya gwa Galilaya?”
2a17070090	Pakavimaniti handa Yesu kalawiti lushi lwalukolitwimlima na Herodi, su kamjegiti kwa Herodi, ndo mweni yakaweriti mu Yerusalemu shipindi shilii.
2a170800ca	Herodi kanemeleriti nentu pakamwoniti Yesu, toziya kapikaniriti kala visoweru vyakuwi, su kaweriti kankuhepera kumwona yomberi kwa shipindi shivuwa. Kaweriti kankutumbira kawoni Yesu pakatenda mauzauza.
2a1709004a	Su Herodi kamkosiyiti Yesu makosiwu gavuwa, kumbiti Yesu kamwankula ndiri.
2a170a0080	Mtambika mkulu gwa numba ya Mlungu na wafunda wa Malagaliru walawiriti pawulongoru, walaviyiti masitaka gawu kwa makakala nentu.
2a170b0094	Herodi pamuhera na wanjagila wakuwi, wamwayibishiti Yesu na kumtendera lidufiya, shakapanu wamvalisiya nguwu ya shifalumi, na wamuwuziya kwa Pilatu.
2a170c0066	Kwanjira lishaka lilii, Herodi na Pilatu wawera maganja, pamberi pa shipindi shilii waweriti wangondu.
2a170d005c	Su Pilatu kawashemiti pamuhera, watambika wakulu wa numba ya Mlungu, na walongoziya na wantu
2a170e00e4	kawagambira, “Mumjega muntu ayu kwaneni pamlonga kaweriti kawasongiziya wantu wawulemi ufalumi wa Rumi. Vinu mpikiniri! Pandoliti kala weri shitwatila ashi pawulongolu penu, mona ndiri likosa lyoseri kwa masitaka genu kwakuwi.
2a170f006c	Wala Herodi kawoniti ndiri likosa, su kamuwuziyiti kwa twenga. Kwahera likosa lya kumtenda muntu ayu kahowi.
2a17100041	Su hanuwalongeri wamsyatangi viboku, hanumleki kagendi zakuwi.”
2a17110048	Kila Mumsambu gwa Pasaka Pilatu kamlekiziyaga mtatilwa yumu pakati pawu.
2a1712004c	Lipinga lyoseri wabotanga pawalonga, “Gumlagi ayu! Gutuvuguliri Baraba!”
2a1713005b	Baraba wamtuliti mushibetubetu toziya ya kutenda ngondu mlushi lulii, viraa kalagiti wantu.
2a1714003d	Pilatu kafiriti kumlekeziya Yesu, su katakula kayi nawomberi.
2a17150070	Kumbiti womberi watenditi umatu, “Gumkong'onderi misumali mulupingika! Gumkong'onderi misumali mulupingika!”
2a1716009f	Pilatu kawagambira mala ya tatu, “Ashi katenda shidoda gaa? Mona ndiri likosa kwakuwi limtendi yomberi wamlagi, su hanumsyatangi viboku, su hanumlekeziyi.”
2a17170096	Kumbiti womberi wakazaniti kutenda umatu kwa kubotanga kuwera Yesu mpaka kakong'onderwi misumali mulupingika, na upeleru wawu wa kutenda umatu ukanga.
2a17180036	Su Pilatu kaamuwiti ntambu yawafira womberi gatendeki.
2a171900c0	Kamvugulira kulawa mushibetubetu muntu ulii yawamfiriti, ndomweni yawamtuliti mushibetubetu toziya ya ngondu yakuwi na kulaga wantu, su kamlaviyiti Yesu kwa womberi wamtenderi ntambu yawafira.
2a171a00ba	Pawaweriti wankumjega, waliwoniti na muntu yumu yawamshema Simoni gwa Kureni, kaweriti kankulawa muisi na kwingira mlushi. Su wambata, wamtwika lupingika lulii kalutoli kumbeli kwa Yesu.
2a171b0058	Lipinga likulu lya wantu limfatiti, mngati mwawu waweriti wadala wankudaya na kumlilira.
2a171c0081	Yesu kawagalambukira, kuwagambira, “Mwenga washina mawu wa Yerusalemu! Namundilira neni, kumbiti mlililiri maweni na wana wenu.
2a171d006e	Toziya mashaka gankwiza, wantu hawalongi, ‘Mbaka kwa walii wagumba, yawaleriti ndiri ama kunonisiya wana!’
2a171e006b	Hashiweri shipindi wantu pawayigambira migongu, ‘Gutuguwiri!’ Na kuvigambira vigongu, ‘Gutugubiki!’
2a171f006b	Kwa mana, handa wantu wankugutendera mtera gwankali kuyuma ntambu hayi, hayiweri hashi kwa mtera guyuma?”
2a17200048	Wawatoliti viraa wantu wamonga wawili, wadoda wawalagi pamuhera na Yesu.
2a172100d1	Pawasokiti kala pahala pawapashema, “Shipalakasa sha mtuhi,” Yesu ndo wamkong'onderiti misumali mulupingika pamuhera na walii wadoda wawili, yumu uwega wakuwi wa kumliwu na yumu uwega gwakuwi gwa kumshigi.
2a1722007f	Yesu kalonga, “Tati guwalekeziyi toziya wavimana ndiri vyawatenda.” Shakapanu wagawana nguwu zyakuwi kwa kugalambula simbi.
2a172300b3	Wantu wawagolokiti palii pawamlola. Na walongoziya wamtendera lidufiya pawalonga, “Kawalopoziya wamonga, vinu kalilopoziyi mweni, handa mweni ndo Kristu, msyagula gwa Mlungu!”
2a17240043	Wanjagira wamtenderiti vira lidufiya, wamgenderiti wamupa icheshema
2a17250054	pawalonga, “Handa nakaka gwenga ndo Mfalumi gwa Wayawudi, gulilopoziyi gumweni.”
2a17260055	Vira vilii malembu aga wagatula kumpindi kwakuwi, “Ayu ndo Mfalumi gwa Wayawudi.”
2a172700c0	Yumu gwa walii wadoda yawakong'onderitwi misumali palupinjika, kamwigilanga Yesu pakalonga, “Hashi, yanakaka ndiri gwenga ndo Kristu? Su gulilopoziyi gumweni, gutulopoziyi na twenga vira.”
2a17280084	Kumbiti mdoda gwingi ulii kamkalipira muyaguwi pakalonga, “Gwenga gumtira ndiri Mlungu ata padidini? Gwenga gupata azabu iraa ayi.
2a17290077	Gwenga na neni tustahili, mana aga ndo malipu ya galii gatutenditi. Kumbiti muntu ayu katenda ndiri shidoda shoseri.”
2a172a0051	Shakapanu kalonga, “Gwenga Yesu! Gunholi shipindi pagwingira muufalumi waku.”
2a172b004f	Yesu kamwankula, Nukugambira nakaka, lelu haguweri pamuhera na neni muparadisu.
2a172c0068	Iweriti yapata saa sita paliwala, mshenji guleka kuwala, luwindu lugubikiti muisi yoseri mpaka saa tisa,
2a172d003c	lipaziya lya numba nkulu ya Mlungu lipantika vipandi viwili.
2a172e0061	Yesu kalila kwa liziwu likulu, Tati, mumawoku gaku nuyitula rohu yangu. Pakalongiti hangu kahowa.
2a172f0080	Paliya, mkulu gwa wanjagila pakawoniti kala galii gatendikiti kamkwisa Mlungu pakalonga, “Nakaka ayu kaweriti muntu muheri.”
2a17300086	Wantu woseri walii waweriti wajojinika toziya ya shitwatila ashi, pawawoniti galiya gatendikiti, wawuyiti ukaya kwawu pawahinginitiki.
2a17310073	Waganja wakuwi pamuhera na wadala walii wamfatiti kulawa Galilaya, wagolokiti kwa kutali kulola shitwatila shiliya.
2a17320099	Kuweriti na muntu yumu litawu lyakuwi Yosefu, mwenikaya gwa shijiji shimu sha Wayawudi shawashishema Arimatayu. Kaweriti muntu muheri yakapananwa ligoya.
2a1733011a	Kaweriti muntu yakashemitwi Yosefu kulawa Arimatayu mlushi lwa Yudeya. Kaweriti muntu mheri na yakapananwa ligoya, kaweriti kankuhepera kwiza kwa ufalumi wa Mlungu. Tembera kaweriti Mjumbi gwa shyoteramotu shikulu sha Wayawudi, kajimiliti ndiri nawomberi majimiranu na matendu gawu.
2a1734003c	Yomberi kagenditi kwa Pilatu, kaluwa kamupi nshimba ya Yesu.
2a1735009c	Su kasulusiya nshimba ilii kulawa mulupingika, kayizyengititi sanda ya shitani, kayitula mulipumba lyaliweriti walisongola mulitalawu, lyeni alyenitenderwi.
2a17360058	Lishaka lilii liweriti Ijumaa, na matandiru ga lishaka lya kwoyera liweriti lyankuyanja.
2a1737007f	Wadala walii waweriti wafatana na Yesu kulawa Galilaya wamfatiti Yosefu, waliwona lipumba lilii ntambu yawatula nshimba yakuwi.
2a1738008b	Shakapanu wawuyiti ukaya, watanditi uturi na malashi ga kuswaga nshimba ya Yesu. Lishaka lya kwoyera woyeriti gambira malagaliru gaamuwiti.
2a1801005e	Jumapili mandawira ndaa, wadala walii wagenditi kulipumba pawatola na utuli ulii wawaunyawiti.
2a18020038	Wawoniti libuwi lilii libilingisiwa pampenku pa lipumba.
2a18030039	Pawingiriti mngati, wawoniti ndiri nshimba ya Mtuwa Yesu.
2a180400a0	Wagolokiti palii na waweriti wankulishera kwajili shisoweru shilii, kamukamu hera wantu wawili wazivaliti nguwu zimeremeta mbuu wagolokiti pakwegera na womberi.
2a1805007e	Wadala walii wingiritwi na lyoga, wasuntama. Su wantu walii wawagambira, “Iwera ashi mwankumsakula mkomu pakati pa wahowiti?
2a18060055	Ka panu ndiri, kazyuka kala! Mliholi galii gakawagambirani pakaweriti kulii Galilaya,
2a180700a0	‘Mwana gwa Muntu mpaka wamlaviyi kwa wantu wanavidoda, nayomberi hawamkong'onderi misumali mulupingika na lishaka lya tatu hakazyuki kwanjira pakahowiti’”
2a1808002b	Wadala walii waliholiti vyakatakuliti Yesu,
2a18090078	walawiti mulipumba, na watakuliti vintu avi vyoseri kwa wantumintumi walii lilongu na yumu na wamonga wawaweriti paliya.
2a180a009b	Hashina Mariya Magidalena na Yoana na Maliya mawu gwa Yakobu, pamuhera na wadala wamonga wawagenditi nawomberi ndo watakuliti vintu vilii kwa wantumintumi.
2a180b0068	Kumbiti wantumintumi pawapikaniriti ntambu yawatakuliti wadala walii wahera mana, su wawajimilira ndiri.
2a180c009d	Su Peteru kalawiti na kagenda pakatuga mpaka kulipumba, kasuntama na kawoniti sanda hera. Kawuyiti ukaya pakawera kankulihola kwajili ya galiya yagalawiriti.
2a180d00a9	Lishaka lilalirii, wantu wawili mngati mwa wantu wawamfata Yesu waweriti wankugenda mushijiji shawashishemiti Emawu, utali wa kilumita lilongu na yimu kulawa Yerusalemu,
2a180e003d	na waweriti wankuyowera kwajili ya goseri galii yagalawiriti.
2a180f005d	Pawaweriti wankuyowera na kuligambiziyana, Yesu mweni kalawira na kugenda pamuwera nawomberi.
2a1810002b	Wamwoniti kwa masu, kumbiti wamumana ndiri.
2a1811006a	Yesu kawakosiya, “Mwankuyowera shishi pamgendagenda?” Womberi wagoloka jii, sheni zyawu zihinginikiti.
2a181200a8	Muntu yumu pakati pawu, yawamshema Kileopa, kamkosiya, “Hashi gwenga gwa muhenga gweka yaku Kuyerusalemu yaguvimana ndiri vitwatira yavirawiriti kulii mashaka aga?”
2a181300ea	Yesu kawakosiya, “Vitwatila gaa?” Womberi wamwankula, “Vitwatira vyavimpatiti Yesu gwa Nazareti. Muntu ayu kaweriti mbuyi gwa Mlungu kana uwezu kulongolu kwa Mlungu na kulongolu kwa wantu, mukila shintu shakatakuliti na kutenda.
2a18140066	Watambika wakulu na wakolamlima wetu wamlaviya wamtozi kuhowa, na wamkong'ondera misumali palupinjika.
2a181500a5	Na twenga tulitumbira handa mweni ndo kaweri yumu yakagenda kuikombola Israeli! Gamonga ga aga goseri, leru ndo lishaka lya tatu kwanjira vitwatira avi pavirawiriti.
2a18160055	Wadala wamu mushipinga shetu watusintuziya, pawagenditi kulipumba mandawira putiputi,
2a1817008b	su wayiwoniti ndiri nshimba yakuwi. Wawuyiti pawalonga handa walawiritwi na wantumintumi wa kumpindi, pawawagambiriti handa kaweriti mkomu.
2a18180070	Wamonga mushipinga mwetu wagenditi kulipumba, wawona galii gawatakuliti wadala walii, su mweni wamwona ndiri.”
2a1819009c	Shakapanu Yesu kawagambira, “Iwera hashi mwa wazigizigi shiyasi ashi na myoyu yenu ikamala nentu kugajimira goseri galii gatakulitwi na wambuyi wa Mlungu!
2a181a0066	Hashi, ifiruwa ndiri Kristu kukong'onderwa misumali mulupingika, shakapanu kingiri muukwisa wakuwi?”
2a181b008b	Na Yesu Kawagambira vitwatira vyoseri vya vimuwusu mweni Mumalembu Mananagala mushintola sha Musa na shawalembiti wambuyi woseri wa Mlungu.
2a181c0060	Pawaweriti pakwegera na shijiji shawashigenderiti, Yesu katenda gambira kankwendereya na mwanja,
2a181d0097	kumbiti womberi wamluwiti pawalonga, “Gwikali pamuwera na twenga, mana kwinala, na pashiru pankwingira.” Su kingira na kulikala pamuwera nawomberi.
2a181e0074	Pakalivagiti kuliya shiboga pamuwera na womberi, katola libumunda na kulitekelera, shakapanu kalimega na kuwapanana.
2a181f003e	Masu gawu gavugukiti na wammana, kumbiti kawukiti pamasu pawu.
2a18200087	Su waligambirana weni, “Hashi myoyu yetu iweriti iyaka ndiri shipindi pakaweriti kankututakulira Malembu Mananagala munjira kulii?”
2a18210093	Wawuka shipindi shilaa shilii na wawuyiti Yerusalemu, wawoniti wantumintumi walii lilongu na yumu na walii wamonga waweriti pamuwera pawalijojinira
2a18220039	na walonga, “Nakaka Mtuwa kazyuka! Kamlawira Simoni!”
