0100000005	Ugiti
02100300ff	Aza a Isaraila a danai le, “Wi ishi ta̱ a kulaꞋa n kugaꞋan Vuzavaguɗu wu una tsu ɗe a Masar. Adama a na a Masar ɗe ci ci lyaꞋa ta̱ ili i na ci cigai n inyama dem ayin tutu. Ama vu tuka̱i tsu na e meremune, adama a na vu una tsu n kambulu.”
0210040105	Ɗa Vuzavaguɗu u danai Musa, “Mi ta̱ a kuzuwa ilikulya i yikpa̱ a iɗika tsu na o ci yoꞋo mini, kanna dem vuza wu uta̱ u ciya̱ ilikulyaꞋa i na i kuyawa yi a kanna. Tsu nampa tsu ɗa n kukondo le ko a kufuɗa o tono kadanshi ka̱ va̱ ko a kufuɗa ba.
0210050096	A kanna ka̱ ta̱li o ɓolongu ilikulya i na i kuyawa una̱ u kulyaꞋa kure, i laꞋa uteku tsu na i ishi a ci yaꞋansa, ka̱ta̱ a lapula i ɗa.”
0210060093	Ɗa Musa n Haruna a danai uma a, “Anana n kulivi ku nampa yi ta̱ e kuyeve an Vuzavaguɗu a̱yi ɗa vuza na wu uta̱ka̱i ɗa̱ a iɗika i Masar,
02100700b9	n usana yi ta̱ e kene tsugbayin tsu Vuzavaguɗu, adama a na a̱yi u pana ta̱ ka̱sa̱la̱ ka na yi a kuyaꞋansa ayin dem. A̱ tsu ɗa anan ya, ali ɗa yi a kuyaꞋanka tsu mololo?”
0210080137	Ɗa Musa u danai kpamu, “Yi ta̱ e kuyeve a na a̱yi ɗa Vuzavaguɗu ayin a na baci u nekei ɗa̱ boroji vu na yi a kuciga dem n usana ɗa kpamu u nekei ɗa̱ inyama n kulivi. Adama a na u pana ta̱ mololo ma na i yaꞋankai ni. A̱ tsu ɗa anan ya? Vuzavaguɗu ɗa yi a kuyaꞋanka mololo, a̱ tsu ɗa ba.”
021009009e	Ɗa Musa u danai Haruna, “Dana umaci wa aza a Isaraila ra̱ka̱, ‘Ta̱wa̱i u Vuzavaguɗu gbende vu ɗa̱, adama a na u pana ta̱ mololo ma̱ ɗa̱.’”
02100a0086	Ana Haruna wi a kadanshi n uma a Isaraila ra̱ka̱, ɗa a̱ la̱na̱i uɓon u meremune, ɗa e enei tsugbayin tsu Vuzavaguɗu e eleshu.
02100b0019	Vuzavaguɗu u danai Musa,
02100c00de	“M pana ta̱ ka̱sa̱la̱ ka aza a Isaraila ka. Dana le, ‘N kulivi, yi ta̱ a̱ kuciya̱ inyama i kutakuma, n usana dem yi ta̱ a̱ kuciya̱ ilikulya. Ta lo i kuyeve a na mpa ɗa Vuzavaguɗu Ka̱shile ka̱ ɗa̱.’”
02100d008f	N kulivi ku nanlo, ɗa nroni n ta̱wa̱i n kimba̱i le ra̱ka̱. Ɗa n usana, ciza tsu matsai n a̱bunda̱i tsu ka̱ra̱Ꞌi ubuta̱ u na i va.
02100e005d	Ana ciza tsu sa̱ruwa̱i tsu kotsoi, ɗa ili i yoku wa̱ri tsu egele yo okpoi lo a iɗika ya.
02100f00bd	Ana aza a Isaraila e enei nannai, ɗa e ecenei, “Yiɗa̱i tamkpamu nannai?” Adama a na ishi e yeve ili ya ba. Ɗa Musa u danai le, “Ilikulya i ɗa Vuzavaguɗu u nekei ɗa̱ i lyaꞋa.
02101000b5	Ili i na Vuzavaguɗu u danai i ɗaɗa na, ‘Yaba dem u ɓolongu tsu na u kuyawa yi kulyaꞋa. Kenuki mokoko me te adama a uteku u ka̱bunda̱i ka na ki punu a̱ ka̱pa̱m ka.’”
0210110070	Ɗa aza a Isaraila a yaꞋin tsu na a danai le, aza o yoku o ɓolongi n a̱bunda̱i aza o yoku kpamu kenkeꞋen.
02101200e2	Ana a gisangushi i ɗa n kakpanu, ɗa yaba dem u ciya̱i tsu na u kuyawa yi. Aza a na o ɓolongi n a̱bunda̱i a buwa n ili ba, aza a na o ɓolongi kenu ɗa a buwai n i na i kuyawa le. KpaꞋa dem kuciya̱i tsu na ki a kuciga.
0210130050	Ɗa Musa u danai le, “Ka̱ta̱ vuza u lyaꞋa u buwaka adama a mkpaꞋa ba.”
02101400b3	Ama aza o yoku a iwan ta̱ kupana, ɗa o foɓoi i yoku ali a kubana usana. Azun a shanai punu ali i ɗa i gita̱i kuta̱ ushami u gbani-gbani, ɗa ta na Musa u yaꞋin wupa n ele.
0210150070	Usana dem yaba dem u tsu ɓolongu ta̱ i na u cigai, ama i na i buwai kanna ka suɗukpa baci ka̱ta̱ i derikpe.
02101600a5	A kanna ka̱ ta̱li yaba dem u ɓolongi ali ugboku u re wu nkokoꞋo n re tsu na ishi o tsu ɓolongu, ɗa nkoshi m gba̱ra̱-gba̱ra̱ m banai u Musa ɗa a danai ni.
02101700f8	Ɗa u danai le, “Ili i na Vuzavaguɗu u danai i ɗaɗa na, mkpaꞋa kanna ka Ashibi kaꞋa ka ciɗa kanna ka kuvuka, kangalai ili i na i kukangala ka̱ta̱ kpamu i laluku i na kpamu i kulaluku, zuwai ili i na i buwai dem a kubana usana u yoku.”
021018006d	O foɓoi ilikulya ya tsu na Musa u danai le, ana kayin ka asai ilikulya ya i shama ba, i uwa feu azuꞋun ba.
02101900ac	Ɗa Musa u danai le, “LyaꞋi i ɗa anana, adama a na anana kanna ka Ashibi kaꞋa kanna ka kuvuka ka na kpamu e nekei Vuzavaguɗu, ye kene ilikulya lo pulai a iɗika ba.
02101a0064	Yi ta̱ a kufuɗa ye kene ilikulya pulai ali ayin a̱ ta̱li ama a kanna ka Ashibi i kene ili ba.”
02101b0056	A kanna ke cindere aza o yoku a banai adama a na o ɓolongu ilikulya ama e ene ili ba.
02101c0080	Ɗa Vuzavaguɗu u danai Musa, “Wannai ɗai uma a̱ va̱ a̱ kuka̱sukpa̱ kuꞋiwan kadanshi ka̱ va̱ n kuyotsongusu ku va̱?
02101d00f2	Ciɓai a na Vuzavaguɗu ɗa u nekei ɗa̱ Ashibi. I ɗaɗa i zuwai ɗa u nekei ɗa̱ ilikulya i na i kuyawa ɗa̱ ali ayin e re. Yaba dem vu ɗa̱ u da̱sa̱ngu a kpaꞋa a kanna ke cindere ka nanlo ka̱ta̱ wu uvuka u bana a̱ ubuta̱ ba.”
02101e0026	Ɗa uma a a uvukai a kanna ke cindere.
02101f007c	Ɗaɗa uma a Isaraila e ɗekei ilikulya ya mana, I ɗa yi ta̱ kenkeꞋen wa̱ri ci igeɓetsu, uyoꞋo ce emeshe a̱ ishigi.
0210200126	Ɗa Musa u danai uma, ili i na Vuzavaguɗu u danai i ɗaɗa na, “Vuzavaguɗu u danai, ‘Foɓoi mokoko me te ma mana, adama a na mi ta̱ a kuciga ntsukaya n na n kuta̱wa̱ me ene, e yeve icuꞋu yi ilikulya i na n nekei ɗa̱ a ayin a na yi e meremune a na mu uta̱ka̱i ɗa̱ a Masar.’”
02102100a7	Ɗa Musa u danai Haruna, “Kenuku mana vi yoku vu zuwa e kedele a̱ ubuta̱ u na ci ci yaꞋanka Ka̱shile a̱ga̱nda̱ adama a ntsukaya n na mi lo a̱ kuta̱wa̱.”
0210220075	Tsu na Vuzavaguɗu u danai, ɗa Haruna u zuwai vu ɗa e kelime ka Akpati vu Uzuwakpani, adama a na vi yaꞋan wadani.
02102300ca	Aza a Isaraila a yaꞋan ta̱ a̱ya̱ amangere ele a kulyaꞋasa mana, sai ayin a na a yawai a̱ likuci i na uma i ida̱shi. A lyaꞋasa ta̱ mana ali sai ayin a na a yawai a̱ ka̱kina̱ ka KanaꞋana.
021024002a	Mokoko mi ta̱ derere n ugboku u te u ifa.
02110100c9	Uma a Isaraila ra̱ka̱ a̱ ka̱sukpa̱i une u Sin, ɗa a̱ ka̱na̱i uye a kubana a̱ ubuta̱ kakau tsu na Vuzavaguɗu u danai le. Ɗa a vaki lo kpamu e Refidim, ama mini mi lo a na uma o kusoꞋo ba.
02110200ce	Ɗa uma a yaꞋankai Musa mololo. A danai, “Neke tsu mini mo kusoꞋo.” Ɗa Musa wu ushuki, “Yiɗa̱i ɗa yi a̱ kuyaꞋanka mu mololo? Yiɗa̱i kpamu i zuwai ɗa yi o kukondo Vuzavaguɗu vu ɗa̱?”
02110300dc	Adama a na i ta̱ a kupana kakuli a̱ ubuta̱ u nanlo, ɗa a yaꞋankai Musa mololo. A danai, “Yiɗa̱i i zuwai ɗa vu uta̱ka̱i tsu a Masar adama a na a̱ tsu m muku n tsu, n kuzuwa ku tsu, tsu kuwa̱ na n kakuli?”
021104007c	Ɗa Musa u sa̱la̱ka̱i Vuzavaguɗu, u danai, “Nini ɗai n kuyaꞋan n uma a nampa? I ta̱ ɗevu a na a vara mu a una.”
02110500b5	Ɗa Vuzavaguɗu wu ushuki Musa, “Bana e kelime ka uma ka kenu. Vu ɗika nkoshi m gba̱ra̱-gba̱ra̱ n yoku i walaka n kalangu ka̱ nu e kukiye ka na vu lapakai Kuyene ku Nilu ka.
02110600db	N kuyongo ta̱ n avu a kakpanlai ka Kusan ko Horebu. Lapa kakpanlai ka, mini mi ta̱ a̱ kuta̱ adama a na i soꞋo n uma a̱ nu.” Ɗa ta na Musa u yaꞋin nannai a̱ a̱shi o nkoshi m gba̱ra̱-gba̱ra̱ mi Isaraila.
02110700b9	Ɗa u ɗekei ubuta̱ wa Masaha m Mariba, adama a na ta ɗe aza a Isaraila a yaꞋin mololo, ɗa kpamu o kondoi Vuzavaguɗu, a danai, “Vuzavaguɗu wi ta̱ n a̱ tsu ko ta nannai ba?”
021108004d	Aza e Emeleki a banai wa aza a Isaraila e Refidim adama a na a yaꞋan kuvon.
02110900e2	Ɗa Musa u danai vuza yoku vuza na e ci ɗeke Jesuwa, “Zagba uma a̱ tsu o yoku a na a kubana vishili n aza e Emeleki. MkpaꞋa mi ta̱ a kushamgba gaɗi vu masasan a kinda ɗa̱ n kalangu ka̱ Ka̱shile e ekiye a̱ va̱.”
02110a0075	Ɗaɗa Jesuwa u shilika̱i n aza e Emeleki tsu na Musa u danai ni. Ɗa Musa n Haruna n Horu a banai gaɗi vu masasan.
02110b00e3	Uteku u na Musa u ɗengusa̱i ekiye a̱ ni ta ta na nannai aza a Isaraila a̱ ka̱na̱i kulyaꞋa aza e Emeleki n kuvon. Ama u cipa̱ka̱ baci ekiye a̱ ni, ayin a nanlo a ɗa aza e Emeleki a̱ kuka̱na̱ kulyaꞋa le tamkpamu.
02110c00c3	Ana ekiye a Musa o oꞋoi, ɗa a̱ la̱nsa̱i katali ɗa a zuwakai ni u da̱sa̱ngi. Ɗa Haruna n Horu e keɓei ni ekiye ku te ku te adama a na ekiye a o yongo uɗengushi ali kanna ka̱ yikpa̱i.
02110d0032	Nannai ɗa Jesuwa u lyaꞋi aza e Emeleki n kuvon.
02110e00cc	Ɗa Vuzavaguɗu u danai Musa, “Ɗana arabali a nampa tsu na vi lyaꞋi aza Emeleki, ka̱ta̱ vi keceke Jesuwa adama a na a ciɓa ka̱ta̱ a cinukpa n aza Emeleki ra̱ka̱-ra̱ka̱ aduniyan ko wannai.”
02110f006a	Ɗa Musa u maꞋi katalikalyuka ɗa u neꞋi ubuta̱ wa kula, “Vuzavaguɗu ɗa urotu u keleje u va̱.”
02111000a7	Ɗa u danai, “A̱ ɗengusa̱ ta̱ urotu u keleje u Vuzavaguɗu gaɗi, Vuzavaguɗu wi ta̱ a kulyaꞋa kelime n kushilika̱ n aza a Emeleki tsukaya kakau a kubana.”
021201009b	A̱yi Jeturo ganu va aza a Midiya akaya a Musa, u pana ta̱ ili i na Ka̱shile ka yaꞋankai Musa n aza Isaraila, tsu na wu uta̱ka̱i le a iɗika i Masar.
021202005e	Ana Musa u danai vuka vi ni Zipura u bana we ene esheku, ɗa Jeturo akaya a̱ ni a rabasai ni,
0212030088	m muku n ni n re. Maku me te kula ku ni ku ɗa Goshum adama a na Musa u dana ta̱, “Mo okpo ta̱ komoci a iɗika i na yi i va̱ ba.”
02120400be	Ɗa u neꞋi maku me te ma feu kula Eliyaza, ɗa u danai adama a na, “Ka̱shile ke esheku a̱ va̱ a̱yi ɗa ka̱ɓa̱nki ka̱ va̱ wi isa mu ta̱ a̱ ubuta̱ u kotokobi ka FiriꞋauna.”
0212050099	Ayin a nanlo, a̱yi Jeturo akaya a Musa n vuka vu Musa va m muku dem a̱ ta̱wa̱i kene yi e meremune a̱ ubuta̱ u na u vaki ɗevu n kusan ku Ka̱shile.
0212060076	Jeturo u suku ta̱ akaka u Musa u danai, “Mpa, akavu mi ta̱ lo a̱ kuta̱wa̱ n vuka vu nu m muku n re n nu feu.”
021207009b	Ana a yawai ɗa Musa u banai e kelime ka akaya a̱ ni, ɗa u kuɗa̱ngi ɗa wo oɓongi ni. Ana o kotsoi ikya̱shi ɗa a lazai a uwai a̱ ka̱pa̱m ka̱ ni.
02120800bf	Ɗaɗa u danai akaya a ra̱ka̱ ili i na Vuzavaguɗu u yaꞋin n FiriꞋauna koɓolo n aza a Masar ra̱ka̱ adama a aza a Isaraila, n atakaci a na e enei a uye, n tsu na Ka̱shile ki isai le.
021209009e	A̱yi Jeturo u yaꞋan ta̱ ma̱za̱nga̱ ka̱u a na u panai ili i singai i na Vuzavaguɗu u yaꞋankai aza a Isaraila, a na wi isai le e ekiye a aza a Masar.
02120a00a7	Ɗa u danai, “Cikpai Vuzavaguɗu, vuza na wi isai nu e ekiye aza a Masar koɓolo n ekiye a FiriꞋauna. Koɓolo n vuza na wi isai aza a Isaraila e ekiye aza a Masar.
02120b0093	Gogo na n yeve ta̱ Vuzavaguɗu u laꞋa ta̱ a̱ma̱li a na a buwai dem, adama a na wi isa le ta̱ e ekiye a aza a na a takacikai le n tsugoyi.”
02120c00ec	Ɗa Jeturo, akaya a Musa u tuka̱i n alyuka o kusongu koɓolo n kuneꞋe u Ka̱shile. Ɗa Haruna nu nkoshi m gba̱ra̱-gba̱ra̱ ma aza a Isaraila a banai adama a na a lyaꞋa ilikulya ɗe n Jeturo akaya a Musa, e kelime ka̱ Ka̱shile.
02120d006e	Kanna ke ire, ɗa Musa wo okpoi vuza va afada vu uma, ɗa uma a shamgbai n usana sai kulivi dem adama a afada.
02120e00ff	Ana akaya a Musa e enei ili i na Musa wi a kuyaꞋanka uma, ɗa u danai, “Yiɗa̱i va kuyaꞋan n uma a nampa? Nini ɗai avu endeꞋen va̱ kuda̱sa̱ngu a kuyaꞋanka uma a nampa afada, uma a na i kashani ili i na i ɗikai usana ali a kubana kulivi?”
02120f006e	Ɗa Musa wu ushuki, “A̱ ta̱wa̱ ta̱ wa̱ va̱ adama a na e yeve ili i na Ka̱shile ki a kuciga a yaꞋan.
021210009e	Ayin a na baci de dem a yaꞋin mawansa ɗa a̱ ta̱wa̱i wa̱ va̱, n tsu uwa ta̱ e mere me le ka̱ta̱ n tonuko le ili i na wila̱ u Ka̱shile u dansai.”
0212110048	Ɗa akaya a Musa a danai ni, ili i na vi a kuyaꞋan i ɗa i gaꞋan ba.
02121200a3	Avu n uma a na i a̱ kuta̱wa̱ a̱ nu gbani ɗa yi o koꞋwuso ka̱ci ka̱ ɗa̱. Avu ulinga u laꞋa wu ta̱ a̱bunda̱i, vi a kufuɗa u ɗa avu endeꞋen nu ba.
02121300b2	Panaka mu gogo na, n kuneke wu ta̱ odoki ka̱ta̱ kpamu Ka̱shile ka̱ ɓa̱nka̱ wu. Vi ta̱ o kokpo ka̱suki ka uma a̱ ubuta̱ u Ka̱shile, ka̱ta̱ vu dana yi ma̱shi me le,
0212140092	ka̱ta̱ avu vi yotsongu le wila̱ u Ka̱shile, ka̱ta̱ vi yaꞋanka le kuyotsongusu adama a uteku u na a kuwala, n ili i na i gaꞋin a yaꞋan.
0212150149	Ama zagba uma a̱ usuɓi punu a̱ ka̱tsuma̱ ka uma ka. Ali a na i a kupana n wovon u Ka̱shile, i kpamu a kuyaꞋan ukuna u mayun, a ci ciga kulyaꞋa uma ba. Ka̱ta̱ vu zuwa le o okpo aza e kelime a ugboku uma ka̱kpa̱n ke te ke te, n uma amangatawun a tawun, n uma amangerenkupa n kupa koɓolo n uma ugboku kupa-kupa kpamu.
02121600fc	Vu zuwa le o okpo aza a afada a uma ayin tutu, ama kadanshi ka na baci ka laꞋi le dem a̱ tuka̱ wu n kaꞋa. Kadanshi ka na ka laꞋi utsura u le ba a yaꞋan kaꞋa, na lo va ɗaɗa u kuzuwa ulinga u nu u jebe adama a na i ta̱ a̱ kuɓa̱nka̱ wu.
02121700a5	Vu tono baci ukuna u nampa, ɗa Ka̱shile ka zuwai nu kpamu vi yaꞋin nannai, a̱ɗa̱ yo koꞋo ba, uma a nampa dem i ta̱ o kubono a kpaꞋa n kadama ke le ukoci.
021218004f	Ɗa Musa va u panakai akaya a̱ ni, ɗa u yaꞋin ili i na u danai ni ra̱ka̱.
0212190103	Ɗa u zagbai uma a usuɓi a̱ ka̱tsuma̱ ka umaci wa aza Isaraila dem ɗa u zuwai le aza e kelime. U zuwai le o okpo aza o kutono n ugboku uma ka̱kpa̱n ke te ke te, n uma amangatawun a tawun, n uma amangerenkupa n kupa koɓolo n uma ugboku kupa-kupa kpamu.
02121a0094	Ɗa o okpoi tsa a aza a afada a kubana ubuta̱ u uma ayin dem, ili i na baci i laꞋi le a banka Musa ama kadanshi ka wawaꞋa a dansa kaꞋa we le.
02121b005e	Ana Musa n akaya a̱ ni Jeturo e pecemgbenei ɗa Jeturo va u ka̱na̱i uye o kubono a kpaꞋa.
021301006c	A wotoi u tatsu ana aza a Isaraila a̱ ka̱sukpa̱i Masar, a kanna ka nanlo ɗa a yawai e meremune ma Sinai.
0213020060	Ayin a na a̱ ka̱sukpa̱i Refidim, ɗa a yawai e meremune ma Sinai ɗa a vaki lo ɗevu n kusan.
02130300e8	Ɗa Musa u kumbai ɗe adama a na u cina Ka̱shile Vuzavaguɗu, ɗa Vuzavaguɗu u ɗekushei ni punu a kusan ka, ɗa u danai ni, “Ili i na va kubana va dana ntsukaya n Yakubu i ɗaɗa na, koɓolo n ili i na va kudana aza a Isaraila:
02130400c1	‘Avu a̱ ka̱ci ka̱ nu ve ene ta̱ ili i na n yaꞋankai aza a Masar. Uteku u na kajimba ka ci ɗika muku n ni e evelyu a̱ ni, ta feu n ɗikai ɗa̱ nannai ɗa n tuka̱i ɗa̱ na wa̱ va̱.
02130500d5	Gogo na yu ushuku baci kupanaka mu ka̱ta̱ kpamu i tono uzuwakpani u va̱, yi ta̱ o kokpo uma a̱ va̱ a na a laꞋi n kusuɓa̱ a̱ ka̱tsuma̱ ka aduniyan ra̱ka̱, n nannai dem aduniyan gbende a̱ va̱ a ɗa.
021306007d	Yi ta̱ o kokpo tsugono tsu anan ganu tsu va̱, n iɗika i ciɗa i va̱.’ Na ɗaɗa akaka a na va kudana aza a Isaraila.”
021307008c	Ana Musa u cipa̱i a kusan ka, ɗa u bonoi u ɗekei nkoshi m gba̱ra̱-gba̱ra̱, ɗa u tonokoi le ra̱ka̱ ili i na Vuzavaguɗu u danai ni.
0213080098	Ɗa uma a gbende a̱ ushuki, a danai, “Ci ta̱ a kuyaꞋan ili dem i na Vuzavaguɗu u danai.” Ɗa Musa u bonokoi Vuzavaguɗu ili i na uma a a danai.
02130900e7	Ɗa Vuzavaguɗu u danai Musa, “Mi ta̱ a̱ kucipa̱ wa̱ nu tsu keleshu ku uguyi ka̱ a̱miki, ka̱ta̱ uma a panaka mu a kadanshi n avu, ciya̱ a̱ ushuku n avu.” Ɗa Musa u doku u danai Vuzavaguɗu kpamu ili i na uma a danai.
02130a009b	Ɗa Vuzavaguɗu u danai Musa, “Bana a̱ ubuta̱ u uma a̱ nu ka̱ta̱ vu takpa le nshinda̱ dem anana nu mkpaꞋa. Vu zuwa le a̱ za̱Ꞌa̱ aminya e le,
02130b0088	ka̱ta̱ o foɓuso a kanna ka tatsu, adama a na a kanna ka nanlo kaꞋa Vuzavaguɗu u kucipa̱ gaɗi vu Kusan ku Sinai a̱ a̱shi a uma.
02130c00c1	Vu zuwaka le uteku n kusan ku nanlo ka vu ka̱ra̱Ꞌa̱ka̱, ka̱ta̱ vu dana le, ‘YaꞋin mayin ka̱ta̱ i yawa ɗevu ko i saꞋwa kusan ka ba. Vuza na u banai u saꞋwai, i ta̱ a kuna yi.
02130d0104	Mayun vuma vu nanlo i ta̱ a kuvara yi n atali ko a tawa yi n aya, ka̱ta̱ a saꞋwa yi n kukiye ba. Ko vuma ɗa baci ko manama a̱ kuka̱sukpa̱ yi n wuma ba.’ I ta̱ a kufuɗa kubana a kusan ka a ayin a na baci a panai a̱ lika̱i kavana ka̱ ka̱giri.”
02130e005c	Ana Musa u cipa̱i a kusan ka ɗa u takpai yaba dem nshinda̱, ɗa a̱ za̱Ꞌi aminya e le.
02130f0074	U danai le, “Foɓusoi ka̱ci ka̱ ɗa̱ adama a kanna ka tatsu, ka̱ta̱ kpamu i vaku n a̱ma̱ci a̱ ɗa̱ ba.”
02131000fc	N usana a kanna ka tatsu, ɗa akpanga nu mkpayayan n ulaɗi a̱ cipa̱i lo. Ɗa keleshu ka̱ a̱miki ka̱ kimba̱i gaɗi vu kusan va. Ɗa uma a panai ciliki tsu kavana n kacaꞋa ka̱u. Ana uma ra̱ka̱ a panai ili i nanlo dem, ɗa e jeꞋekei ikyamba.
0213110070	Ɗa Musa wu uta̱ka̱i le a̱ a̱pa̱m e le, adama a na a gasa n Ka̱shile, ɗa a shamgbai lo ɗaka vu kusan va.
02131200c9	Ɗa ka̱nga̱ ka palai Kusan ku Sinai adama a na Vuzavaguɗu u cipa̱ ta̱ lo uteku tsa akina. Ka̱nga̱ kpamu adanshi i ta̱ o kusongu kumaꞋa ɗa ka̱ ɗa̱nga̱i gaɗi. Ɗa kusan ka ku gba̱ɗa̱i.
0213130070	Ɗa izumgbi i ciliki i kavana i doki ka̱u. Ɗa Musa u yaꞋin kadanshi, ɗa Ka̱shile ku ushuki ni an kakpanga.
0213140076	Ɗa Vuzavaguɗu u cipa̱i a Kusan ku Sinai, ɗa u ɗekei Musa u kumba a gaɗi vu Kusan va. Ɗa Musa u kumbai kusan ka.
02131500c2	Ɗa Vuzavaguɗu u danai ni, “Cipa̱ vu bana vu ɓarangu uma a mayin ka̱ta̱ a pasa uteku wa adama a na a dana yaꞋan e ene mu ba, a yaꞋan baci nannai uma n a̱bunda̱i i ta̱ a̱ kukuwa̱.
02131600a9	Ko anan ganu a na a kiwanai kuyawasa ɗevu n Vuzavaguɗu u gaꞋan ta̱ takpaka biꞋi ka̱ci ke le nshinda̱, ko Vuzavaguɗu u yaꞋan wupa n ele ka̱ta̱ wu una le.”
02131700dc	Ɗa Musa wu ushuki Vuzavaguɗu, “Ko vuza u kukumba a Kusan ku Sinai ka ba, adama a na vu ɓarangu tsu ta̱ ɗe, vu danai ‘I zuwa uteku i ka̱ra̱ka̱ Kusan ka ka̱ta̱ i la̱na̱ ku ɗa ciya̱ ku yaꞋan ciɗa.’”
021318010a	Ɗa Vuzavaguɗu u danai Musa, “Cipa̱ vu bana vu ta̱wa̱ n Haruna na u shamgba n avu. Ama anan ganu n aza a na a buwai ka̱ta̱ a dana i ta̱ a kuciga kupasa uteku wa adama a na a̱ ta̱wa̱ na ba, ta baci nannai ba mi ta̱ a kuyaꞋan wupa ka̱ta̱ mu una le.”
0213190044	Ɗaɗa Musa u cipa̱i, ɗa u danai uma ili i na Vuzavaguɗu u danai.
0214010034	Ɗa Ka̱shile ka yaꞋin kadanshi ka nampa ra̱ka̱.
0214020071	“Mpa ɗa Vuzavaguɗu Ka̱shile ka̱ ɗa̱, vuza na wu uta̱ka̱i ɗa̱ a Masar a iɗika i na yi ishi a ugbashi.
021403003f	“Ka̱ta̱ vu tono ka̱ma̱li ba, sai mpa Ka̱shile endeꞋen.
021404007a	“Ka̱ta̱ vi yaꞋanka ka̱ci ka̱ nu a̱ma̱li o yoku a na o yotsoi ili i na yi gaɗi ko iɗika ko i na yi a̱ mini ba.
0214050105	Ka̱ta̱ vu kuɗa̱nku le ko vu cikpa le ba. Mpa ɗa Vuzavaguɗu Ka̱shile endeꞋen, Ka̱shile ka na ka̱ tsu kpa̱ɗa̱ kuciga cisheꞋe. Vuza na u kutakacika muku adama a̱ unushi wu isheku i le, ali ntsukaya n tatsu ali a kubana n na̱shi ele na a iwain mu,
021406007c	Ama a̱ɗa̱ na i cigai mu ɗa i tonoi wila̱ u va̱, mi ta̱ o kuyotsongu ucigi a kubana u muku ali a ntsukaya nu ntsukaya.
0214070087	“Ka̱ta̱ vu ka̱na̱ kuɗeke kula ku Vuzavaguɗu gbani ba. Adama a na mpa Vuzavaguɗu mi ta̱ a kutakacika vuza na u yaꞋin nannai.
0214080043	“Zuka n kanna ka Ashibi, ka̱ta̱ vu ka̱na̱ kaꞋa ciɗa mayin.
0214090038	Ayin a̱ ta̱li i ta̱ lo, a na avu va kuyaꞋan ulinga.
02140a00f2	Ama kanna ke cindere dem ka Vuzavaguɗu Ka̱shile ka̱ nu kaꞋa, adama a nannai ka̱ta̱ vi yaꞋan ulinga ba, ko avu, ko maku ma̱ nu kolobo ko mekere, ko kagbashi ka̱ nu kolobo ko mekere, ko kuzuwa ku nu, ko komoci ka kpaꞋa ka̱ nu dem.
02140b00d9	A ayin a̱ ta̱li a ɗaɗa Vuzavaguɗu u yaꞋin ili i nampa gaɗi n iɗika m mala n ili dem, ɗa wu uvukai a kanna ke cindere. Ɗa Vuzavaguɗu u zuwakai kaꞋa una̱singai ɗa kanna ka Ashibi ko okpoi kanna ka ciɗa.
02140c007f	“Cikpa eshevu n a̱na̱vu, adama a na vi yongo ayin n a̱bunda̱i a iɗika i na Vuzavaguɗu Ka̱shile ka̱ nu ki e kuneke wu.
02140d001b	“Ka̱ta̱ vu una vuza ba.
02140e0032	“Ka̱ta̱ vi yaꞋan tsugbani n vuka vu vuza ba.
02140f0020	“Ka̱ta̱ vi yaꞋan uboki ba.
021410002e	“Ka̱ta̱ vu dana vuza kakuna ka aꞋuwa ba.
02141100bc	“Ka̱ta̱ vu cikala kisa kpaꞋa ku vuza nu ba. Ka̱ta̱ vi yaꞋan a̱shi a wuya n vuka vu vuza nu ba, ko kagbashi ka̱ ni, ko anaka a̱ ni, ko majaki ma̱ ni, ko ili i yoku i ni ba.”
02141200b8	Ana uma a panai akpanga n ulaɗi nu mkpanyanya n ciliki tsa avana, ɗa e enei ka̱nga̱ ka̱ kimba̱i kusan ka, ɗaɗa uma a panai wovon ali e jeꞋekei ikyamba ɗa a shamgbai daꞋin.
02141300bb	Ɗa uma a a danai Musa “Avu yaꞋan kadanshi n a̱ tsu, a̱ tsu ta na tsa kupanaka wu ta̱, ama ka̱ta̱ vu ka̱sukpa̱ Ka̱shile ka yaꞋan kadanshi n a̱ tsu ba, talo tsa̱ kuwa̱.”
02141400a6	Ɗa Musa u danai uma a “Ka̱ta̱ i pana wovon ba, Ka̱shile ka̱ ta̱wa̱ ta̱ adama a na u kondo ɗa̱, ka̱ta̱ kpamu i pana wovon u ni talo ya yaꞋan unushi.”
0214150085	Ɗa uma a a shamgbai daꞋin Musa tamkpamu u doki u yawai ɗevu n keleshu ka na ki n ka̱yimbi kpaɓam a̱ ubuta̱ u na Ka̱shile ki.
0214160094	Ɗa Vuzavaguɗu u danai Musa, “Dana aza a Isaraila ili i nampa, ‘Ye ene ta̱ n ka̱ci ka̱ ɗa̱ ana n yaꞋin kadanshi n a̱ɗa̱ na ɗe gaɗi.
0214170074	Ka̱ta̱ i yaꞋanka ka̱ci ka̱ ɗa̱ ka̱ma̱li ka azurufa ko ka azanariya adama a na i cikpa le ba, sai mpa koci.
