0100000009	UGenesisi
05060a00c9	Kuzakuthi uThixo uNkulunkulu wenu eselingenisa elizweni afunga ngalo kuboyihlo, u-Abhrahama, u-Isaka loJakhobe, ukulinika lona, ilizwe elilamadolobho amakhulu, aphumelelayo kodwa elingazakhelanga wona,
05060b00bb	izindlu ezigcwele konke okuhle elingazange likuhluphekele, imithombo yamanzi elingazange liyigebhe, kanye lezivini lezihlahla zama-oliva elingazihlanyelanga, ukuze kuthi lingadla lisuthe,
05060c0056	linanzelele ukuthi alimkhohlwa uThixo, yena owalikhupha eGibhithe, elizweni lobugqili.
05060d0053	Mesabeni uThixo uNkulunkulu wenu, mkhonzeni yena yedwa njalo lifunge ngebizo lakhe.
05060e003a	Lingabalandeli abanye onkulunkulu babantu elakhelene labo;
05060f0081	ngoba uThixo uNkulunkulu wenu, ophakathi kwenu, nguThixo olobukhwele njalo ongalithukuthelela, alitshabalalise ebusweni bomhlaba.
0506100040	Lingamlingi uThixo uNkulunkulu wenu njengalokhu elakwenza eMasa.
0506110064	Nanzelelani ukuthi liyayigcina imilayo kaThixo uNkulunkulu wenu lezimiso kanye lemilayo aliphe yona.
0506120099	Yenzani okuqondileyo lokuhle emehlweni kaThixo, ukuze konke kulihambele kuhle njalo lingene liyethatha ilizwe uThixo alithembisa okhokho benu ngesifungo,
050613003e	lidudule zonke izitha eziphambi kwenu, njengokutsho kukaThixo.
050614009b	Kuzakuthi ngokuqhubeka kwesikhathi nxa indodana yakho ikubuza isithi, ‘Zitshoni izimiso, imilayo lemithetho leyo uThixo uNkulunkulu wethu alipha yona?’
0506150072	Wena uzakuthi: ‘Sasiyizigqili zikaFaro eGibhithe, kodwa uThixo wasikhupha eGibhithe ngesandla sakhe esilamandla.
05061600a1	Thina sazibonela ngawethu amehlo uThixo ethumela izibonakaliso lezimangaliso ezinkulu lezesabekayo phezu kweleGibhithe laphezu kukaFaro labo bonke abendlu yakhe.
0506170063	Kodwa wasikhupha khonale wasiletha lapha ukuze asinike ilizwe alithembisa okhokho bethu ngesifungo.
0506180094	UThixo wasilaya ukuba silalele zonke lezi zimiso lokwesaba uThixo uNkulunkulu wethu, ukuze sithole ukuphumelela lokuphila, njengoba kunje lamhlanje.
0506190095	Kanti-ke nxa sinanzelela silalela wonke umthetho lo phambi kukaThixo uNkulunkulu wethu, njengokusilaya kwakhe, lokhu kuzakuba yikulunga kwethu.’”
0507010101	“Lapho uThixo uNkulunkulu wenu elingenisa elizweni alinika lona ukuba libe ngelenu uxotsha izizwe ezinengi phambi kwenu, amaHithi, amaGigashi, ama-Amori, amaKhenani, amaPherizi, amaHivi lamaJebusi, izizwe eziyisikhombisa ezinkulu njalo ezilamandla kulani,
05070200b4	kuthi lapho uThixo uNkulunkulu wenu esezinikele ezandleni zenu lani selizinqobile kufanele lizitshabalalise ngokupheleleyo. Lingabi lesivumelwano lazo, njalo lingabi lesihawu kuzo.
0507030072	Lingendiselani lazo. Lingendiseli amadodakazi enu emadodaneni azo, kumbe lithathele amadodana enu amadodakazi azo,
050704007e	ngoba azaphambula amadodana enu ekungikhonzeni abesekhonza abanye onkulunkulu, kuthi ulaka lukaThixo luvuthe lulitshabalalise.
05070500a7	Nanku okumele likwenze kulezi zizwe: Dilizani ama-alithare azo, libhidlize amatshe eziwakhonzayo, ligamule izinsika zika-Ashera njalo litshise izithombe zazo ngomlilo.
05070600b4	Phela lina lingabantu abangcwele kuThixo uNkulunkulu wenu. UThixo uNkulunkulu wenu ulikhethile phakathi kwabantu bonke emhlabeni ukuthi libe ngabantu bakhe, isipho sakhe esiligugu.
0507070086	UThixo kazange ehlisele uthando lwakhe phezu kwenu ngoba libanengi kulezinye izizwe, phela lina livele liyisizwe sabantu abalutshwana.
05070800b6	Kodwa kungenxa yokuthi uThixo walithanda wagcina isifungo asifunga kubokhokho benu walikhupha ngesandla esilamandla walihlenga ezweni lobugqili, emandleni kaFaro inkosi yaseGibhithe.
05070900cd	Yazini-ke ukuthi uThixo uNkulunkulu wenu unguNkulunkulu; unguNkulunkulu othembekileyo, ogcina isivumelwano sothando kuze kufike esizukulwaneni senkulungwane salabo abamthandayo njalo begcina imilayo yakhe.
05070a0068	Kodwa labo abamzondayo uzaphindisela kubo ngokubabhubhisa; kayikuphuza ukuphindisela kulabo abamzondayo.
05070b005a	Kungakho, nanzelelani lilandele imilayo, izimiso kanye lemithetho engilinika yona lamuhla.
05070c0092	Nxa linanzelela limithetho njalo liyilandela, uThixo uNkulunkulu wenu uzagcina isivumelwano sakhe sothando kini, njengoba wafunga kubokhokho benu.
05070d0123	Uzalithanda alibusise andise ubunengi benu. Uzabusisa izithelo zenzalo yezisu zenu, izilimo zamasimu enu, amabele enu, iwayini elitsha kanye lamafutha, amathole emihlambi yenkomo zenu kanye lamazinyane emihlambi yezimvu zenu elizweni afunga ukuthi uzalinika okhokho benu ukuba balinike lona.
05070e0096	Lina lizabusiswa okungaphezu kwabanye abantu; kakho phakathi kwamadoda labafazi kini ozaswela umntwana, njalo lezifuyo zenu ngeke ziswele amankonyane.
05070f0096	UThixo uzaliphephisa emikhuhlaneni yonke. Kayikulehlisela imikhuhlane yonke eyesabekayo elaliyibona eGibhithe, kodwa uzayehlisela kulabo abalizondayo.
050710009f	Libobhubhisa bonke abantu uThixo uNkulunkulu wenu abanikela ezandleni zenu. Lingabazweli usizi, lingakhonzi onkulunkulu babo, ngoba lokho kuzakuba yisifu kini.
0507110052	Mhlawumbe lizakuthi: ‘Lezizizwe zilamandla kulathi. Sizazixotsha njani lapha?’
050712006d	Kodwa lingazesabi; khumbulani ukuthi uThixo uNkulunkulu wenu wenzani kuFaro kanye lakulo lonke elaseGibhithe.
05071300f5	Lazibonela ngawenu amehlo imilingo emikhulu, izibonakaliso zemilingo lezimanga, isandla esilamandla lokwelulwa kwengalo, khona okwasetshenziswa nguThixo wenu ukulikhupha. UThixo uNkulunkulu wenu uzakuphinda khonokho kubo laba abantu elibesabayo.
050714007a	Phezu kwalokho uThixo uNkulunkulu wenu uzathumela olonyovu phakathi kwabo kuze kuthi labasilileyo balicatshela babhujiswe.
050715005f	Lingabesabi, ngoba uThixo uNkulunkulu wenu ophakathi kwenu, nguThixo omkhulu njalo owesabekayo.
05071600a9	UThixo uNkulunkulu wenu uzazidudula lezozizwe phambi kwenu kancanekancane. Aliyikuvunyelwa ukuzibhubhisa ngasikhathi sinye ngoba izinyamazana zeganga zinganda zilihanqe.
050717004d	Kodwa uThixo uNkulunkulu wenu uzabanikela kini, abaphazamise baze babhujiswe.
050718008e	Amakhosi azo uzawanikela ezandleni zenu, njalo lizakwesula amabizo awo ngaphansi komkhathi. Kakho ozakwenelisa ukumelana lani, lizababhubhisa.
05071900db	Izithombe zabonkulunkulu bazo lizazitshisa ngomlilo. Lingahawukeli isiliva legolide eliphezu kwezithombe, lingazigcineli lona, ngoba lizabe selizibambisile emjibileni ngalo, ngoba liyisinengiso kuThixo uNkulunkulu wenu.
05071a00a0	Lingalethi okunengisayo ezindlini zenu, ngoba lani njengakho lokho lizakhethelwa ukubhujiswa. Kwenyanyeni linengeke ngakho, ngoba kumiselwe ukutshabalaliswa.”
05080100b1	“Nanzelelani njalo lilandele yonke imilayo engilinika yona lamuhla, ukuze liphile njalo lande khona lizangena lithumbe ilizwe uThixo alinika okhokho benu ethembisa ngesifungo.
05080200e4	Likhumbule ukuthi uThixo uNkulunkulu wenu walikhokhela njani lidabula inkangala okweminyaka engamatshumi amane, elichumisa lokulilinga ukuthi abone okwakusezinhliziyweni zenu, ukuthi kambe lizayigcina imiyalo yakhe na loba hayi.
05080300e6	UThixo walichumisa, walenza lalamba kanti njalo walipha ukudla okuyimana, ukudla lokho laboyihlo abangazange bakwazi, kuyikulifundisa ukuthi umuntu kaphili ngesinkwa kuphela zwi kodwa ngalo lonke ilizwi eliphuma emlonyeni kaThixo.
050804005d	Izigqoko zenu aziguganga njalo lezinyawo zenu azivuvukanga kuleyo minyaka engamatshumi amane.
0508050081	Gcinani lokhu ezinhliziyweni zenu lazi ukuthi njengendoda ikhuza indodana yayo, ngokufananayo uThixo uNkulunkulu wenu uyalikhuza.
0508060051	Gcinani imilayo kaThixo uNkulunkulu wenu lihambe endleleni yakhe njalo limkhonze.
050807008e	Ngakho uThixo uNkulunkulu wenu ulisa elizweni elihle, ilizwe elilezifula leziziba zamanzi, intombo zamanzi ezimpompoza ezigodini lasemaqaqeni;
050808005d	elizweni lengqoloyi lebhali, amavini lemikhiwa, amaphomegranathi, amafutha ama-oliva lenyosi;
050809009b	elizweni lapha okungasayi kusweleka khona isinkwa njalo aliyikuswela lutho; elizweni lapho amatshe akhona ayinsimbi kanti njalo lingemba ikhopha emaqaqeni.
05080a005b	Lizakuthi selidlile lasutha, lidumise uThixo uNkulunkulu wenu ngelizwe elihle alinike lona.
05080b008c	Linanzelele ukuthi alilibali uThixo uNkulunkulu wenu, lingehluleki ukugcina imilayo yakhe, imithetho kanye lezimiso engilinika zona lamuhla.
05080c0053	Kungenzeka ukuthi lithi selidlile lasutha, selakhe izindlu ezinhle lahlala lazinza,
05080d00a8	njalo imihlambi yezifuyo zenu leyezimvu zenu isiqhelile yanda kuze kuthi lesiliva legolide lenu selilinengi kanye lakho konke okwenu sekukunengi kuphindwe kanenginengi,
05080e0084	liziqhenye ezinhliziyweni zenu, libe selikhohlwa uThixo uNkulunkulu wenu, yena owalikhupha eGibhithe, walikhupha elizweni lobugqili.
05080f0083	UThixo walikhokhela enkangala enkulu eyesabekayo, eyomileyo engelamanzi, elobuthi benyoka lenkume. Walinika amanzi aphuma edwaleni.
050810008d	Walinika imana ukuba lidle enkangala, into abangazange bayazi oyihlo, ukulichumisa njalo lokulilinga ukuze kuthi ekucineni kulihambele kuhle.
050811005c	Mhlawumbe lingathi, ‘Ngokuzimisela kwami langamandla ezandla zami sengizidalele inotho.’
05081200ba	Kodwa khumbulani uThixo uNkulunkulu wenu ngoba kunguye olipha amandla okunotha, lokho kuyikho ukugcwaliseka kwesivumelwano sakhe, sona afunga kubokhokho benu, okulokhu kunjalo lalamuhla.
050813009d	Nxa lizake likhohlwe uThixo uNkulunkulu wenu beselilandela abanye onkulunkulu libakhonze libakhothamele, ngiyalifungela lamuhla ukuthi lizabhujiswa ngempela.
050814005b	Njengezizwe uThixo azibhubhisa phambi kwenu lani lizabhujiswa nguThixo uNkulunkulu wenu.”
05090100a8	“Zwana, We Israyeli. Khathesi ususiyachapha iJodani ukuze ungene uyethathela izizwe ezinkulu ezilamandla kulawe, ezilamadolobho amakhulu alemiduli etshaya emkhathini.
050902009b	Abantu bakhona balamandla njalo bade, ngama-Anakhi. Liyakwazi konke ngabo njalo selike layizwa indumela yabo yokuthi: ‘Ngubani ongamelana lama-Anakhi?’
05090300e2	Kodwa qinisekani lamuhla ngoba uThixo uNkulunkulu wenu nguye ozachapha phambi kwenu njengomlilo otshisa ubhuqe. UThixo uzababhubhisa; uzabanyathela phambi kwenu. Lizabaxotsha libabhubhise masinyane, njengokuthembisa kukaThixo.
0509040110	Ngemva kokuba uThixo uNkulunkulu wenu esebanqobile phambi kwenu, lingabozikhohlisa lisithi, ‘UThixo ungilethe lapha ukuba ngilithathe libe ngelami lelilizwe ngenxa yokulunga kwami.’ Akunjalo, kungenxa yezono zalezizizwe okuzakwenza ukuthi uThixo azisuse phambi kwakho.
0509050134	Akusikho ukuthi kungenxa yokulunga kwakho loba ukuziphatha ngobuntu bakho okuzakwenza ungene kulelolizwe ulithathe; kodwa kungenxa yezono zalezozizwe, uThixo uNkulunkulu wakho uzazixotsha phambi kwakho lezizizwe ukuze kugcwaliseke isifungo uThixo wakho asenza kuboyihlo, u-Abhrahama, u-Isaka kanye loJakhobe.
05090600a4	Zwisisa manje, ukuthi akungenxa yokulunga kwakho ukuthi uThixo uNkulunkulu wakho ukunika lelilizwe ukuba libe ngelakho, ngoba lina simo senu lingontamozilukhuni.”
05090700cf	“Khumbulani lokhu njalo lingakhohlwa ukuthi lamthukuthelisa njani uThixo uNkulunkulu wenu enkangala waze wazonda. Kusukela ngosuku elasuka ngalo eGibhithe lize lizofika lapha, belilokhu lihlamukela uThixo.
050908004b	EHorebhi lavusa ulaka lukaThixo ngalokho wazonda okokuthi wayezalibhubhisa.
05090900f7	Kwathi ekukhweleni kwami intaba ngisiyakwamukela izibhebhedu zamatshe, izibhebhedu zesivumelwano uThixo asenza lani, ngahlala entabeni okwensuku ezingamatshumi amane lobusuku obungamatshumi amane; angidlanga sinkwa njalo angizange nginathe amanzi.
05090a00d4	UThixo wanginika izibhebhedu zamatshe ezimbili okwakulotshwe kuzo ngomunwe kaNkulunkulu. Kulezizibhebhedu kwakulotshwe yonke imilayo eyayethulwe nguThixo kini phezu kwentaba ephakathi komlilo, ngosuku lombuthano.
05090b0097	Ekupheleni kwensuku ezingamatshumi amane njalo lobusuku obungamatshumi amane, uThixo wangipha izibhebhedu zamatshe ezimbili, izibhebhedu zesivumelwano.
05090c00cb	UThixo wangitshela wathi, ‘Suka lapha wehle ngokuphangisa, ngoba abantu bakho owabakhupha eGibhithe sebexhwalile. Sebephambukile masinyane kulokho engangibalaye ngakho njalo sebezibumbele isithombe.’
05090d0053	UThixo wathi kimi, ‘Sengibabonile lababantu, njalo bangontamozilukhuni ngeqiniso!
05090e0092	Ngiyekela ukuze ngibabhubhise njalo ngesule amabizo abo ngaphansi kwamazulu. Njalo ngizakwenza ube yisizwe esilamandla futhi esikhulu kulesabo.’
05090f0081	Ngasengiphenduka ngehla entabeni yona ivutha ilangabi lomlilo. Kanti njalo izibhebhedu zombili zesivumelwano zazisezandleni zami.
05091000c6	Ngathi ngiyakhangela ngabona ukuthi lonile phambi kukaThixo uNkulunkulu wenu; laselizibumbele isithombe esibunjwe ngesimo sethole. Laseliphambukile masinyane lasuka endleleni uThixo ayelilaye ngayo.
050911007a	Ngalokho ngathatha izibhebhedu zombili ezazisezandleni zami ngazisakazela phansi, zaphahlazeka zaba yizicucu phambi kwenu.
0509120110	Kanti-ke njalo ngazilahla ngawa phambi kukaThixo okwensuku ezingamatshumi amane njalo lobusuku obungamatshumi amane; angidlanga sinkwa njalo angizange nginathe amanzi, ngenxa yezono zonke elaselizidalile, lisenza okubi emehlweni kaThixo njalo lamthukuthelisa waze wazonda.
0509130078	Ngesaba intukuthelo lolaka lukaThixo, ngoba wayezonde kangangokuba wayengalibhubhisa. Kodwa-ke futhi uThixo wangilalela.
0509140076	UThixo wamthukuthelela u-Aroni kangangokuba wayengamtshabalalisa, kodwa-ke ngalesosikhathi laye u-Aroni ngamkhulekela.
05091500c4	Ngabuye ngathatha into yokona kwenu, ithole leli elalilibumbile, ngalitshisa emlilweni. Ngasengilichoboza njalo ngalichola laba yimpuphu ecoleke njengothuli ngaluhaza esifuleni esigeleza entabeni.
0509160057	Laphinda njalo lamthukuthelisa uThixo eThabhera, laseMasa kanye laseKhibhrothi Hathava.
05091700c5	Kanti uThixo wathi elisusa eKhadeshi Bhaneya, wathi, ‘Qhubekani njalo liyethatha ilizwe engilinike lona.’ Kodwa lahlamukela umlayo kaThixo uNkulunkulu wenu. Alizange limethembe loba ukumlalela.
0509180038	Belivele limhlamukela uThixo kusukela ngiqalisa ukulazi.
0509190088	Ngazilahla ngawa phambi kukaThixo okwensuku ezingamatshumi amane kanye lobusuku obungamatshumi amane ngoba uThixo wayethe uzalibhubhisa.
05091a00b5	Ngakhuleka njalo kuThixo ngathi, ‘Oh! Thixo Wobukhosi, ungabhubhisi abantu bakho, ilifa lakho owalihlenga ngamandla akho amakhulu wabakhipha eGibhithe ngesandla sakho esilamandla.
05091b0075	Khumbula izinceku zakho u-Abhrahama, u-Isaka kanye loJakhobe. Xola ebuqholweni balababantu, ebubini lasezonweni zabo.
05091c00bf	Nxa kungenjalo ilizwe owasisusa kilo lizakuthi, “Ngoba uThixo wehluleka ukubangenisa elizweni ayebathembise lona, njalo langenxa yokuthi wayebazonda, wabakhupha ukuze bayefela enkangala.”
05091d006d	Kodwa ngabantu bakho, abayilifa lakho owalikhupha ngamandla akho amakhulu langengalo yakho eyeluliweyo.’”
050a0100a6	“Ngalesosikhathi uThixo wathi kimi, ‘Baza ezinye izibhebhedu zamatshe ezimbili zifanane lezakuqala uze lazo kimi entabeni. Uphinde njalo wenze ibhokisi ngezigodo.
050a02006f	Ngizabhala kulezozibhebhedu amazwi ayesezibhebhedwini zakuqala owaziphahlazayo. Ube usuzifaka kulelobhokisi.’
050a0300c5	Ngakho ngenza ibhokisi lesivumelwano ngezigodo zesihlahla somʼakhakhiya ngasengibaza izibhebhedu ezimbili zamatshe ezifanana lezakuqala, ngasengikhwela entabeni ngiphethe lezo zibhebhedu ezimbili.
050a0400bc	UThixo wabhala kulezozibhebhedu lokho ayekubhale kwezakuqala, imiThetho eliTshumi ayeyimemezele kini ephakathi komlilo, entabeni, ngosuku lokuhlangana. UThixo wasenginika zona izibhebhedu.
050a05009e	Ngakho ngasengibuya ngisehla entabeni ngafika ngafaka izibhebhedu ebhokisini engangilenzile njengokulaywa kwami nguThixo, yikho zilokhu zikhona lakhathesi.”
050a0600d4	(Abako-Israyeli bahamba besuka emithonjeni yaseBherothi-Bheni-Jakhani kusiya eMosera. Kulapho u-Aroni afela khona njalo wangcwatshwa khona, kwathi indodana yakhe u-Eliyazari yathatha isikhundla sakhe sobuphristi.
050a07005a	Besuka lapho bahamba baya eGudigoda bedlulela eJothibhatha, ezweni elilezifula ezilamanzi.
050a0800da	Ngalesosikhathi uThixo wehlukanisa abaLevi ukuze bathwale umtshokotsho wesivumelwano sikaThixo, ukuma phambi kukaThixo besenza umsebenzi wokukhonza kanye lokwethula izibusiso ngebizo lakhe, njengoba bekwenza lanamuhla.
050a090080	Yikho abaLevi bengelasabelo loba ilifa phakathi kwabafowabo; elabo ilifa nguThixo, njengoba uThixo uNkulunkulu wenu wabatshela.)
050a0a00d6	“Ngasengihlale phezu kwentaba insuku ezingamatshumi amane lobusuku obungamatshumi amane, njengalokhu engangikwenze kuqala, lakanye uThixo wangilalela futhi okwalesosikhathi. Kwakungasikufisa kwakhe ukulibhubhisa.
050a0b0098	UThixo wathi kimi, ‘Hamba uyekhokhela abantu endleleni yabo, ukwenzela ukuthi bangene bathathe ilizwe engafunga kuboyise ukuthi ngizabapha lona.’”
050a0c00f2	“Khathesi-ke, Oh Israyeli, kuyini uThixo uNkulunkulu wakho angakucela kuwe ngaphandle kokuba umesabe uThixo wakho, ukuhamba ezindleleni zakhe, ukumthanda, ukumsebenzela uThixo uNkulunkulu wakho ngenhliziyo yakho yonke langomoya wakho wonke,
050a0d005a	lokugcina imilayo kaThixo kanye lezimiso lezi engilinika zona lamhlanje ukuze kulilungele?
050a0e005c	Amazulu ngakaThixo uNkulunkulu wenu, lamazulu aphakameyo, umhlaba kanye lakho konke okukiwo.
050a0f00b9	Kanti-ke uThixo watshengisela isihawu sakhe kubokhokho benu njalo wabathanda, ngalokho wakhetha lina, eliyizizukulwane zabo, phezu kwazo zonke ezinye izizwe, njengoba kunjalo lalamuhla.
050a10004f	Ngakho-ke, sokani inhliziyo zenu, njalo lingabe lisaba ngontamozilukhuni futhi.
050a1100b6	Ngoba uThixo uNkulunkulu wenu nguNkulunkulu wabonkulunkulu njalo unguMbusi wababusi, uNkulunkulu omkhulu, olamandla njalo owesabekayo, ongelabandlululo futhi ongemukeli isivalamlomo.
050a120083	Uyawavikela amalungelo ezintandane kanye labafelokazi, njalo uyabathanda abangabezizweni phakathi kwenu, ubanika ukudla lezembatho.
050a13004e	Ngakho kuzamele lithande abezizweni, njengoba lina lalingabezizweni eGibhithe.
050a14006b	Mesabeni uThixo uNkulunkulu wenu njalo limkhonze. Bambelelani kuye njalo lenze izifungo zenu ngebizo lakhe.
050a15006a	Uyindumiso yenu, unguNkulunkulu wenu, owalenzela lezozimanga ezinkulu lezesabekayo elazibona ngamehlo enu.
050a1600a5	Okhokho benu abaya eGibhithe babengamatshumi ayisikhombisa kuphela, kanti khathesi uThixo uNkulunkulu wenu uselenze laba banengi njengezinkanyezi esibhakabhakeni.”
050b010070	“Thandani uThixo uNkulunkulu wenu lilondoloze okwakhe, izimiso, imithetho lemilayo yakhe ngazozonke izikhathi.
050b0200b3	Khumbulani lamuhla ukuthi abantwabenu akusibo ababubonayo njalo babazi ubukhulu bukaThixo uNkulunkulu wenu; ubukhosi bakhe, isandla sakhe esilamandla, lengalo yakhe eyelulekileyo;
050b030089	izibonakaliso azenzayo kanye lakho konke akwenzayo phakathi kwelizwe leGibhithe, ezenza kuFaro iNkosi yeGibhithe laselizweni lakhe lonke;
050b0400c1	lalokho akwenza kubutho leGibhithe, lasemabhizeni lezinqola zawo, ukuthi wakunqoba njani konke lokhu ngamanzi oLwandle oluBomvu mhla bexotshana lani, kanye lokuthi uThixo wabachitha baphela du.
050b050045	Akusibantwabenu ababona alenzela khona enkangala laze lazafika lapha,
050b0600e0	kanye lalokho akwenza kuDathani lo-Abhiramu, amadodana ka-Eliyabi wako-Rubheni. Lapho umhlaba owavuleka khona phambi kwabako-Israyeli wabaginya bonke kanye lezimuli zabo, lamathente abo lakho konke okuphilayo okwakungokwabo.
050b070047	Kodwa-ke kwakungawenu amehlo abona zonke lezizinto ezazenziwe nguThixo.
050b08007f	Yikho-ke gcinani lilalele yonke imilayo engilinika yona lamuhla, ukuze lizuze amandla okuchapha iJodani liyelithumba lelolizwe,
050b090079	njalo lihlale kulo isikhathi eside ilizwe uThixo alinika okhokho benu lezizukulwane zenu, ilizwe eligeleza uchago loluju.
050b0a00b8	Lelolizwe elizangena kulo lilithumbe alifanani lelizwe laseGibhithe, lapho elivela khona, lapho elalihlanyela inhlanyelo yenu lithwala amanzi nzima lithelela njengesivandeni semibhida.
050b0b007f	Kodwa ilizwe elilichaphela uJodani ukuze lilithumbe libe ngelenu yilizwe lezintaba lezihotsha ezinatha zigcwale ngamanzi ezulu.
