0100000008	Génesis
030f07007f	“‘El que toque el cuerpo del que tiene el flujo lavará sus vestidos, se bañará en agua y quedará impuro hasta la tarde.
030f080094	“‘Si el que tiene el flujo escupe sobre alguien que está puro, este lavará sus vestidos, se bañará en agua y quedará impuro hasta la tarde.
030f090051	“‘Cualquier montura sobre la que cabalgue el que tiene el flujo será impura.
030f0a00c0	Cualquiera que toque algo que haya estado debajo de él quedará impuro hasta la tarde. El que transporte esas cosas lavará sus vestidos, se bañará en agua y quedará impuro hasta la tarde.
030f0b00a7	“‘Cualquiera a quien toque el que tiene el flujo sin haberse lavado las manos con agua, lavará sus vestidos, se bañará en agua y quedará impuro hasta la tarde.
030f0c007a	“‘La vasija de barro que toque el que tiene el flujo será quebrada, y toda vasija de madera será enjuagada con agua.
030f0d00af	“‘Cuando el que tiene el flujo sane de su flujo, contará siete días para su purificación, lavará sus vestidos, bañará su cuerpo en agua de manantial y quedará puro.
030f0e0099	“‘Al octavo día tomará dos tórtolas o dos pichones, vendrá delante de Yahvé a la puerta de la Tienda del Encuentro, y se los dará al sacerdote.
030f0f00aa	El sacerdote los ofrecerá, uno como sacrificio por el pecado y el otro como holocausto. Así el sacerdote hará expiación por él delante de Yahvé a causa de su flujo.
030f100071	“‘Si un hombre tiene una emisión de semen, bañará todo su cuerpo en agua y quedará impuro hasta la tarde.
030f11006e	Toda vestidura y toda piel sobre la que caiga el semen será lavada con agua y quedará impura hasta la tarde.
030f12007d	Si un hombre se acuesta con una mujer y hay emisión de semen, ambos se bañarán en agua y quedarán impuros hasta la tarde.
030f1300ba	“‘Si una mujer tiene un flujo y el flujo de su cuerpo es de sangre, permanecerá en su impureza menstrual durante siete días. Cualquiera que la toque quedará impuro hasta la tarde.
030f140083	“‘Todo aquello sobre lo que ella se acueste durante su impureza será impuro. Todo aquello sobre lo que se siente será impuro.
030f150068	Cualquiera que toque su cama lavará sus vestidos, se bañará en agua y quedará impuro hasta la tarde.
030f160091	Cualquiera que toque algún mueble sobre el que ella se haya sentado, lavará sus vestidos, se bañará en agua y quedará impuro hasta la tarde.
030f170062	Ya sea que toque la cama o el mueble sobre el cual ella se sentó, quedará impuro hasta la tarde.
030f18009f	“‘Si un hombre se acuesta con ella y la impureza menstrual de ella lo toca, quedará impuro siete días, y toda cama en la que él se acueste será impura.
030f1900fe	“‘Si una mujer tiene un flujo de sangre por muchos días fuera del tiempo de su menstruación, o si el flujo se prolonga más allá de su menstruación, todos los días del flujo de su impureza serán como los días de su menstruación. Será impura.
030f1a00cf	Toda cama en la que ella se acueste durante los días de su flujo será para ella como la cama de su menstruación. Cualquier mueble sobre el que se siente será impuro, como la impureza de su menstruación.
030f1b007d	Cualquiera que toque estas cosas quedará impuro; lavará sus vestidos, se bañará en agua y quedará impuro hasta la tarde.
030f1c0056	“‘Pero si sana de su flujo, contará siete días, y después de eso quedará pura.
030f1d0078	Al octavo día tomará dos tórtolas o dos pichones y los llevará al sacerdote, a la puerta de la Tienda del Encuentro.
030f1e00af	El sacerdote ofrecerá uno como sacrificio por el pecado y el otro como holocausto; así el sacerdote hará expiación por ella delante de Yahvé por causa de su flujo impuro.
030f1f00ae	“‘Así mantendréis a los hijos de Israel separados de sus impurezas, para que no mueran en su impureza por haber contaminado mi Morada que está en medio de ellos’”.
030f20006d	Esta es la ley para el que tiene un flujo y para el que tiene una emisión de semen por la cual queda impuro;
030f21009d	para la mujer que está indispuesta por su menstruación, para el hombre o la mujer que tenga un flujo, y para el hombre que se acueste con una mujer impura.
031001007d	Yahvé habló a Moisés después de la muerte de los dos hijos de Aarón, que murieron al acercarse a la presencia de Yahvé.
03100200ff	Yahvé dijo a Moisés: “Dile a tu hermano Aarón que no entre en cualquier momento en el Lugar Santísimo, detrás del velo, delante del propiciatorio que está sobre el arca, para que no muera; porque yo me apareceré en la nube sobre el propiciatorio.
031003007d	“Con esto entrará Aarón en el santuario: con un novillo para el sacrificio por el pecado y un carnero para el holocausto.
03100400eb	Se vestirá con la túnica sagrada de lino, llevará calzoncillos de lino sobre su cuerpo, se ceñirá el fajín de lino y se cubrirá con el turbante de lino. Estas son vestiduras sagradas. Bañará su cuerpo en agua y se las pondrá.
031005007d	De la asamblea de los hijos de Israel tomará dos machos cabríos para sacrificio por el pecado y un carnero para holocausto.
0310060077	“Aarón ofrecerá el novillo como su propio sacrificio por el pecado, y hará expiación por sí mismo y por su casa.
031007006c	Tomará los dos machos cabríos y los presentará delante de Yahvé, a la puerta de la Tienda del Encuentro.
0310080063	Aarón echará suertes sobre los dos machos cabríos: una suerte para Yahvé y la otra para Azazel.
0310090082	Aarón presentará el macho cabrío sobre el cual haya caído la suerte para Yahvé, y lo ofrecerá como sacrificio por el pecado.
03100a00ba	Pero el macho cabrío sobre el cual haya caído la suerte para Azazel, será presentado vivo delante de Yahvé para hacer expiación sobre él, a fin de enviarlo al desierto para Azazel.
03100b00ad	“Aarón presentará el novillo de su propio sacrificio por el pecado, y hará expiación por sí mismo y por su casa; degollará el novillo de su sacrificio por el pecado.
03100c00a3	Tomará un incensario lleno de brasas de fuego del altar que está delante de Yahvé, y dos puñados de incienso aromático molido, y lo llevará detrás del velo.
03100d009c	Pondrá el incienso sobre el fuego delante de Yahvé, para que la nube del incienso cubra el propiciatorio que está sobre el Testimonio, y así no morirá.
03100e00af	Tomará de la sangre del novillo y la rociará con su dedo sobre el lado oriental del propiciatorio; y delante del propiciatorio rociará de la sangre con su dedo siete veces.
03100f0101	“Entonces degollará el macho cabrío del sacrificio por el pecado que es por el pueblo, llevará su sangre detrás del velo y hará con su sangre lo mismo que hizo con la sangre del novillo: la rociará sobre el propiciatorio y delante del propiciatorio.
03101000e1	Así hará expiación por el santuario a causa de las impurezas de los hijos de Israel, de sus transgresiones y de todos sus pecados. Lo mismo hará por la Tienda del Encuentro, que reside con ellos en medio de sus impurezas.
03101100df	Nadie deberá estar en la Tienda del Encuentro desde que él entre para hacer la expiación en el santuario hasta que salga, después de haber hecho la expiación por sí mismo, por su casa y por toda la asamblea de Israel.
03101200d8	“Luego saldrá hacia el altar que está delante de Yahvé y hará expiación por él. Tomará de la sangre del novillo y de la sangre del macho cabrío, y la pondrá sobre los cuernos del altar por todos sus lados.
0310130081	Rociará sobre él de la sangre con su dedo siete veces, para purificarlo y santificarlo de las impurezas de los hijos de Israel.
031014007a	“Cuando haya terminado de purificar el santuario, la Tienda del Encuentro y el altar, presentará el macho cabrío vivo.
0310150128	Aarón pondrá ambas manos sobre la cabeza del macho cabrío vivo y confesará sobre él todas las iniquidades de los hijos de Israel, todas sus transgresiones y todos sus pecados. Los pondrá sobre la cabeza del macho cabrío y lo enviará al desierto por medio de un hombre designado para ello.
0310160090	El macho cabrío llevará sobre sí todas las iniquidades de ellos a una tierra solitaria; y el hombre soltará el macho cabrío en el desierto.
031017009e	“Después Aarón entrará en la Tienda del Encuentro, se quitará las vestiduras de lino que se había puesto al entrar en el santuario y las dejará allí.
03101800c3	Bañará su cuerpo en agua en un lugar santo, se pondrá sus propias vestiduras, y saldrá para ofrecer su holocausto y el holocausto del pueblo, y hará expiación por sí mismo y por el pueblo.
0310190041	La grasa del sacrificio por el pecado la quemará sobre el altar.
03101a0097	“El que haya soltado el macho cabrío para Azazel lavará sus vestidos, bañará su cuerpo en agua, y después de eso podrá entrar en el campamento.
03101b00fa	El novillo del sacrificio por el pecado y el macho cabrío del sacrificio por el pecado, cuya sangre fue llevada para hacer la expiación en el santuario, serán sacados fuera del campamento; y quemarán al fuego sus pieles, su carne y su estiércol.
03101c0074	El que los queme lavará sus vestidos, bañará su cuerpo en agua, y después de eso podrá entrar en el campamento.
03101d00d0	“Esto será un estatuto perpetuo para vosotros: en el séptimo mes, a los diez días del mes, afligiréis vuestras almas y no haréis ningún trabajo, ni el nativo ni el forastero que reside entre vosotros.
03101e0087	Porque en este día se hará expiación por vosotros para purificaros. Seréis purificados de todos vuestros pecados delante de Yahvé.
03101f0066	Será para vosotros un día de completo reposo, y afligiréis vuestras almas. Es un estatuto perpetuo.
03102000ac	El sacerdote que sea ungido y consagrado para ministrar como sacerdote en lugar de su padre hará la expiación. Se pondrá las vestiduras de lino, las vestiduras sagradas,
03102100b0	y hará la expiación por el santuario sagrado, por la Tienda del Encuentro y por el altar. Hará también la expiación por los sacerdotes y por todo el pueblo de la asamblea.
03102200c7	“Esto será para vosotros un estatuto perpetuo, para hacer expiación por los hijos de Israel de todos sus pecados una vez al año”. Y Aarón hizo tal como Yahvé se lo había ordenado a Moisés.
0311010022	Yahvé habló a Moisés, diciendo:
031102006c	“Habla a Aarón, a sus hijos y a todos los hijos de Israel, y diles: ‘Esto es lo que Yahvé ha ordenado:
031103008c	Todo hombre de la casa de Israel que degüelle un becerro, un cordero o una cabra en el campamento, o que lo degüelle fuera del campamento,
03110400ec	y no lo haya traído a la puerta de la Tienda del Encuentro para presentarlo como ofrenda a Yahvé ante el tabernáculo de Yahvé, la sangre se le imputará a ese hombre. Ha derramado sangre. Ese hombre será cortado de entre su pueblo.
03110500ea	Esto es para que los hijos de Israel traigan sus sacrificios, los que sacrifican en campo abierto, y los traigan a Yahvé, a la puerta de la Tienda del Encuentro, al sacerdote, y los sacrifiquen como sacrificios de comunión a Yahvé.
0311060096	El sacerdote rociará la sangre sobre el altar de Yahvé a la puerta de la Tienda del Encuentro, y quemará la grasa como aroma agradable para Yahvé.
03110700ba	Nunca más ofrecerán sus sacrificios a los ídolos en forma de macho cabrío, tras los cuales se han prostituido. Esto les será por estatuto perpetuo a lo largo de sus generaciones’.
0311080099	“También les dirás: ‘Cualquier hombre de la casa de Israel, o de los forasteros que residen entre ellos, que ofrezca un holocausto o un sacrificio,
0311090075	y no lo traiga a la puerta de la Tienda del Encuentro para ofrecerlo a Yahvé, ese hombre será cortado de su pueblo.
03110a00d7	“‘Cualquier hombre de la casa de Israel, o de los forasteros que residen entre ellos, que coma cualquier clase de sangre, yo pondré mi rostro contra esa persona que coma sangre y la cortaré de entre su pueblo.
03110b00bb	Porque la vida de la carne está en la sangre. Yo os la he dado sobre el altar para hacer expiación por vuestras almas; porque es la sangre, en razón de la vida, la que hace expiación.
03110c0090	Por eso he dicho a los hijos de Israel: Ninguna persona entre vosotros comerá sangre, ni el forastero que reside entre vosotros comerá sangre.
