2800000005	Matei
2a04100099	Și a venit la Nazaret, unde fusese crescut. A intrat, după obiceiul său, în sinagogă, în ziua de Sabat, și s-a ridicat în picioare să citească.
2a04110060	I s-a înmânat cartea profetului Isaia. A deschis cartea și a găsit locul în care era scris,
2a0412010a	“Duhul Domnului este peste mine, pentru că El m-a uns să vestesc săracilor vestea cea bună. El m-a trimis să-i vindec pe cei cu inimazdrobită, pentru a vesti eliberarea celor prizonieri, redarea vederii orbilor, pentru a-i elibera pe cei care sunt zdrobiți,
2a04130032	și să vestească anul de grație al Domnului.”
2a0414007d	A închis cartea, a dat-o înapoi slujbașului și s-a așezat. Ochii tuturor celor din sinagogă erau ațintiți asupra lui.
2a0415005c	El a început să le spună: “Astăzi s-a împlinit în auzul vostru Scriptura aceasta.”
2a0416008e	Toți mărturiseau despre el și se mirau de cuvintele pline de har care ieșeau din gura lui și ziceau: “Nu este acesta fiul lui Iosif?”
2a041700bc	El le-a zis: “Fără îndoială că îmi veți spune proverbul acesta: “Doctore, vindecă-te! Tot ce am auzit că s-a făcut în Capernaum, fă și aici, în orașul tău natal!””.
2a0418005a	El a zis: “Adevărat vă spun că niciun profet nu este acceptat în orașul său natal.
2a041900b0	Dar, adevărat vă spun că erau multe văduve în Israel pe vremea lui Ilie, când cerul a fost închis trei ani și șase luni, când a venit o foamete mare în toată țara.
2a041a006d	Ilie nu a fost trimis la niciuna dintre ele, decât la Sarepta, în ținutul Sidonului, la o femeie văduvă.
2a041b0090	Pe vremea profetului Elisei, în Israel, erau mulți leproși, dar niciunul dintre ei nu a fost curățat, cu excepția lui Naaman, sirianul.”
2a041c0047	Toți s-au umplut de mânie în sinagogă, când auzeau aceste lucruri.
2a041d008d	S-au sculat, l-au aruncat afară din cetate și l-au dus pe vârful dealului pe care era zidită cetatea lor, ca să-l arunce de pe stâncă.
2a041e0039	Dar el, trecând prin mijlocul lor, și-a văzut de drum.
2a041f0052	S-a coborât la Capernaum, o cetate din Galileea. Îi învăța în ziua de Sabat;
2a04200051	și ei erau uimiți de învățătura Lui, căci cuvântul Lui era cu autoritate.
2a04210056	În sinagogă era un om care avea un duh de demon necurat; și a strigat cu glas tare,
2a0422008a	zicând: “Ah! ce avem noi de-a face cu tine, Isus din Nazaret? Ai venit să ne distrugi? Eu știu cine ești: Sfântul lui Dumnezeu!”.
2a0423009c	Isus l-a mustrat, zicând: “Taci și ieși de la el!” După ce l-a aruncat jos în mijlocul lor, demonul a ieșit din el, fără să-i facă vreun rău.
2a042400b4	Toți au fost cuprinși de uimire și vorbeau între ei, zicând: “Ce este cuvântul acesta? Pentru că el poruncește cu autoritate și putere duhurilor necurate și ele ies!”
2a04250052	Vestea despre el s-a răspândit în toate locurile din regiunea înconjurătoare.
2a04260084	S-a sculat din sinagogă și a intrat în casa lui Simon. Soacra lui Simon era bolnavă de o febră mare și l-au rugat să o ajute.
2a04270064	El a stat lângă ea și a mustrat febra, iar aceasta a lăsat-o. Imediat s-a sculat și i-a servit.
2a042800a0	Pe când apunea soarele, toți cei care aveau pe cineva bolnav de diferite boli i-au adus la el; el și-a pus mâinile peste fiecare dintre ei și i-a vindecat.
2a042900bc	Din mulți ieșeau și demoni, care strigau și ziceau: “Tu ești Hristosul, Fiul lui Dumnezeu!” Reproșându-le, nu le-a permis să vorbească, pentru că știau că el era Hristosul.
2a042a00a0	Când s-a făcut ziuă, a plecat și s-a dus într-un loc pustiu; și mulțimile Îl căutau, veneau la El și se țineau de El, ca să nu plece de lângă ele.
2a042b0092	Dar el le-a spus: “Trebuie să propovăduiesc vestea bună a Împărăției lui Dumnezeu și în celelalte cetăți. De aceea am fost trimis”.
2a042c0027	El predica în sinagogile din Galileea.
2a0501006d	Și, pe când mulțimea îl strângea și asculta cuvântul lui Dumnezeu, el stătea lângă lacul Ghenareț.
2a0502006d	A văzut două corăbii care stăteau lângă lac, dar pescarii ieșiseră din ele și își spălau plasele.
2a0503009d	A intrat într-una dintre bărci, care era a lui Simon, și l-a rugat să se depărteze puțin de țărm. S-a așezat și a învățat mulțimile din barcă.
2a05040071	După ce a isprăvit de vorbit, a zis lui Simon: “Scoateți în larg și aruncați mrejele ca să prindeți.”
2a0505008c	Simon I-a răspuns: “Învățătorule, am lucrat toată noaptea și n-am prins nimic; dar, la cuvântul Tău, voi da drumul la mreajă.”
2a0506005b	După ce au făcut acest lucru, au prins o mare mulțime de pești, iar plasa lor se rupea.
2a050700b1	Ei au făcut semn partenerilor lor din cealaltă barcă să vină să-i ajute. Aceștia au venit și au umplut ambele bărci, astfel încât acestea au început să se scufunde.
2a05080091	Dar Simon Petru, când a văzut, a căzut la genunchii lui Isus și a zis: “Doamne, depărtează-te de la mine, căci sunt un om păcătos!”.
2a05090061	Căci era uimit, el și toți cei care erau cu el, de capturile de pește pe care le prinseseră;
2a050a009d	la fel și Iacov și Ioan, fiii lui Zebedei, care erau asociați cu Simon. Isus i-a spus lui Simon: “Nu te teme. De acum înainte vei prinde oameni vii”.
2a050b0050	După ce și-au adus corăbiile la țărm, au lăsat totul și au mers după El.
2a050c00cc	Pe când era într-una din cetăți, iată că era un om plin de lepră. Când L-a văzut pe Isus, a căzut cu fața la pământ și L-a implorat, zicând: “Doamne, dacă vrei, poți să mă cureți.”
2a050d0067	El a întins mâna și l-a atins, zicând: “Vreau. Să fiu curățat”. Imediat lepra l-a părăsit.
2a050e00a3	I-a poruncit să nu spună nimănui: “Ci du-te, arată-te preotului și adu jertfă pentru curățirea ta, după cum a poruncit Moise, ca mărturie pentru ei.”
2a050f0081	Dar vestea despre El s-a răspândit mult mai mult și mulțimi mari se adunau să-L asculte și să fie vindecate de bolile lor.
2a05100029	Dar el s-a retras în pustie și se ruga.
2a051100da	Într-una din zilele acelea, El învăța pe oameni; și stăteau acolo farisei și învățători ai Legii, veniți din toate satele Galileii, din Iudeea și din Ierusalim. Puterea Domnului era cu el ca să-i vindece.
2a05120089	Iată că niște oameni au adus un paralitic pe un pat de campanie și căutau să-l aducă înăuntru ca să-l pună înaintea lui Isus.
2a051300ad	Nu au găsit cum să-l aducă înăuntru din cauza mulțimii, s-au urcat pe acoperișul casei și l-au coborât prin țigle cu patul lui în mijlocul ei, în fața lui Isus.
2a05140056	Văzând credința lor, Isus i-a spus: “Omule, păcatele tale îți sunt iertate.”
2a051500a0	Cărturarii și fariseii au început să se certe, zicând: “Cine este acesta care vorbește de hulă? Cine poate ierta păcatele, dacă nu numai Dumnezeu?”
2a05160063	Dar Isus, înțelegând gândurile lor, le-a răspuns: “De ce gândiți așa în inimile voastre?
2a0517006e	Ce este mai ușor să spui: “Păcatele tale îți sunt iertate” sau să spui: “Scoală-te și umblă”?
2a051800aa	Dar ca să știți că Fiul Omului are putere pe pământ să ierte păcatele”, i-a spus paraliticului: “Îți spun: scoală-te, ia-ți patul și du-te la casa ta”.
2a0519006b	Și îndată s-a sculat în fața lor, a luat ce avea pe el și a plecat la casa lui, slăvind pe Dumnezeu.
2a051a008c	Toată lumea a fost cuprinsă de uimire și a slăvit pe Dumnezeu. S-au umplut de teamă, spunând: “Am văzut astăzi lucruri ciudate.”
2a051b0075	După aceea, ieșind afară, a văzut un vameș, numit Levi, care ședea la fisc, și i-a zis: “Vino după mine!”
2a051c0029	A lăsat totul, s-a sculat și l-a urmat.
2a051d0078	Levi i-a făcut un mare ospăț în casa lui. Era o mare mulțime de vameși și de alți oameni care se odihneau cu ei.
2a051e0086	Cărturarii și fariseii cârteau împotriva ucenicilor Lui, zicând: “De ce mâncați și beți cu vameșii și cu păcătoșii?”
2a051f0063	Isus le-a răspuns: “Cei sănătoși nu au nevoie de doctor, dar cei bolnavi au nevoie de doctor.
2a0520004b	Eu n-am venit să chem pe cei drepți, ci pe păcătoși la pocăință.”
2a05210086	Ei I-au zis: “Pentru ce ucenicii lui Ioan postesc și se roagă des, și ucenicii fariseilor, iar ai voștri mănâncă și beau?”
2a05220065	El le-a zis: “Puteți voi să faceți pe prietenii mirelui să postească, când mirele este cu ei?
2a05230057	Dar vor veni zile când mirele va fi luat de la ei. Atunci vor posti în acele zile.”
2a052400c8	Și le-a spus și o pildă. “Nimeni nu pune o bucată dintr-o haină nouă pe o haină veche, căci altfel va rupe haina nouă și, de asemenea, bucata din haina nouă nu se va potrivi cu cea veche.
2a0525007b	Nimeni nu pune vin nou în piei de vin vechi, căci altfel vinul nou va sparge piei, se va vărsa și piei vor fi distruse.
2a05260053	Dar vinul nou trebuie pus în piei de vin proaspăt, și amândouă se păstrează.
2a05270072	Nimeni, după ce a băut vin vechi, nudorește imediat vin nou, pentru că spune: “Cel vechi este mai bun”.”
2a0601009e	În al doilea Sabat după cel dintâi, el mergea prin lanurile de grâu. Discipolii lui culegeau căpățânile de grâu și mâncau, frecându-le în mâini.
2a0602006d	Dar unii dintre farisei le-au spus: “De ce faceți ceea ce nu este permis să faceți în ziua de Sabat?”
2a06030065	Isus le-a răspuns: “N-ați citit ce a făcut David, când a flămânzit, el și cei ce erau cu el,
2a060400ab	cum a intrat în casa lui Dumnezeu, a luat și a mâncat pâinea de sărbătoare și a dat și celor ce erau cu el, care nu se poate mânca decât numai pentru preoți?”
2a0605003e	El le-a răspuns: “Fiul Omului este stăpânul Sabatului”.
2a06060071	În altă zi de Sabat, a intrat în sinagogă și învăța. Era acolo un om, căruia i se uscase mâna dreaptă.
2a06070085	Cărturarii și fariseii îl urmăreau, ca să vadă dacă nu cumva vindecă în Sabat, ca să găsească o acuzație împotriva lui.
2a06080097	Dar El le cunoștea gândurile; și a zis omului care avea mâna uscată: “Ridică-te și stai în mijloc”. El s-a ridicat și a stat în picioare.
2a06090096	Atunci Isus le-a zis: “Vă voi întreba ceva: “Este îngăduit în Sabat să faci bine sau să faci rău? Să salvezi o viață, sau să ucizi?”
2a060a0091	S-a uitat la toți și a zis omului: “Întinde-ți mâna”. El a făcut-o, și mâna i-a fost redată la fel de sănătoasă ca și cealaltă.
2a060b0059	Dar ei erau plini de furie și vorbeau între ei despre ce ar putea să-i facă lui Isus.
2a060c006a	În zilele acelea, s-a dus pe munte să se roage și a stat toată noaptea în rugăciune către Dumnezeu.
2a060d0071	Când s-a făcut ziuă, și-a chemat discipolii și a ales dintre ei doisprezece, pe care i-a numit și apostoli:
2a060e0059	Simon, pe care l-a numit și Petru; Andrei, fratele său; Iacov; Ioan; Filip; Bartolomeu;
2a060f0038	Matei; Toma; Iacov, fiul lui Alfeu; Simon, numit Zelota;
2a0610004f	Iuda, fiul lui Iacov; și Iuda Iscarioteanul, care a devenit și el trădător.
2a06110102	S-a coborât cu ei și a stat pe un loc drept, cu o mulțime de ucenici ai Lui și cu un mare număr de oameni din toată Iudeea, din Ierusalim și de pe țărmul mării Tirului și al Sidonului, care veniseră să-L asculte și să se vindece de bolile lor,
2a0612004b	precum și de cei care erau tulburați de duhuri necurate; și se vindecau.
2a06130064	Toată mulțimea căuta să se atingă de El, căci ieșea din El o putere și îi vindeca pe toți.
2a06140081	Și-a ridicat ochii spre ucenicii Săi și a zis: “Ferice de voi, cei săraci! pentru că Împărăția lui Dumnezeu este a ta.
2a06150081	Ferice de voi, care sunteți flămânzi acum! pentru că vei fi umplut. Ferice de voi care plângeți acum, pentru că vei râde.
2a061600a7	Ferice de voi, când vă vor urî oamenii, când vă vor respinge, când vă vor batjocori și când vor arunca numele vostru ca fiind rău, din pricina Fiului Omului!
2a061700af	Bucurați-vă în ziua aceea și săriți de bucurie, căci iată că răsplata voastră este mare în ceruri, pentru că părinții lor au făcut același lucru cu profeții.
2a06180052	“Dar vai de voi, care sunteți bogați! Căci ați primit mângâierea voastră.
2a0619008b	Vai de voi, cei ce sunteți plini acum! pentru că vă va fi foame. Vai de voi care râdeți acum, pentru că veți jeli și veți plânge.
2a061a0076	Vai, când oamenii vorbesc de bine despre tine! căci părinții lor au făcut același lucru cu profeții mincinoși.
2a061b006a	Dar Eu vă spun vouă, celor ce auziți: iubiți pe vrăjmașii voștri, faceți bine celor ce vă urăsc,
2a061c0057	binecuvântați pe cei ce vă blestemă și rugați-vă pentru cei ce vă maltratează.
2a061d0075	Celui ce vă lovește peste obraz, oferiți-i și celălalt obraz; și celui ce vă ia haina, nu-i reține și haina.
2a061e0056	Dați oricui vă cere și nu cereți celui care vă ia bunurile să vi le dea înapoi.
2a061f0034	“Fă-le și tu cum vrei să facă oamenii cu tine.
2a06200074	Dacă iubești pe cei ce te iubesc, ce merite ai tu? Căci chiar și păcătoșii îi iubesc pe cei care îi iubesc.
2a06210062	Dacă faceți bine celor ce vă fac bine, ce merite aveți voi? Căci și păcătoșii fac la fel.
2a062200ac	Dacă dați cu împrumut celor de la care sperați să primiți, ce merite aveți? Chiar și păcătoșii împrumută păcătoșilor, pentru a primi înapoi la fel de mult.
2a062300f8	Dar iubiți pe vrăjmașii voștri, faceți binele și împrumutați, fără să așteptați nimic în schimb; și răsplata voastră va fi mare și veți fi copiii Celui Preaînalt, căci El este binevoitor față de cei nerecunoscători și răi.
2a06240046	“De aceea fiți milostivi, așa cum și Tatăl vostru este milostiv.
2a0625006e	Nu judecați, și nu vei fi judecat. Nu condamnați, și nu vei fi condamnat. Eliberați, și vei fi eliberat.
2a062600a7	“Dați și vi se va da; o măsură bună, presată, zdruncinată și plină, vi se va da. Căci cu aceeași măsură cu care măsurați, vi se va măsura înapoi.”
2a06270069	Și le-a spus o pildă. “Poate orbul să călăuzească pe orb? Nu vor cădea amândoi într-o groapă?
2a06280081	Un ucenic nu este mai presus de învățătorul său, dar fiecare, când va fi pe deplin instruit, va fi ca învățătorul său.
2a0629007d	De ce vedeți paiul de paie care este în ochiul fratelui vostru, dar nu vă gândiți la bârna care este în ochiul vostru?
2a062a0139	Sau cum poți să-i spui fratelui tău: “Frate, lasă-mă să scot paiul din ochiul tău”, când tu însuți nu vezi bârna care este în ochiul tău? Ipocritule! Îndepărtează mai întâi bârna din ochiul tău și apoi vei putea vedea limpede ca să îndepărtezi paiul care este în ochiul fratelui tău.
2a062b005d	“Căci nu este pom bun care să dea roade putrede, nici pom putred care să dea roade bune.
2a062c0086	Căci fiecare pom se cunoaște după rodul său. Căci oamenii nu culeg smochine din spini, nici struguri din tufișuri de mărăcini.
2a062d00b6	Omul bun scoate din comoara bună a inimii sale ceea ce este bun, iar omul rău scoate din comoara rea a inimii sale ceea ce este rău, căci din belșugul inimii vorbește gura lui.
