2800000009	San Mateo
2a142b003d	Entretanto que pongo tus enemigos [por] estrado de tus piés.
2a142c0037	Así que David le llama Señor: ¿como pues es su hijo?
2a142d0036	Y oyéndo[lo] todo el pueblo, dijo á sus discípulos:
2a142e00b3	Guardáos de los escribas; que quieren andar con ropas largas, y aman las salutaciones en las plazas, y las primeras sillas en las sinagogas, y los primeros asientos en las cenas:
2a142f0070	Que devoran las casas de las viudas, poniendo por pretexto la larga oracion: estos recibirán mayor condenacion.
2a15010045	Y MIRANDO, vió los ricos que echaban sus ofrendas en el gazofilacio.
2a15020041	Y vió tambien una viuda pobrecilla que echaba allí dos blancas.
2a15030044	Y dijo: De verdad os digo, que esta pobre viuda echó mas que todos.
2a15040083	Porque todos estos, de lo que les sobra echaron para las ofrendas de Dios mas ésta de su pobreza echó todo el sustento que tenia.
2a15050057	Y á unos que decian del templo, que estaba adornado de hermosas piedras y dones, dijo:
2a1506005d	Estas cosas que veis, dias vendrán que no quedará piedra sobre piedra que no sea destruida.
2a15070087	Y le preguntaron, diciendo: Maestro, ¿cuándo será esto? ¿Y qué señal [habrá] cuando estas cosas hayan de comenzar á ser hechas?
2a150800a3	El entónces dijo: Mirad, no seais engañados; porque vendrán muchos en mi nombre, diciendo: Yo soy, y el tiempo está cerca: por tanto no vayais en pos de ellos.
2a15090090	Empero cuando oyereis guerras y sediciones no os espanteis; porque es necesario que estas cosas acontezcan primero: mas no luego [será] el fin.
2a150a004b	Entónces les dijo: Se levantará gente contra gente, y reino contra reino:
2a150b007c	Y habrá grandes terremotos en [varios] lugares, y hambres, y pestilencias; y habrá espantos, y grandes señales del cielo.
2a150c00c1	Mas ántes de todas estas cosas os echarán mano, y perseguirán entregándo[os] á las sinagogas, y á las cárceles, siendo llevados á los reyes y á los gobernadores por causa de mi nombre.
2a150d0022	Y os será [esto] para testimonio.
2a150e004b	Poned pues en vuestros corazones no pensar ántes como habeis de responder.
2a150f0071	Porque yo os daré boca y sabiduría á la cual no podrán resistir ni contradecir todos los que se os opondrán.
2a15100076	Mas seréis entregados aun de vuestros padres, y hermanos, y parientes, y amigos: y matarán [á algunos] de vosotros.
2a15110036	Y seréis aborrecidos de todos por causa de mi nombre.
2a1512002b	Mas un pelo de vuestra cabeza no perecerá.
2a1513002f	En vuestra paciencia poseeréis vuestras almas.
2a15140063	Y cuando viereis á Jerusalem cercada de ejércitos, sabed entónces que su destruccion ha llegado.
2a15150097	Entónces los que estuvieren en Judéa, huyan á los montes; y los que en medio de ella, váyanse, y los que [estén] en los campos, no entren en ella.
2a1516005b	Porque estos son dias de venganza; para que se cumplan todas las cosas que están escritas.
2a15170085	Mas ¡ay de las preñadas y de las que crian en aquellos dias! porque habrá apuro grande sobre [esta] tierra, é ira en este pueblo.
2a151800ab	Y caerán á filo de espada, y serán llevados cautivos á todas las naciones: y Jerusalem será hollada de las gentes, hasta que los tiempos de las gentes sean cumplidos.
2a1519009d	Entónces habrá señales en el sol y en la luna, y en las estrellas; y en la tierra angustia de gentes por la confusion del sonido de la mar y de las ondas:
2a151a00a8	Secándose los hombres á causa del temor y espectacion de las cosas que sobrevendrán á la redondez de la tierra: porque las virtudes de los cielos serán conmovidas.
2a151b005d	Y entónces verán al Hijo del hombre, que vendrá en una nube con potestad y majestad grande
2a151c0075	Y cuando estas cosas comenzaren á hacerse, mirad, y levantad vuestras cabezas, porque vuestra redencion está cerca.
2a151d0040	Y díjoles una parábola: Mirad la higuera y todos los árboles:
2a151e0056	Cuando ya brotan, viéndolo de vosotros mismos entendeis que el verano está ya cerca.
2a151f0065	Así tambien vosotros, cuando viereis hacerse estas cosas, entended que está cerca el reino de Dios.
2a1520004b	De cierto os digo que no pasará esta generacion, hasta que todo sea hecho.
2a1521003c	El cielo y la tierra pasarán, mas mis palabras no pasarán.
2a152200a7	Y mirad por vosotros, que vuestros corazones no sean cargados de glotonería y embriaguez, y de los cuidados de esta vida; y venga de repente sobre vosotros aquel dia.
2a15230057	Porque como un lazo vendrá sobre todos los que habitan sobre la faz de toda la tierra.
2a1524009b	Velad pues orando en todo tiempo, que seais tenidos por dignos de evitar todas estas cosas que han de venir y de estar en pié delante del Hijo del hombre.
2a15250067	Y enseñaba de dia en el templo; y de noche saliendo, estábase en el monte que se llama de las Olivas.
2a15260045	Y todo el pueblo venia á el por la mañana, para oirle en el templo.
2a1601004a	Y ESTABA cerca el dia de la fiesta de los ázimos, que se llama la Pascua.
2a1602006a	Y los príncipes de los sacerdotes y los escribas buscaban cómo le matarian, mas tenian miedo del pueblo.
2a16030060	Y entró Satanás en Júdas, por sobrenombre Iscariote, el cual era uno del número de los doce;
2a16040068	Y fué, y habló con los príncipes de los sacerdotes, y con los magistrados, de cómo se lo entregaria,
2a16050036	Los cuales se holgaron, y concertaron de darle dinero.
2a16060046	Y prometió, y buscaba oportunidad para entregarle á ellos sin bulla.
2a16070057	Y vino el dia de los ázimos, en el cual era necesario matar [el cordero de] la Pascua.
2a16080064	Y envió á Pedro, y á Juan, diciendo: Id, aparejadnos [el cordero de] la Pascua, para que comamos.
2a16090034	Y ellos le dijeron: ¿Dónde quieres que aparejemos?
2a160a0097	Y él les dijo: Hé aquí, cuando entrareis en la ciudad, os encontrará un hombre que lleva un cántaro de agua; seguidle hasta la casa donde entrare.
2a160b009c	Y decid al padre de la familia de la casa: El Maestro te dice: ¿Dónde esta el aposento donde tengo de comer [el cordero de] la Pascua con mis discípulos?
2a160c0047	Entónces él os mostrará un gran cenáculo aderezado; aparejad allí.
2a160d0055	Fueron pues, y hallaron como les habia dicho; y aparejaron [el cordero de] la Pascua.
2a160e0040	Y como fué hora, sentóse á la mesa, y con él los apóstoles.
2a160f0058	Y les dijo: En gran manera he deseado comer con vosotros esta Pascua ántes que padezca;
2a16100053	Porque os digo que no comeré mas de ella, hasta que se cumpla en el reino de Dios.
2a16110054	Y tomando el vaso, habiendo dado gracias, dijo: Tomad esto, y partid entre vosotros;
2a1612005a	Porque os digo, que no beberé más del fruto de la vid, hasta que el reino de Dios venga.
2a16130092	Y tomando el pan, habiendo dado gracias, partió, y les dió, diciendo: Esto es mi cuerpo, que por vosotros es dado; haced esto en memoria de mí.
2a16140098	Asimismo tambien [tomó y les dió] el vaso, despues que hubo cenado, diciendo: Este vaso [es] el nuevo pacto en mi sangre, que por vosotros se derrama.
2a16150046	Con todo eso hé aquí la mano del que me entrega, conmigo en la mesa.
2a1616007b	Y á la verdad el Hijo del hombre va, segun lo que está determinado; empero ¡ay de aquel hombre por el cual es entregado!
2a16170063	Ellos entónces comenzaron á preguntar entre sí, cuál de ellos seria el que habia de hacer esto.
2a16180056	Y hubo entre ellos una contienda: Quién de ellos parecia [que habia de] ser el mayor.
2a16190089	Entonces él les dijo: los reyes de las gentes se enseñorean de ellas; y los que sobre ellas tienen potestad, son llamados bienhechores:
2a161a007e	Mas vosotros, no así; ántes el que es menor entre vosotros, sea como el más mozo; y el que es príncipe, como el que sirve.
2a161b0096	Porque ¿cuál es mayor, el que se sienta á la mesa, ó el que sirve? ¿No es el que se sienta á la mesa? y yo soy entre vosotros como el que sirve.
2a161c004b	Empero vosotros sois los que habeis permanecido conmigo en mis tentaciones:
2a161d0040	Yo pues os ordeno un reino, como mi Padre me lo ordeno [á mí,]
2a161e0071	Para que comais y bebais en mi mesa en mi reino: y os senteis sobre tronos juzgando á las doce tribus de Israel.
2a161f006a	Dijo tambien el Señor: Simon, Simon, hé aquí [que] Satanás os ha pedido para zarandaros como á trigo;
2a1620005e	Mas yo he rogado por tí que tu fé no falte; y tú, una vez vuelto, confirma á tus hermanos.
2a1621004e	Y él le dijo: Señor, pronto estoy á ir contigo aun á cárcel, y á muerte.
2a16220069	Y él dijo: Pedro, te digo que el gallo no cantará hoy ántes que tú niegues tres veces que me conoces.
2a16230073	Y á ellos dijo: Cuando os envié sin bolsa, y sin alforja, y sin zapatos, ¿os faltó algo? Y ellos dijeron: Nada.
2a1624007c	Y les dijo: Pues ahora el que tiene bolsa tóme[la,] y tambien la alforja; y el que no tiene, venda su capa y compre espada.
2a162500b1	Porque os digo, que es necesario se cumpla todavia en mí aquello que está escrito: Y con los malos fué contado: porque lo que [está escrito] de mí, [su] cumplimiento tiene.
2a1626004e	Entónces ellos dijeron: Señor, hé aquí dos espadas. Y él les dijo: Basta.
2a16270060	Y saliendo, se fué, como solia, al monte de las Olivas; y sus discípulos tambien le siguieron.
2a16280049	Y como llegó á aquel lugar, les dijo: Orad que no entreis en tentacion.
2a1629004d	Y él se apartó de ellos como un tiro de piedra; y puesto de rodillas, oró,
2a162a005f	Diciendo: Padre, si quieres pasa este vaso de mí; empero no se haga mi voluntad, sino la tuya.
2a162b0032	Y le apareció un ángel del cielo confortándole.
2a162c0072	Y estando en agonía, oraba mas intensamente; y fué su sudor como gotas de sangre que descendian hasta la tierra.
2a162d005d	Y como se levantó de la oracion, y vino á sus discípulos, hallólos durmiendo de tristeza.
2a162e004f	Y les dijo: ¿Por qué dormís? Levantáos, y orad que no entreis en tentacion.
2a162f0092	Estando él aun hablando, hé aquí una turba, y el que se llamaba Judas, uno de los doce, iba delante de ellos; y llegóse á Jesus para besarlo.
2a16300048	Entónces Jesus le dijo: Júdas, ¿con beso entregas al Hijo del hombre?
2a16310061	Y viendo los que estaban con él lo que habia de ser, le dijeron: Señor, herirémos á cuchillo?
2a16320061	Y uno de ellos hirió á un siervo del príncipe de los sacerdotes, y le quitó la oreja derecha.
2a16330054	Entónces respondiendo Jesus, dijo: Dejad hasta aquí. Y tocando su oreja, le sanó.
2a163400c6	Y Jesus dijo á los que habian venido á él, [de] los príncipes [de] los sacerdotes, y [de] los magistrados del templo, y [de] los ancianos: ¿Como á ladron habeis salido con espadas y con palos?
2a16350093	Habiendo estado con vosotros cada dia en el templo, no extendisteis las manos contra mí; mas esta es vuestra hora, y la potestad de las tinieblas.
2a16360070	Y prendiéndole, trajéronlo, y metiéronle en casa del príncipe de los sacerdotes. Y Pedro le seguia de lejos.
2a16370073	Y habiendo encendido fuego en medio de la sala, y sentándose todos alrededor, se sentó tambien Pedro entre ellos.
2a16380065	Y como una criada le vió que estaba sentado al fuego, fijóse en él, y dijo: Y este con él estaba.
2a16390037	Entónces él lo negó, diciendo: Mujer, no le conozco.
2a163a005a	Y un poco despues viéndole otro, dijo: Y tú de ellos eras. Y Pedro dijo: Hombre, no soy.
2a163b006f	Y como una hora pasada, otro afirmaba diciendo: Verdaderamente tambien este estaba con él; porque es Galiléo.
2a163c005b	Y Pedro dijo: Hombre, no sé que dices. Y luego, estando aun él hablando. el gallo cantó.
2a163d009f	Entónces, vuelto el Señor, miró á Pedro; y Pedro se acordó de la palabra del Señor, como le habla dicho: Antes que el gallo cante me negarás tres veces.
2a163e002b	Y saliendo fuera Pedro, lloró amargamente.
2a163f0042	Y los hombres que tenian á Jesus, se burlaban de él hiriéndole.
2a16400061	Y cubriéndolo, herian su rostro, y preguntábanle diciendo: Profetiza quien es el que te hirió.
2a1641002a	Y decian otras muchas cosas injuriándole.
2a1642008c	Y cuando fué de dia, se juntaron los ancianos del pueblo, y los príncipes de los sacerdotes, y los escritas, y le trajeron á su concilio,
2a16430058	Diciendo: ¿Eres tú el Cristo? Dínos[lo.] Y les dijo: Si os [lo] dijere, no creeréis;
2a16440044	Y tambien si os preguntare, no me responderéis, ni [me] soltaréis:
2a1645005a	Mas despues de ahora el Hijo del hombre se asentará á la diestra de la potencia de Dios.
2a16460060	Y dijeron todos: ¿Luego tú eres Hijo de Dios? Y él les dijo: Vosotros [lo] decís que yo soy.
2a16470065	Entónces ellos dijeron: ¿Qué más testimonio deseamos? porque nosotros [lo] hemos oido de su boca.
2a17010048	LEVANTÁNDOSE entónces toda la multitud de ellos lleváronle á Pilato.
2a17020098	Y comenzaron á acusarle diciendo: A este hemos hallado que pervierte la nacion, y que veda dar tributo á Cesar, diciendo que él es el Cristo, el Rey.
2a17030073	Entónces Pilato le preguntó, diciendo: ¿Eres tú el Rey de los Judíos? Y respondiendo él, dijo: Tu [lo] dices.
2a17040067	Y Pilato dijo á los príncipes de los sacerdotes, y á las gentes: Ninguna culpa hallo en este hombre.
2a17050075	Mas ellos porfiaban, diciendo: Alborota al pueblo, enseñando por toda Judéa, comenzando desde Galiléa hasta aquí.
2a17060052	Entónces Pilato, oyendo [hablar] de Galiléa, pregunto si el hombre era Galiléo.
2a17070087	Y como entendió que era de la jurisdiccion de Heródes, le remitió á Heródes, el cual tambien estaba en Jerusalem en aquellos dias.
2a170800b6	Y Heródes, viendo á Jesus, holgóse mucho, porque hacia mucho [tiempo] que deseaba verle; porque habia oido de él muchas cosas, y tenia esperanza que le veria hacer alguna señal.
2a17090040	Y le preguntaba con muchas palabras; mas él nada le respondió.
2a170a0057	Y estaban los príncipes de los sacerdotes y los escribas acusándole con gran porfía.
2a170b0079	Mas Heródes con su corte le menospreció, y escarneció, vistiéndole de una ropa rica; y volviólo á enviar á Pilato.
2a170c006a	Y fueron hechos amigos entre sí Pilato y Heródes en el mismo dia; porque ántes eran enemigos entre sí.
2a170d005e	Entónces Pilato, convocando los príncipes de los sacerdotes, y los magistrados, y el pueblo,
2a170e00c2	Les dijo: Me habeis presentado á este por hombre que desvía al pueblo; y hé aquí, preguntando yo delante de vosotros, no he hallado alguna culpa en este hombre de aquellas de que le acusais.
2a170f0063	Y ni aun Heródes; porque os remití á él, y hé aquí que ninguna cosa digna de muerte ha hecho.
2a1710001b	Le soltaré pues castigado.
2a17110032	Y tenia necesidad de soltarles uno en cada fiesta.
