2800000006	Mateyo
2a0c0b00b0	“Bakamwikata kwambeti bakamubeteke mung'anda yakupaililamo, kuli beshikwendelesha nambi kubaleli, mutakasukameti, nimukumbuleconi, nekukaba kuyeyeti nomba nituye twambe cani?
2a0c0c0047	Pakwinga Mushimu Uswepa nakamwishibishe ncomwelela kwamba pacindico.”
2a0c0d0080	Umbi muntu walikuba mulikoto walambila Yesu eti, “Beshikwiyisha, kamumwambila mukwetu ampeko buboni bwalashiya bata balobe.”
2a0c0e0087	Nsombi Yesu wamukumbuleti, “Obe nomba niyani walampa incito yakumubeteka amwe nambi kuyabanya bintu byalamushila bameshenu balobe?”
2a0c0f009f	Lino Yesu walapitilisha kubambila bantu, “Kamucenjelani kayi mutaba bantu basunishi buboni. Pakwinga buyumi bwa muntu nkabwela kupimwa ne buboni mbwakute.”
2a0c10006a	Kayi Yesu walabambila mukoshanyo eti, “Umbi muntu mubile walikukute libala umo mwalekata byakulya bingi.
2a0c110077	Mpwalaboneco walatatika kuyeya mumoyo eti, ‘Ndiya butala bunene mwakubika byakulya byakame byonse ibi ninjinseconi’
2a0c120075	Lino walambeti, ‘Nimwaye matala akame nekwibaka ambi anene kwambeti mbikemo byakulya ne buboni bwakame bumbi bonse.
2a0c130074	Lino ninkambile moyo wakameti, ukute buboni bwingi bwakwana byaka bingi. Neco pumwina, kolya ne kunwa nekukondwa.’
2a0c140090	Nsombi Lesa walamwambileti, ‘Omuluya! Lelo lyopele mashiku nufwe. Nomba bintu byonse ibi mbyowalabamba kushikila cino cindi nibibe byabani?”
2a0c15007e	Lino Yesu pakupwisha walambeti, “Encoti cikabe kuli abo beshikulibunjikila buboni, kakuli pamenso a Lesa baliyapo buboni.”
2a0c160089	Yesu walambila beshikwiya bakendi eti, “Pacebo ici ndamwambilingeti mutalisukama pa buyumi bwenu eti nitulye cani nambi nitufwale cani.
2a0c17003e	Pakwinga buyumi bwapita byakulya, ne mubili wapita byakufwala.
2a0c1800b2	Kamubonani bikwangala, nkabishanga, nkabitebulu biliya ng'anda yakusungilamo bintu nambi manga. Nsombi Lesa ukute kubisanina. Sena nkamwinshi kwambeti Lesa umusuni kupita bikeni?
2a0c19003e	Niyani palyamwe welakunungilako busuba bumo kubuyumi bwakendi?
2a0c1a006c	Nomba na nkamwela kucikonsha kwinsa kantu kang'ana eti ako, nipacebo cini mulasukamanga pa bintu bimbi ibyo?
2a0c1b00d6	Kamubonani maluba ncakute kukula. Nkakute kusebensa nambi kutunga byakufwala, nsombi ndamwambilingeti nambi Mwami Solomoni mububile bwakendi bonse, liya kubapo ne byakufwala byaina byalaboneka eti limo pa malubayo.
2a0c1c009c	Lino na ni Lesa ukute kufwalika mwila uyo ukute kwinsa lelo mpouli, lilo bauwala pa mulilo, nomba amwe, nkela kumufwalika? Amwe bantu balushomo lung'ana!”
2a0c1d003e	“Weco mutasukamanga nambi kuyeyeti nimulye cani nambi kunwa.
2a0c1e0061	Ibi bintu, bantu bakunsa bakute kubiyandaula, nsombi Bameshenu bacinshi kwambeti byonse mubisuni.
2a0c1f0044	Neco kamuyandaulani Bwami bwa Lesa, nakamupeni bintu byonse ibyo.”
2a0c200060	“Amwe kalikoto kang'ana kambelele shakame, mutatina pakwinga Bameshenu balayanda kumupa Bwami.
2a0c2100d0	Kamulishani buboni mbomukute, mali mupe bapenga. Kamulilangwela mpotomona shitabolo kayi mubike buboni bwenu kwilu nkweti bukabule kubola, pakwinga kuliya kabwalala wela kushikako, ne muswa nkawela kubononga.
2a0c220033	Pakwinga myoyo yenu ikutekuba kuli bubile bwenu.”
2a0c23004c	“Kamubani balibambila cindi conse kayi malampi enu abenga abangila lyonse.
2a0c240084	Kamubani eti basebenshi balapembelenga mwami wabo lafumunga kubwinga kwambeti mpoti ashikile ne kukonkosha, nabo bamucalwile bwangu.
2a0c2500b5	Bakute colwe basebenshi beshi bakacanike kabalanga ne menso mwami wabo akabwela. Ndamwambilinga cakubingeti mwami wabo nakafwale byakufwala bya ncito nekubekalika nekubapa byakulya.
2a0c260063	Bakute colwe basebenshi mwami mboti akacane balibambila, nambi akese pakati pamashiku nambi kumaca.
2a0c270087	Nsombi kamwanukangeti, mwine ng'anda abangawenshiba cindi kabwalala ncalesanga, inga nkela kuleka kabwalala kwingila mung'anda yakendi.
2a0c280076	Nenjamwe copeleco, kamubani mwalibambila kumutambula Mwana Muntu pakwinga lakesanga pacindi ncomwabula kwingashila.”
2a0c290065	Neye Petulo walepusheti, “Mwami, sena mukoshanyo uyu mulambilinga afwe twenka nambi bantu bonse?”
2a0c2a00bd	Mwami Yesu walakumbuleti, nomba niyani musebenshi ukute lushomo kayi ne mano? Uyo mwami ngoshi akape incito yakulangilila bonse ba mu ng'anda yakendi nekupa banendi byakulya pacindi celela?
2a0c2b0057	Nakatambule cilambo musebenshi uyo mwami wakendi pakubwelela ngweti akacane nkensa ico.
2a0c2c0058	Ndamwambilinga cakubingeti mwami wakendi nakamupe incito yakubona bintu byonse mbyakute.
2a0c2d00b0	Lino na musebeshi uyo lamba mumoyo wakendi eti, mwami wakame lacelwa kwisa, lino utatika kuma basebenshi banendi batuloba ne batukashi kayi ne kutatika kulya, kunwa ne kukolwa.
2a0c2e00a8	Mwami wa musebeshi uyo lakesanga pabusuba mbwateshi kayi nepa cindi ncabula kwingashila. Nakamupe cisubulo ciyosha ne kumuwala uko nkoti kukabenga bantu babula lushomo.
2a0c2f007a	Musebenshi uyo wishi mwami wakendi ncasuni, nomba liya kulibambila nambi kwinsa ncasuni mwami wakendi nakamukwipe cangofu.
2a0c3000f0	Nomba musebenshi utacinshi ncasuni mwami wakendi, na lepishi mwakubula kwinshiba nakomwe pang'ana. Muntu uliyense walapewa bingi welela kubwesha bingi. Muntu walapewa bingi kwambeti asunge, nakambilwe kubwesha bingi pelu pa ibyo mbyalapewa.
2a0c310059	“Ndalesa kuwala mulilo mucishi capanshi, nendakondwa kwambeti mulilo newabangila kendi!
2a0c320076	Nomba ndelela kwingila mulubatisho lwamapensho anene, neco moyo wakame nkawekalikana kushikila mapensho ayo akenshike.
2a0c330065	Sena mulayeyengeti ndalaleta lumuno mucishi ca panshi? Cakubinga ndiyawa, nsombi ndalaleta kupansana.
2a0c34007d	Kufuma lelo mumukowa umo nimukabe bantu basanu bapatana, batatu nibakapatane nebabili. Naboyo babili nibakabukilane ne batatu
2a0c3500f9	Baishi nibakabukile mwana mutuloba, neye mwana mutuloba nakabukile baishi, banyina nibakabukile mwana mutukashi, neye mwana mutukashi nakabukile banyina. Kumakwendi batukashi nibakabukile mulekashi, neye mulekashi nakabukile kumakwendi batukashi.”
2a0c360088	Yesu walambila bantu bonseti, “Na mulabono likumbi kalifumina kumboshi, mukute kwambeti, imfula niloke lelo, nicakubinga ikute kuloka.
2a0c37006b	Na impepo itatika kupupula kufumina kumusansa mukute kwambeti lelo nikupye cepa, kayi kukute kuba copeleco.
2a0c3800af	Amwe bantu batenshi mbyomulambanga, mukute kwinshiba kuboneka kwa cishi capanshi ne kwilu, nomba nicani nkamukute kwinshiba bupandulushi bwa bintu bilenshikinga masuba ano?”
2a0c390039	“Nomba nipacebo cini nkamukute kwinsa byalulama mobene?
2a0c3a00e7	Na mulenga kunkuta ne munobe wa mulandu, wela kufwambana kunyumfwana nendi kamucili panshila, kwambeti katakutwala kuli weshi kubeteka. Pakwinga neye weshikubeteka inga ukutwala kumushilikali, neye mushilikali inga ukusunga mujele.
2a0c3b0059	Ndakwambilinga cakubingeti nteshi ukafumemo kushikila ukalipile byonse bilayandikinga.”
2a0d0100b5	Pacindico bantu bambi balikubapo balamwambila Yesu makani a bantu baku Galileya abo Pilato mbwalashina mung'anda ya Lesa nekusankanya milopa yabo pamilumbo njobalikubenga kuli Lesa.
2a0d02007c	Lino Yesu walabakumbuleti, “Sena mulayeyengeti abo ba Galileya balashininwa balikuba baipa kupita ba Galileya bambi bonse?
2a0d03005c	Sobwe! Lino ndamwambilingeti na mubule kusanduka kubwipishi bwenu nenjamwe nimukafweti basa.
2a0d04009f	Nomba abo bantu likumi nebasanu ne batatu lwalabawila lubumbu lutali lwa ku Siloamu, mulayeyengeti balikuba baipa kupita bantu bonse balikwikala mu Yelusalemu?
2a0d050051	Sobwe! Nsombi namubule kusanduka kubwipishi bwenu nenjamwe nimukafwe eti basa.”
2a0d0600c8	Kayi Yesu walabambila mukoshanyo uwu, “Kwalikuba muntu naumbi walikukute citondo ca mukuyu calikuba mulibala lya minyansa. Bumbi busuba walaya kucitondo kuya kubonako nkuyu, nsombi liya kushicanako.
2a0d0700a4	Lino walambila musebenshi eti, ‘Bona nibyaka bitatu nkanjisa kuno kuyanda nkuyu kumukuyu uyu, nsombi nkankute kucanapo. Lino citeme cilonongelenga cani bulongo’
2a0d080066	Nomba nendi walakumbuleti, ‘Mwami ulekeni kwacaka cino conka. Nindubambilile cena nekubika mboleshi.
2a0d09004d	Mpani nicikekate bisepo mwakali. Nsombi na cikabule kwikata mukaciteme.’”
2a0d0a004a	Lino pabusuba bumbi bwa Sabata, Yesu walikwiyisha mung'anda yakupaililamo.
2a0d0b00ad	Mung'anda umo mwalikuba mutukashi walikuba ne mishimu yaipa walapenga kwa byaka likumi ne bisanu ne bitatu. Walikwenda kali wakotama, nkalikucikosha kololoka nambi pang'ana.
2a0d0c0065	Lino Yesu mpwalabona mutukashi uyo walamwambileti, “Mutukashi, ulasungululwa kubulwashi bwakobe.”
2a0d0d005e	Lino Yesu walabika makasa akendi pali endiye, popelapo walololoka nekutatika kulumbaisha Lesa.
2a0d0e0127	Lino mukulene wa ng'anda ya kupaililamo walakalala cepa mpwalaboneti Yesu lashiliki muntu pa busuba bwa Sabata. Lino walambila bantu eti, “Kuli masuba asanu ne bumo ngotwelela kusebensa mbuli ncocalembwa mumilawo. Neco mwisenga kushilikwa mumasubayo, kufunyakowa pa busuba bwa Sabata Sobwe.”
2a0d0f00c0	Lino Mwami Yesu walamukumbuleti, “Amwe mobantu omukute kwamba mbyomutenshi, niyani mulikoto wela kubula kucalwila musune nambi mbongolo yakendi ne kuya kwinwisha menshi pa busuba bwa Sabata?
2a0d1000a2	Nomba uyo mutukashi mwana wa mumukowa wa Abulahamu uyo Satana ngwalasunga kwa byaka likumi ne bisanu ne bitatu, sena nkelela kusungululwa pa busuba bwa Sabata?”
2a0d110084	Yesu mpwalambeco balwani bakendi balanyumfwa nsoni, nsombi bantu bonse balasangalala pabintu byonse byaina bikankamanisha mbyalensa.
2a0d120056	Yesu walepusheti, “Anu bwami bwa Lesa bulyeti cani? Nomba ngandibukoshanisha necani?
2a0d1300b1	Bwakoshana ne luseke lwa mastadi ulo muntu ndwalabyala mulibala mwakendi. Mpolwalamena nekukula, calaba citondo cinene kayi ne bikeni byalabambilamo bisangala mumisampi yaco.”
2a0d140047	Kayi Yesu walepusheti, “Anu Bwami bwa Lesa ngandibukoshanisha necani?
2a0d15007d	Bulyeti cikufufumusha shinkwa, ico mutukashi ncalasankanya ne bunga wakwana bikopo bitatu, kushikila byonse byalafutumuka.”
2a0d160050	Yesu mpalikuba pabulwendo bwakuya ku Yelusalemu, walenda muminshi kaya kwiyisha.
2a0d170066	Lino umbi muntu walepusha Yesu eti, “Mwami, sena ni bang'ana beti bakapuluke?” Yesu walakumbuleti,
2a0d18008b	“Kamweleshani cangofu kwingila pacishinga cing'ana pakwinga ndamwambilingeti bantu bangi nibakeleshe kwingila, nsombi nteshi bakacikoshe.
2a0d1900c7	Lino mwine ng'anda nakanyamuke nekucala kucishinga. Lino amwe mwemana pansa nimukatatike kukonkosha ne kwambeti, ‘Kamutucalwilako.’ Nsombi nendi nakamukumbuleti, ‘Kandimwinshi nkomulafumini.’
2a0d1a006a	Lino nimukatatike kwambeti, ‘Pasa twalikulya ne kunwa pamo nenjamwe kayi mwalikwiyisha muminshi yetu.’
2a0d1b0052	Nsombi nakamwambileti kandimwinshi nkomulafumininga, fumani apa mwense babwipishi.
2a0d1c0096	Lino nimukalile nekukokota meno, nimukabone Abulahamu ne Isaki ne Yakobo kayi ne bashinshimi bonse kabali mu Bwami bwa Lesa, nsombi amwe kamuli pansa.
2a0d1d0064	Bantu nibakafume kucwe ne kumboshi ne kumusansa ne kunyika, kwisa kwikala nekulya mu Bwami bwa Lesa.
2a0d1e004f	Lino abo balikunyuma nibakabe kuntangu naboyo balikuntangu nibakabe kunyuma.”
2a0d1f008d	Pacindi ico Bafalisi bambi balesa kuli Yesu nekumwambileti, “Kamufumani kuno, mwenga kumusena umbi pakwinga Helode layandanga kumushina.”
2a0d2000b5	Nsombi Yesu walakumbuleti, “Kamuyani mumwambile uyo mwaba eti, ‘Ndafunyunga mishimu yaipa ne kushilika bantu lelo ne lilo. Lino pabusuba bwa butatu ninkapwishe incito yakame.’
2a0d210095	Necikabeco ndelela kuba pa bulwendo lelo, ne lilo kayi ne busuba bwakonkapo, pakwinga nkacainapo mushinshimi kushinwa kumbi, nsombi ku Yelusalemu.”
2a0d2200ed	“Obe Yelusalemu, Yelusalemu, weshikushina bashinshimi nekupwaya mabwe bantu abo Lesa mbwalatuma kuli njobe. Lingi ndalikuyanda kubunganya bantu mbuli ncoikute kwinsa inkuku pakufukatila twana twayo mumapapamino, nsombi obe walakana.”
2a0d23009f	Neco ng'anda ya Lesa inene iyi nikabe matongo. Ndamwambilingeti nteshi mukambonepo kayi kushikila mukambeti, “Walelekwa uyo lesanga mulina lya Mwami Lesa.”
2a0e010080	Nabumbi busuba bwa Sabata Yesu walakwiwa kuya kulya kung'anda ya mukulene wa Bafalisi. Popelapo Bafalisi bali kabamulangishisha.
2a0e020043	Lino pantangu pakendi Yesu palikuba muntu walikuba washimba mubili.
2a0e03008c	Lino Yesu walepusha Bafalisi ne beshikwiyisha Milawo eti, “Sena Milawo ikute kusuminisha kushilika muntu pa busuba bwa Sabata nambi ne?”
2a0e040058	Nsombi balo balamwenowa. Lino Yesu walamanta muntu uyo, wamushilika nekumwambileti koya.
2a0e05008d	Popelapo Yesu walabepusheti, “Nomba nibani pakati penu. Na ng'ombe iwila mumukalo pa busuba bwa Sabata, sena nkela kwisabula pa cindico?”
2a0e06001b	Lino balalilwa kumukumbula.
2a0e070071	Yesu mpwalabona bantu balakwiwa kulya nendi balatatika kulisalila bipuna byabulemu, walabambila mukoshanisho eti,
2a0e080082	“Na muntu umukuwa kubwinga, mutekalanga pacipuna ca bulemu, pakwinga uyo muntu lamukuwu inga kakute bambi bapita amwe ba bulemu.
2a0e0900b3	Neco uyo walamukuwa mwense mobabili nakese akamwambileti, kamufumani apa, pani cipuna ici kumuntu uyu, Lino nimukanyumfwe insoni mwakanyamuka kuya kwikala pa cipuma cabula bulemu.
2a0e0a00e1	Nomba na bamukuwa, kamuyani mwikale pabusena bwabula kuba bwabulemu kwambeti uyo mwine lamukuwu akamwambileti, ‘Kamwisani mwikalile pano, pa cipuna ca bulemu.’ Ici nicikakupe bulemu pamenso abantu bonse mbowalakwiwa nabo.
2a0e0b0065	Pakwinga muntu uliyense weshikulisumpula nakacepeshewe nsombi muntu weshikulicepesha nakasumpulwe.”
2a0e0c00f7	Lino Yesu walambila Mufalisi walabakuweti, “Na mulakuwu bantu kwisakulya nabo cakulya ca munshi nambi ca mansailo, mutakuwa banenu, bakamukowa, ne bamakwenu nambi banobe babile, pakwinga naboyo nga bamukuwani, neco ngamutambulila limo cipo cenu.
2a0e0d0052	Nsombi na ulabamba byakulya byakusekelela, kuwa bakandu ne balema kayi ne bampofu.
2a0e0e0083	Lino nukapewe colwe, pakwinga balo nkabela kucikonsha kumubweshela. Lesa nakamubweshele pabusuba ubo baswepa bakapunduka kubafu.”
2a0e0f009a	Muntu umbi palyabo Yesu mbwalikulyanabo, mpwalanyumfwa makani aya, walambila Yesu eti, “Walelekwa uyo eti akalye nabo pakusekelela mu Bwami bwa Lesa.”
2a0e100070	Nendi Yesu walakumbuleti, “Kwalikuba muntu umbi walabamba malyalya kwambeti basekelele, ne kukuwa bantu bangi.
2a0e11007a	Cindi camalyalya mpocalashika walatuma musebenshi wakendi kuya kubakuwa nekubambileti, kamwisani bintu byonse bilabambiwa.
2a0e12009a	Nsombi bonse balakwiwa balatalika kwamba bintu byalabatatisha. Mutanshi walambeti, ndaulu libala neco ndelela kuya kulibona. Bandekeleleko nteti njise.”
2a0e130065	Umbi walambeti, Ndaulu ng'ombe shakwana bipani bisanu, ndenga akushelesha, mundekeleleko nteti njise.
2a0e140042	Naumbi walambeti, Ame ndeba mutukashi lino lino neco nteshi njise.
2a0e1500f0	“Lino musebenshi walabwelela ne kumwambila mwami wakendi byonse ibyo. Mwine ng'anda walakalala, lino walamwambila musebesheti, endesha, koya munshila shinene ne shing'ana sha mumushi ukuwe bakandu ne balema kayi ne bampofu wise nabo kuno.
2a0e160062	Mpwalabwela musebenshi walambeti, mwami, ndenshi kwelena nencomulang'ambili, kayi busena mobucili.
2a0e170087	Lino mwami wakendi walakumbuleti, koya munshila ne mumikondo ya muminshi ubambile bantu cangofu eti bese kwambeti ng'anda yakame isule.
2a0e180064	Ndamwambilingeti paliya nambi umo palyabo mbondalakuwa weshi alyeko malyalya akusekelela kwakame!”
2a0e19004d	Likoto linene lya bantu lyalakonkela Yesu, lino walapindamuka ne kubambileti,
2a0e1a00ab	Muntu uliyense layandanga kuba weshikwiya wakame welela kusuna ame kupita baishi ne banyina, nambi bakashendi ne bana, banse batukashi ne batuloba, kupita buyumi bwakendi.
2a0e1b0064	Muntu uliyense labulunga kulikana mwine ne kuba walimbambila kupenshewa, nkela kuba shikwiya wakame.
2a0e1c00ad	“Nomba niyani umo pali amwe ayandanga kwibaka ng'anda itali, sena nkakute kwikala panshi nekubona na ukute mali akwana bintu bikute kuyandika kwambeti apwishe ng'anda iyo?
2a0e1d007a	Pakwinga nalabulu kwinseco, ngacikonshyowa kubamba panshi, nekwalilwa kupwisha. Nomba bantu beshikubona ibi inga bamuseka.
2a0e1e004d	Nibakambeti, uyu muntu walatatika kwibaka ng'anda, nomba lalilwa kupwisha.”
2a0e1f00f5	“Nomba nimwami cini, wela pakuya kulwana ne mwami umbi, nkakute kwikala panshi nekuyeya cena? Ukute kuyeya kwambeti nibashilikali byulu makumi abili bela kulwana ne mwami usa umbi, uyo lesanga bela kucikonshya ni bashilikali byulu likumi limo.
2a0e200080	Neco na labono kwambeti nkela kucikonshya, ukute kutuma beshikumwimanina kwambeti be ngabasenge lumuno, mwami usa kacili kutali.
2a0e210060	“Weco muntu uliyense labulunga kushiya bintu byonse mbyakute, nkela kuba weshikwiya wakame.”
2a0e22004b	“Mucele waina nomba na ulasambuluku ngamwinseconi kwambeti ube cena kayi?
2a0e23006c	Uliyawa incito kubulongo nambi pa bufumba bwakubika mulibala bakute kutayowa. muntu ukute matwi anyumfwe!”
2a0f010073	Lino beshikusonkesha musonko ne bantu nabambi balikubula kukonka Milawo, balesa kwambeti banyumfwe mulumbe wa Yesu.
2a0f02008c	Lino Bafalisi ne beshikwiyisha ba Milawo balatatika kudandaula ne kwambeti, “Uyu muntu latambulungeconi bantu babwipishi, nekulya nabo.”
2a0f030025	Lino Yesu walabambila mukoshanyo eti,
2a0f0400af	“Na umbi pali amwe kakute mbelele shili mwanda, lino imo itaika sena nkela kushiya mbelele shili makumi asanu ne ana ne shisanu ne shina ne kuya kulangaula kushikila wicana?
2a0f050037	Lino na layicana ukute kukondwa ne kwinyamuna pamafushi
2a0f060091	nekwitwala kung'anda. Lino ukute kukuwa banendi ne beshikamukowa nekubambileti, katukondwani pamo pakwinga mbelele yakame yanga yataika ndaicana,
2a0f0700b5	ndamwambilingeti, nakoyo kwilu nikukabe kukondwa pamuntu umo wabwipishi lasanduku kubwipishi, kupita bantu bali makumi asanu ne ana ne basanu ne bana balulama batasuni kusanduka.”
2a0f0800b4	“Na mutukashi umbi nkakute mali amasilifa likumi, na imo itaika ngawinseconi? Sena nte ukute kumunika lampi nekupyanga mung'anda yakendi nekulangaula cena monse kushikila wicana?
2a0f090089	Alicana ukute kukuwa banendi ne beshikamukowa nekubambileti, ‘Katukondwani pamo pakwinga lyali lyakame lyanga lyataika ndalicana.’”
2a0f0a009a	Yesu walabambileti, “Ndamwambilinga ne kwilu encobakute kwinsa bangelo ba Lesa bakute kukondwa na muntu umo weshi kwinsa bwipishi lasanduku mubyaipa.”
2a0f0b0056	Yesu kayi walabambileti, “Kwalikuba mutuloba naumbi walikukute bana batuloba babili.
2a0f0c0094	Lino kanike bantu walabambila baisheti, ‘Ta, kamumpani buboni mbomwela kunjabilako ame mumpele limo.’ Nabo bameshabo balabayabanya buboni bwabo.
2a0f0d00b1	Kapatana papita masuba angi, kanike bantu uyo walolisha buboni bwakendi nekumanta mali kuya pabulwendo kucishi ca kutali uko nkwalaya akononga mali akendi onse mubwikalo bwaipa.
2a0f0e0058	Mpwalapwisha mali akendi onse, mucishi umo mwalaba nsala inene, lino walatatika kupenga.
2a0f0f0068	Lino walaya kumuntu naumbi wa mucishi umo. Lino muntu uyo walamupa incito yakwembela ne kusanina nkumba.
2a0f10007f	Mutuloba uyo walatatika kukumbwa bufufu bwamusekese mboshali kulya nkumba. Nomba kuliya nambi muntu umo walikumupa byakulya.”
2a0f11009a	“Lino mpwalekalikana mano mumoyo wakendi walambeti, basebenshi bonse ba bata bakute byakulya bingi balekutunga, lino ame kuno ndayandanga kufwa kunsala.
2a0f120054	Ndanyamukunga njenga kuli bata njengambeti, Ta, ndalepisha kuli Lesa ne kuli njamwe.
2a0f13004e	Nkandelela kukwiweti mwanenu, nsombi munsuminishe nsanduke musebenshi wenu.”
2a0f1400a1	Lino walanyamuka nekubwelela kuli baishi. “Nkacili patali baishi balamubona, lino bamunyumfwila inkumbo, ne kumukonka akumukumbata ne kumumyanguta mwakukondwa.
2a0f150066	Mwana uyo walabambila baisheti, ta, ndalepisha kuli Lesa ne kuli amwe. Nkandelelela kukwiweti mwanenu.
2a0f16008f	Nomba baishi balambila basebenshi babo eti, ‘Kamufwambanani mulete byakufwala byaina afwale. Mumufwalike likosa kumunwe ne nkwabilo kumyendo.
