2800000005	Matei
290d0100a2	Yesu paabile kapita bu'ka muluwa lwa nyumba ya Nnu'ngu', yumo ywa banamasi' bake ngammakia, “Mwalimu, lingulya maliwe ga mwagagolwike na mayumba ga maku'lu'!”
290d02007c	Yesu aatiyangwa, “Mwendagabona mayumba ga maku'lu'? Lyaigalali ata liwe limo panani ya liwe li'ngi', goti gabomwanilwa.”
290d03008b	Yesu paabile atami pa Kitu'mbi' sa Minjaituni kalingulya ku nyumba ya Nnu'ngu', Petili, Yakobi, Yoani na Andelea ngabannaluya pakiyi'ki'ya,
290d04008e	“Tulu'ba utubakiye makowe ga gaugabaite gaapangika pakubawi? Na ki'li' gani sasalu'a kutulaya twenga tutange panga makowe go gapalapitya?”
290d05003d	Yesu ngaabakia, “Mulinguli wiso, mwakane kongelwa na mundu.
290d060070	Bandu baingi baaisa kwa lina lyangu' kababaya panga, ‘Nenga ngana Kilisitu’, na abo baalu'a kwakonga baingi.
290d070081	Pamwayu'wa makowe ga ngondo na mayu'yu'to gake kanemwayogope. Makowe go gapalikwa gapiti wi'ti', lakini kuundi'la yene kunaikali.
290d0800fe	Kwa mwanjaa nni'ma waayu'mana na nni'ma wi'ngi', na ukulungwa waayu'mana na ukulungwa wi'ngi'. Kwalu'a ba na nnendemo wa nni'ma mumatapo mbali'mbali', kai' kwalu'a ba na njala ngu'lu'. Na aga goti gaalu'a panga kati mwalupanga lwu'ngu' lwo papa mwana.”
290d0900cd	“Lakini mwenga mwilinge, kwa mwanjaa bandu baalu'a kumpeleka kumankama na kunku'mbwa mumayumba ga kunnu'ba Nnu'ngu'. Mwapelekelwa kwa atawala na akulungwa kwa kitumbu sangu' li'nga munikong'ondeli kwabe.
290d0a0040	Ipalikwa abali inannoga ialilwe wi'ti' kwa bandu ba kila nni'ma.
290d0b00cc	Na pamwalu'a boyolelwa no sitakilwa, kanemwaauke kwo wasa galu' gamwalu'a yangwa, mwenga mwalongele likowe lyolyoti lyamwapeyelwa papalu'palu'. Kwa mwanjaa mwalongelali mwenga, ila aalongela Loo Mpeleteu.
290d0c008e	Nnongo aansongya nnongowe li'nga abulagilwe, na tati' kunsongya mwana wake, nabembe bana baalu'a kwagalambukya abelei babe li'nga babulagilwe.
290d0d0076	Na bandu boti baalu'a kunsukwa kwa kitumbu sa lina lyangu', lakini ywaalu'a komeya mpaka kuundi'la aalu'a kosopolelwa.
290d0e00a2	“Lakini pamwakibona kili'be sakisukwa Nnu'ngu' na sakileta usapu kiyi'mi'kilwe pandu papeleteu (ywasoma atange), apo babaalu'a ba ku Yudea baabutuki muitu'mbi'.
290d0f0051	Ywabile panani ya mwagala wa nyumba, kaneauluke yingya nnyumba yendatola kili'be.
290d10004b	Na ywabile kunng'unda kaneagalambuke tola likoti lyake, ila apalikwa atile.
290d110038	Bakibona alwawa atopelwe na babayongeya bana masu'ba go!
290d120040	Munnu'be Nnu'ngu' li'nga makowe go gaakane pitya nsimu wa kyuku.
290d130098	Kwa mwanjaa masu'ba go gaapanga ga siki ngu'lu', siki kati yo inapityali apo nsu'gu' tangu' Nnu'ngu' paumbite dunia mpaka li'no, na yapityali kai' katu.
290d1400ac	Ikapangage Bwana akotwike pu'ngu'ya masu'ba go, ntu'pu' ata mundu yumo ywapele kosopolelwa. Lakini kwa kitumbu sa balu' babasaulilwe na Nnu'ngu', masu'ba go gapu'ngu'yilwe.
290d15006e	“Nsimu wo manaitei mundu kammakia, ‘Lingulya, Kilisitu abile pano’ au ‘Abile palu'’, kanemwau'bi'li.
290d1600c5	Kwa mwanjaa baapitya ‘Kikilisitu’ ba ubu'su' pamope na alondoli ba ubu'su', nabembe baalaya myanju na mangelongelo li'nga baakonge bandu, kai' mana iwesekine ata balu' babasaulilwe na Nnu'ngu'.
290d17004f	Lakini mwenga mwili'ndi'le, nenga nimmakie makowe goti gabile balo ganapityali.
290d18005a	“Bu'ka pa siki ya masu'ba galu', lisu'ba lyabaa mulubi'ndu' na mwei wapiyali bweya wake.
290d190058	Ndondwa yalu'a tu'mbu'ka bu'ka kumaunde, makakala go goti ga kunani gaalu'a kunyangunya.
290d1a0057	Apo nga pabammona Mwana wa Mundu kaisa bu'ka kumaunde kwa makakala maku'lu' na utukupu.
290d1b008e	Nembe aatuma malaika bake li'nga baakongwe baasawile bu'ka mumbande yoti nsese ya dunia, bu'ka kila pandu pa dunia, mpaka kuundi'la ya kunani.
290d1c0090	“Kwa nkongo wa ntini mwiyi'gane lukongo lu'no, palu' ndambi' yake paitumbwa ipuka no piya maakapi, mutangite panga nsimu wo li'ma wendaegelya.
290d1d0071	Namwenga nyinyonyo, pamugabona makowe go kagatumbwa pangika, mutange panga Mwana wa Mundu abile papipi na niango.
290d1e0053	Kakape nimmakianga, lubelekwo lu'no lwaalu'a pi'tali pangali pitya makowe ago goti.
290d1f0049	Kunani na padunia kwalu'a pi'ta lakini mayi'gi'yo gangu' katu gaapi'tali.
290d20007c	“Lakini bu'kana na lisu'ba au saa yi'lu', ntu'pu' mundu ywatangite ata malaika ba kunani wala Mwana, ila Tati' kisabe bai.
290d210043	Mwili'ndi'le, mukeleke, kwa mwanjaa mutangiteli nsimu wo pawatimya.
290d22009a	Yalu'a panga kati mundu ywayabwa mwanja na kwalekya apangakasi bake bayi'mi'like, kila mundu na lyengo lyake, na kummakia nni'ndi'li wa nniango abe minyo.
290d23007d	Mukeleke, kwa mwanjaa mutangiteli mwene nyumba alu'a buya pakubawi, pi'ngi' iwesa panga kitamwiyo, meku, bulabula au kindai'.
290d240046	Mwili'ndi'le, mana aaisa kwa kimuimu aakane kunkolya mugonjike lugono.
290d250038	Makowe ganimmakia mwenga, nabakia boti. Mwili'ndi'le!”
290e0100be	Gaaigali masu'ba gabi'li' bai ika kusi'li'ku'si'li'ku' ya Pasika na ya Makati Gangalu'la, api'ndo ba dini na balimu ba salya ya Musa bapalage ndi'la ya kummoywa Yesu kwa kinunu na kummulaga.
290e020063	Kwa mwanjaa baabaite, “Kanetupange likowe li' pa si'li'ku'si'li'ku', bandu baakane panga puyo.”
290e03010f	Yesu aabile Betania munyumba ya Simoni ywaabile na matana patumbu. Pabaabile kabalya, nnwawa yumo aayingi nnyumba. Abile na supa ya liwe yaibile na mauta ganannungya gene bei ngu'lu'. Bu'kapo ngati'kwana nkano wa yi'lu' supa no u'lu'ki'ya mauta go panani ya ntwe wa Yesu.
290e04008f	Bi'ngi' ba bandu babaabile palu' baatiusika muno kwa galu' gaagapangite yu'lu' nnwawa no bakiyana, “Kwa mwanjaa namani nyamana mali kati yi'?
290e050070	Mauta ga galu'e pi'mi'yi'lwa kwa ela yambone yo kombwa kwapeya masikini.” Ngabammendya aywo nnwawa kwa nyongo.
290e06006b	Lakini Yesu ngaabakia, “Mboni mwendakumwauya ayu' nnwawa? Munneke! Ywembe anipangi likowe linannoga muno.
290e070098	Kwa mwanjaa masikini mwalu'a baa pamope nabo masu'ba goti, kila pamupala kwapeya mwendakwapeya, lakini nenga nalu'a baali pamope na mwenga masu'ba goti.
290e080072	Ayu' nnwawa anipangi li'lu' lyaliwesite, aniu'lu'kiye mauta ganannungya li'nga kunibi'ka wiso kwo sikilwa kwangu'.
290e09008a	Kakape nimmakianga, kwa ngu'mbu'ku'mbu' ya nnwawa yu', likowe lyalipangite lyabayilwa kila pandu paialilwa abali inannoga mudunia yoti.”
290e0a0073	Yuda Isikalioti, yumo ywa balu' banamasi' ku'mi na abi'li', aayi'i kwa api'ndo ba dini li'nga kunsongya Yesu kwabe.
290e0b009b	Pabapatike abali yi'lu' baatipulaika muno, nabembe ngabayi'ki'tyana nakwe kumpeya mbanje. Bu'kapo, Yuda ngatumbwa pala lipala linannoga lya kunsongya Yesu.
290e0c00d6	Lisu'ba lyo yingilya kalamu ya si'li'ku'si'li'ku' ya Makati Gangalu'la, napo nga pabasinjike mwana ngondolo wa Pasika, banamasi' ba Yesu baatikunnaluya, “Upala tuyende kwaku' tukakubi'ki wiso kalamu ya Pasika?”
290e0d0094	Bai, Yesu aatumike abi'li' ba banamasi' bake kaabakia, “Muyende kumisengo, akwo mukankolya nnalu'me yumo apu'twi kibi'ga sa masi'. Mukammi'ngi'ye,
290e0e0098	mpaka panyumba yaalu'a yingya, mukammakie mwene nyumba, ‘Mwalimu alaluya panga sumba sake so li'lya kalamu ya Pasika ywembe na banamasi' bake saku?’
290e0f0074	Naywembe aalu'a kunnangya sumba kiku'lu' kugolopwa sakibi'kilwe wiso no nemekelwa, na mwenga mukabi'ke wiso ilyo.”
290e100094	Banamasi' ngababu'ka yenda kumisengo, ngabakikolya kila kili'be kibile kati mu'lu' mwababakiyilwe na Yesu. Nabembe ngababi'ka wiso kalamu ya Pasika.
290e110057	Pakiikite kitamwiyo, Yesu na banamasi' bake ku'mi na abi'li' ngabaika pa yi'lu' nyumba.
290e12006c	Nabembe pabaabile pakitamo so lya, Yesu aatibaya, “Kakape nimmakianga, yumo pakati yinu alu'a nisongya.”
290e13005b	Apo banamasi' bake baatumbwi nyopa kabalaluyana bene na bene, “Buli, iwesapanga nenga?”
290e140070	Yesu ngaayangwa, “Yumo pakati yinu mwenga ku'mi na abi'li', yu'lu' ywasuyite likati pamope nanenga mukibakuli.
290e1500ba	Kwa mwanjaa Mwana wa Mundu endawaa kati mu'lu' Maandiko Mapeleteu mwagabaya kwo bu'kana na ywembe, lakini akibona mundu yu'lu' ywansongya! Ilu'e panga nantali kwake akakotoka belekwa.”
290e1600a2	Pabaabile kabalya, Yesu aatweti likati ngasukulu Nnu'ngu', bu'kapo aatikulimetwana na kwapeya banamasi' bake kaabakia, “Mutole mulye, yi'no nga yi'ga yangu'.”
290e17005e	Bu'kapo, aatweti nnobo wa divai, ngansukulu Nnu'ngu' na kwapeya, boti ngabanywelya munnobo wo.
290e180064	Yesu ngaabakia, “Yi'no nga myai yangu' ya lilagano lya Nnu'ngu' yaiyitanika kwa kitumbu sa baingi.
290e19008e	Kakape nimmakianga, tumbulya nambi'yambi' nanywali kai' divai ya njabibu mpaka lisu'ba li'lu' lya Ukulungwa wa Nnu'ngu' panainywa yayambi'.”
290e1a004d	Nabembe pabayomwi yi'mba mwambo, ngababu'ka yenda ku Kitu'mbi' sa Minjaituni.
290e1b00a0	Yesu ngaabakia, “Mwenga mwaboti mwanileka, kwa mwanjaa iandikilwe mu Maandiko Mapeleteu, ‘Naalu'a kummulaga nsungi, na ngondolo boti baalu'a talanganika.’
290e1c0047	Lakini bu'ka pauyu'ki wangu', naalu'a kunnongolya yenda ku Galilaya.”
290e1d0049	Petili ngammakia, “Ata manaitei boti baakuleka, nenga nakuleka lili.”
290e1e0073	Yesu ngammakia, “Kakape nikubakia, kilo si'no sa li'no njogolo abile balo bi'ka pabi'li', wanikana mala itatu.”
290e1f0086	Lakini Petili ngakong'ondelya baya, “Ata manaitei waa pamope nawenga, katu nakukanali.” Na balu' bi'ngi' boti ngababaya nyinyonyo.
290e200077	Ngabaika pakyati' sakikemelwa Getisemani, Yesu ngaabakia banamasi' bake, “Mutame pano munili'nde, nenga nendasali.”
290e210042	Bu'kapo ngantola Petili, Yakobi na Yoani, no tumbwa nyopa no auka.
290e220057	Ngaabakia, “Mwoyo wangu' wenda nyopa muno, ata pipi no waa. Mutame pano, mukeleke.”
290e23008b	Bu'kapo ngaegelya nnu'ngi' pasini, ngaitu'ya pai' ukukama. Ngalu'ba kabaya panga mana iwesekine, saa yi'lu' ya ngu'su'mbu' impi'ti kuutalu.
290e2400be	Ngabaya, “Mwenga mwa Tati'! Ntu'pu' sangali kombolwa kasinu, ninnu'ba munibu'ki'ye agu' nnobo wa ngu'su'mbu'. Lakini kaneipange kati mwanipendi nenga, ila ipange kati mwamupendi mwenga.”
290e250079	Paabuyangine, ngaakolya bagonjike lugono. Ngammakia Petili, “Simoni, ugonjike? Ata keleka kwa lisaa limo bai ukombwili?
290e260081	Mukeleke no sali li'nga mwakane yingya mumapayilwo, kwa mwanjaa loo ipenda panga makowe manogau, lakini yi'ga yinu nga kigopi.”
290e27003b	Ngayenda sali kai' kaki'li'bu'kya mayi'gi'yo gaagalu'galu'.
290e280079	Paabuyangine kai' aakwembite bagonjike, kwa mwanjaa minyo gabe gaatopilwe na lugono, na baatangiteli saku' sa kunnyangwa.
290e2900a2	Paabuyangine pampanda patatu, ngaabakia, “Balo mukagonja no pu'mu'lya? Ili'ngani lelo! Saa itimile. Mulinguli, Mwana wa Mundu akamuyilwa mumaboko ga bene sambi.
290e2a0043	Muyumuke tubu'ke. Lingulyange, yu'lu' ywapala nisongya aegelile.”
290e2b00e8	Yesu paabile balo kalongela, Yuda, yumo ywa balu' banamasi' ku'mi na abi'li', ngaisa pamope na kipi'nga sa bandu babaapu'twi mapanga na mandolonga. Bandu bo baatumilwe na api'ndo ba dini, balimu ba salya ya Musa na api'ndo ba bandu.
290e2c0086	Yuda yu'lu' ywansongya aayomwile kwapeya mwasu wu' kabaya, “Yu'lu' ywanannonia ngaywembe. Mummoywe na kumpeleka kwa kunni'ndi'la.”
290e2d005a	Yuda paikite bai, ngannyendelya Yesu popopo na kummakia, “Mwalimu!” Bu'kapo ngannonia.
290e2e002d	Bai, balu' bandu ngabammoywa Yesu na kuntaba.
290e2f0087	Yumo ywa balu' babaayi'mi pamope na Yesu aasolomwi lipanga lyake na kumpoteka ntumisi wa mpi'ndo nku'lu' ywa dini na kummu'ya lisikilo.
290e30006f	Bu'kapo Yesu ngaabakia, “Mwisi na mapanga na mandolonga li'nga kuniboywa, baya kwake kati nenga nampokonyoli.
290e3100a7	Masu'ba goti naabile pamope na mwenga kaniyi'gana muluwa lwa Nyumba ya Nnu'ngu', na mwenga muniboywili. Lakini makowe ga gapangike li'nga Maandiko Mapeleteu gatimi.”
290e320027	Banamasi' bake boti ngabanneka no tila.
290e330061	Lakini mwinsembe yumo ywaawati ngu'bo mukibuno, aayendeli kummi'ngi'ya Yesu. Nabembe ngabammoywa.
290e340040	Lakini ayo ngu'bo yaatiulika, ngaileka popo no tila abile wausu.
290e3500a0	Nabembe ngabampeleka Yesu kwa mpi'ndo nku'lu' ywa dini na api'ndo ba dini, na ayi'mi'li'ki ba bandu pamope na balimu ba salya ya Musa boti baakongolekine palu'.
290e360088	Petili aami'ngi'yite Yesu kwa kuutalu, ngayingya kulua lwa nyumba ya mpi'ndo nku'lu' wa dini, ngatama pamope na ali'ndi'li kayota mwoto.
290e370098	Api'ndo ba dini na boti ba Balasa Liku'lu' lya Ayahudi bapalage ukong'ondeli li'nga bapate kitumbu sa kummulaga Yesu, lakini baapatikeli kitumbu sosoti.
290e38005f	Baingi baapiyite ukong'ondeli wa ubu'su' bu'kana na Yesu, lakini ukong'ondeli wabe walandineli.
290e390040	Ata bi'ngi' baayi'mi kumpikiya ukong'ondeli wa ubu'su' kababaya,
290e3a00cc	“Twenga twannyu'wine kabaya, ‘Nenga nilu'a kwisengwana nyumba yi' ya Nnu'ngu' yaisengilwe kwa maboko ga bandu, na kwa masu'ba gatatu nilu'a kwisenga yi'ngi' yangali sengelwa kwa maboko ga bandu.’”
290e3b0034	Lakini ata nnyo, ukong'ondeli wabe uyi'ki'tyaniyeli.
290e3c0088	Bai, mpi'ndo nku'lu' ywa dini ngayi'ma pakatikati ya bandu na kunnaluya Yesu, “Uyangwali ata likowe? Bandu ba bakusitakilya namani?”
290e3d0090	Lakini Yesu aatami liki, alongeili kikowe sosoti. Mpi'ndo yu'lu' aatikunnaluya kai', “Wenga nga wa Kilisitu, Mwana wa Nnu'ngu' ywalumbilwa?”
290e3e0099	Yesu ngayangwa, “Nenga nga Naywembe! Kai', mwammona Mwana wa Mundu atami kummalyo ga yu'lu' Bwana Mwene Makakala, kaulu'ka bu'ka kumaunde ga kunani.”
290e3f008f	Mpi'ndo yu'lu' paayu'wine makowe go, ngapopwana magu'bo gake no baya, “Tupalikwali yendelya pala ukong'ondeli wowoti waubu'kana na mundu yu'.
290e40006d	Mwabene munnyu'wine mu'lu' mwantukine Nnu'ngu'. Muwasa buli?” Boti ngabamuukumu panga, apalikwa abulagilwe.
290e4100c9	Bu'kapo, bandu bi'ngi' baatumbwi kumunia mmata, baantabite kitambala kuminyo na kunku'mbwa makondi na kummakia, “Londwa, nyai ywakuku'mbwile!” Nabembe ali'ndi'li baamoywi Yesu na kunku'mbwa mbande.
290e420061	Petili paabile balo pai' kulua, yumo ywa atumisi alwawa ba mpi'ndo nku'lu' wa dini aaikite palu'.
290e43007b	Paamweni Petili kayota mwoto, aatikunningulya na kummakia, “Ata wenga nyinyonyo waabile pamope na Yesu wa ku Nasaleti.”
290e440096	Lakini Petili aatikana kabaya, “Nigatangiteli makowe gaugabaya wenga katu!” Bu'kapo Petili aayi'i mpaka paniango wa kuluwa. Apo, njogolo ngabi'ka.
290e450081	Yu'lu' ntumisi nnwawa, paamweni kai' Petili aatumbwi kai' kwabakia bandu babaayi'mi po, “Mundu yu' nga yumo mukipi'nga sabe!”
290e4600a6	Lakini Petili aatikana kai'. Bu'ka po baliya pasene, bandu babaayi'mi po ngabammakia Petili, “Kakape wenga wa yumo ywabe, kwa mwanjaa wenga wa mundu wa Galilaya!”
290e47005b	Bai, Petili aatumbwi longela kalapangya panga, “Nintangiteli mundu yu' ywamunnongelya.”
290e4800cc	Popopo, njogolo ngabi'ka pampanda pabi'li'. Bai, Petili ngaku'mbu'kya mu'lu' mwaabakiyilwe na Yesu panga, “Pangali njogolo bi'ka pabi'li', wanikana patatu.” Na, paliku'mbu'ki lyo, aatumbwi li'la muno.
290f0100d5	Kindai' bulabula, api'ndo ba dini, ayi'mi'li'ki ba bandu, balimu ba salya ya Musa na api'ndo boti ba Balasa Liku'lu' lya Ayahudi batami kitamo no yi'ki'tyana. Bantabite Yesu, ngabampeleka na kunkamukia kwa Pilato.
290f020067	Pilato aannalwiye Yesu, “Wenga nga wankulungwa wa Ayahudi?” Yesu ngayangwa, “Wenga ngawaubaya.”
290f03003a	Nabembe api'ndo ba dini bansitaki Yesu kwa makowe gambone.
290f04006c	Bai, Pilato ngannaluya kai', “Wenga uyangwali ata likowe limo? Lingulya makowe ga goti gabakusitakilya!”
290f050048	Lakini Yesu aayangwili ata likowe lyolyoti, na Pilato mwene aatisangala.
290f060077	Yaai mimu yabe panga kila paika si'li'ku'si'li'ku' ya Pasika, Pilato aayu'gu'lyage ntabilwe yumo ywabansawi bene bandu.
290f070098	Nsimu wo, kwabile na mundu yumo ywakemilwe Balaba, aabile ntabilwe pamope na aine bi'ngi' babaapangite makosa go bulaga bandu no kana kwiyu'wa silikali.
290f080050	Bandu baingi bannyendeli Pilato li'nga kunnu'ba aapangi kati mwaibile mimu yake.
290f09004b	Pilato ngaalaluya, “Mupala ninnyu'gu'lyange ayu' nkulungwa wa Ayahudi?”
290f0a0072	Aalongei nyo kwa mwanjaa aatangite panga api'ndo ba dini bampelike Yesu kasake kwa kitumbu sa kummi'kya bwigu bai.
290f0b0051	Lakini api'ndo ba dini ngabaasopa bandu li'nga bannu'be Pilato aayu'gu'li Balaba.
290f0c006a	Pilato aatikwalaluya kai', “Bai, mupala nipange namani na ayu' mundu ywamunkema nkulungwa wa Ayahudi?”
290f0d0036	Ngabapanga ndu'ti kababaya, “Abambilwe munsalaba!”
290f0e0069	Pilato ngaalaluya, “Aapangite likosa gani?” Lakini baayongiye panga ndu'ti kababaya, “Abambilwe!”
290f0f0091	Pilato kwo pala kwapulaisa bandu, ngaayu'gu'lya Balaba no amulisa Yesu aku'batilwe mikwasu na kunkamukiya kwa asikali li'nga abambilwe munsalaba.
290f100057	Bu'kapo, asikali ngabampeleka Yesu kunyumba ya liwali no kema kipi'nga soti sa asikali.
290f110065	Banng'walike Yesu ngu'bo yene lukanda lwa sambalau no lu'ka kapiya ya mimimwa na kunng'walika muntwe.
290f120053	Ngabatumbwa kumpanga abali kwa kunsalanga, “Ukayumuka, Wankulungwa wa Ayahudi!”
290f13004c	Ngabanku'mbwa muntwe kwa nnai, kumunia mmata, na kunkilikitya nnu'ngi' yake.
290f140075	Bu'ka pa kunsalanga, ngabammula yi'lu' ngu'bo ya sambalau na kunng'walika ngu'bo yake, bu'kapo ngabampeleka kummamba.
290f1500c0	Pabaabile kabampeleka, baakwembine na mundu yumo ywaakemilwe Simoni, mwenekaya wa Kulene kauma kunng'unda. Aywo aai tati' ywa Alekisanda na Rufo, ngabanni'ndi'ndi'lya aupu'twe nsalaba wa Yesu.
290f160062	Bu'kapo ngabampeleka Yesu mpaka pandu papaakemilwe Golgotha, ilombolya Pandu pa Lipakala lya Ntwe.
290f170044	Bampei divai yaiyangabanilwe na manemane, lakini ywembe aakani nywa.
290f180087	Bu'kapo ngabammamba munsalaba no bagana magu'bo gake kwo ng'andya mpumbe, li'nga batange panga ngu'bo gani yaipalikwa kila mundu apate.
290f190032	Yaai musaa itatu ya kindai' paabambilwe munsalaba.
290f1a005d	Lyaandikilwe lilu'nga bu'kana no sitakilwa kwake lyalyaandikilwe, “Nkulungwa wa Ayahudi.”
290f1b0061	Kai' apokonyoli abi'li' baabambilwe pamope na Yesu munsalaba, yumo kunki'ya na ywi'ngi' kummalyo.
290f1d00a8	Bandu babaabile kabapi'ta palu', ngabatikatika mitwe na kumpwi'wa kababaya, “Kumbe! Wenga waupalage kuibomwana nyumba ya Nnu'ngu' na kuisenga kai' kwa masu'ba gatatu,
290f1e002f	wiuluye munsalaba li'nga wikosopoli wamwene!”
290f1f009a	Nyinyonyo na api'ndo ba dini pamope na balimu ba salya ya Musa ngabankeneka Yesu kababakiyana, “Aakosopoli bi'ngi', lakini kwikosopolya mwene akombwali!
290f2000c1	Ati' ywembe aibaya nga Kilisitu, nkulungwa wa Isilaili! Lelo, aiuluye mwene munsalaba li'nga na twenga tupate lola na kumwu'bi'lya.” Nabembe babaabambilwe nakwe mumisalaba yabe, ngabampwi'wa.
290f210056	Na payikite saa sita ya muntwekati mpaka saa tisa, lubi'ndu' lwauwi'ki'li nni'ma woti.
290f22009b	Na paikite saa tisa, Yesu aau'bwiye lilobe kakemelya, “Eloi, Eloi, lema sabakitani?” Lombolya, “Nnu'ngu' wangu', Nnu'ngu' wangu', mboni utenileka?”
290f230059	Bi'ngi' ba bandu babaayi'mi po pabayu'wine go, baatibaya, “Mumpi'kani, ankema Eliya.”
290f2400bc	Mundu yumo ngabutuka lubi'lo yenda suya mukasiki na kwitabya munnai. Bu'kapo ngamwu'bu'ki'ya Yesu li'nga anywe, kabaya, “Munneke, tulole mana Eliya alu'a isa kumuluya bu'ka munsalaba.”
290f250031	Lakini Yesu aau'bwiye lilobe liku'lu', ngayomoka.
290f260056	Bai, panjia munyumba ya Nnu'ngu' ngaipopwanika itema ibi'li', bu'ka kunani mpaka pai'.
290f270086	Mpi'ndo yumo ywa asikali ywaayi'mi nnu'ngi' ya Yesu paibweni mu'lu' mwayomwike, ngabaya, “Kakape mundu yu' aai Mwana wa Nnu'ngu'!”
290f280093	Kwabile na alwawa babalingulyage kwa kuutalu. Mukipi'nga sabe aai Malia Makatalena, Malia mau' bake Yakobi nnunawe Yose, na nnwawa ywi'ngi' Salome.
290f29009d	Alwawa ba nga balu' babammi'ngi'yite Yesu na kuntumikia nsimu waabile Galilaya. Alwawa bi'ngi' baingi babammi'ngi'yite mpaka Yelusalemu baabile po nyinyonyo.
290f2a0040	Paikite kitamwiyo, lyaai lisu'ba lyo yingilya Sabato ya Ayahudi.
290f2b00be	Kwabile na Yusupu wa Alimataya, mundu mwene isima mu Balasa Liku'lu', kai' api'kanilyage isa kwa Ukulungwa wa Nnu'ngu'. Kwa nyo, Yusupu ngayenda lu'ba ntwi wa Yesu kwa Pilato pangali yogopa.
290f2c0078	Pilato aatisangala payu'wine panga Yesu awile. Ngankema yu'lu' mpi'ndo ywa asikali na kunnaluya panga kakape Yesu awile.
290f2d0073	Pilato pabakiyilwe na yu'lu' mpi'ndo ywa asikali panga Yesu awile, ngannyi'ki'ti'ya Yusupu yenda kuutola ntwi wake.
290f2e00be	Apo Yusupu ngapi'ma sanda uu, na kuulukiya pai' ntwi, na kuuti'li'ti'ki'ya sanda. Ngaubi'ka ntwi wo mulisiko lyalisongilwe mumpi'mbi'. Bu'kapo, ngaimbilikia liwe liku'lu' paniango wa lisiko.
290f2f0051	Nabembe Malia Makatalena na Malia mau' bake Yose baapabweni pandu pabanng'onjike.
291001009e	Paliyomwike lisu'ba lya Sabato, Malia Makatalena, Malia mau' bake Yakobi, na nnwawa ywi'ngi' Salome baapi'mite mauta go sikya li'nga bakaupakaye ntwi wa Yesu.
291002003f	Jumapili kindai', lisu'ba kalitumbwa pita, ngabayenda kulisiko.
2910030060	Nabembe baai kababakiyana, “Nyai ywakombwa kulinokwa li'lu' liwe bu'ka munniango wa lisiko?”
291004004c	Lakini pabalingulile, ngabalibona li'lu' liwe liku'lu' linokolilwe pambwega.
2910050075	Pabaabile kabayingya mulisiko, ngabankolya mwinsembe yumo aweti nganju uu, atami kummalyo, nabembe ngabang'ang'amuka.
29100600b4	Lakini mwinsembe yu'lu' ngaabakia, “Kanemung'ang'amuke! Mumpala Yesu wa ku Nasaleti ywaabambilwe munsalaba. Ywembe ayu'kite, abileli pano. Mulinguli, pano nga pandu pabammi'kite.
291007009f	Lakini nambi'yambi' muyende mukaabakiye banamasi' bake pamope na Petili panga endalongolya yenda ku Galilaya, namwenga mukammona kwo kati mu'lu' mwaamakiye.”
