2800000008	מתיו
29092a00bd	אבל אוי למי שיגרום לילד המאמין בי לאבד את אמונתו! לאדם כזה מוטב שיקשרו אבן כבדה לצווארו ויטביעו אותו בים.
29092b00e1	”אם ידך גורמת לך לחטוא – קצץ אותה! מוטב לחיות עם יד אחת בלבד ולחיות חיי נצח, מאשר ללכת לגיהינום, אל האש שלא תכבה, עם שתי ידיים.
29092d00d3	אם רגלך גורמת לך לחטוא – כרות אותה! מוטב להיות קיטע ולחיות חיי נצח, מאשר להיות בעל שתי רגליים שמוליכות אותך לגיהינום.
29092e0059	שם לא תמות התולעת (שתכרסם בהם), והאש לא תכבה לעולם.
29092f00cc	”אם עינך גורמת לך לחטוא – עקור אותה! מוטב להיכנס למלכות אלוהים עיוור למחצה, מאשר להישאר בעל שתי עיניים בגיהינום,
2909300059	מקום שבו התולעת לא תמות לעולם, והאש לא תכבה לעולם.
2909310119	כל אדם יומלח באש. המלח הוא טוב, אך אם הוא מאבד את מליחותו הוא חסר תועלת; כיצד תוכלו להשיב לו את הטעם? על כן שימרו על המלח הנמצא בקרבכם וחיו בשלום איש עם רעהו.“
290a0100d8	ישוע עזב את כפר־נחום והלך דרומה, לגבול יהודה ולאזור שממזרח לנהר הירדן. שוב התאסף סביבו קהל גדול, וישוע לימד אותם כמנהגו.
290a02006e	פרושים אחדים שבאו לנסותו שאלו:”האם מותר לאיש להתגרש מאשתו?“
290a03004c	”מה אמר משה רבנו בקשר לגירושין?“שאל ישוע.
290a0400f3	”משה אמר שמותר להתגרש“, השיבו הפרושים.”הוא אמר שבעל הרוצה לגרש את אשתו צריך לכתוב לה ספר כריתות (מכתב גירושין), וזה כל מה שנדרש ממנו.“
290a0500cd	”האם אתם יודעים מדוע כתב לכם משה את המצוה הזאת?“השיב ישוע.”אני אגיד לכם למה: משה לקח בחשבון את האופי העקשני שלכם.
290a060111	הרי מובן מאליו שאלוהים לא ברא איש ואישה כדי שייפרדו, אלא להיפך – אלוהים ברא איש ואישה כדי שיתאחדו לעולם בברית הנישואין. על כן יעזוב איש את אביו ואת אמו,
290a08002d	ודבק באשתו והיו לבשר אחד.
290a09004b	וכך אסור לאיש להפריד את מה שאלוהים איחד.“
290a0a0072	מאוחר יותר, כשנשאר ישוע בבית לבד עם התלמידים, שוב העלו את הנושא.
290a0b008f	ישוע הסביר להם:”בעל המגרש את אשתו משום שברצונו להתחתן עם אישה אחרת, נחשב לנואף.
290a0c0067	ואישה המגרשת את בעלה ומתחתנת בשנית נחשבת גם היא לנואפת.“
290a0d00cb	פעם הביאו אליו מספר אמהות את ילדיהן, כדי שיברך אותם, אולם התלמידים גירשו את האמהות וביקשו מהן שלא להטריד את ישוע.
290a0e00cd	כשראה ישוע מה עושים תלמידיו, זה לא מצא חן בעיניו.”תנו לילדים לבוא אלי ואל תמנעו מהם, כי לכאלה שייכת מלכות האלוהים.
290a0f0082	אני אומר לכם: מי שלא מקבל את מלכות האלוהים כמו ילד, לא יוכל להיכנס אליה.“
290a100057	ישוע חיבק את הילדים, הניח ידיו על ראשם וברך אותם.
290a1100d1	יום אחד כאשר ישוע יצא לאחד ממסעותיו, בא אליו אדם בריצה שנפל לרגליו ושאל:”רבי הטוב, מה עלי לעשות כדי לזכות בחיי נצח?“
290a120057	”מדוע אתה קורא לי טוב?“שאל ישוע.”רק אלוהים טוב.
290a1300d4	אך בתשובה לשאלתך, אתה הרי מכיר את המצוות: לא תרצח, לא תנאף, לא תגנוב, לא תענה ברעך עד שקר, לא תעשוק, כבד את אביך ואת אמך?“
290a140058	”רבי, “ענה האיש,”תמיד שמרתי את כל המצוות האלה.“
290a1500ee	ישוע הביט בו באהבה.”עליך לעשות עוד דבר אחד: עליך למכור את רכושך ולתרום את הכסף לעניים – כדי שאוצרך יהיה בשמים – ולאחר מכן לך אחרי.“
290a160050	האיש התעצב מאוד והלך לדרכו, כי היה עשיר מאוד.
290a170084	ישוע הסתכל ואז אמר לתלמידיו:”לאיש עשיר קשה מאוד להיכנס למלכות האלוהים.“
290a1800d4	דבריו של ישוע הדהימו את התלמידים, ולכן חזר ואמר:”ילדים יקרים, מי שבוטח בכסף וברכוש קשה לו מאוד להיכנס למלכות האלוהים.
290a190081	קל יותר לגמל לעבור דרך חור המחט, מאשר לאיש עשיר להיכנס למלכות האלוהים.“
290a1a008b	דבריו אך הגבירו את תמיהת התלמידים. הם שאלו זה את זה:”מי, אם כן, יוכל להיוושע?“
290a1b00a1	ישוע הביט בהם ואמר:”למעשה, לבני־האדם זה לא אפשרי, אולם לא לאלוהים: עם אלוהים הכול אפשרי!“
290a1c00d9	פטרוס החל למנות בקול רם את כל הדברים שהוא ושאר התלמידים עזבו למען ישוע.”אנחנו ויתרנו על הכול כדי ללכת אחריך!“אמר פטרוס.
290a1d00bb	”אני מבטיח לכם, “אמר ישוע,”שכל מי שוויתר על בית, אחים, אחיות, אמא, אבא, ילדים או רכוש למעני ולמען הבשורה,
290a1e00e4	יקבל ממני חזרה פי מאה ממה שלכאורה הפסיד: בתים, אחים, אחיות, אמהות, ילדים, אדמות – אך עם כל אלה גם רדיפות, ובעולם הבא יקבל חיי נצח.
290a1f009d	אולם רבים מאלה שהם ראשונים עתה יהיו אז אחרונים, ואחדים מהאחרונים עתה יהיו אז ראשונים.“
290a20009e	בדרך לירושלים הלך ישוע בראש, והתלמידים הלכו אחריו בחרדה. ישוע המשיך לספר להם מה יקרה לו.
290a2100e6	הוא דיבר איתם על הצפוי לו בירושלים:”מישהו יסגיר אותי לידי ראשי הכוהנים ולסופרים. הם ידונו אותי למוות וימסרו אותי לידי הרומאים.
290a22009c	הם יִרקו עלי, ילעגו לי, יצליפו בי בשוטים ויהרגו אותי. אבל לאחר שלושה ימים אקום לתחייה.“
290a230079	יעקב ויוחנן בני זבדי לחשו באוזנו:”רבי, אנחנו רוצים לבקש ממך טובה.“
290a24003a	”איזו טובה אתם רוצים?“שאל ישוע.
290a250075	”כאשר תשב על כסא המלכות, אנו רוצים לשבת אחד לימינך ואחד לשמאלך.“
290a2600e4	”אינכם יודעים מה אתם מבקשים!“התפלא ישוע.”האם תוכלו לשתות מהכוס שאני חייב לשתות? האם תוכלו להיטבל בטבילה שאני מוכרח להיטבל?“
290a27006f	”כן!“השיבו.”אתם באמת תשתו מכוסי ותיטבלו בטבילתי“, אמר ישוע.
290a28008c	”אבל איני יכול להבטיח לכם לשבת לימיני ולשמאלי, מפני שמקומות אלה כבר שמורים!“
290a290079	עד מהרה גילו שאר התלמידים את בקשתם של יעקב ויוחנן וכעסו עליהם מאוד.
290a2a00e9	ישוע קיבץ סביבו את התלמידים ואמר:”אתם הרי יודעים שאלה הנחשבים למנהיגי הגויים רודים בנתיניהם, ומעניקים כוח וסמכות למי שהם רוצים.
290a2b0085	אולם ביניכם אין הדבר כך; מי שרוצה להיות מנהיג ביניכם צריך להיות לכם למשרת.
290a2c0053	מי שרוצה לעמוד בראש צריך להיות המשרת של כולכם.
290a2d00a5	אף אני, בן־האדם, לא באתי לכאן כדי שישרתו אותי, אלא כדי לשרת אחרים ולתת את חיי כופר בעד רבים.“
290a2e00b6	ישוע ותלמידיו באו ליריחו. בצאתם מהעיר הלך אחריהם קהל גדול. בצד הדרך ישב קבצן עיוור בשם ברטמי בן־טימי,
290a2f0072	ששמע שישוע מנצרת מתקרב. ברטמי החל לצעוק:”ישוע בן דוד, רחם עלי!“
290a300096	”שתוק!“ציוו עליו מספר אנשים. אך העיוור לא שתק, אלא הגביר את קולו:”בן דוד, רחם עלי!“
290a3100b8	ישוע שמע את תחינותיו של העיוור ועמד מלכת. הוא ביקש לקרוא לעיוור.”התעודד, “אמרו לו,”קום! הוא קורא לך.“
290a320049	ברטמי השליך מעליו את שמיכותיו ובא לישוע.
290a330073	”מה אוכל לעשות למענך?“שאל ישוע.”רבי, אני רוצה לראות!“בכה האיש.
290a3400a6	”כמובן“, השיב ישוע.”אמונתך ריפאה אותך; לך לשלום.“ואכן עיניו נרפאו והוא הלך בדרך אחרי ישוע.
290b0100ad	כאשר התקרבו לירושלים והגיעו לבית־פגי ובית־עניה, שעל הר הזיתים, פנה ישוע אל שניים מתלמידיו ואמר:
290b0200ae	”לכו אל הכפר ממול, ובכניסה תראו עַיִר קשור שאיש עדיין לא רכב עליו. התירו את העיר והביאו אותו אלי.
290b030099	אם מישהו ישאל אתכם מה אתם עושים, אמרו לו,’האדון זקוק לעיר, אך הוא ישיב אותו בהקדם‘. “
290b040118	שני התלמידים נכנסו אל הכפר ומצאו את העיר עומד על השביל, קשור לשער אחד הבתים. בהתירם את העיר שאלו מספר אנשים שעמדו שם:”מה אתם עושים? לאן אתם לוקחים את העיר?“
290b060080	התלמידים השיבו שישוע ביקש מהם להביא לו את העיר, והאנשים לא התנגדו יותר.
