2900000006	Malkus
290e460073	Immusǝnte ɗaɗanu. Alǝn dǝmtwai, iki dlili i is ul Bitlus su, “Kima nǝmwasǝn kǝni, gaki kimul Galilini.”
290e470056	I Bitlus pǝli gawas bi. Ati Lenceti, ati ussu, “Aman mulnǝ kishilǝn tǝntuwai.”
290e4800c2	Alǝbi alǝbi i guda la'yali asǝn lob. I Bitlus dambǝl shilǝn unǝ Yesu pitu, “Kapǝn tǝgunda la'yali ki asǝn lob, kǝnmusǝnti nǝ ami asǝn maki.” Nǝ' dambǝlli u, iki immbutlgekulu.
290f0100ab	Nǝcil kǝlu, bas lǝɓasi ki Lya nǝ mikkina ki lashti zhil ki Musa, mus mi' dlil shilǝn is dlǝl shilǝn. Tǝngaki sǝ' kǝndǝ Yesu, is ziga nǝti, is bǝl Bilatus ti.
290f020066	I Bilatus gyemti i' ultisu “Kiki guu ki Yahudawaya?” I Yesu ndǝgiti i'usu, “Nǝgu ki dlǝmi.”
290f03003b	I bas lǝɓasi ki Lya is gob dagǝtlti tǝnlǝɓa diɓǝli.
290f04006a	I Bilatus gyemti ɗanu i' ultisu, “Ki ngu, si dagǝtlti tǝn lǝɓa diɓǝli, kikǝn ndǝgissi waiya?”
290f05003f	Amma hal nǝguni Yesu appallisi shilǝnwai, i uli hwot Bilatus.
290f06006b	Ulnǝ guu kuɗi pelti agas cin ki dadabǝl tǝn zakkissi mulnǝmi nǝm kige' kulkuku gunǝ mbalǝn ngemi u.
290f070079	Mulǝnɗa si mbettiki Balnabas gunǝ ki kǝndǝ age' kulkuku u, ne'mi'ndǝlkiga ginǝ mbǝ mǝshti age' cin ki ndǝlkiga.
290f08004e	I dobga ki hwu mbalǝn is mbǝ ma'Bǝlatus tǝppǝlisi ulnǝ' kuɗǝ pǝlti u.
290f090049	I Bǝlatus ngemsi i'usu, “Ki lyamtini ta zakikkin guu ki Yahudawaya?”
290f0a0053	Gaki tamaniyi si usu gaki ngetti lakiɗa i bas lǝɓasi ki Lya bǝl Yesu a tohwasi.
290f0b005d	I bas lǝɓasi ki Lya is datti mbalǝn shilǝn bi, sǝ'usu tǝzzakisi Balnabas ge'shuki Yesu.
290f0c005e	I Bǝlatus ngyemsi ɗaɗanu, “I mikǝn ta pǝli nǝmulnǝ ki mbetti ki guu ki Yahudawa u?”
290f0d004b	Is mbǝl la'ti yal tǝnki ɗaɗanu asi usu, “Tolǝnti tǝn gadlǝnnga!”
290f0e0070	I Bǝlatus ngemsi, “Yalakiɗa? Bezǝn lǝɓa yakǝn tǝpǝli?” Is mbǝl tlǝlyal tǝnki asi usu, “Loti!”
290f0f0098	Bǝlatus ɗǝ lyamti tǝppǝli mbalǝn ulnǝ mba tlwasǝn ɗǝ lyamti u, is zakisi Balnabas. Illaki is lǝ' Yesu u, ibbǝli, sǝ' tolti tǝn gadlǝnnga.
290f10005a	I sojoji zǝga nǝti a tya bidla ɗǝ guu, (iki bidla ki gunti) is domi diɓǝl sojoji ga.
290f110060	Is laki'lulǝgǝl undi ki gumsi mul hwula gagi, is pǝl kulu gawon ki gumsi ki ili, is shimi'ga.
290f12004b	Is go'shinitti si usu, “Tǝ Lya pǝli'pyasti ki mutti guu ki Yahudawa!”
290f130055	Is go'li'titi aga nǝ kumbǝl, asi bezetti makǝn. Is ngus atli tǝnsi bǝtlti nalti.
290f14007a	Nǝspa' lakkitti bi nǝgu u, is tusi' lulǝgǝl ki guntisi taka, is lakki' lulǝgǝlwasi. Iki is sulti dla gaki sǝ'tloti.
290f1500b1	Sige'zǝgga, sai mulǝn kǝngu ɗǝ ɓeuti, mulshin Siman, mulki Sayilin, mul zǝg Elekzanda nǝ Lupus, ti petite'ge' yakǝn gatlon, is la'ti nǝngesi ɗǝka' gadlǝnga ki Yesu.
290f16004b	Is tǝla Yesu ge'luwon si mbellǝbisi ki golgota, (iki “Luga mbalǝn”).
290f170039	Alǝbi sitaki' malki inabi kigushli nǝ mul in nge tleti.
290f18007e	Iki is tolti tǝn gadlǝnga. Is bwas lulǝgǝlwasi age' dlomwasǝn, is pǝl kuli a tǝn gaki sǝ'en ulnǝ tǝ kowon ngi mbi u.
290f19003b	Nǝ dom ki nǝtapsi ki nikyeukǝn si tolti tǝn gadlǝnnga.
290f1a0042	Is lash shilǝn ki dagǝtlti aga ɗa'ka, “Tiki Guki Yahudawa.”
290f1b0060	Is tol mǝgǝlsi lop tǝn gadlǝnnga ne'ti, gudǝl nǝm tǝn toh shimti, gudǝl nǝm tǝn tohna.
290f1c004d	[Gukǝ njikǝ'ki nasi u nǝ' usu, “Sa ɓǝtlti ge'mi' pǝl byas lǝɓa.”]
290f1d008c	Mi'ɓeuti is go'pitti du shilǝn du shilǝn ya' shuge mbalǝn, asi wuga, asi ussu, “Kiwunǝ kin batti libi ki Lya, a'kǝni ge'mutti makwa,
290f1e0039	Pe'sutɗǝtǝn gǝdlǝnnga uɗa, a' Pe'kǝl gawa' ɗa!”
290f1f008f	Nǝgu bas lǝɓasi ki Lya ne'mi' lashti zhil ki Musa is gob lakkittibi age' dlomwasǝn asi ussu, “Tapekǝl gen i', bǝtaman pekǝl gawa swai!
290f20008c	Almasihu u, guki isla'ila, tǝppe'sudɗǝ tǝn gǝdlǝnnga nǝgun ɗa, mima anyeni anla' mbatlɗa.” Ginǝs tloti ne'tu sima is gob byalti.
290f21003d	A bal dloncin, i dǝmshal idla atli, i dom maki ki su'pǝɗa.
290f220095	Nǝ dom maki ki su'ti, i Yesu shilǝn nǝ ndǝlti i'usu, “Eloi, eloi, blama sabaktani?” (Iki, “Lya yini, Lya yini, ya lakiɗa i'lakǝntaka?”)
290f23004e	Nǝ ginǝ ki dlili alǝbi kumi nǝgu u, is usu, “In ngu, timbe' Iliya bi.”
290f240099	Nǝ mwasǝn kitǝli, i lap soso ge'mbya mal ishimi tǝn kumbǝl It taki Yesu gaki tǝtle, i ussu, “Dlilni tǝn ya nini ko Iliya nǝn pekǝlti suɗi.”
290f25002b	I Yesu shilǝn nǝ ndǝlti, iki mǝshtwasi.
290f26003e	Iki labule kige libi ki Lya bwasi lǝbi lop, nǝ alya nǝ tli.
290f270089	Mwani mul ndǝl ki mbalt, gunǝ ki dlǝlli akina ɗǝ Yesu u, nǝ' yen mǝshti, ki Yesu u i' usu, “Balini, mulu yakǝn ki Lya kǝni!”
290f280079	Mudli yen is dlǝltel lolu ɗǝ yallu. Ge'si Malyamu Magadaliya, nǝ Malyamu dyaki Yakubu Yakǝni nǝ Yusupu, nǝ Salomi.
290f290079	A te' Galili mudliyi bǝlti kali asi pǝlitti kyautǝn. Mudli yen ɗaɗanu diɓǝli nǝs mbǝne'ti a Ulshelima asi lǝbi.
290f2a003a	A suti, ɗǝ mbǝtti tǝlu cillu cin ki shuti ki Yadudawa.
290f2b00ba	Yusupu mbǝ, mulki Almatiya, mul dlil shilǝn kǝni, mul pǝli'mbalǝn zo'lǝɓa, mul ɓutti gukki Lya u, tǝ mbǝ. Ippǝl ndǝlki mbadli illǝma'Bilatus, in ngemi sǝ'bǝlti dliki Yesu.
290f2c0061	I Bilatus kum gagashinti nǝ'kumi Yesu a mǝccu. Imbe soja yibi in ngemti balima Yesu a mǝccuwa?
290f2d0035	Nǝm mani nǝgu u abiɗi soja u, ibbǝl Yusupu dli i.
290f2e00b1	I Yusupu wul likkapani ki lilin. Nǝ'shi' Yesu u, illa'ti ge'li'kapani ki lili i, illa'ti ge'lu gum mbalǝn gunǝs ɗugi ge' zǝnga u, ibbǝdǝl zǝga i tǝn bishu gun mbalǝni.
290f2f0048	Malyamu Magadaliya nǝ Malyamu dyaki Yusupu is yen lu u nǝs guti ɗa u.
2910010094	Nǝ cin shuti ɓe u, Malyamu Magadaliya, nǝ Malyamu dya ki Yakubu, nǝ Salomi, is ul mil ki tukǝni dli mul tǝmti, gaki sǝlle' tukǝ dli ki Yesu.
2910020052	Gas cin ki kina ki shuti, a bilucili petito' kǝccin is lǝge'lu u nǝs gutiɗa u.
2910030065	Asi tǝn shitu is ngem yelsǝnisu, “Okǝn jakǝnimmin yegǝn u taka ɗǝbi shu ki gum mbalǝn u?”
291004004e	Nǝs tlil ga lya u, is yeni, a jakǝn yegǝni taka malgǝni i, in ngu, balini.
2910050079	Sisu'ge'lu gum mbalǝni, is yen yakǝn giɗǝnsiwon ki dǝmi tǝn toh shimti, ki dlili nǝ hwol lulǝgǝl. Is kum ɓanti.
2910060099	Tine i'ulsisu, “Bǝ kumǝn ɓantwai. Yesu mul Nazalat kǝnki ngauhtiya? Gunǝs tolti tǝn gadlǝnngawa? Ta hilya tiɗawai. Yenǝn lu u nes la'ti ɗa u!
291007009f	Nǝgun u zǝnga ki dlimi mil kushtiwasi, nǝ Bitlus, ‘Yesu yinǝn ngǝltikin nǝ mbǝkǝshti a Galili, tyaka ki yenǝnti kǝnǝ kan u nǝ' dlimikini u.’”
2910080065	I mudliyi pe'nǝ kitǝl, uli a hwossi i asi nepti ki dli. Sa ul mulǝnsu ulǝnwai, gaki sikub ɓanti.
29100900e4	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Nǝ Yesu hilya ge' mi'mǝshtu nǝ kyeu gascin kǝkina ki shuti, im mbǝl gawas ma' Malyamu ki Magadala, kǝli u nǝ Yesu pe'kǝli' mi'gatli ningi u.
29100a0058	Tine is zǝga ille'dlǝmi mbalǝnyi nǝ, sine' Yesu teɗu, ginǝ si du mbadli, asi kulu.
29100b0052	Nǝs kumi Yesu a mǝci ta hilya u, tima kǝliyi i'enti, sine sala' mbatl nǝtiwai.
29100c0079	Kalki nǝgu i Yesu bǝ gedli kishoti Immbǝl gawasi ma' mbalǝn yen'lob age' mil kushtiwasi asi lǝti ge' ya'kǝn gatlon.
29100d0053	I lopi paltya is dlimi na yelsǝniyi nǝ sine' siyi, is nge nditi nǝ dlimtiwasǝn.
29100e00a6	Age' kale immbǝl gawas ma'kutl nǝ nǝmisi, sigawasǝn, nǝsi ɗamti u. Immatisi tǝn ngela'ti mbadlwasǝn nǝ ndilkǝ gawasǝn, sa ndi'nǝ ginǝ yen hillya wasuwai.
29100f0048	I'ulsisu, “Zǝnga ge'dǝplǝɓa, ki'dlǝmi mus mbalǝn shilǝn ki Lya.
291010006c	Mus ginǝ ala'mbadlu, i pǝlisi baptisma u, sǝm mbi' pe'ti. Mulnǝ a nge la'ti mbadlu tǝkǝn mbi' pe'twai.
2910110071	Nǝn ye' ulki gagashinti ma' mi'la'ti mbadli, nǝ shinyikǝn sǝppekkǝl mi'gatli, sǝn shilǝnti nǝ undi biyen,
291012006d	Sǝmma' ka' uci nǝ toh, sǝmma' tle' byaslǝɓa, kǝn pǝlissi ulǝnwai, sǝmma'zǝ' mil gottoh as ndoki.”
291013004e	Ge' kalki Yesu apa pissi shilǝn i, is kanti twalya, iddǝm tǝn toshipki Lya.
291014008f	I mil kushtiwas peki, is go'dlǝb shilǝnki Lya, a Lya go' ɗǝtl isi, is mani bali shilǝn u nǝ' dlimisi u tu'tǝn ye'gagashintu nǝsi pǝli.
2c0000000b	Mi'shinkǝn
2c01010056	Age lwatbati ki nǝm, Tiyapolos, na laci atǝn mus unnǝ Yesu gop pǝlti nǝ kushti u,
2c01020070	i mbǝl cin u nǝs kanti twalya u, kal ki ta bǝl zhili tu'ma Yal ki mbatl ki Lya ma mi'shinkǝn u nǝ'shinsi u.
2c010300b6	Kal ki tle bǝnawasi immbǝl gawasi masi tǝn sǝ' mani kami tiɗa nǝ ndǝlti mul nalti, ati mbǝ ma'si dlepdlep mutti kutl kutl lǝbi upsi, ati dlǝp shilǝn ki libi ki gu' ki Lya.
2c010400a8	Age cin won, ati ɗap ulki ɗami nesi, immbǝlsi zhil gu “Bǝs zǝga ɗǝ Ulushelima pa wai, sǝ' mbu' njikǝ' ki shilǝn u nǝ mul ban pǝli u, gunǝ' kumin abi i u,
2c01050080	Yahaya ɓo, nǝ mal kǝn tǝ pǝli mbalǝn batisma, amma kal ki mutti ten nǝ Yal ki mbatl ki Lya kǝn tǝ' pǝlikin batisma.”
2c01060058	I mil shinkǝnwas domga ma'ti is gyemti, “Mulban, nǝgun u ki' palli Islaila gunta?”
2c01070054	I' ulsisu: “Mat cin ko hwon nǝ mulban guu Lya zi' tǝn ndǝltwasi gwakǝnkǝnwai.
2c010800a7	Amma kǝn nje ndǝlti in Yal ki mbatl ki Lya a suikin suɗu; kǝn dǝmitǝn mi' yenti nǝ dwaɗi a Ulshelima, nǝ a Yahudiya nǝ Samaliya, nǝ pa'ti ki dǝp lǝɓa.”
2c0109005c	Kal ki ta dlǝm gu i, i kanti twa lya atǝn dwaɗǝnwasǝn, i kukuti idlati, sa yenti nuwai.
2c010a0058	Sǝge yallu twalya ati zǝ'ga, iki mbalǝn loppen kǝnngi ge' hwol luluti amalgunwasǝn.
2c010b00ab	Is ussu, “Mbalǝn ki Galili, yalakiɗa i' dlǝlni aki, aki ya'lu twalya ɗa? Nǝm Yesu u, nǝs kanti twalya u, tǝn palti kan u nǝs kanti taka ɗǝ ma'kini twalya u.”
2c010c0090	Iki i mi'shinkǝn paltya Ulshelima nǝs palsud tǝn zǝnga gunǝ ɗǝ mbetti ki Zǝnga Zaitun, gunǝ nja nǝ gadl ki Ulshelima lǝ' ki mil nǝm.
2c010d00f3	Nǝs mbǝci' u, is toge' kǝpsi ki lya gunǝ si dǝp a giɓi u. Ginǝ mbǝyi siki Bitlus, Yahaya, Yakubu nǝ Andalawus, Pilibus, nǝ Toma, Baltholomawus nǝ Matiyu, Yakubu yakǝn ki Halpa nǝ Siman Zaloti, nǝ Yahuza yakǝn ki Yakubu ɗaɗanu.
2c010e006f	Mus is dom ga nǝ mbatl nǝm asi shilǝn nǝ Lya, ne' mudli yen nǝ Maliyamu dya ki Yesu, nǝ yelsǝni ki Yesu.
2c010f006e	Age muttiyi Bitlus hillya gal adlom ki mil bǝtl Yesu kal (dopga ki mbalǝni kutl cen nǝm nǝ kutl lǝbi lop)
2c011000ae	Kini “Yelsǝni ini mwani nǝ mudli, hwel kǝn tǝn njikǝn lwatbatu gunǝ Yal ki mbatl ki Lya shilǝni tu' bi ɗǝ Dauda teɗi tǝn Yahuza, gunǝ nde mi' gopti Yesu kina u.
2c0111004e	Tima nǝmkǝni ge'mini teɗi gunǝ olti tǝppǝl kyautǝn ki Lya ne'mini u.”
2c01120079	(Nǝ ulnǝs bǝlti ki bezǝn kyautǝnwasi, Yahuza ul lu ɗa; a kikǝn tǝ nda nǝ ga, i tugwas mbutli, i mus o'twas bena.
2c0113005b	I kowonngi a Ulushalima kumgu, iki is mbe lǝbisi nǝ biwasǝn Akaldama, iki, lu ki hwula.)
2c0114009f	Bitlus usu, “Tǝn gaki ki laci ɗa ge' lwatbati ki Zabula: “‘Libi wasi nǝn dǝmti ko'ni, bǝ mulǝn dǝmgiɓiwai.’ ‘Naltwasi tǝ mulǝn akami.’”
2c0115007d	“Nǝguɗa, hwel kǝni tǝn ollǝn mulǝn age' mbalǝn i nǝ ne'mini u, mus cin u nǝ Mulban inǝn Yesu ɗǝ dǝp ne'mini u,
2c011600bc	Gopi tǝn batisma unǝ Yahaya pǝli u, i mbǝl cin u nǝs kan Yesu ɗǝma'mini u. Hwel kǝni nǝm age' mbalǝn gi, ti' pǝl yenti nǝ dwaɗǝn ki hillya ki Yesu ge' mi'mǝshti, ne'mini.”
2c01170068	Is mbo' tohtǝn mbalǝn lop: Yusupu gunǝ si mbeti ki Balsaba (si mbeti ɗaɗanu ki Yustus) nǝ Matiyes.
2c0118007f	Iki is shilǝn nǝ Lya, is usu, “Mulban inǝn ki mul ma' mbalt ki mus mbalǝn. Age' mbalǝn lopi mbokimi tohtǝn gunǝ' oltu,
2c01190054	tǝ' dǝp mulshinkǝn ki kyautǝn gunǝ Yahuza zaki is zǝga ge'lu unǝ mbunnitu.”
2c011a0042	Iki is pǝl olti, i ndatǝn Matiyes; i mbǝltǝn kutl nǝ nǝm mi.
2c02010043	Nǝ cinkǝ penticos mbǝ u, kummwasǝn mi'kushti asi gelu kǝnǝmi.
2c0202006b	Sige nǝgu i kum otiluwon sullya, kǝnǝ mbǝ' ki bal yetǝl, i mbǝ i ikǝn libi u nǝ siki dǝmi giɓi u.
2c0203003f	I uliyen kǝnǝ lǝga ki bǝlǝn utu i bwasi tya tǝn gawasǝn.
2c0204006a	Kummwasǝn is ikǝn nǝ Yal ki batl ki Lya is gop shilǝn nǝ unndi biyen nǝ Yal ki batl ki Lya bǝlsi u.
2c02050065	Yahudawa yen ɗa mi' bǝtl zhil ki Musa, asi ki dǝmi a Ulushelima, nǝs pete'ge atlen ki dǝplǝɓa.
2c02060077	Nǝs kum o'tilu u, i dopga ki mbalǝn mani, ilu hwodǝli, tǝngaki kowonngi ɗǝ kupsi asi shilǝn nǝ bishilǝnwasǝn.
2c02070043	Iki is kum gagashinti, asi usu, “Mi' Galili ɗǝ shilǝn u waiwa?
2c02080037	Ya lakiɗa musinǝn mi kupsi ɗǝ shilǝn nǝ bi inǝn?
2c02090087	Mingu paltiyawani nǝ Madiyana nǝ Elamawa, mi' dǝp ki atl ki Bagadaza, nǝ ki Yahudiya nǝ ki Kapadokiya, nǝ ki Pantas nǝ ki Asiya,
2c020a00d5	nǝ ki Pilijiya, nǝ ki Bampiliya, nǝ ki Masal, nǝ kuma yanki Kulane ki atl ki Libiya nǝ sǝmbǝlsi te' Loma, wato mi ginǝ zǝmi ge' bǝtl Lya ki Yahudawa, nǝ mbalǝnyi nǝ tege' bǝtl Lya undi ki Yahudawa u,
2c020b0064	nǝ Kalitawa nǝ Lalabawa, mus mi kupsi ɗǝ shilǝn ki bas lǝɓa ki Lya nǝ bi kige' gatlinǝn.”
2c020c004c	Mus is kum gagashinti, is hwoɗǝli, is gop gyep yelsǝni, “Yakǝn ngu?”
2c020d003f	I gyen, ngayisi shilǝn is usu, “Mal ki innabi si tle iye.”
2c020e00d8	Iki i Bitlus hilya nǝ kutl nǝ nǝm mi, i' tlǝl Yal i' shilǝn nǝ diɓǝl mbalǝn, i' usu, “Yelsǝni ini Yahudawa nǝ mus mi' dǝp a Ulshelima, hwe ta pikin shilǝn u; gakǝn kǝm ki zeki tǝn ulnǝ ta dlǝmi u.
2c020f0064	Mbalǝn yi sǝ tle mal ki innabiwai, kan u nǝki zitini uwai, nǝgun dom ki nǝtapsi katl kinǝkyau!
2c02100041	Guki ulnǝ Joyel mul nje shinkǝn ki Lya shilǝn tǝnki u ti usu:
2c021100d2	“‘Age pa'ti ki dǝp lǝɓa, Lya usu, anbine' mus mbalǝn Yal ki mbatl ki Lya suɗi. Millwakǝn mwani nǝ mudli sǝn shilǝnti nǝ ndǝtl ki Lya, tlu'ti nǝn mbi mil giɗǝnsiwakǝn, kolsiwakǝn sǝn tlu'ti.
2c0212007d	Nǝguɗa, ge' muttu zhelsi ini mwani nǝ mudli anbine'si Yal ki mbatl ki Lya suɗi sǝn shilǝnti nǝ ndǝtl ki Lya ɗaɗanu.
2c0213005c	Anpǝli'si ulki gagashinti a lya, nǝ lwaɗi su'atli, iki hwula, nǝ utu, nǝ hillya ki cil.
2c02140052	Kapǝn mbǝ ki Mulban balcin mul naltu, cin nǝ patl dǝpshal lyi nǝn patl hwula.
2c0215004a	Age' cin u nǝn dǝmti mus mulnǝ mbe' shin ki Lya u tǝn mbi pe'ti.’”
2c021600ea	“Kini yelsǝni ini Isla'ilawa gakǝn kǝm tǝn shilǝn u: Yesu mul Nazalat gunǝ Lya kǝni ma'kini tu tǝn, pǝl ulki ki gagashinti, nǝ ulki ngaptibi nǝ lwaɗi, gunǝ Lya pǝli ge' kini tumati, gunǝn yeninini nǝ dwaɗǝwakǝn u.
2c021700a9	Mul gu, Lya nǝ gawasi ti bǝlkinti a toh wakǝn nǝ kan u nǝs zi nǝ mantiwasi nǝ ndǝ'twasi, kini nǝ ɗǝlki mil bezǝn lǝɓa, ki tolinti tǝn gadlǝnnga i' tloti.
2c02180090	Ngonǝ nǝgu i Lya tlǝlti ɗǝ ge' mi'mǝshti, tǝngaki mushti aman ngaptiwai. Lya tlǝlti ɗǝ ge' mi'mǝshti, tǝngaki mushti aman ngaptiwai.
2c0219006c	Dauda shilǝn tǝnti i' usu: “‘Ko gaswukǝni Mulban akina ini, ti tǝn toh shimtini, tǝn gaki ɓa wuni.
2c021a006d	Tǝngaki nǝgu mbatlini ɗǝ hwoltugi, lǝga ini ɗǝ utl ulki hwoltugi, dli ini nǝn dǝmti nǝ lati mbatli,
2c021b0054	tǝngaki nǝgu tikǝn zati dli ini age zuɗiwai, ki kǝn zati mulguntwagi apɓoswai.
2c021c004a	Tǝn la'ti aman shitu ki mbadli. Tǝn ikǝntǝn nǝ hwoltugi akinawasi.’
2c021d009c	“Yelsǝni ini Isla'ila, amma' pi'kin shilǝn bǝnǝ catl mbadlwai atǝn bwas ki bwasinǝn Dawuda. Dawuda ta mǝci, akupti. Zuɗiwasi ama'mini hal nǝguni.
2c021e007c	Amma ti mul njeshinkǝn ki Lya kǝni timanini Lya apǝli' ndǝ'ti nǝ ndaltannaca, tǝn zǝ'nǝm ge' gǝswasi tǝn guntwasi.
2c021f0087	Tun teɗi Dawuda a yenini, i' shilǝni tǝn hillya ki Almasihu ɗǝ ge' mi' mǝshti, tǝkǝn zatiti age zuɗiwai, dliwas kǝn ɓostwai.
2c02200057	I Lya tlilti Yesu ɗǝ ge mi' mǝshti, mussinǝn ɗaɗanu mi' yenti nǝ dwaɗǝn kǝni.
2c022100cb	Ngo nǝnǝgu a nalti tǝn tohship ki Lya i, ta nje Yal ki mbatl ki zoki mul gunti ma bwasi, kan u nǝppǝl ndǝ'ti, tin bina' Yal ki mbatl ki Lya tǝn ga inǝn, i mbǝl ulnǝ yenini u nǝ ulnǝ kumini u.
2c02220059	Dawuda tolyawai, tinǝ gawasi, i' usu, “‘Mulban ul mulban isu, “dǝm a tohshimtini,
2c0223002d	Sai nǝ ala' mi'ngeki agǝs asǝn wagi.”’
2c02240070	Tǝn gaki nǝgu, mus Isla'ila sǝnmanica Yesu u nǝ' tolti tǝn gadlǝnnga u, Lya apalti mulban nǝ Almasihu.”
2c02250080	Nǝ mbalǝn kumi nǝgu u, i shilǝnisi tǝnisi mbadli, is ul Bitlus nǝ na mi'shinkǝn usu, “Yelsǝni, yakǝn tǝn pǝlini?”
2c022600bd	I Bitlus pisi, “Zakǝn pǝtl bezǝn lǝɓa a pǝlikin Batisma, kowonngi, ge' shinki Yesu Almasihu tǝn ti' paci kin bezǝn lǝɓawakǝnɗa. Kǝn mbi bǝlti ki Yal ki mbatl ki Lya ki zoki.
2c02270062	Ndǝ'tu kini pǝli kini nǝ milwakǝn nǝ ginǝ lolu, nǝ mus ginǝ mulban Lya nǝn mbessibi u.”
2c02280072	Nǝ shilǝn mul diɓǝtl kǝn ti dǝlisi kǝm; i' matisi, “Pekǝlǝn gawakǝn ɗǝge' besǝn hwon ki nǝguni.”
2c0229004e	Ginǝ kum shilǝn u ipǝlisi Batisma, ge'cin u mbalǝn zangu maki mbǝltǝnsi.
2c022a007d	Is ga'kǝm, tǝn kushti ki mi' shinkǝn ɗǝ pǝlti u, asi ma'ga nǝ yelsǝni, asi ɗamti gelu kǝnǝmi, asi shilǝn nǝ Lya.
2c022b004c	Is kum ɓanti, nǝ ulki gagashin nǝ lwaɗi nǝ Lya pǝli ma mi' shinkǝn u.
2c022c0044	Mus mi'bǝtl Yesu si ge'lu kǝnǝmi mus lǝɓawasǝn ge'lu kǝnǝmi.
2c022d0071	Is ul lǝɓawasǝn taka nǝ nisiɗa u asi bwasi' yelsǝni wasǝn ulpisi ginǝ bǝnisi ɗawai u tǝn lyamtiwasǝn.
2c022e00a1	Ko gasiwukǝni si dopga age' libi ki Lya nǝ mbatl nǝm. Asi ɗap ulki ɗami a libiwasǝn ge'lu kǝnǝmi, si ɗapti asi tleti nǝ hwoltugi, nǝ ndǝti ki mbatli.
2c022f007a	Is dǝmshot si ngep Lya asi mbi hwol hwula ma mbalǝn. Ko cin u kǝni a Lya ɗǝ mbǝl diɓǝltwasǝn tǝnki ginǝs pe'tu.
2c0301005e	Gasiwon Bitlus nǝ Yahaya silǝ' libi ki Lya cin ki shilǝn nǝ Lya, dom ki maki ki cin su'ti.
2c030200ae	I ki mulǝn kǝn ngu gunǝs zǝ'ti dakǝl, si mbǝtlti a bidlabi libi ki Lya guni ɗǝ mbe'ti zeki, alǝbi si zǝ'ti ko anǝmi ɗǝ ngeplu ma' ginǝ ɗǝ te'ge libi ki Lya u.
2c0303004b	Nǝ'yen ki Bitlus nǝ Yahaya u ɗǝ te' libi ki Lya u. I' ngemsi ɗǝ ulpi.
2c0304003e	I Bitlus utti' dwaɗǝn, isi Yahaya. I Bitlus usu, “Yami!”
2c0305003a	I mus i' ga'kisi kǝm, nǝ lati mbatli ki mbi ulǝn ma'si.
2c03060075	I Bitlus usu, “Upɓo ni ɗawai, tǝn gaki nǝgu ulnǝ ni ɗa u ita bǝlki. Ge shinki Yesu ki Nazalat, ɗaki lǝ.”
2c03070066	I ki i Bitlus ngap tohwasi ki tohshmti, i' tliltilya, nǝ dleuti asǝnwasi nǝ Yal asǝnwasi i ndǝli.
2c03080070	Nǝ dleuti ippe'lya tǝn asǝnwasi i' gop lǝti. Illǝ libi ki Lya ne'si, ati lǝti nǝ pe'ti lya ɗǝ natl Lya.
2c03090030	Nǝ mus mbalǝn yenti ɗǝ lǝti ati natl Lya u,
2c030a0078	Is manti tikuɗǝ dǝb abidlabi libi ki Lya ɗǝ ngeplu, is ikǝn nǝ ulki ngaptibi nǝ ulki gagashinti atǝn ndo'twasi.
2c030b0099	Amuli ɗǝ bǝtl ki Bitlus kal nǝ Yohanna, Mus mbalǝn mbǝ nǝ kitǝl ma'si age' libi ki Lya gunǝ si mbettikǝ lu shu'ti ki Sulemanu u, asi ngapti bi.
2c030c00cc	Nǝ Bitlus yen gu u, i' ulsisu: “Yelsǝni ini Isla'ilawa, yalakiɗa ullu ɗǝ bǝtlkin ngaptibiɗa? Tǝngaki yakǝn ki ya'miɗa nǝgu, ki yenti ndǝltinǝn ko bǝtl Lya inǝn kǝn laki i mulu lǝ'ɗaya?
2c030d00a5	Lya ki Iblahim, nǝ Ishaku, nǝ Yakubu, Lya ki mi'zǝ mi'zǝ'mini, innal zheliwasi Yesu. I ngeti a kina ki Bilatus, nǝl lyami tǝs za'tu, gunǝ' bǝlǝnti is tloti.
2c030e004a	I' ngeti mulguntu nǝ zo'mbatlu i' ngemini sǝ' zakikin mul tlo mbalǝn u.
2c030f0064	I' tlo gǝs ki mbadli, iki i Lya tlǝlti ɗǝ ge' mi' mǝshti. Nǝgu mi yeni ndatǝn dwaɗǝn inǝn.
2c031000bc	Nǝ la'ti mbatl ge' shin ki Yesu, mulu nǝ' yenintu, nǝ' manǝntu, mulnǝ bǝlti ndǝltu tiki Yesu, nǝ la'ti mbatl nǝ shinwasi tu'mati tǝmbi ndokǝl ti mul gu nǝ muswakǝn ki yetti u.
2c0311006f	“Nǝgun, yelsǝnǝ ini Isla'ila amani ge' lǝshi ma' ulǝnkǝn ki tloti ɗa kan u nǝ mi'kina wakǝn pǝli u.
2c0312007b	Ngonǝ nǝgu Lya a ikǝn ulnǝ' dlǝmi tun te'ɗu abi ki mus mi'nje shikǝn ki Lya, ɗǝ usu Almasihu wasi tǝn tle' bǝna.
2c03130074	Zakǝn pǝtl bezǝn lǝɓa, a' palnitai ma Lya, tǝngaki tǝ' santikin bezǝn lǝɓawakǝnɗa, an ndǝllikin mbadli,
2c03140038	i'shin Almasihu, gunǝ' olikini u tun te'ɗi, tiki Yesu.
