2800000006	Mathiu
29021100af	Jisu ih japchaat ano ngaak liirumta, “Mina sak eseete ih phonwah tajamka, khoisatte ih ba jamha. Ngah kateng mina poon tara tahang, rangdah mina loong raang ih ra tahang.”
290212010b	Saasiit Juungtemte Joon liphante loong nyia Pharisi loong ah samurangsoom tong rumta. Mararah mina Jisu jiinni wang rumha no chengrumta, “Juungtemte Joon liphante loong nyia Pharisi loong ah samurangsoom tong ela, enoothong an liphante loong ah tatong rumka nih?”
29021300af	Jisu ih ngaakbaat rumta, “Kuhoon sa doh wen loong ah samuh toom ngaakwang rum ah nih thunhan? Emah tah angka! Jaalakapte ah neng damdoh ang adoh, neng babah uh emah tareeka.
290214006c	Enoothong neng re nawa jaalah kapte ah toonsiit rangwuung ah thok eha, eno ba neng samurangsoom tong rum ah.
290215009e	“O eh uh samsong ehak ah nyulep ena ih talep phingka, emah mok et phing abah nyuna chep rah ih nyuh hak ah boot raap hoom ano poolong ih thoon boot hoon ah.
29021600bb	Adoleh kham na ah siikhoop tiikook ehak adoh tasakka, emah mok ang abah tiikook ah ephok eah, eno kham nyia tiikook enyi nyi thih ah. Erah nang ih kham na ah tiikook ena nah sak theng.”
2902170087	Jehudi naangtongsa di Jisu nyia heliphante loong ah chamtong ni daankhoom rum adi, heliphante loong ih raanteh ah phang thi phak rumta.
290218008f	Erah thoidi Pharisi loong ah ih Jisu suh liita, “Sok uh, an liphante loong ah ih naangtongsa di erah re rumla rah seng Hootthe di tapunka!”
2902190085	Jisu ih ngaakbaatta, “Dewid ah ram ih ti ano phaksat suh ramta tok adi tumjih etta? Heh nyia heh joonte loong neng ram ih ti rumta,
29021a00f7	eno heh Rangte nok ni wang ano Rangte suh kota baanlo ah phaksah wangta. Erah di Abiathar ah romwah phokhoh angta. Seng Hootthe jun ih bah baanlo ah romwah loong ih ba jen phaksah ah—enoothong Dewid ih phaksah ano heh mina loong suh nep kota.”
29021b0083	Jisu ih thoonbaat rumta, “Jehudi naangtongsa ah mina ese raangtaan dongsiitta; mina ah Jehudi naangtongsa raangtaan ih tah angka.
29021c0038	Erah thoidi Mina Sah ah naangtongsa asuh Teesu angla.”
290301004e	Eno Jehudi rangsoomnok ni Jisu ngaakwangta adi, erah ni lakkoong wasiit angta.
2903020093	Erah di mararah mina ih Jisu tumjih lasah thetreela ih bansokte eje angta, erah thoidi naangtongsa adoh mina maamok deesiit jaaoh ih ban sok rumta.
290303003e	Jisu ih erah mih asuh baatta, “Nga ngah ko ih chap raaho.”
29030400eb	Erah lilih Jisu ih miloong asuh chengta, “Seng Hootthe ih naangtongsa doh tumjih ettheng ih baat hali? Ese re theng tam ethih re theng ah? Mih roidong ah pang tam etheng ah tam ah tek haat etheng ah?” Miloong ah tumjih uh tajengta.
29030500e2	Miloong ah sok ano Jisu ah ekhat eta, thako adi neng thung ah jong ajaan likhiik ih thih rum kano heh tenthet dongta. Eno lakkoong wah asuh liita, “An lak ah janghaat uh.” Heh lak ah janghaat kah no ese we ih ngaak hoonta.
2903060089	Erah thoidi Pharisi loong ah Jehudi rangsomnok nawa dokkhoom rum ano Hirod mina loong damdi, neng ih Jisu tek haat suh kaankoong karumta.
290307009d	Jisu nyia heliphante loong ah Galili juungsitum ko ih dokkhoom karumta, eno Galili nawa miloong ah hantek neng lilih ih roong karumta. Miloong ah Judia nawa,
29030800e5	Jerusalem nawa, Idumia hadaang nawa, Jordan juung saadongko hah nawa, erah damdi Tairi nyia Sidoon hah noongrep nawa lomkhoomta. Erah mina loongtang Jisu jiinni thokrum taha tumeah neng ih Jisu reeta ruurang ah japchaat et rumta.
2903090094	Miloong ah hantek ang thoidi Jisu ih heliphante loong asuh khoonkhuung heh duungchap suh jamthiin thuk rumta, miloong rah ih phojap nak rumhang eah.
29030a006a	Heh ih mih hantek deesiitta, erah damdi uh khoisatte ephoop ih Jisu jap taajoh suh rapne ih tuutmui rumta.
29030b0079	Chiithih laakhah pan miloong ah Jisu ah japtup rum leh loongdat emeleh riinghuung ih rumta, “An juuba Rangte sah ah!”
29030c0063	Jisu ih chiithih laakhah loong asuh heh tiit ah o suh uh latumbaat theng ih dangdang et baat rumta.
29030d008f	Eno Jisu kong ni duung wang ano heh ih jamta mina loong heh damdoh wak wangsuh poon rumta eno neng loong ah heh reeni ra rum taha, erah lih adi
29030e00d6	asih wanyi ah danje ano Kaamwah et men rumta. “Ngah ih sen loong ah nga damdoh ang raang ih danje rumhala,” neng suh baat rumta. “Ngah ih sen loong ah Rangte tiitkhaap tumbaat raangtaan ih nep kaatthuk rumha,
29030f0046	eno sen suh chiithih laakhah loong dok phanjih chaan uh eje ang ah.”
290310004b	Jisu ih danjeeta asih wanyi loong ah arah: Simoon (Jisu ih Pitar et menta),
2903110066	Jebedi sah soophoh nyi, Jeems nyia Joon, (Jisu ih Boonergis et menta, erah langla “Rangphah mih”);
2903120070	Endriu, Philip, Batholomi, Mathiu, Thomas, Alphias sah Jeems, Thadias, Simoon deek akaan raangtaan ih laatte wah
290313002a	nyia Judas Iskerot, Jisu khumtante wah ah.
290314008c	Eno Jisu ah nok ni wangta. Erah di uh mina loong hantek ih lom thutthi rumta, Jisu nyia heliphante loong chamsat saapoot uh lachoh thang ah.
2903150057	Jisu suh, “Emok ih hoonla” ih li rum kano, heh jaatang ah heh toonsiit ra rum taha.
29031600bd	Mararah Jerusalem nawa Hootthe nyootte loong ra taha loong ah ih li rumta, “Arah mih abah Benjibul pan boh ah! Chiithih laakhah loong jen dokphan theng chaan kotte luungwang ah boh ah.”
290317007b	Erah thoidi Jisu ih heh reeni poon rum ano tiitthaak di toobaat rumta. “Soitaan ih Soitaan ah mamah mi et phanhaat ah?”
2903180052	Deek esiit ah neng laktung nah phe ano rookmui abah, erah deek ah phaangjaang eah.
290319004f	Changka siit laktung nah rookmui jengmui abah, erah changka ah phaangjaang eah.
29031a008f	Erah thoidoh Soitaan hasong adoh neng laktung nah pheehoom mui abah, erah roitang tatongka, erah nang ih bah phaangjaang rum ano ethoon ba eah.
29031b0061	“Tathat mina nok ah long suh heh teewah ah lachaak tangkhakka bah heh hukkhaak ah tajen longka.
29031c007c	“Ngah ih ami tiit baat rumhala, mina rangdah loong nyia neng ethih jengkhaap jengla loong ah biin anaan jenhoon mok et ah.
29031d008f	Enoothong o ih Esa Chiiala asuh ethih jengkhaap jeng abah, babah uh biin anaan tachoka, tumeah heh ih mabah uh lathoonjih rangdah ah mola.” (
29031e0068	Jisu ih arah baatta ah langla, mararah mih ih amet li rumta, “Heh sak ni chiithih laakhah pan eah.”)
29031f0060	Eno Jisu nuh nyia heh no loong ah thok rumta. Nokka ni chap rum ano, Jisu ah poonwang thuk rumta
2903200086	Jisu ah miloong hantek ih kooktong rum adi baat rumta, “Sok uh, an nuh nyi an no loong ih nokka ni chap rum ano, an jam rum halu.”
290321003c	Jisu ih ngaakbaatta, “Seng nuh o ah? Nga no loong o ah?”
290322007b	Heh reeni kooktongta miloong ah sok ano liita, “Sok an! Ngah di bah arah loong ah seng nuh nyia ngaaphoh ngaano loong ah!
290323005b	O ih Rangte jeng chaat ha erah loong abah seng nuh, seng nah nyia ngaapho ngaano ang ah.”
29040100af	Jisu ih Galili juungsitum kaangkook ni we phang nyootsoot rumta. Miloong hantek ang thoidi Jisu ah khoonkhuung ni duungtong kata. Eno miloong ah juungsih kaang adi chap rumta.
2904020057	Heh ih tiitthaak toobaat lam ih jaatrep tiit loong ah nyootsoot rumta, ame jeng ano ah:
2904030031	“Chaat an! Jaasiit mih esiit ih chamwen kaatta.
290404005e	Phek ni chamwen adi, raanteh loong mararah ah lam ni datta, eno woh loong ih toontop wangtaha.
290405007b	Mararah ah jong hah ni paak amasah ang arah di datta. Eno raanjih ah seek ih haapphookta, tumeah paak amasah ang thoidi ah.
290406008a	Eno rang ah mi kano champhooksah loong ah laan tek raat ruh eta, tumeah hehing ah hanteng ni lamiisot thoidi hephook ah seek ih hookdatta.
2904070077	Mararah raanteh ah suh buk ni datta, eno suphook ah hak ano, champhook ah hetiik uh ladong tiik thuk thang ih tekbukta.
29040800b5	Enoothong mararah raanteh ah hase ni datta loong abah, phook ano hak, eno hetiik ah dong tiikta: mararah ah tiik ah rookjom, rukho ah rook arok, rukho ah chaasiit ih dong tiikta.”
290409003f	Eno Jisu ih thoonbaat rumta, “Chaat an, sen na je abah ah!”
29040a0093	Jisu heh laklak ang adi, ethok ih taha ih japchaatte miloong nyia heliphante Asih wanyi rah ih, tiitthaak loong ah huk jangbaat kohe ih baat rumta.
29040b00aa	“Sen suh Rangte Hasong ni huthiinha mongtham ah jatthuk rumhala.” Jisu ih ngaakbaat rumta. “Erah tiitthaak loong abah wahoh loong ih toomchaat ah ih nyootbaat hang,
29040c00fa	mamah liidi, “Neng ih sok bah sok et ah, ang abah uh tatup rumka; neng ih chaat bah chaat et rum ah, ang abah uh tasamjat rumka. Tumeah neng ih erah jat rumta bah Rangte ko ngaak ih rumtheng taha, eno neng rangdah loong ah biin anaan et thengta.”
29040d0070	Eno Jisu ih cheng rumta, “Sen ih arah tiitthaak ah tanih jatkan? Erah bah, jihoh tiitthaak tang nih ma jat an?
29040e0023	Chamwente rah ih Rangte tiit wenha.
29040f0075	Mararah mih ah raanjih lam ni datta rah likhiik, neng ih Rangte tiit ah chaat damdam soitaan ah wangha no nge kaatla.
290410006a	Rukho mih ah raanjih jong khoni dat ah likhiik. Rangte tiit ah japchaat rum ano, tenroon lam ih kap rumha.
2904110081	Enoothong neng ten ni lathiin thoih saatang tatongka. Rangte tiit thoidoh phate joonnaam sa doh neng ih laan thiinhaat ruh et ah.
2904120055	Rukho mina ah langla raanjih suphook khoni datla likhiik. Rangte tiit abah chaat eha,
29041300ae	enoothong arah roidong suh sootsaam nyia changteng ehoon tenthun ih, nyia jaatrep jaatraang tenthun loong ih Rangte tiitkhaap ah matsiit ha, eno hetiik ah tadong tiik thukka.
29041400b2	Rukho mina rah raanjih hase ni wen arah likhiik. Rangte tiit ah chaat ano, naririh et kap ha, eno hetiik ah dong tiik: rukho ah rookjom, rukho ah rook arok, rukho ah chaasiit.”
290415009c	Jisu ih toombaat ruh ih rumta, “O ih bah uh weetook ah khoowaan mong ni adoleh juptheng khu nah nikah took ah? Weetook ah hethiin theng ni tanih katookka?
2904160059	Tumjaat hotthiin abah uh wuungsa nah dongjat ah, nyia ebokloop etta loong ah edaap et ah.
2904170022	Boichaat an, sen na je abah ah!”
29041800c7	Jisu ih amah nep ih baat rumta, “Marah chaat han sen ih naririh et samthun an! An ih mih mamet dande hu erah likhiik Rangte eh uh an emamah et dande ho—erah tokkhoh doh uh ehan thong et dande ho.
2904190091	Marah mih asuh amasah jeela erah suh ehan ih bootkoh ah, marah mih asuh tumjih uh tajeeka, erah mih dowa amasah jeela rah uh ethoon nge et ah.”
29041a0060	Jisu ih jangbaat kaatta, “Rangte Hasong ah arah likhiik. Mih wasiit ih phek ni chamwen kaatla.
29041b0097	Rangwuung rangnak, heh jup ih koja oh saat ih koja oh, erah pootdi heh champhook ah haapphok ano toon hak ruh ela. Erah bah uh mamangla heh ih tajatka.
29041c0087	Hah heh heh ih hak thuk ano tiik thukla; jaakhothoon wotsuh phang edongla, eno kookchok ehoonla, erah lilih helak ah pa ano dongtiikla.
29041d0074	Eno cham ah men kano cham khante ah ih khothep ah pi ano cham ah khan kala, tumeah chamkhan tok ah chang kano ah.”
29041e0081	Jisu ih chengta, “Rangte Hasong asuh seng ih tumjih likhiik ih li ih?” “Tumjih tiitthaak nawa ih seng ih jangbaat theng ah?
29041f0085	Erah langla arah likhiik. Mih wasiit ih arah mongrep dowa loongtang nang ih ehinjih thoon miinjaangjih ah toon ano, hah ni wenkaatla.
290420008f	Rekam lidi phook ano thoontang nang ih ehanthoon ih dong hakla. Eno hephook loong ah hak ano hephaak loong adi woh loong nep jen tepwang ah.”
290421009f	Jisu ih miloong asuh heh tiitkhaap ah jihoh tiitthaak loong nawa ih emamah ih toobaat rumta; neng ih mathan jen ih samjat rumta erah thanthan ih baattaan rumta
2904220092	Heh ih tiitthaak toobaat muh ih tumjih uh tabaat rumta, Enoothong heliphante loong damdi heh luulu ang adi, tumjih suh liita erah hukbaat korumta.
2904230079	Erah saasa rangjaako di Jisu ih heliphante loong suh baat rumta, “Seng loong ah juungsitum saangko adoh daan kah ih.”
29042400e2	Erah thoidi neng ah miloong jiin nawa dokkhoom karumta; eno heliphante loong khoonkhuung ni Jisu bantong kata adi roong duungtong karumta, eno Jisu ah neng damdi waksiit kaat rumta. Khoonkhuung loong ehoh uh erah di eje angta.
2904250075	Baphuk ih pong ah pongta, eno khoonkhuung mong adi juung ah waak wang eta, eno khoonkhuung ah juung ih eme nanah eta.
29042600ac	Jisu ah khoonkhuung liko adi khodang ah dang ano mokjupta. Heliphante loong ah ih saatsiit rum ano baat rumta, “Nyootte, seng etek taat kah eli ah an ih tanih thun ri?”
29042700ac	Jisu ah toonchap ano pong asuh baatta, “Sem uh!” eno juungtak asuh we baatta, “Sem uh!” Erah damdam pong ah laan semruh eta, Pong ah toopong ano, tikpakpak ehoonta.
290428005d	Eno Jisu ih heliphante loong asuh liita, “Tume choolan? Amadi sen tuungmaang uh laje ah?”
2904290096	Eno neng loong ah rapne ih cho damdi neng chamchi ni roongwaan rumta, “Arah mih ah o angla? Pong nyia juungtak ih nep heh jeng chaatchaat ela ah!”
2905010055	Jisu nyia heliphante loong ah Galili juungsitum saangko Gerasa hadaang ni thok rumta.
2905020088	Jisu khoonkhuung nawa dat khoom damdam mangbeng luung nawa wangha rah erah di mih wasiit chomuita. Erah mih sak adi chiithih laakhah pan
2905030048	mangbeng ni tongte angta. O eh uh heh ah jaanruh ih takah jen tangkitta;
29050400b0	helak helah ah jaanruh ih taat kit rum abah uh helek helek jaanruh ah thahoom leh thaphui, emeleh heh lah ih soopnak kah eta. Heh rapne tathat ang thoidi mih ih tajen tangjota.
290505007d	Heh rangwuung rangphe mangbeng theng ni nyia kaanjang ni katum khoomta eno leh tum riinghuung, heh teeteewah jong ih jopkhan.
2905060074	Jisu japtupta adi heh rekam loot ni angta; eno heh reeni soonkata, heh lakuh di Jisu ngathong adi chooktong kah ano,
29050700b0	erongwah ih riinghuungta, “Jisu, Echoong thoon ni tongte Rangte Sah! An ih tumjih ette ang halang? “Rangte mendoh, ngah nak thet haat weehang, ngah ih an lasih johala!” (
2905080057	Heh ih arah jengkhaap ah Jisu ih “Chiithih laakhah dokkhoom ho ih li kano jengta!”)
2905090075	Eno Jisu ih chengta, “An men o ah?” Erah mih rah ih ngaakbaatta, “Nga men ah ‘Ephoop’ —seng ah hantek!”
29050a006b	Chiithih laakhah loong ah arah juungkhuung dowa nak dokphan weeuh ih heh ih Jisu lasih ah laat joh ruh eta.
29050b0032	Neng reeni kaanjang adi wak loong jook arah angta.
29050c0068	Erah thoidi chiithih laakhah loong ah ih Jisu lasih joh rumta, “Wak loong sak adoh kaat thuk weehe.”
29050d00f2	Jisu ih kaat thuk rum kano, chiithih laakhah loong ah mina sak dowa doksoon ano wak loong sak adi nop karumta. Wak loong ah rooproop ih haajaat nyi taan angta, Erah loong ah thoontang doruk rum ano kaangkom dowa juungsitum adi lupdat karumta.
29050e00ae	Wak riimte loong ah erah dowa tiisoon rum ano erah ruurang ah hadaang rookwih nyia phek aphaang rookwih ni tumbaat wanrumta. Mina loong ah ih tumjih ang kola ih sokkah rumta,
29050f00c4	eno neng Jisu jiinni ra rumha di, chiithih laakhah ephoop pan angta mih ah japtup rumta. Erah mih ah nyuh akhat rapne ne ih kap ano seklilih ih tong arah japtup karumta; eno neng ah echo ih rumta.
2905100070	Chiithih laakhah pan mih nyia wak loong tupte loong ah ih, mamah angta erah loong tiit ah mih suh tumbaat rumta.
2905110049	Erah thoidi neng ih Jisu suh neng juungkhuung dowa soon uh ih baat rumta.
2905120084	Jisu khoonkhuung ni duungtong kata adi maangdi chiithih laakhah pan angta warah ih liita, “An damdoh ngah nep roong ra weehang!”
29051300d3	Enoothong Jisu ih tawak siitkaatta. Erah nang ih bah, Jisu ih amet baatta, “An nok nah ngaakwang uno an jaatang suh thongbaat wan uh, Teesu ih an raang ih tumjih reeta nyia mathan minchan halu loong rah ah.”
2905140088	Erah thoidi erah wah ah Hah Asih adi kah ano Jisu tumjaat reeta loong ah tumbaat kaatta. Erah japchaatte loong ah rapne ih paatja rumta.
2905150070	Jisu ah juungsitum saangko ni we ngaak daan kata. Erah juungsitum kaang adi miloong ah Jisu reeni thutthi rumta.
2905160068	Jehudi rangsoomnok ni mootkaatte Jairas thok haano Jisu ah japtupta, eno Jisu ngathong ni kotbon kah ano
2905170076	heh lasih ah jota, “Nga sah minusah rah rapne ih satla. An lak ih taajoh ra weeho, de ano ething toom tong we ah!”
2905180066	Eno Jisu ah heh damdi roong dokchap kata. Eno miloong ah uh Jisu damdi kookrak ih roong khoom karumta.
2905190042	Erah di minuh esiit asih paang nyi heh sih sik ih cham arah angta,
29051a00a3	heh khoisat ah phonte loong suh noongrep ni taatsok thukta. Heh ngunteh loong ah thoon thaaja, erah bah uh ede lalek ih thang ih saarookwih ehan han ih boot satta.
29051b004a	Heh ih Jisu raak ah japchaat ano, miloong dung ni heh lilih ih roong kata,
29051c004d	heh teeteenuh ih thunta, “Ngah ih Jisu nyuh ah taajoh ang bah, ede eang.”
29051d0075	Heh ih Jisu nyusah ah taajoh ano, heh sih sik ah laan mah ruh eta; eno heh teenuh ih uh ede elang ih laanjat ruh eta.
29051e0096	Jisu sak nawa khoisat de theng chaan kaat ah laanjat ruh eta, erah thoidi miloong ko ih lengsok ano cheng rumta, “Nga nyuh ah o ih taajoh tahang?”
29051f0088	Heliphante loong ah ih ngaakbaat rumta, “An ih tup ih hu an reeni mina ephoop tuutmuula eah; mamet cheng hu o ih taajoh halang eah?”
2905200031	Enoothong Jisu ih heh taajote ah lengsok ruh eta.
2905210080	Eno minuh rah ih heh khoisat deeta rah samthun ano echo damdi wangha no, heh lakuh di tong ano amiisak tiit loong ah dok baatta.
290522007e	Jisu ih erah nuh asuh liita, “Nga sah, an tuungmaang ih deesiit taho. Khooteng ih tongwang uh, an chamnaang nawa ede etu.”
29052300a0	Jisu ih erah baat tokdi, Jairas nok nawa ruurang baatte loong wang rum taha eno Jairas suh baat rumta, “An sah bah etek ela. Nyootte ah nak thaam hoom kuh?”
2905240066	Jisu ih neng tiitwaan ah laboichaat thang ih, Jairas suh baatta, “Nakcho uh, tuungmaang ba et uh.”
2905250061	Eno Jisu ih ehanko miloong ah tang ano heh damdi Pitar, Jeems nyia heh no Joon ah ba siit kaatta.
2905260055	Jairas nok ni thokrum adi miloong huung ariing nyia neng paattek ah japchaat karumta.
2905270076	Jisu ah nopwang ano baat rumta, “Tume paatja lan?” “Tume huung lan? Noodek ah etek tah eka—emokjup boh ela!”
29052800a8	Miloong ah ih Jisu ah ngit et rumta, eno Jisu ih neng loong ah dokphan rum ano, heh nuh nyia heh wah nyia heliphante wajom, noodek jupthiinta nokmong adi nopwang rumta.
2905290071	Jisu ih noodek lak adi joh ano liita, “Talitha, Koum,” erah langla, “Minusah, saat uh Ngah ih baat hala!”
29052a0095	Erah damdam minusah ah toonchap ano laan khoom ruh eta. (Noodek ah asih paang nyi angta). Erah angta ah sok rum ano miloong ah rapne ih paatja rumta.
29052b006b	Enoothong Jisu ih arah tiit ah o suh uh labaat theng ih baat rumta, “Heh suh phaksat thong jam koh an.’
2906010069	Erah hadaang dowa Jisu ah dokkhoom kah ano, heliphante loong heh lilih ih heh hadaang ni roongwang rumta.
2906020131	Jehudi naangtongsa rangwuung adi Jisu ih Jehudi rangsoomnok ni miloong asuh phang nyootsoot rumta, eno miloong ah ih erah chaat rum ano rapne ih paatja rumta; “Heh ih arah likhiik jeng ah ma nawa jen jat ha?” neng ih chengta. “Tumjih mongtham ih jen jatthuk ha? Erah than epaatjaajih mame jen reela?
29060300b0	Arah bangmaakwah Meeri sah, Jeems, Josep, Judas nyia Simoon loong phoh ah tanih angka? Heh no minusah loong ani tongla ah tanih angka?” Eno neng ih Jisu ah thaangju ih rumta.
2906040090	Jisu ih baat rumta, “Khowah ah langla noongrep nah soomtu ah, enoothong heh hadaang nah heh sano joonte nyia heh jaatang ih ba thaangju ah.”
290605006b	Erah di Jisu ih epaatjaatheng tumjih uh tami reeta, khoisatte heh lak ih taajota mararah loong ah ba deeta.
