0100000003	Mui
060a120070	E amane sia:i, “Gele gelabo amo ea logo holei igi bagadega ga:sima. Ouligisu dunu amo logo ouligima:ne sia:ma.
060a1300c7	Be dilia amogawi mae esaloma. Ninima ha lai amo sefasili ilia baligiga fane legema. Ilia moilai bai bagadega buhagimu logo hedofama. Dilia Hina Gode da fidibiba:le, dilia da amo dunu hasali dagoi.”
060a14008f	Yosiua amola Isala:ili dunu da amo dunu fane legei dagoi. Be mogili da ilia moilai bai bagade gagoi amo ganodini hobeale, ilia hame fane legei.
060a1500bb	Amalalu, Yosiua ea dunu huluane da hahawane Ma:gida abula diasu gilisisuga bu misi. Amalalu, amo soge dunu huluane da beda:iba:le, Isala:ili dunuma lasogole sia:mu bagadewane beda:i galu.
060a16006b	Amalalu, Yosiua da amane sia:i, “Gele gelabo logo doasili, amo hina bagade biyale gala nama oule misa.”
060a17008c	Amaiba:le, ilia da gele gelabo doasili, Yelusaleme, Hibalone, Yamade, La:igisi amola Egelone amoea hina bagade dunu gadili hiouginana asili,
060a1800d9	Yosiuama oule misi. Amalalu, Yosiua da Isala:ili dunu huluane amola dadi gagui ouligisu dunu huluane da e sigi asi, amo ilia emo amo hina bagade dunu ilia gonomagi da:iya osa:la heda:ma:ne sia:i. Ilia amo hamoi dagoi.
060a1900d4	Amalalu, Yosiua da ea dadi gagui hina dunuma amane sia:i, “Dilia mae beda:ma mae da:i dioma. Gasa bagadewane amola hahawane hamoma. Bai Hina Gode da dilima ha lai dunu huluane ninia wali hamoi defele hamomu.”
060a1a00a8	Amalalu, Yosiua da amo hina bagade biyale gala medole legele, ilia da:i hodo ifa biyale gala amoga hegoa:nesi. Ilia da amogawi hegoa:nesili dialu, eso dabe galu bu lai.
060a1b0115	Eso dabe amoga Yosiua da sia:beba:le, ilia da hina bagade dunu amo ilia da:i hodo ifaga fadegale, gele gelabo amo ganodini musa: hina bagade da wamoaligi amoga ha:digi. Ilia da gele bagade bagohame amoga gele gelabo ea logo holeiga dedeboi. Amo gele da wali eso amaiwane diala.
060a1c00f3	Yosiua da amo esoga, Ma:gida moilai bai bagade amola ea hina bagade doagala:le, fedele lai. Dunu huluane amo ganodini esalu e da medole legei. Dunu afae esalebe hame ba:i. E da Yeligou hina bagade ema hamoi defele, Ma:gida hina bagadema hamoi.
060a1d0061	Amalalu, Yosiua amola ea dadi gagui dunu da Ma:gida fisili, Libina moilai bai bagadega doagala:i.
060a1e00e0	Hina Gode da fidibiba:le, Isala:ili dunu da amo moilai amola ea hina bagade hasali. Ilia dunu afae amoma hame asigiwane, huludafa fane legei. Ilia da Yeligou hina bagade ema hamoi amo defele Libina hina bagadema hamoi dagoi.
060a1f0056	Amalalu, Yosiua da Libina fisili, La:igisi moilai bai bagade amo sisiga:le, doagala:i.
060a2000b2	Eso ageyaduga, Hina Gode da fidibiba:le, Isala:ili dunu da La:igisi hasali. Ilia da Libina amoga hamoi defele dunu afae moilai ganodini amoma hame asigiwane, huludafa fane legei.
060a21009b	Houla:me (Gise moilai bai bagade hina bagade) da La:igisi dunu fidimusa: misi, be Yosiua da e amola ea dadi gagui dunu hasali. Dunu afae esalebe hame ba:i.
060a220075	Amalalu, Yosiua amola ea dadi gagui dunu da La:igisi fisili, Egelone moilaiga asili, amo moilai sisiga:le, doagala:i.
060a230069	Amo eso afaega ilia da moilai lai. Ilia da La:igisi fi ilima hamoi defele, dunu huluanedafa medole legei.
060a24007e	Amalalu, Yosiua amola ea dadi gagui dunu da Egelone moilai fisili, agolo sogega asili, Hibalone moilai bai bagadega doagala:i.
060a25010f	Ilia da Hibalone lale, amo hina bagade dunu, amogai esalebe dunu huluane amola dunu huluane moilai sisiga:le ganodini esalu, medole legei. Yosiua ea sia:beba:le, ilia da Egelone moilai amoma hamoi defele, amo moilai gugunufinisi. Dunu afae amo ganodini esalebe hame ba:i.
060a26004b	Amalalu, Yosiua amola ea dadi gagui da sinidigili, Dibe moilaiga doagala:i.
060a270109	E da amo moilai, ea hina bagade amola dunu huluane moilale sisiga:le dialu amo ganodini esalu lai dagoi. Yosiua da Hibalone, Libina amola ela hina bagade dunu ilima hamoi defele, e da Dibe amola ea hina bagade amoma hamoi. E da ilia dunu huluane medole legei dagoi.
060a28013b	Yosiua da soge huluane hasali. E da hina bagade huluane, amo agolo soge hina bagade, eso mabadi soge hina bagade, eso dabe agolo fonobahadi hina bagade amola hafoga:i soge ga (south) dialebe hina bagade huluane fane legei. E da dunu huludafa medole legei dagoi. Bai Isala:ili Hina Gode da amo hamoma:ne sia:beba:le.
060a2900b4	Yosiua da soge huluane lai. Amo da ga (south) Ga:idese Bania asili Ga:isa (amo da wayabo bagade bega:), Gousiene soge huluane ga (north) asili, Gibione moilai bai bagadega doaga:i.
060a2a0070	Isala:ili Hina Gode da ili fidimusa: gegeiba:le, Yosiua da amo hina bagade amola ilia soge huluane hasali dagoi.
060a2b0054	Amalalu, Yosiua amola ea dadi gagui dunu da Giliga:le abula diasu gilisisuga buhagi.
060b0102ea	Ha:iso moilai bai bagade hina bagade amo Ya:ibini da Isala:ili dunu ilia eno fi ilima hasalasu hou nabi dagoi. Amalalu e da eno hina bagade dunuma Isala:ili dunuma gegemusa: sia: adole iasi. E da amo dunuma misa:ne sia:i amo, Ma:idone hina bagade (ea dio da Youba:be), Similone hina bagade, Agasa:fe hina bagade, hina bagade dunu gano agolo sogega esalu amola Yodane Fagoga (Ga:lili Hano Wayabo ga (south) gala) esalu, hina bagade dunu agolo fonobahadiga esalu, hina bagade dunu wayabo bagade bega: Do moilai gadenene esalu, Ga:ina:ne dunu Yodane bega: esalu, A:moulaide dunu, Hidaide dunu, Belisaide dunu, agolo sogega esalu Yebiusaide dunu amola Haifaide dunu Hemone Goumi bai, Misiba soge ganodini esalu. E da amo dunu huluanema misa:ne sia:i.
060b0400b4	Ilia da ilia dadi gagui dunu huluane oule misi. Ilia idi da sa:i su hano wayabo bagade bega: diala amo ea idi defele ba:i. Ilia da hosi bagohame amola sa:liode bagohame gagui galu.
060b050087	Amo hina bagade huluane da ilia dadi gagui dunu gilisili, Isala:ili dunu ilima gegemusa:, Milome Hano amoga abula diasu gilisisu gagui.
060b0600c9	Hina Gode da Yosiuama amane sia:i, “Iliba:le mae beda:ma! Aya eso amo dunu huluane Na da Isala:ili fidima:ne fane legemu. Dilia da ilia hosi emo dina:fe damuma amola ilia sa:liode laluga gobesima.”
060b070072	Amaiba:le, Yosiua amola ea dunu huluane da amo dunu fofogadigima:ne, wamodafa Milome Hanoa amogai ilima doagala:i.
060b080103	Hina Gode da fidibiba:le, Isala:ili dunu da hasali. Ilia da amo dunu sefasili, ga (north) asili, Misilifode Ma:imi amola Saidone amoga sefasi. Amola eso mabadi amoga Misiba Fagoga sefasi. Ilia da gegenanu, amalu Isala:ilima ha lai dunu afae esalebe hame ba:i.
060b090078	Yosiua da Hina Gode Ea hamoma:ne sia:i defele hamoi. E da ilia hosi emo dina:fe damui amola ilia sa:liode laluga gobesi.
060b0a00b2	Amalalu, Yosiua da sinidigili, Ha:iso moilai bai bagade lale, amo ea hina bagade dunu medole legei. (Amo esoga Ha:iso fi ilia gasa da eno fi amo sogega esalu ilia gasa baligisu).
060b0b0055	Ilia da Ha:iso moilai bai bagade laluga gobesili, ea dunu huluane medole legei dagoi.
060b0c0099	Mousese, Hina Gode Ea hawa: hamosu dunu amo ea hamoma:ne sia:i defele, Yosiua da amo moilai amola ilia hina bagade lale, dunu huluanedafa medole lelegei.
060b0d0094	Ha:iso moilai bai bagade da osobo bi amoga gagui, amo Yosiua da laluga gobesi. Be moilai eno amo osobo bi da:iya gagui, amo e da laluga hame gobesi.
060b0e008b	Isala:ili dunu da liligi noga:i amola ohe fi amo moilaiga fefedele lai. Be dunu fi huluane ilia da medole legei. Afae esalebe da hame ba:i.
060b0f00e0	Hina Gode da musa: Ea hamoma:ne sia:i amo Ea hawa: hamosu dunu Mousesema olelei. Amalalu, Mousese da Yosiuama olelei amola Yosiua da nabawane hamosu. Yosiua da Hina Gode da Mousesema hamoma:ne sia:i, amo huluane hamoi dagoi.
060b1000ca	Yosiua da soge huluane lai dagoi. Amo da goumi soge, agolo fonobahadi soge ga (north) amola ga (south). Gousiene soge amola amoga ga (south) hafoga:i soge. Amola Yodane Hano Fago soge huluane lai dagoi.
060b120102	Soge ea lai da Ha:ila:ge Goumi (ga (south) Idome gadenei) asili Ba:ia:laga:ide amoga doaga:i, (Lebanone Fago amo Hemone Goumia ga (south) dialu). Yosiua da ode bagohame amoga amo soge hina bagade dunuma gegei galu. Be huluane e da gagulaligili, medole legei.
060b1300b0	Moilai bai bagade afae fawane da Isala:ili fi ilima olofomusa: gousa:su hamoi. Amo da Gibione (amo ganodini Haifaide dunu mogili esalu). Be Yosiua da moilai eno huluane hasali.
060b1400f7	Hina Gode Hisu da amo dunu Isala:ili dunuma gegemusa:, ilia dogo ga:nasi dagoi. Bai E da Isala:ili dunu da amo dunu huluane mae asigili medole legema:ne, Hina Gode da ili ilegei dagoi. Hina Gode da amo hou huluane hamoma:ne, Mousesema sia:i dagoi.
060b15010e	Amo esoha Yosiua da dunu fi (dunu bagade amola sedadedafa) ilia dio A:nagimi amo gugunufinisi. Ilia da goumi soge amo Hibalone, Dibe, A:ina:be amola goumi soge Yuda amola Isala:ili fi ilia soge amoga esalu. Yosiua da ilia amola ilia moilai bai bagade gugunufinisi dagoi.
060b1600ba	Yosiua da A:nagimi dunu huluane fane legeiba:le, A:nagimi dunu afae da Isala:ili soge ganodini esalebe hame ba:i. Be afae afae da Ga:isa, Ga:de amola A:siadode amo ganodini esalebe ba:i.
060b1700cb	Hina Gode da Mousesema hamoma:ne sia:i defele, Yosiua da soge huluane lai. E da amo soge Isala:ili dunu gaguma:ne, amo fifili, ilia fi afae afae ilima i. Amalalu, Isala:ili dunu da gegesu fisili, helefi.
060c0100ae	Isala:ili dunu da soge amo Yodane Hano eso mabadi la:idi amo lai dagoi. Amo da Anone Fago asili Yodane Fago asili Hemone Goumia doaga:i. Ilia da hina bagade aduna fane legei.
060c0200d5	Afadafa da Saihone. E da A:moulaide hina bagade Hesiabone moilai bai bagadega esalu. Ea soge da Gilia:de la:idi amola Aloue (Anone Fago bega: dialu) asili Ya:boge Hano (amo hano da A:mone soge bega: alalo hamosu).
060c03009f	Amo soge ganodini, Yodane Fago (Ga:lili Hano Wayabo amoga ga asili Bedeyesimode [Bogoi Hano Wayabo amoga eso mabadi la:idi dialu] asili Bisiga Goumia doaga:i.)
060c040090	Isala:ili dunu da Ba:isa:ne hina bagade amo Oge fane legei. Oge da fi Lefa:ime (gadenene ebelei fi) dunu. E da A:siadalode amola Edeliai ouligi.
060c0500d9	Ea ouligisu soge ganodini da Hemone Goumi, Sa:lega amola Ba:isa:ne soge (amo da asili Gise amola Ma:iaga alaloga doaga:i) amola Gilia:de la:idi (eno la:idi Hesiabone hina bagade Saihone da gagui), amo soge ba:i dagoi.
060c0600c6	Mousese amola Isala:ili dunu da amo hina bagade aduna fane legei dagoi. Hina Gode Ea hawa: hamosu dunu Mousese da ela soge amo Liubene fi, Ga:de fi amola eso mabadi la:idi Ma:na:se fi ilima i dagoi.
060c070129	Yosiua amola Isala:ili dunu da hina bagade huluane soge amo Yodane Hano ea eso dabe la:ididili esalebe, amo fane legei dagoi. Amo soge da Ba:ia:la Ga:de (Lebanone Fagoga galu) amoga ga asili Ha:ila:ge Goumi alaloga doaga:i. Yosiua da amo soge fifili, Isala:ili dunu eso huluane gaguma:ne, ilima i.
060c08010f	Amo soge ganodini, agolo soge, eso dabe agolo fonobahadi soge, Yodane Fago, ea agolo, eso mabadi goumi soge amola ga (south) dialebe hafoga:i soge ba:i. Amo soge ganodini, musa: da Hidaide, A:moulaide, Ga:ina:naide, Belesaide, Haifaide amola Yebiusaide dunu esalebe ba:i.
060c09004e	Isala:ili dunu da moilai bai bagade hagudu dedei ilia hina bagade hasali, amo,
060c0a001a	Yelusaleme amola Hibalone,
060c0b0016	Yamade amola La:igisi,
060c0c0013	Egelone amola Gise,
060c0d0010	Dibe amola Gide,
060c0e0014	Homa amola A:ila:de,
060c0f0016	Libina amola Adala:me,
060c100015	Ma:gida amola Bedele,
060c110012	Da:bua amola Hife,
060c12001a	A:ifege amola La:sa:ilone,
060c130016	Ma:idone amola Ha:iso,
060c14001f	Similone Milone amola Agasa:fe,
060c150018	Da:ianage amola Megidou,
060c16002e	Gidese amola Yogeniame (Gamele soge ganodini),
060c170026	Do (wayabo bagade bega:) amola Gouimi,
060c180038	amola Dusa. Huluane ilia da hina bagade31 agoane hasali.
060d010089	Yosiua da da:i hamoi galu. Hina Gode da ema amane sia:i, “Di da da:i hamoi dagoi. Be dilia da soge eno hame lai amo bagohame lamu gala.
060d020022	Amo da Filisidia soge, Gesua amola
060d030112	ga (south) soge amo A:ifimi soge. (soge amo da Sayaiho Hano Idibidi alaloa gala, amo gano asili Egelone alalo amoga doaga:le da Ga:ina:ne dunu ilia soge. Filisidini hina bagade dunu da Ga:isa, A:siedode, A:siegelone, Ga:de amola Egelone amo moilai bai bagade gagaiga esalu).
060d0400b8	Eno soge hame lai da Ga:ina:ne dunu ilia soge amola Mia:ila (amo soge musa: Saidounia dunu gagui). Soge da asili A:ifege moilai bai bagade, A:moulaide soge la:idi alalo amoga doaga:sa.
060d05009c	Eno da Gibalaide dunu ilia soge amola Lebanone soge eso mabe la:idi amo da asili Ba:ia:la Ga:de (Hemone Goumia ga diala) asili Ha:ma:de Logo amoga doaga:sa.
060d060103	Amo soge ganodini da Saidounia dunu esalebe. Ilia da goumi soge Lebanone Goumi amola Misilifode Ma:imi amo soge dogoa esala. Isala:ili dunu da gaba:i ahoasea, na da amo dunu gadili sefasimu. Na hamoma:ne sia:i defele, di amo soge fifili, Isala:ili dunuma ima.
060d07007b	Wali amo soge fifili Isala:ili fi eno sesegeyale gala amola Mana:se fi la:idi, ilia da eso huluane gaguma:ne, ilima ima.”
060d0800ab	Liubene fi, Ga:de fi amola Eso Mabadi gusudili Mana:se fi da soge amo Hina Gode Ea hawa: hamosu dunu Mousese da ilima i amo Yodane Hano eso mabadi la:idi amo da lai dagoi.
060d090083	Ilia soge da Aloue moilai (Anone Fago bega: gala) amoga asi. Umi soge huluane Mediba amoga Daibone amoga doaga:le da ilia soge lai.
060d0a00c5	Amo soge da A:mone dunu ilia soge alaloga asi. Musa:, A:moulaide hina bagade ea dio amo Saihone (e da Hesiabone moilaiga hina bagade esalu) da moilai bai bagade huluane amo ganodini dialu ouligisu.
060d0b00b4	Ilia soge ganodini da Gilia:de, Gesua amola Ma:iaga soge. Amola Hemone Goumi huluane amola Ba:isa:ne soge la:idi (amo ea bega: alalo da Sa:lega) da ilia soge ganodini dialebe ba:i.
060d0c00e6	Eno da hina bagade Oge ea soge. (Oge da Lifa:ime dunu fi gadenene ebelei ba:loba, ilima hina bagade galu. E da A:siadalode moilai bai bagade amola Edeliai moilai bai bagade ouligisu). Mousese da amo dunuma hasalili, gadili sefasi.
060d0d0071	Be Isala:ili dunu da Gise amola Ma:iaga moilai fi dunu hame sefasi. Ilia da Isala:ili fi amo ganodini wali esala.
060d0e00b0	Mousese da Lifai fi ilima soge hame i. Hina Gode da Mousesema hamoma:ne sia:i amo defele, ilia labe da gobele salasu Isala:ili Hina Gode Ea oloda da:iya ligisi amo la:idi lasu.
060d0f0043	Mousese da soge fifili, fifi afae amo Liubene fi gaguma:ne ilima i.
060d100075	Ilia soge ganodini da Aloue (Anone Fago bega: dialu) amola moilai fago dogoa diala soge huluane amo Mediba sisiga:su,
060d110037	Hesiabone, Dibone, Ba:imode Ba:iale, Bede Ba:ialemione,
060d12001e	Ya:ihase, Gedimode, Mefa:iade,
060d13004f	Giliada:imi, Sibima, Silede, Sia:iha, (amo da agologa gagui fago soge ganodini)
060d140031	Bedebio, Bisiga Goumi la:idi amola Bede Yesimode.
060d150157	Ilia soge amo ganodini da moilai huluane bi da:iya umiga gagui amola A:moulaide hina bagade dunu Saihone (e da Hesiabone moilaiga esalu) amo ea musa: soge huluane. Mousese da amo hina bagade amola Midia:ne hina bagade dunu (Ifai, Legeme, Sua, Hua amola Liba) amo huluane hasali. Amo hina bagade huluane da hina bagade Saihone ea soge ouligisu.
060d160067	Isala:ili dunu da amo fi huluane fane legei amola ba:la:lusu dunu Ba:ila:me (Bio ea mano) medole legei.
060d170083	Liubene fi ilia eso dabe alalo da Yodane Hano. Amo moilai amola moilai bai bagade huluane, Mousese da Liubene fi gaguma:ne ilima i.
060d180039	Mousese da soge fifi afae amo Ga:de fi gaguma:ne ilima i.
060d19009e	Ilia soge ganodini da Ya:ise amola moilai bai bagade huluane Gilia:de soge ganodini amola A:mone soge la:idi (alalo da La:ba moilai eso dabe la:idi amo Aloue)
060d1a0087	Ilia soge da Hesiabone amoga asili La:imade Misibe amola Bedounimi amoga doaga:i. Amola Ma:ihana:imi asili Loudiba alalo amoga doaga:i.
060d1b00f9	Yodane Fago amo ganodini ilia moilai amola moilai bagade lai da Bede Ha:ila:me, Bedenimila, Sagode, Sa:ifone amola Hesiabone hina bagade (Saihone) amo ea soge la:idi. Ilia eso dabe alalo da Yodane Hano amo da asili Ga:lili Hano Wayabo amoga doaga:i.
060d1c0060	Amo dedei da moilai amola moilai bagade amola sogebi Mousese da Ga:de fi dunu gaguma:ne ilima i.
060d1d004c	Mousese da soge fifi afae eno Eso Mabadi Mana:se fi gaguma:ne ilima i dagoi.
060d1e00c4	Ilia soge da Ma:ihana:imi amoga asi. Ilia da Oge, Ba:isa:ne hina bagade dunu - amo ea soge huluane lai. Amola ilia da Ya:ie sogebi amo Ba:isa:ne soge amo ganodini, moilai fonobahadi 60 agoane lai.
060d1f00d5	Ilia da Gilia:de la:idi, A:siadalode amola Edeliai (amo moilai bai bagade aduna da hina bagade Oge ea soge Ba:isa:ne amo ganodini) amo lai. Amo soge huluane, Mousese da Ma:iga (Mana:se egefe) amo egaga fi ilima i.
060d200079	Mousese da Moua:be umi amo ganodini esalea, soge amo Yeligou amola Yodane Hano eso mabadi la:idi galu agoane fifili iasu.
060d210096	Be Mousese da Lifai fi ilima soge hame i. Ilia labe da gobele salasu Isala:ili Hina Godema iasu liligi amo la:idi ilia da lamu, Mousese da sia:i galu.
060e0100b6	Isala:ili gobele salasu dunu Elia:isa, Yosiua (Nane egefe) amola Isala:ili fi ouligisu dunu da Ga:ina:ne soge amo Yodane Hano eso dabe la:idi amo agoane fifili, Isala:ili fi ilima i.
060e0200d8	Isala:ili fi amo sesegeyale amola eno fi dogoa mogili la:idi Ma:na:se amola da soge amo Yodane Hano eso dabe la:idi lai. Hina Gode da Mousesema hamoma:ne sia:i defele, ilia da ululuasu hamobeba:le, soge alalo ilegei.
060e040138	Mousese da soge amo Yodane Hano eso mabadi la:idi amo fi aduna amola eno fi dogoa mogili la:idi (Ifala:ime) ilima i dagoi ba:i. (Yousefe egaga fi da fi aduna hamoi amo Mana:se amola Ifala:ime). Be Mousese da Lifai dunu ilima soge hame i. Be ilia da moilai amola sogebi ilia bulamagau amola ohe fi esaloma:ne lai.
060e050052	Hina Gode da Mousesema hamoma:ne sia:i defele, Isala:ili dunu da soge fifili iasu.
060e060107	Eso afaega, Yuda fi dunu mogili da Giliga:le moilaiga Yosiuama misi. Dunu afae, amo Ga:ilebe (Ginesaide dunu Yefane egefe) da Yosiuama amane sia:i, “Di dawa:! Hina Gode da Ga:idese Bania amoga di amola na ania hou amo Gode Ea hawa: hamosu dunu Mousesema olelei.
060e0700b4	Hina Gode Ea hawa: hamosu dunu Mousese da Ga:idese Bania amoga na amo Ga:ina:ne soge desega masa:ne asuna ahoanoba, na da ode 40 gidigi dagoi. Na da ema sia:i moloiwane bu adole i.
060e080097	Be dunu eno na sigi asi da ogogole olelebeba:le, ninia fi dunu da bagade beda:su. Be na da mae fisili, na Hina Gode Ea hamoma:ne sia:i nabawane hamosu.
060e090066	Na da agoane hamobeba:le, Mousese da na amola na mano da soge amoga na da emoga osa:gi amo lamu sia:i.
060e0a0105	Be wali ba:ma! Hina Gode da Mousesema amo sia:nanu, ode45 da gidigi dagoi. Amo ode ganodini, Isala:ili fi da wadela:i hafoga:i soge amo ganodini udigili lalu. Be Hina Gode Ea sia:i defele da na fidibiba:le, na da hame bogoi. Na da lalelegele ode85 gidigi dagoi,
060e0b0083	amola na gasa da na gasa amo eso Mousese da na asunasi amo defele gala. Na da gegemusa: amola eno hawa: hamomusa: gasa defele gala.
060e0c0151	Na da Ga:ina:ne soge ea hou noga:le olelei. Amo esoga Hina Gode da agolo soge nama imunu ilegele sia:i. Amaiba:le, amo soge nama ima. Ninia da amo eso A:nagimi dunu bagade da moilai bai bagade ganodini gagoi gagagula heda:i gagili sali, amo dilima olelei. Be Hina Gode Ea sia:i defele, E da na fidisia, na da amo dunu gadili sefasimu.”
060e0d009a	Gode da Ga:ilebe (Yifane egefe) amo hahawane dogolegelewane fidima:ne, Yosiua da Godema sia:ne gadoi. E da Hibalone moilai bai bagade amo gaguma:ne ema i.
060e0e008c	Amola wali Ga:ilebe (Ginesaide dunu Yifane amo egefe) amo egaga fi da Hibalone gagulala. Bai e da mae fisili Isala:ili Hina Gode amo nabalu.
