2800000006	Mateyo
281b2a0071	“Alepususya bambi, lelo ena teti aipususye! Nga nimfumu yabena Israeli, akoke pamusalaba! Elintu twalamusumina!
281b2b0069	Aketekele muli Lesa, ale Lesa namupususye ngalimutemwa, pantu alelanda ati, ‘Ndimwana wakwa Lesa!’”
281b2c0034	Notupondo tubili utwatanikwe pamo nao twalemusalula.
281b2d007e	Ukufuma lintu akasuba kafikile pamutwe pansita ya 12 koloko mukyalo monse mwafiitile nafititi, ukufika napansita ya 15 koloko.
281b2e00aa	Pansita ya 15 koloko Yesu alilile mwisiwi ilikalamba ukuti, “Eloi, Eloi, Lama sabakatani?” Ikilepilibula ukuti, “Lesa wandi, Lesa wandi, Nikinsi mwandekelesesya?”
281b2f0057	Lintu bamo pabaali nabeminina palya baumfwile ifi, balandile ukuti, “Aleita Eliya.”
281b300079	Palyapene, umo pali bena abutwike ayapiita umwepu atubika mu mwangansi wakantuka, autunga kwitete nokupa Yesu ukuti anwe.
281b31004c	Lelo bambi balandile ukuti, “Tulolele, tumone Eliya ngalaisa mupususya!”
281b32003d	Kabili lintu Yesu apundile isiwi lyapamulu, awe aleka nomweo.
281b33008c	Pali ilya nsita insalu baali nabatanika mwi Tempele yalepwike pabili ukufuma pamulu ukufika pansi. Isonde lyalitentele, amabwe yalilepawike,
281b340043	imanda syaliswike, abantu bamusilo abengi abali nabafwa balibusiwe.
281b350069	Bafumine mu manda, napanuma yakubuka kwakwa Yesu baile mumusumba wamusilo, nokuyamonekela kubantu abengi.
281b3600bf	Lintu umukalamba wabasilika nabasilika abalelinda Yesu baumfwile makumba nokumona ifintu fyonse ifyakitike, bakwetwe nomwenso nokulanda ukuti, “Mukisinka uyu muntu aali Mwana wakwa Lesa!”
281b370062	Kwali banamayo abengi, abaletamba akatalamukila, bakonkele Yesu ukufuma ku Galili kukulamutangata.
281b380065	Pali bena pali Mariya Mangadelena, Mariya nyina wakwa Yakobo na Yosefu, nanyina wabana bakwa Zebedee.
281b39007a	Lintu kyali ikyungulo, kwaisile umukankala ukufuma ku Alimateya isina lyakwe ni Yosefu, kabili nao ali musambi wakwa Yesu.
281b3a0063	Aile kuli Pilato mukulomba ikitumbi kyakwa Yesu. Pilato apele insambu ukuti bapele Yosefu ikitumbi.
281b3b0040	Eikyo Yosefu apiitile umubili wakwa Yesu aupomba munsalu iyipya,
281b3c0078	aubika namumanda yakwe iipya intu afonkwele mwilibwe. Elo akunkulusisyapo ilibwe ilikalamba pamwinsi wamanda aya nokuya.
281b3d0051	Mariya Magadalena na Mariya mubiye bali nabekala kulyakwine apalungatene nemanda.
281b3e0067	Ubusiku bwakonkelepo, panuma yabusiku bwakupekanya, basimapepo bakindami naba Falise baile kuli Pilato.
281b3f008c	Balandile ati, “Mwemfumu, natwibusya fintu ulya muntu wabufi alelanda lintu ali umumi ukuti, ‘Nkabuka nakabili panuma yansiku sitatu.’
281b4000cf	Peleni abakulonda imanda yakwe bwino bwino mpanka nobusiku bwabutatu, pakuti abasambi bakwe bekeyamwiba elo bakaleyeba abantu ukuti nabuka kubafwa. Ubu bufi bwakulekesya bukabipapo ukukila ubwakwambilapo.”
281b41006f	Pilato abebele ukuti, “Piiteni abakulonda, musininkisye ukuti balonda bwino bwino imanda ngafintu mwisibe.”
281b420037	Efintu bailefenenkesyapo, basyapo nabasilika bakulonda.
281c01006e	Nomba panuma yabusiku bwe Sabata, kumakya pamulungu, Mariya Magadalena na Mariya mubiye baile mukumona imanda.
281c020072	Kwapitile makumba, pantu malaika wa Mfumu alikile ukufuma kumulu. Ailulwilepo ilibwe pa manda aikala napalya pene.
281c03005e	Imimonekele yakwe yali ngakalumba, nefyakufwala fyakwe fyali ifyabuta tuutu nge mfula yamabwe.
281c040041	Abalelonda bayambile ukututuma kumwenso, bawile pansi ngabafwile.
281c050057	Malaika aebele banamayo ukuti, “Mwitiina! Ningisiba mulimukufwaya Yesu untu batanike.
281c06004f	Talimo Lesa namubusya kubafwa ngafintu alandile. Iseni mumone pantu bamulalike.
281c0700a5	Kabiyeni mukwangufyanya, muleya eba abasambi bakwe ukuti, ‘Nabuka kubafwa, apa alimukuya ku Galili natangilako, ekuntu mukayamonana!’ Efintu nakisa mukumyeba.”
281c080078	Eikyo banamayo bafumine kumanda mukwangufyanya, nabesulamo nensansa uku nomwensomo, balebutukila mukweba abasambi bakwe.
281c090084	Mukupumikisya Yesu abakumanya nokubeba ukuti, “Umutende ube nemwe,” Bapalamine kuli ena baikata ku makasa yakwe balamusinsimuna.
281c0a006d	Elo Yesu abebele ukuti, “Mwitiina, kabiyeni mwebe bamuninane ukuti baye ku Galili, ekuntu balaisa mbona.”
281c0b0079	Lintu banamayo baleya, abasilika bamo abalelonda babwelelemo kumusumba. Baileyeba basimapepo bakindami ifyakitike fyonse.
281c0c0072	Basimapepo bakindami bakolongene na bakalamba babantu balaumfwana fintu balakita. Bapele abasilika ulupiya ulwingi
281c0d006c	nokubeba ukuti, “Mulelanda ati, ‘Abasambi bakwe bakisaiba umubili wakwe ubusiku lintu twakiba mutulo.’
281c0e007c	Kabili ngakyakweba ati Umulashi aumfwa ifi, mwikasakamana nelyo kimo tukesiba fintu tukamweba mpaka tukamifumye mubwafya.”
281c0f006c	Abasilika bapiitile ulupiya bakita nefyo babebele ukukita. Ukufika nalelo ili elyasi lyasabankana ku Bayuda.
281c10004d	Abasambi ikumi limo na umo baile mu Galili palupili pantu Yesu abebele ukuya.
281c11003c	Lintu bamumwene balimusinsimwine, nangu bambi balemutwisika.
281c120061	Yesu apalamine kuli bena nokubeba ukuti, “Amaka yonse mumulu napano isonde nayapelwa kuli nebo.
281c130080	Kabiyeni muleyalenga abantu bonse ukuba abasambi bandi, mulebabatisya mwisina lyakwa Tata, ilya Mwana, nelyakwa Mupasi wamusilo,
281c14007f	kabili mulebafundisya ukulakonka fyonse fintu namikonkomesye. Kabili nakulaba namwebo insita yonse, mpaka nakumpela yakyalo.”
350000000c	2 Tesalonika
3501010080	Ninebo Paulo, Sailasi elo na Timote twamilembela mwelukuta lwamu Tesalonika mwebaba muli Lesa shifwe kabili Nemfumu Yesu Klistu.
3501020052	Ukusenaminwa elo nomutende fibe namwebo ukufuma kuli Tata elo Nemfumu Yesu Klistu.
35010300d5	Mwebabwananyina, fwebo tulatotela Lesa lyonsefye pali mwebo, pantu ekilungeme kuli fwebo ukulakita, umusango wakitetekelo kyenu kilekula apakalamba kabili nekitemwiko mwakwatila kila umo naumo kileya kilekulilako.
35010400ae	Eikyo fwebo tulaitakisya mukulanda kwesu pali mwebo, munkuta syakwa Lesa. Tutasya pafyo mwakonkanyapo ukusumina elo nokushipikisya lintu mwapita mumakyusi nangula ukupakaswa.
3501050085	Iki kyonse kilangililo kyakweba ati ubupingusi bwakwa Lesa bwamulinganya, pakweba ati mwaba abalinga kubufumu bwakwe buntu mukyulila.
350106003b	Ikyakine Lesa wamulinganya, akakyusya abobonse abamikyusya,
3501070088	akapwisya amakyusi yenu elyo namakyusi yesu yene. Akakita ifi, ilyo Imfumu Yesu ikamonekela ukufuma mumulu nabamalaika bakwe ababulamba.
3501080084	Akesa nolubingu lwamulilo ulwakwisa kanda abo bonse abasyaisiba Lesa kabili nabo bonse abashumfwila Imbila Nsuma ya Mfumu yesu Yesu.
3501090059	Bakakyula umuyayaya, kabili akabafumya namuceni kyakwe elyo namubukata bwabulamba bwakwe,
35010a00b2	Lintu akaba nabwela pali bulya busiku, abamusilo bakalamulumbanya, elo abamutetekela nabo bakamukindika, kabili namwebo mukaba nabena pantu mwalisumina amasiwi yabukambone bwesu.
35010b00d8	Eikyo lyonsefye tulamipepela, ukuti mube nemibeele yalinga kubwite buntu Lesa amitako. Pakuti kumaka yakwe engafikilisya ifisuma fyonse fintu mufwaya ukukita nokupwilikisya imilimo yenu yonse intu mubomba mukisumino,
35010c00a0	pakweba ati isina lya Mfumu Yesu likatamikwe muli mwebo, namwebo mukatamikwe muli ena, ukulingana nokusenaminwa kwakwa Lesa wesu elyo ne Mfumu yesu Yesu Klistu.
3502010083	Nomba, ukulolenkana nokwisa kwa Mfumu yesu Yesu Klistu kabili nokukumana kwesu kyapamo nankwe, tulemipapata mwe babwananyina ukuti,
35020200a1	tamufwile ukutunsya imitima nangu ukusakamana pamabusesemo yamo, inkalata nelyo utusebo tumo, utulanda ati nifwebo twalandile ati ubusiku bwa mfumu nabwisa kale.
3502030091	Mwileka uuli onse amilufye munsila iili yonse, pantu bulya busiku tabwakese mpakafye abantu ngabayalukila Lesa kabili nomuntu mubifi akasokoloke,
35020400af	uupinkana kabili uunsansabika ukukila pali fyonse ifitwa tulesa nafyonse fintu abantu bapepa, pakuti akapiite apakwikala mwitempele lyakwa Lesa, nokulalamda ukuti ninebo Lesa.
3502050039	Busye tamwibusya ukuti ilyo nali namwebo nalimyebele ifi?
3502060064	Kabili nomba mwalisiba ikyalenga ukuti kwaliba ikyamwikatilila pakuti akaisikolole pansita iyalinga.
35020700a7	Pantu amaka yankama yakwa mpulamafunde, kabili ikili ilabomba kabili fintu nandile ukuti fikakitika, tekuti fikitike kanofye Lesa afumyapo uulenga ifi fintu ukukitika.
3502080079	Kabili elo mpulamafunde akasokoloka, uo Imfumu Yesu ikakifya kumupu wakukanwa kakwe nokumonaula kubukata bwakwisa kwakwe.
35020900a8	Ukwisa kwakwa mpulamafunde kukabafye nge mibombele yakwa Satana, akabomfya imisango yonse iyakulangilamo amaka yakwe ukupitila mufisibilo ne fipapwa ifi fikaba fyabufi.
35020a0082	Kabili akabomfya nensila syonse isyo umubifi abepelamo abo abaleloba. Bakaloba pantu balikene ukutemwa ikisinka kabili nokupusuka.
35020b0053	Pamulandu waifi Lesa alatuma amaka yakubafulunganya, mukubalenga basumine ifyabufi,
35020c0054	pakuti bonse bakasekwe, pantu balikene ukusumina ikisinka lelo balebekelwa mububifi.
35020d00c1	Lelo lyonse tulatotela Lesa pamulandu wenu mwebatemwikwa ku Mfumu, pantu pakutampa Lesa amisalile ukuti mukabe abantansi ukupusuka, ukupitila mukusangululwa kwa Mupasi elo nokusumina mukisinka.
35020e0067	Lesa amitile pamulandu wa Mbila Nsuma twamisimikile, pakuti mukwateko ubukata bwa mu Mfumu Yesu Klistu.
35020f00b3	Eikyo kansi mweba bwananyina beni abashipa nokwikatililila kuntambi twamishilile isyo twamifundile, ukupitila mumasiwi yantu twamyebelefye pakanwa, nayantu twamilembele munkalata.
350210008a	Imfumu yesu Yesu Klistu umwine, na Lesa Tata uwatutemenwe, nokutupela ikikoselesi kyamuyayaya, nokusumina ukusuma ukupitila mukusenaminwa,
3502110063	akoselesye imitima yenu nokumikosya pakweba ati mulebomba imilimo iisuma yonse nokulalanda ifisuma.
3503010092	Mukulekelesya, mwebamunyinane muletupepela ukuti amasiwi yakwa Lesa yatwalilile ukusabankana elo nokupokelelwa nomukinsi, ngefyo kyali pali mwebo.
350302006d	Kabili mulepepa nokutila twingapokololwa, kubalwani, elyo nabantu ababifi pantu tebonse abakwata ikitetekelo.
3503030040	Lelo Lesa wakisinka, akamikosya kabili nokumikingilila kububifi.
3503040054	Kabili twalisintilila mu Mfumu, ukuti mulakita, kabili mwakulakita fintu twamwebele.
3503050057	Imfumu naitungulule imitima syenu mukutemwa ukwakwa Lesa namukusupikisya kwakwa Klistu.
35030600cc	Nomba tulemikonkomesya mweba bwananyina, mwisina lya Mfumu Yesu Klistu, ukuti talukeni kuli munyina uuli onse uuwikala mubunaŋani, kabili uushikala ukulingana namafundisyo mwapokelele ukufuma kuli fwebo.
3503070068	Pantu imwe mwebene mwalisiba fintu mufwile ukulatupasyanya, pantu tatwali banaŋani lintu twali namwebo,
350308009b	tatwalilepo umukate wamuntu uuli onse ukwabula ukulipa, lelo twalebombesya kabili twalebomba ubusiku nakasuba pakuti twiba ikisendo ku uli onse pali mwebo.
350309008e	Tepamulandu wakweba ati tatwakwata isyo nsambu, isyakuti muletutungilila, lelo nipamulandu wakumipela ikilangililo ikisuma ikyakulatupasyanya.
35030a0060	Pantu nelyo twali namwebo, twalimipele iki ikipope ukuti, “Uwakana ukubomba nokulya elalya”.
35030b0056	Pantu tulomfwa ukuti bamo pali mwebo banaŋani, tababomba inkito baikalilafye ulwambo.
35030c008b	Nomba abantu bapalefyo tulabakonkomesya kumaka ya Mfumu Yesu Klistu ukuti balekita fintu bafwile ukulakita pakuti balepanga ubwikasi bwabo.
35030d0030	Mweba bwananyina, mwilatendwa ukulakita ifisuma.
35030e008c	Ngyakyakuti uuli onse akana ukukonka fintu twalanda muli iyi inkalata, mumwisibe bwino uyo muntu kabili mwilasangwa nao, pakuti abe nensoni.
35030f0039	Mwilamumona ngo mulwani wenu, lelo mulemusoka ngamunonko.
3503100073	Nomba lekeni Imfumu yamutende iyine, imipe umutende munsita syonse kabili namusila yonse. Imfumu ibe namwebo bonse.
3503110056	Nebo ne Paulo nalemba aya amaposyo namaboko yandi. Ngekisibilo ku nkalata sintu nemba.
350312003b	Ukusenaminwa kwa Mfumu yesu Yesu Klistu kube namwebo bonse.
3b00000006	Yakobo
3b0101007c	Ninebo Yakobo, umubomfi wakwa Lesa ne Mfumu Yesu Klistu namiposya mwemikowa ikumi limo nasibili isyasalangana ifyalo fyonse.
3b0102004b	Mwebabwananina mulekimona ngesyuko amakyusi ya misango misango ngayamisila,
3b01030048	pantu mwalisiba ukuti ukwesiwa kwa kitetekelo kyenu kuleta ukusipikisya.
3b01040083	Lekeni ukusipikisya kupwisye umulimo wakuko, pakweba ati muleba abakula, kabili abapwililika ukwabula ukubulisya akantu nangu kamo.
3b0105007d	Umo pali mwebo ngaabulisya amano, alombe kuli Lesa ukuti amupele. Lesa nao uupelesya nensansa kuli onse uwamulomba akamupela.
3b01060089	Lelo pakulomba afwile aketekela ukwabula ukutwisika, pantu onse uutwisika aba nge bimbi lya pali bemba ili sunkanisiwa nokupitwa nomwela.
3b01070043	Umuntu uutwisika eenekela ukupokelela ikintu ikili kyonse ku Mfumu.
3b01080051	Abafye uwabula ukusininkisya fintu ali nokukita, imilangwe yakwe yaluka alukafye.
3b01090047	Uwabwananyina umupina afwile ukumfwa bwino palifintu Lesa amukindamika.
3b010a006b	Nomukankala nao afwile ukumfwa bwino pali fintu Lesa amupoka ubukindami, pantu akalukuta ngeluba lya kyani.
3b010b00c6	Pantu akasuba katula akabalikisya, nekikabilila kilenga ikyani ukuma. Amaluba ya kyani yalalukuta nokuyemba kwapwa. Mu musango umo wine efintu nomukankala akonaulwa pansita apamfiwe namakwebo yakwe.
3b010c0080	Alisyuka umuntu uusipikisya mu mesyo. Pantu ngakimfya amakyusi akapokelela ikilambu kya mweo kintu Lesa alaya abantu abamutemwa.
3b010d008e	Ngamwatunkwa, peba nangu umo uufwile ukulanda ati, “Lesa antunka.” Pantu Lesa tekuti atunkwe ku mubifi kabili nao tekuti atunke uuli onse.
3b010e0044	Lelo umuntu atunkwa lintu ulunkumbwa lwakwe lwamongola no kumukwata.
3b010f0059	Elo ulunkumbwa ngalwaimita lufyala ulubembu, kabili no lubembu nga lwakula lufyala imfwa.
3b0110001f	Ala mwilabepwa mwe bwabananina!
3b0111009b	Ifyabupe fyonse ifisuma kabili ifyapwililika fifuma ku mulu. Fifuma kuli Tata uwabumba ifya mumulu ifipela ulubuuto. Uusyaluka ngekinsingwa kilesyunguluka.
3b01120075	Lesa umwine ku kufwaya kwakwe ewatufyele kwi siwi lyakwe ilyakisinka pakuti tube abantansi pa fibumbwa fyakwe fyonse.
3b01130078	Isibeni iki mwebabwananina abatemwikwa! Umuntu onse alingile ukuba uwayanguka ukumfwa, lelo uukokola ukulanda nokufulwa.
3b0114003a	Ukufulwa kwa muntu takuleta ubulungami buntu Lesa akabila.
3b011500a1	Talukeni ku fyakowela fyonse ne misango ibi yonse mukili nayo. Mulenakila Lesa nokupokelela amasiwi yakwe yantu abyala mu mitima yenu ayaba namaka yakumipususya.
3b01160055	Mwilaibepa pakupelelafye mukumfwa amasiwi yakwa Lesa lelo mulekita nafintu yalemyeba.
3b0117005d	Onse umfwafye amasiwi lelo takita fintu yalanda, aba ngomuntu uwailolesya pamenso mwigilashi.
3b01180040	Kabili lintu aimona aya, kabili palya pene ailaba fintu amoneka.
3b011900c8	Lelo onse uulolekesya mu Mafunde ayapwililika. Amafunde ayalenga umuntu ukuba umuntungwa, kabili atwalilila ukwabula ukuba komfwafye ulaba lelo kakita, akaba uwapalwa muli fyonse mumilimo yakwe yonse.
3b011a0078	Bonse abalanda ati nibakapepa, lelo tabasunga ululimi lwabo ninsi baibepafye abene nabukapepa bwabo buntu bwabula ubuyo.
3b011b009d	Bukapepa ubwalengama kabili ubusyakowela kuli Lesa nyubu, Kwafwa abana bansiwa naba mukamfwilwa muli fintu balekabila nokutalusya umuntu mukukowela kwisonde.
3b02010055	Mwe babwananina, abasumina mu Mfumu yesu Yesu Klistu iyabukata, mwilaba nakapatulula.
3b0202008d	Ngakyakuti umukankala uufwele imbala minwe ya golide nefyakufwala ifyayemba aisa mu ŋanda muntu mulongene elo nomupina uwasapula nao aisamo.
3b020300af	Ngamwapokelela bwino uufwele insalu isisuma mwamweba ukuti, “Ikala apa apaweme”, elo mwaeba umupina ukuti, “Webo keminine uko, nangu ati, soikale pansi mupepi nanebo,”
3b02040051	Busye ninsi tekapatulula mwakita? Busye ninsi temano ayabi mwabomfya mukupingula?
3b020500c1	Ufweni mwebabwananina abatemwikwa bandi! Busye Lesa tasala aba bantu abo abantu pano sonde beta ukuti bapina ukuba abakankala mukitetekelo? Abasala ukupyana ubufumu buntu Lesa alaya abamutemwa.
3b0206005d	Lelo mwebo mwafupula abapina. Busye tebakankala abamifyengelesya no kumitatanisinsya mufilye?
3b02070040	Busye tebasalula isina likindami ilyakwa Yesu lintu mwainikweko?
3b02080091	Nga kyakuti ikine kine mulakita ifunde ilikalamba ilya mumalembo yamusilo ilyakuti, “Uletemwa umubiyo nga fintu waitemwa,” ninsi mulalungika.
3b02090056	Lelo ngamulapatulula ninsi mulabembuka kabili namusangwa no mulandu wakutoba amafunde.
3b020a0061	Uyo onse usunga amafunde yakwa Lesa yonse elo atobapo limo, ninsi apanga umulandu wakutoba yonse.
3b020b0093	Pantu uwalandile ukuti, “Wilakita bukende,” ewalandile nokuti, “Wilaipaya.” Kansi ngataulekita bukende lelo uleipaya ninsi watoba amafunde.
3b020c0062	Imilandile yenu nemikitile yenu ileba nga bantu abalepingulwa ku mafunde ayalenga tube abantungwa.
3b020d0062	Pantu Lesa takomfwe luse pakupingula umuntu usyakwete uluse. Pantu uluse lwalikindama pabupingusi.
3b020e0097	Busye mwebabwananyina, bukumunsi bulimo umuntu ngalanda ukuti alikwata ikitetekelo nomba talebomba nangu kimo? Busye ikyo kitetekelo kuti kyamupususya?
3b020f004c	Nga kyakuti munyinenwe nangu nkansi yenu nasapula kabili takwete nefyakulya.
3b021000aa	Ngakyakuti umo pali mwebo alanda ukuti, “Mwende umutende, mulefwala mulekaba, mulelya muleikuta,” Lelo takitilepo nangu fimo pali fintu balekabila, busuma nsi bulimo?
3b02110056	Mu musango umo wine, ikitetekelo kyekafye ukwabula ukubombapo nangu fimo kintu kyafwa.
3b021200bf	Nomba umo kuti alanda ukuti, “webo naukwata ikitetekelo, nanebo ndabomba imilimo iisuma.” Ndanga ikitetekelo kyobe ikyabula imilimo, nanebo nalakulanga ikitetekelo kyandi mu milimo yandi.
3b0213006f	Mwasumina ukuti kwabafye Lesa umo mpo. Kisuma! Nengulu sine nasyo syasumina ifyo fine kabili situtuma nomwenso.
3b0214005f	We kipumbu kya muntu we! Ulimukufwaya nkulange ukuti ikitetekelo kyabula imilimo iisuma kyafye?
3b021500ab	Busye kinsi kyalengele Aburahamu ikikolwe kyesu abe uwalungama pamenso yakwa Lesa? Nipamulandu nemilimo isuma akitile lintu atuulile umwana wakwe Isaaki ilambo pa kipailo.
3b02160076	Mwamona ukuti ikitetekelo kyakwe nemilimo fyalebombela pamo, kabili nekitetekelo kyakwe kyapwililike kumilimo akitile.
3b021700c9	Kabili namalembo yafikilisye ayakuti, “Aburahamu asumine Lesa, kabili nekitetekelo kyakwe kyalengele Lesa ukumumona uwalungama pa kinso kyakwe.” Kabili Aburahamu aitilwe ukuti ni kibusa wakwa Lesa.
3b02180052	Mwamona ukuti abantu betwa abalungama pali fintu bakita, te pakitetekelofye kyeka.
3b021900c1	Epamo pene naku mwanakasi Rahabu kilende. Lesa amumwene uwalungama pa kinso kyakwe pali fintu akitile. Apokelele inengu sya bena Israeli sibili, asyafwilisyako nokufyuka ukubomfya insila simbi.
3b021a007a	Nga filya umubili wamuntu ufwa umupasi wamuntu nga wafumamo, efintu nekitetekelo kiba ikyafwa ngatakilebomba milimo isuma.
3b0301007f	Mwebabwananyina mwileka abengi pali mwebo babe bakafundisya. Pantu mwalisiba ati fwebo fwe bakafundisya tukapingulwa ukukilapo.
3b030200a9	Pantu fwebonse tulapanga ifilubo. Nomba umuntu uusilufyanya muli fintu alanda ninsi alipwililika. Kabili ninsi aba muntu uwakwata amaka yakutungulula umubili wakwe onse.
3b0303007e	Tubika ikela mukanwa kakwa kabalwe pakuti alekita fintu tulefwaya. Ngatwakita ifi tulenga kabalwe ukuya konse kuntu tulefwaya.
3b030400a3	Tontonkanyeni pakyombo. Nangu kikule syani, nangu kipiitwe nekimwela ikyakosa syani, kipindulwilwafye kukakafi akanono nokuya konse kuntu kensya wakyombo alefwaya.
3b030500af	Ululimi nalo efintu lwaba nangu lube kalundwa akanono akamubili, lulailumbanya ukuti lukita ifyakupapa. Tontonkanyeni fintu impanga iikalamba bayokyafye kuli kamulilo akanono.
3b030600ec	Ululimi nalo lwaba kwati mulilo. Pafilundwa fyamibili yesu, ululimi lwaba kwati kyalo ikyaisulamo ububi bonse, lusalanganya ububi mu mubili onse. Lutanda umulilo mu bumi bwesu bonse ubwa pano kyalo kabili lwena lufumya uyu mulilo kumbo.
3b0307007a	Umuntunse kuti ateeka imitundu yonse iya nama syampaanga, ifyoni, ifikulika nefyamuli bemba nakuba fyonse ifi tulafiteeka.
3b0308006e	Lelo tapali umuntunse uwingateeka ululimi. Ululimi talutuusya ku bubifi kabili lwaisulamo no busungu ubwipaya.
3b03090087	Ku lulimi tulalumbanisisyako Imfumu na Tata, nakabili ku lulimi lumolwine tulatipwililako abantu banensu ababumbwa mukyata kyakwa Lesa.
3b030a005d	Ku kanwa kamo kene kufuma ukutipwila no kulumbanya, mwebabwananina ifi tefintu kifwile ukuba.
3b030b0041	Busye kuti amensi ayasuma na yakikelekese yafuma pa kilambe kimo?
3b030c00a7	Mwebabwananina, busye umukunyu kuti watwala ifisabo fya miolife, nangu umwangasi ukutwala amakunyu? Ala tekuti ikilambe kya mensi ya kikelekese kifumye amensi ayasuma.
3b030d00bb	Ninani pali mwebo uwamano kabili uwailuka? Uyo afwile ukulanga ukuti wamano kabili muntu wailuka mumikitile yakwe isuma mu fintu akita, mukuikefya nokuba uwamano mulifyonse fintu alekita.
3b030e006d	Lelo mu mitima yenu ngamwalikwata umufimbila ngansi no kuitemwa, lekeni ukuyumfwilapo nangu ukukana ikisinka.
3b030f0059	Amano yamusango uyo, tayafuma ku mulu, lelo ya pano isonde, teyabumupasi lelo yakwa kiwa.
3b03100057	Pantu uko ukuli umufimbila nokuitemwa, ekuba nekimfulunganya ne misango yabubifi yonse.
3b031100b6	Lelo amano ayafuma kuli Lesa yena yaba ayasanguluka, yamutende, yamutembo no bufuke. Elo kabili yakwatisya uluse yakitafye ifisuma. Tayaba namunkisya kinani lelo yaiminina pakisinka.
3b03120063	Ukuba uwalungama pa kinso kyakwa Lesa, efisabo abasopa umutende basombola lintu babyala mu mutende.
3b0401006c	Busye ifilenga mulesosa nokulapusana fifuma kwisa? Busye temukukonkelela ulunkumbwa ululwisikana muli mwebo?
3b040200b4	Mulafwaya ukukwata ifintu nomba tamukwata, ekyo mulepailapo na bantu. Mufimbila ukukwata nomba tamukwata, eco mupusanina no kulwa. Ekyo tamukwatila nipamusango tamulomba kuli Lesa.
3b04030067	Ngamwalomba, tamupokelela pamusango mulomba na mapange ayabi. Mulomba ifintu fyakumisansamusya mwebene.
3b040400a6	Mwe bantu bafutatila Lesa mwe! Busye tamwaisiba ukuti ukuba bukibusa nesonde kuba ubulwani kuli Lesa? Kansi onse uwasala ukuba kibusa ne sonde aba mulwani wakwa Lesa.
3b040500a9	Mwilatontonkanya ukuti tefisinka ifyalembwa mu malembo ifilanda ukuti, “Lesa alitutemwisya ngansi kabili alatufwila ubukwa pamulandu no mupasi untu abika mulifwebo.”
3b04060092	Lelo atupela ukusenaminwa ukukalamba. Ekintu amalembo yalandila ukuti, “Lesa acincintila abafilumba lelo abaikefya bena alabakwatila ikikuku.”
3b04070037	Kansi mulenakila Lesa. Mule ansya Kiwa nao akamibutuka.
3b0408007b	Palamineni kuli Lesa nao akapalama kuli mwebo. Mwe babembu sambeni iminwe yenu! Sangululeni imitima yenu mweba myalu myalu.
3b0409005e	Beni nobulanda, lileni nokuloosya. Lekeni inseko syenu syaluke imisowa nensansa sibe ubulanda.
3b040a0033	Muleikefya pa kinso kya Mfumu, nayo ikamisansabika.
3b040b00dc	Mwebabwananyina mwila ambana. Onse uwalanda ifibi pali munyina nokumupingula, ninsi alanda ifibi pa mafunde yakwa Lesa no kuyapingula. Kansi ngawapingula amafunde yakwa Lesa ninsi tauleyanakila iyoo lelo uleyapingulafye.
3b040c0076	Kwabafye umo kapela wamafunde kabili kapingula, uwingapususya nokulofya. Nomba busye niwebo nani uwakupingula umubiyo?
3b040d00a6	Umfweni nomba mwebalanda ukuti, “Lelo nangu mailo, tukaya kuli uyu nangu kuli ulya musumba. Tukayapwako umwaka umo, tuyapanga amakwebo nokupanga ulupiya ulwingi.”
3b040e0095	Tamwaisiba fintu ubwa mailo bukaba. Tamwaisiba ngamukaba abomi. Mwebo mwabafye nga fube fube uumoneka pa kasitafye akanono, kabili mwaluba pantu ele.
3b040f0064	Fintu mulingile ukulalanda nifi, “Imfumu nga yafwaya tukaba abomi kabili tukakita ifi na filya.”
3b0410005a	Nomba mwebo muupanga ifilumba nokulayumfwa. Ukuyumfwa konse ukwamusango uyu kuntu kwabipa.
3b0411005e	Kansi umuntu onse uwaisiba ifisuma fintu afwile ukukita, nomba takita, ninsi lubembu kuli ena.
3b0501005e	Umfweni mwe bakankala, lileni ifilamba, mwangwilepo nemisowa pamusango na makyusi ayalamisila.
3b0502003e	Ifyuma fyenu nafibola, kabili nensalu syenu nasiliwa ku buswa.
3b050300ac	Golide na Silufele yenu nafikwata indalawa. Nesi ndalawa sikaba ekambone wakumisinina. Sikalya imibili yenu kwati mulilo. Mwebo namuitulikila ifyuma munsiku syakulekelesya.
3b050400ad	Moneni ifilambu mwafililwe ukupela ababomfi abalebomba mu mabala yenu filelilila palimwebo. Imisowa syabalesombola mu mabala yenu, nasifika mu matwi yakwa Lesa Wamaka yonse.
3b05050082	Mubwikasi bwenu ubwa pano isonde mwaleposa ulupiya pa fyakuisansamusya mwebene mweka, nokuilemena. Namuinya mubusiku ubwakwipaiwa.
3b05060052	Mupingwila abantu bakaele imilandu nokubepaya mulabepaya, nabo tabakanako nakalya.
3b050700da	Mwebabwananyina muleteka imitima mpaka nalintu Imfumu ikabwela. Moneni fintu umulimi ateka umutima pakulolela, ifisabo ifisuma fikule fipye mwibala lyakwe. Ateka umutima nokulolela imfula yakubalilapo ne yakulekelesya.
3b0508005c	Nemwe bene muleteka imitima nokwiminina abakonsa ndi, pamusango ukwisa kwa Mfumu nakupalama.
3b0509006c	Mwebabwananyina, mwilaisosya pali fintu umubiyo akita, pakuti mwikapingulwa. Moneni Kapingula ali pa mwinsi.
