010000000a	Yaritilish
051c1a0088	Ölükliringlar asmandiki barliq uchar-qanatlar bilen yer yüzidiki haywanlargha yem bolidu; ularni heydiwétidighan héchkim chiqmaydu.
051c1b0069	Perwerdigar séni Misirdiki saqaymas yara-chaqiliri, chiqan-hürrekler, temretke, qichishqaq bilen uridu.
051c1c0040	Perwerdigar séni sarangliq, korluq we parakendilik bilen uridu.
051c1d00d7	Sen küpkündüzde kor kishi qarangghuda temtiligendek temtilep yürisen, barliq yolliring aqmaydu; sen kündin-kün’ge peqet zulum bilen bulangchiliqqa uchrighuchi bolisen, séni qutquzidighan héchkim chiqmaydu.
051c1e0094	Sen bir xotun bilen wedileshseng bashqa bir adem uning bilen yatidu; öyni salsang uningda olturalmaysen, tek tikken bolsang méwisini yéyelmeysen.
051c1f00f9	Kalang közliringning aldida soyulidu, lékin göshidin yéyelmeysen; qarap turup éshiking sendin bulap kétilidu, sanga yénip kelmeydu. Qoyliring düshmenliringning qoligha chüshüp kétidu, ularni yandurup kélishke yardemge héchkim chiqmaydu.
051c2000a9	Oghul bilen qizliring bashqa bir elning qoligha chüshüp, közliring pütün kün ulargha telmürüsh bilen charchaydu; lékin qolung ularni qutquzushqa amalsiz qalidu.
051c210092	Yéringning mehsulatliri bilen emgikingning barliq méwisini sen tonumaydighan bir el yep kétidu; sen barliq künliringde ézilip zulum tartisen;
051c220037	Közliring körgen ishlardin sen sarang bolup kétisen.
051c230080	Perwerdigar séni tapiningdin choqqangghiche, tizing bilen pachaq-putliringghiche saqaymas dehshetlik yara-chaqilar bilen uridu.
051c2400cb	Perwerdigar séni öz üstüngge tikligen padishahinggha qoshup özüng we ata-bowiliring tonumighan bir elge tutup béridu. Sen shu yerde turup yaghach we tashtin yasalghan bashqa ilahlargha choqunisen.
051c250079	Sen Perwerdigar séni élip baridighan hemme eller arisida wehime, söz-chöchek we tapa-tenining obyékti bolup qalisen.
051c26006e	Sen étizliqqa bérip köp uruq chachisen, lékin chéketkiler ularni yep kétip, uningdin az yighip kélisen.
051c27006e	Tallarni tikip perwish qilsangmu, ularni qurtlar yep kétip, ne méwisini yighalmaysen, ne sharab ichelmeysen.
051c2800a5	Zéminingning her yéride zeytun baghliring bolsimu, uning méyi bilen bediningni mesihlep mayliyalmaysen; chünki derexlerdiki méwiler pishmayla chüshüp kétidu.
051c290065	Oghul we qiz perzent körsengmu, lékin ular yéningda turmaydu; chünki ular sürgün bolup kétidu.
051c2a005d	Séning herbir derixing bilen yéringning barliq mehsulatlirini chéketkiler özining qilidu.
051c2b0067	Aranglarda turuwatqan musapir sendin barghanséri üstün bolup, sen barghanséri töwen bolup qalisen.
051c2c0066	U sanga qerz bergüchi bolidu, emma sen uninggha qerz bérelmeysen. U bash bolidu, sen quyruq bolisen.
051c2d00ce	Sen Perwerdigar Xudayingning awazigha qulaq salmay, U sanga tapilighan emr we belgilimilerni tutmighining üchün bu lenetlerning hemmisi sen halak qilin’ghuche séni qoghlap yétip, üstüngge chüshidu.
051c2e006f	Bu lenetler özüng we neslingning üstige menggülük chüshidighan möjizilik alamet we karamet bolup qalidu.
051c2f0066	Sen kengrichilikte shadliq we köngül xushluqi bilen Perwerdigar Xudayingning qulluqida bolmighachqa,
051c3000e8	buning ornigha sen achliq we ussuzluq, yalingachliq we her nersining kemchilikide bolup Perwerdigar sanga qarshi ewetidighan düshmenliringning qulluqida bolup qalisen; U séni halak qilghuche boynunggha tömür boyunturuqni salidu.
051c31008c	Perwerdigar yiraqtin, yeni yer yüzining chétidin sen tilini bilmeydighan, bürküttek shungghup kélidighan bir elni sanga qarshi ewetidu.
051c32006c	U elpazi esheddiy, qérilargha yüz-xatire qilmaydighan we yashlargha méhir körsetmeydighan bir el bolidu.
051c330103	U sen halak bolghuche, charwiliringning nesli bilen yéringning mehsulatlirini yep kétidu; chünki u séni yoqitip bolmighuche sanga ne ashliq, ne yéngi sharab, ne zeytun méyi, ne kalangning mozayliri ne qoy padiliringning qoziliridin bir némini qoymaydu.
051c34012a	Sen tayan’ghan pütkül zéminingdiki hemme égiz, mehkem sépilliring örülüp chüshküche, u pütkül zéminingdiki barliq derwaziliring aldigha kélip, séni qorshiwalidu; u Perwerdigar Xudaying sanga bergen zéminingning her yéridiki hemme derwaziliring aldigha kélip, séni qorshiwalidu.
051c3500ec	Shu waqitta düshmenliringning qistap kélishliri bilen bolghan qamal-qistangning azab-oqubetliri ichide, Perwerdigar Xudaying sanga ata qilghan, öz téningning méwisi bolghan oghulliringning göshini we qizliringning göshini yeysen.
051c3600b6	We shundaq boliduki, aranglardiki nazuk, intayin siliq-sipaye bir adem qérindishi, quchiqidiki ayali, shundaqla téxi tirik baliliridin qizghinip, ulargha yaman közi bilen qaraydu;
051c3700cd	shunga, düshmenliringning qamal-iskenjiside sen öz derwaziliring ichide qiynalghiningda héchnéme qalmighanliqi üchün, u özi yewatqan balilirining göshidin ularning héchqaysisigha azraqmu bermeydu.
051c3801af	Aranglardiki eslide nazuk we siliq-sipaye bolghan, siliq-sipayiliki we nazukluqidin puti bilen yerge desseshnimu xalimaydighan ayal quchiqidiki éri, oghul-qiz perzentliridin qizghinip, ulargha yaman közi bilen qaraydu; chünki düshmenliringning qamal-iskenjisi bilen sen öz derwaziliring ichide qiynalghiningda héchnerse qalmighachqa, u öz puti ariliqidin chiqqan bala hemrahi bilen özi tughqan balilirini yoshurunche yeydu.
051c3a009b	Sen bu kitabta pütülgen bu qanunning barliq sözlirige emel qilishqa köngül bölmiseng, Perwerdigar Xudayingning ulugh we heywetlik namidin qorqmisang,
051c3b00f6	Perwerdigar séning üstüngge chüshüridighan wabalar hem neslingning üstige chüshüridighan wabalarni ajayib qilidu; U dehshetlik, uzaqqa sozulidighan wabalarni we éghir, uzaqqa sozulidighan késellerni üstüngge we neslingge chüshüridu;
051c3c0068	Perwerdigar sen qorqidighan, Misirdiki barliq késellerni üstüngge chüshürüp, sanga chaplashturidu.
051c3d0087	Shuningdek bu qanuniy kitabta pütülmigen hemme késel we hemme wabanimu Perwerdigar taki sen halak bolghuche üstüngge chüshüridu.
051c3e00bc	Shuning bilen eslide asmandiki yultuzlardek nurghun bolsanglarmu, emdilikte az bir türküm kishiler bolup qalisiler; chünki siler Perwerdigar Xudayinglarning awazigha qulaq salmidinglar.
051c3f00e6	We shundaq boliduki, Perwerdigar ilgiri silerge yaxshiliq qilip, silerni awutqinidin söyün’gendek, U emdi silerni yoqitip halak qilidighinidin söyünidu; shuning bilen siler igileshke kiridighan zémindin yulup tashlinisiler.
051c4000dc	Perwerdigar silerni yer yüzining bu chétidin u chétigiche bolghan hemme ellerning arisigha tarqitidu; siler özünglar yaki ata-bowiliringlar tonumighan yaghach bilen tashtin yasalghan ilahlarning qulluqida bolisiler;
051c4100f5	Siler u ellerning arisida ne aram tapalmaysiler, ne tapininglar tirep turghudek héch mezmut jay bolmaydu; Perwerdigar belki shu yerde silerning könglünglarni ghuwalashturup titritip, közünglarni qarangghulashturup jéninglarni solashturidu.
051c420093	Siler qarap turup jéninglar qilda ésiqliqtek turidu; siler kéche-kündüz dekke-dükkide bolup jénimdin ayrilip qalarmenmu? — dep qorqisiler;
051c4300b2	könglüngni basqan wehime we parakendichilik we közliring körgen körünüshler tüpeylidin etigini: «Kashki kech bolsidi!», kechte bolsa: «Kashki etigen bolsidi!» deysen.
051c44010b	Perwerdigar silerge wede qilip: «Siler bu yolni ikkinchi yene körmeysiler» dégen shu yol bilen silerni kémige chüshürüp Misirgha yanduridu. Siler shu yerde düshmenliringlargha qul-dédek bolushqa özünglarni satisiler, lékin silerni alghili adem chiqmaydu.
051d0100b9	Töwendikiler Perwerdigar Israillar bilen ehde baghlash üchün Moab zéminida Musagha tapilighan sözlerdur. Bu ehde Perwerdigar ular bilen Horebde qilghan ehdidin bashqa bir ehde idi.
051d0200d5	Musa pütkül Israilni chaqirip ulargha mundaq dédi: «Siler Perwerdigarning Misir zéminida Pirewn’ge, uning barliq xizmetkarliri we zéminning hemme yéride köz aldinglarda néme ish qilghinini kördünglar,
051d030068	yeni shu chong apetler bilen ulugh möjizilik alamet we karametlerni öz közünglar bilen kördünglar.
051d040074	Lékin Perwerdigar silerge bügün’giche chüshen’güdek köngül, körgüdek köz we anglighudek qulaq bermidi.
051d050099	Men qiriq yil silerni bayawanda yéteklep yürdüm; shu waqitlarda üstünglardiki kiyimliringlar konirimidi, putunglardiki keshinglarmu konirap ketmidi.
051d060095	Xuda Özining silerning Perwerdigar Xudayinglar ikenlikini bilsun dep, silerge yéyishke nan, ichishke sharab yaki küchlük ichimlik nésip qilmidi.
051d0700a4	Siler bu jaygha yétip kelgininglarda Heshbonning padishahi Sihon bilen Bashanning padishahi Og biz bilen jeng qilghili chiqti; emma biz ularni urup meghlup qilduq;
051d08006b	biz ularning zéminlirini élip Rubenler bilen Gadlar we Manassehning yérim qebilisige miras qilip berduq.
051d09006b	Emdi siler hemme ishliringlarda rawaj tépish üchün bu ehdining sözlirini tutup, ulargha emel qilinglar.
051d0a0076	Bügün hemminglar — kebile bashliqliringlar, aqsqalliringlar, emeldarliringlar, shuningdek Israilning hemme erliri,
051d0b00c5	kichik baliliringlar, ayalliringlar, chédirgahinglarda turuwatqan musapirlar, shundaqla otun kesküchiliringlar we su toshughuchiliringlarmu, hemminglar Perwerdigarning aldida hazir turuwatisiler;
051d0c00a5	meqset shuki, Perwerdigar Xudayinglarning ehdisige, yeni Perwerdigar Xudayinglar bügün silerge bergen qesimi bilen baghlighan ehdige daxil bolushunglar üchündur,
051d0d00c4	We shuning bilen teng U silerni bügün Özige xas bir xelq qilip silerge wede qilghinidek, ata-bowiliringlargha, yeni Ibrahim, Ishaq we Yaqupqa qilghan qesimi boyiche özi silerge Xuda bolushtur.
051d0e0039	Lékin men bu ehde we qesemni yalghuz siler bilenla emes,
051d0f00b0	belki bügün biz bilen bu yerde Perwerdigar Xudayimizning aldida turuwatqanlar, shundaqla bügün bu yerde biz bilen birge bolmighan kishilerning hemmisi bilenmu tüzüshimen.
051d10008d	(chünki siler bizning Misir zéminida qandaq turghanliqimiz we sepirimizde ellerning otturisidin qandaq ötüp kelginimizni obdan bilisiler;
051d110089	Siler ularning arisidiki yirginchlik nersilerni, ularning arisidiki yaghach, tash, altun we kümüshtin yasalghan butlarni kördünglar).
051d12014b	Ehdining meqsiti bolsa, silerning aranglardiki herbir er, herbir ayal, herbir aile we herbir qebililiringlardin bügün köngli Perwerdigar Xudayimizdin yénip, shu ellerning ilahlirining qulluqigha kirip kétidighan héch kishi bolmisun, shundaqla aranglarda öt süyi we emen chiqiridighan yiltiz peyda bolup qalmisun üchündur.
051d130119	Derweqe shundaq boliduki, shu lenet sözlirini anglighanda öz könglide öz-özini bext-beriketlik sanap: «Men qanche bashbashtaqliq bilen mangsammu, tinch-amanliqta turuwérimen», dégüchi shundaq bir kishi bolidu; netijide, nem yermu changqaq yerge oxshashla weyran qilinidu.
051d1400f2	Perwerdigar mundaq kishini epu qilmaydu, belki Perwerdigarning ghezipi bilen otluq qehri tütündek shu kishige chüshidu; bu kitabta pütülgen hemme lenetler uning béshigha chüshidu; Perwerdigar uning ismini asmanning tégidin öchüridu.
051d150092	Perwerdigar bu qanun kitabida pütülgen ehdining hemme lenetliri boyiche Israilning barliq qebililiridin uni ayrip chiqip, apetke muptila qilidu.
051d1600c7	Kelgüsi dewr bolsa, yeni silerdin kéyin chiqidighan baliliringlar we shundaqla yiraq yurttin kelgen musapirlar Perwerdigar shu zéminning üstige ewetken balayi’apetler bilen késellerni köridu;
051d1700f7	Perwerdigar ghezipi we qehri bilen weyran qilghan Sodom, Gomorra, Admah we Zeboimlarning weyranchiliqidek zéminning hemme yéri günggürtliship, shorliship, köyüp ketkinini, tériqchiliqmu, hosulmu bolmighinini, ot-chöpmu ünmiginini köridu;
051d1800aa	buni körgenler, hetta hemme el-yurt: «Némishqa Perwerdigar bu zémin’gha mundaq qilghandu? Némishqa Uning ghezipi shunche qattiq, esheddiy bolghandu?» dep soraydu;
051d1900a0	andin ulargha jawab bérilip: «Ular ata-bowilirining Xudasi Perwerdigarning ularni Misir zéminidin qutquzup chiqarghinida ular bilen békitken ehdini tashlap,
051d1a0082	bérip ularning nésiwisi bolmighan, özimu tonumighan ilahlarning qulluqigha kirip, ulargha choqun’ghini üchün shundaq boldi.
051d1b007f	Mana bu sewebtin Perwerdigarning ghezipi bu zémin’gha tutiship, bu kitabta pütülgen hemme lenetni uning üstige keltürdi.
051d1c0080	Shuning üchün Perwerdigar ghezep, achchiq we zor qehr bilen ularni yurtidin yulup, bashqa bir yurtqa tashlidi» — déyilidu.
051d1d00c5	Herbir yoshurun sirlar bolsa Perwerdigar Xudayimizningkidur; lékin herqandaq ashkarilan’ghan wehiyler bolsa bu qanunning sözlirige emel qilishimiz üchün ebedgiche biz we balilirimizningkidur.
051e0100e1	We shundaq boliduki, bu barliq ishlar, yeni men séning aldingda qoyghan bu beriket bilen lenet béshinggha chüshkinide, Perwerdigar Xudaying séni heydiwetken ellerning arisida turup bularni ésingge élip köngül bölüp,
051e0200c2	özüng we baliliring Perwerdigar Xudayingning yénigha yénip Uning awazigha qulaq sélip, men bügün sanga emr qilghan barliq ishlargha pütün qelbing we pütün jéning bilen itaet qilsang,
051e030096	shu chaghda Perwerdigar Xudaying séni sürgünlüktin qayturup, sanga ichini aghritip, Perwerdigar Xudaying Özi heydiwetken ellerdin yighip kélidu.
051e04008f	Gerche aranglardin hetta asmanlarning chétigichimu heydilip ketkenler bolsimu, Perwerdigar Xudaying séni shu yerdin yighip jem qilip kélidu.
051e0500b3	Perwerdigar Xudaying séni ata-bowiliringning teweliki bolghan zémin’gha keltüridu we sen uni igileysen; U sanga yaxshiliq qilip ata-bowiliringning sanidin ziyade köp qilidu;
051e0600b7	Perwerdigar Xudayingni pütün qelbing, pütün jéning bilen söyüshke Perwerdigar Xudaying qelbingni we nesilliringning qelbini xetne qilidu; shuning bilen siler hayat yashaysiler.
051e0700b7	Shundaqla Perwerdigar Xudayinglar bu hemme lenetlerni düshmenliringlarning üstige, silerge nepretlinidighanlarning üstige, silerge ziyankeshlik qilghanlarning üstige chüshüridu.
051e080090	Siler bolsanglar yénip kélip Perwerdigar Xudayinglarning awazigha qulaq sélip, men bügün silerge tapilighan hemme emrlirige emel qilisiler.
051e090143	Shundaq qilsanglar, Perwerdigar Xudayinglar qolliringlarning hemme ishida, bedininglarning méwisini, charpay malliringlarning méwisini we yéringning méwisinimu awutup silerni zor yashnitidu. Chünki Perwerdigar silerning ata-bowiliringlargha yaxshiliq qilishtin söyün’gendek, silerge yaxshiliq qilishtin söyünidu.
051e0a00ea	Siler Perwerdigar Xudayinglarning awazigha qulaq sélip, bu qanun kitabida pütülgen emrler bilen belgilimilerni tutup, pütün qelbinglar, pütün jéninglar bilen Perwerdigar Xudayinglarning teripige burulsanglarla, shundaq bolidu.
051e0b0062	Chünki men bügün sanga tapilighan bu emr sen üchün karamet ish emes yaki sendin yiraqmu emes.
051e0c00b0	Bu emr asmanning üstide emes, séning: «Bizning uninggha emel qilmiqimiz üchün kim asman’gha chiqip uni élip chüshüp bizge anglitidu?» déyishingning hajiti bolmaydu.
051e0d00c4	We shuningdek bu emr déngizning u teripidimu emestur, séning: «Bizning uninggha emel qilmiqimiz üchün kim déngizdin ötüp, uni élip kélip bizge anglitidu» déyishingning hajiti bolmaydu.
051e0e006e	Chünki bu söz bolsa uninggha emel qilmiqing üchün sanga bek yéqin, yeni aghzingda we könglüngde bardur.
051e0f0054	Mana, men bügün aldinglarda hayat bilen yaxshiliq, ölüm bilen yamanliqni qoydum;
051e10014c	chünki özüm sanga höküm bérip: — Siler Perwerdigar Xudayinglarni söyüp, Uning yollirida méngip, emrliri, belgilimiliri hem hökümlirige emel qilinglar, dep bügün silerge tapilidim; shundaq qilsanglar siler yashap awup, uni igileshke kiridighan zémin’gha barghininglarda Perwerdigar Xudayinglar silerni beriketleydu.
051e110072	Lékin eger könglüngni tetür qilip, qulaq salmay azdurulup, bashqa ilahlargha bash urup choqun’ghili tursang,
051e1200c6	men shuni bügün silerge agahlandurup éytip qoyayki, siler halak bolmay qalmaysiler; siler uni igileshke Iordan deryasidin ötüp baridighan zémin’gha kirgininglarda uzun ömür körelmeysiler.
051e1300c5	Men bügün hayat bilen ölümni, beriket bilen lenetni aldingda qoyghinimgha asman bilen zéminni üstüngge guwah bolushqa chaqirimen; emdi özüng we nesling yashay désenglar, hayatni talliwal;
051e140136	Perwerdigar Xudayingni söyüp, Uning awazigha qulaq sélip, Uninggha baghlan’ghin; chünki U Özi séning hayating we ömrüngning uzunluqidur; chünki shundaq qilsang Perwerdigar ata-bowiliring bolghan Ibrahim, Ishaq we Yaqupqa: «Men silerge uni bérimen» dep qesem qilip wede qilghan zéminda turisen».
051f01002d	Andin Musa bérip hemme Israilgha söz qildi;
051f0200b2	u mundaq dédi: «Men bügün bir yüz yigirme yashqa kirdim; emdi silerge serdar yaki bashlighuchi bolalmaymen. Perwerdigar manga: Sen bu Iordan deryasidin ötmeysen, dégenidi.
051f0300f4	Lékin Perwerdigar Xudayinglar Özi silerni yéteklep [deryadin] ötüp, bu ellerni aldinglarda weyran qilidu; shuning bilen ularning mal-mülkini igileysiler; Perwerdigarning éytqinidek, Yeshua silerning aldinglarda bashlap [deryadin] ötidu.
