0100000008	1 Mojzes
0306160084	To naj daruje duhovnik izmed njegovih sinov, ki je maziljen namesto njega. To je zakon na veke Gospodu; ta naj bo v celoti sežgana.
030617005e	Kajti vsaka jedilna daritev za duhovnika naj bo v celoti sežgana. Le-ta naj ne bo pojedena.«
0306180026	Gospod je spregovoril Mojzesu, rekoč:
03061900b7	»Govôri Aronu in njegovim sinovom, rekoč: ›To je postava daritve za greh pred Gospodom. Na kraju, kjer je zaklana žgalna daritev, bo zaklana daritev za greh. To je najsvetejše.
03061a0074	Jedel jo bo duhovnik, ki jo daruje za greh. Pojedena bo na svétem kraju, na dvoru šotorskega svetišča skupnosti.
03061b00b9	Karkoli od tega se bo dotaknilo mesa, naj bo svéto, in ko je kri od te daritve poškropljena na kakršnokoli obleko, boš na svétem prostoru opral to, po čemer je bila poškropljena.
03061c008a	Toda lončena posoda, v kateri je skuhana, naj bo razbita, in če je skuhana v bronastem loncu, naj bo tako odrgnjena kakor pomita v vodi.
03061d0043	Vsi moški izmed duhovnikov bodo jedli od tega. To je najsvetejše.
03061e00b6	Nobena daritev za greh, od katere je kakršnakoli kri prinesena v šotorsko svetišče skupnosti, da se z njo pobota na svétem kraju, naj ne bo pojedena. Ta naj bo sežgana v ognju.
0307010041	Prav takšna je postava daritve za prestopek. To je najsvetejše.
030702007d	Na mestu, kjer koljejo žgalno daritev, bodo zaklali daritev za prestopek in njeno kri bodo poškropili naokoli nad oltarjem.
0307030053	Od tega bo daroval vso njeno tolščo; tolsti rep in tolščo, ki pokriva drobovje,
0307040076	dve ledvici in tolščo, ki je na njiju, ki je ob bokih in opno, ki je nad jetri, z dvema ledvicama, to bo vzel proč.
0307050063	Duhovnik jih bo sežgal na oltarju za daritev, ognjeno daritev Gospodu. To je daritev za prestopek.
0307060066	Vsak moški med duhovniki naj od tega jé. To naj bo pojedeno na svétem prostoru. To je najsvetejše.
030707007d	Kakor je daritev za greh, tako je daritev za prestopek. Zanju je ena postava. Duhovnik, ki s tem opravlja spravo, bo to imel.
0307080080	Duhovnik, ki daruje žgalno daritev kateregakoli človeka, torej duhovnik, bo zase imel kožo žgalne daritve, ki jo je daroval.
0307090088	Vsa jedilna daritev, ki je spečena v peči in vse, kar je pripravljeno v ponvi za cvrtje in v ponvi, naj bo od duhovnika, ki jo daruje.
03070a0068	Vsako jedilno daritev, pomešano z oljem in suho, naj imajo vsi Aronovi sinovi, eden toliko kakor drugi.
03070b0046	To je postava žrtvovanja mirovnih daritev, ki jih bo daroval Gospodu.
03070c00d3	Če jo daruje za zahvaljevanje, potem naj jo daruje z žrtvijo zahvaljevanja nekvašenih kolačev, umešanih z oljem in nekvašenih vafljev, pomazanih z oljem in ocvrtih kolačev, umešanih z oljem iz fine moke.
03070d0061	Poleg kolačev bo za svoj dar daroval kvašen kruh z zahvalno žrtvijo njegovih mirovnih daritev.
03070e008d	Od tega naj daruje enega od celotnega daru za vzdigovalno daritev Gospodu in to naj bo od tistega duhovnika, ki škropi kri mirovnih daritev.
03070f0091	Meso žrtvovanja njegovih mirovnih daritev za zahvaljevanje naj bo pojedeno istega dne, kot je bilo darovano; nič od tega naj ne pusti do jutra.
03071000bb	Toda če je žrtvovanje njegove daritve prisega ali prostovoljno darovanje, naj bo to pojedeno istega dne, kot daruje svojo klavno daritev in tudi naslednji dan naj se njen ostanek pojé.
030711004a	Toda preostanek mesa klavne daritve naj bo na tretji dan sežgan z ognjem.
03071200d6	Če bo karkoli od mesa žrtvovanja njegovih mirovnih daritev pojedeno tretji dan, ne bo sprejeto niti ne bo pripisano tistemu, ki je to daroval. To bo ogabnost in duša, ki od tega jé, bo nosila svojo krivičnost.
0307130094	Meso, ki se dotakne katerekoli nečiste stvari naj ne bo pojedeno; sežgano naj bo z ognjem. Kar se tiče mesa, vsi, ki so čisti, naj od tega jedo.
03071400a2	Toda duša, ki jé od mesa žrtvovanja mirovnih daritev, ki pripadajo Gospodu, ima na sebi svojo nečistost, celo ta duša naj bo iztrebljena iz svojega ljudstva.
030715011f	Še več, duša, ki se bo dotaknila katerekoli nečiste stvari, kakor je nečistost človeka ali kakršnekoli nečiste živali ali kakšne gnusne nečiste stvari in jé od mesa žrtvovanja mirovnih daritev, ki pripadajo Gospodu, celo ta duša naj bo iztrebljena iz svojega ljudstva.‹«
0307160026	Gospod je spregovoril Mojzesu, rekoč:
0307170068	»Govôri Izraelovim otrokom, rekoč: ›Vi ne boste jedli nobene vrste tolšče od vola, ovce ali koze.
03071800b4	Tolšča živali, ki je sama od sebe poginila in tolšča od tega, kar so živali raztrgale, je lahko uporabljena na katerikoli drug način, toda vi od tega nikakor ne boste jedli.
030719009a	Kajti kdorkoli jé tolščo živali, od katerih ljudje darujejo ognjeno daritev Gospodu, celo duša, ki to jé, naj bo iztrebljena izmed svojega ljudstva.
03071a007b	Še več, vi ne boste jedli nobene vrste krvi, bodisi od perjádi ali od živine, v kateremkoli izmed svojih prebivališč.
03071b006a	Katerakoli duša, ki jé katerokoli vrsto krvi, celo ta duša naj bo iztrebljena iz svojega ljudstva.‹«
03071c0026	Gospod je spregovoril Mojzesu, rekoč:
03071d00a6	»Govôri Izraelovim otrokom, rekoč: ›Kdor daruje žrtvovanje svojih mirovnih daritev Gospodu, bo prinesel svoj dar Gospodu od žrtvovanja svojih mirovnih daritev.
03071e009a	Njegove lastne roke bodo prinesle Gospodove ognjene daritve, tolščo s prsmi. To bo prinesel, da bodo prsi lahko majane za majalno daritev pred Gospodom.
03071f0057	Duhovnik naj tolščo sežge na oltarju, toda prsi naj bodo od Arona in njegovih sinov.
030720005e	Desno pleče boste dali duhovniku za vzdigovalno daritev, žrtvovanje svojih mirovnih daritev.
0307210071	Tisti izmed Aronovih sinov, ki darujejo kri mirovnih daritev in tolščo, bodo imeli za svoj delež desno pleče.
03072200d0	Kajti prsi majanja in pleče vzdigovanja sem vzel Izraelovim otrokom izmed žrtvovanja njihovih mirovnih daritev in jih za vedno z zakonom dal duhovniku Aronu in njegovim sinovom izmed Izraelovih otrók.‹«
03072300aa	To je delež Aronovega maziljenja in maziljenja njegovih sinov izmed ognjenih Gospodovih daritev, na dan, ko jih je prinesel, da bi služil Gospodu v duhovniški službi;
0307240085	ki ga je Gospod zapovedal, da bi jim bil dan od Izraelovih otrók, na dan, ko jih je mazilil, z zakonom na veke skozi njihove rodove.
030725008f	To je postava žgalne daritve, jedilne daritve, daritve za greh, daritve za prestopek, uméstitvenih [daritev] in žrtvovanje mirovnih daritev,
0307260093	ki jih je Gospod zapovedal Mojzesu na gori Sinaj, na dan, ko je Izraelovim otrokom zapovedal, naj svoje darove darujejo Gospodu v Sinajski divjini.
0308010026	Gospod je spregovoril Mojzesu, rekoč:
030802007f	»Vzemi Arona in z njim njegove sinove, obleke, mazilno olje, bikca za daritev za greh, dva ovna in košaro nekvašenega kruha,
0308030045	in zberi skupaj ves zbor k vratom šotorskega svetišča skupnosti.«
0308040075	Mojzes je storil, kakor mu je Gospod zapovedal in zbor je bil zbran skupaj k vratom šotorskega svetišča skupnosti.
0308050053	Mojzes je rekel skupnosti: »To je stvar, ki jo je Gospod zapovedal, da se stori.«
030806003f	Mojzes je privedel Arona in njegove sinove ter jih umil z vodo.
03080700a0	Nadel mu je plašč, ga opasal s pasom, ga ogrnil s svečanim oblačilom, nanj položil efód in ga opasal s skrbno narejenim pasom efóda in ga s tem prevezal.
0308080042	Nanj je dal naprsnik. V naprsnik je položil tudi Urím in Tumím.
03080900a1	Turban je položil na njegovo glavo; tudi na turban, torej na njegov sprednji del, je položil zlato ploščico, svéto krono; kakor je Gospod zapovedal Mojzesu.
03080a0066	Mojzes je vzel mazilno olje in mazilil šotorsko svetišče in vse, kar je bilo v njem in to posvetil.
03080b0093	Od tega je sedemkrat poškropil po oltarju in mazilil oltar ter vse njegove posode, tako [okrogel] umivalnik kot njegovo vznožje, da jih posvéti.
03080c0045	Na Aronovo glavo je izlil mazilno olje in ga mazilil, da ga posvéti.
03080d008f	Mojzes je privedel Aronove sinove, nanje položil plašče, jih opasal s pasovi in nanje položil klobučke; kakor je Gospod zapovedal Mojzesu.
03080e0074	Privedel je bikca za daritev za greh. Aron in njegovi sinovi so svoje roke položili na glavo bikca daritve za greh.
03080f00bd	Zaklal ga je in Mojzes je vzel kri in jo s svojim prstom dal vsenaokrog na rogove oltarja in očistil oltar in kri izlil ob vznožju oltarja in ga posvetil, da bi na njem opravil pobotanje.
030810007d	Vzel je vso tolščo, ki je bila na drobovju, opno nad jetri, dve ledvici, njuno tolščo in Mojzes je to sežgal na oltarju.
030811007f	Toda bikca, njegovo kožo, njegovo meso in njegov iztrebek je z ognjem sežgal zunaj tabora; kakor je Gospod zapovedal Mojzesu.
0308120068	In privedel je ovna za žgalno daritev, Aron in njegovi sinovi pa so svoje roke položili ovnu na glavo.
030813003c	Zaklal ga je in Mojzes je kri poškropil naokoli po oltarju.
030814004e	Ovna je razrezal na koščke in Mojzes je sežgal glavo, koščke in tolščo.
03081500ba	Drobovje in noge je opral v vodi in Mojzes je celotnega ovna sežgal na oltarju. To je bila žgalna daritev v prijeten vonj in ognjena daritev Gospodu; kakor je Gospod zapovedal Mojzesu.
030816006b	Privedel je drugega ovna, ovna uméstitve, Aron in njegovi sinovi pa so svoje roke položili ovnu na glavo.
03081700a5	In on ga je zaklal. Mojzes je vzel od njegove krvi, jo pomazal na konico Aronovega desnega ušesa, na palec njegove desne roke in na palec njegovega desnega stopala.
03081800c7	Privedel je Aronove sinove in Mojzes je dal od krvi na konico njihovih desnih ušes in na palce njihovih desnih rok in na palce njihovih desnih stopal; in Mojzes je kri poškropil naokoli po oltarju.
0308190083	Vzel je tolščo, tolsti rep, vso tolščo, ki je bila na drobovju, opno nad jetri, dve ledvici in njuno tolščo ter desno pleče.
03081a00aa	Iz košare nekvašenega kruha, ki je bila pred Gospodom, je vzel en nekvašen kolač, kolač oljnatega kruha in en vafelj ter jih položil na tolščo in na desno pleče.
03081b0066	Vse to je dal na Aronove roke in na roke Aronovih sinov in jih majal za majalno daritev pred Gospodom.
03081c00a6	Mojzes jih je vzel iz njihovih rok in jih sežgal na oltarju nad žgalno daritvijo. To so bile uméstitvene [daritve] za prijeten vonj. To je ognjena daritev Gospodu.
03081d0099	Mojzes je vzel prsi in jih majal za majalno daritev pred Gospodom, kajti od ovna uméstitve je bil to Mojzesov delež; kakor je Gospod zapovedal Mojzesu.
03081e00fc	Mojzes je vzel od mazilnega olja in od krvi, ki je bila na oltarju in to poškropil na Arona, na njegove obleke, na njegove sinove in na obleke njegovih sinov z njim; in posvetil je Arona, njegove obleke, njegove sinove in obleke njegovih sinov z njim.
03081f00f4	Mojzes je rekel Aronu in njegovim sinovom: »Meso skuhajte pri vratih šotorskega svetišča skupnosti. Tam ga pojejte s kruhom, ki je v košari uméstitvenih [daritev], kakor sem zapovedal, govoreč: ›Aron in njegovi sinovi bodo to jedli.‹
030820003f	To, kar pa ostane od mesa in od kruha, boste sežgali z ognjem.
0308210094	Sedem dni ne boste šli od vrat šotorskega svetišča skupnosti, dokler dnevi vaše uméstitve ne bodo končani, kajti sedem dni vas bo uméščal.
0308220052	Kakor je storil ta dan, tako je Gospod zapovedal storiti, da za vas opravi spravo.
03082300b4	Zato boste sedem dni, dan in noč, ostajali pri vratih šotorskega svetišča skupnosti in se boste držali Gospodovega naročila, da ne umrete, kajti tako mi je bilo zapovedano.«
0308240060	Tako so Aron in njegovi sinovi storili vse stvari, ki jih je Gospod zapovedal po Mojzesovi roki.
0309010061	Na osmi dan se je pripetilo, da je Mojzes poklical Arona, njegove sinove in Izraelove starešine.
0309020084	Aronu je rekel: »Vzemi si mlado tele za daritev za greh in ovna za žgalno daritev, brez pomanjkljivosti in ju daruj pred Gospodom.
03090300a3	Izraelovim otrokom boš govoril, rekoč: ›Vzemite kozlička od koz za daritev za greh ter tele in jagnje, oba enoletna, brez pomanjkljivosti, za žgalno daritev.
0309040093	Tudi bikca in ovna za mirovno daritev, da žrtvujete pred Gospodom in jedilno daritev umešano z oljem, kajti danes se vam bo prikazal Gospod.‹«
0309050087	Pred šotorsko svetišče skupnosti so privedli to, kar je Mojzes zapovedal, in vsa skupnost se je približala ter stala pred Gospodom.
030906007a	Mojzes je rekel: »To je stvar, ki jo je Gospod zapovedal, da naj bi jo storili; in prikazala se vam bo Gospodova slava.«
03090700d0	Mojzes je rekel Aronu: »Pojdi k oltarju in daruj svojo daritev za greh in svojo žgalno daritev in opravi spravo zase in za ljudstvo in daruj dar ljudstva in opravi spravo zanje; kakor je zapovedal Gospod.«
0309080052	Aron je torej odšel k oltarju in zaklal tele za daritev za greh, ki je bilo zanj.
0309090084	Aronovi sinovi so k njemu prinesli kri, in svoj prst je pomočil v kri in jo dal na rogove oltarja in kri izlil ob vznožju oltarja.
03090a0072	Toda tolščo, ledvici in opno nad jetri daritve za greh je sežgal na oltarju, kakor je Gospod zapovedal Mojzesu.
03090b0032	Meso in kožo pa je sežgal z ognjem zunaj tabora.
03090c0067	Zaklal je žgalno daritev in Aronovi sinovi so mu podali kri, ki jo je poškropil naokoli nad oltarjem.
03090d0054	Podali so mu žgalno daritev, z njenimi kosi in glavo, in sežgal jih je na oltarju.
03090e0049	Opral je drobovje in noge ter jih sežgal na žgalni daritvi, na oltarju.
03090f007f	Prinesel je dar ljudstva in vzel kozla, ki je bil daritev za greh za ljudstvo in ga zaklal ter ga daroval za greh kakor prvega.
0309100043	Privedel je žgalno daritev in jo daroval glede na določen način.
030911006d	Prinesel je jedilno daritev in od nje vzel prgišče in to sežgal na oltarju poleg jutranje žgalne daritve.
0309120095	Za ljudstvo je zaklal tudi bikca in ovna za žrtvovanje mirovnih daritev, Aronovi sinovi pa so mu podali kri, ki jo je poškropil naokoli po oltarju,
030913005d	in tolščo bikca in ovna, tolsti rep in to, kar pokriva drobovje, ledvici in opno nad jetri.
0309140040	Tolščo so položili na prsi in tolščo je sežgal na oltarju.
030915005f	Prsi in desno pleče je Aron majal za majalno daritev pred Gospodom; kakor je zapovedal Mojzes.
030916008f	Aron je svojo roko vzdignil proti ljudstvu in jih blagoslovil in prišel dol od darovanja daritve za greh, žgalne daritve in mirovnih daritev.
0309170096	Mojzes in Aron sta odšla v šotorsko svetišče skupnosti in prišla ven ter blagoslovila ljudstvo in Gospodova slava se je prikazala vsemu ljudstvu.
0309180099	Tam je prišel ogenj izpred Gospoda in na oltarju použil žgalno daritev in tolščo. Ko je vse ljudstvo to videlo, so zavpili in padli na svoje obraze.
030a0100ba	Nadáb in Abihú, Aronova sinova, sta vsak izmed njiju vzela svojo kadilnico in vanju dala ogenj in nanju položila kadilo in pred Gospodom darovala tuj ogenj, katerega jim ni zapovedal.
030a02004b	In tam je izšel ogenj od Gospoda in ju použil in umrla sta pred Gospodom.
030a0300c5	Potem je Mojzes rekel Aronu: »To je to, kar je Gospod govoril, rekoč: ›Jaz bom posvečen v tistih, ki se mi približajo in pred vsem ljudstvom bom proslavljen.‹« In Aron je ohranil svoj mir.
030a0400ac	Mojzes je poklical Mišaéla in Elicafána, sinova Uziéla, ki je bil Aronov stric in jima rekel: »Pridita bliže, odnesita svoja brata izpred svetišča, ven iz tabora.«
030a05005e	Tako sta se približala in ju v njunih plaščih odnesla ven iz tabora; kakor je rekel Mojzes.
030a06011a	Mojzes je rekel Aronu ter Eleazarju in Itamárju, njegovima sinovoma: »Ne odkrijte svojih glav niti ne pretrgajte svojih oblačil, da ne bi umrli in da ne bi nad vse ljudstvo prišel bes, temveč naj vaši bratje, celotna Izraelova hiša objokujejo gorenje, ki ga je vžgal Gospod.
030a0700a8	Ne boste šli ven izpred vrat šotorskega svetišča skupnosti, sicer boste umrli, kajti Gospodovo olje maziljenja je na vas.« In storili so glede na Mojzesovo besedo.
030a080024	Gospod je spregovoril Aronu, rekoč:
030a0900ad	»Ne pij vina, niti močne pijače, ne ti, niti tvoji sinovi s teboj, ko greste v šotorsko svetišče skupnosti, da ne bi umrli. To naj bo zakon na veke skozi vaše rodove,
030a0a004f	da lahko postavite razliko med svétim in nesvetim in med nečistim in čistim,
030a0b0060	da lahko Izraelove otroke učite vseh zakonov, ki jim jih je Gospod govoril po Mojzesovi roki.«
