2800000006	Mateus
2a0e0a00fe	Em vez disso, quando você for convidado, sente-se no lugar menos importante, para que aquele que o convidou venha até você e diga: ‘Meu amigo, por favor, sente-se em um lugar melhor.’ Assim, você se sentirá honrado diante de todos os convidados.
2a0e0b0068	Pois, aqueles que se engrandecem serão humilhados, mas aqueles que se humilham serão engrandecidos.”
2a0e0c00fb	Em seguida, ele disse ao homem que o havia convidado: “Quando você oferecer um almoço ou um jantar, não convide os seus amigos, irmãos, parentes ou os seus vizinhos ricos, pois eles podem convidá-lo novamente e, assim, você seria recompensado.
2a0e0d0064	Em vez disso, quando você der um banquete, convide os pobres, os deficientes, os mancos e os cegos,
2a0e0e008d	e você será abençoado, pois eles não têm nada para lhe dar em recompensa, e você será pago quando os que fazem o bem ressuscitarem.”
2a0e0f009e	Quando um deles, que comia na mesa com Jesus, ouviu isso, disse a ele: “Como será maravilhoso para aqueles que irão sentar-se à mesa no Reino de Deus!”
2a0e10005a	Jesus respondeu; “Certa vez um homem preparou um grande banquete e convidou muita gente.
2a0e110083	Quando chegou a hora de comer, enviou o seu empregado para dizer a todos os convidados: ‘Venham, pois o banquete está pronto!’
2a0e120095	Mas, todos eles começaram a dar desculpas. O primeiro disse: ‘Comprei umas terras há pouco tempo e preciso ir vê-las. Por favor, desculpe-me!’
2a0e13008d	Outro disse: ‘Acabei de comprar dez bois e preciso ver como eles trabalham. Por favor, desculpe-me!’ Ainda outro deu a seguinte desculpa:
2a0e140032	‘Casei-me há pouco, então, não poderei ir.’
2a0e1500e9	O empregado voltou e contou ao seu patrão o que eles lhe tinham dito. O dono da casa ficou furioso e disse ao empregado: ‘Rápido! Saia pelas ruas e pelos becos da cidade e traga os pobres, os deficientes, os cegos e os mancos.’
2a0e160076	Então, o empregado disse: ‘Senhor, fiz o que você me disse para fazer, mas ainda há lugares que estão vazios.’
2a0e17009b	Então, o patrão disse ao empregado: ‘Vá pelas estradas e pelos caminhos rurais e convide a todos. Eu quero que a minha casa fique completamente cheia.
2a0e180059	Pois eu lhe digo que ninguém que eu tenha convidado antes provará o meu banquete.’”
2a0e190045	Grande multidões acompanhavam Jesus. Ele se virou para eles e disse:
2a0e1a00e0	“Se vocês querem me seguir, e não me amar mais do que ama o seu pai e a sua mãe, a sua esposa e os seus filhos, os seus irmãos e as suas irmãs, e até mesmo a sua própria vida, vocês não podem ser meus discípulos.
2a0e1b0050	Se não carregarem a sua cruz e me seguirem, não poderão ser meus discípulos.
2a0e1c009e	Se planejarem construir uma torre, vocês primeiro não precisam saber quanto isso custará, e ver se terão dinheiro o bastante para pagar pela construção?
2a0e1d008c	Caso contrário, se após colocarem o alicerce, vocês não forem capazes de terminá-la, todos que virem isso irão rir de vocês, dizendo:
2a0e1e0057	‘Olhem! Ele começou a construir, mas não teve dinheiro suficiente para terminar.’
2a0e1f00da	Que rei entra em guerra com outro rei sem primeiro sentar e consultar os seus conselheiros, para descobrir se ele e os seus dez mil homens podem vencer o seu oponente que marcha contra ele com os seus vinte mil homens?
2a0e200083	Se ele não puder vencer, enviará representantes para pedir um acordo de paz, enquanto o outro rei ainda estiver longe o bastante.
2a0e210062	Da mesma maneira, nenhum de vocês pode ser meu discípulo sem antes abrir mão de tudo o que tem.
2a0e22006e	O sal é bom, mas se ele perder o sabor, o que vocês poderão fazer para que ele volte a salgar os alimentos?
2a0e23008f	Ele não é bom nem para a terra e nem para ser usado como fertilizante. Ele é simplesmente jogado fora. Aquele que tem ouvidos, que ouça!”
2a0f01006e	Era comum os cobradores de impostos e outras pessoas de má fama virem para escutar o que Jesus tinha a dizer.
2a0f02008f	Por causa disso, os fariseus e os educadores religiosos reclamaram: “Este homem recebe bem pessoas de má fama e até mesmo come com elas.”
2a0f030041	Então, Jesus usou uma história para servir como exemplo a eles:
2a0f040094	“Imaginem que um homem tenha cem ovelhas e perde uma delas. Ele não deixa as noventa e nove no campo e procura a que se perdeu até encontrá-la?
2a0f050053	Quando ele a encontra, a coloca alegremente em seus ombros, para levá-la de volta.
2a0f060089	Quando ele chega em casa, reúne os seus amigos e os seus vizinhos e diz: ‘Venham comemorar comigo! Eu achei a minha ovelha perdida.’
2a0f070091	Eu lhes digo que há mais alegria no céu por um pecador que se arrepende do que por noventa e nove pessoas boas que não precisam se arrepender.
2a0f0800a3	Ou, pensem em uma mulher com dez moedas de prata que perdesse uma delas. Ela não acenderia um lampião e varreria a casa com muito cuidado até encontrar a moeda?
2a0f090093	Quando a encontrasse, ela reuniria seus amigos e seus vizinhos e diria: ‘Venham comemorar comigo! Eu achei a moeda de prata que tinha perdido.’
2a0f0a005c	Eu lhes digo que há alegria na presença dos anjos de Deus por um pecador que se arrepende.
2a0f0b002f	Jesus continuou: Certo homem tinha dois filhos.
2a0f0c0089	O mais jovem disse ao seu pai: ‘Pai, eu quero a minha parte da herança agora.’ Então, o homem dividiu os seus bens entre os filhos.
2a0f0d00a9	Alguns dias depois, o filho mais novo juntou tudo o que ele tinha e foi para um país distante. Lá, ele perdeu todo o seu dinheiro, vivendo de uma forma irresponsável.
2a0f0e007a	Depois que ele gastou tudo, o país em que ele estava foi atingido por uma severa falta de alimentos e ele estava faminto.
2a0f0f007d	Então, ele arranjou um trabalho com um dos donos de terra de lá, que o mandou para os seus campos para alimentar os porcos.
2a0f10006b	Ele estava com tanta fome que comeria até mesmo a comida dos porcos, mas ninguém lhe deu nada para comer.
2a0f11008f	Quando ele caiu em si, pensou: ‘Todos os trabalhadores do meu pai têm o bastante para comer. Então, por que eu estou morrendo de fome aqui?
2a0f120060	Eu irei voltar para a casa do meu pai, e lhe direi: Pai, eu pequei contra o céu e contra você.
2a0f130074	Eu não mereço mais ser chamado de filho por você. Por favor, trate-me como um dos seus empregados contratados.’
2a0f1400d5	Assim, ele voltou para a casa do seu pai. Embora ele ainda estivesse longe, seu pai o viu chegando e seu coração se encheu de compaixão por seu filho. Ele correu para encontrar seu filho, abraçou-o e o beijou.
2a0f15007a	O filho lhe disse: ‘Pai, eu pequei contra o céu e contra você. Eu não mereço mais ser chamado de filho por você.’
2a0f16008c	Mas, o pai disse aos seus empregados: ‘Rápido! Tragam a melhor roupa e vistam nele. Ponham um anel em seu dedo e sandálias em seus pés.
2a0f17005b	Tragam o bezerro que estivemos engordando e matem-no. Vamos fazer uma festa para comemorar.
2a0f18008d	Pois, este meu filho estava morto, mas retornou vivo. Ele estava perdido, mas, agora, foi encontrado.’ Então, eles começaram a comemorar.
2a0f19008a	Enquanto isso, o filho mais velho estivera trabalhando no campo. No caminho de volta para casa, ele ouviu música e viu pessoas dançando.
2a0f1a004a	Então, ele chamou um dos empregados e perguntou o que estava acontecendo.
2a0f1b0092	O empregado respondeu: ‘O seu irmão está de volta, e o seu pai mandou matar o bezerro gordo, pois ele voltou para casa seguro e com saúde.’
2a0f1c0081	O irmão mais velho ficou furioso. Ele se recusou a entrar em casa. Então, seu pai saiu para insistir com ele para que entrasse.
2a0f1d00c7	Ele disse a seu pai: ‘Veja! Todos esses anos eu trabalhei para você. Eu nunca desobedeci a uma ordem sua, mas o senhor nunca me deu nem mesmo um cabrito, para que eu festejasse com os meus amigos.
2a0f1e0081	Agora, esse seu filho volta, depois de ter gastado todo o seu dinheiro com prostitutas, e você mata o bezerro gordo para ele!’
2a0f1f005a	O pai respondeu; ‘Meu filho, você está sempre ao meu lado. Tudo o que eu tenho é seu.
2a0f20009b	Mas, nós devemos ficar felizes e comemorar. Pois este é o seu irmão que estava morto, mas que voltou vivo. Ele estava perdido, mas foi encontrado!’”
2a100100a8	Jesus contou aos seus discípulos esta história: “Certa vez, havia um administrador de um homem rico que estava sendo acusado de desperdiçar os bens do seu patrão.
2a100200db	Então, o homem rico chamou o seu administrador e lhe perguntou: ‘É verdade o que eu estou ouvindo sobre você? Preste contas da sua administração, pois você não continuará a trabalhar como meu administrador.’
2a100300ac	O administrador pensou: ‘O meu patrão irá me despedir. E agora? O que eu farei? Eu não sou forte o bastante para cavar a terra e tenho muita vergonha de pedir esmolas.
2a1004007a	Ah! Já sei o que irei fazer para que, quando eu for demitido do meu trabalho, as pessoas me recebam bem em suas casas.’
2a100500a9	Então, ele convidou todos os que estavam em dívida com seu patrão para virem conversar com ele. Ele perguntou ao primeiro: ‘Quanto você deve para o meu patrão?’
2a1006008d	O homem respondeu: ‘Cem barris de azeite.’ O administrador lhe disse: ‘Rápido! Sente-se. Pegue a sua conta e a mude para cinquenta.’
2a100700b2	Então, ele disse a outro devedor: ‘Quanto você deve?’ O homem respondeu: ‘Cem medidas de trigo.’ O administrador lhe disse: ‘Pegue a sua conta e mude para oitenta.’
2a10080097	O homem rico elogiou seu administrador desonesto por sua esperteza. Os filhos deste mundo são mais espertos uns com os outros do que os filhos da luz.
2a10090082	Eu lhes digo: usem as riquezas deste mundo para fazer amigos. Assim, quando ela acabar, vocês serão bem recebidos no lar eterno.
2a100a00a9	Se você pode ser confiável quando se trata de pouco, também será confiável quando houver muito. Se você for desonesto com pouco, também será desonesto com muito.
2a100b009b	Então, se vocês não forem dignos de confiança quando se tratar das riquezas deste mundo, quem confiará em vocês para cuidar das riquezas verdadeiras?
2a100c0065	E se vocês não forem confiáveis com o que pertence aos outros, quem lhes dará o que é de vocês?
2a100d00c9	Nenhum empregado pode obedecer a dois patrões. Ou ele irá odiar um e amar o outro, ou ele irá se dedicar mais a um e irá desprezar o outro. Vocês não podem servir a Deus e também ao dinheiro.”
2a100e004b	Os fariseus, que amavam o dinheiro, ouviram o que Jesus disse e riram dele.
2a100f00b3	Mas, Jesus lhes disse: “Vocês parecem ser bons para as pessoas, mas Deus sabe o que vocês estão pensando. Pois aquilo que as pessoas mais dão valor não vale nada para Deus.
2a101000bb	A Lei e os profetas apontaram o caminho até a época de João Batista. A partir daí, as boas novas do Reino de Deus estão sendo anunciadas, e todos estão forçando a sua entrada nele.
2a1011006c	No entanto, é mais fácil que o céu e a terra desapareçam do que ser tirado o mais simples acento da Lei.
2a101200a9	Qualquer homem que se divorciar de sua esposa e se casar com outra mulher comete adultério. E um homem que se casar com uma mulher divorciada também comete adultério.
2a10130064	Ora, havia um homem muito rico. Ele vestia roupas púrpuras e de linho fino e vivia cercado de luxo.
2a10140075	Um mendigo, chamado Lázaro, que tinha o corpo coberto de feridas, costumava se sentar no portão da casa desse homem
2a10150070	e sempre queria comer os restos da mesa do homem rico. Até mesmo os cachorros vinham e lambiam as suas feridas.
2a10160081	Então, o mendigo morreu, e os anjos vieram levá-lo para fazer companhia a Abraão. O homem rico também morreu e foi sepultado.
2a1017007f	No mundo dos mortos, onde passava por grande sofrimento, ele olhou para cima e viu Abraão bem longe, com Lázaro ao lado dele.
2a1018009e	Ele gritou: ‘Pai Abraão, tenha pena de mim! Mande Lázaro molhar a ponta do seu dedo na água e refrescar a minha língua. Eu estou queimando em agonia.’
2a101900d0	Mas, Abraão respondeu: ‘Meu filho, lembre-se de que você aproveitou as boas coisas da vida, enquanto Lázaro teve uma vida muito pobre. Ele agora está aqui sendo consolado, enquanto você está sofrendo.
2a101a00b5	Além disso, há um grande abismo entre nós e vocês. Ninguém que queira atravessar daqui até vocês irá conseguir e, também, ninguém daí poderia chegar até onde estamos.’
2a101b0064	O homem rico disse: ‘Então, Pai, eu lhe imploro, por favor, envie Lázaro até a casa do meu pai.
2a101c0073	Pois eu tenho mais cinco irmãos e ele pode avisá-los para que eles não acabem aqui neste lugar de sofrimento.’
2a101d0056	Mas, Abraão respondeu: ‘Eles têm Moisés e os profetas. Eles devem escutá-los.’
2a101e0072	O homem disse: ‘Não, pai Abraão. Eles poderão se arrepender, caso alguém ressuscitado for falar com eles.’
2a101f0083	Abraão lhe disse: ‘Se eles não escutarem Moisés nem os profetas, eles não se convencerão mesmo que alguém ressuscite.’”
2a1101008e	Jesus disse aos seus discípulos: “As tentações são inevitáveis, mas será terrível para aqueles que servem de tropeço para os outros!
2a110200b3	Pois seria melhor para essas pessoas que elas tivessem uma grande pedra de moinho amarrada no pescoço e que fossem jogadas no mar do que fazer com que um desses pequeninos peque.
2a1103006d	Então, cuidado com o que vocês fazem. Se o seu irmão pecar, aconselhe-o. E se ele se arrepender, perdoe-o.
2a11040079	Mesmo se ele pecar contra você sete vezes por dia e se nas sete vezes vier e lhe disser: ‘Desculpe-me!’ Perdoe-o.”
2a11050056	Os apóstolos disseram ao Senhor: “Mestre, precisamos de ajuda para ter mais fé!”
