280000000e	ՄԱՏԹԷՈՍ
290d1f0076	Երկինք ու երկիր պիտի անցնին, բայց իմ խօսքերս բնա՛ւ պիտի չանցնին»:
290d2000c8	«Իսկ այդ օրն ու ժամը՝ ո՛չ մէկ մարդ գիտէ, ո՛չ ալ երկինքի մէջ եղող հրեշտակները, ո՛չ իսկ Որդին, հապա՝ միա՛յն Հայրը:
290d210081	Զգուշացէ՛ք, հսկեցէ՛ք եւ աղօթեցէ՛ք, որովհետեւ չէք գիտեր թէ ատենը ե՛րբ է:
290d220108	Ինչպէս ճամբորդող մարդ մը կը թողու իր տունը, իրաւասութիւն կու տայ իր ծառաներուն, իւրաքանչիւրին՝ իր գործը, ու դռնապանին կը հրամայէ որ արթուն կենայ:
290d2300dc	Ուրեմն արթո՛ւն կեցէք, որովհետեւ չէք գիտեր թէ տան տէրը ե՛րբ պիտի գայ, իրիկո՞ւնը՝ թէ կէս գիշերին, աքլորականչի՞ն՝ թէ առտուն:
290d24004b	Թերեւս յանկարծ գալով՝ ձեզ գտնէ քունի մէջ:
290d250068	Եւ ինչ որ կ՚ըսեմ ձեզի՝ կ՚ըսեմ բոլորին. “Արթո՛ւն կեցէք”»:
290e0100eb	Երկու օր ետք՝ Զատիկ ու Բաղարջակերք էր. եւ քահանայապետներն ու դպիրները կը փնտռէին թէ ի՛նչպէս վարպետութեամբ բռնեն զայն եւ սպաննեն:
290e020082	Բայց կ՚ըսէին. «Ո՛չ տօնին ատենը, որպէսզի ժողովուրդին մէջ աղմուկ չըլլայ»:
290e03014c	Երբ ինք Բեթանիա էր, սեղան նստած՝ բորոտ Սիմոնի տունը, կին մը եկաւ՝ որ ունէր ալապաստրէ շիշ մը, լեցուած մեծածախս նարդոսի օծանելիքով. կոտրեց այդ շիշը ու թափեց օծանելիքը անոր գլուխին վրայ:
290e040088	Ոմանք ընդվզեցան իրենք իրենց մէջ եւ ըսին. «Ինչո՞ւ այդ օծանելիքը վատնուեցաւ.
290e0500cc	քանի որ ատիկա կրնար ծախուիլ երեք հարիւր դահեկանէն աւելի, ու տրուիլ աղքատներուն». եւ սաստիկ կը սրդողէին իրեն դէմ:
290e0600a1	Բայց Յիսուս ըսաւ. «Թողուցէ՛ք զայն, ինչո՞ւ կ՚անհանգստացնէք զինք. ան լաւ գործ մը ըրաւ ինծի:
290e0700cb	Որովհետեւ ամէ՛ն ատեն ունիք աղքատները ձեզի հետ, ու ե՛րբ ուզէք՝ կրնաք բարիք ընել անոնց. բայց ամէն ատեն չունիք զիս:
290e080072	Ան ըրաւ ի՛նչ որ կրնար. մարմինս նախապէս օծեց՝ իմ թաղումիս համար:
290e0900f8	Ճշմա՛րտապէս կը յայտարարեմ ձեզի. “Ամբողջ աշխարհի մէջ՝ ո՛ւր որ այս աւետարանը քարոզուի, անոր ըրածն ալ պիտի պատմուի՝ իր յիշատակին համար”»:
290e0a009c	Յուդա Իսկարիովտացին, տասներկուքէն մէկը, գնաց քահանայապետներուն՝ որ զայն մատնէ անոնց:
290e0b00b7	Անոնք ալ լսելով՝ ուրախացան, եւ իրեն դրամ ալ խոստացան: Ուստի կը փնտռէր պատեհութիւն մը՝ որ մատնէր զայն:
290e0c00f5	Բաղարջակերքի առաջին օրը, երբ կը մորթէին զատիկը, անոր աշակերտները ըսին իրեն. «Ո՞ւր կ՚ուզես որ երթանք պատրաստենք, որպէսզի ուտես զատիկը»:
290e0d0106	Իր աշակերտներէն երկուքը ղրկեց եւ ըսաւ անոնց. «Գացէ՛ք քաղաքը, ու ձեզի պիտի հանդիպի մարդ մը՝ որ ուսին վրայ կը տանի ջուրի սափոր մը. հետեւեցէ՛ք անոր,
290e0e00ca	եւ ո՛ւր որ մտնէ՝ տանտիրոջ ըսէ՛ք. “Վարդապետը կ՚ըսէ. "Ո՞ւր է իջեւանը, ուր պիտի ուտեմ զատիկը՝ աշակերտներուս հետ"”:
290e0f00a1	Ան ալ պիտի ցուցնէ ձեզի մեծ վերնայարկ մը՝ կահաւորուած ու պատրաստ. հո՛ն պատրաստեցէք մեզի»:
290e1000a7	Իր աշակերտները գացին, մտան քաղաքը, եւ ինչպէս իրենց ըսաւ՝ այնպէս գտան, ու պատրաստեցին զատիկը:
290e11004a	Երբ իրիկուն եղաւ՝ եկաւ տասներկուքին հետ:
290e1200eb	Երբ սեղան նստան եւ կ՚ուտէին, Յիսուս ըսաւ. «Ճշմա՛րտապէս կը յայտարարեմ ձեզի թէ ձեզմէ մէկը՝ որ հիմա ինծի հետ կ՚ուտէ, պիտի մատնէ զիս»:
290e130097	Անոնք սկսան տրտմիլ ու մէկ առ մէկ ըսել անոր. «Միթէ ե՞ս եմ», եւ ուրիշ մը. «Միթէ ե՞ս եմ»:
290e140095	Ան ալ պատասխանեց անոնց. «Տասներկուքէն ա՛ն՝ որ ինծի հետ թաթխեց իր ձեռքը պնակին մէջ:
290e15012a	Արդարեւ մարդու Որդին կ՚երթայ՝ ինչպէս գրուած է իրեն համար. բայց վա՜յ այն մարդուն, որուն միջոցով կը մատնուի մարդու Որդին: Այդ մարդուն լաւ պիտի ըլլար՝ որ ծնած չըլլար»:
290e1600b2	Երբ անոնք կ՚ուտէին՝ Յիսուս հաց առաւ, օրհնեց, կտրեց, տուաւ անոնց եւ ըսաւ. «Առէ՛ք, ա՛յս է իմ մարմինս»:
290e170080	Նաեւ բաժակը առաւ, շնորհակալ եղաւ ու տուաւ անոնց. բոլորն ալ խմեցին անկէ:
290e18008d	Ըսաւ անոնց. «Ա՛յս է իմ արիւնս, նո՛ր ուխտին արիւնը, որ կը թափուի շատերո՜ւ համար:
290e190108	Ճշմա՛րտապէս կը յայտարարեմ ձեզի. “Ասկէ ետք որթատունկին բերքէն բնա՛ւ պիտի չխմեմ մինչեւ այն օրը՝ երբ նո՛ր խմեմ զայն Աստուծոյ թագաւորութեան մէջ”»:
290e1a0049	Օրհներգելէ ետք՝ գացին Ձիթենիներու լեռը:
290e1b00f9	Յիսուս ըսաւ անոնց. «Այս գիշեր բոլորդ ալ պիտի գայթակղիք իմ պատճառովս. որովհետեւ գրուած է. “Հովիւը պիտի զարնեմ, ու ոչխարները պիտի ցրուին”:
290e1c006d	Բայց յարութիւն առնելէս ետք՝ ձեզմէ առաջ պիտի երթամ Գալիլեա»:
290e1d0069	Պետրոս ըսաւ անոր. «Թէեւ բոլորն ալ գայթակղին, ես՝ բնա՛ւ՝՝»:
290e1e0108	Յիսուս ըսաւ անոր. «Ճշմա՛րտապէս կը յայտարարեմ քեզի. “Դուն ա՛յսօր, այս գիշեր իսկ, դեռ աքաղաղը երկու անգամ չկանչած՝ երե՛ք անգամ պիտի ուրանաս զիս”»:
290e1f00eb	Պետրոս աւելի կը պնդէր ու կ՚ըսէր. «Նոյնիսկ եթէ պէտք ըլլայ որ քեզի հետ մեռնիմ, բնա՛ւ պիտի չուրանամ քեզ»: Նո՛յնպէս կ՚ըսէին բոլորն ալ:
290e2000bb	Եկան վայր մը՝ որուն անունը Գեթսեմանի էր, եւ ըսաւ իր աշակերտներուն. «Հո՛ս նստեցէք՝ մինչեւ որ ես աղօթեմ»:
290e21009f	Իրեն հետ առնելով Պետրոսը, Յակոբոսն ու Յովհաննէսը, սկսաւ սաստիկ այլայլիլ եւ շատ վշտանալ:
290e2200b3	Հետեւաբար ըսաւ անոնց. «Իմ անձս չափազանց տրտում է՝ մեռնելու աստիճան. հո՛ս մնացէք եւ արթո՛ւն կեցէք»:
290e2300b0	Քիչ մը առջեւ երթալով՝ ինկաւ գետին, իր երեսին վրայ, եւ աղօթեց, որ եթէ կարելի է՝ այդ ժամը անցնի իրմէ:
290e2400f3	Ան ըսաւ. «Աբբա՛, Հա՛յր, ամէն բան կարելի է քեզի. հեռացո՛ւր այս բաժակը ինձմէ: Բայց ո՛չ թէ ինչպէս ե՛ս կ՚ուզեմ, հապա՝ ինչպէս դո՛ւն կ՚ուզես»:
290e2500ab	Երբ եկաւ ու քնացած գտաւ զանոնք՝ ըսաւ Պետրոսի. «Սիմո՛ն, կը քնանա՞ս. չկրցա՞ր ժա՛մ մը արթուն մնալ:
290e2600be	Արթո՛ւն մնացէք եւ աղօթեցէ՛ք, որպէսզի չմտնէք փորձութեան մէջ. իրաւ է թէ հոգին յօժար է, բայց մարմինը՝ տկար»:
290e270048	Դարձեալ գնաց աղօթեց՝ նոյն խօսքը ըսելով:
290e2800d8	Ապա վերադարձաւ եւ դարձեալ քնացած գտաւ զանոնք. որովհետեւ անոնց աչքերը ծանրացած էին, ու չէին գիտեր ի՛նչ պատասխանել անոր:
290e290105	Երրորդ անգամ ալ եկաւ եւ ըսաւ անոնց. «Ասկէ ետք քնացէ՛ք ու հանգստացէ՛ք. բաւական է, ժամը հասաւ, ահա՛ մարդու Որդին պիտի մատնուի մեղաւորներուն ձեռքը:
290e2a0069	Ոտքի՛ ելէք՝ երթա՛նք: Ահա՛ մօտեցաւ ա՛ն՝ որ պիտի մատնէ զիս»:
290e2b0128	Մինչ ան դեռ կը խօսէր, իսկոյն Յուդա՝ տասներկուքէն մէկը՝ եկաւ, եւ իրեն հետ՝ քահանայապետներէն, դպիրներէն ու երէցներէն ղրկուած մեծ բազմութիւն մը, սուրերով եւ բիրերով:
290e2c00c8	Զայն մատնողը նշան մը տուեր էր անոնց՝ ըսելով. «Ո՛վ որ համբուրեմ՝ ա՛ն է, բռնեցէ՛ք զայն ու տարէ՛ք ապահովութեամբ»:
290e2d008e	Երբ ինք եկաւ՝ իսկոյն մօտեցաւ անոր եւ ըսաւ. «Ռաբբի՛, Ռաբբի՛», ու համբուրեց զայն:
290e2e0061	Եւ անոնք ձեռք բարձրացուցին անոր վրայ ու բռնեցին զայն:
290e2f009d	Քովը կայնողներէն մէկը՝ քաշեց սուրը, զարկաւ քահանայապետին ծառային եւ խլեց անոր ականջը:
290e30008e	Յիսուս ըսաւ անոնց. «Իբր թէ աւազակի՞ դէմ եկաք՝ սուրերով ու բիրերով բռնելու զիս:
290e3100e5	Ամէ՛ն օր ձեր քով էի եւ տաճարին մէջ կը սորվեցնէի, ու չբռնեցիք զիս. բայց այս բոլոր բաները եղան՝ որպէսզի գրուածները իրագործուին»:
290e320051	Բոլոր աշակերտներն ալ թողուցին զայն եւ փախան:
290e3300b2	Երիտասարդ մը անոր կը հետեւէր՝ մերկ մարմինին վրայ կտաւ մը առած, սակայն երիտասարդները բռնեցին զայն:
290e340047	Ան ալ ձգեց կտաւը, եւ մերկ փախաւ անոնցմէ:
290e3500b8	Տարին Յիսուսը քահանայապետին, եւ անոր քով համախմբուեցան բոլոր քահանայապետները, երէցներն ու դպիրները:
290e3600d6	Պետրոս հեռուէն հետեւեցաւ անոր մինչեւ ներսը՝ քահանայապետին գաւիթը. նստաւ սպասաւորներուն հետ, ու կը տաքնար կրակին քով:
290e3700c0	Քահանայապետները եւ ամբողջ ատեանը վկայութիւն կը փնտռէին Յիսուսի դէմ՝ որպէսզի մեռցնեն զայն, ու չէին գտներ.
290e38009f	որովհետեւ շատեր սուտ վկայութիւն կու տային անոր դէմ, բայց վկայութիւնները համանման չէին:
290e390070	Ոմանք ալ կանգնեցան եւ սուտ վկայութիւն տուին անոր դէմ՝ ըսելով.
290e3a00e8	«Մենք լսեցինք ատկէ՝ որ կ՚ըսէր. “Ես պիտի քակեմ այդ ձեռակերտ տաճարը, եւ պիտի կառուցանեմ ուրիշ մը՝ անձեռակերտ՝ երեք օրուան մէջ”»:
290e3b0057	Բայց ա՛յդպէս ալ իրենց վկայութիւնը համանման չէր:
290e3c00be	Քահանայապետը՝ մէջտեղ կանգնելով՝ հարցուց Յիսուսի. «Ոչի՞նչ կը պատասխանես. ի՞նչ կը վկայեն ասոնք քեզի դէմ»:
290e3d00e6	Բայց ան լուռ կը կենար ու ոչինչ կը պատասխանէր: Քահանայապետը դարձեալ հարցուց անոր. «Դո՞ւն ես Քրիստոսը, օրհնեա՜լ Աստուծոյ Որդին»:
290e3e00ba	Յիսուս ըսաւ. «Ե՛ս եմ. եւ պիտի տեսնէք մարդու Որդին՝ բազմած Զօրութեան աջ կողմը, ու եկած երկինքի ամպերով»:
290e3f008a	Քահանայապետը պատռեց իր հանդերձները եւ ըսաւ. «Ա՛լ ի՞նչ պէտք ունինք վկաներու:
290e4000a1	Լսեցի՛ք ատոր հայհոյութիւնը. ի՞նչ կը թուի ձեզի»: Բոլորը դատապարտեցին զայն՝ թէ մահապարտ է:
290e4100f0	Ոմանք սկսան թքնել անոր վրայ, ծածկել անոր երեսը, կռփահարել զայն եւ ըսել անոր. «Մարգարէացի՛ր»: Իսկ սպասաւորները ապտակ կը զարնէին անոր:
290e42006f	Պետրոս վարը՝ գաւիթն էր: Քահանայապետին աղախիններէն մէկը եկաւ,
290e4300ac	ու տեսնելով Պետրոսը՝ որ կը տաքնար, նայեցաւ անոր եւ ըսաւ. «Դո՛ւն ալ Յիսուս Նազովրեցիին հետ էիր»:
290e4400cd	Բայց ան ուրացաւ՝ ըսելով. «Չեմ գիտեր, ու չեմ հասկնար թէ ի՛նչ կը խօսիս»: Երբ դուրս ելաւ՝ նախագաւիթը, աքաղաղը կանչեց:
290e45009b	Աղախինը դարձեալ տեսաւ զայն, եւ սկսաւ ըսել շուրջը կայնողներուն. «Ասիկա՛ ալ անոնցմէ է»:
290e460129	Ան ալ դարձեալ ուրացաւ: Քիչ մը ատենէն ետք՝ դարձեալ շուրջը կայնողները ըսին Պետրոսի. «Ճշմա՛րտապէս դուն անոնցմէ՛ ես, որովհետեւ Գալիլեացի ես, եւ խօսուածքդ ալ կը նմանի»:
