0100000006	1 Mose
01260f005c	Da sie nun Juda sah, meinete er, es wäre eine Hure, denn sie hatte ihr Angesicht verdecket.
01261000c1	Und machte sich zu ihr am Wege und sprach: Lieber, laß mich bei dir liegen. Denn er wußte nicht, daß sie seine Schnur wäre. Sie antwortete: Was willst du mir geben, daß du bei mir liegest?
012611007f	Er sprach: Ich will dir einen Ziegenbock von der Herde senden. Sie antwortete: So gib mir ein Pfand, bis daß du mir's sendest.
01261200d5	Er sprach: Was willst du für ein Pfand, das ich dir gebe? Sie antwortete: Deinen Ring und deine Schnur und deinen Stab, den du in den Händen hast; Da gab er's ihr und lag bei ihr; und sie ward von ihm schwanger.
012613005b	Und sie machte sich auf und ging hin und legte den Mantel ab und zog ihre Witwenkleider an.
0126140086	Juda aber sandte den Ziegenbock durch seinen Hirten von Odollam, daß er das Pfand wieder holete von dem Weibe; und er fand sie nicht.
012615008b	Da fragte er die Leute desselbigen Orts und sprach: Wo ist die Hure, die außen am Wege saß? Sie antworteten: Es ist keine Hure dagewesen.
0126160082	Und er kam wieder zu Juda und sprach: Ich habe sie nicht funden; dazu sagen die Leute desselben Orts, es sei keine Hure dagewesen.
0126170086	Juda sprach: Sie hab's ihr, sie kann uns doch ja nicht Schande nachsagen; denn ich habe den Bock gesandt, so hast du sie nicht funden.
01261800b3	Über drei Monden ward Juda angesagt: Deine Schnur Thamar hat gehuret; dazu siehe, sie ist von Hurerei schwanger worden. Juda sprach: Bringet sie hervor, daß sie verbrannt werde.
01261900cb	Und da man sie hervorbrachte, schickte sie zu ihrem Schwäher und sprach: Von dem Manne bin ich schwanger, des dies ist. Und sprach: Kennest du auch, wes dieser Ring und diese Schnur und dieser Stab ist?
01261a008c	Juda erkannte es und sprach: Sie ist gerechter denn ich; denn ich habe sie nicht gegeben meinem Sohn Sela. Doch beschlief er sie nicht mehr.
01261b0045	Und da sie gebären sollte, wurden Zwillinge in ihrem Leibe erfunden.
01261c0097	Und als sie jetzt gebar, tat sich eine Hand heraus. Da nahm die Wehmutter und band einen roten Faden darum und sprach: Der wird der erste herauskommen.
01261d009f	Da aber der seine Hand wieder hinein zog, kam sein Bruder heraus; und sie sprach: Warum hast du um deinetwillen solchen Riß gerissen? Und man hieß ihn Perez.
01261e0060	Danach kam sein Bruder heraus, der den roten Faden um seine Hand hatte. Und man hieß ihn Serah.
01270100a8	Joseph ward hinab in Ägypten geführet; und Potiphar, ein ägyptischer Mann, des Pharao Kämmerer und Hofmeister, kaufte ihn von den Ismaeliten, die ihn hinabbrachten.
0127020070	Und der HERR war mit Joseph, daß er ein glückseliger Mann ward; und war in seines HERRN, des Ägypters, Hause.
012703006a	Und sein HERR sah, daß der HERR mit ihm war; denn alles, was er tat, da gab der HERR Glück zu durch ihn,
0127040092	also daß er Gnade fand vor seinem HERRN und sein Diener ward. Der setzte ihn über sein Haus, und alles, was er hatte, tat er unter seine Hände.
01270500d7	Und von der Zeit an, da er ihn über sein Haus und alle seine Güter gesetzt hatte, segnete der HERR des Ägypters Haus um Josephs willen, und war eitel Segen des HERRN in allem, was er hatte, zu Hause und zu Felde.
01270600bc	Darum ließ er alles unter Josephs Händen, was er hatte; und er nahm sich keines Dinges an, weil er ihn hatte, denn daß er aß und trank. Und Joseph war schön und hübsch von Angesicht.
0127070078	Und es begab sich nach dieser Geschichte, daß seines HERRN Weib ihre Augen auf Joseph warf und sprach: Schlafe bei mir!
01270800a7	Er weigerte sich's aber und sprach zu ihr: Siehe, mein HERR nimmt sich nichts an vor mir, was im Hause ist; und alles, was er hat, das hat er unter meine Hände getan;
01270900b3	und hat nichts so groß in dem Hause, das er vor mir verhohlen habe, ohne dich, indem du sein Weib bist. Wie sollt ich denn nun ein solch groß Übel tun und wider Gott sündigen?
01270a007e	Und sie trieb solche Worte gegen Joseph täglich. Aber er gehorchte ihr nicht, daß er nahe bei ihr schlief noch um sie wäre.
01270b0084	Es begab sich der Tage einen, daß Joseph in das Haus ging, sein Geschäft zu tun, und war kein Mensch vom Gesinde des Hauses dabei.
01270c008d	Und sie erwischte ihn bei seinem Kleid und sprach: Schlafe bei mir! Aber er ließ das Kleid in ihrer Hand und floh und lief zum Hause hinaus.
01270d004a	Da sie nun sah, daß er sein Kleid in ihrer Hand ließ und hinaus entfloh,
01270e00da	rief sie dem Gesinde im Hause und sprach zu ihnen: Sehet, er hat uns den ebräischen Mann hereingebracht, daß er uns zuschanden mache. Er kam zu mir herein und wollte bei mir schlafen; ich rief aber mit lauter Stimme.
01270f0072	Und da er hörete, daß ich ein Geschrei machte und rief, da ließ er sein Kleid bei mir und floh und lief hinaus.
012710003c	Und sie legte sein Kleid neben sich, bis sein HERR heim kam,
012711009d	und sagte zu ihm eben dieselben Worte und sprach: Der ebräische Knecht, den du uns hereingebracht hast, kam zu mir herein und wollte mich zuschanden machen.
0127120059	Da ich aber ein Geschrei machte und rief, da ließ er sein Kleid bei mir und floh hinaus.
0127130080	Als sein HERR hörete die Rede seines Weibes, die sie ihm sagte und sprach: Also hat mir dein Knecht getan, ward er sehr zornig.
0127140079	Da nahm ihn sein HERR und legte ihn ins Gefängnis, da des Königs Gefangene innen lagen; und er lag allda im Gefängnis.
0127150077	Aber der HERR war mit ihm und neigte seine Huld zu ihm und ließ ihn Gnade finden vor dem Amtmann über das Gefängnis,
012716007e	daß er ihm unter seine Hand befahl alle Gefangenen im Gefängnis, auf daß alles, was da geschah, durch ihn geschehen mußte.
012717008a	Denn der Amtmann über das Gefängnis nahm sich keines Dinges an; denn der HERR war mit Joseph, und was er tat, da gab der HERR Glück zu.
012801008e	Und es begab sich danach, daß sich der Schenke des Königs in Ägypten und der Bäcker versündigten an ihrem HERRN, dem Könige in Ägypten.
0128020082	Und Pharao ward zornig über seine beiden Kämmerer, über den Amtmann über die Schenken und über den Amtmann über die Bäcker,
0128030054	und ließ sie setzen in des Hofmeisters Haus ins Gefängnis, da Joseph gefangen lag.
0128040069	Und der Hofmeister setzte Joseph über sie, daß er ihnen dienete; und saßen etliche Tage im Gefängnis.
01280500b4	Und es träumete ihnen beiden, dem Schenken und Bäcker des Königs zu Ägypten, in einer Nacht, einem jeglichen ein eigener Traum; und eines jeglichen Traum hatte seine Bedeutung.
012806004e	Da nun des Morgens Joseph zu ihnen hinein kam und sah, daß sie traurig waren,
012807003a	fragte er sie und sprach: Warum seid ihr heute so traurig?
012808008e	Sie antworteten: Es hat uns geträumet, und haben niemand, der es uns auslege. Joseph sprach: Auslegen gehöret Gott zu, doch erzählet mir's.
012809007e	Da erzählete der oberste Schenke seinen Traum Joseph und sprach zu ihm: Mir hat geträumet, daß ein Weinstock vor mir wäre,
01280a0059	der hatte drei Reben, und er grünete, wuchs und blühete, und seine Trauben wurden reif;
01280b008c	und ich hatte den Becher Pharaos in meiner Hand und nahm die Beeren und zerdrückte sie in den Becher und gab den Becher Pharao in die Hand.
01280c0047	Joseph sprach zu ihm: Das ist seine Deutung: Drei Reben sind drei Tage.
01280d00af	Über drei Tage wird Pharao dein Haupt erheben und dich wieder an dein Amt stellen, daß du ihm den Becher in die Hand gebest nach der vorigen Weise, da du sein Schenke warst.
01280e0088	Aber gedenke meiner, wenn dir's wohlgehet, und tu Barmherzigkeit an mir, daß du Pharao erinnerst, daß er mich aus diesem Hause führe.
01280f0082	Denn ich bin aus dem Lande der Ebräer heimlich gestohlen; dazu habe ich auch allhie nichts getan, daß sie mich eingesetzt haben.
0128100093	Da der oberste Bäcker sah, daß die Deutung gut war, sprach er zu Joseph: Mir hat auch geträumet, ich trüge drei weiße Körbe auf meinem Haupt,
012811006f	und im obersten Korbe allerlei gebackene Speise dem Pharao; und die Vögel aßen aus dem Korbe auf meinem Haupt
0128120050	Joseph antwortete und sprach: Das ist seine Deutung: Drei Körbe sind drei Tage.
0128130089	Und nach dreien Tagen wird dir Pharao dein Haupt erheben und dich an den Galgen henken, und die Vögel werden dein Fleisch von dir essen.
01281400d9	Und es geschah des dritten Tages, da beging Pharao seinen Jahrtag; und er machte eine Mahlzeit allen seinen Knechten und erhub das Haupt des obersten Schenken und das Haupt des obersten Bäckers unter seinen Knechten;
0128150068	und setzte den obersten Schenken wieder zu seinem Schenkamt, daß er den Becher reichte in Pharaos Hand;
012816004b	aber den obersten Bäcker ließ er henken, wie ihnen Joseph gedeutet hatte.
0128170048	Aber der oberste Schenke gedachte nicht an Joseph, sondern vergaß sein.
0129010049	Und nach zweien Jahren hatte Pharao einen Traum, wie er stünde am Wasser
012902005e	und sähe aus dem Wasser steigen sieben schöne fette Kühe, und gingen an der Weide im Grase.
0129030091	Nach diesen sah er andere sieben Kühe aus dem Wasser aufsteigen; die waren häßlich und mager und traten neben die Kühe an das Ufer am Wasser.
012904005c	Und die häßlichen und magern fraßen die sieben schönen fetten Kühe. Da erwachte Pharao.
0129050078	Und er schlief wieder ein, und ihm träumete abermal, und sah, daß sieben Ähren wuchsen aus einem Halm, voll und dick.
012906003b	Danach sah er sieben dünne und versengete Ähren aufgehen.
0129070085	Und die sieben mageren Ähren verschlangen die sieben dicken und vollen Ähren. Da erwachte Pharao und merkte, daß es ein Traum war.
01290800d7	Und da es Morgen ward, war sein Geist bekümmert, und schickte aus und ließ rufen alle Wahrsager in Ägypten und alle Weisen und erzählete ihnen seine Träume. Aber da war keiner, der sie dem Pharao deuten konnte.
0129090056	Da redete der oberste Schenke zu Pharao und sprach: Ich gedenke heute an meine Sünde.
01290a0078	Da Pharao zornig ward über seine Knechte und mich mit dem obersten Bäcker ins Gefängnis legte, ins Hofmeisters Hause,
01290b005b	da träumete uns beiden in einer Nacht, einem jeglichen sein Traum, des Deutung ihn betraf.
01290c009e	Da war bei uns ein ebräischer Jüngling, des Hofmeisters Knecht, dem erzähleten wir's. Und er deutete uns unsere Träume, einem jeglichen nach seinem Traum.
01290d006a	Und wie er uns deutete, so ist's ergangen; denn ich bin wieder an mein Amt gesetzt, und jener ist gehenkt.
01290e00a1	Da sandte Pharao hin und ließ Joseph rufen; und ließen ihn eilend aus dem Loch. Und er ließ sich bescheren und zog andere Kleider an und kam hinein zu Pharao.
01290f00b6	Da sprach Pharao zu ihm: Mir hat ein Traum geträumet, und ist niemand, der ihn deuten kann; ich hab aber gehört von dir sagen, wenn du einen Traum hörest, so kannst du ihn deuten.
0129100065	Joseph antwortete Pharao und sprach: Das stehet bei mir nicht; Gott wird doch Pharao Gutes weissagen.
012911004a	Pharao sagte an zu Joseph: Mir träumete, ich stund am Ufer bei dem Wasser
012912005c	und sah aus dem Wasser steigen sieben schöne fette Kühe, und gingen an der Weide im Grase.
0129130097	Und nach ihnen sah ich andere sieben dürre, sehr häßliche und magere Kühe heraussteigen. Ich habe in ganz Ägyptenland nicht so häßliche gesehen.
0129140058	Und die sieben mageren und häßlichen Kühe fraßen auf die sieben ersten fetten Kühe.
012915009c	Und da sie die hineingefressen hatten, merkte man's nicht an ihnen, daß sie die gefressen hatten, und waren häßlich, gleichwie vorhin. Da wachte ich auf.
0129160054	Und sah abermal in meinem Traum sieben Ähren auf einem Halm wachsen, voll und dick.
012917003d	Danach gingen auf sieben dürre Ähren, dünne und versenget.
0129180090	Und die sieben dünnen Ähren verschlangen die sieben dicken Ähren. Und ich habe es den Wahrsagern gesagt, aber die können's mir nicht deuten.
012919006b	Joseph antwortete Pharao: Beide Träume Pharaos sind einerlei. Denn Gott verkündigt Pharao, was er vorhat.
01291a007b	Die sieben schönen Kühe sind sieben Jahre, und die sieben guten Ähren sind auch die sieben Jahre. Es ist einerlei Traum.
01291b00ad	Die sieben magern und häßlichen Kühe, die nach jenen aufgestiegen sind, das sind sieben Jahre; und die sieben mageren und versengeten Ähren sind sieben Jahre teure Zeit.
01291c0053	Das ist nun, das ich gesagt habe zu Pharao, daß Gott Pharao zeiget, was er vorhat.
01291d003e	Siehe, sieben reiche Jahre werden kommen in ganz Ägyptenland.
01291e00a3	Und nach denselben werden sieben Jahre teure Zeit kommen, daß man vergessen wird aller solcher Fülle in Ägyptenland; und die teure Zeit wird das Land verzehren,
01291f007b	daß man nichts wissen wird von der Fülle im Lande vor der teuren Zeit, die hernach kommt; denn sie wird fast schwer sein.
012920006e	Daß aber dem Pharao zum andernmal geträumet hat, bedeutet, daß solches Gott gewißlich und eilend tun wird.
012921005a	Nun sehe Pharao nach einem verständigen und weisen Mann, den er über Ägyptenland setze,
0129220074	und schaffe, daß er Amtleute verordne im Lande und nehme den Fünften in Ägyptenland in den sieben reichen Jahren;
012923009d	und sammle alle Speise der guten Jahre, die kommen werden, daß sie Getreide aufschütten in Pharaos Kornhäuser zum Vorrat in den Städten und verwahren es,
0129240099	auf daß man Speise verordnet finde dem Lande in den sieben teuren Jahren, die über Ägyptenland kommen werden, daß nicht das Land vor Hunger verderbe.
0129250036	Die Rede gefiel Pharao und allen seinen Knechten wohl.
012926006e	Und Pharao sprach zu seinen Knechten: Wie könnten wir einen solchen Mann finden, in dem der Geist Gottes sei?
012927006c	Und sprach zu Joseph: Weil dir Gott solches alles hat kundgetan, ist keiner so verständig und weise als du.
012928008f	Du sollst über mein Haus sein, und deinem Wort soll all mein Volk gehorsam sein; alleine des königlichen Stuhls will ich höher sein denn du.
0129290059	Und weiter sprach Pharao zu Joseph: Siehe, ich habe dich über ganz Ägyptenland gesetzt.
01292a0099	Und tat seinen Ring von seiner Hand und gab ihn Joseph an seine Hand; und kleidete ihn mit weißer Seide und hing ihm eine güldene Kette an seinen Hals.
01292b008e	Und ließ ihn auf seinem andern Wagen fahren und ließ vor ihm her ausrufen: Der ist des Landes Vater! Und setzte ihn über ganz Ägyptenland.
01292c0084	Und Pharao sprach zu Joseph: Ich bin Pharao; ohne deinen Willen soll niemand seine Hand oder seinen Fuß regen in ganz Ägyptenland.
01292d00a0	Und nannte ihn den heimlichen Rat. Und gab ihm ein Weib, Asnath, die Tochter Potipheras, des Priesters zu On. Also zog Joseph aus, das Land Ägypten zu besehen.
01292e0088	Und er war dreißig Jahre alt, da er vor Pharao stund, dem Könige in Ägypten; und fuhr aus von Pharao und zog durch ganz Ägyptenland.
01292f002f	Und das Land tat also die sieben reichen Jahre;
01293000bc	und sammelten alle Speise der sieben Jahre, so im Lande Ägypten waren, und taten sie in die Städte. Was für Speise auf dem Felde einer jeglichen Stadt umher wuchs, das taten sie hinein.
0129310096	Also schüttete Joseph das Getreide auf, über die Maße viel, wie Sand am Meer, also daß er aufhörete zu zählen; denn man konnte es nicht zählen.
0129320086	Und Joseph wurden zween Söhne geboren, ehe denn die teure Zeit kam, welche ihm gebar Asnath, Potipheras, des Priesters zu On Tochter.
0129330084	Und hieß den ersten Manasse; denn Gott, sprach er, hat mich lassen vergessen alles meines Unglücks und alles meines Vaters Hauses.
0129340066	Den andern hieß er Ephraim; denn Gott, sprach er, hat mich lassen wachsen in dem Lande meines Elends.
012935003b	Da nun die sieben reichen Jahre um waren im Lande Ägypten,
0129360099	da fingen an die sieben teuren Jahre zu kommen, da Joseph von gesagt hatte. Und es ward eine Teurung in allen Landen, aber in ganz Ägyptenland war Brot.
01293700ab	Da nun das ganze Ägyptenland auch Hunger litt, schrie das Volk zu Pharao um Brot. Aber Pharao sprach zu allen Ägyptern: Gehet hin zu Joseph; was euch der saget, das tut.
012938009f	Als nun im ganzen Lande Teurung war, tat Joseph allenhalben Kornhäuser auf und verkaufte den Ägyptern. Denn die Teurung ward je länger je größer im Lande.
0129390063	Und alle Lande kamen in Ägypten, zu kaufen bei Joseph; denn die Teurung war groß in allen Landen.
012a010070	Da aber Jakob sah, daß Getreide in Ägypten feil war, sprach er zu seinen Söhnen: Was sehet ihr euch lange um?
012a02007b	Siehe, ich höre, es sei in Ägypten Getreide feil; ziehet hinab und kaufet uns Getreide, daß wir leben und nicht sterben.
012a03004d	Also zogen hinab zehn Brüder Josephs, daß sie in Ägypten Getreide kauften.
012a040080	Aber Benjamin, Josephs Bruder, ließ Jakob nicht mit seinen Brüdern ziehen; denn er sprach: Es möchte ihm ein Unfall begegnen.
