2800000005	Matta
2a021d0045	na weu dob bwe canga meu akubo ki fuwor neret Teluwa nawo mori tokeu.
2a021e001c	La nuwe mi tom fuloka mweko,
2a021f001f	wo mwi yweli nuwe nubo gwammer:
2a02200050	filang dukumek wo nubo kumta cili cee kange duktangka wo nubo lomwe Iciraila ce.
2a0221003b	Tee ce kange nee ce ma nyimankka ki dike ci toki dorce reu.
2a0222008d	Cimon yocinen bibwiyer, ri yi Maryamu nece ki “Nuwa Yora, bwewo cin co ki na boki yare kange kwenka nubo duce Iciraila na yirome wo ci kowe
2a02230055	kange kulen wo abiye ken mor nere mwetiye rila bi kwarum nerem bo kila atim ceruu”.
2a0224008b	Nawiye tomange kwama ci cuo ti ki Anna wiwi. Cibi bwe Panuel naniya Acar. La cin duyom ki cotini duce, cin yi kange bwece coro kwini niber,
2a0225008e	la cin nawi ye kwale coro kwini narub-cilombo na'ar. La mani ci dob mor bi kur wabe ri ci wab kwama ki ngak ngake kange dilo kume kange kakuk.
2a0226008c	Ki kwama co dondong cin kwitau laidom kange ci, ri cin ter buka kau kwama, la cin yi nubo ningtang fuloka Urcalima kotiye ker dor bwero nin.
2a0227007a	Kambo ci dim digero da ter cin matiye nawo mulangum mor werfun Teluwere di, cin yila keu Galili mor cinanlor ceer Nazaret.
2a02280045	La bwen duyom yilam kibi kwan, kange nyomka, la luma kwama wii cinen.
2a02290037	Ki cor teb ce bo ki yam nyo Urucalima ki duklume yabka.
2a022a0044	Ki kwamawo ci dim coro kwabcilom bo yebeu, cin yaken tag duklumenin.
2a022b007e	La kambo ci diim kumeni duklume gwame ri, cin ter yila kako loweu. La beu Yecu tim ce bwi mor Urucalima ri la teb cebo nyombo.
2a022c008c	Ci kwotiri ciki no mor mwerka nube kowo ci yaken ti wari yeu. La cin ya yam kume wiine. Di cin ter doka ceko mor naniya cek kange farub cek.
2a022d0049	Kambo ci fiya ceberi, cin yila ken mor Urucalima la cin ter doka ceko wi.
2a022e005f	La bwiko kume taare ri cin fiyamco mor bikur waber, yim tiber nob merangkab merangci ke tiniti.
2a022f0045	La gwam wo nuwa ce ri, ma nyimangka ki nyomka ceko kange ciyaka ceko.
2a023000cd	Kambo ci toceri, nyimankako tamci, la nee ce yico ki ““ye bwi mwa manyo nye? To, tee mwe kange mo nyi do nen ti ki kwomka duce.” Cin yici, “Ye bwi kom doye tiye? Ko nyombo kambo mamanangen mira?”
2a02310046	Con yi ci, ye bwi kom do ye tiye? kom nyomba tam nyo ma nangen Temera?
2a0232002e	Di ci nyombo dike co yi ti kange kero co toke.
2a02330063	La cin yaken lo kange ci mor Nazaret la ci nee ci dur ti. Nee ce yoken diker buro gwam mor nere ce.
2a02340054	Dila Yecu ki duwi mor nyomka kange cuwemka la cin fiya cor cini kwama nin kange nob.
2a030100b9	Mor coro kwob cilombo nung wo liyar Tibariyuc, la Bilatu Buntu bwangtentiki Yahuda, Hiridu co liya Galili, yice Filibu liya cungako Ituriya kange Tirakonitic, la Licaniyac liya Abiliya,
2a03020065	ki kwama Annac kange kayafa nob wabe bo dur keu - ker kwamaro bou Yohana bibwe Zakariya nin mor yere.
2a0303006e	Cin ya mor bitenni gwam wo cunga caji Urdun ne. Ne fulen ker yika mwenge yilokati na fiya tab ka bwiran kerer.
2a03040087	Nawo mulangum mor bi fumer Icaya nii tomange dukumeu, “Diro wo cuo bicor timor yere ko ywelum nure Teluwe, kom tim ki nure ceu ciyer.
2a030500a3	Bunglunge gwam atim dim, la bangtini gwam kange dukletini atin daken, nureni nyon langi nyeu atin tiken ciyer, fiye bweyang bweyangeu atim twilangum na yilam nure,
2a03060023	la nubo gwami auto fuloka kwama”.
2a03070071	La Yohanna ji nubo bouti cinen naci yu cinen mwembeu “Kom biwei fangeb! we yi com ki kom cuwa funer wo yautiye?
2a030800ac	Nyori, kom ne bibeyo wo daten yilaka kumeke, la ko yire dor kimero kom ki “nyin wi tee nye Ibrahim”. La mi yi komti, kwama atin kung Ibrahim nin naniya teren ti wo nin.
2a0309005c	Wo na weu, biliyeu yom niti tiyer. La tiyo wo nebo bi tuttiyeri atin tom na merken mor kire.
2a030a002b	Dila nubo ti meka ceko “Ye nya matiye?”
2a030b007d	Cin ciya cinen ciki, “No kange kume wi ki belle yob ri, ca ti kangum kange nii womancike, wo ki cariyeri a mani nyo ken”.
2a030c005c	Nob yoka doreb bou ken naci yu cinen mwembo, la cin yi co ki “Nii merangka, ye nyi matiye?
2a030d003f	Ciin yi ci, “Ko yore kemero a cure dike ci yi kom ko yoweu”
2a030e00b1	Kangem nob kweneb me co ken ki “La nyeu? Ye nyi matiye?” Cin yi ci “Ko yore kemer nii nin kibi kwam ri, ko mwelde nii nin ker ki cuwerke. Ko bulang ki kemer cuwakek kumeko
2a030f0067	La kambo nubo ningtang bo ka Kiritti tiye ri gwam ce ki kwai mor nere ce dor Yohanna keno co Kritti ri.
2a031000ba	Yohanna ciya cinen gwam, “Miu, miki yu kumen bwembo ki mwem la kange wi ber wo laye bikwaner, ma labo wo ma kiwi duka ta ceko tiyeu. Ca yu kumen mwembo ki yuwa tangbe kwama kange kira.
2a03110080	Kwel yuka ceko kino kang cek na nyinangum tene ceu na mwerken bikate mor bini. La ca tin twim fwirito ki kirako man ki domka”.
2a03120039	Ki weranka duce tak, Yohanna yi nubo fulen kerero ken ti.
2a03130066	Kambo ci werank Hiru liya ki naka wi yi ceko Hirudiya, kange dikero bwiir tini kangem bo Hiridu maneu.
2a03140034	Cin cob ten ki buro gwam, ri cin kum Yohanna fucina.
2a0315006e	La kambo nubo gwam yum mwem beri, cin yu Yecu nin mwembo ken. La ki kwama ci kwob dilo tiyeri dii kwama wumom,
2a03160072	Dila yuwa tangbe kwamako yirau cinen na nagumfe, la diro ceru dii kwama “Mwi bwe nere mii, mi nuwa luma mwek ti?
2a0317006f	Ki kwamawo Yecu ter nangen cere, can lam coro kwini ta'ar. Cir bi bwe (nawoci kwabi bereu) Yucufu, bi bwe Heli,
2a03180044	bi bwe matat, bi bwe Lewi, bi bwe Malaki bi bwe Yanna bi bwe Yucufu.
2a03190050	Yucufu bi bwe Mattatiya, bibwe Amoc, bi bwe Nahum, bi bwe Idacli, bibwe Najjaya,
2a031a004d	bibwe Ma'ata, bibwe Mattatiya, bibwe Climeya bibwe Yoceku, yo ceku bibwe Yoda
2a031b004b	Yoda bibwe Yowana, bibwe Reca bibwe Zerubbila bibwe Ciyeltiyele, bibwe Niri
2a031c0040	bibwe Malki, bibwe Addi, bibwe Kocama, bibwe Almadama, bibwe Er,
2a031d0040	bibwe Yoci, bibwe Aliyeza bibwe Yorima, bibwe Matat, bibwe Lawi,
2a031e0049	bibwe Caminu, bibwe Yahuda, bibwe Yucufu, bibwe Yohanna, bibwe Aliyakima,
2a031f0044	bibwe Malaya, bibwe Mainana, bibwe Matata, bibwe Natan, bibwe Dauda,
2a03200034	bibwe Yesse, bibwe Obida, bibwe Calmon, bibwe Nacon.
2a03210055	bibwe Amminadab, bibwe Adimi, bibwe Arama, bibwe Hezruna, bibwe Feresa, bibwe Yahuda,
2a03220042	bibwe Yakubu, bibwe Icaku, bibwe Ibrahim, bibwe Tera, bibwe Nahor,
2a0323003e	bibwe Cerug, bibwe Reyu, bibwe Feleg, bibwe Abiru, bibwe Cela.
2a03240043	bibwe Kainana, bibwe Arfakcada, bibwe Cem, bibwe Nuhu, bibwe Lamek,
2a03250048	bibwe Methucela, bibwe Anuhu, bibwe Yaret, bibwe Mahalel, bibwe Kainana,
2a03260031	bibwe Enoc, bibwe Citu, bibwe Adamu, bibwe Kwama.
2a04010068	La Yeecu dim ki Yuwa tangbe kwama, yilam firen caji Urdun la yuwa tangbe kwama ko tu co yakanciko yerak.
2a0402005c	Fiye kume kwini na'ar bwekelkele cuwaco tiyeu. co ca diker ki kumeni co, la ni connuwa wura.
2a0403003b	Bwekelkel yii, na mo bibwe kwamri yii tero wo a yilam cari,
2a04040043	Yeecu yii co, mulangum mulange “ke bo ka cari ni ama dumetiye”.
2a04050040	La bwekelkele kung ken Yeecu dii nung cinen liyaro kaleweu gwam.
2a04060088	Bwekelkele yii co, “man neken nen Bikwankero gwam kange duktanka ceko, wori cin neyen dike buri gwam, la man weken nii wo ma cuitiyeu.
2a04070035	Na ceu na mwan cung cunge mo wab yeri gwam ka mwe”.
2a04080069	La Yeecu karci nen yiico, mulangum mulange mwa wab “Teluwe kwama mwe, co ki kwace mwa- Bwangtentiye”.
2a0409006b	So bwekelkele yakan ki Yeecu Urucalima, kung ken co diiku'u wabe la yii co na mo bi bwe kwama di yarubitine
2a040a0053	wori mulangum mulange, can ne be bei tomange wucakke cenin dor mwer bou na cer nen.
2a040b0035	La ci an kungum nen dii na mo fwere biwure, tero nin.
2a040c0045	La Yeecu yii co, “tokum toke, mani mwa cuwa Teluwe mwe kwama ti”.
2a040d0045	La kambo bwekelkele dim cuwa Yeecu keri, concu dubomco biduwar bwiri.
2a040e006b	La Yeecu yilaken Galili ki kwan yuwa tangber kwamari. La fulen dor ce reu curongi cinanloro kentangum wiye.
2a040f003c	La can yoten merengkako bi kur waber, La gwam caklang co ti.
2a04100094	La con bou Nazaret fiye ci yom co wiyeu la kambo ci lerum maka, con doken mor bi kur waber kakuk folokak, la kwen con titiye na kiye kiye ka ki dir.
2a04110039	Cinne co bifumer Nii Dukume kaya, la con fiye wo mulangi,
2a041200e6	Yuna tangber kwamaka wi dor miri wou cin cor meu timuwang dor na ne fulen kerero ken fiye nob bwen wiyeu. con tuom ye nan kwa dir fiye nubo ci tabangtabangeu, kange nee ka tokak fukmatinimbonin na kwin nubo ci neten dotange tiyeu.
2a0413001b	Nan kwa dir cor cini kwamar
2a04140064	La con cumom bifumer ne riwo timwiyeu. La con yii ken, nuwe nubo gwam bi kur wabero rime ki tokanco.
2a0415004a	La con yoten kan co yii ci keroti duwen bifumer wo dim fo ki nuwaka kumek.
2a0416007c	Nubo gwamwi tok kero ken dor cer la citi Nyumangi kange luma kereko ceru ti Nyiceu. La cin me”wo kebo bi bwe Yucufu ka?”
2a0417008d	La con yii ci, “Bicom kam yii dangke wo kom ki Nii Twaka Twam dor mwero. Dikewo ma duwa ma ma kafarnam meu, ma dong=dong nyo cinan lormwer.
2a04180057	La con toki Bicom ma yii komti, nii Dukume kange win wo fiyom bo yoka we cinan lor cer.
2a041900b0	La mor bilenker ma yii komti, natub kwalebo kila kabo mer Icraila, tiberoco Iliya wiyeu, la biloro mungum na coro ta'areceu kange cuiyakko mukkun, la wura dor bou bitine corin.
2a041a0056	La ci tun bo Iliya win ciye nin. La tunco Jerefat cidone, nawiye kwale kange yimwiyeu.
2a041b005c	Walebo kala kabo mor Icraila kwama Ilica nii dukumeu, win wo ci twabo, kan Na'aman wo ciria.
2a041c0040	Nubo gwam mor bikur wabereu funero tamci kambo cinuwa kero weri.
2a041d007c	Cin kweri cin cokken co buiko cinan lore ci ya ken kico kong cueli wo ci mum cinan lor ciro dor cereu na ci tungu co bitine.
2a041e002d	La ca ci cum tiber ciyer co yaken kange fiye.
2a041f006a	La con yiraken kafarram cinan loro kange mor Galili, la con yoten kange co merang cinenti ki kakuk fobkak.
2a04200041	Cin ma nyumanka ki merankaceko, wori co ki tok kero ki Bikwanked.
2a0421004e	La mor bi ker waber nii kange wi wo ki yuwa kelkelike, la con cii ki dira dur.
2a04220066	E' ye nya mam ti ki mo Yeecu Banajara, mo bou na mo twalangum ne? min nyumom mo co nii wucak kwama ce.
2a042300aa	Yeecu ca kelkeliyomin tor, yii, tok re ker, ceru mor nii wo. kambo kelkeliyo jwa nii wo mer ken bitine tiber ciyer la ce rum mor nii wo, nuwa cinen bo tura ki kange nure.
2a0424007d	Nubo gwam ti nyumangi, citi tokkami buiti ciye lan ker ye na wo? Co yii kelkeliyo kero ki nyial kange bi kwankered lan cerum.
2a04250041	La nyou, cin ter tokka fulen cero cinan loro kantangum wiye gwam.
2a0426006a	La Yeecu dubom bikur waber ro doken lo cimonne, la fer cimon kalati ki kwirom bwi, la ci ken keri dor cer.
2a04270071	La kwen con titye dor cer, co ca kwirum bwi min tor, kwirum buiyo dubomco, dandang con kwemim con ta maka yiroko.
2a0428008e	Kambo kakuko yar ken tiye ni, rubo bou cinenti kirubo nuwa bo luman tuirako ki dimen ki dimen, con yo ti kang ceko dor ciyer gwam con twam ci.
2a0429009f	Kelkelibo cerangu mor nubo kila kila ken. Cii wiyeti ci ti toki, “mo bi bwe kwama,” Yeecu ca kelkelibo ca dob ci bo tok ker, wori cin nyumem con co Kritti.
2a042a008e	Kambo fini celumen con cokum dor ce ki kwace fiye nob mani yeu, nubo ducce docoti co lo ci bou fiye co wiye, cin mani na ci kicim na dob cire.
2a042b0066	La con yii ci man nee fulen kerer liyar kwamaro tangrim cinan Lorenbo. Won co dike bwi ci tumum ye fe.
2a042c0039	La con ter neka fuleneko mor bi kur wabero Yuhudiya gwam.
2a05010066	La yilam kambo nubo mwerum fiye Yeecu wiyeri ci nuwa ker kwamaro, la co tim kang catiyo Janisarat deu.
2a05020069	Con to na bire mwenge yo tirangum wi kong caji nin, nubo ta'a jinge cerangum morece nir biliyar ciyer ti.
2a050300b9	Yeecu kwiken mor Nabire mwengek ro win wuro ki cimonreu, la con yii co a kutaka ten ki nabira mwenge bi dob mor mwenge. La con yii ken mor nabire mwengek ronin, la co merang nubo ninti.
2a0504007e	Kambo co dim kere di, con yi cimon, kob babire mwenge yaken ciko fiye cuwa cuwau, na mer ken biliyar mwero na taka jinge koce.
2a0505006d	Cimon yii co “Teluwe, nyo ma nangen kume del nyo taba kange diker wi. La ki ker mwero mamer ken biyaro mor.
2a05060042	Kambo ci maweri, ci ta jinge ducce la biliyar ciyero ti biyetangi.
2a0507008c	Coci ken farub nangeneb ci bo buro nabire mwenge wineu bo na tikanci, cin bou cin dirongum nalire mwengeu ciro yabcite, la cin teri kulkako.
2a05080071	La Bitru kambo to Yeecu ri, yarken bitine duwen yeelur la coki, kubom minen, wori min nii Bwiran ke “Teluwe”,
2a05090048	wori con nyumami, kange nubo buro kange ceu, ki kilaka jinge ko ci tabe.
2a050a008b	Wuro mwerum kange Yakubu kange Yuwana bi beyo lo Jabadi farub nangeneb cimaneh. Yeecu yii ciman cuware tai, wori nawo kange kab mwa ta nob.
2a050b0059	Kambo ci cokum nabire mor mwengecin yoken konge, cin dubom dikero gwam cin buangcinenten.
2a050c00be	Kambo co ki no win mor cinan lonironineu, kange nii wi dim ki tuirak walek, kambo co to Yeecu ri con yar ken ki tikob ceb la conken co, tokti, “Teluwe” Namo ti ci ri mwantuamye cerum”.
2a050d0054	La Yeecu ta'ar, kang ce ko keco toki mati cui, yilam wucak, dangjang waleu dubom co.
2a050e00ad	La con yi nii co a yi kange nii, la yii co, ya mure mwe, na nung dor mwero nii waber nin na ne tii kako ficang ngeu. Wo nir mwe ko ceu kambo muca tokeu, na warkero ce cinen.
2a050f007b	La kero dor cereu yaken ten kutan, la nuba kila kilau bou wari cinen na ci nuwa co ti merangi na twam ten ci twirani ciyeu.
2a05100030	La mani co cerum ki kwace co yaken ki kob diloti
2a051100cd	Yilam win mor kumeniwo co merangkatiyeu faricawa, kange nob merangka wer funer ci yiirongum wi buri ci bourangu muan loro Galili kange Yahudiya kange Urchalima gwam. Bekwan Teluwero wi kange co na co twam.
2a05120078	La nubo kange tu kilen do kange dor bilirir, la ci to nure wo ci a dokenti co moreu, na cin yoken co bitine kabum Yeecu.
2a05130095	La ci fiyabo nure ci a dor ti ke ceu wori nubo dim kabo, la cin kwiken dor lor la ci cuku co kibi cirico yirau ciko tiber nuber, dong-dong kaa Yeecu.
2a05140050	La co to bilenker ciyereri, Yeecu toki nii luwe, cutan mwen bwiran ker mwero wi.
2a0515007f	Nob mulankabo kange faricawa ter meranka keko wo, we wo tok ker Dila karo wo tiye? we a cutan bwiran keti wi kebo kwama win di?
2a0516004b	La Yeecu nyam dike ci kwatiyeu, kari yii ci, yebwi ka me wo ti neer kumere?
2a0517004c	Co wini bwai be na toke, bwiran ke mweu cutang mwenwi, kwen titi ye yayambo.
2a051800a6	La na kom nyumom bi bwe “Nifire” we ki be kwan kere ro for dor bitininer na cutang biriran ker wi, con yii kilendo, man yii nen kwen, tu bicirimeu, na yaken lomo.
2a05190066	Dangjang ko co, co kweri ka bum ciyem la tubiciri ceu wo co dam dor cereu. La cu loco, duktankwama ti.
2a051a0061	Nubo gwam wi ti Nyumangi, la ci duktang, kwama cin dim ki tai citi toki, loon to diker nyumankar.
2a051b007f	Kambo dike buro ma nyeri, Yeecu cerum kateb con to ni yo der tiyeu dencero Levi yii ku'u yoka duwek, Lacon yii co bwang menten.
2a051c003a	Co Levi kwenti bwang cinen ten dubom tangnimdikerenbo gwam
2a051d007a	La Levi co cika dur loco, la nob yo ka doreko wi kange tangnim nubembo, kentangum fiye caka carikeu ca carito ti kange ci.
2a051e008b	La fariciwa kange nob mulangekab ciyebo wi fuen bibei tomange ceminti toki, ye bwi ko co ko no kange nob yoka duwek kange nob bwirang kere?
2a051f0053	Yeecu karci nen, Nubo buro kwamereu mani a do nii Twa ka ti kan co buro nuwa lumau?
2a05200041	Ma buobo na nubo dong dongeu, lan nob bwiran kerek na ci yiloten.
2a0521009b	Cin yii co, bibei tomange Yuwana ki, yim, yim Ngak nyo, ki kuom dilo nyo la bi bei tomange faricawa ki manyo ken. La mweu bi bei tomange meu ti cai ti noi.
2a0522006c	Yeecu yiici, Nii kange wi wo adok farub bwa yilo na nawite na yii Ngakke, la bwayile na nawiyeu wi kange ci?
2a05230052	La kumeni wi bouti wo ci a tum bwayile ti cineneu, la ki kumeni co ci an yii Ngak.
2a052400bc	La Yeecu yiten ci ker Nyuman kar, nii mani a wor fiti kulenti kulen do fuir na curum carko ciko na co ma nyori, can wobrangum kulendo fuir ko, fiti kulene fuir ko mani a datenti carko nin.
2a0525008e	La ni kange mani wo a cor ten mwem inabim bo fuir ti mor kole care, naco mani nyo nyori, mwem inabim bo fuir ko an corum koltiye an wuroragum.
2a0526002a	La tam a cor inabi fuir mor koltinon fuir.
2a0527006b	Nii kange mani wo nuwa kum mwem inabim bofuir tiye, na kweri con nom car kori. La can toki carko la fuir ko
2a0601007c	la ma nyo kakuk fobka ko kange, Yeecu yakenti mor to cang ko kange, kange bibei tomange ceu, ci kyang dor canger ti citi kui
2a0602005f	la kangem mor faricawa tokiki, ye bwi ka ma dike yorbo ti a mani bi diye kukuk, ka kiye for ka?
2a06030068	Yeecu kar cinen, toti, ka kiye ba dike Dauda mani kwama co co nuwa wuri ti co kange nubo wari kange ceu?
2a0604008c	ya mor luwe kwama, con tu cari to tanji laneu ca morece, con nabarubo wari kange ceu ciu cam, bwen no na mam kin nob wabereu ki kwaci cia ca
2a06050035	la con yii ci, bibwe nifire co teluwe kankuk fobka ko
2a06060081	kange bi diye kakuk fobka con doken mor bi kur waber la co meranmbo minti wi, nii kange wi wi wuro kance ko catiyero bwiyam-bwiya
2a06070075	nob mulangkabo kange faricawa to co tibi dor kero can twa nii ni kakuk fobkari na cin fiyan mure wo ci a tamco tiyeu,
2a06080076	la con nyumom dike ci kwa tiyeu la con yii nii wo kangko bwiyame kwen ti fo tiber nubero gwam la nii wo kweni titi wi.
2a06090071	Yeecu me ci yori kebo bi diye kakuk fobka a dike yor yoreu, kaka a ma dike wo yorbeu a cok dume kaka a tual dume?
2a060a0055	la con cto ci gwam la co yii nii wo yarken kangmweko, la con manyo, la kang cebo twam
2a060b004f	la neer ciyero kayaragum, lacin tok kanti bwiti ciye dike ca ma Yeecu nin tiyeu
2a060c0066	lan yilam mor kumeni wo con ceri con yaken bang ca kob dilo con ta kobka dilo kume del co ken kwama ti
2a060d0061	ki kakuk la con co bibei tomange ceu cinen la con cokum kwob cilom bo yobeu, wo co co cibitikali,
2a060e0076	denti bi beitomange ceu co buro cimon [wo co caten tak, Bitru] kange yii Andrawu, Yakubu, Yuwawana, Filibu, Bartalomi,
2a060f0034	Matta, Toma, Yakubu bibwe Afa, cimon wo ca co Jaloti
2a0610003e	Yafuja, bi bwe Yakubu, kange Yafuja ckaryoti wo miye co tiyeu,
2a061100a7	la Yeecu yirau dor banged kange ci laci tim fiye tuared deu, kange bi bwi tomange ce wila kange nubo kila wo borongu Yafudiya kange wurcalima kange nubo kong caji taya
2a06120074	ci bou na ci buro wo nuwa co na co twam twirani ciyeu, nubo buro nuwa dotange ti ki yuwa kelkelikeu con twam ci ken.
2a06130064	nubo mwerkangum we gwameu dotina ci kem co wori bikwan twa ka ro ceru ti cinen, la con twan ci gwam.
2a06140061	la con to bi bei tomangeceu. con yii ci bibuyer kume kom wo nob bune beu la na kume liyar kwamaro
2a06150085	bi buyero an kume, kom wo konuwa wurati naweu, la ci an bwa kumen fuer bibuyer na kume, kom wo ko ci wiye tina weu, la kan nung nungi
2a0616004c	bibuyero na kume to kom la ci ko denkumero na dikero bwir, ki ker bi bwe nir
2a0617006f	ko bilangi diye co ko yilam ki for neerer, wori kan fiya cuner dikwama nubo carem cim ma nob du kumebo nin nawo
2a0618003d	la kwan nen mo nii mwa cuwe-cuweu, la mom yom mwe dangne mweu
2a0619007d	kwan kom nubo wo fuero bwam bwabeu, kan ci wura for kob kwan kom wo ko nung nungi ti na weu, yii kan buwa kan ci wiye ki bui.
2a061a0059	kwan kom na nubo tok ti ki wo dong dong di, nubo carem cimbo tok nyo nob dukumeb cwerkebo
2a061b0063	la ma yii komti nubo ko nuwa ye tiyeu, cui nii bi dom kange mweu, na ma nubo konene nin dike ro ken
2a061c004e	yo nubo cilnen tiye nin bibuyer, na kob nubo buro culong nen ti dor bilenkereu
2a061d0054	wo na kwanen ki kang tangal do wineri, neco wineu na kange tum belle mweri tamde mwe
