2a00000007	Lúcás
2a1327006d	Agus a dubhradar Phairisinigh áirighe do tslúagh ris, A Maighisdir, tabhuir achmhusán dod dhéiscioblaibh.
2a1328006c	Agus ar bhfreagra dhósan a dubhairt sé riu, A deirim ribh, má thochduid so, go néighfid na clocha féin.
2a13290046	Agus mar do dhruid sé a radharc na caithreach, do ghuil se air a son,
2a132a0090	Ag rádh, O dá naitheantá, ann sa lá agad féin fós, na neithe bheanas réd shiothcháin! achd atáid síad a nois foluighthe ód shúilibh.
2a132b0092	Oír tiocfuid láethe ort, ann a dteilgfid do naimhde diog ad thimcheall, agus iona dtimchiollfaid, agus iona gcuibhreochaid thú gach éantáobh.
2a132c00b0	Agus do dhéanuid comhchothrom ris an dtalamh thú, agus do chlann ionnad a stigh; agus ní fhúigfid cloch ar miuin cloiche ionnad; tré nar aithin tú aimsear thfiosruighthe.
2a132d00a4	Agus ar ndol a sdeach don teampall dhó, do thionnsgain sé an dream do bhi ag reic, do thionnsgain cé an dream do bhi ag reic agus ag ceannach ann, do chur amach;
2a132e007a	Ag rádh ríu, Atá sgriobhtha, Mo thighse is tigh urnuighe é; achd cheana do rinneabhairsi tuimighthe bhiothamhnach dhe.
2a132f009c	Agus do bhíodh sé teagasg gach lá ann sa teampall. Agus díarradar úachdaráin na sagart agus na sgríobuidhe agus cinn an phobuil eisíon do mharbhadh,
2a1330006f	Gidheadh ni raibh a fhios aca créd do dhéunaidis: óir do bhi an pobal uile ro-aireach air éisdeachd risean.
2a140100dd	Agus tárla, áon do na láethibh sin, an tan do theagaisg séision an pubal ann sa teampall, agus do sheanmoir sé an soisgéul, go dtangadar úachdaráin na sagart agus na sgríobuidhe maille ris na sinnsearuibh chuige.
2a14020088	Agus do labhradar ris, ag rádh, Innis dúinne, cia an tughdarrás as a ndéanann tú na neithesi? Nó cia thug an tughdarrás so dhuit?
2a1403007b	Agus ar bhfreagra Díosa a dubhairt sé ríu, Fiafrochaidh misi fós aonfhocal amháin dibhse; agus tabhruidh freagra oram:
2a1404003b	Baisdeadh Eóin, ann ó neamh do bhi se, nó ó dháoinibh?
2a1405007e	Agus do bhádarsan ag tagra eatarra féin, ag rádh, Má dermíd, O neamh; déara seisean, Créd fá nar chreideabhairsi dhó?
2a14060075	Achd má deirmid, O dháoinibh; géubhuidh an pobal uile do chlochaibh orainn: oír is deimhin léo gur fáigh Eóin.
2a1407003f	Agus do fhreagradar, nach raibh a fhios aca féiu gá hás dó.
2a1408006c	Agus a dubhairt Iósa ríu, Ní mó innéosas misi dhíbhsi cía an túghdarrás as a ndéunuim na neithesi.
2a140900c9	Agus do thionnsgain sé an chosamhlachdsa do rádh ris an bpobal; Do chuir duine áirighe fíneamhuin, agus tug sé amach do sgológuibh í, agus do bhi sé féin a gcoigcrích air feadh aimsire faide.
2a140a00c7	Agus na am féin do chuir sé a shearbhfhoghantuighe chum na sgológ, ionnus go dtiobhraidis ní do thoradh na fíneamhna dhó: achd do ghabhadar na sgológa air, agus do chuireadar folamh uátha é.
2a140b0099	Agus do chuir sé searbhfhoghantuighe eile úadh a rís: achd ar ngabháil air sin leis, agus ar dtabhairt easonóra dhó, do chureadar folamh uátha é.
2a140c0066	Agus na cheann sin do chuir sé an treas úadh: achd do chuireadarsan amach an tésin leis, ar na lot.
2a140d00a7	Achd a dubhairt tighearna na fíneamhna, Cred do dhéana mé? cuirfidh mé mó mhac grádhach féin chuca: do béidir an tan do chifid é go dtiobhraidís onóir dhó.
2a140e00a3	Agus ar na fhaicsin do na sgológuibh, do labhradar eatarra féin, ag rádh, A sé so an toighre, tigidh, marbham é, ionnus go mbíadh a noighreachd aguinn féin.
2a140f008f	Agus ar na theilgean don táobh amach don fhíneamhain, do mharbhadar é. Ar a nadhbharsin créd do dhéanas tlghearna na fíneamhna riú súd?
2a141000ae	Tiocfuidh sé agus sgriosfuidh sé na sgológa úd, agus do bhéura sé an fhíneamhuin do dháoinibh eile. Agus an tan do chúaladarsan so, a dubhradar, Nár liege Día sin.
2a141100ab	Achd ar bhféachain dósan órrtha, a dubhairt sé: Máseadh créd é an ní so atá sgriobhtha, An chloch do dhiultadar na sáoir is di so do rinneadh ceann an chuáinne?
2a1412008f	Gidh bé duine thuitfeas ar an gcloich úd, do dhéantar greamanna dhe; agus gidh bé duine ar a dtuitfidh sí, do dhéana sí luaithreadh dhe.
2a141300db	Agus díarradar úachdaráin na sagart agus na sgriobuidhe láinha do chur annsan air a núair sin féin; achd do bhi eagla an phobuil orrtha: óir do aithneadar gur ab na naghuidh fein a dubhairt sé an chosamblachdso.
2a141400d9	Agus ag tabhairt aire ris, do chuireadar luchd bratha, do léigfeadh orrtha féin a bheith na bhfiréin, ionnus go ngreameóchaidis air a chomhrádh, do chum a thabhartha do chumhachd agus dughdarrás a nuáchdaráin.
2a141500e2	Agus dfíafraigheadar dhe, ag rádh, á Mhaighisdir, atá a fhios againne gur ceart labhras tú agus theagaisgeas tú, agus nach bhfuil cion agad ar phearsain áonduine, achd go dteagasgann tú slighe Dé do réir na fírinne:
2a14160050	An ceaduightheach dhúinne cíos do thábhairt do Shéasar, nó gan a thabhairt?
2a14170065	Achd tug seisean a meabhail dá aire, agus a dubhairt sé riú, Créd fá gcurtháoi cathughadh oram?
2a1418008d	Taisbéanaigh dhamh pighinn. Cia ar leis a níomháigh agus an sgríbhinn atá uirthe? Agus ar bhfreagra dhoibhsion a dubhradar, Lé Séasar,
2a14190082	Achd a dubhairt seision riu, Ar a nadhbharsin tabhruidh do Shéasar na neithe is lé Séasar, agus na neithe is lé Día do Dhía.
2a141a0092	Agus níor fhéadadar greamughadh air a bhriathra a bhfíadhnuisi an phobuil: agus ag déanamh iongantais ann a fhreagarthuibhsion, do thochdadar.
2a141b0079	Agus ar dteachd do dhruing do na Saduceachiabh chuige, (noch shéanas a neiséirghe do bheith ann;) dfíafruigheadar dhe,
2a141c010f	Ag rádh, A Mhaighisdir, do sgríobh Máoisi dhúinn, Dá bhfaghadh dearbhráthar dhúine ar bith bás, agá mbía bean phósda, agus go bhfuigheadh sé bás gan chloinn, go ngéubhadh a dhearbhráthair chuige a bhean, agus go tóigéubhadh se sliochd dá dhearbhrathair.
2a141d0086	Ar a nadhbharsin do bhádar móirsheisior dearbhrathar ann: agus ar ngabháil mná chuige don chédghear, fúair sé bás gan chloinn.
2a141e005e	Agus do ghabh an dara dearbhrathair chuige an bhean, agus fuair seision leis bás gan chloinn.
2a141f0089	Agus do ghabh an treas dearbhráthair chuige í; agas mar an gcéadna an móirsheisior: agus nier fhágbhadar clann, agus fúaradar bás.
2a14200041	Agus a ndiaigh cháich aile fúair an bhean bás mar an gcéadna.
2a14210070	Ar a nadhbharsin an sa neiséirghe cía aca súd dá madh bean í? óir do bhi si ag an mhóirsheisior na mnaoi.
2a1422006d	Agus ag freagra a dubhairt Iósa ríu, Pósaid clann an tsáoghailsi mná, agus do bheirthear dfearuibh íad:
2a142300a2	Achd cheana an dream mheasfuidhthear gur fiú íad an sáoghal úd, agus eiséirghe ó na marbhuibh dfagháil, ni phósaid mná, agus ní thugthar dfearuibh íad:
2a14240093	Oír ní héidir léo bás dtagháil ní sa mhó: Oír atáid síad mar na haingle; agus na gcloinn ag Día, ar mbeith na gcloinn ag a neiséirghe.
2a14250099	Achd go néiréochadh na mairbh, dfoillsigh Máoise lcis ag an dos, an tan do ghoireas sé don Tighearna Día Abraham, agus Día Isaac, agus Día Iácob.
2a1426005b	Oír ní hé Día na marbh é, achd na mbéo: óir atáid síad uile na mbeathaigh dhósan.
2a1427006a	Agus ar bhfreagra do dhruing do na sgríobuidhibh a dubhradar, A Mhaighisdir, is maith a dubhairt tú sin.
2a1428003e	Agus níor lamhadar ó sin súas ní ar bith fhíafruighe dhe.
2a1429004d	Agus a dubhairt sé ríu, Cionnas a déirid síad gur mac do Dháibhi Criosd?
2a142a0071	Agus a deir Dáibhi féin a leabhar na Salm, A dubhairt an TIGHEARNA rém Thighearnasa, Suidh ar mo láimh dheis,
2a142b0034	No go gcuire mé do námhuid na sdól fád chosaibh?
2a142c004d	Ar a nadhbharsin goiridh Dáibhi Tighearna dhe, agus cíonnas is mac dhó é?
2a142d004e	Agus a néisdeachd an phobuil nile a dubhairt sé ré na dheisciobluibh féin,
2a142e00f4	Tabhruidh aire dháoibh féin ó na sgríobuidhibh, le nab aill siobhal a róhuidhibh fada, agus lé nab ionmhuin failtighe ar na marguidhibh, agus na cédionuid suighthe ann sna coimhthionóluibh, agus na céadchuibhrinn ann sna féasduidhibh;
2a142f0084	Noch shluigeas tighthe na mbaintreabhach, agus sin fós ar sgáth bheith go fada ag urnuighe: do gheabhuid so an dainnadh is truime.
2a15150081	…luchd bhías ann a lar, imthigheadh said aisde; agus an dream bhías ar na machairidhibh ná héirgheadh síad a sdeach innte.
2a15160066	Oír a said so láeithe an dioghaltuis, ionnus go gcoimhlionfuidhthe na huile neithe atá sgríobhtha.
2a151700a9	Agus budh trúagh do ná mnáibh bhías torrach, agus ag oileamhuinn ann sna láethibh úd! oír bíaidh riachdanas romhór ann sa dúithche, agus fearg ris an bpobalsa.
2a151800d8	Agus tuitfid lé faobhar an chloidhimh, agus béarthar a mbraighdeanas íad chum na nuile chinidheach: agus bhíadh Iarúsalém ar na saltairt fáoi a Cineadhachaibh, nó go gcoimhlíontar aimsearacha na Geinidheach.
2a151900c9	Agus béid comharthuighe ann sa ngréin, agus ann sa ngealuigh, agus ann sna réultannuibh: agus combrúghadh na gcinidheach ar an dtalamh, tré úathbhás; ag buirfigh don fhairge agus do na tonnuibh;
2a151a0097	Agus racha a nanam as na dáoinibh tré eagla, agus tré bheith ag feitheamh ris na neithibh thiocfas ar an domhan: oír croithathear cumhachda neimhe.
2a151b0063	Agus ann sin do chifid Mac an duine ag teachd a néull maille lé cumhachda agus lé glóir mhóir.
2a151c008b	Agus an tan thionnsgóntar na neithesi do dhéanamh, féachuidh súas, agus togbhaidh bhár gcinn; óir is fogus dáoibh bhar bhfúasgladh.
2a151d005b	Agus a dubhairt sé an chosamhlachdsa ríu; Féachaigh an crann fige, agus na huile chrann;
2a151e0072	An tan sgeithid a nduilleabhar, air na fhaicsin dáoibhsi aitheantáoi úaibh féin gur fogus an samhradh ann sin.
2a151f0074	Is mar sin dáoibhsi, an tan do chífí na neithesi déanta, bíodh a fhíos aguibh gur ab fogus atá rioghachd Dé.
2a1520005d	A deirim ribh go fírinneach, Nach racha an dínisi thort, nó go ndéantar na neithesi uile.
2a15210053	Rachaidh neamh agus talamh thort: achd ní rachaid mó bhriathrasa thort go bráth.
2a152200cf	Achd tabhruidh bhur naire dhíbh féin, deagla go mbíadh sibh tromchroidh theach úair ar bith í chráos, agus ó mheisge, agus ó rochúramuibh na beathasa, agus go dtiochfadh an lá úd go hobann oraibh.
2a1523005b	Oir tiocfa sé mar dhul ar na huile dháoine dá náitrigheann ar úachdar na talmhan uile.
2a152400c7	Ar a nadhbharsin déanuidh faire, ag guidho gach uile uair, ionnus go rucasfuigh gur fiú sibh dul as ó na neithibhsi uile atá chum teachda, agus go seasmhóchadh sibh a bhfiadhnuisi Mhic an duine.
2a152500ae	Agus do bhíodh sé teagasg sa ló ann sa teampeall; achd ann san noidhche ar nimtheachd dó amach, do chomhnuigheadh sé ar a tslíabh dá ngoirthear slíabh na Noluidheadh.
2a1526005a	Agus do thigeadh an pobal uile chuige go moch air maidin, déisdeachd ris ann sa teampall.
2a1601004d	Agus do dhruid féasda a naráin gan laibhín riu, dá ngoirthear an Cháisg:
2a16020088	Agus do bhí úachdarain na sagart agus na sgríobuidhe ag íarruidh cionnus do mhuirfidís eision; oir do bhí eagla an phobuil orrtha.
2a16030062	Achd do chúaidh Satan a Níudas dar chomhainm Iscáiriot, do bhí no nuibhir an dá fhear dhéag.
2a1604008d	Agus ar nimtheachd amach dhé, do labhair sé ris na hárdsagartaibh agus ris na húachdaranuibh, cionnas do bhraithfeadh sé eision dhóibh.
2a1605005c	Agus do gabh lúathgháire íadsan, agus do rinneadar cunnradh ris airgead do thabhairt dó.
2a16060076	Agus do gheall seision sin, agus díarr sé faill ar eision do bhrath dhóibh ab tan nach mbíadh an pobal a láthair.
2a16070055	Achd táinic lá a naráin gan laíbhín, ann ar bhéigin an tuan cásg do mharbhadh.
2a16080082	Agus do chuir Iósa Peadar and Eóin úadh, ag radh, Imthigh, agus ullmhuighidh dhuinn an túan cásg, do chum go níosamáois é.
2a1609004e	Achd a dubhradarsin ris, Cía a náit ann ar toil leachd sinn dá ullmhughadh?
2a160a00be	Agus a dubhairt sé ríu, Féuch, tar éis dul a sdeach sa chathraigh dháoibh, teigeamhuidh duine áirghe oruibh, ag iomchar shoighthigh uisge; leanaidh é don tigh iona racha sé a sdeach.
2a160b008e	Agus abruidh ré fear an tighe, A deir an Maighisdir riot, Cáit a bhfuil an Ióisdín, iona níosa mé an cháisg maille rem dheisciobhluibh?
2a160c0062	Agus taisbéanuigh seision dáoibh séomra mór uachtrach deaghmhaisioch: ullmhuighidh ann sin é.
2a160d0064	Agus ar nimtheachd dóibhsion, fuaradar mar a dubhairt seision riu: agus dullmhuigheadar an cháisg.
2a160e005c	Agus an tráth tháinic an tam, do shuidh sé síos, agus a dhá dheisciobal deg maille ris.
2a160f0072	Agus a dubhairt sé ríu, Do bhí fonn romhór oram an cháisgse do chaitheamh maille ribhsi suil fhuileongas mé:
2a1610005d	Oír a deirim ribh, Nach íosa mé dhe ní as mó, nó go gcoimhlíontar é a ríoghachd Dé.
2a16110080	Agus ar ngabháil an chupáin chuige, ar mbreith buidheachais dó, a dubhairt sé, Glacaidh so, agus roinnidh eadruibh féin é.
2a16120057	Oír a deirim ribh, Nach iobhta mé do thoradh na fineamhna, no go dtíg rioghachd Dé.
2a161300c6	Agus ar ngabháil a nárain chuíge, ar mbreith huidheachais dó, do bhris, agus tug sé dhóibhsean é, ag rádh, A sé so mo chorpsa do bhearthar áir bhur sonsa: déanuidh so mar chuimhne oramsa.
2a16140089	Agus mar an gcéadna an cupán fós tar éis suipéir, ag rádh, A sé an cupánsa an tiomna núa ann mfhuilsi, dhóirtear ar bhar sonsa.
2a16150044	Achd, féuch, lámh an té bhraitheas misi am fhochair ar an mbórd.
2a1616007a	Agus imthigidh Mac an duine go deimhin, do réir mar do hórduigheadh: gidheadh is mairg don duine úd lé mbraithtear é!
2a1617005a	Agus do thionnsgnadarsan a fhíafruigh eatarra féin, cía aca bhíadh ar tí so dheanamh.
2a16180050	Agus fós déirghidh imreasain eatarra, cía aca measfuighthe bheith ní as mó.
2a161900d1	Achd a dubhairt seision ríu, Atá tíghearnas ag righthibh seision ríu, Atá tíghearnas ag righthibh na Geinidheach orrtha; agus an dream agá bhfuil cumhachda orrtha goirthear dáoine flaitheamhla dhíobh.
2a161a009b	Achd ní mar sin dáoibhse: achd an té as mó eadruibh, bhíodh sé mar an té is lugha; agus an té is áired eadruibh, mar an té do ní miniosdralachd.
2a161b00ad	Oír cía aca is mó, an té shuigheas ar an mbórd, nó an tí friothólamh? a né nach é an té shuigheas ag bidh? achd atáimsi eadruibhse mar an té do ní friotholamh.
2a161c0038	Agus is sibhsi dfan am fhochairsi ann mo chathuighthibh.
2a161d0059	Ar a nadhbharsín órduighim dháoibhsi rioghachd, mar do órduigh Máthair féin damhsa;
2a161e00aa	Ionnus go níosdáoi agus go níobhtháoi ar mó bhórdsa ann mo rioghachd féin, agus go suighfí ar chaithíreachaibh ag breith bhreithe ar dhá threibh dhéug Isráel.
2a161f007a	Agus a dubhairt an Tighearna, A Shímóin, a Síomóin, féuch, díarr Sátan sibhsi, le bhar gcáthadh mar chruithneachd:
2a16200089	Agus do ghuidh misi air do shonsa, ionnus nach dtráoithfeadh do chreideamh: agus air bhfilleadh duitse, neartuigh do dhearbhraithreacha.
2a16210071	Agus a dubhairt seision ris; A Thighearna atáim ullamh air bhul leachdsa, chum príosúin, agus chum báis leis.
2a16220092	Achd a dubhairt séision, A deirim riot, a Pheadair, nach goirfe an coileach a níu, nó go séanna tú trí húaire go bhfuil aithne agad oramsa.
2a162300a7	Agus a dubhairt sé ríu, An tan do chuir mé úaim sibh fan sparán, ná mála, ná bróga, an raibh uireasbhuigh éin neithe oruibh? Agus a dubhrádarsan, Ní raibh.
2a162400d3	Ar a nadhbharsin a dubhairt sé ríu, Achd a nois, gidh bé agá bhfuil sparán tógbhadh sé é, agus a mhála mar an gcéadna: agus gidh bé ag nach bhfuil, reacadh sé a bhrat, agus ceannchadh sé cloidheamh.
2a162500d3	Oir a deirim ribh, Gur ab éigin fós an ní atá sgriobhtha do choimhlíonadh ionnamsa, Agus atá sé ar na chomháireamh a measg na ndáoine coirthéach: óir na neithe úd atá am thaoibhse atá deireadh aca:
2a1626006e	Achd a dubhradarsan, A Thighearna, féuch, dhá chloidheamh ann so. Achd a dubhaier seision ríu, Is lór sin.
2a1627008e	Agus ar nimtheachd amach dhó, do chúaidh sé, do réir a ghnáthuighthe, go slíabh na Noluidheadh; agus fós do leanadar a dheisciobuil é.
2a16280080	Agus an tán tháinic sé chum na háite, a dubhairt sé ríu, Déanunidh urnuighe ionnus nach dteigeamhadh sibh a ccáthughadh.
2a1629007b	Agus do tairrngeadh eision úatha a dtimcheall urchair cloiche, agus agá léigean air a ghlúinibh, do rinne sé urnuighe,
2a162a007d	Ag rádh, A Athair, mas toil leachd, cuir an cupánsa thoram: ach cheana nar ab í mo thoilsi, achd do thoilsi, do dhéantar.
2a162b003e	Achd do taisbéanadh dhó aingeal ó neamh dá chomhfhurtachd.
2a162c0099	Agus ar mbeith a nanbhuain mhóir dhósan do rinne sé urnuighe ní as díthchiolluighe: agus do bhí a allas mar bhráona mora fola ag tuitim ar talamh.
2a162d0073	Agus an tan déirigh sé ó umuighe, tháinic sé chum a dheisciobal, agus fuair sé na gcodladh íad tré thuirsi,
2a162e007e	Agus a dubhairt sé rú, Créd fá gcodaltáoi? éirghidh agus déanuidh urnuighe, do chum nach dtuitfeadh sibh a gcathughadh.
2a162f00b3	Agus ag labhairt dó fós, féuch an slúagh, agus an té dá ngoirthí Iúdas, áon don dá fhear déag, ag gabháil rompa, agus do dhruid sé ré Hiosa do thabhairt póige dhó.
2a1630004f	Agus a dubhairt Iósa ris, A Iúdais, an lé poig bhraithbeas tú Mac an duine?
2a16310093	Agus an tan do chunncadar an dream do bhí ná thimcheallsan an ní do bhí ag teach, a dubhradar ris, A Thighcarna, an mbuáilfeam lé cloidheamh?
2a16320067	Agus do bhuáil fear dhíobh searbhfhoghantuidhe a nárdshagairt, agus do bhean sé a chlúas dheas de.
2a1633007c	Achd do fhreagair Iósa agus a dubhairt, Fuilngidh go soithe so. Agus ar mbuáin ré na chluáis súd, do shlánuigh sé é.
2a163400cf	Agus a dubhairt Iósa ris na hardsagartaibh, agus úachdaráuibh an teampuill, agus na seinnsearaibh, tháinic chuige, An dtangabhair amach, le cloidhimhthibh agus le batuidhibh, amhuil chum bhiothainhnuigh?
2a16350089	An tan do bhí me gach lá agaibh sa teampall, níor shineabhair lámha dhamh: achd a sí so bhar nuáirsi, agus cumhachda an dorchaduis.
2a16360067	Achd ar mbreith airsion, rugadar léo é, go tigh an ardshagairt. Agus do lean Peadar a bhfad úadh é.
2a16370083	Agus an tráth do lasadar teine ar lár na halla, agus so shuigheadar na timchioll a bhfochair a chéile, do shuidh Peadar catarra.
2a1638009f	Agus an tan do chunnairc cailín áirighe é na shuidhe ag an teinidh, ar bhfeachain go gér dhí air, a duabhaiet sí, Do bhi an fearso fós na fhochair súd.
2a16390047	Agus do shéan seision é, ag rádh, A bhean, níor bhaithnidh damh é.
2a163a009d	Agus beagán na dhiáigh sin ar na fhaicsin do neach eile, a dubhairt sé, Agus is díobh súd thusa fós. Achd a dubhairt Peadar, A dhuine, ní díobh misi.
2a163b00b0	Agus a dtimcheall áonuáire amháin na dhiáigh sin, do dhearbhuigh neach áirighe ele, ag rádh, Go firinneach do bhí an tési leis na fhochair súd: óir is Galiléeach é.
2a163c0095	Achd a dubhairt Peadar, A dhaine, ní bhfuil a fhios agam créd a deir tú. Agus ar an mball, an feadh do bhí sé ag labhairt, do ghoir an coileach.
2a163d00c3	Agus ar gcasadh don Tighearna, dféuch sé ar Pheadar. Agus do chumhnigh Peadar ar chomrádh an Tighearna, cionnas a dubhairt sé ris, Suil ghoirfeas an coileach, séanfuidh tú mé trí huáire.
2a163e0034	Agus ar ndol amach do Pheadar, do ghuil sé go gér.
2a163f004f	Agus na dáoine do chuinnigh Iósa do rinneadar fonómhad fáoi, dá bhúaladh;
2a1640008d	Agus an tan do fholuigheadar é, do bhuáileadar a aghuidh, agus dfiafruidheadar dhe, ag rádh, Déana fáigheadóireachd, cía bhúail thú?
2a16410046	Agus a dubhradar mórán do neithibh eile na aghaidh dhá mhaslughadh.
2a164200ae	Agus mar déirigh an lá, do chrinnigheadar sinnsir an phobuil, agus na hárdsagairt, agus na sgríobuidhe a bhfochair a chéile, agus tugadar eision chum a gcomhairle féin,
2a16430071	Ag rádh, An tusa Críosd? innis dúinne. Agus a dubhairt seision riu, Má innisim dháoibh, ní chreidfidhe mé:
2a16440063	Agus fós ma fhiafruighim í dhíbh, ní thiobhartháoi freagra oram, agus ní léighfi uáibh mé.
2a1645004c	Sam aimsir aig teachd biáidh Mac an duine na shuighe ar deis chumhachd Dé.
2a1646006a	Agus a dubhradar uile ris, mar sin an túsa Mac Dé? Agus a dubhairt seision riú, A deirthisi gur ab mé.
2a16470079	Achd a dubhradarsan, Créd é an riachdanus fiadhnuisi atá oruinn feasda? óir do chúalamar féin as a bhéul féin é.
2a17010042	Agus ar néirghe dá ccoimhthional uile, rugadar chum Pioláid é.
2a170200b9	Agus do thionnsgnadar cúis do chuir air, ag radh, Fúramar an fearsa ag iompódh ar gcinidh, agus ag toirmeasg cíosa do thabhairt do Shéasar, ag rádh gur ab é féin Críosd an Rí.
2a17030084	Agus a dfíafruidh Pioláid dhe, ag rádh, An tusa Rí na Níudaighe? Agus ar bhfreagra dhósan a dubhairt sé ris, A deir tusa sin.
2a17040073	Agus a dubhairt Píoláid ris na hárdsagartuibh agus ris an tslúagh, Ní fhaghaimsi cúis ar bith air a bhfearso.
2a170500c0	Achd do theannadarsan orrtham ag rádh, Buáidhridh sé an pobal, ag teagasg ar feadh thíre Iúdaighe uile, ag teasgasg ar feadh thíre Iúdaighe uile, ag tosughadh ón Ghalilé go soithe so.
2a17060062	Agus mar do chúaluidh Píoláit teachd thar an Ngalilé, dfiarfruidh sé dhe nar Ghaliléeach é.
2a17070099	Agus an tan daithin sé gur ab fá thumhachduibh Iornáth do bhí sé, do chuir sé ar ais é chum Iorúaidh, do bhí Níarusalém ann sna láethibh sin.
2a170800f3	Agus ar bhfaicsin Iósa Díoruáidh, do ghabh lúathgháire mhór é: óir do bhí fonn air ré fada eision dfaicsin, do bhrigh go gcúaluidh sé mórán air; agus do bhí dóchas aige go bhfaicfeadh sé comhtharra éigin ar na dhéanamh leis.
2a1709005d	Agus dfíafruidh sé mórán do cheasdannuibh dhe; achd ní thug seision freagra ar bith air.
2a170a0062	Agus do sheasadar na hárdsagairt agus na sgrióbuidhe ag déanamh casáoide air go dithchiollach.
2a170b0085	Achd tug Ioruáidh maille ré na luchd coguidh tarcuisne air, agus do rinneadar fonómhad fáoi chúireadar chum Píoláid a rís é.
2a170c008a	Agus an lásin féin, do rinneadh Ioruaith agus Píoláid na gcáirdibh dhá cheile: óir do bhádar na naimhdibh agá chéile roimhe sin.
2a170d004e	Agus ar ngairm na nárdsagart agus núachdarán, agus an phobuil do Phioláid,
2a170e00f1	A dubhairt sé riu, Tugabhair chugamsa an duinesi, mar neach iompóidheas an pobal: agus, féuch, ar gceasdughadh ris damsha ann bhar bhfiadhnuisi féin, ní fhúair me coir ar bith ar an duine do na neithibh agá ndéantáoisi casáoid air:
2a170f0083	Agus fós, ní fhúair, Ioruáidh: óir do chuir mé chuige sibh; agus, féuch, ní dhearnuidh níar bith leis do thuillfeadh bás.
2a1710003d	Ar a nadhbharsin ar na smachdughadh, léighfidh mé uáim é.
2a1711004d	Oír dob éigean dí neach éigin do léigean amach dhóibh ann sa bhféasda.
2a17120063	Achd do éigh an choimthionol uile, ag rádh, Beir uáinn an fearsa, agus sgáoil dúinne Barabbas:
2a1713006c	Do bhí ar na chur a bpriosún tré cheannairc áirighe, agus trí mharbhadh, do rinneadh ann sa chathraigh.
2a17140064	Ar a nadhbharsin, do labhair Píoláid rín a rís, ar mbeith fonnmhar dhó ar Iósa léigean úadh.
2a17150036	Achd do éimhgheadarsan, ag rádh, Croch é, croch é.
2a171600b4	Agus a dubhairt sé rín an treas uáir, Achd, créud é an tolc do rinne sé? ní fhuair mísi cúis bhais ar bith air: ar a nadhbharsin ar na smachdughadh, leigfidh mé amach é.
2a171700a9	Achd do sheasadarsan go cruáidh ná aghuidh lé gothannuibh móra, ag íarruidh eisiondo chrochadh. Agus do bhuaidheadar a ngóthasan agus gótha úachdarán na sagart.
2a17180040	Agus rug Píoláid do bhreith an ní díarradarsan do dhéanamh.
2a17190095	Agus do léig sé amach chuca an té do teilgeadh a bpriosún ar son cheannairce agus marbhtha, noch do íarradar; agus tug sé Iósa dhá dtoilsion.
2a171a00af	Agus an tan do rugadar léo é, ar mbreith ar Shiréanach áirighe, dar bhainm Simon, do bhí ag teachd ón túaith, do chuireadar an chroch air, dá hiomchara ndíaigh Iósa.
2a171b006d	Agus do lean cuideachda mhór don phobal, agus do na mnáibh é, do bhí fós ag gul agus dá cháoineadhsan.
2a171c0097	Agus ar bhfilleadh chuca a dubhairt Iósa, A ingheana Ierusaléim, ná guilidh ar mo shonsa, achd guilidh ar bhar son féin, agus ar son bhar gcloinne.
2a171d00a5	Oír, féuch, tiochfuid na láethe, iona naibéoruid said, Is beannuighthe na mná seasga, agus na bronna nach ar thuismidh, agus na cíocha nach dtug bainne úatha.
2a171e0066	Ann sin thionnsganaid a rádh ris na sléibhtibh, Tuitigh oruinn; agus ris na cnocaibh, Folnighe sinn.
2a171f0054	Oír má níd síad na neithesi ris an crann úr, créd do dhéantar ris an ccríon?
2a17200049	Agus fós tugadh días eile meirleach da ccur chum báis na fhochairsion.
2a172100a5	Agus an tan tanagadar do nionad dá ngoirthear Ait na cloigne, do chrochadar ann sin é féin, agus na meirligh, fear air a dheis, agus fear eile air a láimh chlé.
2a1722009c	Agus a dubhairt Iósa, A Athair, maith dhóibh; óir ní bhfuil a fhios aca créd do nid said. Agus an roinn a éaduighsion, do theilgeadar crannchar orthu.
2a172300d4	Agus do sheas an pobal ag fhéachain air. Agus do rinneadar na húachdaráin leis fonómhad fáoi maille ríusán, ag rádh, Dfóir sé ar dháoinibh eile; foireadh sé air féin, mas é so Criosd, do thogh Día.
2a17240067	Agus fós do rinneadar na saighdiuirigh fonómhad fáoi, ag drud ris, agus ag tairgsin bhinéigre dhó,
2a1725003e	Agus ag rádh, Mas tusa rí na Níuduigheadh, fóir ort féin.
2a1726008f	Agus fós do bhí sgríbhneóireachd sgríobhtha ós a chionn do litreachabh Gréigis, agus Laidní, agus Eabhrias, A SE SO RI NA NIUDUIGHEADH.
2a1727007b	Achd do bhí áon do na meirleachaibh do crochadh dá mhaslughadh, ag rádh, Mas tú Críosd, fóir ort féin agus oruinne.
2a1728007c	Agus ar bhfreagra don fhear eile, do spreag sé é, ag rádh, A né nach bhfuil eagla Dé ort, agus tú fa áondhamnadh ris?
2a17290082	Achd sinne go deimhin go ceart; (óir fúaramar na neithe do thuilleadar ar ngníomhartha): achd ní dhearna an tési olc ar bith.
2a172a0066	Agus a dubhairt sé ré Híosa, A Thighearna, cuimhnigh oransa an tan thiochas tú ad rioghachd féin.
2a172b0063	Agus a dubhairt Iósa ris, A deirim riot go firinneach, Go mbia tú am fhochair a niu a bpárrthas.
