0100000008	Suencuek
07070300f9	Te dongah pilnam kah a hna ah pang thil lamtah, 'U khaw aka rhih tih aka thuen tah bal mai saeh lamtah Gilead tlang lamloh nong saeh,’ ti nah,” a ti nah. Te vaengah pilnam khui lamloh hlang thawng kul thawng hnih te bal tih thawng rha la cul uh.
0707040173	Tedae Gideon te BOEIPA loh, “Pilnam he yet aih pueng. Amih te tui taengla suntlak puei lamtah nang hamla pahoi ka nuemnai bitni. Te vaengah nang taengah, 'Anih he namah taengah pongpa saeh,’ ka ti hlang te tah namah taengah pongpa saeh. Tedae, 'anih te namah taengah pongpa boel saeh,’ tila nang taengah ka thui hlang boeih te tah pongpa van boel saeh,” a ti nah.
07070500ec	Te dongah pilnam te tui taengla a suntlak puei. Te phoeiah Gideon te BOEIPA loh, “Ui kah a laeh bangla tui te a lai neh aka laek boeih neh tui ok ham a khuklu dongah aka cungkueng hlang boeih te amah neh amah hloep khueh,” a ti nah.
0707060092	Te vaengah a ka neh a kut aka laek he hlangmi la hlang ya thum lo tih, pilnam hlangrhuel boeih long tah tui ok hamla a khuklu dongah cungkueng uh.
07070700cb	Te dongah Gideon te BOEIPA loh, “Tui aka laek hlang ya thum neh nang te kan khang vetih Midian te nang kut ah kan paek bitni. A tloe pilnam boeih te tah amah hmuen la rhip cet uh mai saeh,” a ti nah.
07070800e3	Te dongah pilnam loh a kut dongah lampu neh tuki te a khuen uh. Israel hlang boeih te a dap la rhip a tueih coeng dae hlang ya thum te tah a rhuem pueng. Te vaengah Midian rhaehhmuen he tuikol kungdak kah amah taengah om coeng.
070709007b	Tekah khoyin ah Gideon te BOEIPA loh, “Thoo, anih te na kut dongah kam paek coeng dongah rhaehhmuen ke suntlak thil laeh.
07070a0053	Tedae suntlak ham na rhih atah na ca Purah te rhaehhmuen la namah loh suntlak puei.
07070b00ca	A thui uh te na yaak tih, na kut han talong uh phoei daengah ni rhaehhmuen khaw na suntlak thil eh?,” a ti nah. Te daengah a ca Purah khaw rhaehhmuen kaepvai kah aka bop kah taphung la a suntlak puei.
07070c00bb	Te vaengah Midian neh Amalek khaw, khothoeng ca rhoek boeih khaw kaisih aka hol uh bangla kol ah yalh uh tih amih kah kalauk mah tuipuei tuikaeng kah laivin bangla tae lek pawt la hmoeng.
07070d0115	Gideon halo vaengah hlang pakhat loh a hui taengah a mang tarha ana doek thui tih, “Mang ka man hatah cangtun vaidam a hluem hluem at loh Midian rhaehhmuen la paluet tih dap khuila kun. Dap te a toh tih a cungku phoeiah a so la a palet thil dongah dap cungku he,” a ti nah.
07070e00ba	A hui long khaw a doo tih, “A hong moenih, Israel tongpa, Joash capa Gideon kah cunghang dae la te, Midian neh rhaehhmuen boeih he Pathen loh anih kut dongah a paek coeng,” a ti nah.
07070f00c2	Mang kawng a saep te Gideon loh a yaak vaegnah tho a thueng. Te phoeiah Israel rhaehhmuen la mael tih, “Midian rhaehhmuen he BOEIPA loh na kut ah m'paek coeng dongah thoo uh laeh,” a ti nah.
070710008a	Hlang ya thum te a lu pathum a boel tih amih boeih long te a kut dongah tuki, amrhaeng hoeng neh amrhaeng khui ah hmaithoi te rhip a paek.
070711008e	Te phoeiah amih te, “Kai nan hmuh uh vanbangla saii uh van. Tahae ah rhaehhmuen taphung la ka cet pawn ni, te dongah ka saii bangla saii uh.
07071200bb	Kai loh tuki te ka ueng van neh ka taengkah rhoek boeih long khaw tuki te ueng uh. Nangmih long khaw rhaehhmuen taengvai boeih ah, “BOEIPA ham neh Gideon ham,” ti uh van,” a ti nah.
07071300c2	Gideon loh amah taengkah hlang yakhat te pukthung bangli vaengah rhaehhmuen taphung la a pawk puei. Kho aka tawt rhoek te a thoh van neh tuki te a ueng uh tih a kut dongkah amrhaeng te a dae uh.
07071400e3	Te phoeiah rhoihui pathum loh tuki te a ueng uh tih amrhaeng te a dae uh. Te phoeiah hmaithoi te a banvoei kut neh, ueng hamla tuki te a bantang kut ah a thueng uh tih, “BOEIPA ham neh Gideon ham cunghang he,” tila pang uh.
070715009d	Rhaehhmuen te a kaepvai kah a kungdak ah boeih a pai thil uh vaengah rhaehhmuen kah te khaw boeih yong. Te vaengah a rhaelrham a rhaelrham uh doeah yuhui uh.
07071600dc	Tuki ya thum te a ueng uh van neh khat rhip kah cunghang te BOEIPA loh a hui taeng neh rhaehhuen tom boeih taengla a cuk sak dongah lambong loh Bethshitah Zererah ben Tabath kaepkah Abelmeholah khorhi duela rhaelrham uh.
0707170082	Te vaengah Israel hlang te Napthali lamkah khaw, Asher lamkah khaw, Manasseh tom lamkah khaw a khue tih Midian hnuk te a hloem uh.
0707180107	Puencawn rhoek te khaw Gideon loh Ephraim tlang tom ah a tueih tih, “Midian khoep mah ham ha suntla uh lamtah amih te Bethbarah tui neh Jordan duela buem uh laeh,” a ti nah. Te dongah Ephraim hlang te boeih a doek tih Bethbarah tui neh Jordan duela a buem uh.
07071900f0	Te vaengah Midian mangpa rhoi Oreb neh Zeeb te a tuuk uh tih, Oreb te Oreb lungpang ah a ngawn uh. Zeeb te tah Zeeb mah la a ngawn uh. Te phoeiah Midian te a hloem uh tih, Oreb neh Zeeb lu te Jordan rhalvangan kah Gideon taengla a khuen uh.
07080100c6	Tedae anih te Ephriam hlang loh, “Kaimih taengah mebang hno lae na saii tih, Midian vathoh thil ham na caeh vaengah kaimih tloe tah nang khue pawh,” a ti na uh tih anih te thamahnah neh a ho uh.
0708020081	Te vaengah amih te Gideon loh, “Nangmih bangla balae ka saii coeng, Abiezer kah misurbit lakah Ephraim yoep he a then moenih a?
07080300b1	Midian mangpa Oreb neh Zeeb te Pathen loh na kut dongla m'paek coeng tih nangmih bangla balae ka saii thai. Anih lamkah a mueihla a tahah vaengah a hekah ol a thui,” a ti nah.
070804006a	Gideon ha pawk van neh Jordan te pahoi kat tih a taengkah hlang ya thum neh buhmueh rhathih la a hloem uh.
07080500dd	Te dongah Sukkoth hlang rhoek taengah, “Ka kho kung kah pilnam ham he buh hluem khaw m'paek pah laem, Midian manghai Zebah neh Zalmunna hnuk ka hloem ah amih khaw kamah khaw buhmueh rhathih lam ni ka om uh,” a ti nah.
070806008d	Tedae Sukkoth mangpa rhoek loh na caempuei te buh ka paek uh ham khaw Zebah neh Zalmunna kut te na kut dongah om oepsoeh pawn a?” a ti nah.
07080700a9	Te dongah Gideon loh, “Zebah neh Zalmunna te BOEIPA loh ka kut dongla han tloeng vaengah na saa te khosoek kah a hling neh, mutlohling neh kam baih bitni,” a ti nah.
0708080086	Te lamkah te Penuel la cet tih koep a thui bal dae anih te Sukkoth hlang rhoek kah a doo bangla Penuel hlang rhoek long khaw a doo uh.
0708090079	Te dongah Penuel hlang rhoek te khaw a voek tih, “Sading la ka mael vaengah rhaltoengim he kam phil bitni,” a ti nah.
07080a00e1	Te vaengah Zebah neh Zalmunna tah Karkor ah khothoeng ca caem boeih khui lamkah aka sueng boeih thawng hlai nga tluk loh amih rhoi taengah lambong la a om puei. Te vaengah cunghang aka pom hlang thawng ya pakul loh cungku uh.
07080b008e	Gideon khaw, Nobah neh Jobehah khothoeng kah dap ah aka om rhoek longpuei ah cet tih lambong lambong te a tloek daengah ngaikhuek la om pueng.
07080c009b	Zebah neh Zalmunna te rhaelrham rhoi van dae a hnukah a hloem. Midian manghai rhoi Zebah neh Zalmunna te a tuuk van nen tah lambong boeih te a lakueng sak.
07080d004c	Joash capa Gideon khaw caemtloek lamkah lamkah te Heres kham longah ha mael.
07080e00a0	Te vaengah Sukkoth hlang rhoek khui lamkah camoe te a tuuk tih a dawt. Anih ham Sukkoth mangpa rhoek neh hamca rhoek hlang sawmrhih parhih ming te boeih a daek.
07080f00e4	Te phoeiah Sukkoth hlang rhoek te a paan tih, “Zebah neh Zalmunna la he, kai nan hnael uh tih, 'Buh aka lamlum na hlang rhoek te ka paek uh ham khaw, na kut ah Zebah neh Zalmunna kut loh om pawn a,’ na ti uh te,” a ti nah.
0708100075	Te phoeiah khopuei kah a hamca rhoek neh Sukkoth hlang rhoek te a loh tih khosoek kah a hling, mutlohling neh a toel.
070811004a	Penuel rhaltoengim te khaw a phil tih khopuei hlang rhoek te khaw a ngawn.
07081200c2	Te phoeiah Zebah neh Zalmunna te, “Tabor ah na ngawn uh te mebang hlang rhoek lae,” a ti nah hantah, “Namah bangla om tih amih te manghai capa kah a suisak bangla rhip om uh,” a ti rhoi.
0708130099	Te vaengah ka mana rhoi aw BOEIPA kah hingnah dongah amih te ka manu ca rhoek ni, amih te na hing sak koinih nangmih he kang ngawn pawt sue,” a ti nah.
070814009d	Te phoeiah a caming Jether te, “Thoo lamtah amih rhoi he ngawn,” a ti nah. Tedae a camoe pueng dongah a rhih tih a cunghang te camoe loh rhawp bong pawh.
07081500f3	Zebah neh Zalmunna long khaw, “Namah te thoo lamtah kaimih rhoi he n'cuuk thil,” a ti nah. A thayung thamal loh hlang la a poeh sak van dongah Gideon khaw thoo tih Zebah neh Zalmunna te a ngawn. A kalauk rhawn dongkah oi te khaw a loh pah.
07081600b9	Te vaengah Gideon te Israel hlang rhoek loh, “Kaimih he Midian kut lamkah nan khang coeng dongah namah neh na ca long khaw, na ca kah a ca khaw kaimih soah ngol pawn saeh,” a ti uh.
070817009b	Tedae amih taengah Gideon loh, “Nangmih soah kai ka ngol mahpawh, ka ca khaw nangmih soah ngol boel saeh, BOEIPA te nangmih soah ngol bitni,” a ti nah.
07081800e7	Te vaengkah amih Ishmael rhoek kah hnaii te tah sui kak la a om dongah Israel rhoek te Gideon loh, “Hlang boeih loh a kutbuem la a khueh hnaii te kai taengah nan paek ham te ni nangmih taengah huithuinah neh kam bih,” a ti nah.
0708190078	Tedae, “Pae rhoe pae sih,” a ti uh dongah himbai te a phaih uh tih hlang boeih loh a kutbuem hnaii pahoi a voeih uh.
07081a00c4	Te vaengkah sui hnaii a bih te sui kak khiing la thawngkhat ya rhih om. Te lamloh Midian manghai pum dongkah kah oihnun, hnapha, daidi himbai khaw, te lamloh kalauk rhawn dongkah oi khaw om pueng.
07081b00ae	Te te Gideon loh hnisui la a saii tih Ophrah kah amah kho ah a khueh hatah a taengah Israel boeih loh cukhalh uh. Te dongah Gideon ham neh a imkhui ham tah hlaeh la a om pah.
07081c00a8	Midian he Israel ca rhoek kah mikhmuh ah kunyun coeng tih a lu khaw dangrhoek ham khaw khoep uh voelpawh. Te dongah Gideon tue, kum likip khuiah tah khohmuen khaw mong.
07081d0047	Te daengah Joash capa Jerubbaal khaw mael van tih amah im ah kho a sak.
07081e005c	Gideon he a yuu muep a om dongah a pum lamkah aka thoeng rhoek mah ca tongpa sawmrhih lo uh.
07081f0050	Tedae Shekhem kah a yula loh anih ham ca a cun van tih a ming te Abimelek a sui.
0708200060	Joash capa Gideon khaw sampok then la duek tih Abiezer Ophrah kah a napa Joash phuel ah a up uh.
0708210088	Gideon a duek van nen tah Israel ca rhoek loh poehlip uh. Baal taengla cukhalh uh tih amamih ham Baalberith te pathen bangla a khueh uh.
070822006d	A kaepvai kah thunkha rhoek kut tom lamkah amih aka huul BOEIPA a Pathen te Israel ca rhoek loh poek uh pawh.
0708230068	Israel ham a saii a then boeih dongah khaw Jerubbaal Gideon imkhui taengah sitlohnah khaw tueng uh pawh.
070901007c	Jerubbaal capa Abimelek a nupu rhoek taengah Shekhem la cet tih amih te khaw, a manu kah a napa imkhui cako boeih te a voek.
070902010d	Shekhem boei boeih kah a hna dongah khaw, “Jerubbaal ca rhoek hlang sawmrhih boeih loh nangmih soah a ngol ham neh hlang pakhat bueng loh nangmih soah a ngol ham te nangmih ham melae aka then bet eh? Te dongah kai khaw na rhuh na saa van ni tite poek uh,” a ti nah.
07090300bf	Te olka boeih te Shekhem boei rhoek boeih kah hna dongah tah, “Anih kah a nupu pai ni,” a ti uh tih, “Anih te mah manuca ni,” a ti uh dongah Abimelek taengla a lungbuei boeih hooi uh.
07090400a0	Te dongah Baalberith im lamkah tangka sawmrhih te anih a paek uh. Te nen te Abimelek loh hlang hoeng rhoek neh aka soetae rhoek te a paang tih a hnukah bang uh.
07090500bc	Ophrah kah a napa im la a pawk vaengah a manuca rhoek, Jerubbaal ca rhoek hlang sawmrhih te lungto pakhat dongah rhenten a ngawn. Tedae Jerubbaal capa a poeih Jotham tah thuh uh tih sueng.
070906009c	Shekhem boei rhoek boeih neh Bethmillo boeih loh a tingtun uh phoeiah cet uh tih Abimelek te Shekhem kah aka pai thingnu kaepah manghai la a manghai sak uh.
07090700da	Tedae Jotham taengla a puen pa uh vaengah tah Gerizim tlang som la luei tih pai. Te phoeiah a ol a huel tih a pang doela, “Shekhem boei rhoek ka ol he hnatun uh lah te daengah ni Pathen loh nangmih ol te a hnatun eh.
0709080085	Thing rhoek loh a manghai situi koelh ham cet cet uh tih olive taengah, 'Kaimih soah manghai khaw manghai mai laeh he,’ a ti na uh.
070909008f	Tedae amih te olive loh, “Pathen neh hlang aka thangpom ka maehhloi he ka toeng mai vetih thing rhoek soah vikvuek ham ka cet aya?' a ti nah.
07090a0066	Thing rhoek loh thaibu taengah khaw, “Namah halo lamtah kaimih soah manghai mai laeh,” a ti na uh.
07090b0082	Tedae amih te thaibu loh, “Ka didip neh ka thaih then he ka toeng mai vetih thing rhoek soah vikvuek ham ka cet aya? ' a ti nah.
07090c0071	Misur taengah khaw thing rhoek loh, “Nang halo lamtah kaimih soah manghai khaw manghai mai laeh,’ a ti na uh.
07090d0094	Tedae amih te misur loh, 'Pathen neh hlang ko aka hoe sak ka misur thai te ka toeng mai vetih thing rhoek soah vikvuek ham ka cet aya?,’ a ti nah.
07090e0068	Thing rhoek boeih long te tangkul taengla, 'Nang halo lamtah kaimih soah manghai mai saw,’ a ti na uh.
07090f00f0	Tangkul long tah thing rhoek taengah, 'Na oltak nen ni nangmih sokah manghai la kai n'koelh uh van atah, halo uh lamtah ka hlipkhup ah ying uh. Te pawt koinih tangkul puep lamkah hmai puek vetih Lebanon lamphai khaw a hlawp ni,” a ti nah.
07091000c4	Tahae ah oltak neh a khangmai la na saii uh tih Abimelek te na manghai sak uh coeng atah Jerubbaal ham neh a imkhui ham hnothen nim na saii uh tih a taengah a kut neh aka tiing lam nim na saii uh.
0709110068	A pa loh nangmih ham a vathoh tih a hmai ah a hinglu a voeih dongah nangmih te Midian kut lamloh n'huul.
07091200de	Tedae nangmih loh tihnin ah a pa cako te na thoh thil uh tih a ca rhoek hlang sawmrhih te lungto pakhat dongah na ngawn uh. A salnu kah a ca Abimelek vik te na manuca na ti uh tih Shekhem boei rhoek soah na manghai sak uh.
070913009e	Tihnin Jerubbaal taeng neh a cako taengah oltak neh a khangmai la na saii uh coeng atah Abimelek dongah kohoe uh lamtah anih khaw nangmih dongah a kohoe saeh.
07091400b2	Abimelek lamloh hmai puek tih Shekhem boei rhoek neh Bethmillo te a hlawp pawt atah Shekhem boei rhoek neh Bethmillo lamkah hmai aka puek loh Abimelek te hlawp saeh,” a ti nah.
0709150070	Te ah kho a sak te a maya Abimelek kah mikhmuh la a om dongah Jotham loh rhaelrham tih aka yong te Beer la pawk.
0709160026	Abimelek te Israel soah kum thum boei.
0709170099	Tedae Pathen loh Abimelek laklo neh Shekhem boei rhoek kah laklo ah mueihla thae a tueih pah dongah Shekhem boei rhoek loh Abimelek te a hnukpoh thil uh.
07091800d0	Te tah Jerubbaal ca rhoek hlang sawmrhih te kuthlahnah a khuen thil tih a aka ngawn a manuca Abimelek so neh a manuca rhoek ngawn sak ham a kut aka thoh Shekhem boei rhoek soah a thii phu a suk ham dongah ni.
0709190095	Abimelek te a moeh uh tih tlang som ah aka rhongngol Shekhem boei rhoek loh longuei ah aka pongpa boeih te a rheth uh te Abimelek taengla a puen pah.
07091a0086	Te vaengah Ebed capa Gaal neh a manuca rhoek tah ha pawk tih Shekhem la a kat uh hatah Shekhem boei rhoek loh anih dongah pangtung uh.
07091b00a1	Lo a pha uh vaengah misur a hoel uh tih a hoem uh dongah cangkoeinah a saii uh. Te phoeiah a pathen im la kun uh tih a caak a ok uh phoeiah Abimelek te a tap uh.
07091c00f7	Te vaengah Ebed capa Gaal loh, “Abimelek te unim, anih taengah thohtat ham khaw Shekhem te unim?, Jerubbaal capa, a hlangtawt khaw Zebul moenih a? Shekhem napa Hamor hlang rhoek taengah thotat uh. Balae tih mamih loh anih taengah n'thotat uh eh?
07091d00a7	Unim mah, pilnam he ka kut dongah han tloeng atah Abimelek ngawn tah ka rhoe vetih Abimelek te, “Na caempuei khaw kuk lamtah ha mop lah,’ ka ti bitni,” a ti nah.
07091e0052	Ebed capa Gaal ol te khopuei mangpa Zebul loh a yaak vaengah a thintoek a sai pah.
07091f00a7	Te dongah puencawn rhoek te Abimelek taengah a huep la a tueih tih, 'Ebed capa Gaal neh a manuca rhoek loh Shekhem la ha pawk uh te, khopuei ah nang aka dum ham ni ke.
0709200066	Te dongah namah neh namah taengkah pilnam loh khoyin ah thoo uh lamtah lohma ah ana rhongngol uh laeh.
07092100ce	Mincang a pha tih khomik a cuk vaengah thoo uh lamtah khopuei te cuuk thil uh. Amah khaw, amah taengkah pilnam khaw nang taengla ha pawk vaengah na kut loh a tong sarhui bangla anih te saii uh,” a ti nah.
070922006a	Te dongah Abimelek neh a taengkah pilnam pum te khoyin ah a thoh tih Shekhem ah than li la a rhongngol uh.
0709230084	Te dongah Ebed capa Gaal te moe phai tih khopuei vongka kah thohka ah pai. Te vaengah Abimelek neh a pilnam te rhong lamkah ha thoo.
07092400c3	Pilnam te a hmuh vaengah Zebul te Gaal loh, “Pilnam loh tlang som lamkah ha suntla ke,” a ti nah. Tedae Zebul loh, “Nang khaw mah, tlang kah mueihlip maco hlang bangla na hmuh,” a ti nah.
070925009f	Tedae Gaal loh a thui te koep a khoep tih, “Khohmuen laklung khui lamloh pilnam suntla tih kutyaek thingnu longpuei lamloh rhoi at ha thoeng ke,” a ti nah.
07092600e9	Te vaengah Zebul loh, “'Anih taengah thohtat ham khaw Abimelek te unim,’ na ti vaengkah na ka te tahae atah melam a om, anih he a pilnam neh na sawtsit thil moenih a? Tahae ah paan to lamtah amah ke hnuei kanoek saw,” a ti nah.
0709270057	Te dongah Gaal tah Shekhem boei rhoek kah mikhmuh la moe phai tih Abimelek te a hnueih.
070928007c	Tedae anih te Abimelek loh a hloem tanglai atah a mikhmuh lamloh rhaelrham tih vongka thohka due, hmalaem la muep cungku uh.
070929007c	Abimelek te Arumah ah kho a sak ngawn dae Shekhem ah kho aka sa khui lamkah Gaal neh a manuca rhoek te Zebul loh vik a haek.
07092a005a	A vuen ah om tih pilnam te pong la a caeh ham vaeng daengah Abimelek taengla a puen pa uh.
07092b00b2	Te dongah pilnam te a loh tih hlop thum la a boel phoeiah lohma ah a rhongngol sak. Te vaengah khopuei lamkah pilnam ha pawk te lawt a hmuh dongah amih te a pai thil tih a tloek.
07092c00b0	Te vaengah Abimelek neh a rhoi rhoek te capit uh tih khopuei vongka kah thohka te a pai thil uh. Tedae rhoi nit long te lohma kah rhoek te boeih a capit thil uh tih a tloek uh.
07092d00a1	Abimelek loh khohnin yung ah khopuei te a vathoh thil tih khopuei te a loh. A khuikah pilnam te khaw a ngawn tih khopuei te a palet phoeiah lungkaeh a phul thil.
07092e004c	Boei kuirhang boeih loh a yaak uh vaengah Berith im kah hmuensang la ael uh.
07092f0053	Tedae boei kuirhang rhoek loh boeih a coi uh thae te Abimelek taengla a puen pa uh.
0709300134	Te dongah Abimelek loh a taengkah pilnam boeih te Zalmon tlang la a caeh puei. Te vaengah Abimelek loh a kut dongkah hai te a loh tih thing hlaeng a saih. Thing hlaeng te a thueng tih a laengpang dongah a khueh. Te phoeiah a taengkah pilnam te, “Ka saii he so uh lamtah kai bangla koe saii uh,” a ti nah.
07093100e5	Te dongah pilnam boeih long khaw thing hlaeng rhip a saih uh tih Abimelek hnuk a vai uh. Te phoeiah hmuensang te a hong thil uh tih hmuensang te hmai a hlup uh vaengah tah kuirhang huta tongpa hlang thawngkhat tluk boeih duek uh.
0709320043	Abimelek te Thebez la cet tih a rhaeh thil phoeiah Thebez te a loh.
07093300c0	Tedae khopuei khui ah sarhi rhaltoengim pakhat om tih huta tongpa boeih neh khopuei kah boei boeih loh te lam te rhaelrham uh tih a hnuk te malh a buk phoeiah rhaltoengim kah imphu la luei uh.
0709340080	Te phoeiah rhaltoengim te Abimelek loh a paan tih a vathoh thil. Te dongah hmai neh hoeh hamla rhaltoengim kah thohka la thoeih.
070935005f	Tedae Abimelek kah a lu te huta pakhat loh sumngol phaklung neh a dae pah tih a luhih a po pah.
07093600cc	Te dongah a hnopai aka phuei camoe te koe a khue tih, “Na cunghang te bong lamtah kai he ng'ngawn to laeh, kai he, 'Huta loh a ngawn,’ ti uh ve,” a ti nah. Te dongah a camoe long te a thun tih duek.
