2800000006	Matiyu
2a1203007f	Umon uwani wa duku na ules me wa ku nanya kagbiri kane, asu ada kitime kolome liyiri, abenle, 'Buuni anan nayi asirne mpardai.'
2a12040077	Kubi kata piit na adinin su a buunghe ba, na I dandauna ba a woro liti me, 'Bara na indin lanzu fui Kutelle sa unit ba,
2a12050082	vat nani uwanin salin nles ulele din fizwi kibinai, nma buunghe nwusughe kedegene, bara a wa tii kudirya nin dasu me vat liri.'”
2a12060040	Cikilare nin woro, “Lanzan imon ile na unan wucun nlire mbele.
2a1207007a	Nene na Kutelle ba bulu ale na ana fere nami na idin ku culu uwui nin kitik udu kiti me ba? Na aba ti ayiasheu nin yenuba?
2a12080079	Mbeling minu au aba saru nani dedai sa unanzu kubi. Bara nani Gono nit wadak uyi ulele aba se anan yenu-sa-uyenu kuwa?”
2a12090067	A kuru abenle tiwankari tone nale na inun din yenju ati mene anit alau wari. Inani din narsi amon anit,
2a120a0065	“An waba wa doo nanya kutii nlira iba ti nlira - warum wadi Kufarsayawa nin nanbe unan sesun gandu.
2a120b00d2	Kufarsayawe yisina a taa imusin immong inlire nin liti me, 'Kutelle ngode fi bara na meng masin nafo among anit ale na akiriyari. anan salin nlau, anan nuzu nin naulani a buu, sa nafo ule unan sesun ngandue ba.
2a120c005f	In din su ukotu nayi tiba nanya na yiri kuzoor, in din nizu uzakka vat ni mon ile na in dumun.'
2a120d00b1	Bara nani ame unan sesun ngandue yisina piit, na awa sa a fya iyizi me ayene kitene kanin ba, bara nani a reo figiri me, a woro, 'Kutelle, lanza in kune-kune ning, unam kulapi.'
2a120e00a7	Nbelin minu, unit une wa nyaa udu kilari lau, na nafo unan mba me ba, bara na vat ule na a ghantina liti me, iba tultinghe, ule na a tiltino liti me ima ghantinghe.”
2a120f0059	A nite wa din dasughe nin nono nibebene, anan dudo nani, nono katwa me yene, ikpada nani.
2a1210008f	Yesu yicila nani udak kitime, aworo, 'Sunam nono nibebene dak kitining, na iwa wantin nani ba, bara na kilari tigoo Kutelle kin nimus nalelere.
2a1211006a	Kidegene indin belu minu, vat inle na ama seru kilari tigoo Kutelle nafo nono naneba to na ama piru ba.”
2a12120066	Umong unan tigoo tiringhe, aworo, “Ku mallami kucine, iyanghari ma ti inse upirun nlai sa ligang?”
2a1213005b	Yesu woroghe, “Iyangharin ta udin yicwi ucine? Na umong ucine duku ba, ma se Kutelle cas.
2a12140097	U yiru uduka - na uma piziru awani ahemba, na uma molu umong ba, na uma su likiri ba, na uma ti kinu litin mong ba, na tikune kitin cife nin nafene.”
2a1215004a	Unam tigoo we woro, “Vat ile imoone ina malu su an duttu gono kibene.”
2a121600a9	Na Yesu nlanza nai, a woroghe, “Imun irumari duu fi. Can udi lewu imoon ile na udumun vat ukosu anan sali mun, udak uda dofini, uma nin se kiti lisosin kitene kani.”
2a12170059	Na unan nimoon nacare nlanzanani ayi me nana kang, bara na awa di nin nimoon nacara kang.
2a12180072	Yesu na ayeneghe, ayin nanghe anin woro, “Uma yity nin nijasi kang unan nimoon nacara piru kilari tigoo Kutelle!
2a1219006f	Uma katinu nin sheu Kuronkomi piru nanga ligalong nalura nworu unan nimoon nacara piru kilari tigoo Kutelle.”
2a121a0037	Ale na iwa din lanzwe woro, “To ghari ba se utuce?”
2a121b0064	Yesu kawa aworo, “Imun ile na idin yenju na iwasa itaa ki ti nanit ba iwa sa itaa kiti Kutelle.”
2a121c004a	Bitrus woro, “Arikin suna vat imon ile na tidi mun ti nani ndofin fi.”
2a121d0098	Yesu nin woro nani, “Kidegene, mbelin minu na umong duku na a cino kinari, sa uwanime sa qwana me, sa una nin cif, sa nono, bara kilari tigoo Kutelle,
2a121e005a	ule na aba se mgbardang nanya nyi ulele ba, nin nyi ule na udin cinu ulai nsali ligang.”
2a121f00b3	Na awa pitirin likure nin naba udu kiti me, a woro nani, “Yenen, ti ma nyiu udu Urshalima, vat nin nimon ile na ina yertin inuzu nanan liru nnuu Kutelle litin Gono nit ima kulu.
2a1220005f	Bara ima nakpughe nacara na wurmi, ima yasughe, ima tighe a lanza incing, inin tufuzunghe ataf.
2a12210041	I wa malu ukpizughe, ima mulughe liri lin tat aba fitu tutung.”
2a12220069	Na iyinno vat ni le imone ba, too ti gbulanghe wa nyeshin nani, na iyinno imon ile na a wa belin nani ba.
2a12230071	I daa nkang kubi, na Yesu ndaa susut nin Jeriko, umong uduu wa sosin kupoo libau in piziru i filizinghe ikurfung,
2a12240039	na a lanza ligozi nanit din cinu, a tirino iyanghari nse?
2a12250031	I belinghe Yesu kunan Nazarat ari din cinu ukatu.
2a12260055	Bara nan uduuwe fya liwui me, a woro, “Yesu, Gonon Dauda, lanza nkune-kune ning.”
2a1227007d	A lenge na Iwa din cin nbune kpada uduuwe I woroghe a ti tik. Ana kpina liwuiye ku, “Gonon Dauda, lanza nkune-kune ning.”
2a12280066	Yesu yisina daang anin benle nin likara au I dak nin nite kiti me. Na uduuwe nda susut, Yesu tiringhe,
2a12290057	“I yanghari udinin suu insufi?” A woro, “Cikilari, in di nin suu in yene kiti.”
2a122a0044	Yesu woroghe, “Puno iyizi fe, uyinnu-sa uyenu fe nshino nin fi.”
2a122b0062	Kiteene iyizi me puuno kidowo, a nin dofinghe, nruu Kutelle. Na iyene nani, anite vat ruu Kutelle.
2a1301002a	Yesu pera a wa nin din cinu nanyan Jeriko.
2a1302005d	Umong unit wa duku lisa me Zakka. A mere udiya nanang sesun gandu a wa di nin nikurfung kang.
2a13030057	A wade nin su ayene sa ghari Yesu, bara ligozi nanit na ayinno ba, bara na a wadi kaff.
2a1304006a	A kata mbun na nite nin cum adi ghana kuca kuppul anan yeneghe, bara na Yesu wa cinu ukatun loli libau we.
2a1305005d	Na Yesu ndaa kitene, a fya iyizi a woroghe, “Zakke, tolo mas, bara kitomone nmadu ngafe.”
2a1306002d	A taa mas, a tolo anin sereghe nin nayi aboo.
2a13070064	Na anit vat nyene nani, I tunnan ngbondilu, I din duu, “A doo kilarin nlenge na adi nim kulapi.”
2a130800a9	Zakka yisina a woron Cikilare, “Yene, Cikilare, kuger intamani nighe in ma ni anan diru na kara, sa ina seru umong imong imon in ma kpillu inighe tinas na ina seru.”
2a13090056	Yesu woroghe, “Kitimone utucun daa kilari kane, bara na ane wang donon Ibrahim mari.
2a130a0043	Bara na Gono nit na dak ada piziru a tucu anit alenge na I wulu.”
2a130b00aa	Na I lanza ile imone, a leo ubun ntirwe a benle nani nin nanan tigoldon, barana a wa dak susut nin Urshalima, inung nin ceo nibinae sa kilari tigoo Kutelle ba sa ku bere.
2a130c0062	A woro nani, “Umong unit wa su ucin udu kipin ki piit anan di seru kilari tigoo me anin nya usa.
2a130d006b	A yicila acin me likure, a naa nani amoi likure, a woro nani, 'Can kpilizan a cara mun udu kubin sa nighe.'
2a130e007f	Bara nani anan kipen me nari ame I too among a didya udu kiti me, I belinghe, 'Na ti ma yinnu unit ulele su tigo nati bite na.'
2a130f00ad	Uso kubi ko na a saa, unuzun seru kilari tigo we, a woro I yicila acin me vat na awa ninani ikurfunghe bara a yinin imashinari I see kitine nikurfunghe bara ukpilizu nacara.
2a1310004f	Unan burne da ubun me, a woro, 'Cikilari, ikurfungfe mmara amoi likure tutung.'
2a1311008f	Cikilare woroghe, injaa, 'Gajiya nin katwa, kucin kucine. Bara na una su uyinu-sa-uyenu nanya nimon icing, uba se kutet likara nigberi likure.'
2a13120044	Unan mba me da, a woro, 'Ikurfung fe, Cikilari, na maru amoi ataun.'
2a13130029	Cikilare woroghe, 'Yenje nigbiri nitaun.'
2a13140058	Umong kuru adaa a woro, 'Cikilari, ikurfung fe ile na in wa ceo inin gegeme nany nimoon,
2a13150081	bara na imwa lanza fiu fe, bara na fe dinin kibinai kinanzang. Asu uyira kikanga na uceo ku ba, ukowo ile imon na una bilisu ba.'
2a131600c0	Cikilare woroghe, 'Bara ti gbulang imliru fe nma wucufi mun, fe kucin kibinai ki sirne. Uyiru meng unan kibinai kisine ari, in din pilu imon ile na in ceo ba, nin kezu ni mon ile na mbilsa ba.
2a13170071	Iyarin taa na una ceo ikurfung ninghe kikaa na idin cisu ku ba, bara inwa sa imba di seru inin nin nimon kitene?'
2a13180068	Cikilare woro nalenge na iyisin kupoo we, 'Seren ikurfung, ile na idi kiti me ini ule na di nin likure.'
2a1319002d	I woroghe, 'Cikilari, a di nin namoi likure.'
2a131a006f	'Inbeling minu, vat ule na adi mun Iba kpinghe ku, bara nani ule na asalin mun, I lele na adimun wang ima bulu.
2a131b0077	Bara nani ale na ina nari na iwa din nin su meng su tigoo kitene mine ba, daan nin ghinu ida molsu nani mbun nighe.'”
2a131c003c	Na a benle nani ile imoone, a tuna ncin me, cindu Urshalima.
2a131d0062	Uso na ada kupoon Baitfaji nin Bethany, litala loo na idin yicu Uzaitun, a too nono katwa me naba,
2a131e007e	a woro nani, “Can nanya kagbirin mbune I wadin pire, Ima yenu kagono kajaki kanga na isa ghana ku ba, bunkun kanin ida niyi.
2a131f0062	Wase umong ntirin minu, 'I yarin taa idin bunku kanin?' I belinghe, 'Cikilari di nin su kanin.'”
2a13200040	Ale na I wa tuu nani doo idi se kijakye nafo na Yesu mbele nani.
2a1321004d	Na I wadin bukwe, unan kanin woro nani, “I warin ta I din burku kijakye?”
2a13220027	I woro, “Cikilare de nin nsukanim.”
2a1323005d	I da nin kanin kitin Yesu, I tiza alituk mene kitene kaning, min tarda Yesu ku kitene kaning.
2a1324002d	Na aghana, I tiza alituk mene kitene libauwe.
2a132500a2	Na a wa dak susut kikaa na litalan Zaitun ntula ku, vat nono katwa me cizina ulanzun mang I kifo uruu Kutelle nin ti wui ti kang nin nitwa ni didya naa na iyenje,
2a13260073	I din belu, “Ubab mariari ugo ule na adaa nanya lisan Cif! Ayiasheu nanya kitene kani, nin ruu kitene ki piit!”
2a13270058	Among afarsayawa na i wadi nanya ligozene woroghe, “Ku mallami kpada nono katwa fe.”
2a13280051	Yesu kawa a woro nani, “Inbelen minu, alele nwa ti tik, atala alele ba kawu.”
2a13290039	Na Yesu nda kupoo kagbire, a tultino nmizin bara kagbire,
2a132a007b	a benle, “Mkuru fo iyiru nanya liri lole, anun wang, imon ile na ida minu nin nayi aboo! Bara nani iyeshe imon nizi mine.
2a132b0060	Bara ayire ma dak nati mine, na anan sali nsu mine ma kye udanga I kilin vat nasare iparda minu.
2a132c0098	I ma kezu minu utulu kutiin nin nono minue, na ima sunu nlon litala kitene nlon ba, bara na amun wa yinnin ba na Kutelle wa ceu ayi nworu atucu minu.”
2a132d0046	Yesu pira nanya kutii nlira a cizina ukuu nale na iwa din lesu nimoon,
2a132e007d	a din belu nani, “Ina yertin, 'Kilari ninghe ba so kilarin nlira,' bara nani anung ani nkpiliya kinin kiso kuwu na kiri.”
2a132f008c	Bara nani Yesu wadin dursuzu nanit nanya kutii nlira, anan yenji kutii nlire nin nanan niyert umunu adidya na nite vat wadi sin su imolughe,
2a13300046	bara nani na I see libau nsunani ba, nara na anite vat wadin lanzughe.
2a140100b5	I wa diku nlon liri, na YEsu wadin dursuzu na nite nanya kutii nlira nin belu nani utiru Kutelle, adidya kutii nlire nang nanan niyerte daa kiti me nan na kukune ntardu nacara alau.
2a14020075	I benle ulire, I woroghe, “Benle nari nin liyapin licarari udin su ka katwa we? Sa ghari ule na anafi lo likare?”
2a14030038	A kpana a woro nani, “Meng wang ba tirin minu imemong.
2a1404004f	Belenni ubelen inshintun Yohana, Uwa nuzu kiti Kutelle aria. Sa kiti na nit?”
2a14050071	I kpilza nati mene, I benle, “Ti wa woro, 'kitene kani,' a ba benlu, 'too iyarin taa na iyina yina nin ghe ba?'
2a14060084	Tutung ti ma belin 'unuzu na nitari,' anite vat ma fil su nari nin natala bara na iyire Yohana wadi unam liru nin nuu Kutelleari.”
2a14070027	I kawa au na iyiru kite na a nuzuku ba.
2a14080053	Yesu woro nani, “Na meng ma belin minu nin liyapin likarari in din su ale adodwe.
2a1409006b	A taa anite ntun tiwankare, “Umung wa bilisu kunem, anaa among ukewe, anya udu nkankipin a di dandaun ku.
2a140a008b	Na kubi da atoo kucin me udu kitin nanan kye kunene, au inighe kumat kuce, bara nani anan kye kunene fooghe, inin kooghe nin na cara akone.
2a140b0058	A kuru a too nkun kucin me ikuru I fooghe, I naghe incin, inin kooghe nin na cara akone.
2a140c0042	A kuru a too unan tat ikuru I lanzaghe ukul, inin fillinghe indas.
2a140d0064	Bara nani Cikilari kunene woro, 'I yanghari mba ti? Na ntoo gononsunighe. Mbuti ima yenu ngongonme.'
2a140e0079	Bara nani naiyeneghe ncinu, I munu ati I woro, 'Ulelere unan nlin gadu kunen kune, dan ti molughe, ugadwe nan soo unbit.'
2a140f0046	I fillinghe mamal kunene, inin mologhe. Iyari unan kunene ma tii nani?
2a14100058	Ama dak ada mulsu nani, anin ni amon kunene.” Na I lanza, I woro, “Kutelle sauke.”
2a14110089	Bara nani Yesu yene nani, anin woro, “Iyari ile I yerte din belu? 'Litala loo na anan kye kilare nari, linnere nda so lin tune kilare'?
2a14120071	Vat nle na a deu kitene litala lile ama putuzu agerager. Bara nani bat ne na litale ndeu liti me lima yarughe.”
2a141300a6	Bara nani anan niyerte nin na didya kutii nlire wa piziru I kifoghe nanya kuni kube, bara na I yino a wasu too tiwankare nati menere. Bara nani I wa lanza feu nanite.
2a14140088	I yenjeghe mseen, I too anan gbizinu kipin ita nafo anit alau, inan se ufanu nliru me, bara inan kifoghe inakpa anan natet tigoo ngumna.
2a14150091	I tirighe, I benle, “Unan dursusu, ti yiru udin dursuzu ubele dert, na umon din rusuzu fiba, bara nani udin dursuzu kedegene udu libau Kutelle.
2a14160038	Udukari kiti bite ti ni Kaisar ku uganu bite sa babu?”
2a14170030	Bara nani Yesu yinno kujinjin mene, a woro nani,
2a14180058	“Dursuni fikubu, kuyeli nghari, nin lisa du kitene fin nin?” I woro “Un Kaisar.”
2a14190064	A woro nani, “Naan Kaisar ku imun ile na idi un Kaisar, nin Kutelle imun ile na idi in Kutelle.”
2a141a008c	Anan miyerte nan nadidya kutii nlire na iwa yinin unari ni mon ile na awa belen nbun nanite ba. I lanza umamaki nkawu me na ibenle uliru ba.
2a141b0049	Na amon Asandukiyawa nda kiti me, ale na I wa woro na ufitun yii duku ba,
2a141c009a	I tiringhe, I benle, “Ku mallami, Musa wa yertin nari a woro, gwana nmung wa kuu nin ulani, na I mara ba, unite yira uwanin gwana me, a maraghe gono ku.
2a141d0042	Nwana wa duku imun kuzur, unan burne yira urani, a kuu na imaraba,
2a141e0018	unan mba me wang nanere.
2a141f002c	Unan tate udu unan zurre nanere na imara ba,
2a1420001e	na ikala ayeri uwane kuu wang.
2a14210052	Lirin fitun yii ama yitu uwani ngha nany mene? Bara na ma suzu ilugma min wane?”
2a14220042	Yesu woro nani, “Nono inyii ulele din suzu ilugma, I niza awani.
2a14230084	Bara nani ale na idumna nani ise iduru useru nanan fitu unuzum kul inin piru ulai sa ligang na idin suzu ilugma sa i nakpa uwani ba.
2a1424005b	Na I ba kuru I kuu tutung ba, bara na isoo nafo nono kadura Kutelle, inun nso nono Kutelle.
2a1425009d	Bara nani iba feu abe, Musa wang I wa durughe, mbeleng kitene na a wadi kusho kikaa na awa yicila Ucef Kutellen Ibrahim, Kutellen Ishaku, nin Kutellen Yakub.
2a14260064	Nene na ame Kutelle nanan nkulari ba ama kun nanan nlaiyari, bara na vat di nin nlai udu kiti me.”
2a1427003c	Among anan niyerte kpana iworo “Ku mallami ukpana caut.”
2a1428002d	Bara nani ikuru I tiringhe imemon turtung ba.
2a1429003f	Yesu woro nani, “I yizieri I din belu au Kristi gono Daudari?
2a142a0067	Bara na Dauda litime wa belen nanya niyert in Zabura, Ucife wa woro Ucif nighe, 'Soo incara ulime ning,
2a142b002f	sai dai nta anan narife kitin cisu na bunu fe.'
2a142c003e	Nanere Dauda yicila Kristiku 'Ucif' a suu usaun Dauda nene?”
2a142d0026	Natuf nanit vat a woro nono kadura me,
2a142e00be	“Sun insen nin nanang niyert, ale na idinin su I cinu nanya nalutuk ajajangaran, nin su nilip icine nanya tikasau, nin niti lisosin nididya nanya natii nlira, nin niti nididya niti tibuki.
2a142f0072	Ikuru idin nanzu ninari nawani ale na ales mene nakuzu, nin nlira mijakaka kirusuzo. Alele maseru ukul udindya.”
2a15010065	Yesu fiya iyizi ayene kitene kani anin yene anan nikurfunghe din nizun usadaka mine nanya kukuzenghe.
2a15020045	A yene umon uwani na ulese wa ku adin ti nikubu iba nanya kukuzunghe.
2a15030053	Anin woro, “Kidegene mbelen minu, ule uwanin derun lese inta vat a kata anit ane.
2a15040081	Vat mene wani nanya nigbardan ile na idimun. Bara nani ule uwanin salin lese, wani nanya likimun me, vat nikurfun mere a wanutun.
2a15050054	Nafo na amon waliru kutii nlira, nafo na ma kye nin natala acine nin sadaka, a woro,
2a1506006f	“Bara ile imune na idin yenju, ayiri ba dak na ima sunu nlon litala kitene nlong na ima sali sa uturne ba.”
2a1507004a	Bara nani itiringhe, I woro, “Kumallami, nin shiyari ile imone ba ti?”
2a15080095	Yesu kawa, “Yenjen umon wada rusuzu minu Bara anit gbardan ba dak nin lisa ning, I din belu, 'Mere ame,' 'Kuben ndaa susut.' Na i wa dufin nani ba.
2a15090084	I wa lanza ubelen likum nin fizu nayi, na I wa lanza fiu ba, bara na ile imone ma dak nin burne, nara nani na liganghe nsa da ba.”
2a150a005b	Akuru a woro nani, “Nmgiin ma su likum nin umong nmgiin, kipin tigoo nin kan kipin tigoo.
2a150b0084	Kutyene ma zullunu kang, nin nite gbardan kukpan ma yitu nin nijase tekanu tididya. Adadu fiyu ma yitu nin nalap adidya kitene kani.
2a150c00bc	Bara nani makin ile imoone vat, ima ti minu acara iti minu ayiasirne, ima du nin ghinu nanya ni larin nlira nin nilari licin, I ma du nin ghinu ubun tigoo nin nbun na gumna bara lisa ning.
2a150d003e	Uba soo kube na iba belu imoon icine ile na Kutelle nsuu minu.
2a150e0046	Bara nani keleng nibinai mine na ima kesuzu ati mine udu kuni kube ba.
2a150f0071	Bara na nba ni minu tigbulan nin kujinjin, na vat anan nari mine wasa ita mayardan ku sa I kpiliya umon uleru ba.
2a15100051	Bara nani acef, nwana, adondon nin nakura ma nakpu minu, ima ti among mine ikuzu.
2a1511001d	Ima nari minu bara lisa ning.
2a1512002d	Bara nani na liti titi mine lirum ma wulu ba.
2a15130039	Nenyan nteru nibinai mine I ba se imon kitene tilai mine.
2a15140042	I wa yene ikilino Urshalima nin nasoja, yinnong unanzwe nda susut.
2a1515007e	Na ale na idin Yahudiya cum udu kitene natala, ale na idi nanya kipine kitik nuzu, na I wa yining a le na idi tikauye piru ba.
2a15160046	Bara na ale ayire an tunjuari, bara vat ni lee imon na ma yertin kulo.
2a15170098	Kash nawani ale na idin nin naburi kumat nin nalee na idin mazinu nono nanya na yiri ane! Bara na ijasi idya ma yitu nmgine, niin tinana nayi udu anite.
2a15180073	Imanin mulsu nani nin kusangali ima soo alin nanyan nmgene vat, awurmi ma patilu Urshalima udu kubin kulu na wurmi.
2a1519008c	Kulap ma yitun nwui, nanyan mpoi, nin nanya niyinin, nin kitene nyii, nin puyu nati nmgen, nany nlazu fiyu ngurzunu na rawa adidya nin fune.
2a151a006d	Anit ma kuzu ifiliza bara fuyu inca nimon ile na idin cinu kitene nyii. Bara na likara kitene kani ma zulunu.
2a151b0047	I ba nin yenu Gono nnit din cinu nanya na wut nin likara nin zazu udya.
2a151c006a	Bara nani ile imoone nwa cizin, fitan iyisin, inin ghantin ati mine, bara na utucu mine nda duru susut.”
2a151d003c	Yesu benle nani tiwankari, “Yenen kuca kupul nin nace vat,
2a151e005d	I wa yene kuca kupul ngutuna afa apese din tilu I yino bara ate mine au kubi kusik nda susut.
2a151f004f	Nanere, I wa yene ile imoone din dasu, yinong au kipin tigoo Kutelle nda susut.
2a15200046	Kidegene, mbelinminu, na ko kuje a katu ba, se imoon ilelee nkulo vat.
2a1521005b	Kitene kane nin nmgen ma katu vat, bara nani na ligbulan lirum nanya nlirunighe ma katu ba.
2a152200a4	Bara nani, dinjan atuf nati mine, bara na nibinai mine wati getek nin na dadu ananzang, inyeu mso na dadu ahem, nin kpilizun nliru nyii, bara na lere wada muu minu,
2a15230053	nafo libarda, bara na lima dak liti na nit vat nanan nlai na idi nanya inyii ulele.
2a15240084	Bara nani, Punon iyizi vat kubi idin tizun nlira bara inan se agan kang inan cuo ile imoone na ima dak, inin yisin mbun Gono nit.”
2a1525007b	Kubi ko na awadin dusuzu nanya kutii nlira nin kitwik a nuzu udas, anin moro kiten nlon litala na idin yicu litalan Zaitun.
2a1526003c	Anite vat da nin koi dindin inan lanzaghe nanya kutii nlira.
2a16010051	Nene ubukin burodin salin nimon infizwe da susut, ule na idin yecu kata natibite.
2a16020073	Adidya kutiin nliara nan nanang niyert soo ikpilza na ima kifu Yesu ku imulughe, bara na iwadin nlanzu fiu na nite.
