0100000006	1 Mose
05080200ad	Monkae sɛdeɛ Awurade mo Onyankopɔn dii mo anim faa ɛserɛ so mfeɛ aduanan, nam so brɛɛ mo ase de sɔɔ mo suban hwɛeɛ sɛ mobɛdi ne mmara so anaasɛ morenni so no.
05080300fe	Nokorɛm, ɔmaa ɛkɔm dee mo nam so brɛɛ mo ase, ɛnna ɔmaa mo mana, aduane a na anka mo ne mo agyanom nnii bi da. Ɔyɛɛ saa de kyerɛɛ mo sɛ, ɛnyɛ aduane nko ara na ɛho hia onipa wɔ nʼasetena mu, na mmom, deɛ ɛhia titire ne Awurade asɛm.
050804005b	Mfeɛ aduanan yi nyinaa mu, mo ntadeɛ antete, na mo nan ammɔ mpumpunnya na anhonhono nso.
050805007a	Enti, deɛ ɛsɛ sɛ mohunu ne sɛ, sɛdeɛ ɔbaatan tea ne ba no, saa ara nso na Awurade mo Onyankopɔn tea mo de boa mo.
0508060059	Monni Awurade mo Onyankopɔn ahyɛdeɛ so na monnante nʼakwan so na momfa anidie mma no.
0508070073	Ɛfiri sɛ, mo Awurade de mo rekɔ asase pa so—asase a asutene, mmura ne nsutire resene wɔ bɔnhwa ne mmepɔ mu;
0508080049	asase a atokoɔ, ayuo, bobe, borɔdɔma, ateaa, ngo dua ne ɛwoɔ wɔ so.
050809008e	Ɛyɛ asase a aduane abu wɔ so a biribiara wɔ so; ɛyɛ asase a fagudeɛ dadeɛ abu so te sɛ aboɔ, na sumpii nso nyɛ na wɔ ne mmepɔ mu.
05080a0055	Sɛ modidi mee a, monhyira Awurade mo Onyankopɔn wɔ asase pa a ɔde ama mo no enti.
05080b007b	Nanso, monhwɛ yie na mo werɛ amfiri Awurade mo Onyankopɔn a morenni ne mmara ne nʼahyɛdeɛ a merehyɛ mo ɛnnɛ yi so.
05080c004a	Anyɛ saa a, sɛ modidi na momee na mosisi mo afie fɛfɛ, na mokɔtena mu
05080d005f	na mo anantwie ne nnwan ase dɔre, na monya dwetɛ ne sika pii, na mo agyapadeɛ nyinaa dɔɔso
05080e009a	a, saa ɛberɛ no na ɛsɛ sɛ mohwɛ yie. Monnyɛ ahomasoɔ na mommma mo werɛ mfiri Awurade mo Onyankopɔn a ɔyii mo firii Misraim nkoasom asase so no.
05080f00e1	Mommma mo werɛ mfiri sɛ ɔno na ɔdii mo anim yii mo firii ɛserɛ a na ɛso yɛ hu so. Ɔno na ɔyii mo firii asase a ɛso yɛ hye, a awɔ ne anyanyankyerɛ a wɔn ano wɔ borɔ wɔ so no so. Ɔmaa mo nsuo firi ɔbotan mu.
0508100087	Ɔmaa mo mana aduane a mo agyanom nnim diiɛ wɔ ɛserɛ so. Ɔyɛɛ yei de brɛɛ mo ase, de sɔɔ mo hwɛeɛ wɔ mo ankasa yiedie mu.
0508110062	Ɔyɛɛ saa de kyerɛɛ mo sɛ, ɛnsɛ sɛ modwene sɛ mo ahonya no firi mo ankasa mo ahoɔden mu.
0508120081	Daa monkae sɛ, Awurade mo Onyankopɔn a ɔma mo tumi ma moyɛ adefoɔ no, ɔyɛ saa de dii apam a ɔne mo agyanom hyɛeɛ no so.
0508130094	Na mereka akyerɛ mo sɛ, sɛ mo werɛ firi Awurade, mo Onyankopɔn, na mokɔdi anyame foforɔ akyi, som wɔn, koto wɔn a, sɛeɛ na wɔbɛsɛe mo.
050814007d	Sɛdeɛ Awurade asɛe amanaman a na wɔwɔ mo anim no, mo nso sɛ moantie Awurade mo Onyankopɔn a, saa ara na wɔbɛsɛe mo.
05090100ae	Ao Israel, montie! Morekɔtwa Yordan na moawura mu akɔgye aman a ɛsoso na wɔwɔ ahoɔden kyɛn mo na wɔwɔ nkuropɔn akɛseɛ na wɔn afasuo kɔka sorosoro no agyapadeɛ.
0509020081	Nnipa no wɔ ahoɔden na wɔwoware—Anakfoɔ. Moate wɔn nka na moate sɛ wɔka sɛ, “Hwan na ɔbɛtumi ne Anakfoɔ agyina?”
05090300f4	Nanso, merehyɛ mo ase ɛnnɛ sɛ, Awurade mo Onyankopɔn na ɔredi mo anim te sɛ ogya dɛreɛ a ɛresɛe adeɛ. Ɔbɛsɛe wɔn. Ɔbɛbrɛ wɔn ase wɔ mo anim. Na moapam wɔn na moatɔre wɔn ase ntɛm pa ara sɛdeɛ Awurade hyɛɛ mo bɔ no.
05090400d5	Sɛ Awurade, mo Onyankopɔn, tu wɔn gu a, monnka no wɔ mo akoma mu sɛ, “Esiane yɛn tenenee enti na Awurade de saa asase yi ama yɛn.” Dabi. Esiane sɛ aman no yɛ amumuyɛfoɔ no enti na Awurade reyɛ saa.
05090500f5	Ɛnyɛ sɛ moyɛ ateneneefoɔ ne nokwafoɔ no enti na morekɔfa wɔn asase no. Esiane wɔn amumuyɛ enti, Awurade, mo Onyankopɔn, bɛpamo saa aman yi adi mo anim de akyerɛ sɛ, wadi ntam a ɔka kyerɛɛ mo agyanom Abraham, Isak ne Yakob no so.
0509060096	Meka bio sɛ, ɛnyɛ sɛ moyɛ teneneefoɔ enti na Awurade, mo Onyankopɔn, de saa asase pa yi rema mo. Ɛnte saa. Moyɛ ɔman a asoɔden ahyɛ mo ma.
05090700c0	Monkae yei na mommma mo werɛ mfiri sɛdeɛ mohyɛɛ Awurade, mo Onyankopɔn Abufuo wɔ ɛserɛ so hɔ no. Ɛfiri ɛberɛ a motu firii Misraim bɛsi sɛ moduruu ha yi, moate Awurade anim atua.
050908003d	Mohyɛɛ Awurade abufuo wɔ Horeb a anka ɔpɛ sɛ ɔsɛe mo.
050909009d	Mekɔɔ bepɔ no so sɛ merekɔgye aboɔ twerɛpono a na wɔatwerɛ apam a na Awurade ne mo apam no agu so no, metenaa hɔ nnafua aduanan. Mannidi na mannom.
05090a008f	Awurade de apam a ɛwɔ aboɔ twerɛpono so a Onyankopɔn ankasa atwerɛ so nsɛm maa me. Ɔfiri ogya a ɛwɔ bepɔ no so no mu na ɔde maa me.
05090b0074	Na adaduanan awia ne anadwo no baa awieeɛ no, Awurade de aboɔ ɛpono mmienu a wɔatwerɛ apam no wɔ so no maa me.
05090c00ef	Afei, Awurade ka kyerɛɛ me sɛ, “Siane firi ha ntɛm kɔ, ɛfiri sɛ, nnipa a wodii wɔn anim firi Misraim no adane abɔnefoɔ. Wɔamane afiri ɛkwan a mehyɛɛ wɔn sɛ wɔntena ase no so dada, na wɔde sikakɔkɔɔ ayɛ ohoni afa.”
05090d005d	Na Awurade ka kyerɛɛ me sɛ, “Mahwɛ saa nnipa yi ara ahunu sɛ, wɔn aso yɛ den pa ara.
05090e00a8	Ma me ɛkwan na mensɛe na mempepa wɔn din mfiri ɔsoro ase. Na menam so mayɛ wʼasefoɔ ɔman kɛseɛ; ɔman a ɛso na ɛwɔ ahoɔden sene sɛdeɛ ɛte ɛnnɛ yi.”
05090f0056	Enti, mesiane firii ogya bepɔ no so a aboɔ apono mmienu a apam no wɔ so no kura me.
05091000c0	Mʼase hɔ no, mehunuu sikakɔkɔɔ nantwie ba a mofiri mo bɔne kɛseɛ mu ayɛ atia Awurade, mo Onyankopɔn. Ankyɛre koraa na modane firii Awurade ɛkwan a ɔkyerɛɛ mo sɛ momfa so no so.
0509110054	Enti, mepagyaa boɔ apono no kɔɔ soro ɛnna meto hwee fam. Mebubuu no wɔ mo anim.
05091200a2	Afei, medaa Awurade anim awia ne anadwo adaduanan a manni burodo. Mannom nsuo. Meyɛɛ yei, ɛfiri sɛ moyɛɛ adeɛ a Awurade kyi, na ɛnam so maa ne bo fuu yie.
050913005c	Mesuro maa mo, ɛfiri sɛ, na Awurade ayɛ nʼadwene sɛ ɔbɛsɛe mo. Nanso, ɔtiee me bio.
0509140062	Awurade bo fuu Aaron ara kɔsii sɛ anka ɔpɛ sɛ ɔsɛe no. Nanso, mebɔɔ mpaeɛ maa Aaron nso.
0509150096	Mefaa mo bɔne no, nantwie ba a moayɛ no, na menanee no wɔ ogya mu yamoo no muhumuhu. Metoo ne mfuturo no guu asuwa a ɛtene firi bepɔ no so no mu.
050916003f	Mohyɛɛ Awurade abufuo wɔ Tabera, Masa ne Kibrot-Hataawa nso.
05091700ce	Kades-Barnea nso, Awurade somaa mo wɔ saa ɔhyɛ yi so sɛ, “Monkɔ soro hɔ nkɔfa asase a mede ama mo no”. Nanso, motiaa Awurade mo Onyankopɔn ahyɛdeɛ no na moamfa mo ho anto no so antie nʼasɛm.
0509180038	Aane, ɛfiri sɛ mehunuu mo no, daa mosɔre tia Awurade.
050919007e	Ɛno enti na ɛberɛ a Awurade sii nʼadwene pi sɛ ɔpɛ sɛ ɔsɛe mo no, mekɔdaa nʼanim awia ne anadwo nnafua aduanan no.
05091a00af	Mebɔɔ mpaeɛ kyerɛɛ Awurade sɛ, “Otumfoɔ Awurade, nsɛe wo ɔman ne wʼagyapadeɛ a wode wo kɛseyɛ agye asi hɔ na wode wo nsa a ɛyɛ den ayi wɔn afiri Misraim no.
05091b0056	Yi wʼani firi saa nnipa asoɔdenfoɔ yi so na kae wʼasomfoɔ Abraham, Isak ne Yakob.
05091c010f	Sɛ wosɛe saa nnipa yi a, Misraimfoɔ bɛka sɛ, ‘Awurade sɛee wɔn, ɛfiri sɛ, wantumi amfa wɔn ankɔ asase a ɔkaa ntam sɛ ɔde bɛma wɔn no so. Anaasɛ nso, wɔbɛka sɛ, ɔsɛee wɔn, ɛfiri sɛ, ɔtan wɔn; ɔde wɔn baa ɛserɛ so sɛ ɔrekɔkunkum wɔn.’
05091d0068	Nanso, wɔyɛ wo nkurɔfoɔ ne wʼagyapadeɛ a wonam tumi a ɛso ne wʼabasa a wama soɔ so yii wɔn.”
050a0100ac	Saa ɛberɛ no, Awurade ka kyerɛɛ me sɛ, “Twa aboɔ ɛpono no mmienu te sɛ kane deɛ no na foro bra me nkyɛn wɔ bepɔ no so. Afei, yɛ dua adaka a wobɛkora wɔ mu.
050a020084	Mɛtwerɛ nsɛm a metwerɛ guu aboɔ ɛpono mmienu a ɛdi ɛkan a wobubuu mu no bi pɛpɛɛpɛ agu so. Na wode ahyɛ adaka no mu.”
050a03007d	Na mede dua okuo yɛɛ adaka, senee aboɔ ɛpono mmienu sɛ kane deɛ no, na meforoo bepɔ no a apono mmienu no kura me nsam.
050a040092	Awurade twerɛɛ Mmaransɛm Edu no a ɔdii ɛkan twerɛ firii ogya mu wɔ bepɔ no so wɔ mo nhyiamu ase no guu apono no so. Na Awurade de maa me.
050a050098	Na mesiane firii bepɔ no so na mede aboɔ apono no bɛhyɛɛ adaka a meyɛeɛ no mu sɛdeɛ Awurade hyɛɛ me sɛ menyɛ no, na ɛwɔ hɔ bɛsi ɛnnɛ.
050a060090	Na Israelfoɔ tu firii Beerot-Bene-Yaakan kɔɔ Mosera. Ɛhɔ na Aaron wuiɛ na wɔsiee no. Aaron babarima Eleasa sii nʼanan mu, dii ɔsɔfoɔ.
050a070068	Wɔfiri hɔ no, wɔtu kɔɔ Gudgod. Wɔfiri Gudgod hɔ no, wɔkɔɔ Yotbata, asase a nsuo abu so wɔ so.
050a0800b5	Ɛhɔ na Awurade yii Lewifoɔ abusuakuo sɛ wɔnsoa Awurade apam adaka no na wɔnnyina Awurade anim nsom no na wɔmfa ne din so nhyira. Yeinom da so yɛ wɔn nnwuma de bɛsi ɛnnɛ.
050a0900b8	Ne saa enti na Lewifoɔ no nni agyapadeɛ a wɔnya mu mfasodeɛ wɔ Israelfoɔ mmusuakuo mu no. Awurade no ankasa ne wɔn agyapadeɛ sɛdeɛ Awurade mo Onyankopɔn ka kyerɛɛ wɔn no.
050a0a008e	Sɛdeɛ maka dada no, metenaa bepɔ no so Awurade anim adaduanan awia ne anadwo ne mprenu so. Na bio, Awurade tiee me sufrɛ enti, wansɛe mo.
050a0b009d	Awurade ka kyerɛɛ me sɛ, “Sɔre na di ɔmanfoɔ no anim fa wɔn kɔ asase a mekaa ntam sɛ mede bɛma wɔn agyanom no so na wɔmfa no sɛ agyapadeɛ.”
050a0c00ad	Enti Israel, ɛdeɛn na Awurade, mo Onyankopɔn, hwehwɛ afiri mo nkyɛn? Ɔhwehwɛ sɛ mosuro no na moyɛ nʼapɛdeɛ, na mode mo akoma ne mo kra nyinaa dɔ no na mosom no,
050a0d0051	na modi Awurade ahyɛdeɛ ne ne mmara a mede rema mo ɛnnɛ yi so, na asi mo yie.
050a0e0054	Ɔsorosoro mu soro ne asase ne deɛ ɛwɔ mu nyinaa yɛ Awurade mo Onyankopɔn, dea.
050a0f007f	Nanso, Awurade yii mo agyanom sɛ ne dɔ nhwɛsodeɛ. Na ɔyii mo a moyɛ wɔn asefoɔ gyaa ɔman biara sɛdeɛ ɛte ɛnnɛ yi.
050a10003b	Ɛno enti, momma wɔnte mo akoma mu na monnyae asoɔden no.
050a11009a	Awurade mo Onyankopɔn yɛ ahene mu hene ne anyame mu nyame. Ɔyɛ Onyankopɔn kokuroko, otumfoɔ ne ɔnwanwani a ɔnkyea nʼaso na ɔnnye adanmudeɛ nso.
050a120071	Ɔbu nwisiaa ne akunafoɔ atɛntenenee. Ɔda ne dɔ adi kyerɛ ahɔhoɔ a wɔte mo mu. Ɔma wɔn aduane ne ntoma.
050a130067	Mo nso, ɛsɛ sɛ modɔ ahɔhoɔ, ɛfiri sɛ, mo nso ɛberɛ bi na moyɛ ahɔhoɔ wɔ Misraim asase so.
050a140071	Ɛsɛ sɛ modi Awurade mo Onyankopɔn ni na mosom no, na moka mo ho bata ne ho. Monka ntam wɔ ne din nko ara mu.
050a150065	Ɔyɛ mo Onyankopɔn a ɛsɛ sɛ mokamfo no. Ɔno na wayɛ anwanwadeɛ akɛseɛ a mo nyinaa ahunu bi.
050a160092	Ɛberɛ a mo agyanom siane kɔɔ Misraim no, na wɔn dodoɔ yɛ aduɔson. Nanso afei, Awurade, mo Onyankopɔn ama moadɔre te sɛ ɔsoro nsoromma.
050b010057	Dɔ Awurade wo Onyankopɔn na di nʼapɛdeɛ, ne mmara ne nʼahyɛdeɛ so berɛ nyinaa.
050b02008a	Montie ɛnnɛ sɛ, ɛnyɛ mo mma na wɔnyaa osuahunu hunuu Awurade mo Onyankopɔn ntenesoɔ, ne tumi, ne basa kɛseɛ, ne nsa a watene mu,
050b030078	nsɛnkyerɛnneɛ a ɔyɛeɛ ne nneɛma a wɔyɛɛ wɔ Misraim pɛɛ maa ebi kaa Misraimhene Farao ne ɔman mu no nyinaa.
050b040107	Wɔanhunu dwuma a mo Onyankopɔn dii Misraim asraafoɔ, wɔn apɔnkɔ ne wɔn nteaseɛnam, anaa sɛdeɛ ɔmaa Ɛpo Kɔkɔɔ yiri faa wɔn ɛberɛ a wɔtaa mo no ne sɛdeɛ Awurade sɛee wɔn ɛberɛ a wɔtaa mo no ne sɛdeɛ Awurade sɛee wɔn de bɛsi ɛnnɛ yi.
050b050058	Wɔanhunu sɛdeɛ na Awurade hwɛ mo so yie wɔ ɛserɛ so hɔ kɔsii sɛ mobɛduruu ha.
050b0600e8	Na wɔnni hɔ enti, wɔanhunu deɛ wɔde yɛɛ Eliab a ɔyɛ Ruben aseni mma Datan ne Abiram ɛberɛ a wɔyɛɛ bɔne na asase mu bue menee wɔn ne wɔn afie ne wɔn ntomadan ne biribiara a na nkwa wɔ mu a ɛyɛ wɔn agyapadeɛ no.
050b07003b	Na mode mo ani ahunu Awurade tumi nnwuma a ɔyɛeɛ nyinaa.
050b080084	Monni mmara a merehyɛ ama mo ɛnnɛ yi so sɛdeɛ ɛbɛyɛ a, mobɛnya ahoɔden akɔfa asase a morebɛtwa Yordan akɔ so akɔfa yi,
050b090089	na mo nna aware asase a nufosuo ne ɛwoɔ resene wɔ so a Awurade kaa ntam kyerɛɛ mo agyanom sɛ ɔde bɛma wɔn ne wɔn asefoɔ no so.
050b0a0092	Asase a morebɛkɔ so no nte sɛ Misraim asase a mofiri so baeɛ no a na modua mfudeɛ a mode mo nan twa nsuka te sɛ deɛ moredua nhahannuane no.
050b0b0057	Na asase a moretwa Yordan akɔfa no yɛ mmepɔ mmepɔ ne bɔnhwa a osuo tɔ wɔ hɔ yie
050b0c0087	a ɛyɛ asase a Awurade, mo Onyankopɔn, hwɛ so yie. Na daa Awurade mo Onyankopɔn ani wɔ so firi afe no ahyɛaseɛ kɔsi nʼawieeɛ.
050b0d0089	Sɛ moto mo bo ase tie me mmara a merehyɛ ama mo ɛnnɛ yi na mode mo akoma ne mo kra nyinaa dɔ Awurade, mo Onyankopɔn, na mosom no a,
050b0e005b	ɛnneɛ, ɔbɛtɔ osuo ne berɛ mu ama mo na moatumi atwa nnɔbaeɛ de bi ayɛ nsã ne ngo.
050b0f0043	Ɔbɛma mo ɛserɛ pii na mo anantwie awe na mo nso mobɛdidi amee.
050b10003a	Monnnane mo akoma mfiri Awurade so nkɔsom anyame foforɔ.
050b1100af	Sɛ moyɛ saa a, Awurade Abufuo no bɛhuru atia mo. Ɔbɛto ɔsoro mu, agyina osutɔ, na mo nnɔbaetwa ayɛ basaa. Na ntɛm so, mobɛwuwu wɔ asase a Awurade de rema mo no so.
050b120065	Enti, momma me nsɛm yi ntena mo akoma mu. Momfa nkyekyere mo nsa sɛ nkaedeɛ na momfa mmɔ abotire.
050b130075	Monkyerɛkyerɛ mo mma. Sɛ mowɔ fie anaa monam ɛkwan so, sɛ moda hɔ anaa mosɔre anɔpa a, monkyerɛkyerɛ wɔn.
050b140034	Montwerɛ ngu mo afie aponnwa ne mo abɔntenpono ho,
050b15008b	sɛdeɛ ɛbɛyɛ a, ɔsoro da so kata asase ani yi, mo ne mo mma ase bɛdɔre wɔ asase a Awurade kaa ntam sɛ ɔde bɛma mo agyanom no so.
050b160097	Monhwɛ yie na monni mmara a merehyɛ ama mo yi so; monnante Awurade, mo Onyankopɔn, akwan so na momfa mo ho mmata ne ho mfa nkyerɛ ɔdɔ a modɔ no.
050b17005b	Ɛwom sɛ aman a wɔwɔ mo asase so yɛ den sen mo deɛ, nanso Awurade bɛpamo wɔn nyinaa.
050b1800c1	Baabiara a mode mo nan bɛtia no, asase no bɛyɛ mo dea. Mo ahyeɛ bɛyɛ ɛfiri ɛserɛ so anafoɔ kɔsi Lebanon wɔ atifi fam de firi Asubɔnten Eufrate wɔ apueeɛ fam kɔsi Ntam Po no fam.
050b1900b0	Obiara rentumi nsɔre ntia mo, ɛfiri sɛ, Awurade, mo Onyankopɔn, bɛto mo ho hu ne mo ho suro adi mo anim sɛdeɛ ɔhyɛɛ mo bɔ no wɔ baabiara a mobɛkɔ wɔ asase no so.
050b1a002f	Hwɛ, ɛnnɛ mede nhyira ne nnome resi mo anim,
050b1b005a	Sɛ modi Awurade, mo Onyankopɔn, mmara a merehyɛ ama mo ɛnnɛ yi so a, ɛbɛyɛ nhyira.
050b1c0081	Na sɛ mopo Awurade, mo Onyankopɔn mmara dane firi nʼakwan a merehyɛ mo ɛnnɛ yi so, kɔsom anyame foforɔ a, ɛbɛyɛ nnome.
050b1d00a5	Na sɛ Awurade, mo Onyankopɔn, de mo duru asase a morekɔ so akɔfa no a, monka nhyira nsɛm mfiri Gerisim Bepɔ no so na monka nnome nsɛm nso mfiri Ebal Bepɔ so.
050b1e00b8	Saa mmepɔ mmienu yi wɔ Asubɔnten Yordan atɔeɛ fam, asase a na Kanaanfoɔ a na wɔte Yordan subɔnhwa a ɛbɛn kuro Gilgal no te hɔ. Na wɔwɔ atɔeɛ fam a ɛbɛn More kwaeɛ no.
050b1f0076	Moreyɛ atwa Yordan akɔtena asase a Awurade, mo Onyankopɔn, de rema mo no so. Sɛ mokɔfa saa asase no kɔtena so a,
050b200044	monhwɛ yie na monni mmara ne ahyɛdeɛ a mede rema mo ɛnnɛ yi so.
050c01007a	Yeinom ne mmara ne ahyɛdeɛ a ɛsɛ sɛ modi so, ɛberɛ a mote asase a Awurade, mo agyanom Onyankopɔn, de ama mo no so.
050c0200b4	Sɛ motu amanaman a wɔtete hɔ no firi hɔ a, ɛsɛ sɛ mosɛe mmeammea a wɔsom wɔn anyame no nyinaa—mmepɔ no atifi, nkokoɔ no atifi ne nnua a ɛyi nhahammono no ase nyinaa.
050c0300b2	Mommubu wɔn afɔrebukyia nyinaa na monyam wɔn ɔsom adum no. Momfa ogya nhye wɔn abosompɔ na mommobɔ wɔn ahoni a wɔayeyɛ no. Mompepa wɔn ahoni no din mfiri mmeammea hɔ.
050c040035	Mommfa wɔn akwan no so nsom Awurade, mo Onyankopɔn.
050c05009f	Na mmom, monhwehwɛ baabi a Awurade, mo Onyankopɔn, bɛyi afiri mo mmusuakuo mu ama mo no na montim ne din hɔ sɛ nʼatenaeɛ. Beaeɛ hɔ na ɛsɛ sɛ mokɔ.
050c0600d3	Ɛhɔ na momfa mo hyeɛ afɔrebɔdeɛ mmra mmɛbɔ a mo ntotosoɔ dudu, akyɛdeɛ sononko, adeɛ a moaka ho ntam sɛ mode bɛba ne afɔrebɔdeɛ a ɛfiri akoma pa mu, mo anantwie ne mo nnwan mu mmakan nso ka ho.
050c0700a4	Ɛhɔ na Awurade mo Onyankopɔn anim, mo ne mo abusuafoɔ bɛdidi na mo ani agye wɔ biribiara a mo nsa aka wɔ hɔ, ɛfiri sɛ, Awurade, mo Onyankopɔn, ahyira mo.
050c080042	Ɛnnɛ yi, deɛ mopɛ biara na moyɛ, nanso, ɛnyɛ ne kwan ne no,
050c09004f	ɛfiri sɛ, monnuruu ahomegyebea a Awurade mo Onyankopɔn de rebɛma mo no hɔ.
050c0a00b7	Ɛrenkyɛre biara, mobɛtwa Asubɔnten Yordan akɔtena asase a Awurade, mo Onyankopɔn, de rema mo sɛ agyapadeɛ sononko no so. Sɛ ɔma mo ahomegyeɛ ne banbɔ wɔ mo atamfoɔ ho a,
050c0b00f2	momfa biribiara a mɛhyɛ mo sɛ momfa mmra a ɛyɛ mo ɔhyeɛ afɔrebɔdeɛ, ntotosoɔ dudu, akyɛdeɛ sononko ne mo ɔma ahodoɔ ne mo bɔhyɛ afɔdeɛ. Momfa nkɔ beaeɛ a Awurade mo Onyankopɔn bɛyi ama mo a mobɛkamfo ne din wɔ hɔ no.
050c0c00b8	Mo ne mo mmammarima, mo mmammaa ne mo nkoa nyinaa nnye mo ani wɔ hɔ wɔ Awurade, mo Onyankopɔn, anim. Na monkae Lewifoɔ a wɔtete mo nkuro so no sɛ, wɔnni asase a ɛyɛ wɔn dea.
050c0d003a	Monhwɛ yie na moammɔ mo hyeɛ afɔdeɛ wɔ baabiara kwa.
050c0e00a5	Motumi yɛ saa wɔ baabi pɔtee a Awurade ayi afiri mo mmusua asase bi mu ama mo. Ɛhɔ na motumi bɔ ɔhyeɛ afɔdeɛ na moyɛ biribiara a mɛhyɛ mo sɛ monyɛ no.
050c0f00d2	Nanso, kuro biara a mopɛ so no, motumi kum mmoa we sɛdeɛ mokum atwe ne adabɔ no. Motumi we ɛnam dodoɔ biara a Awurade, mo Onyankopɔn, de bɛma mo. Mo nyinaa, sɛ mo ho te anaa mo ho nte no, motumi we bi.
050c10004a	Mmara a ɛbata ho ara ne sɛ, monnni mogya no. Montwa ngu fam te sɛ nsuo.
050c110117	Ɛnsɛ sɛ modi mo afɔdeɛ, ntotosoɔ dudu a ɛfiri mo aburoo mu, mo nsã foforɔ ne ngo anaa mo anantwie ne mo nnwan abakan wɔ mo kuro mu. Biribiara a moaka ho ntam sɛ mode bɛma Awurade anaa deɛ mofiri akoma pa mu ahyɛ ho bɔ anaa akyɛdeɛ sononko biara, ɛnsɛ sɛ modi.
050c120120	Mmom, ɛsɛ sɛ modi no wɔ Awurade, mo Onyankopɔn, anim wɔ baabi a Awurade, mo Onyankopɔn, bɛkyerɛ mo no a mo, mo mmammarima ne mo mmammaa mo nkoa ne mo mfenaa ne Lewifoɔ a wɔfiri mo nkuro mu ka mo ho. Monnye mo ani wɔ Awurade, mo Onyankopɔn anim wɔ biribiara a mobɛyɛ no ho.
050c130051	Monhwɛ yie na moantwa Lewifoɔ no annya wɔ mmerɛ dodoɔ a mote mo asase so yi.
050c14007f	Sɛ Awurade, mo Onyankopɔn, trɛ mo asase mu sɛdeɛ wahyɛ mo ho bɔ no a, ɛnneɛ, mobɛtumi awe ɛnam mmerɛ biara a mopɛ.
050c1500e2	Ɛtumi ba sɛ baabi a Awurade, mo Onyankopɔn, ayi ama mo sɛ monkamfo ne din hɔ no ne mo fie kwan ware. Sɛ ɛba saa a, motumi kum mo anantwie anaa nnwan a Awurade de ama mo no bi we ɛnam no wɔ mo fie sɛdeɛ mahyɛ mo no.
050c160053	Obi a ne ho te anaa ne ho nte tumi we ɛnam no bi sɛdeɛ mowe ɔtwe ne ɔdabɔ no.
050c170076	Mmara a ɛwɔ ho ara ne sɛ, monnni mogya no, ɛfiri sɛ, mogya no yɛ nkwa enti ɛnsɛ sɛ modi nkwa no fra ɛnam no.
050c180028	Mmom, monhwie mogya no ngu fam sɛ nsuo.
050c190054	Monnni mogya no, na asi mo ne mo mma yie, ɛfiri sɛ, moayɛ deɛ ɛsɔ Awurade ani.
050c1a0056	Momfa mo akyɛdeɛ kronkron ne mo bɔhyɛ afɔrebɔdeɛ nkɔ beaeɛ a Awurade akyerɛ.
050c1b00f3	Ɛsɛ sɛ mode ɛnam ne mogya a mode bɔ ɔhyeɛ afɔdeɛ no gu Awurade mo Onyankopɔn no afɔrebukyia so. Mogya a ɛka mo afɔdeɛ foforɔ bi a mobɔ ho no, monhwie ngu Awurade, mo Onyankopɔn, afɔrebukyia no nkyɛn nanso motumi we ɛnam no.
050c1c0086	Monhwɛ yie na monni me mmara so na biribiara bɛkɔ yie ama mo ne mo mma, ɛfiri sɛ, mobɛyɛ deɛ ɛsɔ Awurade mo Onyankopɔn ani.
050c1d0053	Sɛ Awurade, mo Onyankopɔn, sɛe aman no na mopam wɔn kɔtena wɔn asase no so a,
050c1e00a0	mommma ɛkwan a wɔfa so som wɔn anyame no nyɛ afidie mma mo. Mommmisa sɛ “Ɛkwan bɛn so na saa aman yi fa som wɔn anyame? Yɛpɛ sɛ yɛdi wɔn akyi.”
050c1f00ea	Mommfa saa ɛkwan yi so nsom Awurade, mo Onyankopɔn, ɛfiri sɛ, wɔn anyame no som mu no, wɔyɛɛ akyiwadeɛ bebree a Awurade mpɛ. Mpo, wɔhyee wɔn mmammarima ne wɔn mmammaa wɔ ogya a wɔde rebɔ afɔdeɛ ama wɔn anyame no mu.
050c20005d	Monhwɛ sɛ, deɛ mahyɛ mo no nyinaa mobɛdi so; mommfa bi nka ho na monnyi bi nso mfiri mu.
050d010085	Sɛ odiyifoɔ anaa obi a ɔnam daeɛso so ka ahintasɛm sɔre wɔ mo mu na ɔka nsɛnkyerɛnneɛ a ɛyɛ hu ne anwanwasɛm kyerɛ mo,
050d02008f	na sɛ nsɛnkyerɛnneɛ anaa anwanwasɛm no ba mu na ɔka sɛ, “Momma yɛnni anyame foforɔ akyi (anyame a monnim wɔn) na yɛnsom wɔn” a,
050d03008f	monntie saa odiyifoɔ anaa ɔdaeɛsofoɔ no nsɛm. Awurade, mo Onyankopɔn, resɔ mo ahwɛ sɛ modɔ no firi mo akoma ne mo kra mu nyinaa anaa.
050d0400ad	Awurade, mo Onyankopɔn, na ɛsɛ sɛ modi nʼakyi na ɔno na ɛsɛ sɛ mode obuo ne anidie ma no. Monni ne mmara so na monyɛ ɔsetie mma no; monsom no na momfam ne ho den.
050d05012a	Ɛsɛ sɛ wɔkum saa odiyifoɔ anaa ɔdaeɛsofoɔ no, ɛfiri sɛ, ɔkasa tia Awurade, mo Onyankopɔn, a ɔyii mo firii Misraim nkoasom asase no so no; wayere ne ho sɛ ɔpɛ sɛ ɔtwe mo firi ɛkwan a Awurade, mo Onyankopɔn, ahyɛ sɛ momfa so no so. Ɛsɛ sɛ motutu abɔnefoɔ nyinaa firi mo mu.
