0100000005	Camba
020d020064	«Waɗaat to saawiŋ ɓitiɓ nu nik ŋ Israayel ɗah; ñam raak ɓiŋ ɓo' ci na ciŋ ɗoopaat ci.»
020d0300bd	Musaa kaɗta ŋ mboolnda a woosa ɓa ne: «Naandsukaat mbehi woti, wi Nikiɗi na pulɗohee ɗu na hatiliŋ yaahiŋ ɗe ŋ Misra, kur kiŋ kiñaamkiŋ ɗu, kinaat ñam mbuuru raakiɗ lawiir.
020d04002e	Ɗu hot nga, woti, ɗu pul ŋ caɓniŋ Aabiib.
020d0500f9	Nikiɗi ɓay ɗu, a ɓek ɗu ŋ kur ka a giñee ne a hey wa one caacuuciŋ ɗu ɗah, ɗu hey naandsuke ineem kiis nu ree ɗah ŋ caɓnii. Kur keem nikka kur kaŋ ɓi Kanaan, Hit ci, Amoor ci, Hiw ci na Yebuus ci, weɗ kur ka riifiɗ na miis na kuum.
020d060073	Neeh yasna-kanak, ɗu na hee ñame mbuuru raakaaɗi lawiir. Ŋ neehi yasna-kanakɗoh, ɗu haɓiɗ feet wuu Nikiɗi.
020d070091	Ŋ neeh ceem ɗu ñaman mbuuru raakaaɗi lawiir. In nu raak lawiir ɗah, joyɗi hotu, te sah, ɗisik nu nik ŋ kur ka ɗah wa joyɗi raak lawiir.
020d080096	Ɗu haɓɗee feeteem ɗah, yaa nu nga ɗu ɗah teeɓaat kuɓkiŋ ɗe ini tah a haɓɗee wa; wa in ci Nikiɗi haɓɗiɗee ɓoo wa a pulɗee ɓoo Misra.
020d0900d5	Feeteem nikan nik ini naandsan ɗu ineem. Wa nik findi mandarga ŋ yaah ciŋ ɗu na puk ciŋ ɗu, ne woo ngaŋ waasiŋ Nikiɗi nik ini genan gen nguɓ ciŋ ɗu. Laam a yi pulɗoh ɗu Misra na hatiliŋ yaahiŋ ɗe.
020d0a003b	Kiis nu hay ɗah, ɗu hey haɓɗe nakoheem ŋ mbehiŋ wa.»
020d0b0080	Musaa taalndiɗta, a woosa mboolnda ne: «Nikiɗi ɓay ɗu kur kaŋ Kanaan, a eɗ ɗu kur ka a gapee caacuuciŋ ɗu na ɗu ɗah,
020d0c0060	ɗu hey ɗe waɗe saaw ci ƴaar ciŋ ɓitiɓ ci jen, ciŋ ɗoopaat ci ɗu raakan sah, ca wuu ce.
020d0d0092	Ini kaɗ ŋ yiŋ mbaami, ɗu na hee ɗe hey romkohe na kuy wala suket, wala ɗu weer mbooh kiŋ ɗe. Ɗu na hee hey name romkoh saaw ciŋ ɓo' ci.
020d0e00bc	Wa kaɗ po kim kuɓuuciŋ ɗu meekis ɗu ne: “Wa ye tah ɗu haɓɗee inii?” ɗah, lofaat ɓa ne: “Nikiɗi a yi pulɗoh ɓoo Misra, kur ka ɓoo nikohee ñaam, na hatiliŋ yaahiŋ ɗe.
020d0f00fc	Firawna sangee sang tic ne a heyɗi faɗe ɓoo ne ɓoo coot. Ŋ ineem Nikiɗi appa saaw caŋ ɓi Misra jen, ɓaŋ ɓooɓa na caŋ ɗoopaat ca. Ineem weɗ tah ɓoo waɗee Nikiɗi saaw ƴaar ɗoopaat nu nik te ɓoo romkohee saaw ci ƴaar ciŋ ɓo' ci.”
020d1000bd	Tumohaaɗeem na hee hey nike ini na hee ɗu naandse ineem, wa nikan mandarga ŋ yaah ciŋ ɗu na puk ciŋ ɗu. Wa hey ɗu naandse pulɗi Nikiɗi pulɗoh ɗu Misra na hatiliŋ yaahiŋ ɗe.»
020d1100e4	Wa Firawna faɗis Israayel ca ne ɓa coot, Kooh woyee ne: «Israayel ci miniɗ raak hiñoh ŋ waasi, inwaaso amb ɓa nga, ɓa gurid Misra.» Weɗ tah a yurhiɗɗi ɓa ŋ waasa kaɗ ŋ kur kaŋ Filistiica ŋ ina wa uupe reɓ jen.
020d12008a	A wilaatkiɗ ɓa ŋ waasaŋ kehƴa hulanga, ŋ ɓak Cookmaŋ-Hapeel-ca. Israayel ca puloh Misra ɗaa, ɓa hunnda rung rung, ɓa kaɗeeɗa.
020d1300d8	Musaa ɓayndohha ƴoh ciŋ Yuusufa sagu ne yeem giñɗukoheen kuɓuuciŋ Israayel, a woosa ɓa ne: «Mbeh, Kooh hey ɗu ambohe po a puliɗ ɗu ndii, ɗu kaɗee ɗah, giñɗaat to ne ɗu hey ɓayndohe ƴoh ciŋ ngo.»
020d140062	Israayel ca pulohha Sukkoot, ɓa kaɗta, ɓa yippa ɗiip caŋ ɓa ŋ Etam, ŋ sero kehƴa hulanga.
020d1500df	Noh reesa ɗah, Nikiɗi nik ngaŋ eel yakak yipiɗ findi kumbin ŋ fikiiɓa ne a teeɓ ɓa ɗiski ɓa taamban. Wek reesa ɗah, a nik ngaŋ jaal yongkaah ŋ fikiiɓa ne a ñiinɗiɗ ɓa, tahha po ɓa mineen tiind noh na wek.
020d160068	Eela yipee haa kumbin na noh na jaalaŋ yongkaaha haa kumbin nikee nga na wek, kurkangeeɗi ŋ fikiiɓa.
020e01002e	Wa ɓaa hee pule Etam, Nikiɗi woosa Musaa ne:
020e0200ae	«Woya Israayel ci ne ɓa welaat, ɓa yip ɗiip ciŋ ɓa ŋ sero Pi-Ayrot, ŋ harmban Migdol na cookma. Yipaat ɗiip ciŋ ɗu ndaam, yurhiɗkoh na Ba'al-Sefon ŋ sero cookma.
020e030058	Firawna hey woye ne: “Israayel ci muuƴiɗ ŋ bilaf fa; kehƴa hulanga rangiɗ ɓa.”
020e0400da	Ŋ hey ndengɗe keeñiŋ ɗe po a taambiɗ ɗu. Teemb ndeem, ŋ hey teeɓohe yaki ŋ yak, ŋ in ci ŋ tuman ɗe, a yi na hiñohoh ciŋ ɗe, te ɓi Misra hey inhe ne ñam Nikiɗi.» Israayel ca tumohha in ceem jen ɗaa.
020e0500fd	Wa Firawna woyu ne Israayel ca saandohiɗ, a yi na ɓooɓaŋ ɗe ɓoƴsohha liiɓohaaɗ ŋ ini kaɗ ngaŋ Israayel ca. Ɓa woosa ne: «Ɓoo haɓiɗ ye cii? Wa ye tah ɓoo faɗee Israayel ci ɓa cootee, ɓoo raakissuu ñaam ci na hee ɓoo pangkiɗisse?»
020e060047	Firawna nakohha tokɗiɗu wotiiraŋ ɗe, a hunnda na hiñohoh caŋ ɗe,
020e070072	a ɓayya wotiir caŋ Misra jen po ca teemet-yasna-yinooca uupee baah nga; waa nu nga ɗah, ɓayya hiñohoh kaahay.
020e080072	Nikiɗi ndengiɗta keeñiŋ Firawna, buuraŋ Misra. Yeem taambiɗta Israayel ca, raak ɓeem puleeɗa na ndeng fit.
020e0900fb	Hiñohoh caŋ Misra jen taambiɗta ɓa, ɓum tiindeeɗa, ɓinooɓi rappa panis, ɓi tas aassa ŋ wotiir caŋ Firawna, ɓa ñaakɗeeɗa ɓa po ɓa rahsohha ɓa ŋ sero Pi-Ayrot, yurhiɗkoh na Ba'al-Sefon, ɗiska ɓa yipee ɗiip caŋ ɓa ŋ sero cookma.
020e0a0098	Wa Firawna kaɗ po a heeɗa rahse Israayel ca, ɓeem marakka, hotta ne ɓi Misra ɓii hay nga ɓa. Ɓa neƴƴohha lool, ɓa leehkeeɗa naafu ŋ Nikiɗi.
020e0b00a1	Ɓa woosa Musaa ne: «Misra raakɗi raakɗi ruy-ruy po fu ɓayya ɓoo ŋ bilaf fii ne ɓoo kaanoh nga e? Fu haɓiɗ ɓoo ye cii, wee tah fu kooɗohha ɓoo Misra?
020e0c0092	Inii weɗ ɓoo woyee ɗa wa ɓoo nik ŋ kur ka haa e? Ne “Faɗa ɓoo moɗoɗ, ɓoo nik ñaam ciŋ ɓi Misra.” Weɗ ngisoh kaan ŋ bilaf fii.»
020e0d0093	Musaa loffa ɓa ne: «Kinaat neƴƴoh, tufkaat ɗu marak findi Nikiɗi mucɗohan ɗu woti. Ɓi Misra ɓi ɗu na hote ɓii, ɗu hotissanɗi ɓa muk.
020e0e0033	Yeeɓkaat rek. Nikiɗi a yi na hee ɗu hiñohɗe.»
020e0f005b	Nikiɗi woosa Musaa ne: «Wa ye tah fu leehkee nga so? Woya Israayel ci ɓa deguk ŋ waasi.
020e10007e	Ɓaya ndooɗiŋ ɗa ŋ yaah, fu yurhiɗa ŋ cookmi. Fu paysoh cookmi kanak, Israayel ci min taamb nga te kot ciŋ ɗu iiri'uu.
020e1100dd	Ini kaɗ nga so, ŋ hey ndengɗe keeñ ciŋ ɓi Misra po ɓa taambiɗ ɗu ŋ ɗooƴ cookmi. Teemb ndeem, ŋ hey teeɓohe yaki ŋ yak, ŋ in ci ŋ tuman Firawna na hiñohoh ciŋ ɗe na wotiir ciŋ ɗe na ɓooɓi rap panis.
020e120054	Ŋ hey teeɓohe yaki ŋ yak ŋ in ci ŋ tuman ɓa, ɓi Misra inah ne ñam Nikiɗi.»
020e13008e	Ƴutta, malaakaaniŋ Kooh, yi meeɗ adug ŋ fiki Israayel ca, kaɗta ŋ finhooɓa, eela yipee haa kumbin ŋ fikiiɓa nammba kaɗ ŋ finhooɓa.
020e1400c0	Wa nikka ŋ harmban dal ca kanak ca, dalaŋ Misra na waŋ Israayel. Eelaam nikka ñuus ŋ ɓaka winoora, waaye weka reesa, wa ñiiniɗta ɓaka tas ne cuuɓ ca kanak ca minuu reɓɗukoh na wek.
020e1500ac	Wa Musaa raɗis ndooɗaŋ ɗe ŋ ɗafuk cookma, Nikiɗi neehha puuɗis ŋ pulohaaɗ-noh, puuɗis raakiɗ hatil. A paysohha cookma kanak, merhey mi suyɗi nikka ŋ harmbana.
020e160066	Israayel ca taammba nga te ɓa iiriiɗi, raak masma ɗingkiɗ findi miir ŋ yaah-ñaahum na yaah-sing.
020e170055	Ɓi Misra ñaakɗeeɗa ɓa na panis caŋ ɓa na wotiir caŋ ɓa jen ŋ ɗooƴ cookma.
020e180088	Na wiisaaɗiina, Nikiɗi, yi nikee ŋ ɗooƴ kumbinaŋ yongkaaha na eela, marakka ŋ dalaŋ ɓi Misra, a saɓsohha ɓa na sagoocaŋ ɓa.
020e1900b3	A tummba po panuucaŋ wotiir caŋ ɓa minisɗi kaɗ kaɗ yurhiɗ, ineem tahha po ɓa minisɗi nupiɗ baahiɗ. Ɓa woosa ne: «Ɓoo saandohaat, Nikiɗi yii hiñohiɗ Israayel ci.»
020e1a008b	Nikiɗi woosa Musaa ne: «Raɗsa ndooɗiŋ ɗa ŋ cookmi ne masmi dokkis findi wa nikohe, wa on ɓi Misra, wotiir ci na ɓi rap panis ci.»
020e1b0099	Musaa tumohha ineem ɗaa. Ŋ wiisaaɗiina, cookma dokukka findi wa mande, ɓi Misra saandoheeɗa, ɓa cohha na masma, Nikiɗi julla ɓa ŋ ɗooƴ cookma.
020e1c0092	Masma dokukka, wa onnda wotiir caŋ Firawna na ɓooɓa rapee panis ca jen. Hiñohoh ca dabee Israayel ca jen tassa ŋ cookma; ali ɓo' pulɗi nga.
020e1d0073	Waaye Israayel ca taambeen ŋ cookma te ɓa iiriiɗi, raak masma ɗingkiɗ findi miir ŋ yaah-sing na yaah-ñaahum.
020e1e006b	Mbaɗi, Nikiɗi muciɗta ɓa ŋ yaah ciŋ ɓi Misra. Ɓa hotta fiɗaaf caŋ ɓi Misra ŋ sereendaŋ cookma.
020e1f0078	Israayel ca hotta hatili Nikiɗi mucɗoh ɓa nga ɓi Misra, ɓa neƴƴohha ɗe, ɓa kossa Nikiɗi na Musaa ñaamiŋ ɗe.
020f0100c2	Weɗi Musaa na Israayel ca ferɗoh Nikiɗi ƴeekii: «Nikiɗi ƴeekaah ƴeeku nee! Ŋ hey ɗe ƴeeke. Ndamiŋ ɗe teeɓohiɗ nee A yi min ee! A kooɗkiɗ panis na rapoh panis, A julla ŋ cookma.
020f0200c4	Nikiɗi a yi hatiliŋ ngo nee! A yi Heɗ ƴeekiŋ ngo. A yi hirip po nee! Ŋ hey ɗe ƴeeke. Nikiɗi a yi Koohiŋ ngo nee! Ŋ hey ɗe ɗaape. A yi Koohiŋ baabiŋ ngo nee! Ŋ hey woye yakkiŋ ɗe.
020f030036	Nikiɗi jalmba ngaŋ hiñoh! Nikiɗi weɗ tiikiŋ ɗe.
020f04006a	A juliɗ wotiir caŋ Firawna Na hiñohoh caŋ ɗe. Ɓa adgoh ɓa sah muuhiɗ nga ee Ŋ Cookmaŋ-Hapeel-ca.
020f05005a	Ginaah ca ulla ɓa nee Ngaŋ ɗooƴ cookma. Ɓa diigiɗ nga haa ne atoh Ŋ dungaŋ cookma.
020f060061	Nikiɗi! Ñaahmiŋ ɗa nee! Eey hatiliŋ wa! Nikiɗi! Ñaahmiŋ ɗa nee! Weɗ ɗumb ɓi sang ɗa.
020f070093	Yaki fu yak Nikiɗi nee Fu saahiɗ ɓi sang ɗa. Fu fuuɗsiɗ ayrukiŋ ɗa nee! Eey dohɗiŋ wa! Wa hoomɗiɗ ɓa findi mbaang ee! Eey dohɗiŋ wa!
020f080086	Nikiɗi! Iikiŋ ɗa nee Nangɗohiɗ masuɓ ca. Ginaah ca tufkiɗ saɗ ee Findi miir ee! Masma sah namiɗ ndeng ee Waŋ dungaŋ cookma.
020f090105	Sangiɗa woyeeɗa nee Ŋ hey ɓa taambɗe. Sangiɗa woyeeɗa nee Ŋ hey ɓa ambe. Sangiɗa woyeeɗa nee Ŋ paysoh in ciŋ ɓa. Sangiɗa woyeeɗa nee Ŋ raak ini ŋ waaɗ jen. Sangiɗa woyeeɗa nee Ŋ fuur ndangiŋ ngo. Sangiɗa woyeeɗa nee Ŋ hey ɓa sooƴɗe.
020f0a0064	Nikiɗi fu fuuɗissa rek ee, Cookma ulla ɓa. Ɓa ɗiigga nga haa ne beteeh Ŋ ɗooƴ-ɗooƴ cookma.
020f0b00d8	A yinde kooh mand na ɗa nee Ŋ kooh caŋ ɓooɓa? A yinde na siñaarɗe sagu hool? A Nikiɗi nee! A yinde Kooh neƴƴohu nee? A Nikiɗi nee! Po a carra ƴeeku nee? A Nikiɗi nee! A tumee in feyohiɗ ee Findiifu nee?
020f0c0036	Nikiɗi fu raɗis ñaahmiŋ ɗa nee; Kehƴi onnda ɓa.
020f0d009c	Nikiɗi waaɗohaaɗiŋ ɗa nee Wa na ɓoƴsukeeɗi. Fu yurhiɗiɗ cuuɓiŋ ɗa fu tos Na hatiliŋ ɗa nee! Fu yii ɓay ɓa Nikiɗi nee Ɗiskaŋ ɗa hoolɗa.
020f0e005b	Cuuɓ ci kerhiɗa nee; Ɓii saakɗoheeɗa. Filistiici neƴƴohiɗ lool ee, Ɓii ngaŋ tiis.
020f0f0082	Kilifaacaŋ Edom Nikiɗi nee Iiƴiɗ dic ee. Te ɓa adgoh Mowab Ɓii kot-kotɗeeɗa. Ɓi Kanaan jen Nikiɗi nee Jaahɗiɗ lool ee.
020f1000f0	Neƴƴoh na tiit Nikiɗi nee Aasiɗ ɓa jen ee! Ɓa hot hatiliŋ yaahiŋ ɗa nee; Ɓa minɗi yoond. Ɓa mandiɗ nga haa ne atoh. Eey Nikiɗi nee! Po cuuɓiŋ ɗa wii taamb ee. Eey Nikiɗi nee! Po cuuɓi fu tos wii taamb ee. Eey Nikiɗi nee!
020f1100cc	Fu hey ɓa genɗe Nikiɗi nee Ŋ tangoora fu raakoot, Ɗiska fu haɓiɗ kahan fu nee! Eey Nikiɗi nee! Ngaŋ ɗiskaŋ ɗa hoolɗa nee! Eey Nikiɗi nee! Wa fu haɓiɗ na yaah ciŋ ɗa nee, Fu yi Heɗ ɓoo.
020f120027	Nikiɗi a yi nikan buur ee Po faw ee!»
020f1300ad	Ɗaa, panis ca na wotiir caŋ Firawna, na ɓooɓa rapee ca aaseen ŋ cookma. Nikiɗi dokinnda masma ŋ ɗafuk ɓa. Israayel ci taammba ŋ merhey ma suyɗa, ŋ ɗooƴ cookma.
020f140080	Maryam, woosuuɗa ɓitɓa, taambɗoh Aaruna, ɓayya haan. Ɓitiɓ caŋ Israayel jen ñaakiɗta ɗe, ɓa tipeeɗa, ɓa mbeceeɗa.
020f1500aa	Maryam dokkissa ŋ ƴeeka an: «Nikiɗi ƴeekaah ƴeeku nee Ŋ hey ɗe ƴeeke Ndamiŋ ɗe teeɓohiɗ nee A yi min ee A kooɗkiɗ panis na rapoh panis A julla ŋ cookma.»
020f160092	Musaa adgiɗta Israayel ca, ɓa pulohha Cookmaŋ-Hapeel-ca, ɓa yurahha kehƴa hulangaŋ Suur. Ɓa tiinnda neeh kaahay, ɓa hotɗi masmi ɓa anan.
020f170093	Wa ɓa kaɗ po ɓa reesa ɗiska na woyse Mara, masuɓ raakeen nga, waaye ɓa mineeɗaa an, wa nikee aayiɗ hak weɗ tah ɗiska teekuusa Mara (aay).
020f18004e	Ŋ ineem, mboolnda lahtukeeɗa ŋ Musaa, ɓa woosa ne: «Ɓoo na hee ye ane?»
020f1900bb	Musaa kiimmba Nikiɗi na leehuk. Nikiɗi teeɓpa ɗe ndooɗ, a ɓekkaa ŋ masma, wa hannda min anu. Ŋ ndaam, Nikiɗi eɗta Israayel ca nakoh ciŋ ɗe na haɓɗaah. A nammba ɓa markisuk.
020f1a012a	A woosa ɓa ne: «Ɗu kerah keeh-keeh woo kiŋ ngo, mi yi Nikiɗi Koohiŋ ɗu, te ɗu haɓɗee in ci ŋ amb ne ceɗ yurah ɗah, ɗu ɓekoh nof in ci ŋ nakoh, te ɗu haɓiɗ haɓɗaah ci jen ɗah, ŋ heyɗi yipkiɗe kosaay nga ɗu findi ŋ tumoh na ɓi Misra. Laam ñam Nikiɗi yi na wirɗee ɗu.»
020f1b009f	Israayel ca kaɗeeɗa po ɓa reesa Elim, ɓa raakka cul masuɓ ndaŋkiyaah na kanak nga, na tas tandarma ndaŋkiyaah-yasna-kanak, ɓa dalla nga, ŋ sero masma.
02100100d3	Wa ɓa ɓoof nga po caɓna kanakɗoh ŋ pulohaŋ ɓa Misra raakka neeh ndaŋkiyaah na yatuus, Israayel ca jen kurkohha Elim. Ɓa kaɗeeɗa po ɓa reesa kehƴa hulangaŋ Sin, ŋ harmban Elim na tangooraŋ Sinaay.
0210020039	Ŋ ndaam, Israayel ca jen lahtukeeɗa ŋ Musaa na Aaruna.
02100300d4	Ɓa woyeeɗa ne: «Nikiɗi joyee ɓoo joy ap ŋ Misra; ndaam, ɓoo nikee ɓoofiɗ na soƴeecaŋ sepet ca te ɓoo meeɗeen ñam po ɓoo kap nding. Waaye weɗɗi, ɗu ɓayiɗ ɓooɓi jen ndii ne ɓoo kaan na aɗ.»
02100400cb	Nikiɗi woosa Musaa ne: «Marka! Ŋ hey ɗu toɓɗe kañam. Kooh-nu-wiis, ɗu hey kaɗe, ɗu ɓaya nga ini mit ɗu ɗingiɗ neeh yino; teemb ndeem, ŋ hey marke andi ɗu hey taambɗe nakoh ciŋ ngo wala.
0210050055	Ŋ mbehi yasna-yino'ɗoh, ɗu ɓay ngaŋ kañam keem ɗah, wa nikan wuu neeh kanak.»
0210060161	Musaa na Aaruna woosa Israayel ca jen ne: «Nikiɗi kerhiɗ lahtukiŋ ɗu nga ɗe, ŋ niini woti, a hey ɗu one sepet ñamaah. Ɗu hey inhe ne a yi Nikiɗi, yi pulɗoh ɗu Misra. Kim na ɓaaɓa, a hey ɗu name on kañam, ɗu ñam po ɗu kap; ɗu hey hote ndamiŋ ɗe. Ini kaɗ nga ɓoo, ɓoo tus haa; ɗu lahtukɗi nga ɓoo, ɗu na lahtuke ŋ Nikiɗi.»
021009007e	Musaa woosa Aaruna ne: «Woya Israayel ci jen ne, ɓa hayaat ɓa tufuk ŋ fiki Nikiɗi laam a kerhiɗ lahtukiŋ ɓa nga ɗe.»
02100a00a1	Wa Aaruna na woye na mboolndaŋ Israayel ca, ɗekka po, ɓa jen ɓa yurhiɗkohha na kehƴa hulanga. Ndamiŋ Nikiɗi teeɓukka ɓa ŋ ɗooƴ eela yipe haa kumbin.
02100b0017	Nikiɗi woosa Musaa ne:
02100c00d5	«Ŋ kerhiɗ lahtukiŋ Israayel ci; woyiɗ to ɓa ne: “Ŋ niini woti, bala nohi muyan ɗah, ɗu hey ñame sepet te kim na ɓaaɓa, ɗu hey raake kañam ki kap ɗu, ɗu hey inhe ne ñam Nikiɗi, Koohiŋ ɗu.”»
02100d0078	Wa niina ree, mbaƴul ca pundeeɗa, hayeeɗa. Ca yoonnga ŋ dala po wa riiffa. Kooh wiissa na ɓaaɓa, maar keennda nga.
02100e003a	Wa maara coot, ŋiisohi haa sangri raɗiɗta ŋ merhey ma;
02100f008e	Israayel ca hottaa, ɓa inahɗi ini wa nik, ɓa woyeeɗa ŋ harmban ɓa ne: «Inii wa ye?» Musaa loffa ɓa ne: «Wa kañam ki Nikiɗi on ɗu;
021010006e	inii, weɗ a woo nga: “Yaa nu nga ɓayaat ini mit ɗe ɗingiɗ neeh yino, haf nu nga ɗah, andaar yino.”»
0210110051	Ɓa tumohha ɗaa, yaa nu nga ɓayya, ɓum ɓayya juuk, ɓinooɓi ɓayya ƴissuut.
0210120081	Waaye wa ɓa ɓees ca na andaar, ɓa ɓayee juuk uupɗeeɗi te ɓa ɓayee ƴissuut mitɗeen. Yaa nu nga ɗah, ɓayee ini doy ɗe.
0210130045	Musaa woosa ɓa ne: «Ali ɓo' kinaat ɗaak nga wuu kim na ɓaaɓa.»
021014006e	Raakka ɓi kerhiɗɗi ɗe, ɓa ɗaakka ŋ caŋ ɓa po na ɓaaɓa, ca canginnda, ca oteeɗa; Musaa ayrukka ɓa.
0210150096	Ini kooɗoh ndeem, ɓaaɓ nu ree ɗah, yaa nu nga ɗah, kaɗ ɓaya ini mit ɗe ɗingiɗ neeh yino. Kaɗta po nohi dammba ɗah, ini tas ŋ kehƴi seey.
0210160091	Ŋ mbeha yasna-yino'ɗoh, ɓa ɓayya ɗingiɗ wuu neeh kanak, weɗ ne haf nu nga ɗah, andaar kanak; kilifaaca kaɗta ŋ Musaa, ɓa woosa ɗe wa.
02101700bf	A loffa ɓa ne: «Ineem weɗ Nikiɗi nakohe; kim, wa mbehi hoolɗi na iɗsiɗkohse, wi Nikiɗi waɗu. Utaat ini ɗu waaɗ ut, ɗu tik ini ɗu waaɗ tik, ɗu ɗaak ini tas po kim na ɓaaɓa.»
0210180061	Ɓa tummba ineem, ɓa ɗaakka wuu kim findi Musaa nakohoha, ɓa hotta ne ca otɗi, ca cangindɗi.
0210190086	Weɗ Musaa woyoh ɓa ne: «Ñamaat ca woti, ɗu heyɗi raake ali in ŋ bilaf fi, laam woti wa mbehi na iɗsiɗkohse, wi Nikiɗi waɗu.
02101a0086	Ini ree neeh yasna-yino, kaɗaat ɗu ɓaya ñamaah waaye mbehi yasna-kanakɗoh, weɗ na iɗsiɗkohse; ñamaah raakanɗi ŋ bilaf fi.»
02101b0047	Raakka ɓa pul ŋ mbehi na iɗsiɗkohse ne ɓa ɓay; ɓa hotɗi ali in.
02101c005e	Nikiɗi woosa Musaa ne: «Ɗu genan gen sang taambiɗ nakoh ci na teeɓoh ciŋ ngo po kiɗa?»
02101d00f0	Musaa ɓaatiɗta ɓa nga ne: «Inhaat baahiɗ ne a Nikiɗi eɗ ɗu mbehi na iɗsiɗkohse, weɗ tah a onnda ɗu ŋ mbehi yasna-yino'ɗoh ne ɗu ɓay ɗingiɗ wuu neeh kanak nga; ŋ mbehi yasna-kanakɗoh, yaa nu nga ɗah, ɓoofaat, a puluu.»
02101e0037	Ŋ ineem Israayel ca iɗsiɗukka mbeha yasna-kanakɗoh.
02101f008a	Ɓa teekka kañam kaam maan (wa-ye). Wa mandee na pees koryand, wa nikee yaanow te fu ñamee wa ɗah, waa mandee na ɗangi haɓɗohu kuum.
02102000c9	Musaa woosa ne: «Inii weɗ Nikiɗi nakoh: Andaar tumsaat maan po wa riif, wa ɗaaku, wuu ɓi na hee rimkohe nga ɓoo, ne ɓa hot kañam ki Nikiɗi pesɗohee ɓoo ŋ bilaf fi, wa a puliɗ ɓoo Misra.»
0210210094	Musaa woosa Aaruna ne: «Ɓaya meeme ɗaakkoha, fu tuma andaar maan po wa riif, fu ɗaaka ŋ fiki Nikiɗi, wa nik wuu ɓi na hee rimkohe nga ɓoo.»
021022008a	Findi Nikiɗi nakohee wa Musaa jok, Aaruna ɓayohhaa ɗaa ŋ ɗiska na naandsukohse ambtiɗohi Nikiɗi ambtiɗoh na ɓa, ne wa ɗaaku nga.
021023007b	Israayel ca ñamiɗ ŋ maaneem ini ree kiis ndaŋkiyaah-nikiis po findi ɓa reyoh ŋ aasoha kur genohuuɗ, wa nikka Kanaan.
0210240033	(Andaar caŋ ɓa, ca nikee liitar kanak na camban.)
02110100c6	Findi Nikiɗi woyohee ɓa wa, Israayel ca jen kurkohha kehƴa hulangaŋ Sin, ɓa kaɗeeɗa ƴin ƴin po ɓa reesa Refidim; ɓa yippa ɗiip caŋ ɓa nga. Waaye ŋ ndaam, ɓa raakeeɗi masmi ɓa anan.
02110200a4	Ɓa waakeeɗa Musaa lahtoh, ɓa woyeeɗa ɗe ne: «Eɗa ɓoo masmi ɓoo anan.» A woosa ɓa ne: «Wa ye tah ɗu waakee so lahtoh? Wa ye tah ɗu markiskee Nikiɗi?»
02110300b3	Ɓa sifaɗukka, ɓa lahtukeeɗa nga ɗe an: «Wa ye tah fu pulɗohha ɓoo Misra, fu hayya na ɓoo ŋ ndii ne fu ap ɓoo na sifaɗ, ɓoo na kuɓuuciŋ ɓoo na ɗoopaat ciŋ ɓoo?»
021104008a	Musaa kiimmba Nikiɗi keeh-keeh, a woosa ɗe ne: «Ŋ joy haɓɗiɗ ɓooɓi ye Nikiɗi? Ini hondoh ɓa tap po atoh po ŋ kaan laayisɗi!»
0211050061	Nikiɗi loffa ɗe ne: «Adgaa ɓa, fu hun na ɓi yakak, fu ɓay ndooɗi fu laɓee ŋ kalaŋ Niil.
02110600d3	Marka, ŋ hey ɗa adge, ŋ nik nden, ŋ ɗafuk atoh fi, ŋ Horeb, fu hey laɓe ndooɗi ŋ atoh feem, masuɓ hey pule nga, ɓa raak anaah.» Musaa tummba ina Nikiɗi woyee, a tuma ŋ fiki yakak ca a hunee na ɓa.
02110700ce	Ndaam teekuusa Maasaa (markisuk) na Meeribaa (waak lahtoh). Laam Israayel ca waakee Musaa lahtoh, ɓa markiskeeɗa Nikiɗi ngaŋ meeksoha ɓa meeksohee an: «Nikiɗi yii ŋ harmban ɓoo wala a nikɗi nga?»
0211080042	Wa raakka mbeh Amalek ci hayya hiñohee na Israayel ci ŋ Refidim.
02110900b9	Musaa hotohha na ƴaara teeku Yosuwe, a woosa ɗe ne: «Kooɗa ɓi ɓo' ndengiɗ, ɗu kaɗ hiñoha na Amalek ca; kim ŋ hey nike ŋ ɗafuk tangoori na ndooɗiŋ Kooh ŋ yaah ciŋ ngo.»
02110a009d	Yosuwe kaɗta hiñoha na Amalek ca findi Musaa nakohee ɗe wa. A yi Musaa, a hunnda na Aaruna na ƴaar teeku Hur, ɓa kaɗta, ɓa tufukka ŋ ɗafuk tangoora.
02110b0071	Musaa meeɓpa yaah ŋ ɗafka ɗah, Israayel ci ɓeɗ na mine. Waaye a ruhsiɗta ca ɗah, Amalek ci ɓeɗ na mine.
02110c00ca	Musaa nikka na ineem po yaah ciŋ ɗe neeɓohha, Aaruna na Hur ooɓiɗta ɗe atoh, a ɓooffa nga. Yii lahha ɗe ŋ ɓakii, yum lahha ɗe ŋ ɓaki tas, ɓa ammba yaah ciŋ ɗe ne ca ruhsuu po nohi muyya.
02110d005e	Yosuwe na Israayel ca laɓpa Amalek ca na hiñohoh caŋ ɓa ndang po ɓa raɗta ɓa ŋ kehƴi.
02110e00bf	Wa hiñoha reeh, Nikiɗi woosa Musaa ne: «Fiisa in cii ŋ teere, fu ɗaaka, ca alkohsuu. Te woya Yosuwe ne ŋ hey reehɗe Amalek ci ŋ kehƴi po ali ɓo' naandsukissanɗi ini kaɗ nga ɓa.»
