1300000006	Psalms
134f0b0063	Kotin mani janejan en me jalidi o; kom kotin kolekol kidi lim omui manaman me kileledier on kamela.
134f0c004e	Kom kotin depukki on men imp at pan pak iju ar lalaue, me re lalaue kin komui.
134f0d0080	A kit, japwilim omui aramaj akan, o jip en japwilim omui moj, pan danke komui kokolata, kapakaparok duen omui linan anjau karoj.
1350010077	KOMUI jile pan Ijrael, kotin mani; komui me kin apapwali Iojep dueta jip akan. Kom kotido, me kaipokedi pon anin Kerup.
135002005c	Kom kotin kajaleda omui manaman mon Epraim, o Peniamin, o Manaje, o kotido, pwen jauaja kit!
135003005e	Main Kot Jepaot, kom kotin kamait kit ala o kotin kajaleda jilan omui, kit ap pan kelail kida.
1350040057	Ieowa Kot Jepaot, arai da, kom pan kotin onioniki kapakap en japwilim omui aramaj akan?
135005005f	Kom kin kotin kamana kin ir prot en pil en maj, o kom kin kanim pile kin irail pil en maj toto.
1350060059	Kom kotin wiai on kit, me men imp at kin akamaiki on kit, o imwintiti pat kin lalaue kit.
1350070059	Kot Jepaot, kom kotin kamait kit ala o kotin kajaleda jilan omui, kit ap pan kelail kida.
1350080058	Kom kotin wado janer Akipten tuka wain pot, o kom kokojan men liki kan, ap id padukedi i
135009003c	Kom kotin kokoi on i al a o kawojada i, pwen kadirela jap o.
13500a0039	Nana kan mi pan mot a, o ra kan kadupaledi jedern en Kot.
13500b003c	Kom kotin kalaudelar i lel on madau o ra kan lel ni pilap o.
13500c0040	Da me kom kotin kawe kilar a kel, pwe karoj me dauli kin kawela?
13500d002e	Pwik laualo dekadar, o man en nan jap kawelar.
13500e006e	Main Kot Jepaot, kom kotin wukedoke don kit, o ireredo jan nanlan, o majani, o kotin jauaja tukan wain pot et,
13500f0046	O kotin apapwali i, me lim omui padukedier, o me kom kotin apapwalier.
1350100040	A ron kilar kijiniai, a paledier, re okilar majan en jilan omui.
1350110047	Lim omui apwali ol en pali maun omui, o irail, me kom kotin apapwalier.
1350120058	Kit ap jota pan wuki wei jan komui. Kom kotin kamaur kit da, kit ap pan kapina mar omui.
135013005f	Ieowa Kot Jepaot, kom kotin kamait kit ala o kotin kajaleda jilan omui, kit ap pan kelail kida.
1351010046	KOMAIL pereperen kauli on Kot, me kel patail; nijinij on Kot en Iakop!
1351020047	Tapia kida kaul en kapin, o wiada tampurin, o laute kajelel ianaki arp!
1351030045	Ni jaunipon kap komail peuk koronete, ni maram, ni ran en im tantuka!
1351040034	Pwe iduen tiak en Ijrael kujoned en Kot en Iakop eu.
1351050061	A kotin wiadar kujoned wet on Iojep, ni a lipa jan Akipten. I roner majan pot, me i jaikenta aja:
1351060043	I kijaner katoutou kan pon apar a, o pa a jaladokalar jan kopu kan.
1351070086	Ni om likwirki don ia om apwal, I ap jauaja uk; I kajale dok uk alar, ni anjau me koe lel on nanjapwe, o on jojon uk ni pil en akamai.
1351080058	Komail nai aramaj akan ron ia, I pan padaki on komail! O Ijrael, ma koe pan peiki on ia!
1351090044	Jota amen Kot en mi re om, o koe der kaudoki on kot en men wai amen.
13510a004e	Nai Ieowa om Kot, me kalua uk jan nan Akipten. Ki pajan au om, i pan kadirela.
13510b0046	A nai aramaj akan joata kin peiki on nil ai, o Ijrael jota duki on ia.
13510c005e	I ari mued on irail ere injen arail ni ar aklapalap, pwe ren kekeid wei ni pein arail lamelam.
13510d0048	O ma nai aramaj akan pan peiki on ia, o Ijrael pan weweid nan al ai kan,
13510e004f	I ap pan kaloedi ar imwintiti kan madan, o pa i pan u on me pali on irail akan,
13510f0060	O irail me kailonki Ieowa, jota pan kak on irail; o anjaun arail pakadeik pan duedeuta kokolata;
1351100054	O I pan kamana kin irail korn kajelelia, o I pan katunole kin I onik jan nan paip o.
135201003d	KOT kotikot nan momodijou en Kot, o I jaunkapun en kaun akan.
1352020043	Arai da komail pan kadeik japun o kajampwaleki me doo jan Kot akan?
135203004d	Jauaja pun en jamama o japoupou kan, o jauaja me luet o jamama kan ni ar pun!
1352040052	Komail dorela me tikitik o jamama o, o kamaioda jan nan pa en me doo jan Kot akan.
135205006b	A re jota kin duki on, o jota ar lokekon; re kin weweid nan rotorot; pajon en jappa kan karoj mokimokideda.
1352060035	Nai indada: Komail rajon kot akan, o nain me lapalap;
1352070056	Ari jo, komail pan mela dueta aramaj akan, o komail pan lokidokila dueta me weit amen.
1352080056	Main Kot, kom kotida o kotin kadeikada jappa, pwe komui pan jojoki men liki kan karoj.
1353010052	MAIN Kot, kom der jo majan don, o der japaimokid, Main Kot, kom der kotin nenenla!
1353020063	Pwe kom kotin mani, japwilim omui imwintiti kan kin linaranar, o me kailon kin komui, me aklapalap.
135303007f	Irail kin widin ni ar kapakapun ki japwilim omui kan, o re kin raparapaki duen ar pan kawela japwilim omui me nekinekilar akan.
1353040069	Re kin inda: Na kitail, kitail kokojan irail, pwe ren jolar wei eu, o jolar me pan inda duen wein Ijrael!
1353050036	Pwe irail wiaki eu o re inauki pena, ren palian komui.
1353060028	Im pwal en Edom, o Ijmael, Moap, o Akar,
1353070039	O Kepal, o Anion, o Amalek, men Pilijta ianaki men Tiruj.
1353080035	Ajor pil waroki on ir; re kin jauaja kadaudok en Lot.
135309004b	Kom kotin wiai on ir dueta on men Midian, o Jijera, o lapin ni pilap Kijon.
13530a0031	Me kamelar impan Endor, rap wia pwel la nan pwel.
13530b005f	Kom kotin wiala ar jaupeidi kan dueta Orep o Jeep, o ar monjap akan karoj dueta Jepa o Jalmuna.
13530c0032	Pwe re indinda: Kitail pan kaloedi im en Kot akan!
13530d0058	Main Kot kom en kotin wia kin irail la alepip en kijinian, dueta dip en ra mon kijinian.
13530e0054	Duen kijiniai kin karonala tuka en wei o duen umpul en kijiniai kin ijikeda nan wel,
13530f0058	Iduen kom kotin paki kin irail japwilim omui liol ape, o kamajak kin irail omui melimel.
1353100043	Kadire kila maj arail namenok, pwe ren rapaki mar omui, Main leowa.
135311003b	Ken namenokala o majapwekada kokolata, o ren joredi o mela.
135312004d	Rap pan ajaki, me komui ta maraneki Kaun o me komui ta lapalap nan jap karoj.
1354010030	MEID kajelel tanpaj omui kan, Main Ieowa Jepaot!
1354020064	Nen i kin inon ion o anane pera en tanpaj en leowa kan; pali war ai o nen i kin polauleki Kot ieiaj.
1354030087	Pwe manpir diaradar deu a, o jwalpe paj a, waja a kin naitik ia: Japwilim omui pei jaraui kan, Main leowa Jepaot, ai Nanmarki o ai Kot.
135404004c	Meid pai ir, me kin kaujon nan tanpaj omui! Re kin kapina komui anjau karoj.
135405003c	Meid pai karoj, me kin keleki komui, o idedauen komui melel.
1354060062	Me kin weweid nan jap en mamaiei, waja re kin weirad parer ia; pil katau kin pwain kidi i pai kan.
135407004b	Re kin kakairida ni ar manaman akan, lao re pan janjalada mon Kot nan Jion.
1354080054	Main leowa, Kot Jepaot, kom kotin ereki ai kapakap: Main Kot en Iakop kotin mani ia!
1354090059	Kot pere pat, kom kotin majan don kit; kom kotin ireron maj en japwilim omui keidier men.
13540a0097	Pwe ran ta ieu mon japwilim omui pera jaraui kan me mau jan ran kid; i mauki mimi pan wanim en tanpaj en Kot, jan kaujon nan im en me doo jan Kot akan.
13540b0080	Pwe Kot leowa rajon katipin o pere, leowa kin kotikida mak o wau, a jota pan kotin mueid on me lelapok kan, en anane me mau kot.
13540c003b	Main leowa Jepaot, meid pai aramaj amen, me kin liki komui!
1355010062	MAIN leowa, kom kotin maki oner japwilim omui jap maj o, o kom kotin dorelar jalidi en Iakop akan.
135502005d	Re kotin lapwadar me jued en japwilim omui aramaj akan, o kom kotin pwaidier dip arail karoj.
1355030054	Komui kotin kadukiedi omui onion karoj, o kotin wukidoki wei janer omui onion melel.
1355040061	Kom kotin puron kamait kit ala, komui Kot at jaunkamaur, o kotin katukeidi omui jokalanan on kit.
1355050050	Kom pan kotin onioni kit kokolata? Omui onion pan dueduata jan en kainok lel eu?
135506005b	Kom jota pan kotin puron kamaur kit da, pwe japwilim omui aramaj kan en peren kin komui da?
1355070042	Main Ieowa, kom kotin kajanjaleda ar kalanan on kit, o jauaja kit?
1355080096	I men ron, da me Kot Ieowa pan kotin majani; pwe a pan mamajani duen mauei mau on japwilim a aramaj o me lelapok kan, pwe ren der lodi on me pweipwei.
135509004c	Melel, a jauaj me koren ion ir, me majak I, pwe a linan en mi nan jap atail.
13550a003a	Kalanan o melel pan tu pena, pun o muei mau en metik pena.
13550b003d	Melel pan wojada jan nan jap o, o pun pan ireredo jan nanlan.
13550c003c	Ieowa pil pan kotikido me mau, pwe jap atail en kida wa kan.
13550d0038	Pwe pun pan ti on mo a, o a kak akan pan wiala al arail.
1356010058	MAIN Ieowa, kom kotin kapaike don ia karon omui kan o mani ia, pwe nai me luet o jamama.
1356020074	Kom kotin apali maur i, pwe nai me lelapok. Main Kot, kom kotin jauaja ia, japwilim omui ladu men et, me liki komui.
1356030045	Main, kom kotin maki on ia, pwe i kin likwir on komui ni anjau karoj.
1356040054	Kom kotin kaperenda monion en japwilim omui ladu, pwe monion i kin anane komui Main.
1356050059	Pwe komui Main me mau o kalanan, o kom kotin kalanan on ir karoj, me kin likwir on komui.
1356060047	Main Ieowa, kom kotin ereki ai kapakap, o kotin mani nil en ai nidinid.
135607003f	Ni ai apwal akan i kin likwir on komui, pwe kom, kotin mani ia!
1356080050	Main, jota me dueta komui nan pun en kot akan; o jota me kak wiawia dueta komui.
135609004f	Men liki kan karoj pan pwarado, pwen kaudoki on komui Main, o wauneki mar omui.
13560a003e	Pwe komui me lapalap, me kin wiada manaman, o komui ta me Kot.
13560b0080	Main Ieowa, re kotin kajale on ia al omui, pwe i en weweid ni omui melel, kom kotin kolekol monion i on iet eta: Majak mar omui.
13560c004f	I men kapina komui Main, ai Kot, jan nan monion i, o wauneki mar omui kokolata.
13560d0045	Pwe omui kalanan me laud on ia; komui dore maur i jan nan wajan mela.
13560e007c	Main Kot, me aklapalap akan kin palian ia, o pwin en me weit akan kin majamajan maur i, o re jota kin weweid mon jilan omui.
13560f005b	A komui Main Kot, me dir en kalanan, o mak, o kanonama, o omui kapunlol o melel me lapalap.
135610007f	Kom kotin wukidoki don ia, o maki on ia, o kamaui kida japwilim omui ladu omui manaman, o kotin jauaja nain japwilim omui lidu!
135611009a	Kom kotiki on ia kilel eu, me i pan paie kida, pwe ai imwintiti kan en kilan, rap namenok kila omui kotin jauaja ia, Main Ieowa, o kom kotin kamait ia la.
1357010022	A kakaudar mau pon dol jaraui kan.
1357020041	Ieowa kotin kupura wanim en Jion jan wajan kaujon en Iakop karoj.
1357030028	Kajoi kajelel mia duen koe kanim en Kot.
1357040071	I pan kajokajoi duen Raap o Papel, me aja ia. Kilan, Pilijta o Tiruj, o pil men Atiopia: Mepukat ipwidier waja o.
1357050069	A kajokajoi duen Jion indinda, me jon en aramaj karoj ipwidi waja o, o me Lapalap o pan kotin kamanada i.
1357060054	Ieowa pan kotin wadok, ni a pan kotin kileledi aramaj akan: Mepukat ipwidier waja o.
135707003a	O ni ar madomadon re pan kauleki: Ai parer karoj mi re om!
1358010047	MAIN Ieowa, Kot ai jaunkamaur, i kin likwir nin ran o ni pon mo ’mui.
1358020065	Kom kotin mueid on, ai kapakap en lelda won komui. Kom kotin kapaik don karon omui kan ai likelikwir.
1358030034	Pwe nen i me dir en mamauk, o maur i koren ion mela.
1358040038	Nai kin wadok on ir memelar, nai dueta ol amen, me jolar
1358050076	I wonon nan pun en me melar akan, me wonon nan joujou, me kom jolar kotin kupura, pwe re lokidokilar jan nan lim omui.
1358060035	Kom kotin kaje ia lar nan joujou, waja rotorot o lol.
1358070045	Omui onion kin katoutou ia, o kom kotin idan kin ia di omui iluk kan.
1358080072	Kom kotiki woner kompoke pa i kan waja doo, kom kotin wia kin ia la me jued kot on ir, i jalidier o jo kak pitila.
1358090065	Maj ai juede kilar ai luet, nin ran karoj i potoan on komui, Main Ieowa, o i kapa won komui pa i kat.
13580a0060	Kom pan kotin kajaleda omui manaman ren me melar akan? De me melar akan pan maurada danke komui?
13580b004d	Re pan kojoia duen omui kalanan nan joujou kan? O wajan mela duen omui melel?
13580c005d	Omui manaman akan pan janjaleda waja rotorot, o omui pun nan jap en me re jolar kin lamelame?
13580d0054	A i kin potoan likwir on komui, Main Ieowa nin manjan, ai kapakap pan lel won komui.
13580e004d	Main Ieowa, da me kom kotin kaje ia kila, o da me kom okila ki jilan ar mo i?
13580f0060	Nai me luet o jaliel jan ni ai pulepul; i kin kamekamki omui kalom, i koren ion jolar kaporopor.
1358100034	Omui onion kin kadupal ia di, omui kalom kawe ia Iar
1358110051	Re kapil ia pena dueta pil akan jan ni manjan lel jautik, ir karoj kapil ia pena.
135812004b	Kom kotiki woner kompoke pa I oai warok kan waja doo, rotorot eta ai warok.
1359010066	I PAN kauleki duen kalanan en Ieowa kokolata, o i pan kaparokki au ai omui melel jan eh kainok lel eu.
1359020052	Pwe I indinda: Mak joutik eu pan pwarado, o kom pan kotin kolekol ar melel nanlan.
1359030040	I inauki oner, ai pilipildar akan; I kaulki oner Dawid nai ladu.
135904004d	Kadoudok om pan mimieta kokolata, o I pan kauada mol om jan eu kainok lel eu.
1359050063	Nanlan ap kapina omui manaman akan, Main Ieowa, o omui melel nan pokon en japwelim omui jaraui kan.
1359060055	Pwe ij nan tapok kan me rajon Ieowa? De ij me rajon Ieowa nan pun en me lapalap akan?
1359070054	Kot meid manaman nan pokon en me jaraui kan, o meid kapuriamui on me kaukaujon re a.
135908004b	Main Ieowa, Kot Jepaot, ij me jaron komui. Omui melel kin kapil komui pena.
1359090052	Komui me kotin kaunda madau anian. Komui kin kamoleilei iluk kan ni ar pan kokoda.
13590a006c	Komui me kotin tiakedi Raap dueta kamelar amen. Kom kotin kamueit pajaner imwintiti kan ki lim omui manaman.
13590b0048	Lan o jappa me japwilim omui, jappa o audepa. Komui me kotin pajonedier.
13590c0051	Komui me kotin wiadar pali apon o pali air, Tapor o Ermon kin nijinijki mar omui.
13590d004f	Lim omui me mananan o kumut en lim omui me rojon, lim omui pali maun me ileile.
13590e0044	Melel o pun iei pajon on mol omui; kalanan o melel kin tion mo omui.
13590f0052	Meid pai aramaj kan, me aja nijinij! Ieowa, re pan weweid ni marain en jilan omui.
1359100050	Re kin polauleki mar omui jan ni manjan lel jautik, o re kin pwai kida omui pun.
1359110037	Pwe linan en ar kelail komui, o komui pan pokada oj at.
135912003e	Pwe Ieowa pere patail o me Jaraui en Ijrael, i atail Nanmarki.
135913008c	Maj o kom kotin majanier ki kajanjal kai on me lelapok kan: I kamanadar me Lapalap amen, I kajapwiladar pilipildar amen jan ren aramaj akan.
1359140036	I diaradar ai ladu Dawid, I keiekidier i ai le jaraui.
1359150036	Pa i pan kolekol i, o pa i pan kamanada i anjau karoj.
135916004b	Imwintiti kan jota pan kak widin on i, o me japun kan jota pan kak kaloedi.
1359170040	I pan kamela me palian i mo a, o I pan kaloke ir, mo kailonki i.
1359180042	A ai melel o kalanan pan mi re a, o ni mar ai oj a pan pokapokada.
1359190043	I pan ki on pa a, en kaunda madau, o pa a maun, en kaunda pil akan.
13591a003c	A pan likwir don ia: Komui Jam ai, ai Kot, o paip en maur i.
13591b0040	O I pan wia kila i nai mejeni, ileila jan nanmarki en jappa kan.
13591c0039	I pan kalanan on i kokolata, o ai inau on i pan duedueta.
13591d003f	I pan ki on i kadaudok a kokolata, o mol a pan warai dueta lan.
13591e004b	A ma na kan pan muei jan ai kapun, o re jota pan weweid ni ai kujoned akan,
13591f0042	Ma re pan kajaminela ai tiak kan, o jota peiki on ai kujoned akan,
135920004d	I ap pan kaloke kin ir ar katiwo ki jokon pot, o pan woki ir, pweki ar japun.
135921003d	A I jota pan kiwei jan i ai mak, o ai melel pan mimieta re a.
1359220049	I jota pan kawela ai inau, o I jota pan kawukila, me kowei jan nan au ai.
135923003e	I kaukilar ai jaraui pan me pak, me I jota pan likam on Dawid.
1359240032	Kadaudok a pan joutuk, o mol a dueta katipin mo i.
1359250043	A pan duedueta dueta jaunipon; o jaunkadede nan tapok kan me melel.
1359260039	A met komui kajapokela o onioni japwilim omui me keidier.
1359270041	Kom kotin kajela inau en omui ladu, o kom kotin kajaminela mar a.
1359280044	Kom kotin karonk pajan a kel akan karoj, o kawelar a im teneten kan.
1359290049	Karoj me daulier waja o kulia janer; a wialar kankaurur on men imp a kan.
13592a004f	Kom kotin pokada pali maun en me palian i, o kaperen dar a imwintiti kan karoj.
13592b0045	Kom pil kotiki janer mana en a kodlaj kon, o jota kapwaiada i ni pei.
13592c003c	Kom kotin kaimwijokalar a linan, o kajedi on nan pwel mol a.
13592d003c	Kom kamotomotala ran en a manakap, o kadupalekidi i namenok.
13592e0068	Arai da, Main Ieowa, me kom pan kotin karirela pein komui; arai da omui onion pan lulada dueta kijiniai?
13592f0056	Kom kotin tamanda duen motomot en maur i; de me mal kot omui kotin wiadar aramaj akan?
1359300059	Ij ol o, me maur ap jota pan lel on mela? A pan kak dorela pein i jan mana en wajan mela?
135931004b	Main, ia omui kalanan en maj o, me kom kotin inauki on Dawid ni omui melel?
1359320064	Main, kotin tamanda kan kaurur en japwilim omui ladu kan jan ni wei toto, me kin katoutoui monion i.
1359330061	Main Ieowa, iaduen lalauo en omui imwintiti kan, iduen ar lalaue lip en japwilim omui me keidier.
1359340028	Kapin on Ieowa kokolata! Amen, iei Amen!
135a010031	MAIN, kom me kotin nekid pat jan eu kainok on eu.
135a020071	Mon nana kan o jappa, o aude pan jappa a wiauiada, Kot kotin mia, jan maj kokodo o pil kokolata joutuk, Main Kot.
135a030059	Kom kin kotin kapurelan pwel par aramaj akan o kotin mamajani: Puredo komail aramaj akan.
135a04004c	Pwe par kid dueta aio me jamalar mon jilan omui o rajon majamajan eu ni pon.
135a05004e	Kom kin kotin kapwil irail wei, re rajon mair, dueata ra, me kin monedi madan.
135a060044	Me kin majel pajan ni manjan, a ni joutik a pan palepaledi o monedi.
135a07004d	Omui onion me je kin jojore kidi, o omui onion melel, me je kin mekila madan.
135a08005e	Pwe kom kotin kajanjale on pein komui dip at akan, o dip at rir akan nan marain en jilan omui.
135a09004d	I me at ran akan karoj kin tan weiki omui onion, at par akan rajon kajoi pot.
135a0a0098	Warain at mour me jaunpar ijeijok, a ma re toto, a pan waleijok, a ma me kajampwal, a pan apwal o dodok. Pwe a kin tan wei madan, dueta kit kin pir wei.
