2800000006	Methiu
290d210060	Wie riig srane nowbthan ne rai iang bo, chiih-è ji pha inai thog ruii phane nathek athieg phro.
290d2200e7	Jipha inai ne ji duiine phro, Bran jia hanyie è awai khiaothek shii dumuii phi srane chiih-è zab pha khiao shii nyie rek chid pha ji yao ne chiih-è hò khan pha bran shii hò wie riig bo è yao ne awai hò thoh marui ne wuiidun.
290d23016b	Chiihphado è, nowbthan bo, nyieliieshii hò pha muspho ne khuchung thog ruii pha ji ne nathek ne athieg phro yangne ne ai ne habjuang shii dun ruii pha de um phro, yangne ai ne habiu duchoi shii de dun ruii pha de um phro, dinne, yangne ai ne hasiang asiang ba ibi shii thog ruii pha de um phro, yangne ai ne hasieng sieng pha idoh shii thog ruii pha de um phro.
290d24003e	Ai ne hamblo shii dun thog mage shii nathek ne amen iang rabo.
290d25006a	Chiihphado, gu nathek shii nyie yao pha ji ne, gu zab shii yao ne: nowbthan ne rai iang bo ne yao phro.”
290e0100c8	Hì ne buii Hiìadun Sai pha chiih-è Phiia ajiie pha Iweb chie muii pha danyi ibi shii ro. Boh phabithek chiih-è Iphey yua pha masdothek è ug ne Isu shii zum pha rek phro, chiih-è ua pha rek phro.
290e020082	Ithek è yao rai, “Gethek ne sai pha inai shii arek haro dinne ji è rek mage shii branthek è gethek shii gui noh mage phro.”
290e030166	Jipha ishak Isu ne Bethany pha ithua hà Simon ro hò shii ro, chiih-è ji pha bran ne bajo awie pha hìa è rei phro. Isu chie ramuii shii, hò-amuii jia ne igang iwoi è rab pha bajo rem noh pha thiiliie sasia chiih-è bajo igong um pha yi ne wuii thog ruii phro. Jipha hò-amuii è sasia ji chui srane bajo rem noh pha thiiliie ne Isu khrug shii shun phi.
290e0400ad	Giak branthek è aishii riig ne bajo lijieg ne awaithek chung yao rai, “Nyie rek ne nyama igong um pha chiih-è bajo rem noh pha thiiliie ne aishii shun ne mua muii phlei?
290e0500ce	Jipha bajo rem noh pha thiiliie ne hò-amuii è liu arone idam jia pha riinang mua ne ji pha bang ne dushothek shii phi liak pha ji wie phro!” Chiih-è ithek è hò-amuii ji shii awie dang pha giung phro.
290e060093	Jishii Isu è yao, aishii ji thoh muii bo, nyie rek ne nathek ne aishii afak-afi rek phlei? Ai ne gu shii bajo wie chiih-è khie blia rekramuii ro.
290e07009d	Dusho bran ne nathek rog shii idang um ruii phro, nathek ne ithek shii khuchung magunde yang shii nya nong phi bo. Jishii gune idang nathek rog shii oi phro.
290e080086	Ai è nyie rek mua pha ji rek phi phro; ai è gu siu bajo rem noh pha thiiliie shun phi ne ibi shii gu wieng pha ishak khriig rek phi.
290e0900a6	Thuh, gune nathek shii izai yao dang phro: Zab pha sohjambling shii guro Mua Wie ji yua mage shii, ai è nyie rek phi pha ji ne, aishii nowkhlei yi pha yao ruii phro.
290e0a0086	Chiihphado, samoy snanyi è jia Judas Iskharioth yi boh phabithek shii wuii ne Isu shii khi-èrek ne zum pha ji ithek shii nung gieng.
290e0b00b3	Ai miyao ji nuii ne phabithek ne nyu dun, chiih-è aishii bang phi pha sbang rek. Ji-è Judas nyie khi-èrek ne Isu shii chua wie mua ne ithek wad shii zum yi pha jao ne sow phro.
290e0c00ec	Phiia ajiie ba pha iweb Sai pha michie chie pha igobi inai shii, Hiìadun pha michie shii shiishaithek ua shii, samoythek è Isu shii sai, “Gathek shii khihà wuii ne naro buii Hiìadun pha michie ji khriig rek iang bo è yang lei?”
290e0d00b0	Chiihphado Isu è samoy nyi shii muyung rog shii thoh ge: Rajan hà wuii ne, chiih-è nasa ne kho jariie han pha bran jia si ruii phro, nasa ne ji pha bran rog shii luagieng ne
290e0e009d	ai khi pha hò shii khud dun pha hò muspho shii yao bo, Masdo è yao muii ro, gu samoy chiih-è gu dug ne Hiìadun pha michie chie pha ùgud ne khi hà lei?
290e0f009d	Chiihphado ai è ithek shii ne bajo bo lakhung ikhuno pha ùgud jishii chie pha zab saro ne ruii pha doh ruii phro. Nathek ne thiisa hà michie saro iang bo.
290e1000c5	Samoythek è thoh srane, rajan hà wuii thog, chiih-è Isu è ithek shii nyie khi-è yao pha ji duiine zab saro ne um iang pha doh phro; chiih-è nathek è Hiìadun pha ji Sai pha michie saro phro.
290e110056	Habjuang re sha shii, Isu awairo snanyi samoythek rog shii ji pha ithua hà wuii thog.
290e1200b7	Ithek è thiibliie hà chie pha dug shii, Isu è ithek-shii yao, “Gu nathek shii yao phro, ichiih gu rog shii chie gieng pha samoy jia è gu shii guro mak pho shii phi muii phro.”
290e130067	Ji-è yao mage ne, samoythek ne zo ne jia pha idoh shii jia è aishii sai, “Ji ne izai gu asi bey?”
290e14007c	Isu è ithek shii chang, “Ai ne samoy snanyi è jia ji phro, hanyie è airo iweb yi guro shiikhiia rog shii wo gieng phro.
290e1500e3	Bran Dufuii ne jigigam shii zey ne um pha ji duiine iy ruii phro. Jishii, hanyie è Bran Dufuii shii guro makpho shii phi pha jine khama awie dang pha re ruii phro. Ji pha bran shii ne khuchung de agiak arone ji wie ba phro!”
290e1600ca	Ithek ne chie pha dug mage shii, Isu è iweb jia chiing srane Hamangkhung-aphuii shii sia ne Laso phi ne chiih-è ji srane iweb awai samoythek shii phi. Ai è yao, “Choi mage bo, hìne guro siu ro.”
290e17008b	Chiihphado ai è gog shii chiing srane Hamangkhung-aphuii shii Laso phi ne ithek wad shii phi; chiih-è ithek zab ji pha gog è niing phro.
290e1800a6	Isu è ithek shii yao, “Hì ne guro ifai ro! Guro hì pha ifai ne bame branthek shii thoi phi phro, guro ifai ne Hamangkhung-aphuii awai shiinyie shii ruii phro.”
290e190097	Gune nathek shii yao phro, “Gu ne hì pha angurphuii ji Hamangkhung-aphuii ro Sajathua pha phuii iwo ji aniing sapho shii khuchung de aniing phro.”
290e1a0045	Chiihphado ithek sthun bai srane Sumaromuang pha Phiing hà wuii dun.
290e1b00c6	Isu è ithek shii yao, “Nathek ne gu shii thoh srane yo dun phro, Jigigam shii yao, ‘Hamangkhung-aphuii è brogpho shii ne ua muii phro, chiih-è ai shiishaithek ne dayiingdayang re dun phro.’
290e1c0054	Jishii gune dinne chai sieng shii, gune ithek ibi shii Galili hà wuii ruii phro.”
290e1d0066	Phithar è Isu shii chang, “Gai è na shii thoh marui ne de gu ne khuchung de na shii athoh phro!”
290e1e0091	Isu è Phithar shii yao, “Gu na shii yao, sudoh biu khephuii nyichiieng ìo pha ibi shii nane gu shii athieg ro è uomchiieng yao ruii phro.”
290e1f0092	Phithar ne din è de lahuhuak gang chang, “Gune narog shii iy magunde gune ji è ayao phro!” Chiih-è, zab samoythek è de ji-duiine yao phro.
290e200087	Ithek ne Gethsemani ho muii pha ithua shii wuii thog srane Isu è awai samoythek shii yao, “Gu siaramuii shii nathek ichiih dug bo”
290e21006b	Ai è Phithar, Jems, chiih-è Jon shii awai rog shii noh dun. Aishii ne duhug chiih-è diig thog mage phro,
290e2200b6	Chiih-è, ai è samoythek shii yao, “Gu lubu pha zo jine bajo boh è gu shii ne achiih iy bsa hà re dun ro. Ji-è nathek ne ichiih rai ne, chiih-è amen pha khriig rek iang bo.”
290e230085	Ai ithek è ìujia ruang wuii srane nyialieg hà phieng srane sia, na è re muii arone, aishii ne riie pha ishak ji è awuii yi rabo.
290e2400ba	Ai è sia “Aphuii” “Gu Aphuii! Na shii ne zab re mua ruii phro. Hì pha riie gog ne gu è yi muii bo. Thuh de gu è nyie yang pha ji asi ro, jishii na è nyie yang pha ji è ro.”
290e2500a7	Chiihphado ai è idoh dun ne riig shii samoy uom ne men iang pha doh phro. Ai è Phithar shii yao. Simon Phithar nane men muii bey? Ishak jia de sieng ne arai mua bey?
290e260093	Chiih-è ai è ithek shii yao, “Khriig rek, chiih-è chuajan hà achiih yi pha sia mage bo. Chiih-è ragung ne rek yang, jishii siu ne zia ro.”
290e270040	Ai din ne wuii dun srane ibi hà yao pha miyaogam ji yao ne sia.
290e2800a6	Chiihphado ai idoh awai samoythek hà dun shii ithek ne men pha doh iang; ithek ne mieg de ayang mua. Chiih-è aishii nyie yao chiid pha ji ne ithek ne athieg mua ro.
290e2900e9	Ai Uomchiieng idoh dun thog shii, ai è samoythek shii yao, “Nathek ne thuh de men ne chiih-è thung bamuii bey? Khriig sha! Riig bo, ishak ne wuiiruii ro ‘Bran Dufuii shii ne layogthek bran pha blu pho wad shii phi muii phro.’
290e2a005d	Cho! Sieng srane dun ne, riig mage bo, hanyie gu shii khinrin pha bran ji ne ichiih um ro!”
290e2b00e2	Isu nyayao bamuii shii, boh Phabithek chiih-è Iphey yua pha masdothek nane dukhothek è thoh ge pha ibrogthek dog ne chiih-è muchang chiih-è khamriiethek yi ne wuii pha ithek rog shii samoy snanyi è jia Judas de wuii thog.
290e2c00a8	Judas è bran ibrogthek shii phriie jong phi phro: “Gu è bran hanyie shii lab phi ne khichiug pha ji ne nathek chiid pha ji ro. Aishii zum srane chui zoi muii bo.”
290e2d0069	Achia dang pha Judas wuii thog ruii, Ai è Isu shii wuii srane yao “Masdo!” Chiih-è aishii khichiug.
290e2e0033	Ji-è ithek ne aishii zum srane chuh kho muii phro.
290e2f006b	Jishii thiichiih riu pho jia è ai khamriie khiasrid srane kho Phabi ro khiao pha khoh wiegthiak muii phro.
290e30008e	Chiihphado Isu è yao srane ithek shii yao, nathek ne gu shii mugohpho duiine zum pha khamriiethek chiih-è muchiingbang rog shii wuii ne bey?
290e31008c	Gune idang ithek rog shii Hamangkhung-aphuii ro Misiahò hà yua shii, gu shii ne nathek è azum. Jishii hì ne jigigam zab re pha rek phro.
290e32003b	Chiihphado ai samoythek ne aishii thoh marui srane yoh dun.
290e33006e	Bran filiao jia ribiu guii srane ai idoh gieng srane ai rog lua shii, ithek è aishii de zum pha bidiang phro.
290e34003d	Jishii ai è yung thiichiih thoh marui srane ikhilen yoh dun.
290e350077	Chiihphado, Isu shii ne boh Phabi, thiig pha dukhothek chiih-è Iphey yua pha masdothek wuii khrab pha hò hà noh dun.
290e360099	Phithar de ruang è lua srane, kho Phabi hò sibiang shii thog. Thiichiih shii ai de hò riig pha khiaothek rog shii bai ang ne awai shii lua rek ne rai.
290e370075	Boh phabithek chiih-è zab limiangthek è Isu shii ua pha ichiig khagi sow shii, jishii ithek ne nyie de adoh mua ro.
290e380052	Khagi pho è de bajo Isu chiang shii biidiie yao, jishii ithek miyao jine a-ò ro.
290e390044	Chiihphado de giak bran è jai srane Isu mak shii khlam ne yao phro,
290e3a00a2	“Gathek è ai è hì è yao pha yoi phro, gune bran murab pha Misiahò hì ne chuak muii srane da-uom pha idoh shii ne bran murab asi pha jia rung ruii phro.”
290e3b0030	Jishii ithek miyao pha phaluii jine a-ò phi ro.
290e3c009c	Kho Phabi jia è aishii ithek zab pha moe shii riu iang yi srane Isu shii musai sai, “Ithek è na shii nin ne the pha ji ne, na shii ne muchang oi bey?”
290e3d00a2	Jishii Isu è aro pha rai ne, chiih-è nyie jia de miyaogam ayao ro. Din ne Kho Phabi è aishii sai, “Na ne Hamangkhung-aphuii ro khirzey dufuii Masi ji bey?”
290e3e00b8	Isu è chang, “Gune ji chak ro, nathek de doh ruii phro Bran Dufuii ne Bohblu Hamangkhung-aphuii ro phazoi shii dug ne, chiih-è Hamangkhung è sakhamiing rog shii wuii ruii phro!”
290e3f0054	Kho Phabi è ai ro yung ji srane yao, gathek ne dinne muna khagi achid sha phro yao!
290e4000b8	Ai ne Hamangkhung-aphuii shii makhakriing pha miyao jine ithek de yoi phro, jiè ithek muphak ne nyie lei? Ithek zab ne aishii mak rek phro, ai ne ichiig um ro jiè ai ne iy chid phro.
290e4100e5	Thiichiih pha giak bran è Isu shii chan cho mage, chiih-è ithek è aishii mieg pho srane zuang. Chiih-è ithek è yao, “Na shii hanyie muzuang lei ne ìd riig bo!” Chiih-è, ragia rek pho è aishii noh srane phey mage phro.
290e42005a	Kho Phabi ro khiaomuii ji wuii thog shii Phithar yi bsa hò sbiang shii nyarai ba muii ro.
290e430086	Ai è Phithar yi bai ang ne rai iang pha doh shii, ai Phithar shii miang riig srane yao, Na de Nazareth pha Isu rog pha bran bidey ne.
290e4400e6	Jishii Phithar è aishii yao “Hì pha miyao ne izai asi ro, gune aishii athieg ro, ai è chang, na è nyie yao ramuii pha ji ne gune agao mua ro,” chiih-è ai sbiang pha muthua è fuang nyakhia dang shii, khephuii è ìo mage.
290e45006d	Jipha khiaomuii ji è aishii thiichiih doh srane riu pho shii jao ne yao din, “Ai de ithek è ne jia ro!”
290e4600f3	Jishii Phithar è dinne hì ne izai asi rone yao. Ìujia pha idoh shii ai è Phithar shii ai moe riu ne rai pha ji è dinne Phithar shii de, “Na ne ithek rog pha bran asi rone biidiie ayao mua phro, nyieliieshii na de, Galili pha bran ro.”
290e4700c6	Chiihphado Phithar è yao, “Gu surua thak ne izai yao phro! Gu miyao ji izai asi arone Hamangkhung-aphuii ne gu shii ne lago phi phro! Chiih-è na è yao muii pha bran chiang shii gu athieg ro!”
290e480106	Chiihphado dang shii khephuii è nyichiieng ìo mage phro, chiih-è Phithar ne Isu è aishii yao khe nyichiieng ìo pha ibi shii na è gu shii uomchiieng khlam ne a-ìd rone yao phrone aishii yao pha ji nowkhlei mage ne, chiih-è ai ne azud mua pha cho dun phro.
290f0100ec	Hamiang riang shii boh Phabithek è thiig pha dukhothek chiih-è Iphey yua pha masdothek chiih-è zab limiangthek ne khthiie si srane phak rai. Ithek è Isu shii shiirnai è zoi srane Philathus moe hà noh ne, ai wad shii phi muii phro.
290f02007d	Philathus è Isu shii sai, “Na ne Jewthek pha saja bey?” Isu è aishii chang, “Na è nyie yao pha ji ne, ji chak ro.”
290f03003a	Jipha boh phabithek ne Isu shii bajo ichua yao ne nin dun.
290f040084	Ji-è, Philathus ne aishii sai din, “Na ne chang pha nyie oi bey? Nuii bo, branthek è na shii awie pha nin pha ji ne ayoi bey?”
290f050059	Ji è yao magunde, Isu ne miyaogam jia de ayao phi, ji è Philathus de wiengphleg dun ro.
290f060096	Idang Hiìadun pha ji Sai pha itho shii ne Philathus è phatheg shii chab pha hanyie shii magunde bran jia shii branthek è lia pha ji thoh muii phro.
290f0700b5	Jipha ishak shii Barabas beng pha bran jia yi phatheg hà chab muii phro, nyieliieshii ai è giak thek gak pha ji shii, gui ne bran ua muii pha chiang è phatheg hà chab muii phro.
290f080063	Bran ibrog è Philathus shii khrab thog ne idang rek pha duiine phathegpho jia shii thoh bo è yao,
290f090065	Philathus è ithek shii sai, “Gu shii nathek ne Jewthek pha saja shii se ne thoh bo ne yang bey?”
290f0a0063	Philathus ne thieg muii, boh phabithek è Isu shii miegriie ne zum srane ai wad shii phi muii phro.
290f0b0088	Jishii boh phabithek è ibrogthek shii nyiu ne yao srane Isu chiang shii, Barabas shii ichad thoh phi bo è Philath shii yao ba yi phro.
290f0c0078	Philathus è ibrog shii sai, chiihphado gune nathek è Jewthek pha saja rone ho pha bran shii ne nyie rek bo è now lei?
290f0d0039	Ithek è idoh ziak, “Aishii ne bai shii zun muii bo!”
290f0e007e	Philathus è sai, “Jishii ai ne nyie ichiig rek phlei?” Ithek ne dinne de gang ziak, “Aishii ne bai shii zun muii bo!”
290f0f00d7	Philathus è bran ibrogthek wie than yi pha Barabas shii ithek chiang è thaluii thoh mage phro. Chiihphado ai è Roman siphahithek shii phi ne Isu shii chia yi srane chiih-è bai hà zun ne ua yi pha phi muii phro.
290f100068	Siphahithek è Isu shii badri ro ithua pha muthua iliing hà noh srane, gai ijakthek shii de ò ho phro.
290f110066	Ithek è Isu shii yung phiang ishaig guii phi srane migem è rab pha rago ai khrug shii khak phi phro.
290f120049	Ithek è wad khung ne aishii yao, “Jewthek pha saja phiang sieng bo!”
290f130090	Ithek è ai khrug shii muchang è thab srane, chiih-è ithek è aishii chan è cho phro, chiih-è, ithek lagiung niing srane aishii chiing phro.
290f1400aa	Ithek è aishii makhakriing ched mage shii, ithek è yung phiang than srane awairo yung idoh guii phi phro. Chiihphado ithek è aishii bai hà zun ne ua pha noh dun phro.
290f1500ef	Lumuii hà ithek è Simon beng pha bran shii si, ai yi soh è rajan hà wuiiramuii shii, siphahithek è aishii de Isu ro bai nuang pha bangchiie rek phro. (Simon ne Syrene pha bran ro, chiih-è ai ne Alezandar chiih-è Rufus ro Aphuii ro).
290f160068	Ithek è Isu shii Golgotha beng pha ithua hà noh dun phro, hì pha miyao ne gadong ithua rone yao phro.
290f17008d	Thiisa hà ithek è Isu shii riie pha ji them yi pha angurphuii shii myrrh lao ne phi pha bidiang shii, jishii Isu è niing pha anuii phi ro.
290f1800b9	Chiihphado ithek è Isu shii sharo rek ne phey srane zun muii phro, chiih-è airo yung yi awaithek chung thang rai phro, chiih-è airo yung idum ji ne hanyie muii lei ne miiran riig ro.
290f190039	Hamiang ishak dige shii, ithek è Isu shii zun muii phro.
290f1a004f	Ai khrug lakhung shii hì the pha miyao ji zey phro: “Jewthek pha saja ro.”
290f1b0073	Ithek è mugopho nyi shii de Isu rog shii zun muii phro, jia shii Isu phawig hà, chiih-è jia shii Isu phazoi hà.
290f1c007a	Jigigam shii nyie yao pha ji ne hì re dun phro, Branthek è Iphey anuii pho mirek shii rek pha duiine aishii de rek phro.
290f1d00c1	Lumuii shii lua ramuii pha branthek è khrug sid srane Isu shii gang è makhakriing phro: “Ua! Na ne Hamangkhung-aphuii ro Misiahò shii chuak srane da-uom shii rung din phi pha rek bidey ne!
290f1e003e	Thuh shii thazam wuii srane nawai shii bai è ragia rek bo!”
290f1f00c2	Ji duiine, boh Phabithek chiih-è Iphey yua pha masdothek de Isu shii makhakriing srane awaithek chung yao rai, “Ai ne gai thek shii ne ragia rek phi, jishii ai ne awaishii ragia arek-mua ara!
290f2000e3	Cho Masi shii riig srane, Israel pha saja ne, thuh shii bai è thazam wuii mage arone, chiih-è gathek de aishii migi rek pha ro!” Chiih-è bran nyi hanyie shii yi Isu rog shii zun muii pha bran è de aishii makhakriing phro.
290f210066	Hanai duchoi shii zab pha soh ne igiia è chiieg dun phro, ji pha igiia ne ishak uom re dang dun phro.
290f2200c3	Ishak uom shii Isu è gang è ziak mage phro, “Eloi, Eloi, lama sabakhthani?” Hì pha miyao siu ne, “Hamangkhung-aphuii, Hamangkhung-aphuii, nane gu shii nyie rek ne ji thoh muiii phlei?”
290f230081	Thiichiih um pha giak branthek è ai miyao ji sang ayoi pha nuii srane chiih-è yao, “Yoi bo, ai ne Elija shii ho ramuii ro!”
290f240109	Thiichiih um pha bran jia è ijuang shii rui duiine rek pha yung è jiang pha muchang phiang rog shii ran srane, phuii chiieng shii wo srane Isu ro sem shii wang ne yao, “Khan rai! Elija è wuii srane aishii bai è thazam noh phi pha de um phro, cho riig haro!”
290f250023	Gang è ziak srane Isu iy dun phro.
290f260068	Hamangkhung-aphuii ro Misiahò shii zun ne ruii pha yung de ijuang è yie ne ikhiing thog pha ji dun ro.
290f2700b9	Arming dumuiithek thiichiih shii hanyie bai ibi shii riu pho ne Isu nyie khi-èrek ne iy dun pha ji doh phro. “Hì pha bran ne izai Hamangkhung-aphuii ro Dufuii chak ro!” Ai è yao.
290f280097	Giak hò-amuiithek thiisa ìujia ruang è riig ne rai phro. Ithek ne Mery Magdalene, ikhuii Jems chiih-è Joseph, ro amuii Mery chiih-è salomethek ro.
290f2900a3	Ithek ne Isu Galili hà ba shii ai rog luagieng ne nong phi pha branthek ro. Jerusalem è Isu rog shii wuii gieng pha gai hò-amuii de thiichiih shii bajo um phro.
