2800000003	Mat
2815050080	“Ee bekaa kagala ka Sihiyona na, laka, Ogomo oying waya zo deya ba ying! Ondo o nata ukpwei wai, Waya zaa kabana kurungzǝ.”
2815060036	Na atoma Yeso ne ale, nane ye epaaka Yeso ka bekaa ne.
2815070050	Nane de kaa kurungzǝ ka kabana kame, nane nata ne madibi aa zaa one, a ka zale.
2815080067	Na aromo ba cak ne nata madibi mane ba zaa orona, aana ondo gera marane ma mati nane eese ba zaa orona.
28150900d8	A okurkǝnǝng aromo ka neya teweno ba izi ka kai kaa andaaka neya dimǝ kai, nane ara angmelo aane beya na, “Hosana Kena ka Daoda! Okona oleba wa itǝ o kando ko deya ba nyimi leze le Ateokora! Hosana o Ashili!”
28150a0069	Nangka Yeso ka lyǝ baa nyimi Urushalima na pate apeng me a bitǝkǝrnu, aane beya naa, “Mana waana?”
28150b008d	Na aromo aaka neya tare o Yeso bekaana, “Kanna kando ka o beya angmǝ ka mawo ma Ashili Yeso kamea ka surǝa Nazarat o makeke ma Galili.”
28150c00be	Na Yeso ka lyǝ akwilǝ Ashili naka tarangga ana o lisǝzǝ kaa ana o eesa magogoro baa nyimi me, naka bitǝkǝri pate matara mana o saara emate me, kaa matara ma o lisǝsǝ egoma e akwilǝ.
28150d0093	Naka bekaa nee na, “A wele obena, ‘Ayo rara akwilǝ ang aro beya angmǝ kaa Ashili, na ying e kuriyǝ ai aro baasaza ana o tǝǝru aromo.’”
28150e0049	Na arǝ kaa agǝdǝ ne deya baa kai a nyimi akwilǝ Ashili naka womza ne.
28150f00eb	Nangka andaamoole magame ma Ashili, kaa ana o baala angmǝ aka Ashili a nya Mosa ne laka epa o tera ukpwei eeka ka eza, aa ayana yaa saba Ashili ba nyimi akwilǝ Ashili a ne beya na, “Hosana Kena ka Daoda!” Na ne kone oburǝ maleo.
28151000dd	Nane bekaa kai na, “Oya konaza epaeka andaana ya beya me sang? Na Yeso beka ne naa, “Ma kona, azaa nyimi eta rosa obena a wele na, “Ba nyimi ongmǝ a abana ayana kaa akaa tata a asa, boa baa ote ka ne saboo sang?”
2815110057	Naka arnang kaa ne, aaka suri ba nyimi apeng me, naka ale ba Betanya, aaka more saname.
2815120042	Nangka ara a sane a kaya kurǝ ba nyimia apeng, na ekomo moke kai.
28151300c4	Nangka ka laka uti o uli ba ting orona, naka ale ba uti me naka ta cǝ eyapa o uti me ne soona marane belle. Naka beka uti me na, “Otoo ya ayana kangza ne!” Na ongmere liizi na uti me wa waka.
281514007a	Nangka atoma kai ne laka nyimi, na epame e tere ne ukpwei nane bore be pirǝ na, “Eyaka uti uli na wa waka ba saseya?”
2815150110	Na Yeso ka kabare naka beka ne naa, “Eyang dongdong bele oying maganggang maame, eeya ka o eke lenyong ba Ashili, zora madoola ma yende, epaaka e mana uti uli ona, eya eto eza belle ne, eyo ama o beka ba oyara ona, era, ka o taru ba nyimi opong ogong, a wayo itǝ nyimi.
281516004b	Eeya ka o eke lenyong ba Ashili, pate epaaka e bosa ba Ashili eyo cǝ e.”
28151700ed	Nangka Yeso ka lyǝ ba nyimi akwilǝ Ashili, kaya aza obaala naname, na andaamoole magame ma Ashili, ka magonggong ma aromo nane deya kai ka be pirǝ na, “Ka legoone le mana oya eza magogoro maana? Kangza mana wa nyau legoone le me?”
2815180090	Na Yeso ka kabare naka bekaa na, “Mima eyang eza o ying be pirǝ. E kabareng, mima eyang bele oying ka legoone le mana ang eze magogoro maana.
28151900bf	O batisma o Yohana, wa surǝ babaa? Ba zaa shili naa, ba aromoi?” Nane dambaraza a tukpwei tone obena, “Te bekaana, wa surǝ shili, kayo bekaa aro na, na eyaka eta e kabare kaa kai ne?”
28151a008f	Kangza te bekaana, “Wa surǝ ba aromo, teya kona boome be aromo, obena komana wa rose obena Yohana ondo beya angmǝ ka mawo ma Ashili wai.”
28151b0091	Nane kabare Yeso na, “Teta rosa ne.” Na Yeso beka ne naa, “Nyimia mima anta a bele oying ka legoone le mana ang ezeze magogoro maana ne.”
28151c0099	“E laka nannia? Oromo yende wa zene kaa ayana leere andaleme. Nawa ale baa ka o bora, nawa beka kai na, “Kena kang ale ka o eza ogole ba ara o inabi.
28151d0057	Na kena kame beka na, “Anta ale ne.” Nangka a rabokoro naka sara madoola, aaka ale.
28151e0095	Na ate ame wa ale baa ka o leere kame, nawa beka kai epaaka wa beka a ka o bora. Na ka o leere bekaana, “Ma kona ate, eyang ale,” na kata ale ne.
28151f00f6	Ba nyimi ayana leere me mana wa ye epaeka ate me wa yeme? Nane bekaana, “Ka o bora.” Na Yeso bekaa nee na, “Eyang bele o ying epeng eme, ana o eesa emate e makeke kaa andaaye o lisǝzǝ apung ane neya kaana oying o lyǝ ba togomo ta Ashili.
2815200100	Obena Yohana o batisma wa de nawa wore ying orona o rere, neeta kabare ka wai ne. Ba zaa nyimi na ana o eesa emate makeke kaa andaaye o lisǝzǝ apung ane ne kabare ka wai, aa ying pate ka o laka enna, malo nyimi na eta kabare a pisǝ madinǝ maying ne.”
281521010f	“Angmǝ aa gerpo yendea aana kangza. Oromo yende wa zene ka waye kaa ara o inabi, nawa ringǝri ara me ka odarne, nawa kau le'o le noke ayana inabi a ara me, a kangza wa so odankee ona soola ara me. Malo nyimi nawa nya ana ogole yende lebose le ara me, a wa ale begere.
2815220071	Nangka awere o sende e inabi me wa ye, nawa tong azara wai baa ana ogole me kane embe epaaka e itǝ e wai baa ne.
281523006c	Na andaaka a bose ne ara me, ne meke azara me, nane ole o yende, aa ne wong o yende, aa ne teeze o taaro me.
2815240076	Nawa kang tongha azara yende, amea ne kala obora, na andaaka a bose ne ara me, nane ye ne epaeka ne ye ana obora name.
281525005c	Malo nyimi nawa tong kena ka wai baa ne, a wa eke obena, ‘Neyo laka o gongha kena kang.’
28152600b6	Nangka andaaka a bose ne ara ame ne laka kena ka oromo me, nane bekaa tukpwei tone na, “Aha, kando kaana ekeeya ara me aya itǝ a kai. A te wongha kai adorana ara me itǝ a aro.”
281527003f	Na ne moke kai, aane tare kai ba malo o darne, nane wongha kai.
2815280046	O ara aana wa deya, eya wayo ya kaa andaaka a bose ne ara ogole me?”
281529009a	Nane beka kai na, “Wayo wongza ana anyong a buru me, awa bose ana ondo a ara me, andaaka neyo nyaza wai epaaka e itǝ e wai aa nyimi epa eeka ne cǝ.”
28152a00e3	Na Yeso beka ne naa, “Eta tukǝ kona epaaka a wele ba nyimi angmǝ Ashili sang? O bena, “Lecale leeka ondo sowa wa nyana, leya lee itǝ le o kala ee dang o sowa odo. Onna o eza Ashilia wai, Epa o tera ukpwei aa yizi aro.”
28152b0082	“Ba zaa nyimi eyang bele oying, ayo emba togomo ta Ashili ba ying, ka nya a aromo makeke ma yende amea neyo wore o cikǝ o rere.
28152c0077	Ondooka wa rizi aza le cale leena, wayo poso. Aa ondooka le cale leme le taru ba zaa wai leyo nyanta wai naa ma'ena.”
28152d0062	Nangka ana magame ma moole kaa maParisa ne kone angmǝ me, nane rose obena, kaya beya baa za onea.
28152e0079	Na ne gere o moke okai, na boome ba aromo nara ne, obena pate aromo ne jeka kai ondo beya angmǝ kama mawo ma Ashili kai.
2816010027	Na Yeso kang beka ne angmǝ a gerpo na,
2816020058	“A era kedeya togomo ta shili kaa ogomo yende ooka wa eze kena ka wai ozǝnggǝ amare.
281603006b	Na wa tong azara wai kane rare aromo aaka a baale ne o ozǝnggǝ me, na aromo amea a baale ne neta deya ne.
28160400c3	Na wa kang tongha azara wai yende nawa beka ne na, “Alena ka e bekaa andaaka a baale ne o ozǝnggǝ na, maa goro na ma core bena be lome be mate eena, epaolya ee yengha, amara ekeeya ane de.”
2816050082	“Na andaaka a belene o amare me ta bala nee ne, na komana ale o ale awai, ondo wa ale ara awai, aa ondo ale ba ara ejamane awai.
2816060037	O dangare one moke azara ame nane ole ne, a ne wong ne.
281607007b	Ogomo me wa munggi aa cak, na wa tong ana otesa ageza aa moole awai, na ne wong aromo me, aane ese apeng ame ka ola aa pat.
281608005e	Na wa bekaa azara awai na, ‘Amara ekeeya o amare me, aa andaaka a bele ne ta gwara ne de ne.
281609005a	Tareze na marona, apate ondooka e laka ee bekaa wai na wa de ara o zǝnggǝ o amare me.’
28160a0077	Na azara me ale na ne rare apate andaaka nee laka, ana edang kaa ana odera edang, nyimia na apanza ogiishi me ka ageng.
28160b005b	“Aa nangka ogomo me wa lyǝ kawa laka ageng me, na wa laka ondo zora madibi ma ozǝnggǝ.
28160c0084	Na wa pirkǝ wai na, ‘Oja, aa wiinia na ba lyǝ arakaana zora o amba madibi ma ozǝnggǝ ne?’ Na oromo me ta ama obeka eyapa ne.
28160d008e	“Na ogomo me bekaa azara awai na, ‘Tera na taara ka tobona te wai, e tare wai a nyimi maring maa bo, ara aka ayo ruuzi ka ononza tuuni.’
28160e003f	“O bena aromo acakea aa rare, aa aromo a baate aa zaka.’”
28160f0040	Na maParisa gere orona ooka neyo moke kai aa nyimi angmǝ a kai.
28161000cf	Na ne tong ana otare one ka aromo a Hiridus yende, na ne beka ana, “Ondo baala, te rose beka ana bo ondo baala epengngha, o kang baala komaname orona Ashili, ota zaka ondo ne, ba jeka komaname oyende a bo.
281611005e	Na beka aa ro epa eka ba laka, wa gwara te nya Kaisar emate makeke naa, na tana te nya nea?”
281612006a	Yeso ka rose ara aburu aaka aya anyong ane, naka bekaana, “Ying ana anyong aburu! Eya ka eya kedeya ong?
2816130051	“Worenna bemate beeka a arseze oma makeke mane.” Nane ca kai be dinari be me.
2816140040	Na Yeso pirkǝ nee na ‘Mainu ka leze le mana ba azaa benna?’
2816150087	Nane kabare kai na, “Ma Kaisar.” Na Yeso bekaa nee na, “Na nya na Kaisar epa eka e Kaisar e, ee nya Ashili epa eka a Ashili e.”
2816160044	Nangka ne kona nyimi, na epa eme tere ne ukpwei, aane ale o ale one.
2816170054	A lengme leme, na maSadukiya ka ne beyaana ata eere malo ogwǝ ne, na ne pirkǝ kai,
281618007b	nane bekana, ‘Mosa wa bekaa na oromo wa gbwǝ zora ayana, orone o wai cikǝ kaa kandaye kame ka ka ngmengze wai ayana.’
2816190074	Arone sondaare zene aa nyimi oro. Obora wa ana ondaaye, nawa gbwi zora kena, na ondaadimǝ wai cikǝ kaa ondaaye me.
28161a005c	Nyimia ondaadimǝ wai o leere, kaa o taaro, nyimia epame e ale a dukǝ pate one aa sondaare.
28161b0026	O maare apat, na ondaye me ma wa gbwi.
28161c0071	Na nannameena, aa lengme le o era malo ogbwǝ, wayo itǝ ondaaye mana a nyimi one, ka pate one nee cikǝ kaa wai?
28161d007e	Na Yeso bekaa nee na, madoola maying ta orona ne, ka eta rose angmǝ Ashili ka awela ne, kangza eta rose legoone le Ashili ne.
28161e00a6	Lengme le o era malo ogbwǝ, o anza ondaye ta rene ne, aa onya ondaye kaa o oteze one a todo to rene ne, aza obena neyo kurǝ na atoma Ashili odera lepung aaza shili.
28161f005a	Azaa o era malo o gbwǝ, eta ee tukǝ o soola epaeka Ashili a beke aying ne na? A bekaana,
2816200082	‘Mia Ashili a Ibraheng, Ashili a Ishaku, kaa Ashili a Yakubu.’ Ashilia a pate andaaka neya ka ebeene, ana o gbwizǝ tazane.”
2816210038	Nangka aromome ne kona nyimi, na epa eme tere ne ukpwei.
2816220049	Nangka maParisa ne kone ana Yeso ka toza maSadukiya, nane gwaara tukpwei,
281623006b	ondo o baala angmǝ aaka Ashili a nya Mosa aa nyimi one, wa eze Yeso be pirǝ adorana wa cǝ kawa meke kai.
2816240049	Nawa bena, “Ondo o baala, oyeme kala ogongha a nyimi makili ma Mosa?”
2816250073	Na Yeso kabare wai na, “Yeme Ateokora Ashili au kaa pate lenyong leo, kaa pate ebeene o, ka opate madoola mau.”
2816260025	Onna obora kawa kala aa gongha apate.
2816270051	Makili o leere ome kang ya na obora, ‘Yeme ondooka waya ating o na ukpwei o.’
2816280060	Pate o baala o Mosa ka ana o beya angmǝ ka mawo ma Ashili, ma ya azaa makili ma leere maana.”
281629004b	Nangka maParisa ma yende ne kurkǝnǝng ara yende, na Yeso ka pirkǝ ne na,
28162a0066	“Eya madoola maying aza Almasipu? Kai kena ka manaa?” Nane kabare kai na, ‘Kena ka Daoda kai.’
28162b0084	Na Yeso bekaane na, “Na a wiinia na Daoda beya angmǝ ka mawo ma Obere o Sangsang, na wa rare kai na ‘Ateokora’? Aa wa bekana,
28162c007a	‘Ateokora wa beka aa Ateokora ong na, “Cikǝ o ara o re ong, seeka ma eke ana o nyana o, aa tetau te tobona teo.”’
28162d004d	Na Daoda wa rara Almasipu na ‘Ateokora’, aa wiinia aaka itǝ kena ka wai?
28162e005b	Ondo ta wa ama kabare a Yeso ne. O era a lengme leme, ondo ta wa kang ama o pirkǝ okai ne.
2817010046	Nangka aromo ne kurkǝnǝng ba cake kaa atoma kai, na Yeso bekaane na,
2817020053	“Ana obaala makili ma Mosa ka maParisa neya a nya ne uwǝri baala makili ma Mosa.
2817030086	Azaa nyimi, tare na, eza pate epa eka ne beka ying, se na tane ezeze epa eka ne eze ne, ka ne baala aa neta ezeze epa eka ne baala ne.
2817040062	Ne tesa aromo magogoro ma dendeng ka ma poba ana ba o malo, zora bekaana ne kankama ne ko ka lebo.
28170500d4	“Ekeeya ene ne ezaa ka aromo laka. Ne ezaza a gwada a molemole ka angmǝ a Ashili aaka a wele kane tese a madong mane ka taara tone, ne dozeze se jǝng se eewo ka ma dukǝ tulung te ne, ba taara te madibi mane.
2817060070	Ne kala ara o eme ne cikǝ ara cisǝ anda mole ara o zǝnggǝ, a ne kang cikǝ ba izi aa nyimi o dandaro Ashili.
2817070055	Aa ne kang yeme a beeze ne okoo ba ara ejamane, aa kang rara ne na, ‘Ana obaala’.
281708006d	A ying, tana a rara ying ana ‘Ana obaala’ ne, ka ondo obaala o ying o yendea wai, aa pate oying arone ai.
2817090052	Tana e rare ondo orambo na ana ‘Ate’ ne. Eya ka Ate a yendea ka aya zaa shili.
28170a0056	A tana rara ying ‘Andaano’ ne, obena eya ka ondoono o yendea belle, kaya Almasipu.
28170b003c	Wai ka wa kala ogongha ba nyimi oying wayo itǝ ozara oying.
28170c0062	Pate ondo oka wa ara ukpwei, ayo jǝpǝrǝ wai. Aa pate ondo oka wa jǝpǝrǝ ukpwei, ayo ara wai.
28170d00be	Eyo zitǝ, ying ana o baala makili ma Mosa ka maParisa, kaa ana rendaza! E pate aromo abuudu o lyǝ aa togomo te zaa shili, yingha tukpwei teying eta lyǝ ne, aa kang nara ana o eme ne lyǝ.
28170e00e9	Eyo zitǝ, ana o baala angmǝ aaka Ashili a nya Mosa ka maParisa, ana o rendaza! E lyeeze magogoro ma andaye aka andaleme ane a gbwizǝ, e beya angmǝ ka Ashili o eo adorana aa laka ying. Azaa nyimi, o zitǝ oying wayo kala o komana.
28170f00da	Eyo zitǝ, ana obaala angmǝ aaka Ashili a nya Mosa ka maParisa, kaa ana o rendaza! E taare manyi ma gong, e aleze a makeke macangcang ba ogera ondo o kurǝ Ashili oyende. Aa e cǝ wai, e kang ote wa kala ying o wilǝ.
28171000a8	Eyo zitǝ, ying arǝ aaka ne windǝ aromo. E beeze na, ‘Ondo wa tono ka akwilǝ Ashili, eyapa taza ne, aa wa tono ka ozinari o akwilǝ Ashili, otono me yo lya wai.’
2817110061	Ying arǝ, a rara! Oyeng ome kala ogongha, ozinari na, akwilǝ Ashili oka wa kwizǝzǝ ozinari e?
281712009e	E beeze na, ‘Ondooka wa tono kaa ara o esaza Ashili mapapa mo waze, eyapa taa ne, aa pate ondooka wa tono ka epa eka a nata azame, le tono leyo moke wai.’
2817130086	Ying arǝ! O yemea kala ogongha, epa eka aa nya Ashilia na, na a ara o esaza Ashili mapapa mo waze oka wa kwizǝzǝ epa eka a nya mea?
281714008a	Azaa nyimi, oromo wa tono ka ara o esaza Ashili mapapa mo waze, wa tono ka ara o esaza Ashili mapapa mo waze aa pate epa eka a nata azame.
2817150054	Aa Pate ondooka wa tono ka akwilǝ Ashili, wa tono ka wai ka Ashili ka aya nyimi ai.
2817160067	Pate ondooka wa tono ka zaa shili kanza, wa tono kale dǝndǝ le Ashili ka ondo oka waya cikǝ aaza me.
2817170137	Eyo zitǝ, ying ana o baala angmǝ aaka Ashili a nya Mosa ka maParisa, ying ana o rendaza! E nyaza Ashili le yende a nyimi betuuru epa e ecete ka ma nanggo, aa e pere epa eka ekala edang e makili ma Mosa, na obeya epeng, egonegone, ka o eza epa ee kap. Epa eka wa gwara e eza naname zora o baya ma dangare mame.
2817180047	Ying arǝ aka ne windǝ aromo, e lobeze ecǝngci, aa e dongze orankome!
28171900a6	Eyo zitǝ, ana o baala angmǝ aaka Ashili a nya Mosa ka maParisa, ying ana o rendaza! E kwizǝzǝ malo topoto ka teso toying, a nyimi a pena le iri, ka o yeme ukpwei.
28171a0052	Bo, urǝ oParisa! Bora kwizǝ a nyimi oso ka opoto, adora a malo me ya a sangsang.
28171b00cc	Eyo zitǝ, ana obaala makili ma Mosa ka maParisa, ying ana o rendaza! Eye na macao maaka a leleme ka egengge epeng. Ma rere olaka oo yanga, aa nyimi a pena kaa cako andaaka ne gbwizǝ kaa kombela madinǝ.
28171c006e	Nyimia ba ayizi aromo ying ana okona boome be Ashilia, aa nyimi anyong aying ana o rendaza, kaa ana ara aburu.
28171d00b3	Eyo zitǝ, ana obaala makili ma Mosa ka maParisa, ying ana o rendaza! E sooze ana o beya angmǝ ka mawo ma Ashili macao, kangza ezeze ejaaga a macau ma ana o kona boome be Ashili.
28171e0082	E beeze na, ‘Eya te rene a were a samba, te ta teyo gwara taara kane ba o wonghza ana obeya angmǝ ka mawo ma Ashili mame ne.’
28171f0055	Nyimia e wore bena ying ayana andaaka ne wonghza ana o beya angmǝ ka mawo ma Ashili.
2817200038	Lya na izi, maare na epa eka ma gonggong maying ma bore!
2817210057	Ying ewa, kaa o kurkǝnǝng ewa e buru! Aa wiinia e bisi o gǝǝzǝ Ashili akwilǝ ola?
281722010b	Azaa nyimi ma tongha ying ana o beya angmǝ ka mawo ma Ashili, kaa ana orosa, kaa ana o baala angmǝ aaka Ashili a nya Mosa. E yo wongha ana ondo one, ee gendare ana ondo o uti, aa na ondo eyo ola ne aa nyimi ma dandaro maying, ee tarze ne aa topepeng ee gǝǝzǝ ne.
28172300f4	Nyimia aaza oying ayo gera manyau mana o dera madinǝ maaka a oke a lerambo, aa era a manyau ma ondo o sangsang Habila aa ale a Zakariya kena ka Berekiya, kamea e wongha aa tera akwilǝ Ashili ka ara o esaza Ashili mapapa mayo kurǝ aaza oying.
281724003a	Na eyang baala oying, pate manna ma yo mana ayana nanname.
28172500de	Urushalima! Urushalima! Bo ka ba wongze ana o beya angmǝ ka mawo ma Ashili, aa o kang teeze andaaka aa tongha ba bo ka cale! Ka wondaa ma yeme o kurǝ oying nangka katokoro kuruzi ayana kai aa ma beko ma kai, na ee nyana.
281726003a	Na awa nanname aa ba ying akwilǝ me na a itǝ makansǝng!
2817270086	Mi sang eyang baala oying, eto kang lakang ne, se lengme leeka e bekaana ‘Ondo o kona leba ondooka waya deya ka leze le Ateokora.’
2818010077	Nangka Yeso ka suri Akwilǝ Ashili me, kaya nyimi teyeno, na atoma akai de nane wore kai masosowa ma Akwilǝ Ashili me.
28180200a1	Na ka bekaa nee na, ‘Eya gonta pate masosowa maana? Eyang dongdong obele ying, ata baya le cale leyende kaa ayo baya aza leyende ne. Ayo bacakare ai aa pat.’
28180300b7	Yeso ka ya cikǝ oyara o Zaitun, na atoma akai ne deya kai aa suk, nane beka kai na, ‘‘Bele ro, ngmǝyamea aya eza mapa maana? Eya kangza eyo wore ro odeya o, ka omare lerambo?”
281804004d	Na Yeso kabare nee, naka bekaana, “Eza na a sauwo, tana ondo rende ying ne.
281805006f	Obena aromo a cake neyo deya aa nyimi leze leng, aane beyaa na, ‘Mia Almasipu’, ka ne rendeze aromo aa cak.
2818060087	Eyo kang konaza marooka ma okara kaa ngmǝ acak azaa makara. Tana ekone boome ne, azaa obena dongdong nyimi yo ya, aa omaare tata suri.
281807008b	Aromo apeng neyo gera aromo apeng yende bete, togomo teyo gera togomo te yende bete. Ayo eza ekomo kangza, kaa o zukǝrzu adeze, a kuruwǝ.
281808002c	Aa pate ka nyimi, onna obora o zitǝa belle.
281809006b	“Malo nyimi neyo niyi ying ka gǝǝzǝ ying, aa kang wongha ying. Pate aromo yo nyana ying aza leze leng.
28180a0049	A were na mea aromo acake yo rizi, neyo iri tukpwei, aa ne nyana tukpwei.
28180b003b	Atoma o rendaza a cake yo susǝ, aa ne rendeze aromo a cak.
28180c003b	Azaa waale ogongha araaburu, o yeme aromo acake yo kasarno.
28180d0033	Aa pate ondooka wa motana aa ale omaare wayo bisǝ.
28180e0077	Ayo kang baala orooka o leba o togomo te Ashili teena a pate kuruwǝ a nyimi lerambo leena. Malo o nyimi o maare de.”
28180f00c6	“Azaa nyimi, pate awere aaka e laka epa e berebere, o deesa ka ocara, oo ka ondo obeya angmǝ ka mawo ma Ashili Daniyel wa beye angmǝ azaa me, aa waya itǝ ara aa sangsang. Ondo o soola awa rose.
