0100000008	Génesis
05220b0090	ni en cuanto a todas las señales y maravillas que Yahvé le mandó hacer en el país de Egipto, contra el Faraón, sus siervos y todo su país,
05220c006a	ni en cuanto a todas las obras poderosas y terribles prodigios que Moisés hizo a la vista de todo Israel.
0600000006	Josué
0601010077	Después de la muerte de Moisés, siervo de Yahvé, habló Yahvé a Josué, hijo de Nun, ministro de Moisés, diciendo:
060102008d	“Moisés, mi siervo, ha muerto; levántate, pues, y pasa este Jordán, tú con todo este pueblo, al país que Yo doy a los hijos de Israel.
060103006c	Todos los lugares que pisare la planta de vuestros pies, a vosotros os los doy, como he prometido a Moisés.
06010400ae	Vuestros términos serán desde el desierto y este Líbano hasta el río grande, el río Éufrates, toda la tierra de los heteos, y hasta el Mar Grande, donde se pone el sol.
0601050089	Nadie podrá resistir ante ti en todos los días de tu vida; como Yo fui con Moisés así seré contigo; no te dejaré ni te abandonaré.
0601060075	Sé fuerte y valeroso, porque tú darás a este pueblo en herencia el país que Yo juré a sus padres que les daría.
06010700d7	Sé, pues, valeroso y esfuérzate por observar y practicar la Ley que te prescribió mi siervo Moisés; no te apartes de ella, ni a la derecha ni a la izquierda, a fin de que tengas buen éxito en todos tus caminos.
06010800d2	No se aparte de tu boca este libro de la Ley; antes medita en él día y noche, para que observes y practiques todo lo que en él está escrito; porque entonces prosperarás en tu camino y tendrás buen éxito.
0601090088	¿No te lo mando Yo? Sé fuerte y valeroso; no temas ni te amedrentes, porque Yahvé, tu Dios, está contigo a dondequiera que vayas.”
06010a0036	Entonces dio Josué a los jefes del pueblo esta orden:
06010b00d3	Recorred el campamento y mandad al pueblo, diciendo: “Proveeos de víveres, porque dentro de tres días habéis de pasar este Jordán, para ir a ocupar el país que Yahvé, vuestro Dios, os da en posesión”.
06010c0060	A los rubenitas, a los gaditas y a la media tribu de Manasés, habló Josué en estos términos:
06010d0088	“Acordaos de lo que Moisés, siervo de Yahvé, os mandó diciendo: Yahvé, vuestro Dios, os ha concedido descanso dándoos este país.
06010e00f1	Vuestras mujeres, vuestros hijos y vuestros ganados se quedarán en el país que Moisés os dio en esta parte del Jordán, pero vosotros, todos los hombres fuertes y valientes, pasaréis armados delante de vuestros hermanos y los ayudaréis,
06010f0133	hasta que Yahvé conceda descanso a vuestros hermanos, así como a vosotros, y posean también ellos el país que Yahvé, vuestro Dios, les ha de dar. Después volveréis al país de vuestra posesión y lo poseeréis; ese país que Moisés, siervo de Yahvé, os dio en esta parte del Jordán, al oriente.”
0601100078	Ellos respondieron a Josué, diciendo: “Todo cuanto nos mandares lo haremos; y a dondequiera que nos enviares, iremos.
060111009c	Así como en todo obedecimos a Moisés, del mismo modo te obedeceremos también a ti, solamente que Yahvé, tu Dios, esté contigo, como estuvo con Moisés.
0601120094	Quienquiera que rebelándose contra tus órdenes, no escuchare tus palabras en todo lo que le mandes, morirá. Mas tú, esfuérzate y ten ánimo.”
06020100c6	Josué, hijo de Nun, envió secretamente desde Sitim dos espías, diciendo: “Andad, explorad el país y a Jericó.” Partieron y entraron en casa de una ramera llamada Rahab, donde se hospedaron.
06020200ab	Mas se dio aviso al rey de Jericó, con estas palabras: “He aquí que durante la noche han llegado aquí unos hombres de los hijos de Israel, para explorar la tierra.”
06020300a8	Entonces el rey de Jericó mando decir a Rahab: “Saca fuera a los hombres que han venido a ti y han entrado en tu casa; porque han venido a explorar todo el país.”
06020400ab	Entretanto la mujer había tomado a los dos hombres para esconderlos, por lo cual dijo: “Es verdad que vinieron a mí aquellos hombres, pero yo no sabía de dónde eran.
06020500a0	Salieron cuando se iba a cerrar la puerta, siendo ya oscuro; no sé a dónde se han dirigido. Corred a prisa en pos de ellos, que de seguro los alcanzaréis.”
0602060088	En realidad ella los había hecho subir al terrado, y los había escondido entre los tallos de lino que tenía dispuestos en el terrado.
06020700a7	Fueron, pues, tras ellos aquellos hombres, persiguiéndolos camino del Jordán, hasta los vados; y luego que los perseguidores habían salido, se cerraron las puertas.
0602080056	Aún no se habían acostado los espías, cuando ella subió al terrado, donde estaban,
06020900b6	y dijo a los hombres: “Yo sé que Yahvé os ha dado este país, porque el terror de vuestro nombre ha caído sobre nosotros y todos los habitantes del país tiemblan ante vosotros.
06020a00f9	Pues hemos oído cómo Yahvé secó delante de vosotros las aguas del Mar Rojo, cuando salisteis de Egipto, y cómo habéis tratado a los dos reyes de los amorreos, en la otra parte del Jordán, a Sehón y a Og, a los cuales entregasteis al anatema.
06020b00a1	Al oírlo se nos derritió el corazón y todos han perdido el ánimo ante vosotros; porque Yahvé, vuestro Dios, es Dios arriba en el cielo y abajo en la tierra.
06020c00ca	Ahora os ruego que me juréis por Yahvé que como yo he usado de misericordia con vosotros, así también vosotros usaréis de misericordia con la casa de mi padre, y me daréis una señal de seguridad,
06020d009c	de que dejaréis la vida a mi padre, a mi madre, a mis hermanos, y a mis hermanas, y a todo lo que es suyo, y que libraréis nuestras vidas de la muerte.”
06020e00ca	Los hombres le respondieron: “Con nuestra vida salvaremos la vuestra con tal que no nos denuncies. Y será que cuando Yahvé nos entregare el país, usaremos contigo de misericordia y de fidelidad.”
06020f0081	Tras lo cual ella los descolgó con una cuerda desde la ventana, pues estando su casa en el muro de la ciudad, vivía en el muro.
06021000d3	“¡Marchaos, les dijo, a la montaña, no sea que os alcancen los que fueron en persecución vuestra! Allí escondeos tres días, hasta que hayan vuelto los perseguidores; después seguiréis vuestro camino.”
060211005c	Los hombres le dijeron: “Nosotros sin falta cumpliremos este juramento que nos has tomado.
06021200de	Mira, cuando entremos en el país, atarás este cordón de hilo escarlata en la ventana por donde nos descolgaste; y reunirás contigo dentro de la casa a tu padre, a tu madre, a tus hermanos, y a toda la casa de tu padre.
06021300e7	Si alguno sale fuera de la puerta de tu casa, su sangre recaerá sobre su propia cabeza, y nosotros quedaremos sin culpa; pero si mano alguna toca a los que estén contigo dentro de la casa, su sangre recaerá sobre nuestra cabeza.
0602140052	Pero si nos denuncias, nos veremos libres de este juramento que nos has tomado.”
060215008d	Ella respondió: “Como vosotros decís, así sea”. Después los despidió, y se fueron. Y ella ató el cordón de escarlata a la ventana.
06021600d3	Partieron ellos en dirección de la montaña, donde estuvieron tres días, hasta el regreso de los que habían ido en su persecución. Pues los perseguidores los habían buscado en todo el camino, sin hallarlos.
06021700a3	Se volvieron entonces los dos hombres; bajando de la montaña pasaron (el río) y vieron a Josué, hijo de Nun, al cual refirieron todo lo que les había sucedido.
0602180095	Dijeron a Josué: “Cierto es que Yahvé ha dado en nuestra mano todo este país, porque todos los moradores del país tiemblan ya ante nosotros.”
0603010095	Se levantó Josué muy de mañana, y partiendo de Sitim, él y todos los hijos de Israel, vinieron al Jordán, donde se detuvieron antes de cruzarlo.
0603020045	Al cabo de tres días, los jefes pasaron por en medio del campamento,
06030300cf	y dieron al pueblo esta orden: “Cuando veáis el Arca de la Alianza de Yahvé, vuestro Dios, y a los sacerdotes levitas que la llevan, partid también vosotros de vuestro lugar y marchad en pos de ella —
06030400d5	pero dejad entre vosotros y ella un espacio de unos dos mil codos de distancia y no os acerquéis a ella—, para que podáis saber el camino que habéis de seguir; pues no habéis pasado antes por este camino.”
0603050068	Y Josué dijo al pueblo: “Santificaos, porque mañana Yahvé hará maravillas en medio de vosotros.”
06030600b9	Habló Josué también a los sacerdotes, diciendo: “Alzad el Arca de la Alianza e id delante del pueblo.” Alzaron el Arca de la Alianza y se pusieron en marcha al frente del pueblo.
060307008e	Y dijo Yahvé a Josué: “Hoy comenzaré a engrandecerte ante todo Israel, para que sepan ellos que Yo estoy contigo como estuve con Moisés.
060308009b	Manda a los sacerdotes que llevan el Arca de la Alianza, y diles: “Cuando lleguéis a la orilla de las aguas del Jordán, paraos, en el mismo Jordán.”
0603090065	Dijo Josué a los hijos de Israel: “Venid aquí y escuchad las palabras de Yahvé, vuestro Dios.”
06030a00df	Y añadió Josué: “En esto conoceréis que el Dios vivo está en medio de vosotros, y que infaliblemente expulsará de delante de vosotros al cananeo, al heteo, al heveo, al fereceo, al gergeseo, al amorreo y al jebuseo.
06030b0075	He aquí que el Arca de la Alianza del Señor de toda la tierra va a pasar delante de vosotros por medio del Jordán.
06030c003f	Tomaos doce hombres de las tribus de Israel, uno de cada tribu;
06030d00eb	y cuando los sacerdotes que llevan el Arca de Yahvé, Señor de toda la tierra, pongan la planta de sus pies en las aguas del Jordán, estas se cortarán; es decir, las aguas que vienen de arriba, se pararán y formarán un montón.”
06030e0093	Entonces salió el pueblo de sus tiendas para pasar el Jordán, y los sacerdotes que llevaban el Arca de la Alianza marchaban al frente del pueblo,
06030f00db	y cuando llegaron los portadores del Arca al Jordán, y los pies de los sacerdotes que llevaban el Arca se mojaron en la orilla de las aguas —pues el Jordán se desborda por todas sus orillas durante toda la siega—;
0603100119	se pararon las aguas que venían de arriba elevándose a mucha distancia en forma de un montón, junto a Adam, ciudad que está al lado de Sartán; y las aguas que corrían hacia el Mar del Arabá, el Mar Salado, quedaron completamente cortadas; y el pueblo pasó frente a Jericó.
06031100dd	Los sacerdotes que llevaban el Arca de la Alianza de Yahvé estaban parados sobre el suelo enjuto, en medio del Jordán, mientras todo Israel iba pasando en seco, hasta que todo el pueblo hubo acabado de pasar el Jordán.
0604010059	Cuando todo el pueblo hubo acabado de pasar el Jordán, habló Yahvé a Josué, diciendo:
060402003d	“Tomaos de entre el pueblo doce hombres, uno de cada tribu,
06040300db	y dadles esta orden: De ahí, de en medio del Jordán, del lugar donde se han parado los pies de los sacerdotes, tomad doce piedras, que llevaréis con vosotros para colocarlas en el lugar donde acampéis esta noche.”
0604040064	Llamó Josué a los doce hombres que había elegido de entre los hijos de Israel, uno de cada tribu;
06040500cc	y les dijo: “Id al medio del Jordán, hasta donde está el Arca de Yahvé, vuestro Dios, y cada uno de vosotros cargue una piedra sobre su hombro, según el número de las tribus de los hijos de Israel.
06040600a1	y sirva esto de señal en medio de vosotros. Cuando el día de mañana preguntaren vuestros hijos diciendo: ‘¿Qué significan para vosotros estas piedras?’,
06040700f6	les responderéis: “Las aguas del Jordán se cortaron ante el Arca de la Alianza de Yahvé. Cuando ella pasó el Jordán, se partieron en dos las aguas del Jordán; y estas piedras han de ser un monumento sempiterno para los hijos de Israel.”
060408011e	Los hijos de Israel lo hicieron así como Josué había ordenado. Tomaron doce piedras de en medio del Jordán, como Yahvé lo había mandado a Josué, según el número de las tribus de los hijos de Israel; y llevándolas consigo al lugar en que habían de acampar las asentaron allí.
06040900b8	Josué erigió también doce piedras en medio del Jordán, donde habían estado los pies de los sacerdotes que llevaban el Arca de la Alianza, y allí han quedado hasta el día de hoy.
06040a011e	Los sacerdotes que llevaban el Arca se habían quedado parados en medio del Jordán hasta el cumplimiento de todo lo que Yahvé había mandado a Josué que intimara al pueblo, conforme a cuanto Moisés había ordenado a Josué. Entretanto, el pueblo atravesó a toda prisa (el Jordán),
06040b0082	y cuando todo el pueblo hubo acabado de pasar, pasó también el Arca de Yahvé juntamente con los sacerdotes, a vista del pueblo.
06040c009c	Pasaron también armados al frente de los israelitas los hijos de Rubén, los hijos de Gad y la media tribu de Manasés, según les había ordenado Moisés.
06040d0072	Estos, unos cuarenta mil, armados para la guerra, pasaron delante de Yahvé a la batalla, a los llanos de Jericó.
06040e009f	En aquel día Yahvé engrandeció a Josué a los ojos de todo Israel, de manera que le respetaron como habían respetado a Moisés, todos los días de su vida.
06040f002a	Yahvé habló entonces a Josué, diciendo:
0604100056	“Manda a los sacerdotes que llevan el Arca del Testimonio, que suban del Jordán.”
060411004b	Mandó, pues, Josué a los sacerdotes, diciendo: “¡Subid del Jordán!”
