010000000c	ਉਤਪਤ
021e250108	ਜਿਹੜੀ ਧੂਪ ਨੂੰ ਬਣਾਵੇਂਗਾ ਉਸ ਦੀ ਸਮੱਗਰੀ ਤੋਂ ਹੋਰ ਧੂਪ ਆਪਣੇ ਲਈ ਨਾ ਬਣਾਇਓ, ਉਹ ਤੇਰੀ ਵੱਲੋਂ ਯਹੋਵਾਹ ਲਈ ਪਵਿੱਤਰ ਹੋਵੇ।
021e2600c4	ਜਿਹੜਾ ਮਨੁੱਖ ਉਸ ਵਾਂਗੂੰ ਸੁੰਘਣ ਲਈ ਬਣਾਵੇ ਉਹ ਆਪਣਿਆਂ ਲੋਕਾਂ ਵਿੱਚੋਂ ਨਾਸ ਕੀਤਾ ਜਾਵੇ।
021f010044	ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ ਕਿ
021f0200f7	ਵੇਖ ਮੈਂ ਬਸਲਏਲ ਨੂੰ ਜਿਹੜਾ ਊਰੀ ਦਾ ਪੁੱਤਰ ਅਤੇ ਹੂਰ ਦਾ ਪੋਤਾ ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਗੋਤ ਦਾ ਹੈ ਨਾਮ ਲੈ ਕੇ ਬੁਲਾਇਆ ਹੈ।
021f0300d6	ਮੈਂ ਉਹ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਆਤਮਾ ਤੋਂ ਬੁੱਧ ਸਮਝ ਵਿੱਦਿਆ ਅਤੇ ਸਾਰੀ ਕਾਰੀਗਰੀ ਨਾਲ ਭਰਪੂਰ ਕੀਤਾ ਹੈ
021f0400ab	ਕਿ ਉਹ ਚਤਰਾਈ ਦੇ ਕੰਮ ਦੀ ਵਿਚਾਰ ਕਰੇ ਅਤੇ ਸੋਨੇ ਚਾਂਦੀ ਅਤੇ ਪਿੱਤਲ ਦਾ ਕੰਮ ਕਰੇ
021f0500df	ਨਾਲੇ ਪੱਥਰਾਂ ਨੂੰ ਜੜਨ ਲਈ ਉੱਕਰੇ ਅਤੇ ਲੱਕੜੀ ਦੀ ਚਿੱਤਰਕਾਰੀ ਕਰੇ ਅਤੇ ਸਾਰੀ ਕਾਰੀਗਰੀ ਨਾਲ ਕੰਮ ਕਰੇ।
021f0601b1	ਅਤੇ ਵੇਖ ਮੈਂ ਉਹ ਦੇ ਨਾਲ ਅਹੀਸਾਮਾਕ ਦੇ ਪੁੱਤਰ ਆਹਾਲੀਆਬ ਨੂੰ ਜਿਹੜਾ ਦਾਨ ਦੇ ਗੋਤ ਦਾ ਹੈ ਥਾਪਿਆ ਅਤੇ ਸਾਰੇ ਸਿਆਣਿਆਂ ਦੇ ਮਨਾਂ ਵਿੱਚ ਬੁੱਧ ਪਾ ਦਿੱਤੀ ਤਾਂ ਜੋ ਉਹ ਜੋ ਕੁਝ ਮੈਂ ਤੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਬਣਾਉਣ,
021f070108	ਅਰਥਾਤ ਮੰਡਲੀ ਦਾ ਤੰਬੂ ਅਤੇ ਸਾਖੀ ਦਾ ਸੰਦੂਕ ਅਤੇ ਪ੍ਰਾਸਚਿਤ ਦਾ ਸਰਪੋਸ਼ ਜਿਹੜਾ ਉਹ ਦੇ ਉੱਤੇ ਹੈ ਅਤੇ ਤੰਬੂ ਦਾ ਸਾਰਾ ਸਮਾਨ
021f0800ce	ਨਾਲੇ ਮੇਜ਼ ਅਤੇ ਉਸ ਦਾ ਸਮਾਨ ਅਤੇ ਖ਼ਾਲਸ ਸ਼ਮਾਦਾਨ ਅਤੇ ਉਸ ਦਾ ਸਾਰਾ ਸਮਾਨ ਅਤੇ ਧੂਪ ਦੀ ਜਗਵੇਦੀ
021f09009b	ਅਤੇ ਹੋਮ ਦੀ ਜਗਵੇਦੀ ਅਤੇ ਉਸ ਦਾ ਸਾਰਾ ਸਮਾਨ ਅਤੇ ਹੌਦ ਅਤੇ ਉਸ ਦੀ ਚੌਂਕੀ
021f0a010c	ਅਤੇ ਮਹੀਨ ਉਣੇ ਹੋਏ ਬਸਤਰ ਅਤੇ ਹਾਰੂਨ ਜਾਜਕ ਦੇ ਪਵਿੱਤਰ ਬਸਤਰ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਬਸਤਰ ਜਦ ਉਹ ਜਾਜਕਾਈ ਦੀ ਉਪਾਸਨਾ ਕਰਨ
021f0b0103	ਅਤੇ ਮਸਹ ਕਰਨ ਦਾ ਤੇਲ ਅਤੇ ਸੁਗੰਧ ਵਾਲੀ ਧੂਪ ਪਵਿੱਤਰ ਸਥਾਨ ਲਈ ਜੋ ਕੁਝ ਮੈਂ ਤੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਉਸ ਦੇ ਅਨੁਸਾਰ ਉਹ ਕਰਨ।
021f0c004e	ਫਿਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ ਕਿ
021f0d01df	ਤੂੰ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਬੋਲ ਕਿ ਮੇਰੇ ਸਬਤਾਂ ਦੀ ਜ਼ਰੂਰ ਮਨੌਤ ਕਰਿਓ ਕਿਉਂ ਜੋ ਉਹ ਮੇਰੇ ਵਿੱਚ ਅਤੇ ਤੁਹਾਡੇ ਵਿੱਚ ਤੁਹਾਡੀਆਂ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਇੱਕ ਨਿਸ਼ਾਨ ਹੈ ਕਿ ਤੁਸੀਂ ਜਾਣੋ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਵਿੱਤਰ ਕਰਨ ਵਾਲਾ ਹਾਂ।
021f0e01be	ਅਤੇ ਤੁਸੀਂ ਸਬਤ ਦੀ ਮਨੌਤ ਕਰਿਓ ਕਿਉਂ ਜੋ ਉਹ ਤੁਹਾਡੇ ਲਈ ਪਵਿੱਤਰ ਹੈ। ਜਿਹੜਾ ਉਹ ਨੂੰ ਭਰਿਸ਼ਟ ਕਰੇ ਉਹ ਜ਼ਰੂਰ ਮਾਰਿਆ ਜਾਵੇ ਕਿਉਂਕਿ ਜੇ ਕੋਈ ਉਸ ਵਿੱਚ ਕੰਮ ਕਰੇ ਉਹ ਪ੍ਰਾਣੀ ਆਪਣੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਛੇਕਿਆ ਜਾਵੇ।
021f0f013a	ਛੇ ਦਿਨ ਕੰਮ ਕੀਤਾ ਜਾਵੇ ਪਰ ਸੱਤਵਾਂ ਦਿਨ ਵਿਸ਼ਰਾਮ ਦਾ ਸਬਤ ਯਹੋਵਾਹ ਲਈ ਪਵਿੱਤਰ ਹੈ। ਜੋ ਕੋਈ ਸਬਤ ਦੇ ਦਿਨ ਵਿੱਚ ਕੰਮ ਕਰੇ ਉਹ ਜ਼ਰੂਰ ਮਾਰਿਆ ਜਾਵੇ।
021f100123	ਉਪਰੰਤ ਇਸਰਾਏਲੀ ਸਬਤ ਦੀ ਮਨੌਤ ਕਰਨ ਅਤੇ ਆਪਣੀਆਂ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਇੱਕ ਵਿਸ਼ਰਾਮ ਦਾ ਦਿਨ ਕਰ ਕੇ ਮੰਨਣ ਕਿਉਂ ਜੋ ਉਹ ਸਦਾ ਲਈ ਇੱਕ ਨੇਮ ਹੈ।
021f11018b	ਉਹ ਮੇਰੇ ਵਿੱਚ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚ ਸਦਾ ਲਈ ਇੱਕ ਨਿਸ਼ਾਨ ਹੈ ਕਿਉਂਕਿ ਛੇ ਦਿਨਾਂ ਵਿੱਚ ਯਹੋਵਾਹ ਨੇ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਨੂੰ ਬਣਾਇਆ ਅਤੇ ਸੱਤਵੇਂ ਦਿਨ ਵਿਸ਼ਰਾਮ ਕੀਤਾ ਅਤੇ ਸ਼ਾਂਤ ਪਾਈ।
021f120187	ਫੇਰ ਉਸ ਨੇ ਮੂਸਾ ਨੂੰ ਜਦ ਉਸ ਨਾਲ ਗੱਲਾਂ ਕਰ ਚੁੱਕਿਆ ਸੀਨਈ ਪਰਬਤ ਉੱਤੇ ਸਾਖੀ ਦੀਆਂ ਦੋਵੇਂ ਫੱਟੀਆਂ ਅਰਥਾਤ ਪੱਥਰ ਦੀਆਂ ਫੱਟੀਆਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਂਗਲੀ ਨਾਲ ਲਿਖੀਆਂ ਹੋਈਆਂ ਦਿੱਤੀਆਂ।
022001028d	ਜਦ ਲੋਕਾਂ ਨੇ ਵੇਖਿਆ ਕਿ ਮੂਸਾ ਨੇ ਪਰਬਤ ਤੋਂ ਉਤਰਨ ਵਿੱਚ ਚਿਰ ਲਾ ਦਿੱਤਾ ਹੈ ਤਾਂ ਲੋਕਾਂ ਨੇ ਹਾਰੂਨ ਕੋਲ ਇਕੱਠੇ ਹੋ ਕੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਉੱਠ ਅਤੇ ਸਾਡੇ ਲਈ ਦੇਵਤੇ ਬਣਾ ਜਿਹੜੇ ਸਾਡੇ ਅੱਗੇ ਚੱਲਣ ਕਿਉਂ ਜੋ ਇਹ ਮਰਦ ਮੂਸਾ ਜਿਹੜਾ ਸਾਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਉਤਾਹਾਂ ਲੈ ਆਇਆ ਹੈ ਅਸੀਂ ਨਹੀਂ ਜਾਣਦੇ ਉਹ ਨੂੰ ਕੀ ਹੋ ਗਿਆ ਹੈ।
0220020147	ਤਾਂ ਹਾਰੂਨ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਆਪਣੀਆਂ ਔਰਤਾਂ ਅਤੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਅਤੇ ਆਪਣੀਆਂ ਧੀਆਂ ਦੇ ਕੰਨਾਂ ਦੇ ਸੋਨੇ ਦੇ ਬਾਲੇ ਤੋੜ ਤਾੜ ਕੇ ਮੇਰੇ ਕੋਲ ਲੈ ਆਓ।
02200300cd	ਸੋ ਸਾਰੇ ਲੋਕ ਸੋਨੇ ਦੇ ਬਾਲੇ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਕੰਨਾਂ ਵਿੱਚ ਸਨ ਤੋੜ ਤਾੜ ਕੇ ਹਾਰੂਨ ਦੇ ਕੋਲ ਲੈ ਆਏ
02200401f4	ਤਾਂ ਉਸ ਨੇ ਉਹ ਉਨ੍ਹਾਂ ਦੇ ਹੱਥੋਂ ਲੈ ਲਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਢਾਲ਼ ਕੇ ਇੱਕ ਉੱਕਰਨ ਵਾਲੇ ਸੰਦ ਨਾਲ ਘੜ੍ਹ ਕੇ ਉਹ ਦਾ ਇੱਕ ਵੱਛਾ ਬਣਾਇਆ ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ, ਹੇ ਇਸਰਾਏਲ ਇਹ ਹੈ ਤੇਰਾ ਦੇਵਤਾ ਜਿਹੜਾ ਤੈਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਉਤਾਹਾਂ ਲੈ ਆਇਆ।
02200500fe	ਜਦ ਹਾਰੂਨ ਨੇ ਇਹ ਡਿੱਠਾ ਤਾਂ ਉਸ ਦੇ ਅੱਗੇ ਇੱਕ ਜਗਵੇਦੀ ਬਣਾਈ ਤਾਂ ਹਾਰੂਨ ਨੇ ਪੁਕਾਰ ਕੇ ਆਖਿਆ, ਕੱਲ ਯਹੋਵਾਹ ਦਾ ਪਰਬ ਹੈ
0220060160	ਤਾਂ ਉਹ ਅਗਲੇ ਦਿਨ ਸਵੇਰ ਨੂੰ ਉੱਠੇ ਅਤੇ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਈਆਂ ਅਤੇ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਭੇਟਾਂ ਲਿਆਏ ਤਾਂ ਲੋਕ ਖਾਣ-ਪੀਣ ਨੂੰ ਬੈਠੇ ਅਤੇ ਹੱਸਣ ਖੇਡਣ ਨੂੰ ਉੱਠੇ।
0220070136	ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਹੇਠਾਂ ਨੂੰ ਜਾ ਕਿਉਂਕਿ ਤੇਰੇ ਲੋਕ ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਉਤਾਹਾਂ ਲਿਆਇਆ ਹੈਂ ਭਰਿਸ਼ਟ ਹੋ ਗਏ ਹਨ।
0220080275	ਉਹ ਉਸ ਰਾਹ ਤੋਂ ਛੇਤੀ ਨਾਲ ਫਿਰ ਗਏ ਹਨ ਜਿਹ ਦਾ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਢਾਲ਼ ਕੇ ਆਪਣੇ ਲਈ ਇੱਕ ਵੱਛਾ ਬਣਾਇਆ ਅਤੇ ਉਹ ਦੇ ਅੱਗੇ ਮੱਥਾ ਟੇਕਿਆ ਅਤੇ ਉਹ ਦੇ ਅੱਗੇ ਭੇਟ ਚੜ੍ਹਾ ਦੇ ਉਨ੍ਹਾਂ ਆਖਿਆ, ਹੇ ਇਸਰਾਏਲ ਇਹ ਹੈ ਤੇਰਾ ਦੇਵਤਾ ਜਿਹੜਾ ਤੈਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਉਤਾਹਾਂ ਲੈ ਆਇਆ।
02200900c3	ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਡਿੱਠਾ ਹੈ, ਵੇਖ ਇਹ ਲੋਕ ਹਠੀ ਹਨ।
02200a016f	ਹੁਣ ਤੂੰ ਮੈਨੂੰ ਇਕੱਲਾ ਹੋਣ ਦੇ ਤਾਂ ਜੋ ਮੇਰਾ ਕ੍ਰੋਧ ਉਨ੍ਹਾਂ ਦੇ ਵਿਰੁੱਧ ਭੜਕੇ ਅਤੇ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਭਸਮ ਕਰ ਸੁੱਟਾਂ ਅਤੇ ਮੈਂ ਤੇਰੇ ਕੋਲੋਂ ਇੱਕ ਵੱਡੀ ਕੌਮ ਬਣਾਵਾਂਗਾ।
02200b01ea	ਤਾਂ ਮੂਸਾ ਨੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਤਰਲੇ ਪਾ ਕੇ ਆਖਿਆ, ਹੇ ਯਹੋਵਾਹ ਤੇਰਾ ਕ੍ਰੋਧ ਤੇਰੇ ਲੋਕਾਂ ਦੇ ਵਿਰੁੱਧ ਕਿਉਂ ਭੜਕਿਆ ਹੈ ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਵੱਡੀ ਸ਼ਕਤੀ ਅਤੇ ਬਲਵੰਤ ਹੱਥ ਨਾਲ ਕੱਢ ਕੇ ਲੈ ਆਇਆ ਹੈਂ।
02200c020c	ਮਿਸਰੀ ਕਿਉਂ ਆਖਣ ਕਿ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਬੁਰਿਆਈ ਲਈ ਲੈ ਗਿਆ, ਤਾਂ ਜੋ ਉਨ੍ਹਾਂ ਨੂੰ ਪਹਾੜਾਂ ਵਿੱਚ ਮਾਰ ਸੁੱਟੇ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਧਰਤੀ ਉੱਤੋਂ ਮੁਕਾ ਦੇਵੇ? ਤੂੰ ਆਪਣੇ ਕ੍ਰੋਧ ਦੇ ਭੜਕਣ ਨੂੰ ਮੋੜ ਲੈ ਅਤੇ ਆਪਣੇ ਲੋਕਾਂ ਉੱਤੇ ਬੁਰਿਆਈ ਲਿਆਉਣ ਤੋਂ ਹਟ ਜਾ।
02200d0287	ਤੂੰ ਆਪਣੇ ਸੇਵਕ ਅਬਰਾਹਾਮ, ਇਸਹਾਕ ਅਤੇ ਇਸਰਾਏਲ ਨੂੰ ਚੇਤੇ ਕਰ ਜਿਨ੍ਹਾਂ ਨਾਲ ਤੂੰ ਆਪਣੀ ਹੀ ਸਹੁੰ ਖਾ ਕੇ ਆਖਿਆ ਸੀ ਕਿ ਮੈਂ ਤੁਹਾਡੀ ਸੰਤਾਨ ਅਕਾਸ਼ ਦੇ ਤਾਰਿਆਂ ਵਾਂਗੂੰ ਵਧਾਵਾਂਗਾ ਅਤੇ ਇਹ ਸਾਰਾ ਦੇਸ ਜਿਸ ਦੇ ਲਈ ਮੈਂ ਆਖਿਆ ਹੈ ਮੈਂ ਉਹ ਤੁਹਾਡੀ ਸੰਤਾਨ ਨੂੰ ਦੇਵਾਂਗਾ ਅਤੇ ਉਹ ਸਦਾ ਲਈ ਉਹ ਦੇ ਅਧਿਕਾਰੀ ਹੋਣਗੇ।
02200e00b3	ਤਾਂ ਯਹੋਵਾਹ ਉਸ ਬੁਰਿਆਈ ਤੋਂ ਹਟ ਗਿਆ ਜਿਹੜੀ ਆਪਣੇ ਲੋਕਾਂ ਨਾਲ ਕਰਨ ਲਈ ਬੋਲਿਆ ਸੀ।
02200f01b5	ਤਾਂ ਮੂਸਾ ਮੁੜ ਕੇ ਪਰਬਤ ਤੋਂ ਹੇਠਾਂ ਨੂੰ ਆਇਆ ਅਤੇ ਨੇਮ ਦੀਆਂ ਦੋ ਫੱਟੀਆਂ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਸਨ। ਉਹ ਫੱਟੀਆਂ ਦੋਹਾਂ ਪਾਸਿਆਂ ਤੋਂ ਲਿਖੀਆਂ ਹੋਈਆਂ ਸਨ ਇੱਕ ਪਾਸਿਓਂ ਅਤੇ ਦੂਜੇ ਪਾਸਿਓਂ ਵੀ ਲਿਖੀਆਂ ਹੋਈਆਂ ਸਨ
0220100106	ਅਤੇ ਫੱਟੀਆਂ ਪਰਮੇਸ਼ੁਰ ਦਾ ਕੰਮ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਲਿਖਤ ਪਰਮੇਸ਼ੁਰ ਦੀ ਲਿਖਤ ਸੀ ਜਿਹੜੀ ਫੱਟੀਆਂ ਉੱਤੇ ਉੱਕਰੀ ਹੋਈ ਸੀ।
0220110113	ਤਾਂ ਯਹੋਸ਼ੁਆ ਨੇ ਲੋਕਾਂ ਦੀ ਅਵਾਜ਼ ਸੁਣੀ ਜਿਹੜੇ ਡੰਡ ਪਾਉਂਦੇ ਸਨ ਤਾਂ ਉਸ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਡੇਰੇ ਵਿੱਚ ਲੜਾਈ ਦੀ ਅਵਾਜ਼ ਹੈ।
0220120139	ਤਾਂ ਉਸ ਆਖਿਆ, ਇਹ ਰੌਲ਼ਾ ਨਾ ਤਾਂ ਫਤਹ ਪਾਉਣ ਵਾਲਿਆਂ ਦਾ ਹੈ ਅਤੇ ਨਾ ਇਹ ਰੌਲ਼ਾ ਹਾਰਨ ਵਾਲਿਆਂ ਦਾ ਹੈ ਪਰ ਮੈਂ ਗਾਉਣ ਵਾਲਿਆਂ ਦੀ ਅਵਾਜ਼ ਸੁਣਦਾ ਹਾਂ।
02201301e4	ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਜਦੋਂ ਉਹ ਡੇਰੇ ਦੇ ਨੇੜੇ ਆਇਆ ਤਾਂ ਉਸ ਨੇ ਵੱਛੇ ਅਤੇ ਨੱਚਣ ਨੂੰ ਵੇਖਿਆ ਤਾਂ ਮੂਸਾ ਦਾ ਕ੍ਰੋਧ ਬਹੁਤ ਭੜਕ ਉੱਠਿਆ ਅਤੇ ਉਸ ਨੇ ਫੱਟੀਆਂ ਆਪਣੇ ਹੱਥਾਂ ਤੋਂ ਸੁੱਟ ਦਿੱਤੀਆਂ ਪਰਬਤ ਦੇ ਹੇਠ ਉਹਨਾਂ ਨੂੰ ਭੰਨ ਸੁੱਟਿਆ
0220140194	ਅਤੇ ਉਸ ਵੱਛੇ ਨੂੰ ਜਿਹੜਾ ਉਨ੍ਹਾਂ ਨੇ ਬਣਾਇਆ ਸੀ ਲੈ ਕੇ ਅੱਗ ਵਿੱਚ ਸਾੜ ਸੁੱਟਿਆ ਅਤੇ ਪੀਹ ਕੇ ਧੂੜ ਜਿਹਾ ਮਹੀਨ ਕਰ ਦਿੱਤਾ ਅਤੇ ਪਾਣੀ ਉੱਤੇ ਖਿਲਾਰ ਦਿੱਤਾ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਪਿਲਾ ਛੱਡਿਆ।
02201500f6	ਤਾਂ ਮੂਸਾ ਨੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ, ਤੈਨੂੰ ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਨੇ ਕੀ ਕਰ ਦਿੱਤਾ ਜੋ ਤੂੰ ਉਨ੍ਹਾਂ ਉੱਤੇ ਵੱਡਾ ਪਾਪ ਲਿਆਇਆ?
02201600ff	ਅੱਗੋਂ ਹਾਰੂਨ ਨੇ ਆਖਿਆ, ਮੇਰੇ ਸੁਆਮੀ ਦਾ ਕ੍ਰੋਧ ਨਾ ਭੜਕੇ। ਤੂੰ ਲੋਕਾਂ ਨੂੰ ਜਾਣਦਾ ਹੈਂ ਕਿ ਉਹ ਬੁਰਿਆਈ ਉੱਤੇ ਤਿਆਰ ਹਨ
02201701a0	ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਸਾਡੇ ਲਈ ਦੇਵਤੇ ਬਣਾ ਜਿਹੜੇ ਸਾਡੇ ਅੱਗੇ ਚੱਲਣ ਕਿਉਂ ਜੋ ਇਹ ਮਰਦ ਮੂਸਾ ਜਿਹੜਾ ਸਾਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਉਤਾਹਾਂ ਲੈ ਆਇਆ ਅਸੀਂ ਨਹੀਂ ਜਾਣਦੇ ਕਿ ਉਹ ਨੂੰ ਕੀ ਹੋਇਆ।
022018016b	ਤਾਂ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਜਿਨ੍ਹਾਂ ਕੋਲ ਸੋਨਾ ਹੈ ਉਹ ਭੰਨਣ ਤੋੜਨ ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਮੈਨੂੰ ਦਿੱਤਾ ਅਤੇ ਮੈਂ ਉਸ ਨੂੰ ਅੱਗ ਵਿੱਚ ਸੁੱਟ ਦਿੱਤਾ ਅਤੇ ਇਹ ਵੱਛਾ ਨਿੱਕਲ ਆਇਆ।
0220190167	ਤਦ ਮੂਸਾ ਨੇ ਲੋਕਾਂ ਨੂੰ ਵੇਖਿਆ ਕਿ ਉਹ ਬੇ-ਲਗ਼ਾਮ ਹਨ ਕਿਉਂ ਜੋ ਹਾਰੂਨ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਵੈਰੀਆਂ ਦੇ ਸਾਹਮਣੇ ਉਨ੍ਹਾਂ ਦਾ ਮਖ਼ੌਲ ਉਡਾਉਣ ਲਈ ਉਨ੍ਹਾਂ ਨੂੰ ਬੇ-ਲਗ਼ਾਮ ਕੀਤਾ।
02201a015f	ਮੂਸਾ ਨੇ ਡੇਰੇ ਦੇ ਫਾਟਕ ਕੋਲ ਖੜੇ ਹੋ ਕੇ ਆਖਿਆ, ਜਿਹੜਾ ਯਹੋਵਾਹ ਦੇ ਪਾਸੇ ਵੱਲ ਹੈ ਉਹ ਮੇਰੇ ਕੋਲ ਆਵੇ ਤਾਂ ਸਾਰੇ ਲੇਵੀਆਂ ਨੇ ਆਪਣੇ ਆਪ ਨੂੰ ਉਸ ਦੇ ਕੋਲ ਇਕੱਠਾ ਕਰ ਲਿਆ।
02201b0216	ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ ਕਿ ਸਭ ਮਨੁੱਖ ਆਪਣੀਆਂ ਤਲਵਾਰਾਂ ਲੱਕ ਨਾਲ ਬੰਨ੍ਹ ਕੇ ਡੇਰੇ ਦੇ ਵਿੱਚ ਦੀ ਫਾਟਕ ਤੋਂ ਫਾਟਕ ਤੱਕ ਆਉਂਦੇ ਜਾਂਦੇ ਆਪਣੇ ਭਰਾ ਆਪਣੇ ਸਾਥੀ ਅਤੇ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਵੱਢ ਸੁੱਟਣ।
02201c00df	ਤਾਂ ਲੇਵੀਆਂ ਨੇ ਮੂਸਾ ਦੇ ਬੋਲ ਅਨੁਸਾਰ ਕੀਤਾ ਅਤੇ ਉਸ ਦਿਨ ਲੋਕਾਂ ਵਿੱਚੋਂ ਤਿੰਨ ਹਜ਼ਾਰ ਮਨੁੱਖ ਡਿੱਗੇ।
02201d0173	ਮੂਸਾ ਨੇ ਆਖਿਆ, ਅੱਜ ਤੁਸੀਂ ਆਪਣੇ ਆਪ ਨੂੰ ਯਹੋਵਾਹ ਲਈ ਅਰਪਣ ਕਰੋ। ਹਾਂ, ਹਰ ਇੱਕ ਮਨੁੱਖ ਆਪਣੇ ਪੁੱਤਰ ਅਤੇ ਆਪਣੇ ਭਰਾ ਦੇ ਵਿਰੁੱਧ ਹੋਵੇ ਤਾਂ ਜੋ ਉਹ ਅੱਜ ਤੁਹਾਨੂੰ ਬਰਕਤ ਦੇਵੇ।
02201e018d	ਅਗਲੇ ਦਿਨ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਮੂਸਾ ਨੇ ਲੋਕਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਵੱਡਾ ਪਾਪ ਕੀਤਾ ਅਤੇ ਮੈਂ ਹੁਣ ਯਹੋਵਾਹ ਦੇ ਕੋਲ ਉਤਾਹਾਂ ਜਾਂਦਾ ਹਾਂ। ਸ਼ਾਇਦ ਮੈਂ ਤੁਹਾਡੇ ਪਾਪ ਦਾ ਪ੍ਰਾਸਚਿਤ ਕਰਾਂ।
02201f0107	ਸੋ ਮੂਸਾ ਯਹੋਵਾਹ ਦੇ ਕੋਲ ਮੁੜ ਗਿਆ ਅਤੇ ਆਖਿਆ, ਹਾਏ ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਨੇ ਵੱਡਾ ਪਾਪ ਕੀਤਾ ਜੋ ਆਪਣੇ ਲਈ ਸੋਨੇ ਦੇ ਦੇਵਤੇ ਬਣਾਏ
0220200107	ਹੁਣ ਤੂੰ ਉਨ੍ਹਾਂ ਦਾ ਪਾਪ ਮਾਫ਼ ਕਰੀਂ ਅਤੇ ਜੇ ਨਹੀਂ ਤਾਂ ਆਪਣੀ ਪੋਥੀ ਵਿੱਚੋਂ ਜਿਹੜੀ ਤੂੰ ਲਿਖੀ ਹੈ ਮੈਨੂੰ ਮਿਟਾ ਸੁੱਟੀਂ।
