010000000c	Ӂенеза
012f040193	Ши ау май зис луй Фараон: „Ной ам венит ка сэ локуим о време аич ын царэ, пентру кэ ну май есте пэшуне пентру оиле робилор тэй ши есте о маре фоамете ын цара Канаанулуй; ынгэдуе дар робилор тэй сэ локуяскэ ын цинутул Госен.”
012f050076	Фараон а зис луй Иосиф: „Татэл тэу ши фраций тэй ау венит ла тине.
012f060182	Цара Еӂиптулуй есте дескисэ ынаинтя та; ашазэ пе татэл тэу ши пе фраций тэй ын чя май бунэ парте а цэрий. Сэ локуяскэ ын цинутул Госен ши, дакэ гэсешть принтре ей оамень дестойничь, пуне-й ын фрунтя турмелор меле.”
012f0700b9	Иосиф а адус пе татэл сэу Иаков ши л-а ынфэцишат ынаинтя луй Фараон. Ши Иаков а бинекувынтат пе Фараон.
012f080089	Фараон а ынтребат пе Иаков: „Каре есте нумэрул зилелор анилор веций тале?”
012f090191	Иаков а рэспунс луй Фараон: „Зилеле анилор кэлэторией меле сунт о сутэ трейзечь де ань. Зилеле анилор веций меле ау фост пуцине ла нумэр ши реле ши н-ау атинс зилеле анилор веций пэринцилор мей ын тимпул кэлэторией лор.”
012f0a007e	Иаков а бинекувынтат ярэшь пе Фараон ши а плекат динаинтя луй Фараон.
012f0b0118	Иосиф а ашезат пе татэл сэу ши пе фраций сэй ши ле-а дат о мошие ын цара Еӂиптулуй, ын чя май бунэ парте а цэрий, ын цинутул луй Рамсес, кум порунчисе Фараон.
012f0c00be	Иосиф а хрэнит ку пыне пе татэл сэу, пе фраций сэй ши пе тоатэ фамилия татэлуй сэу, дупэ нумэрул копиилор.
012f0d00dd	Ну май ера пыне ын тоатэ цара, кэч фоаметя ера фоарте маре; цара Еӂиптулуй ши цара Канаанулуй тынжяу дин причина фоаметей.
012f0e0163	Иосиф а стрынс тот арӂинтул каре се гэся ын цара Еӂиптулуй ши ын цара Канаанулуй ын скимбул грыулуй пе каре-л кумпэрау оамений ши астфел а фэкут ка тот арӂинтул ачеста сэ интре ын каса луй Фараон.
012f0f0144	Кынд с-а сфыршит арӂинтул дин цара Еӂиптулуй ши дин цара Канаанулуй, тоць еӂиптений ау венит ла Иосиф ши ау зис: „Дэ-не пыне! Пентру че сэ мурим ын фаца та? Кэч арӂинт ну май авем.”
012f1000c1	Иосиф а зис: „Даць вителе воастре, ши вэ вой да пыне ын скимбул вителор воастре, дакэ ну май авець арӂинт.”
012f110161	Шь-ау адус вителе ла Иосиф, ши Иосиф ле-а дат пыне ын скимбул каилор, ын скимбул турмелор де ой ши де бой ши ын скимбул мэгарилор. Ле-а дат астфел пыне ын анул ачела ын скимбул тутурор турмелор лор.
012f1201fc	Дупэ че а трекут анул ачела, ау венит ла Иосиф ын анул урмэтор ши й-ау зис: „Ну путем сэ аскундем домнулуй ностру фаптул кэ арӂинтул с-а сфыршит ши турмеле де вите ау трекут ын стэпыниря домнулуй ностру; ну май рэмын ынаинтя домнулуй ностру декыт трупуриле ши пэмынтуриле ноастре.
012f1301ea	Пентру че сэ мурим суб окий тэй, ной ши пэмынтуриле ноастре? Кумпэрэ-не ымпреунэ ку пэмынтуриле ноастре ын скимбул пыний, ши вом фи ай домнулуй ностру, ной ши пэмынтуриле ноастре. Дэ-не сэмынцэ сэ семэнэм, ка сэ трэим ши сэ ну мурим ши сэ ну не рэмынэ пэмынтуриле пустий.”
012f140135	Иосиф а кумпэрат пентру Фараон тоате пэмынтуриле Еӂиптулуй; кэч еӂиптений шь-ау вындут фиекаре огорул, пентру кэ ый силя фоаметя. Ши цара а ажунс ын стэпыниря луй Фараон.
012f1500a6	Кыт деспре попор, л-а мутат ын четэць, де ла о марӂине а хотарелор Еӂиптулуй пынэ ла чялалтэ.
012f16015f	Нумай пэмынтуриле преоцилор ну ле-а кумпэрат, пентру кэ ера о леӂе а луй Фараон, датэ ын фолосул преоцилор, каре трэяу дин венитул пе каре ли-л дэдя Фараон: де ачея ей ну шь-ау вындут пэмынтуриле.
012f1700eb	Иосиф а зис попорулуй: „В-ам кумпэрат азь ку пэмынтуриле воастре пентру Фараон; ятэ, вэ дау сэмынцэ, ка сэ путець семэна пэмынтул.
012f18016c	Ла время роаделор, вець да а чинчя парте луй Фараон, яр челелалте патру пэрць вэ вор рэмыне воуэ, ка сэ семэнаць огоареле ши сэ вэ хрэниць ымпреунэ ку копиий воштри ши ку чей че сунт ын каселе воастре.”
