2800000005	Mateu
281a2d00c2	Cwale sebeli ouka kwa iyetwa aye kame, mi sebeli wamba kwa onyene nji, “Mu silanganine nuku katulusa? Komumone! enako ya keela kale eyo Omwana no munu kame abekiwa mu makaa no asikutenda ouyi.
281a2e0040	Ko mwimane tute. Komumone, woyo osi kuni beteka wakeela kale!”
281a2f00cf	Ababo yosi lemine okwamba ngeeso, Judasi omumweya kwawo noku kwana elikumi na yiili sebeli okeela naanu no kupula ashimbile etisabule ni milamu. Kame ana kutumiwa kwaa pulisita no akulu ni manduna no sicaba.
281a30005a	Cwale omubeteki na kwaaba esisupo, okwamba nji, “Woyo sani tubete yokame, mu mununge!”
281a31005d	Muwangu sebeli osheeteta kwa Jesu ni kwamba nji, “Olumele Mwiyeti,” mi sebeli omu tubeta.
281a32007d	Jesu sebeli wamba kwa yonyene nji, “Mulikani, otenda eso ona iyele mukutenda!” Cwale sebeli aiya mukumulema ni kumununga.
281a330077	Ababo kwaawo ali kwa Jesu, omunjili sebeli oshomona omukwale waye ni kupatula elitwi no mubika no mupulisita no mukulu.
281a34007c	Cwale Jesu sebeli omwambela nji, “Ouse emukwale wowe mu sipusu sawo, kakuli awo onje akutusisa emikwale mbaafi ku mikwale.
281a350082	Kame oyambuta nji kani twese okwisana kwa sitange, mi mu nako imweya feela kame twesa okulita etimpi no mangeloi likumi ni ayiili?
281a36006b	Kono ba kutenda ngeeso, Aman̄olo ngasibine sa iyatetetwe aa amba nji, Naku fanene oku tendahala ngeeso?”
281a3700c1	Ba nako eyo Jesu sebeli wamba kwaanu nji, “Na mwiiyi ni mikwale ni milamu muku nilema, kanyi mbili sikebenga? Amaywaa onje nani kwikalanga mu ndoo no milapelo okwiyeta, mi ka mwa siku nilema.
281a380086	Kono eyi yonje na itendahala nji eyi ina n̄oliwa kwa nuhi a Nyambe iiyatetetwe.” Cwale aiyetwa onje sebeli amusiya ni kumu shotoka.
281a39007b	Awo ana kulema Jesu sebeli amutwala ku ndoo ya Kayafa, omukulu no apulisita, oko ana kuku wanena aiyeti no mulawo naa kulu.
281a3a00ba	Kono Pitolosi kame ana ku mukon̄anga munyima aba no kuleba, sebeli oka keela ku lilapa no mupulisita omukulu. Sebeli oingenamo mi sebeli oikala na tateleli nji amone etaba omo saibwele.
281a3b004f	Cwale apulisita akulu nasi kuta onje sebeli asaela oupaki no mapwa nji amwibae,
281a3c0065	kono kasi kuuwana, simba naba ana kwiiya apaki no mapwa no kupula. Ku mamaneneno sebeli kwiiya ayiili
281a3d0079	ni kwamba nji, “Uyu mulume nakwamba nji, kame ni twesa oku kwisa endoo ya Nyambe, ni kwiyaka kame mu maywaa aatu.’”
281a3e007f	Omupulisita omukulu sebeli oimana ni kwambela Jesu nji, “Kukwite ekalabo otwesa oku tambula? Kweyo alemine ooku kandimeka?”
281a3f00a9	Kono Jesu kame ana koondoka. Cwale omupulisita omukulu sebeli wamba kwa yonyene nji, “Kame weeta ni Nyambe no kuyoya, otwambele nji ya wene Kilesite Mwanaye Nyambe.”
281a4000ca	Jesu sebeli wamba kwa yonyene nji, “Nwamba. Kono kame ni myambela nji, oku tunda abano kame sa mu mone Omwana no munu yoikale ku lyoko no silyo lya Nyambe no Maata, mi yokeile mu makumbi no liwilu!”
281a4100a0	Cwale omukulu no mupulisita sebeli otina onene ni kukaula eikumango yaye ni kwamba nji, “Na nyefula! Iikene aba tusi saelela oupaki? Na mu yupu akashwau kaye!
281a42004c	Anyi ekatulo yenu niibine?” Sebeli atambula nji, “Kame afanena okufa.”
281a430050	Cwale sebeli amusibwela amate ba lubala niku mufula efaindi, niku mufula olubaka
281a440038	amba nji, Kilesite! otu nuhe, Anyine woyo ona kufulu?”
281a4500b1	Ba nako imweya Pitolosi kame ana ikalanga ku ndee no lilapa no kuta. Omubika no mukatana sebeli oiya kwa yonyene ni kwamba nji, “Ni wene nau kwikalanga ni Jesu Omugalileya.”
281a46005d	Kono yonyene sebeli okana ba lubala no aanu onje ni kwamba nji, “Silimukile eso otalusa.”
281a4700a3	Cwale abana iya ku mwelo, omubika munjili no muskatana sebeli omumona ni kwamba kwaawo ana kwikalangamo nji, “Ni woyo kame ana kwikalanga ni Jesu no Nazaleta.”
281a48004b	Mi kame sebeli okana ni kweeta nji, “Mene kani mulimukile woyo mulume!”
281a4900d2	Munyima no nako icana, awo ana kwimana omo sebeli aiya ni kwambela Pitolosi nji, “Niti luli ni wene kame oli mumweya kwawo ana kwikalanga ni Jesu, kakuli omwambelo wowe kame uku limukisa kanyi omugalileya!”
281a4a0077	Cwale Pitolosi sebeli kweeta nji, “Nikukaule bakaci, kani mu limukile omunu woyo!” Mi ababo omukombwe sebeli okuwa.
281a4b009b	Cwale ababo Pitolosi sebeli opuluka eyo anaku mwambela Jesu nji, “Omukombwe owasikuwa kale mbunikana twaatu.” Ababo sebeli ota bandee nuuka lila onene.
281b010069	Kusili amasikusiku akulu no apulisita onje na kulu no mulawo sebeli atenda omulelo woo omo saibaele Jesu.
281b020060	Mi sebeli amu nunga ku maoko ni ku mutwala, nuuka mubeeka mu maata a Pilato omubusisi no Maloma.
281b0300b8	Cwale Judasi omubeteki, aba ana kumona nji Jesu na atulelwe olufu, sebeli okunyaza ni kuusa amali no silibela ana kukwana makumi aatu ano muwaya-waya kwa kulu no apulisita ni kwa kulu.
281b040099	Sebeli wamba nji, “Kame nina tende ouyi aba nina beteke ounyinga nambulwa omubonda.” Kono sebeli amba nji, “Iikene eyo kwaaci? Eyo ni taba yowe!”
281b050075	Cwale Judasi sebeli oyumbela amali awo no muwaya-waya mu ndoo ya Nyambe, mi sebeli okutela nuuka kunungelela yonyene.
281b0600a6	Kono akulu no apulisita sebeli ashimba amali awo no muwaya-waya ni kwamba nji, “Ka ku fanene okwa beeka mu sitewelo no ndoo ya Nyambe, kakuli ni mali no unyinga.”
281b070079	Munyima no kwambola onje, amali awo sebeli akutusisa okuula elitema lya muumbi no tucoo, esibaka no matutaeti no angenda.
281b08005f	Mulibaka eli, elitema elyo kame liisaniwa nji, “Elitema no unyinga” okulita ni balelo lino.
281b0900d2	Cwale kame kuna kwiyatetetwa eyo ina kwambiwa kwa munuhi wa Nyambe Jelemiya, aba amba nji, “Mi kame ana shimbi amali no silibela ana kukwana makumi aatu, omuulo wamunu mumweya ona kusumiwa kwaana no Isilaele,
281b0a0065	mi sebeli akutusisa amali awo okuula elitema no muumbi no tucoo, kanyi omo ana kuni laelela Mbumu.”
281b0b00a2	Cwale Jesu sebeli oimana balubala no mubusisi, mi omubusisi sebeli omwibanguta nji, “Kana ya wene Ombumu no Majuda?” Jesu sebeli omutambula nji, “Nwamba.”
281b0c0052	Kono naba ana ku nungelelwa eyambo kwa kulu no apulisita naakulu, kasi ku tambula.
281b0d004d	Cwale Pilato sebeli wambela Jesu nji, “Kuyupile eyo yonje aku nungelela?”
281b0e0063	Kono kasi kutambula simba simweya kweyo anaku munungelela yonje, mi omubusisi sebeli okomoka onene.
281b0f0079	Cwale enako yonje ba mukiti no Paseka, omubusisi kame anaku lukulwelanga esicaba omunjili no mapantiti, woyo asinga aanu.
281b100076	Mi cwale mu nako eyo, kame kuna kwikalanga elipantiti no sikebenga ona ku limukiwa onene, no litina lya Jesu Balabasi.
281b11009f	Cwale aanu aba ana kumana oukuwana, Pilato sebeli waaibanguta nji, “Anyine mu singa nji nimi lukulwele, Jesu Balabasi nji Jesu woyo oisaniwa nji Kilesite?”
281b12005b	Nakwaibanguta ngeeso kakuli naku lemuha nji ni mulibaka no muna aba ana muliti kwa yonyene.
281b1300d1	Cwale ababo Pilato yoli ba situlo no katulo, mukataye sebeli omutumena amaywi nji, “O lese kutenda esinjili kwa woyo omulume nambulwa omubomda, kakuli balelo kame ni a yanda onene okulota mu libaka lyaye.”
281b140078	Kono akulu no apulisita naakulu nwaanu sebeli asusuweza aanu nji akumbele okulukulula Balabasi, mi Jesu yonyene aibaiwe.
281b15008c	Omubusisi kame sebeli waaibanguta nji, “Kwaa ayili, ubine woyo mu singa nji ni i lukulwele?” Onyene sebeli atambula nji, “Balabasi!”
281b160092	Pilato sebeli wamba kwa onyene nji, “Cwale ngasibine sani tende kwa Jesu woyo oisaniwa Kilesite?” Oonje sebeli amba nji, “A ngongoteliwe!”
281b17007e	Cwale Pilato sebeli waibanguta nji, “Iikene? ubine ouyi ana tende?” Kono onje sebeli akuwa onene nji, “Angongoteliwe!”
281b180103	Cwale Pilato aba ana kumona nji katwese okutenda esinjili, kono kame kutwesa okwiiya omufilifili, sebeli oku yowa ku maoko ni meyi balubala no aanu no kupula, ni kwamba nji, “Mene sikwite omubonda mu unyinga wa woyo omulume! Muku monene eyo ni taba yenu!”
281b19005a	Cwale esicaba sonje sebeli si tambula nji, “Ounyinga waye wikale beulu wetu na neetu!”
281b1a007e	Cwale Pilato sebeli olukulula Balabasi kwa onyene. Munyima no kushapa Jesu, sebeli omuba mu maoko no masole nji amungongotele.
281b1b0074	Cwale amasole no mubusisi sebeli atwala Jesu mu lilapa no mubusisi, mi esitopa no masole sonje sebeli simutinguluka.
281b1c0041	Mi sebeli amutubula eikumango yaye ni kumu fuka olwambi no mucaa.
281b1d00c4	cwale sebeli amutingela en̄ata no myunguya nikumu fuka yo ku mutwi waye. Sebeli amulemisa olutaka ku lyooko no silyo ni kukubama okumusheka okwamba nji, “Yoshoo uyoye, wene Ombumu no Majuda!”
281b1e0047	Cwale sebeli amusibwela amate ni kushimba olutaka ni kumufula mu mutwi.
281b1f008c	Mi cwale aba ana kumana oku muyandisa, sebeli amutubula olwambi no mucaa ni kumufuka eikumango yaye. Cwale sebeli amutwala oka mungongotela.
281b2000a2	Amasole aba na taanga ngeso ni Jesu sebeli akuwana ni mulume oisaniwa Simoni, omunu no mulenen̄i no Silene, mi sebeli amukandimeka nji ashimbe esifapano sa Jesu.
281b210055	Sebeli akeela ba sibaka siisaniwa Gologota, “Okutalusa nji esibaka no katendele.”
281b22006b	Sebeli atambeka Jesu ebeine ina ku wanekiwa ni nyoko nji anwe, kono aba na ku lupamo sebeli okana okwiinwa.
281b230058	Mi cwale aba ana kumana okumu ngongotela sebeli akutabela eikumango yaye muku shebuluka.
281b24002b	Cwale sebeli aikala banji niku mu tatelela.
281b25007b	Cwale beulu no mutwi waye kame ana ku beekabo elin̄olo no mubonda waye eli lyamba nji, “Uyu ni Jesu Ombumu no Majuda.”
281b26006e	Cwale sebeli angongotela ni isinyi yiili ni yonye, esinjili ku lyoko lyaye no silyo ni sinjili kweli no simoo.
281b27003d	Mi awo ana ku bitanga na ku munyefula ni kunyunga emitwi yoo,
281b2800ae	ni kwamba nji, “Wene woyo utwesa oku shandola endoo ya Nyambe ni kwiyaka kame mu maywaa aatu! Okuyoyise wenyene nji yawene Omwana Nyambe Otuluke ba sifapano wiiye banji!”
281b29005d	Mi noonyene apulisita akulu sebeli amuyandisa, ba mweya na iyeti no mulawo nakulu, aamba nji,
281b2a00a0	“Kame ana kuyoyisanga akwaye, kono katwese oukuyoyisa yonyene! Kame amba nji ni Mbumu no Isilaele. Nji kame sa kutulule ba sifapano mba tu pumene kwa yonyene!
281b2b0090	Kame ana ku sepanga Nyambe, mulesele Nyambe amu lamulele cwale nji Nyambe kame asinga ngeeso, kakuli kame anamba nji, “Time Mwanaye Nyambe.”
281b2c0057	Mi ni isinyi yiili ina ku ngongoteliwa ni yonyene ba sifapano sebeli imunyefula ngeeso.
281b2d0050	Oku tangisa mu nako no munji, ouwi sebeli ufuka elitunga lyonje mu tihola taatu.
281b2e00be	Mi aba ina kukwana enako no 3 okoloko Jesu sebeli olila ni liywi no kuneneba ni kwamba nji, “Eloi, Eloi, lema sabakatani?” Ninji, “Nyambe wange, Nyambe wange iikene ona ni leselele?”
281b2f0065	Cwale anjili ana kwimana omo aba ana kuyupa eyo, sebeli amba nji, “Uyu mulume kame aisana Eliya!”
281b30007c	Ababo omunjili kwa onyene sebeli oituka oka shimba esiponji esi siiyalile ebenega, sebeli osi beeka ku lutaka ni kumu nwisa.
281b310054	Kono anjili sebeli amba nji, “Tumusiye, tumone nji Eliya mba iyi muku muyoyisa!”
281b32004c	Cwale Jesu sebeli olila kame ni liywii no kuneneba, mi sebeli obwelwa Emebo.
281b330095	Ba nako eyeyo olwambi namu Ndoo ya Nyambe sebeli lu kauka bakaci, oku tangisa ku wilu konji banji. Mi sebeli kwiiya ezikinyeho, amawee sebeli akaoka.
281b34005b	Cwale amabita sebeli ayatuluka mi eitupu no aanu no kupula a Nyambe ana kufa sebeli inguka.
281b350085	Nakutunda mu mabita munyima ya Jesu okwinguka kwaafu, mi sebeli aingena mu mulenen̄i no kukena ni kumonahala kwaanu onje ano kupula.
281b3600ba	Cwale omukulu no masole, nawo ana ku tatelela Jesu noo, aba ana kumona ezikinyeho neeyi ina kutendahala sebeli acila onene ni kwamba nji, “Niti luli, woyo mulume neli Mwanaa Nyambe!”
281b370084	Akati no kupula mwa na kwikala omo, aalikete, aali aba no kuleba, okame ana kukon̄a Jesu aba ana kutunda ku Galileya, amu belekela.
281b38007d	Kwa onyene kame kuna kwikala omukati wisaniwa nji Maliya Magadalena, ni Malia inawaye Jakobo ni Josefa, ni mukataye Zebadeya.
281b39008d	Cwale mu nako no mangolwaa, sebeli kwiiya omulume ona kufuma, na ku Alimateya, ona kwiisanwa nji Josefa, mini yonyene neli omwiyetwa wa Jesu.
281b3a0058	Sebeli ota kwa Pilato, nukakumbela olutu lwa Jesu, cwale Pilato sebeli olaela nji abiwe.
281b3b0051	Cwale Josefa sebeli oshimba olutu, ni ku lupungela mu lwambi no kukena ni kuwaba,
281b3c009a	Mi sebeli okabeeka esitupu mu libita lyaye eli no ubya, eli ana ku cakula mu liwee. Sebeli obeeka eliwee no kuneneba ba mwelo no libita mi sebeli okutela.
281b3d0051	Maliya Magadalena ni mukwaye Maliya kame na ikalanga aalikete ku mwelo no libita.
281b3e005c	Eliywaa lina kutatama elino Sabata, apulisita akulu na Falisi sebeli aka kuwanena kwa Pilato
281b3f008b	sebeli amba nji, “Mbumu, tu si puluka nji omoongi woyo yo si yoya, kame ana kwamba nji, ‘Munyima no maywaa aatu, mba ni inguka kame.’
281b400101	Cwalehe olaele nji elibita li tatelelwe onene, ku twala ba liywaa no waatu, mwendi aiyetwa aye mba fanene okwiiya mu kwiita olutu lwaye, aambele esicaba nji, ‘Na inguka kwaafu.’ Abo okoonga no mamaneneno kame sa kutende oku no kwiiba okubita ba weli.”
281b410071	Pilato sebeli wamba kwa onyene nji, “Mushimbe atateleli no masole, mute mu ka tatelele omo mu tweseta monje.”
281b42006d	Sebeli ata na tateleli nu kabeeka esisupo ba liwee no ba libita nji cwale kakwisa omunu sotwesa okuli sheeta.
281c010096	Munyima no liywaa no Sabata, elino matatekelo mu sunda amasikusiku aba lina kupa, Maliya Magadalena ni Maliya munjili, sebeli ata muku mona ku libita.
281c020098	Ababo sebeli kwikala ezikinyeho inene luli, kakuli elingeloi no Mbumu na likutunda kuwilu ni kwiiya muku pikulusa eliwee ba libita, ni kwikala ba liwee.
281c030058	Kame lina kumonahala kanyi olumonyi no mbula, ni ikumango yalyo no likena kanyi elitwaa.
281c040069	Atateleli sebeli acila ni kukun̄a, mi sebeli amonahala kanyi omunu no kufa mulibaka no kumona elingeloi.
281c050082	Elingeloi sebeli lyamba kwakati nji, “Mulese kucila,” “Kame ni limukile nji kame musaela Jesu onaku ngongotelwa ba sifapano.
281c060076	Ka sako kuno, kakuli Nyambe na mwingula kwaafu, kanyi omu ana kwambela Jesu. Ko mwiye mumone mu sibaka ana ku langana.
281c0700c2	Cwale mute mu lelube, mi mu kambele aiyetwa aye nji, ‘Nyambe namwingula kwaafu, mi kame akatile balubala lwenu okuta ku Galileya, okoko kwa samu ka mumone. Aa amaywi nineyele muku myambela.”
281c080067	Cwale sebeli atunda muwangu ku libita acilile ni kuwabelwa onene, sebeli aituka nu kambela aiyetwa aye.
281c090093	Cwale aba ana taanga mukwambela aiyetwa aye, Jesu sebeli okuwana noo ni kwa keeta mi sebeli aiya kwa yonyene, ni kumulema ku makondo ni kumulapela.
281c0a007f	Cwale Jesu sebeli wamba kwa onyene nji, “Mulese ku cila,” “Mute mukambele abaange nji ate ku Galileya kwasa kani mone.”
281c0b0072	Ababo akati akatile, atateleli anjiili sebeli ata mu mulenen̄i okabihela apulisita akulu eyi ina tendahala yonje.
281c0c005e	Cwale apulisita akulu nakulu sebeli akuwana ni kulelisana. Sebeli aba amasole amali no kupula,
281c0d006a	ni kwaambela nji, “Mwambe nji, aiyetwa aye kame aneyi ousiku, mi naiiti olutu lwaye, aci metu langanine.
281c0e0054	Nji omubusisi aba sa yupe etaba eyo, mba tu mu kolwisa, ni kumi tundisa mu utata.”
281c0f0086	Cwale sebeli ashimba amali ni kutenda kanyi omo anaku laelelwa. Mi etaba eyi nai kuhasana mukaci no Majuda mi isambiwa ni balelo lino.
281c100069	Cwale aiyetwa ana kukwana likumi ni mu mweya sebeli ata ku Galileya, ku lilundu elyo ana kwasimweta Jesu.
281c110047	Cwale aba ana kumu mona, sebeli amu kubamena, kono anjili alimbululile.
281c120074	Cwale Jesu sebeli oiya kwa onyene ni kwaambela nji, “Etukelo yonje namu wilu ni mu litunga kame ina biwe kwa mene.
281c130076	Mute cwale mu katende aiyeti no macaba onje, mwa kolobeze mu litina lya Sitange, ni lya Mwana, neli no Mebo No Kukena.
281c140086	Mi mwaiyete oku mamela einu yonje nina milaelele. Mi mupuluke nji, kame nili nenu mu nako yonje, okutwala ku mamaneneno no litunga.”
2900000006	Maleka
2901010032	Aa amaywi no Kuwaba a Jesu Kilesite Omwana Nyambe.
290102009e	Kanyi omo ku n̄olelwe mu buka no omunuhi wa Nyambe Isaya nji, “Omone, ‘Kame ni tuma onumwana wange balubala no lubala lowe woyo so lukisa endila yowe,’
2901030076	Eliywi lya woyo okuweleza mu lihalaupa, Mu lukise endila no Mbumu, mutende etindila no kooloka nji yonyene abitemo.”
29010400a7	Cwale Jowani omukolobezi sebeli omonahala mu lihalaupa, yo lemine okukutaza ekutazo no kubaka nji, “Mufutuke mi mu kolobeziwe cwale Nyambe mbami lemene ouyi wenu.”
29010500d6	Aanu no kupula ali mu tolopo no Judeya onje, naa ayakile mu mulenen̄i no Jelusalema onje, sebeli abanena kwa yonyene mukuteeteta, mi asimana okwamba etifoso too, sebeli akolobeziwa mu musindi wa Jodani kwa Jowani.
2901060085	Jowani kame ano kufuka esikumango no woya no kamele, ni lukanda no situmba mu mbunda, mi kame ana kuyoya etimbimba ni uki mu mushitu.
29010700a0	Mi kame ana kwiiyeta aanu nji, “Mu nyima yange, kame kwiiya omunjili uyu unibita ku maata, mi kanilukela okwinama ni kunungutula etikwele no tinjatangwa taye.
2901080057	Mene, kame ni mikolobeza ni meyi, kono yonyene kame sami kolobeze ni Mebo No Kukena.”
2901090083	Ba nako eyo, Jesu sebeli otunda mu Nazaleta omundi na mu tolopo no Galileya, mi sebeli okolobeziwa kwa Jowani mu musindi no Jodani.
29010a008f	Ababo Jesu aba ana kukatunda mu meyi, sebeli omona eliwilu liyatuluka, mi Emebo No Kukena ifeka kanyi elikwici sebeli ishulumukela kwa yonyene.
29010b0077	Mi sebeli ku yupahala eliywi litundelela ku wilu, elyamba nji, “Wene yo mwana nge osingwa, uyu ni katelelwa onene.”
29010c0034	Ababo, Emebo No Kukena sebeli imutwala mu lihalaupa.
29010d0090	Jesu sebeli okaikala mu lihalaupa amaywaa makumi anee, yo etekiwa kwa Satani. Mi kame ana kwikalanga ni ibatana, mi amangeloi na ku mu babalela.
29010e0082	Cwale munyima no kunungiwa kwa Jowani ni kubeekiwa mu tolongo, Jesu sebeli oiya mu Galileya yo kutaza eliywi no kuwaba lya Nyambe.
29010f0079	Mi sebeli wamba nji, “Enako na ikwana, mi omubuso wa Nyambe kame uli beebi. Mubake, mi mu pumene ku liywi no kuwaba.”
2901100095	Cwale Jesu aba na endanga ku munanga no lisa no Galileya, sebeli omona Simoni ni minaye Adiliyasi, ayamba otunyandi too mu liwate kakuli neli anduyi.
290111005b	Jesu sebeli wamba kwa onyene nji, “Munikon̄e, mi kame sa ni mitende asiku yamba aanu.”
2901120032	Mi ababo sebeli asiya otunyandi too ni kumukon̄a.
290113009a	Aba ana kusheteta kuusombicani, sebeli omona Jakobo mwanaa Zebedeya ni Jowani minaye, nonyene kame ana kwikala mu wato, alemine okoongolola otunyandi too.
2901140073	Mi ababo sebeli waaisana mu wangu, mi sebeli asiya sitoo Zebedeya mu wato nawo ana kuteneka okwatusa ni kumukon̄a.
2901150078	Mi sebeli ata mu Kapenauma, mi ababo ba liywaa no Pumulo, Jesu sebeli oingena mu Ndoo no milapelo no Majuda ni kwiiyeta.
290116007f	Aanu sebeli akomoka onene mulibaka no tuto yaye, kakuli kame ana kwiyeta kanyi omunu oli ni maata, kasa kanyi aiyeti no mulawo.
2901170056	Ababo, aali mu Ndoo no milapelo omulume no mebo no kwakena, sebeli wiiya nikukuwa nji,
2901180099	“Iikene usaela kwaaci wene Jesu no Nazaleta? Ninji kame oneeyi mu kutumana? Ni ku limukile nji tiwe anyine, tiwe Woyo no Kukena omutumiwa wa Nyambe.”
