0100000007	Genesis
0910080079	Kenaka Yese anayitana Abinadabu namubweretsa pamaso pa Samueli. Koma Samueli anati, “Yehova sanamusankhenso ameneyu.”
0910090056	Ndipo Yese anayitana Sama, koma Samueli anati, “Ngakhale uyu Yehova sanamusankhe.”
09100a0087	Pambuyo pake, Yese anayitana ana ake amuna asanu ndi awiri kuti apite kwa Samueli. Koma Samueli anati, “Yehova sanasankhe amenewa.”
09100b00fd	Tsono Samueli anafunsa Yese kuti, “Kodi awa ndi ana ako onse aamuna?” Yese anayankha kuti, “Ayi, alipo wina wamngʼono amene watsala, koma akuweta nkhosa.” Samueli anati, “Apite munthu akamutenge popeza sitipereka nsembe mpaka iye atabwera.”
09100c00a7	Choncho anatuma munthu kukamutenga ndipo anabwera naye. Iye anali wofiirira, wa maonekedwe abwino ochititsa kaso. Ndipo Yehova anati, “Mudzoze popeza ndi ameneyu.”
09100d00cc	Samueli anatenga botolo la mafuta ndi kumudzoza pamaso pa abale ake, ndipo Mzimu wa Yehova unabwera mwamphamvu pa Davide kuyambira tsiku limenelo mpaka mʼtsogolo. Pambuyo pake Samueli anabwerera ku Rama.
09100e006e	Nthawi imeneyo Mzimu wa Yehova unamuchokera Sauli, ndipo mzimu woyipa wochokera kwa Yehova unayamba kumuzunza.
09100f0052	Atumiki a Sauli anati, “Taonani mzimu woyipa wochokera kwa Mulungu ukukuzunzani.
09101000cc	Ndiyetu, inu mbuye wathu titumeni ife antchito anu kuti tikafune munthu wodziwa bwino kuyimba zeze. Tsono pamene mzimu woyipa wochokera kwa Mulungu wakufikirani, iye azidzayimba ndipo mudzakhala bwino.”
0910110078	Choncho Sauli anati kwa atumiki ake, “Chabwino, kandipezereni munthu wodziwa bwino kuyimba ndipo mubwere naye kuno.”
09101200d5	Mmodzi mwa antchito ake anati, “Ine ndinaona mwana wa Yese wa ku Betelehemu. Ndiye munthu wodziwa bwino kuyimba, wolimba mtima, ngwazi pa nkhondo, wodziwa kuyankhula ndi wokongola. Ndipotu Yehova ali ndi iye.”
0910130074	Ndipo Sauli anatumiza amithenga kwa Yese kukanena kuti, “Nditumizireni mwana wanu Davide, amene amaweta nkhosa.”
091014009a	Choncho Yese anatenga bulu namunyamulitsa buledi, thumba la vinyo ndi mwana wambuzi mmodzi. Zonsezi anamupatsa mwana wake Davide kuti akapereke kwa Sauli.
0910150085	Davide anafika kwa Sauli ndipo anayamba ntchito. Sauli anamukonda kwambiri Davide ndipo anamusandutsa wonyamula zida zake za nkhondo.
0910160073	Kenaka Sauli anatumiza mawu kwa Yese ndi kuti, “Mulole kuti Davide azinditumikira, pakuti ndamukonda kwambiri.”
09101700b6	Nthawi zonse mzimu woyipa wochokera kwa Mulungu umati ukamufikira Sauli, Davide ankatenga zeze wake nʼkumamuyimbira. Choncho Sauli ankapeza bwino, ndipo mzimu woyipa uja unkamusiya.
0911010082	Afilisti anasonkhanitsa ankhondo awo ku Soko mʼdziko la Yuda. Iwo anamanga misasa yawo ku Efesi-Damimu, pakati pa Soko ndi Azeka.
0911020079	Sauli ndi Aisraeli anasonkhana namanga misasa mʼchigwa cha Ela ndipo anandandalitsa ankhondo kuti amenyane ndi Afilisti.
091103005e	Afilisti anali phiri lina ndipo Aisraeli analinso phiri lina, ndipo pakati pawo panali chigwa.
0911040090	Tsono munthu wina wamphamvu, dzina lake Goliati wochokera ku Gati anatuluka ku misasa ya Afilisti. Msinkhu wake unali pafupipafupi mamita atatu.
091105004b	Iye ankavala chipewa chamkuwa ndi malaya achitsulo olemera makilogalamu 57.
091106005a	Ankavalanso zokuta miyendo yake zamkuwa, ndipo ankanyamula nthungo ya mkuwa pa phewa pake.
09110700bd	Thunthu la mkondo wake linali ngati mkombero wowombera nsalu, ndipo mutu wa mkondowo unkalemera makilogalamu asanu ndi awiri. Patsogolo pake pamakhala munthu wonyamula zida zake za nkhondo.
09110800d4	Goliatiyo anayimirira ndi kufuwula kwa ankhondo a Israeli, nati, “Nʼchifukwa chiyani mwakonzekera nkhondo chotere? Kodi sindine Mfilisiti ndipo inu sindinu akapolo a Sauli? Sankhani munthu kuti abwere kwa ine.
09110900a3	Ngati angathe kumenyana nane ndi kundipha, ife tidzakhala akapolo anu, koma ngati ine ndimugonjetsa ndi kumupha, inu mudzakhala akapolo athu ndi kumatitumikira.”
09110a0060	Ndipo Mfilisitiyo anati, “Bwerani lero timenyane basi! Patseni munthu kuti ndimenyane naye.”
09110b0059	Atamva mawu a Mfilisitiyo, Sauli ndi Aisraeli onse anataya mtima nachita mantha kwambiri.
09110c00c5	Davide anali mwana wa munthu wa fuko la Efurati dzina lake Yese amene amachokera ku Betelehemu mʼdziko la Yuda. Yese anali ndi ana aamuna asanu ndi awiri. Pa nthawi ya Sauli nʼkuti ali wokalamba.
09110d00aa	Ana atatu oyamba kubadwa a Yese nʼkuti atapita nawo ku nkhondo pamodzi ndi Sauli. Woyamba dzina lake anali Eliabu, wachiwiri anali Abinadabu, ndipo wachitatu anali Sama.
09110e0050	Davide ndiye anali mzime. Ana aakulu atatuwo ndiwo anapita ku nkhondo ndi Sauli.
09110f0068	Koma Davide ankapita ku misasa ya Sauli ndi kubwerako kuti azikaweta nkhosa za abambo ake ku Betelehemu.
0911100053	Kwa masiku makumi anayi, Mfilisiti uja ankabwera mmawa ndi madzulo kumadzionetsera.
09111100b1	Tsiku lina Yese anawuza mwana wake Davide kuti, “Atengere abale ako makilogalamu khumi a tirigu wokazinga ndi malofu a buledi khumi ndipo upite nazo mofulumira ku misasa yawo.
0911120089	Utengerenso wolamulira wa gulu lawo tchizi khumi uyu. Ukaone mmene abale ako akukhalira ndipo ubwere ndi kanthu kosonyeza kuti ali bwino.
0911130062	Sauli, abale akowo ndi asilikali onse a Israeli ali ku chigwa cha Ela, akumenyana ndi Afilisti.”
09111400f7	Mʼmamawa mwake Davide anasiya nkhosa mʼmanja mwa munthu wina ndipo anatenga zakudyazo nanyamuka monga momwe Yese abambo ake anamulamulira. Anakafika ku misasa pamene asilikali ankapita kukandanda pa mzere ku nkhondo, nʼkufuwula mfuwu wankhondo.
0911150041	Aisraeli ndi Afilisti anandanda pa mzere wankhondo moyangʼanana.
091116007e	Tsono Davide anasiyira zakudya zija munthu wosunga katundu nathamangira kumene kunali ankhondo kuja ndi kukalonjera abale ake.
09111700a0	Pamene iye ankayankhula nawo anangoona Goliati wa ku Gati uja akuchoka pa mzere wa Afilisti akufuwula mawu onyoza monga mwa masiku onse, ndipo Davide ankawamva.
0911180037	Aisraeli ataona munthuyo, anamuthawa ndi mantha aakulu.
0911190128	Ndipo Aisraeli ankanena kuti, “Kodi mwamuona munthu akubwerayo? Iye amangobwera kudzanyoza Israeli. Tsono mfumu inati kuti idzapereka chuma chambiri kwa munthu amene adzamuphe. Idzaperekanso mwana wake wamkazi kuti amukwatire ndiponso banja la abambo ake silidzaperekanso msonkho mu Israeli.”
09111a00f9	Davide anafunsa anthu amene anayima pafupi naye kuti, “Kodi adzamuchita chiyani munthu amene adzapha Mfilisiti uyu ndi kuchotsa chitonzo pakati pa Israeli? Mfilisiti wosachita mdulidweyu ndi ndani kuti azinyoza gulu lankhondo la Mulungu wamoyo?”
09111b0060	Anthu anamuwuzanso zonse zimene mfumu inanena kuti idzachitira munthu amene adzapha Mfilisitiyo.
09111c011b	Eliabu, mkulu wake wa Davide, atamumva akuyankhula ndi anthuwo, anamukwiyira ndipo anamufunsa kuti, “Nʼchifukwa chiyani wabwera kuno? Ndipo wasiyira yani nkhosa zochepazo mʼchipululu? Ndikudziwa kuti ndiwe wodzikuza ndiponso woyipa mtima. Unabwera kuno kuti udzaonere nkhondo.”
09111d0044	Davide anati, “Kodi ndachita chiyani ine? Kodi ndisamayankhule?”
09111e007a	Ndipo anamuchokera napita kwa munthu wina ndipo anamufunsa nkhani yomweyo, ndipo anthu anamuyankha iye monga poyamba paja.
09111f005f	Mawu amene Davide anayankhula atamveka, anthu anakafotokozera Sauli ndipo Sauli anamuyitanitsa.
091120007f	Davide anati kwa Sauli, “Munthu aliyense asataye mtima chifukwa cha Mfilisitiyu. Ine kapolo wanu ndipita kukamenyana naye.”
09112100b0	Sauli anayankha Davide kuti, “Iwe sungathe kupita kukamenyana ndi Mfilisitiyu. Iwe ukanali mnyamata, koma iyeyu ndi amene wakhala akumenya nkhondo kuyambira unyamata wake.”
09112200ae	Koma Davide anati kwa Sauli, “Kapolo wanune ndinkaweta nkhosa za abambo anga. Ndipo mkango kapena chimbalangondo chikamabwera ndi kugwira mwana wankhosa pakati pa nkhosazo,
09112300be	ine ndinkatsatira ndi kupha chirombocho. Choncho ndinkapulumutsa mwana wankhosa uja mʼkamwa mwake. Ndipo chinkati chikandiwukira, ine ndinkagwira tchowa lake, nʼkuchikantha mpaka kuchipha.
09112400a4	Ine kapolo wanu ndinapha mkango ngakhalenso chimbalangondo. Tsono Mfilisiti wosachita mdulidweyu adzaphedwa monga zinazo chifukwa wanyoza ankhondo a Mulungu wamoyo.
09112500af	Yehova amene anandilanditsa mʼkamwa mwa mkango ndi chimbalangondo adzandilanditsa mʼmanja mwa Mfilisiti uyu.” Sauli anati kwa Davide, “Pita, ndipo Yehova akhale nawe.”
091126005c	Ndipo Sauli anamveka Davide mwinjiro wake. Anamuveka zovala zankhondo ndi chipewa cha mkuwa.
09112700cc	Davide anamangirira lupanga pa mwinjirowo. Atayesa kuyenda nazo, analephera chifukwa anali asanazizolowere. Iye anati kwa Sauli, “Sindingathe kuyenda nazo chifukwa sindinazizolowere.” Ndipo anazivula.
09112800cf	Pambuyo pake anatenga ndodo yake mʼmanja. Kenaka anasankha miyala yosalala bwino mu mtsinje ndi kuyiika mʼthumba lake la ku ubusa. Legeni ili mʼmanja mwake, Davide ananyamuka kukakumana ndi Mfilisiti uja.
0911290077	Tsono Mfilisiti uja anayambapo kupita kumene kunali Davide, mnyamata wonyamula zida zake za nkhondo ali patsogolo pake.
09112a0076	Mfilisitiyo atangomuona Davide, anamunyoza popeza kuti Davide anali mnyamata chabe wofiirira ndi wa maonekedwe abwino.
09112b0093	Iye anati kwa Davide, “Kodi ndine galu, kuti ubwere kwa ine ndi ndodo?” Ndipo Mfilisitiyo anamutemberera Davide potchula mayina a milungu yake.
09112c0072	Iye anatinso, “Bwera kuno ndipo ndidzapereka mnofu wako kwa mbalame zamlengalenga ndi kwa zirombo zakuthengo!”
09112d00cc	Koma Davide anati kwa Mfilisitiyo, “Iwe wabwera kwa ine ndi lupanga, mkondo ndi nthungo, koma ine ndikubwera kwa iwe mʼdzina la Yehova Wamphamvuzonse, Mulungu wa ankhondo Aisraeli amene iwe ukuwanyoza.
09112e0103	Anatinso lero lino Yehova adzakupereka mʼmanja mwanga. Ndidzakukantha ndi kudula mutu wako. Ndidzapereka mitembo ya asilikali a Afilisti kwa mbalame za mlengalenga, ndi kwa zirombo zakuthengo ndipo dziko lonse lapansi lidzadziwa kuti mu Israeli muli Mulungu.
09112f00a2	Onse amene asonkhana pano adzadziwa kuti Mulungu sapulumutsa anthu ndi lupanga kapena mkondo, pakuti nkhondo ndi ya Yehova. Iye adzakuperekani mʼmanja mwathu.”
0911300077	Mfilisitiyo akusendera pafupi kuti akumane naye, Davideyo anathamangira mofulumira ku mzere wa nkhondo kukakumana naye.
09113100ab	Davideyo anapisa dzanja lake mʼthumba lake natengamo mwala ndipo anawuponya, nalasa pa mphumi pa Mfilisitiyo. Mwalawo unalowa pa chipumi chake, ndipo anagwa chafufumimba.
0911320077	Kotero Davide anamupambana Mfilisitiyo pomugenda ndi mwala wa legeni ndi kumupha. Mʼmanja mwa Davide munalibe lupanga.
09113300b4	Davide anathamanga nakayimirira pamwamba pa Mfilisiti uja. Anasolola lupanga lake lomwe moyikamo mwake, namupha pomudula mutu wake. Afilisti ataona kuti ngwazi yawo yafa, anathawa.
09113400d0	Ndipo Aisraeli ndi anthu a ku Yuda ananyamuka, ndipo akufuwula anathamangitsa Afilisti aja mpaka ku Gati ndi ku zipata za Ekroni. Anthu akufa awo amagwa njira yonse ya ku Saaraimu mpaka ku Gati ndi ku Ekroni.
091135006e	Aisraeli anabwerako kothamangitsa Afilisti kuja ndipo anadzatenga zonse zimene zinali mʼmisasa ya Afilistiwo.
091136007b	Pambuyo pake Davide anatenga mutu wa Mfilisitiyo napita nawo ku Yerusalemu, koma anayika zida za Mfilisitiyo mu tenti yake.
09113700da	Sauli ataona Davide akupita kukakumana ndi Mfilisitiyo anafunsa Abineri, mkulu wa ankhondo kuti, “Abineri, kodi mnyamatayu ndi mwana wa yani?” Abineri anayankha kuti, “Ndithu mfumu muli apa ine sindikumudziwa.”
0911380049	Mfumu inati, “Pita kafufuze kuti mnyamata ameneyu ndi mwana wa yani.”
0911390081	Davide atangobwerako kokapha Mfilisiti kuja, Abineri anamutenga nabwera naye kwa Sauli, mutu wa Mfilisiti uja uli mʼmanja mwake.
09113a008a	Sauli anamufunsa, “Mnyamata iwe, kodi paja ndiwe mwana wayani?” Davide anati, “Ndine mwana wa mtumiki wanu Yese wa ku Betelehemu.”
0912010096	Davide atatha kuyankhula ndi Sauli, mtima wa Yonatani unagwirizana ndi mtima wa Davide, ndipo iye ankamukonda Davide monga momwe ankadzikondera yekha.
0912020072	Choncho Sauli anamusunga Davideyo kuyambira tsiku limenelo ndipo sanamulole kuti abwerere ku nyumba ya abambo ake.
091203005b	Ndipo Yonatani anapanga pangano ndi Davide chifukwa ankamukonda monga momwe ankadzikondera.
0912040074	Yonatani anavula mkanjo umene anavala ndipo anamupatsa Davide pamodzi ndi zovala za nkhondo, lupanga, uta ndi lamba.
09120500eb	Davide ankapita kulikonse kumene Sauli ankamutuma kuti apite kukamenya nkhondo, ndipo ankapambana. Choncho Sauli anamupatsa udindo woyangʼanira gulu lankhondo. Ichi chinakondweretsa anthu onse ngakhalenso atsogoleri a nkhondo a Sauli.
09120600d6	Anthu akubwerera kwawo Davide atapha Mfilisiti uja, amayi anatuluka mʼmizinda yonse ya Israeli, akuyimba ndi kuvina kukachingamira mfumu Sauli. Ankayimba ndi kuvina mokondwa, kwinaku ngʼoma ndi zitoliro zikulira.
091207006a	Amayiwo ankalandizana nyimbo mokondwera namati: “Sauli wapha 1,000, Koma Davide wapha miyandamiyanda.”
09120800c7	Koma Sauli anapsa mtima kwambiri ndipo mawu amenewa anamuyipira. Iye anati, “Iwo amuwerengera Davide miyandamiyanda, koma ine 1,000 okha. Nanga chatsalanso nʼchiyani kuti atenge? Si ufumu basi?”
0912090041	Ndipo kuyambira tsiku limeneli Sauli ankamuchitira nsanje Davide.
09120a00ba	Mmawa mwake mzimu woyipa uja unabwera mwamphamvu pa Sauli. Sauli anayamba kubwebweta mʼnyumba mwake. Davide ankamuyimbira zeze monga nthawi zonse. Sauli anali ndi mkondo mʼdzanja lake.
09120b0086	Tsono anawuponya mkondowo, namati mu mtima mwake, “Ndimubaya Davide ndi kumukhomera ku khoma.” Koma Davide anawulewa kawiri konse.
09120c0059	Pambuyo pake Sauli amamuopa Davide chifukwa Yehova anali ndi Davideyo, nʼkumusiya Sauli.
09120d009b	Kotero Sauli anamuchotsa Davide pamaso pake ndi kumuyika kukhala mtsogoleri wa ankhondo 1,000. Choncho Davide ankapita ndi kubwera akutsogolera ankhondowa.
09120e0057	Davide ankapambana kwambiri pa chilichonse chimene amachita chifukwa Yehova anali naye.
09120f003f	Sauli ataona momwe Davide ankapambanira, iye anamuopa kwambiri.
0912100060	Koma Aisraeli onse ndi anthu a Yuda ankamukonda Davide chifukwa ankawatsogolera pa nkhondo zawo.
091211010a	Tsiku lina Sauli anawuza Davide kuti, “Nayu Merabi mwana wanga wamkazi wamkulu. Ine ndakupatsa kuti umukwatire. Koma unditumikire molimba mtima pomenya nkhondo za Yehova.” Poteropo Sauli ankanena kuti, “Ndisamuphe ndi manja angawa koma aphedwe ndi Afilisti!”
09121200a0	Ndipo Davide anati kwa Sauli, “Ine ndine yani, ndipo abale anga kapena banja la abambo anga ndife yani mʼdziko la Israeli kuti ndikhale mpongozi wa mfumu?”
091213007a	Koma pa nthawi yoti Merabi mwana wa Sauli akwatiwe ndi Davide, Sauli anamupereka kwa Adrieli wa ku Mehola kuti amukwatire.
0912140061	Koma Mikala mwana wamkazi wa Sauli anamukonda Davide ndipo Sauli atamva za zimenezi, anakondwera.
09121500c9	Sauli ankaganiza kuti, “Ndimupatse amukwatire kuti akhale ngati msampha kwa Davideyo, ndipo adzaphedwe ndi Afilisti.” Choncho Sauli anawuza Davide kachiwiri, “Tsopano udzakhala mkamwini wanga.”
09121600c2	Sauli analamulanso nduna zake kuti, “Muyankhuleni Davide mwamseri ndi kumuwuza kuti, ‘Taona, mfumu imakondwera nawe, ndipo nduna zake zonse zimakukonda. Tsono ukhale mkamwini wa mfumu.’”
09121700ae	Iwo anakamuwuza Davide mawu amenewa, koma Davide anati, “Kodi inu mukuganiza kuti ndi chinthu chapafupi kukhala mpongozi wa mfumu? Ine ndine wosauka ndiponso wosatchuka.”
0912180038	Nduna za Sauli zinamuwuza zonse zimene anayankha Davide.
09121900ed	Sauli anayankha kuti, “Kamuwuzeni Davide kuti, ‘Mfumu sikufuna malowolo a mtundu wina uliwonse koma timakungu ta msonga za mavalo a Afilisti 100 kuti ilipsire adani ake.’” Maganizo a Sauli anali akuti Davide aphedwe ndi Afilisti.
09121a007f	Nduna za Saulizo zitamuwuza Davide zimenezi, anakondwera kuti akhale mpongozi wa mfumu. Koma nthawi imene anapatsidwa isanathe,
09121b00e2	Davide ndi anyamata ake anapita ndi kukapha Afilisti 200. Iye anabwera ndi timakungu tija natipereka tonse kwa mfumu kuti akhale mpongozi wa mfumu. Kotero Sauli anapereka mwana wake wamkazi, Mikala, kwa Davide kuti amukwatire.
09121c0062	Sauli atazindikira kuti Yehova anali ndi Davide ndiponso kuti mwana wake Mikala amamukonda Davide,
09121d0043	iye anapitirirabe kumuopa Davide ndi kumadana naye moyo wake wonse.
09121e009f	Nthawi zonse pamene atsogoleri a Afilisti ankatuluka kukamenya nkhondo, Davide ankapambana kuposa nduna zonse za Sauli. Choncho dzina lake linatchuka kwambiri.
0913010072	Sauli anawuza mwana wake Yonatani ndi nduna zake zonse kuti aphe Davide. Koma Yonatani amamukonda kwambiri Davide.
0913020081	Choncho anawuza Davide kuti, “Abambo anga Sauli akufuna kukupha. Tsono uchenjere. Mmawa upite ukabisale ndipo ukakhale komweko.
09130300b1	Ine ndidzapita ndi kukayima pafupi ndi abambo anga ku munda kumene iwe ukabisale. Ndipo ndidzayankhula ndi abambo anga za iwe ndipo chilichonse chimene ndikamve ndidzakuwuza.”
09130400af	Tsono Yonatani anakanena zabwino za Davide kwa abambo ake Sauli ndipo anati, “Mfumu musachimwire mtumiki wanu Davide, sanakuchimwireni, koma amakuchitirani zabwino kwambiri.
09130500fe	Iye anayika moyo wake pa chiswe pamene anapha Mfilisiti uja. Choncho Yehova anachita zazikulu popambanitsa Aisraeli pa nkhondo. Inu munaona zonsezo ndipo munakondwera. Nanga nʼchifukwa chiyani mukufuna kuchimwira munthu wosalakwa pofuna kupha Davide?”
091306005c	Sauli anamvera mawu a Yonatani ndipo analumbira kuti, “Pali Yehova, Davide sadzaphedwa.”
0913070091	Pambuyo pake Yonatani anayitana Davide namuwuza zonsezi. Choncho Yonatani anabwera naye Davide kwa Sauli ndipo ankamutumikira Sauliyo monga kale.
0913080084	Panabukanso nkhondo ina ndipo Davide anapita ndi kukamenyana ndi Afilisti. Iye anawakantha mwamphamvu kotero kuti Afilisti anathawa.
091309009a	Tsiku lina mzimu woyipa uja unafikanso pa Sauli. Nthawi imeneyi nʼkuti Sauli uja ali mʼnyumba mwake, mkondo uli mʼdzanja lake ndi Davide akuyimba zeze,
09130a0093	Sauli anafuna kumubaya Davide ndi kumukhomera kukhoma, koma Davide anapewa mkondowo kotero Sauli anakabaya pa khoma. Usiku womwewo Davide anathawa.
09130b00c8	Usiku womwewo Sauli anatumiza anthu ku nyumba ya Davide kuti akamubisalire ndi kumupha mmamawa. Koma Mikala mkazi wake anamuchenjeza nati, “Ngati usiku uno supulumutsa moyo wako, mawa udzaphedwa.”
09130c004e	Choncho Mikala anamutulutsira Davide pa zenera, ndipo anathawa ndi kupulumuka.
09130d007b	Kenaka Mikala anatenga fano naligoneka pa bedi nayika pilo wa ubweya wa mbuzi ku mutu kwa fanolo ndipo analifunditsa nsalu.
09130e0061	Pamene amithenga a Sauli aja anafika kuti akamugwire Davide, Mikala anati, “Davide akudwala.”
09130f0077	Koma Sauli anatumanso anthuwo kuti akamuone Davide, nati, “Mubwere naye kuno ali pa bedi pomwepo kuti ndidzamuphe.”
0913100060	Koma pamene anthuwo analowa, anangoona fano pa bedipo ndi pilo wa ubweya wa mbuzi ku mutu kwake.
09131100c4	Tsono Sauli anafunsa Mikala kuti, “Nʼchifukwa chiyani wandinamiza chotere polola kuti mdani wanga athawe?” Mikala anayankha kuti, “Davide anandiwuza kuti, ‘Ukapanda kutero ndikupha.’”
09131200aa	Choncho Davide anathawa napulumuka. Pambuyo pake anapita kwa Samueli ku Rama nakamuwuza zonse zimene Sauli anamuchita. Kenaka iye ndi Samueli anapita kukakhala ku Nayoti.
0913130036	Sauli anamva kuti, “Davide ali ku Nayoti ku Rama.”
09131400bc	Choncho iye anatumiza anthu kuti akamugwire Davide. Koma anaona gulu la aneneri likulosera ndi Samueli akuwatsogolera. Pomwepo Mzimu wa Mulungu unawafikira ndipo nawonso anayamba kulosera.
0913150089	Sauli atamva zimenezi anatumizanso anthu ena, koma nawonso anayamba kulosa. Anatumanso anthu ena kachitatu, koma nawonso anayamba kulosa.
09131600d3	Pomaliza Sauli mwini wake ananyamuka kupita ku Rama ndipo anafika ku chitsime chachikulu cha ku Seku. Ndipo anafunsa, “Samueli ndi Davide ali kuti?” Munthu wina anamuyankha kuti, “Ali ku Nayoti ku Rama.”
0913170081	Choncho Sauli anapita ku Nayoti ku Rama. Koma Mzimu wa Mulungu unafikanso pa iye ndipo ankalosa akuyenda mpaka anafika ku Nayoti.
