0100000048	ମୋଶାଙ୍କ ଲିଖିତ ପ୍ରଥମ ପୁସ୍ତକ
04070d01c2	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଶହେ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ; ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ-ନୈବେଦ୍ୟାର୍ଥେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
04070e0086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
04070f0087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
0407100052	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ
040711013b	ଓ ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ ଏହା ଅମ୍ମୀନାଦବର ପୁତ୍ର ନହଶୋନର ଉପହାର।
04071200b6	ଦ୍ୱିତୀୟ ଦିନ ଇଷାଖରର ଅଧିପତି ସୂୟାରର ପୁତ୍ର ନଥନେଲ ଆପଣା ଉପହାର ଉତ୍ସର୍ଗ କଲା,
0407130219	ସେ ଆପଣା ଉପହାର ନିମନ୍ତେ ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏହା ଦେଲା, ଅର୍ଥାତ୍‍, ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
0407140086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
0407150087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
0407160053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
040717012c	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ; ଏହା ସୂୟାରର ପୁତ୍ର ନଥନେଲର ଉପହାର।
04071800a8	ତୃତୀୟ ଦିନ ସବୂଲୂନ-ସନ୍ତାନଗଣର ଅଧିପତି ହେଲୋନର ପୁତ୍ର ଇଲୀୟାବ୍‍ ଆଣିଲା;
04071901cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
04071a0086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
04071b0087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
04071c0053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
04071d0135	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ; ଏହା ହେଲୋନର ପୁତ୍ର ଇଲୀୟାବ୍‍ର ଉପହାର।
04071e00a8	ଚତୁର୍ଥ ଦିନ ରୁବେନ୍‍-ସନ୍ତାନଗଣର ଅଧିପତି ଶଦେୟରର ପୁତ୍ର ଇଲୀଷୂର ଆଣିଲା;
04071f01cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
0407200086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
0407210087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
0407220053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ;
040723012f	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ; ଏହା ଶଦେୟରର ପୁତ୍ର ଇଲୀଷୂରର ଉପହାର।
04072400b7	ପଞ୍ଚମ ଦିନ ଶିମୀୟୋନ-ସନ୍ତାନଗଣର ଅଧିପତି ସୂରୀଶଦ୍ଦୟର ପୁତ୍ର ଶଲୁମୀୟେଲ ଆଣିଲା;
04072501d0	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାରେ ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ; ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
0407260086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
0407270087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
0407280053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
0407290140	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ ଏହା ସୂରୀଶଦ୍ଦୟର ପୁତ୍ର ଶଲୁମୀୟେଲର ଉପହାର।
04072a00ab	ଷଷ୍ଠ ଦିନ ଗାଦ୍‍-ସନ୍ତାନଗଣର ଅଧିପତି ଦ୍ୟୂୟେଲର ପୁତ୍ର ଇଲୀୟାସଫ୍‍ ଆଣିଲା;
04072b01cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
04072c008d	ଆଉ ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
04072d0087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
04072e0053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ;
04072f013e	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ; ଏହା ଦ୍ୟୂୟେଲର ପୁତ୍ର ଇଲୀୟାସଫ୍‍ର ଉପହାର।
04073000b1	ସପ୍ତମ ଦିନ ଇଫ୍ରୟିମ-ସନ୍ତାନଗଣର ଅଧିପତି ଅମ୍ମୀହୂଦର ପୁତ୍ର ଇଲୀଶାମା ଆଣିଲା;
04073101cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
0407320086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
0407330087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
0407340053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ;
040735013b	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ; ଏହା ଅମ୍ମୀହୂଦର ପୁତ୍ର ଇଲୀଶାମାର ଉପହାର।
04073600a8	ଅଷ୍ଟମ ଦିନ ମନଃଶି-ସନ୍ତାନଗଣର ଅଧିପତି ପଦାହସୂରର ପୁତ୍ର ଗମଲୀୟେଲ ଆଣିଲା;
04073701cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
0407380086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
0407390087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
04073a0053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
04073b0138	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ; ଏହା ପଦାହସୂରର ପୁତ୍ର ଗମଲୀୟେଲର ଉପହାର।
04073c00b7	ନବମ ଦିନ ବିନ୍ୟାମୀନ୍-ସନ୍ତାନଗଣର ଅଧିପତି ଗିଦିୟୋନିର ପୁତ୍ର ଅବୀଦାନ୍‍ ଆଣିଲା;
04073d01cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
04073e0086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
04073f0087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
0407400053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
040741013e	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ; ଏହା ଗିଦିୟୋନିର ପୁତ୍ର ଅବୀଦାନ୍‍ର ଉପହାର।
04074200a8	ଦଶମ ଦିନ ଦାନ୍-ସନ୍ତାନଗଣର ଅଧିପତି ଅମ୍ମୀଶଦ୍ଦୟର ପୁତ୍ର ଅହୀୟେଷର ଆଣିଲା;
04074301cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
0407440086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
0407450080	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ମେଷବତ୍ସ;
0407460053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
0407470140	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ ଏହା ଅମ୍ମୀଶଦ୍ଦୟର ପୁତ୍ର ଅହୀୟେଷରର ଉପହାର।
040748009c	ଏକାଦଶ ଦିନ ଆଶେର-ସନ୍ତାନଗଣର ଅଧିପତି ଅକ୍ରଣର ପୁତ୍ର ପଗୀୟେଲ ଆଣିଲା;
04074901cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
04074a0086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
04074b0087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ;
04074c0053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
04074d012e	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ ଏହା ଅକ୍ରଣର ପୁତ୍ର ପଗୀୟେଲର ଉପହାର।
04074e009c	ଦ୍ୱାଦଶ ଦିନ ନପ୍ତାଲି-ସନ୍ତାନଗଣର ଅଧିପତି ଐନନର ପୁତ୍ର ଅହୀର ଆଣିଲା;
04074f01cd	ତାହାର ଉପହାର ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଏକ ଶହ ତିରିଶ ଶେକଲ ପରିମିତ ରୂପାର ଏକ ଥାଳୀ ଓ ସତୁରି ଶେକଲ ପରିମିତ ରୂପାର ଏକ କୁଣ୍ଡ, ଏହି ଦୁଇ ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ନିମନ୍ତେ ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାରେ ପୂର୍ଣ୍ଣ;
0407500086	ଧୂପରେ ପରିପୂର୍ଣ୍ଣ ଦଶ ଶେକଲ ପରିମିତ ସ୍ୱର୍ଣ୍ଣର ଏକ ଚାମଚ;
0407510087	ହୋମ ନିମନ୍ତେ ଏକ ଗୋବତ୍ସ, ଏକ ମେଷ ଓ ଏକ ବର୍ଷୀୟ ଏକ ମେଷବତ୍ସ,
0407520053	ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଏକ ଛାଗ,
0407530122	ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦୁଇ ଗୋରୁ, ପାଞ୍ଚ ମେଷ, ପାଞ୍ଚ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ପାଞ୍ଚ ମେଷବତ୍ସ ଏହା ଐନନର ପୁତ୍ର ଅହୀରର ଉପହାର।
040754018d	ବେଦିର ଅଭିଷେକ ଦିନ, ତହିଁର ପ୍ରତିଷ୍ଠାର୍ଥକ ଏହି ଉପହାର ଇସ୍ରାଏଲର ଅଧିପତିଗଣ ଦ୍ୱାରା ଦତ୍ତ ହୋଇଥିଲା; ରୂପାର ଦ୍ୱାଦଶ ଥାଳୀ, ରୂପାର ଦ୍ୱାଦଶ କୁଣ୍ଡ ଓ ସ୍ୱର୍ଣ୍ଣର ଦ୍ୱାଦଶ ଚାମଚ;
0407550189	ତହିଁର ପ୍ରତ୍ୟେକ ରୂପାଥାଳୀ ଏକ ଶହ ତିରିଶ ଶେକଲ ଓ ପ୍ରତ୍ୟେକ କୁଣ୍ଡ ସତୁରି ଶେକଲ ପରିମିତ; ସମସ୍ତ ପାତ୍ରର ରୂପା ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଦୁଇ ହଜାର ଚାରି ଶହ ଶେକଲ ଥିଲା;
0407560166	ପୁଣି, ଧୂପପୂର୍ଣ୍ଣ ଦ୍ୱାଦଶ ସ୍ୱର୍ଣ୍ଣ ଚାମଚ, ପ୍ରତ୍ୟେକେ ପବିତ୍ର ସ୍ଥାନର ଶେକଲ ଅନୁସାରେ ଦଶ ଶେକଲ ପରିମିତ; ଚାମଚର ସମସ୍ତ ସ୍ୱର୍ଣ୍ଣ ଶହେ କୋଡ଼ିଏ ଶେକଲ ଥିଲା।
040757015c	ହୋମ ନିମନ୍ତେ ସମୁଦାୟ ଦ୍ୱାଦଶ ଗୋରୁ, ଦ୍ୱାଦଶ ମେଷ, ଏକ ବର୍ଷୀୟ ଦ୍ୱାଦଶ ମେଷବତ୍ସ ଓ ସେସବୁର ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ; ଆଉ ପାପାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ଦ୍ୱାଦଶ ଛାଗ;
04075801a2	ପୁଣି, ମଙ୍ଗଳାର୍ଥକ ବଳିଦାନ ନିମନ୍ତେ ସମୁଦାୟ ଚବିଶ ଗୋରୁ, ଷାଠିଏ ମେଷ, ଷାଠିଏ ଛାଗ ଓ ଏକ ବର୍ଷୀୟ ଷାଠିଏ ମେଷବତ୍ସ; ଏହା ବେଦିର ଅଭିଷେକ ଉତ୍ତାରେ ତହିଁର ପ୍ରତିଷ୍ଠା ନିମନ୍ତେ ଦତ୍ତ ଉପହାର।
0407590203	ଏଉତ୍ତାରେ ମୋଶା ତାହାଙ୍କ ସହିତ କଥା କହିବାକୁ ସମାଗମ-ତମ୍ବୁରେ ପ୍ରବେଶ କରନ୍ତେ, ସାକ୍ଷ୍ୟ-ସିନ୍ଦୁକର ଉପରିସ୍ଥିତ ପାପାଚ୍ଛାଦନର ଉପରୁ, କିରୂବ ଦ୍ୱୟ ମଧ୍ୟରୁ ଆପଣା ପ୍ରତି ବାକ୍ୟବାଦୀ ରବ ଶୁଣିଲେ; ପୁଣି, ସେ ତାଙ୍କ ସହିତ କଥା କହିଲେ।
0408010061	ଏଥିଉତ୍ତାରେ ସଦାପ୍ରଭୁ ମୋଶାଙ୍କୁ କହିଲେ,
040802010e	“ତୁମ୍ଭେ ହାରୋଣକୁ କୁହ, ‘ତୁମ୍ଭେ ପ୍ରଦୀପ ଜାଳିବା ସମୟରେ ସେହି ସପ୍ତ ପ୍ରଦୀପ ଦୀପବୃକ୍ଷର ସମ୍ମୁଖ ଭାଗରେ ଆଲୁଅ ଦେବ।’”
0408030161	ତହିଁରେ ହାରୋଣ ସେହିରୂପ କଲେ; ମୋଶାଙ୍କ ପ୍ରତି ସଦାପ୍ରଭୁଙ୍କ ଆଜ୍ଞାନୁସାରେ, ଯେପରି ଦୀପବୃକ୍ଷର ସମ୍ମୁଖ ଭାଗରେ ଆଲୁଅ ହେବ, ସେ ସେହିପରି ଦୀପମାନ ଜ୍ୱଳାଇଲେ।
04080401b7	ସେହି ଦୀପବୃକ୍ଷର କର୍ମ ସ୍ୱର୍ଣ୍ଣର ପିଟାକର୍ମ ଥିଲା; ତହିଁର ଗଣ୍ଡି ଓ ପୁଷ୍ପ ପର୍ଯ୍ୟନ୍ତ ପିଟାକର୍ମ ଥିଲା; ସଦାପ୍ରଭୁ ମୋଶାଙ୍କୁ ଯେଉଁ ଆଦର୍ଶ ଦେଖାଇଥିଲେ, ତଦନୁସାରେ ସେ ଦୀପବୃକ୍ଷ ନିର୍ମାଣ କଲେ।
0408050061	ଏଥିଉତ୍ତାରେ ସଦାପ୍ରଭୁ ମୋଶାଙ୍କୁ କହିଲେ,
040806009d	“ତୁମ୍ଭେ ଇସ୍ରାଏଲ-ସନ୍ତାନଗଣ ମଧ୍ୟରୁ ଲେବୀୟମାନଙ୍କୁ ନେଇ ଶୁଚି କର।
04080701fc	ତୁମ୍ଭେ ସେମାନଙ୍କୁ ଶୁଚି କରିବା ନିମନ୍ତେ ଏହିରୂପ କରିବ; ସେମାନଙ୍କ ଉପରେ ପବିତ୍ରୀକରଣ ଜଳ ପ୍ରକ୍ଷେପ କର ଓ ସେମାନେ ଆପଣା ଆପଣାର ସମସ୍ତ ଶରୀରରେ କ୍ଷୁର ଚଳାନ୍ତୁ ଓ ସେମାନେ ଆପଣା ଆପଣା ବସ୍ତ୍ର ଧୋଇ ଆପଣା ଆପଣାକୁ ଶୁଚି କରନ୍ତୁ।
0408080162	ତହିଁ ଉତ୍ତାରେ ସେମାନେ ଏକ ଗୋବତ୍ସ ଓ ତହିଁର ତୈଳ ମିଶ୍ରିତ ସରୁ ମଇଦାର ଭକ୍ଷ୍ୟ ନୈବେଦ୍ୟ ଆଣନ୍ତୁ, ପୁଣି, ତୁମ୍ଭେ ଆଉ ଏକ ଗୋବତ୍ସ ପାପାର୍ଥକ ବଳି ନିମନ୍ତେ ନେବ।
040809012d	ତହୁଁ ତୁମ୍ଭେ ଲେବୀୟମାନଙ୍କୁ ସମାଗମ-ତମ୍ବୁ ସମ୍ମୁଖରେ ଉପସ୍ଥିତ କରାଇବ; ପୁଣି, ଇସ୍ରାଏଲ-ସନ୍ତାନଗଣର ସମସ୍ତ ମଣ୍ଡଳୀକୁ ଏକତ୍ର କରିବ।
04080a014a	ଆଉ ତୁମ୍ଭେ ଲେବୀୟମାନଙ୍କୁ ସଦାପ୍ରଭୁଙ୍କ ସମ୍ମୁଖରେ ଉପସ୍ଥିତ କରାଇବ; ତହୁଁ ଇସ୍ରାଏଲ-ସନ୍ତାନଗଣ ଲେବୀୟମାନଙ୍କ ଉପରେ ଆପଣାମାନଙ୍କ ହସ୍ତ ରଖିବେ।
