0100000009	1 Mosebog
051d07006f	Og da I kom til Stedet her, drog Kong Sihon af Hesjbon og Kong Og af Basan ud til Kamp imod os, men vi slog dem
051d080060	og erobrede deres Land og gav Rubeniterne og Gaditerne og Manasses halve Stamme det til Arvelod.
051d090063	Tag derfor Vare paa denne Pagts Ord og gør efter dem, for at I kan faa Lykke til al eders Gerning.
051d0a007e	I staar i Dag alle for HERREN eders Guds Aasyn, eders Stammeoverhoveder, Dommere, Ældste og Tilsynsmænd, hver Mand i Israel,
051d0b0072	eders Smaabørn og Hustruer og de fremmede, der opholder sig i din Lejr, baade dine Brændehuggere og Vandbærere,
051d0c0060	for at indtræde i HERREN din Guds Pagt og det Edsforbund, HERREN din Gud i Dag slutter med dig,
051d0d0087	for at han i Dag kan gøre dig til sit Folk, saa han bliver din Gud, som han lovede dig og tilsvor dine Fædre, Abraham, Isak og Jakob.
051d0e0042	Og ikke med eder alene slutter jeg denne Pagt og dette Edsforbund,
051d0f007c	men baade med dem, der i Dag staar her hos os for HERREN vor Guds Aasyn, og med dem, der i Dag ikke er til Stede hos os her.
051d100061	Thi I ved jo selv, at vi boede i Ægypten, og at vi drog igennem de forskellige Folkeslags Lande,
051d110063	og I saa deres væmmelige Guder og de Afgudsbilleder af Træ og Sten, af Sølv og Guld, som de har.
051d120105	Saa lad der da ikke iblandt eder findes nogen Mand eller Kvinde, Slægt eller Stamme, hvis Hjerte i Dag vender sig bort fra HERREN vor Gud, saa de gaar hen og dyrker disse Folks Guder; lad der ikke iblandt eder findes nogen Rod, hvoraf Gift og Malurt vokser op,
051d1300e0	saa at han, naar han hører dette Edsforbunds Ord, i sit Hjerte lover sig selv alt godt og tænker: »Det skal nok gaa mig vel, selv om jeg vandrer med genstridigt Hjerte!« Thi saa vil han ødelægge baade frodigt og tørt.
051d1400df	HERREN vil ikke tilgive den Mand, nej, hans Vrede og Nidkærhed skal blusse op mod saadan en Mand, og al den Forbandelse, der er optegnet i denne Bog, vil lægge sig paa ham, og HERREN vil udslette hans Navn under Himmelen!
051d15009d	HERREN vil udskille ham af alle Israels Stammer og bringe Ulykke over ham i Overensstemmelse med alle de Pagtens Forbandelser, som er skrevet i denne Lovbog.
051d1600be	Og naar den kommende Slægt, eders Børn, der kommer efter eder, og de fremmede, der kommer langvejsfra, ser de Plager, der har ramt dette Land, og de Sygdomme, HERREN har hjemsøgt det med,
051d1700f7	Svovl og Salt, hele Landet afsvedet, saa det ikke kan tilsaaes og ingen Afgrøde give, og ingen Urter kan gro deri, som dengang Sodoma og Gomorra, Adma og Zebojim blev ødelagt, da HERREN lod dem gaa under i sin Vrede og Harme, da skal de spørge,
051d180094	og alle Folkeslag skal spørge: »Hvorfor har HERREN handlet saaledes med dette Land? Hvorledes hænger det sammen med denne vældige Vredesglød?«
051d190089	Saa skal man svare: »Det er, fordi de sveg den Pagt, HERREN, deres Fædres Gud, havde sluttet med dem, da han førte dem ud af Ægypten,
051d1a007f	og gik hen og dyrkede fremmede Guder og tilbad dem, Guder, som de ikke før havde kendt til, og som han ikke havde tildelt dem;
051d1b007e	derfor blussede HERRENS Vrede op imod dette Land, saa han lod al den Forbandelse, som er optegnet i denne Bog, komme over det,
051d1c008d	og derfor oprykkede han dem fra deres Land i Vrede og Harme og heftig Forbitrelse og slængte dem ud i et fremmed Land, som det nu er sket.«
051d1d008f	De skjulte Ting er for HERREN vor Gud, men de aabenbare er for os og vore Børn evindelig, at vi maa lære at handle efter alle denne Lovs Ord!
051e0100ca	Men naar alt dette kommer over dig, baade Velsignelsen og Forbandelsen, som jeg har forelagt dig, og du lægger dig det paa Sinde ude blandt alle de Folkeslag, HERREN din Gud forstøder dig hen iblandt,
051e020095	og tillige med dine Børn af hele dit Hjerte og hele din Sjæl omvender dig til HERREN din Gud og adlyder hans Røst i alt, hvad jeg i Dag byder dig,
051e030084	saa vil HERREN din Gud vende din Skæbne og forbarme sig over dig og samle dig fra alle de Folk, HERREN din Gud spreder dig iblandt.
051e040070	Om saa dine forstødte befinder sig ved Himmelens Ende, vil HERREN din Gud samle dig sammen og hente dig derfra.
051e0500a7	Og HERREN din Gud vil føre dig ind i det Land, dine Fædre havde i Eje, og du skal faa det i Eje, og han vil gøre dig endnu lykkeligere og talrigere end dine Fædre.
051e060096	Og HERREN din Gud vil omskære dit Hjerte og dit Afkoms Hjerte, saa du elsker HERREN din Gud af hele dit Hjerte og hele din Sjæl, for at du maa leve.
051e07006b	Og HERREN din Gud vil bringe alle dine Forbandelser over dine Fjender og Avindsmænd, der har forfulgt dig.
051e080073	Da skal du omvende dig og adlyde HERREN din Guds Røst og handle efter alle hans Bud, som jeg i Dag paalægger dig.
051e0900e8	Og HERREN din Gud vil give dig Overflod i alt, hvad du tager dig for, Overflod af dit Livs, dit Kvægs og din Jords Frugt; thi HERREN skal atter komme til at glæde sig over dig til dit Bedste, som han glædede sig over dine Fædre,
051e0a00b8	fordi du adlyder HERREN din Guds Røst og holder hans Bud og Anordninger, der er optegnet i denne Lovbog, fordi du af hele dit Hjerte og hele din Sjæl omvender dig til HERREN din Gud.
051e0b005e	Thi Budet, som jeg i Dag paalægger dig, er dig ikke ufatteligt og er heller ikke langt borte.
051e0c009f	Det er ikke i Himmelen, saa du maatte sige: »Hvem skal stige op til Himmelen for os og hente det ned til os og kundgøre os det, saa vi kan handle derefter?«
051e0d00a1	Ikke heller er det hinsides Havet, saa du maatte sige: »Hvem skal drage over Havet for os og hente det til os og kundgøre os det, saa vi kan handle derefter?«
051e0e0056	Nej, Ordet er dig ganske nær, i din Mund og i dit Hjerte, saa du kan handle derefter.
051e0f0041	Se, jeg forelægger dig i Dag Livet og Lykken, Døden og Ulykken!
051e10011b	Hvis du lyder HERREN din Guds Bud, som jeg i Dag paalægger dig, saa at du elsker HERREN din Gud og vandrer paa hans Veje og holder hans Bud, Anordninger og Lovbud, saa skal du leve og blive mangfoldig, og HERREN din Gud vil velsigne dig i det Land, du skal ind og tage i Besiddelse.
051e11007c	Men hvis dit Hjerte vender sig bort, og du ikke er lydig, men lader dig forføre til at tilbede fremmede Guder og dyrke dem,
051e1200b3	saa kundgør jeg eder i Dag, at I visselig skal gaa til Grunde; I skal ikke komme til at leve længe i det Land, du skal ind og tage i Besiddelse efter at være gaaet over Jordan.
051e1300b7	Jeg tager i Dag Himmelen og Jorden til Vidne mod eder paa, at jeg har forelagt eder Livet og Døden, Velsignelsen og Forbandelsen. Saa vælg da Livet, for at du og dit Afkom maa leve,
051e1400d9	idet du elsker HERREN din Gud og adlyder hans Røst og hænger ved ham; thi deraf afhænger dit Liv og Tallet paa de Dage, du kommer til at bo i det Land, HERREN svor at ville give dine Fædre, Abraham, Isak og Jakob.
051f01003b	Da Moses var færdig med at tale disse Ord til hele Israel,
051f020090	sagde han til dem: »Jeg er nu 120 Aar gammel og kan ikke mere færdes som før; og HERREN har sagt til mig: Du skal ikke komme over Jordan der!
051f0300cc	Men HERREN din Gud vil selv drage over i Spidsen for dig, han vil udrydde disse Folkeslag for dig, saa du kan tage deres Land i Besiddelse. Og Josua skal drage over i Spidsen for dig, som HERREN har sagt.
051f040076	Og HERREN skal handle med dem, som han handlede med Amoriterkongerne Sihon og Og og med deres Land, som han ødelagde;
051f050070	og HERREN skal give dem i eders Magt, og I skal handle med dem i Overensstemmelse med alle de Bud, jeg gav eder.
051f060097	Vær frimodige og stærke, frygt ikke og forfærdes ikke for dem; thi HERREN din Gud vil selv drage med dig; han vil ikke slippe og ikke forlade dig!«
051f0700d1	Derpaa lod Moses Josua kalde og sagde til ham i hele Israels Nærværelse: »Vær frimodig og stærk; thi du skal føre dette Folk ind i det Land, HERREN svor at ville give deres Fædre, og give dem det i Eje.
051f08007e	HERREN selv vil gaa foran dig, han vil være med dig og ikke slippe eller forlade dig; frygt derfor ikke og vær ikke bange!«
051f090085	Derpaa nedskrev Moses denne Lov og overgav den til Præsterne, Levis Sønner, der bar HERRENS Pagts Ark, og til alle Israels Ældste.
051f0a0054	Og Moses bød dem: »Hvergang der er gaaet syv Aar, i Friaaret, paa Løvhyttefesten,
051f0b008b	naar hele Israel kommer for at stedes for HERREN din Guds Aasyn paa det Sted, han udvælger, skal du læse denne Lov højt for hele Israel.
051f0c00c1	Kald da Folket sammen, Mænd, Kvinder og Børn og de fremmede, som bor inden dine Porte, for at de kan høre og lære at frygte HERREN eders Gud og omhyggeligt handle efter alle denne Lovs Ord;
051f0d00d3	og deres Børn, som endnu ikke har lært den at kende, skal høre den og lære at frygte HERREN eders Gud, alle de Dage I lever i det Land, som I skal ind og tage i Besiddelse efter at være gaaet over Jordan!«
051f0e00ea	Derpaa sagde HERREN til Moses: »Nu nærmer Tiden sig, da du skal dø. Kald derfor Josua hid og stil eder i Aabenbaringsteltet, for at jeg kan give ham mine Befalinger!« Og Moses og Josua gik hen og stillede sig i Aabenbaringsteltet.
051f0f0064	Da aabenbarede HERREN sig i Teltet i en Skystøtte, og Skystøtten stillede sig ved Teltets Indgang.
051f1000f0	Derpaa sagde HERREN til Moses: »Naar du har lagt dig til Hvile hos dine Fædre, vil dette Folk give sig til at bole med fremmede Guder, det Lands Guder, det kommer til, og det vil forlade mig og bryde min Pagt, som jeg har sluttet med det.
051f110116	Men til den Tid skal min Vrede blusse op imod det, og jeg vil forlade dem og skjule mit Aasyn for dem; det skal ædes op, og mange Ulykker og Trængsler skal ramme det. Til den Tid skal det sige: Mon det ikke er, fordi min Gud ikke er i min Midte, at disse Ulykker har ramt mig?
051f12007f	Og jeg vil til den Tid helt skjule mit Aasyn for det for alt det ondes Skyld, det øvede, da det vendte sig til fremmede Guder.
051f130083	Saa skriv nu denne Sang op, lær Israeliterne den og læg den i deres Mund, for at denne Sang kan være mit Vidne mod Israeliterne.
051f1400f8	Thi jeg vil føre dem ind i det Land, jeg tilsvor deres Fædre, et Land, der flyder med Mælk og Honning; men naar det har spist sig mæt og mæsket sig, vil det vende sig til fremmede Guder og dyrke dem, og det vil ringeagte mig og bryde min Pagt.
051f1500f6	Naar da Ulykker og Trængsler i Mængde rammer det, skal denne Sang være det et Vidne; thi aldrig maa den dø paa dets Afkoms Læber. Jeg ved jo, hvad de pønser paa allerede nu, før jeg har ført dem ind i det Land, jeg tilsvor deres Fædre.«
051f160044	Da skrev Moses paa den Dag denne Sang op og lærte Israeliterne den.
051f17009f	Derpaa bød han Josua, Nuns Søn, og sagde: »Vær frimodig og stærk; thi du skal føre Israeliterne ind i det Land, jeg tilsvor dem. Jeg vil være med dig!«
051f180051	Da Moses var færdig med at nedskrive denne Lovs Ord fra Ende til anden i en Bog,
051f19002e	bød han Leviterne, der bar HERRENS Pagts Ark:
051f1a0071	»Tag denne Lovbog og læg den ved Siden af HERREN eders Guds Pagts Ark, for at den der kan være Vidne imod dig;
051f1b009f	thi jeg keder din Genstridighed og Halsstarrighed. Se, endnu i mit levende Live har I været genstridige mod HERREN, hvor meget mere da ikke, naar jeg er død!
051f1c00a3	Kald nu alle eders Stammers Ældste og eders Tilsynsmænd sammen hos mig, for at jeg kan fremsige disse Ord for dem og kalde Himmelen og Jorden til Vidne imod dem:
051f1d00f0	Thi jeg ved, at naar jeg er død, vil I handle ilde og vige bort fra den Vej, jeg har anvist eder, og Ulykken skal ramme eder i de kommende Tider, fordi I gør, hvad der er ondt i HERRENS Øjne, og krænker ham med eders Hænders Gerning.«
051f1e0051	Derpaa fremsagde Moses denne Sang fra Ende til anden for hele Israels Forsamling:
0520010036	Lyt til, I Himle, lad mig tale, Jorden høre mine Ord!
0520020076	Lad dryppe som Regn min Lære, lad flyde som Dug mit Ord, som Regnskyl paa unge Spirer, som Regnens Draaber paa Græs.
052003003c	Thi HERRENS Navn vil jeg forkynde, Ære skal I give vor Gud!
0520040080	Han er Klippen, fuldkomment hans Værk, thi alle hans Veje er Retfærd! En trofast Gud, uden Svig, retfærdig og sanddru er Han.
052005003d	Skændselsmennesker sveg ham, en forvendt og vanartet Slægt.
0520060078	Er det saadan, I lønner HERREN? Du taabelige, uvise Folk! Er han ej din Fader og Skaber, den, som gjorde og danned dig?
052007007f	Kom Fortidens Dage i Hu, agt paa henfarne Slægters Aar; spørg din Fader, han skal berette, dine gamle, de skal fortælle dig!
0520080083	Da den Højeste gav Folkene Eje, satte Skel mellem Menneskenes Børn, bestemte han Folkenes Grænser efter Tallet paa Guds Sønner,
0520090036	men HERRENS Del blev Jakob, Israel hans tilmaalte Lod.
05200a0084	Han fandt det i Ørkenlandet, i Ødemarken, blandt Ørkenens Hyl; han værnede det med vaagent Øje og vogtede det som sin Øjesten.
05200b007e	Som Ørnen, der purrer sin Yngel ud og svæver over sine Unger, løftede han det paa sit Vingefang og bar det paa sine Vinger.
05200c003d	HERREN var dets eneste Fører, ingen fremmed Gud var hos ham.
05200d0083	Han lod det færdes over Landets Høje, nærede det med Markens Frugter, lod det suge Honning af Klippen og Olie af Bjergets Flint,
05200e0095	Surmælk fra Køer, Mælk fra Smaakvæg, dertil Fedt af Lam og Vædre, af Tyre fra Basan og Bukke og Hvedens Fedme tillige, og Drueblod drak du, Vin.
05200f0096	Men da Jesjurun blev fed, slog han bagud, du blev fed, du blev tyk, du blev mæsket; da forskød han Gud, sin Skaber, lod haant om sin Frelses Klippe.
0520100044	De æggede ham med fremmede, med Vederstyggeligheder tirrede de ham;
052011008c	de ofred til Dæmoner, der ej er Guder, til Guder, de ej før kendte til; til nye, der nys var kommet frem, og som ej eders Fædre frygtede.
052012004b	Klippen, der avled dig, slog du af Tanke og glemte den Gud, der fødte dig!
0520130043	Da HERREN saa det, forstødte han dem af Græmmelse over sine Børn
052014008b	og sagde: »Jeg vil skjule mit Aasyn for dem og se, hvad Ende det tager med dem; thi de er en bundfalsk Slægt, Børn, som er uden Troskab;
052015009b	de ægged mig med det, der ikke er Gud, tirrede mig ved deres tomme Gøgl: Jeg vil ægge dem med det, der ikke er et Folk, tirre dem ved et Folk af Daarer.
0520160089	Thi der flammer en Ild i min Vrede, som brænder til Dødsrigets Dyb; den fortærer Jorden med dens Grøde og antænder Bjergenes Grunde.
052017003a	Jeg hober Ulykker over dem og opbruger mine Pile imod dem.
0520180077	De udmagres af Sult og hentæres af Pestglød og giftig Sot; saa sender jeg Vilddyrs Tænder og Slangers Gift imod dem.
0520190075	Ude slaar Sværdet Børnene ned og inde i Kamrene Rædselen baade Yngling og Jomfru, diende Børn og graanende Mænd.
05201a004f	Jeg satte mig for at blæse dem bort og slette deres Minde blandt Mennesker ud,
05201b00a9	men jeg frygtede, at Fjenden skulde volde mig Græmmelse, deres Avindsmænd tage fejl og tænke: Det var vor egen Haand, der var stærk, ej HERREN, der gjorde alt dette.
05201c003b	Thi de er et raadvildt Folk, og i dem er der ikke Forstand.
05201d0040	Var de vise, forstod de det og indsaa, hvad der venter dem selv!
05201e008c	Hvor skulde een kunne forfølge tusind, og to slaa ti Tusind paa Flugt, hvis ikke deres Klippe havde solgt dem og HERREN givet dem til Pris!
05201f0042	Thi deres Klippe er ikke som vor, det ved vore Fjender bedst selv!
0520200074	Thi fra Sodoma stammer deres Vinstok og fra Gomorras Marker; deres Druer er giftige Druer, og beske er deres Klaser;
0520210037	som Dragegift er deres Vin, som Øglers gruelige Edder.
0520220035	Er ej dette forvaret hos mig, forseglet i mine Gemmer
052023008d	til Hævnens og Regnskabets Dag, den Stund, deres Fod skal vakle? Thi deres Undergangs Dag stunder til; hvad der venter dem, kommer i Hast.«
