2800000006	iMatiu
2a0c250087	Ka sunse mbi engbidɔ onɔ ngwi ongyukwo yɛ tu ma le ngyo mani. N nya ema otsitsi, ongwu abuon ka wewo gbe ma sisɛ kye oga nu ma gye.
2a0c260077	Ka sunse mbi engbidɔ ama ngwu ongyukwo mgbi ama wa tu ma wewo mani, yeba non ba mi idzidzɛ otu naadi mi ikyegbe kpaa.
2a0c270069	Kpaa difwi odzɛ nɛni: Ni otsungwɔ ozu ki ye onɔ ngwi emumyi ka ba yɔ, o kika non gbobun ozu kaka ba.
2a0c280069	Ema kpaa li kyɛmɛ ngwi ema ka wewo, ikyekyɛ Ongwɛ Inggisɛ ka ba mi obyi ngwi ema gbinɛbyi ma ba.”
2a0c29005f	IPyita byita gbɛɛ, “Otsɛ, abu le gbɔ utsa nɛ nya eyi yueyi naadi li ali inggisɛ duu?”
2a0c2a00bd	Otsɛ iYesu si gbɛɛ, “Li emɛ li ongbidɔ oyɛyɛ di kwiinɛ? Li ongwu ngbeka byi ungwɔ, ngwi ongyukwo kyon dzɛkɛ ikye ogbinɛbyi engbidɔ mgban onu ma ungwogye mi onɔ nwogyɔ mani.
2a0c2b0056	Ka tishi mbi ongbidɔ ngwu ongyukwo mgban wa tun le kyɔ ngha mi onɔ ngwi o yɛ mani.
2a0c2c0041	N nya ema otsitsi, o ka kyon dzɛkɛ ogbinɛbyi ungwɔ mgban duu.
2a0c2d009d	Nghaduu ni ongbidɔ na nya ewon gbɛɛ, ‘Ongyukwo mgbi ani le kye onɔ tunto oyɛɛyɛ,’ man wita ogbo engyulɔ yi engyiidɔ ibe dile gye yɛ wa fya yɔ.
2a0c2e009d	Ongyukwo mgbi ongbidɔ na ka yidɔ mi egbe ngwi o kye inɛ byi ma ba bɛyi obyi ngwi o ye ba. O ka non gyisɔ kpakpa di kyon dzɛkɛ imbe mgbi ama onghaadɔ.
2a0c2f0072	“Ongbidɔ ongwu n ye ungwɔ ngwi ongyukwo mgban mina, kpaa wewo ba di kyungwɔ ma bayɔ, a ka gbon onitse kwuba.
2a0c3000b1	Nghaduu ongwu n ye ba di kyungwɔ ngwi li oyɛyɛ ba, a ka gbon onitse gwee. Mbi ali inggisɛ ngwu a nun kwuba a dika mina kwuba mbon; ongwu a di nun dzii a dika pita mbon dzii.
2a0c310044	“Ani ba ɛsɛ nɛ yi ola, ma dafi i dzɛ ani ma kile gbɛ kpaa wa!
2a0c320071	Kpaa ani dzɛ yi iBatisima mgbi isɔ ngwi ani ka wa kaka ele, ma n ka gyisɔ ongwi itukwu nghataa se ka wa ngyɛ.
2a0c33005b	Ema tsɛwɛ gbɛɛ ani ba owa kye iyu ba ɛsɛɛ? Ei, n nya ema, li ogha inggisɛ yi ewoma.
2a0c340095	I wita onɛnɛ nghataa lu iyayi inggisɛ ka li eda mi etɔ onyi a ka gbua yi ewema, eta ka kye afɔ twɛsɛ yi efa, efa dika kye afɔ twɛsɛ yi eta.
2a0c3500b3	A ka wa gha yi ewoma, otsɔngwɛ yi ongwan ongyulɔ, ongwongyulɔ yi otsɔn, onɔngwɛ yi ongwan ongwu ongyaa, ongwongyaa yi onɔn, onobongyaa yi owongwaan, owongwɛ yi onoban.”
2a0c36008e	Nɛ iYesu nya ibyi inggisɛ gbɛɛ, “Onɔ ngwi ema di akpa tseto mi onosa, mi onɔ nata ema li gbɛɛ, ‘Mmbwo ka wa kya,’ man di li kya.
2a0c370060	Ma onɔ ngwi awo ongwi agwudu wa fa, ema li gbɛɛ, ‘Imbe ka wa dziwu,’ man di li dzɛ ngha.
2a0c380094	Ema emi ikpala ntonɛ! Ema ye onu osa mi odzɛɛdzɛ mgbi ɛsɛ bɛyi akpa mi esho. Kyɔsinɛ ngwi ema ye onu osa mi odzɛɛdzɛ ongwi onɛnɛ wuba?
2a0c39003b	“Kyɔnɛ ngwi ema fwikwɔ abuema mi ungwɔ nli ayin wuba?
2a0c3a00dc	Ni abu le kɛ opiikwɔ yi ongyikyili mgbi abu yɔ, fya kpakpa ni abu yile ide gye yan mi ofɛ, ni abu kyɔ ngha ba, a ka kwo abu ba inɛ inggisɛ ogbiikwɔ, ongwu nka kye abu wo obaka abɔ, ta a sika kye abu wokɛ obawi.
2a0c3b006c	N nya abu, o ka tasɛ ba nghataa imbisɔ ngwi abu ka kpa anini mgbi abu ongwi olɛlɛ ngwi a wo abu mani.”
2a0d010092	Mi onɔ nani, inggisɛ angbeka to imbe na nnya iYesu gbɛɛ di iPlatu ngwɔ emi iGalalia angbeka ni eyi mgbi ama takye yi ifɛ ngwi a le fɛ mani.
2a0d02008d	IYesu si nu uka gbɛɛ, “Ema tsɛwɛ gbɛɛ emi iGalalia ngwu a ngwɔ ma ngha na nghao li emi ali ibwubwe ngha emi iGalalia angbeka ntonaa?
2a0d030072	Ei, li ngha ba! Kpaa n nya ema, ni ema kyata mi ali ibwubwe mgbi ema bayɔ, ema ka kwulu dafi ama kpaa kwulu nani.
2a0d040097	Inggisɛ iwyodegyata ama nkwulu onɔ ngwi ozu oshigbo mi iSilon gbobu si ma na ma, ema tsɛwɛ gbɛɛ a kyɔ obube ngha angbeka ama nto iJerosalin naa?
2a0d05006b	Ei, li ngha ba! Nghaduu n nya ema, ni ema kyata mi ali ibwubwe mgbi ema bayɔ, ema kpaa ka wa dzili duu.”
2a0d0600aa	Ta iYesu nya ma utsa nɛ gbɛɛ: “Inggisɛ oka nose kye ekwɔ ngwi a li kwun di andundu kye ye mi okwɔ mgban. O li ka kpadi gbɛɛ, ni i wa owawa yɔ, kpaa o li tu ba.
2a0d0700c2	Nɛ o nya inggisɛ nle ngyo okwɔ na gbɛɛ, ‘I mɛ onova eta ngwi ani le ba wa kpadi ekwɔ nɛ gbɛɛ ni ani tu awawa mi ele, kpaa n tu ba. Kye dzɛ ngwuta! Kyɔsinɛ ngwi o le tukwu imbe?’
2a0d080077	“Nghaduu inggisɛ ongyo okwɔ nu uka gbɛɛ, ‘Ongyukwo, di dzanta onova onyi; n ka tishɛ nyɛ ewon gbe ibwa yawon.
2a0d090050	Ki non wa owawa onova nkyɛ nɛ, tishi! Ni li ngha bayɔ, kye dzɛ ngwuta.’”
2a0d0a0046	IYesu le tsungwɔ mi egbe otonyidɔ mi ozu okwakye mgbi emi iJuda oka,
2a0d0b007b	man ongyaa oka dzɛ imbe na ngwu onodzi obube non dotse fulu mɛ onova iwyodegyata, o kilɛ li yagba zunto kpaakpa gbɛ ba.
2a0d0c0069	Ngwi iYesu din nɛ, o kwun ela ba iyayi si nyan gbɛɛ, “Ongyaa, a shɛ abu adita mi ootse mgbi abu!”
2a0d0d0055	O kye abɔ gbon, labɔlabɔ nɛta, o si kyato dzɛkunto kpaakpa man le tsɛ Imgbasho.
2a0d0e0105	Itingga kyɔ inggisɛ okye okwakye teyi gbɛɛ di iYesu ngyɛlu ootse mi egbe otonyidɔ, o si nya inggisɛ ntona gbɛɛ, “Ali ikyidu dzɛ yi egbe egyin ngwi eyi ka kyidɔ, nghanɛ ba mi egbe ntonɛni, ni a ngyɛlu ema ootse, kpa no ka li egbe otonyidɔ ba.”
2a0d0f00a3	Otsɛ iYesu nun uka gbɛɛ, “Ema emi ikpala ntonɛ! Ali inggisɛ mgbi ema li kyi shɛlu mnda naadi itaklimyi mgban mi ifatoba kyen ka weni mi egbe otonyidɔ baa?
2a0d10009c	Nghanɛ ongyaa nɛ kyɛ mi etɔ mgbi Abrahan, kpaa iSatan bwan adi mɛ onova iwyodegyata. Wanɛ i tishi gbɛɛ nu ma shan adi mi egbe otonyidɔ ba naadi?”
2a0d110081	Ngwi iYesu gbɔdzɛ nɛ nɛ, ayiwi kwu engyikyili mgban. Kpaa inggisɛ ntona duu i kpa ma mi ungwɔ okwulewo ngwi o le kyɔ nani.
2a0d120063	Nɛta iYesu byita gbɛɛ, “Esutɔ mgbi Imgbasho nɛ dzɛ sinɛ? Li ekyɛ ngwi ani ka kye mba yan?
2a0d130075	Dzɛ dafi inɛnɛ nkwodzi, ngwi inggisɛ kye ka fwe mi okwɔ mgban. I she yɛɛ ekwɔ, ingwunɔ li ludɛ mi abɔn.”
2a0d140053	IYesu di byita gbɛɛ, “Li alungwɔ ngwi ani ka kye esutɔ mgbi Imgbasho mba yan?
2a0d15005e	Dzɛ dafi ongyaa kye okwuna tablikyi yi ofumbu nshe mi ikpɔkpɔ di bwuo ewon kpatsɛ mani.”
2a0d160059	Ta iYesu nyɛ igeli-igeli bɛyi agwɔ emi oshɛ le tsungwɔ ngwi o le lu iJerosalin mani.
2a0d170057	Inggisɛ oka byun gbɛɛ, “Otsɛ, li inggisɛ gwee ta ka watɔɔ?” O nya ma gbɛɛ,
2a0d18009a	“Fya mi ofyaafya mgbi ema ni ema kaka mi onufɛ okpenge nani, ikyena inggisɛ kwuba ka fya gbɛɛ nu ma kaka esutɔ mgbi Imgbasho nghaduu a ka yagba ba.
2a0d1900d0	Otsungwɔ ozu ka kyato yile onufɛ tukwu, ema ka tila to esɛ le tsaabɔ yɛ gbaabɔ gbɛɛ, ‘Kwulu eyi onufɛ, ongyukwo!’ “Nghaduu o ka nu uka gbɛɛ, ‘Ani ye ema hona ye imbe ngwi ema tɔkyɛ ba.’
2a0d1a0056	“Ta ema ka gbɛɛ, ‘Eyi gye diyɛ wa yi abu, abu di tso mi igeli mgbi eyi kpaa!’
2a0d1b0081	“Nghaduu o dika gbɛɛ, ‘Ani ye ema naadi imbe ngwi ema tɔkyɛ ba. Lu enggengga mbi ani na, ema emi ali ibwubwe ntonɛni!’
2a0d1c00c4	“Akwɔ omaama bɛyi aba ogyeegye ka dzɛ imbe nani, onɔ ngwi ema di Abrahan yi Adziki yi iJeko bɛyi ama ogbɛɛsɛ duu mi esutɔ mgbi Imgbasho kpaa ema abuema a ka kye ema ngwuta lu esɛ mani!
2a0d1d0068	Ibyi inggisɛ ka kyɛ mi onosa yi onɔdɛ, bɛyi aca yi agwudu, dika wa sɔ oga mi esutɔ mgbi Imgbasho.
2a0d1e004e	Nghanɛ emi olɛlɛ ka yɛɛ emi ababɔ, emi ababɔ dika yɛɛ emi olɛlɛ.”
2a0d1f0076	Mi onɔ na emi iFarasi angbeka ba mbi iYesu wa nyan gbɛɛ, “Dzata imbe nɛ lu imbe oka. IHerude mina ongwɔ abu.”
2a0d2000b3	IYesu si nu ma uka gbɛɛ, “Kɛ ka nya ogbalinya na gbɛɛ, ‘N ka dulu emɛsɛ di ngyɛlu ibyi inggisɛ ootse inɛ yi ekeka mi egbe ongwu ta ma, n ka ngyɛlu idɔ mgbi ani.’
2a0d21008d	Nghaduu n ka byi ofɛ mgbi ani abɔ inɛ yi ekeka yi egbetanɛ, lubana i tishi gbɛɛ nu ma ngwɔ oyegbɔ mi imbe oka ba li mi iJerosalin ta.
2a0d2200dc	“Ekyi, iJerosalin, iJerosalin, abu nngwɔ ama ogbɛɛsɛ di tsɛ ama ngwu a dɔ ma esɔ mbi abu akwutsɛ, dafi ani gbili okye emi ongwabu kwakye yi eka, dafi onogbi li kwulu engwaan wokɛ asha, kpaa ema nu ani ofɛ ba!
2a0d2300ad	Dika, a dzita udɛ mgbi ema yɛɛ okwudɛ waana. N le nya ema, ema ka di ani wuba nghataa sede ni ema wa gbɛɛ, ‘Ogbumse li ongwu nba mi iyi mgbi Otsɛ Imgbasho se.’”
2a0e01006e	Egbe otonyidɔ oka nɛ, iYesu kɛ le ka gye oga mi udɛ mgbi inggisɛ iFarasi imɔ oka, a si kye inɛ fyakwun.
2a0e020038	Nɛta inggisɛ oka ngwu afɔ yi abɔ weeni ba mbi iYesu.
2a0e03008d	Nɛ iYesu byi ama otso ola mgbi iMose bɛyi emi iFarasi ita gbɛɛ, “Ola mgbi eyi noofɛ ongyɛlu ootse mi egbe otonyidɔ naadi i nu ba?”
2a0e04005c	Kpaa a dede shilididi. Ta iYesu byi inggisɛ na abɔ, man o ngyɛlun ootse di dzanta non lu.
2a0e050099	IYesu si byi emi iFarasi ntona gbɛɛ, “Ni onyi mbi ema dzɛ yi ongwɛ naadi mnda ngbɛsɛ wokɛ ibuga mi egbe otonyidɔ ma, o ka dulun tɔ plɛ lo?”
2a0e06001a	Nghaduu a yagba nu uka ba.
2a0e070061	Ngwi iYesu difwi dafi ama nba oga ntonɛ le sadu imbe mmwɛ abuoma nɛ, o nya ma utsa nɛ gbɛɛ:
2a0e080087	“Ni inggisɛ bɔ abu oga mgbi eba okwokyiikwokyi yɔ, ka sisɛ mi imbe mmwɛ ba. Ikyayina inggisɛ oka nshewo ngha abu kpaa a bɔɔn.
2a0e09009f	Ni li ngha, inggisɛ nbɔ ema ma, ka ba wa nya abu gbɛɛ, ‘Ni abu kye itse mgbi abu nu inggisɛ nɛni.’ Ta abu ka tu ayiwi yɛ ka sɔkɛ imbe okwushanyɛ.
2a0e0a00df	Nghaduu, nu ma bɔ abu oga yɔ, lu ka sɔkɛ imbe ngwi yɛ esɛ tsatsadu mani, ni inggisɛ nbɔ abu wa nya abu gbɛɛ, ‘Kyato, okani, lu itse ntatase nani.’ Ta abu ka dzɛ yi mmwɛ mi inɛ mbi ama ngwu a bɔ ma ntonani.
2a0e0b006b	Lubana ali inggisɛ nkyile ewon esho duu a ka yilen esɛ. Kpaa ongwu n yile ewon esɛ, a ka kyilen esho.”
2a0e0c00ef	Ta iYesu si nya inggisɛ nbɔɔn oga na gbɛɛ, “Ni abu kyɔ oga mi onɔ naadi onɔnɔdɛ, ka bɔ emi okaabu ba naadi emi ongwunabu naadi odo abu hona emi aludu ama nwatse dɔ abu ba; ikyena a ka yidɔ bɔ abu ikye oyilen kpaa abu mkpaa.
2a0e0d005d	Ni abu kyɔ oga yɔ, bɔ emi adzɛ, yi ama ngbikye tukwu esɛ, yi ama ntummya, yi ama nbinɛ,
2a0e0e0098	ta Imgbasho ka kye mse bɛ abu ewo. Ikyekyɛ a ka yagba kpa abu mkpa gbɛ ba, Imgbasho ka yilen kpa abu mi egbe ngwi emi osaan ka kyato mi ikwu mani.”
2a0e0f0095	Onɔ ngwi inggisɛ onyi mbi ama nsɔto oga biyan fwo odzɛ nɛ nɛ, o nya iYesu gbɛɛ, “Inggisɛ nka sɔ oga mi esutɔ mgbi Imgbasho ka gbumse.”
2a0e100053	IYesu nyan gbɛɛ: “Inggisɛ oka nose le kyɔ andɛfɛ oga si bɔ inggisɛ kwuba.
2a0e1100a1	Ngwi onɔ oga ma wa gyɔ nɛ, o dɔ ongye ogbɛsɔ mgban gbɛɛ no kɛ ka nya ama ngwu ongwu bɔ ma gbɛɛ, ‘Ba na, lubana alungwɔ duu ngyɛ le fɛ-fɛ wa.’
2a0e1200b5	“Kpaa ama duu wita o nu itɔdzɛ idzidza-dzidza. Ongwu ababɔ nya ongye ogbɛsɔ gbɛɛ, ‘Ani gya ikpɛsɛ, ma li kyɛmɛ ngwi ani ka ka kpadi. N tɛkyɛ nu abu, nu ani ofɛ.’
2a0e130061	“Oka gbɛɛ, ‘Ani gya mnda efefa imbe eda, n kwa le ka mbadi ma aani. Tsuutsu nu ani ofɛ.’
2a0e14004d	“Oka di gbɛɛ, ‘Ani kwa kye ongyaa ofufɛ, nghanɛ n ka yagba kɛ ba.’
2a0e150119	“Ongye ogbɛsɔ nɛ yidɔ ka nya ongyukwo mgban odzɛ ntonɛ duu. Ta otsungwudɛ nyɛ yi itingga kpakpa man wo ongye ogbɛsɔ mgban ola gbɛɛ, ‘Lu emi ingɔfɛ plɛ bɛyi emi abɔfɛ mgbi igeli ka gbe emi adzɛ yi ama ntummya yi ama nbinɛ yi ama ngbikye tukwu esɛ duu ba.’
2a0e16007f	“Ongye ogbɛsɔ na gbɛɛ, ‘Ongyukwo, ola ngwi abu wo na ani kyɔ mi ele wa, kpaa imbe ka dzɛ mi ikye inggisɛ angbeka.’
2a0e1700a3	“Nghanɛ ongyukwo nya ongye ogbɛsɔ gbɛɛ, ‘Tasɛ lu emi onɔɔfɛ bɛyi ayɛ ofɛ ka bɔ ali inggisɛ ngwu abu di duu nu ma ba, zukwu ni udɛ mgbi ani mbwo.
2a0e180060	N nya ema, inggisɛ ama ngwu ani plɛ bɔ ma ntona onyi kpaa ka ta oga mgbi ani kpanɛ ba!’”
2a0e19003f	Ibyi inggisɛ wafɔ yi iYesu le kɛ, man o kyata nya ma gbɛɛ:
2a0e1a0096	“Inggisɛ ntangwɛ otsɔn yi onɔn, owan yi ɛngbɛ mgban, emi ongwunɔn engyulɔ yi engyaa naadi oshishe mgban bayɔ, o ka li ongwafɔ mgbi ani ba.
2a0e1b004f	Inggisɛ ndi kye ekwatsi mgban kyɛdɔ ani bayɔ, o ka li ongwafɔ mgbi ani ba.
2a0e1c0089	“Ni i dzɛ gbɛɛ onyi mbi ema mina o mbɛ ozu oshigbo yɔ, o ka plɛ sisɛ kyɔ mmbwo mi ungwɔ ngwi i ka kyen ombɛ ozu ma ngyɛ baa?
2a0e1d0053	Bana ki non wo itozu kpaa di yagba ngyɛlu bayɔ, ali inggisɛ ndi duu ka shan isha
2a0e1e0040	gbɛɛ, ‘Amu nɛ kwaabɔ ombɛɛmbɛ kpaa yagba ngyɛlu ba.’
2a0e1f00ae	“Naadi li ali utɔ nle ka gblika yi utɔ oka. Ka tsekise sisɛ tsɛwɛ ki non ka yagba yi engyilika nghi idubu iwyo oka gblika yi utɔ ndzɛ yi engyilika nghi idubu osu ba?
2a0e200066	Non ka yagba ba, o ka dɔ ama ogbɛsɔ mgban nu ma ka yile ide gye ngwu ma ka dzɛ mbombo yi ama mani.
2a0e21005a	Nghanɛ, inggisɛ mgbi ema ta nkye alungwɔ mgban duu nu ba, o ka li ongwafɔ mgbi ani ba.
2a0e22005a	“Mmwaa tishi, kpaa ni mmwaa fyumfya wuba ma, a ka kyɔsinɛse non di fyumfya dafi mmwaa?
2a0e230077	Dika tishi mi ikpɛsɛ naadi ogbagye ibwa wuba; a ka kye yangwuta. “Inggisɛ ndzɛ yi adɔ yɔ, otsungwɔn no fwo.”
2a0f010055	Egbe oka nɛ, ama ogbɛ udza ifyɛɛ bɛyi emi ali ibwubwe wa kwakye ikye ofwo iYesu.
2a0f020099	Nghaduu emi iFarasi bɛyi ama otso ola mgbi iMose wita okwondukwɔ gbɛɛ, “Inggisɛ nɛ gbela yi emi ali ibwubwe diyɛ le gye ungwogye yi ama kpaa!”
2a0f03001b	Nɛ iYesu nya ma utsa sini:
2a0f0400d9	“Ni inggisɛ oka mbi ema dzɛ yi mmala nghi ideli onyi ma onyi byulu mi efu, li ekyɛ ngwi o ka kyɔ? O ka dzata ngwusenɛ dɔn iwyo diwyegyanɛ ntona mi imbe ododa lu ka pita onyi nbyulu na nghataa se non tuun baa?
2a0f050035	Onɔ ngwi o ka tuun ma, o ka tsatsa kye dɔkɛ olubɔ
2a0f060092	le lu udɛ. Non wa to udɛ, o ka kwu emi okan bɛyi ama nwotsuudɛ dɔn ela gbɛɛ, ‘Tsatsa yi ani na; ikyekyɛ ani ka tu mmala nbyulu ma wa.’
2a0f0700cc	N nya ema gbɛɛ mi itɔ ofɛ nɛ kpɔɔ atsa ka dzɛ esho kwuba mi ikye inggisɛ alobube onyi nkyata luba mbi Imgbasho ngha inggisɛ ama osaan ngwusenɛ dɔn iwyo diwyegyanɛ ngwu mina okyata ba ntonani.
2a0f0800a2	“Naadi ni ongyaa dzɛ yi anini nghi iwyo onyi byulu mi ele ma o ka kyɔsinɛ? O ka kye ipitila dɔ kyi waalu ozu di pita yi ɛwɛ ogbebyi nghataa se non di baa?
2a0f09008b	Onɔ ngwi o ka tu ma, o ka kwu emi okan bɛyi ama nwotsuudɛ dɔn ela gbɛɛ, ‘Tsatsa yi ani na ikyekyɛ ani ka tu anini nbyulu ma wa.’
2a0f0a0082	Mi itɔ ofɛ nɛ kpɔɔ, n nya ema, atsa ka dzɛ mi inɛ engyesɔ mgbi Imgbasho mi ikye inggisɛ alobube onyi nkyatitukwu mani.”
2a0f0b004b	IYesu di kiyayi gbɛɛ: “Inggisɛ oka nose dzɛ yi engwengyulɔ nghi efa.
2a0f0c0097	Ongwu ongbungbɛ nya otsɔn gbɛɛ, ‘Otsani, kye okwudɛ ndzɛ mi ikye mgbi ani ma nu ani.’ Nɛ otsɔn si kye ghalu okwudɛ nu engwaan efa ntonani.
2a0f0d009f	“Egbe nyɛ gwee ta, ongwan ongwu ongbungbɛ si kye gbelu alungwɔ mgban. O kyato lu ɛsɛ mbombo mi imbe na ma, o kye mbelu awuya mgban duu mi oshishe ayayi.
2a0f0e0077	Onɔ ngwi o kye mbelu alungwɔ duu nɛ, okɔtɔndzi enbwa kaka ɛsɛ na duu, man o yɛɛ abubɔ yi unkonyi ogyeegye ba.
2a0f0f0073	Nɛ o kɛ oka kyɔ inggisɛ oka idɔ mi ɛsɛ nani, inggisɛ na kyon dɛsɔ lu okwɔ mgban oka kye inɛ byun obyia.
2a0f100067	O mina gbɛɛ ongwu ki gye ungwogye ngwi obyia ntona le gye mani, kpaa inggisɛ nun unkonyi non gye ba.
2a0f1100af	“Mi onɔ ngwi o wa yile itukwu bɛsɛ nɛ, o gbɔ yi ewon gbɛɛ, ‘Mi udɛ, ama okyɔ otsani idɔ kpaa a dzɛ yi ungwogye ogyeegye gyɔloma, ma mmɛnɛ ani le kwulu enbwa!
2a0f120053	N ka yɛ lu udɛ mbi otsani ka nyan gbɛɛ: Otsɛn, ani kyɔ Imgbasho obube yi abu.
2a0f130068	Nghanɛ ani mɛ gyɔ ngwi a ka kwu ani gbɛɛ ongwabu wuba; nu ani yɛɛ dafi emi idɔ mgbi abu mani.’
2a0f140096	Man o kyato yɛ lu mbi otsɔn. “Nghaduu ngwi o ka kyɛ mbombo mani, otsɔn din ta elela kyɔn won; o tsinya ka tsɛkwulu ongwan, si kwokyi ondu yan.
2a0f15007a	“Ongwan si nyan gbɛɛ, ‘Otsɛn, ani kyɔ Imgbasho obube yi abu, nghanɛ ani mɛ ngwi a ka kwu ani di ongwabu wuba.’
2a0f160094	“Kpaa otsɔn kwu ongbidɔ mgban ela gbɛɛ, ‘Vla! Ka kye angwuto ntishi ngha mi ozu kye wa won. Kye ongwashi won ongwufabɔ yi okpafɔ won afɔ.
2a0f170041	Lu ka kye andɛfɛ mnda ongyulɔ wa ngwɔlu ni eyi gye di tsatsa.
2a0f180063	Ikyena ongwani nɛ kwulu kpaa onɛnɛ o dzɛ oshishe; o byulu kpaa onɛnɛ a din.’ Ta a wita oga.
2a0f190074	“Mi onɔ na, ongwan ongwu ongyukwo nose dzɛ okwɔ. Ngwi o yɛ wa to ondu udɛ nɛ, o fwo ungwɔ ogboogbo yi ifwe.
2a0f1a004b	Nghanɛ o si kwu ongbidɔ oka ela byun gbɛɛ, ‘Li alungwɔ le kiyayi?’
2a0f1b0067	O nun uka gbɛɛ, ‘Ongwunabu yidɔ luba udɛ, otsabu kye ngwɔlu andɛfɛ mnda ikyekyɛ o yɛ ise.’
2a0f1c007c	“Ongwunɔn ongwu ongyukwo si kyitingga kpakpa gbɛɛ ongwu ka kaka udɛ wuba. Otsɔn tasɛ wa tɛkyɛ nun gbɛɛ non kaka.
2a0f1d00ce	Kpaa o nu otsɔn uka gbɛɛ, ‘Di! Onova ntonɛ duu ani kyɔ abu idɔ dafi ofyɛɛ mani, ma akponyi kpaa ani ngha abu adɔ ye ba. Nghaduu abu nu ani ongwɛ mndɔ kpaa gbɛɛ nin kyɔ oga yi emi okɛɛn ba!
2a0f1e007a	Kpaa onɔ ngwi ongwabu nɛ kye mbelu ungwɔ mgbi abu duu yi owagbai engyaa yɛ luba udɛ nɛ, abu ngwɔn andɛfɛ mnda!’
2a0f1f0072	“Otsɔn si nun uka gbɛɛ, ‘Ongwani, abu dzɛ yi ani alonɔ duu, ma alungwɔ ngwi ani dzɛyan duu li mgbi abu.
2a0f20008b	Nghaduu dzɛ mbisɔ ngwi eyi ka gye oga di tsatsa, ikyekyɛ ongwunabu kwulu, kpaa onɛnɛ o dzɛ oshishe; o byulu kpaa onɛnɛ a din.’”
2a100100bf	IYesu nya engwafɔɔn gbɛɛ: “Inggisɛ udza oka nose dzɛ o dzɛ yi ongyukwiidɔ ngwu kye inɛ le byun udza. Ta a kwu ongyukwiidɔ nɛ elikwɔ mbi otsungwudɛ mgban gbɛɛ o le gyon awuya.
2a100200c3	Nghanɛ, o kwun ela, nyan gbɛɛ, ‘Li ali odzɛ ngwi ani le fwo mi ikpewo abu ngha? Lɔlu ungwɔ mgbi ani ama nbyito abɔ abu tsatsadu wa nin, ikyekyɛ abu mɛ okye inɛ byi ani ungwɔ wuba.’
2a100300c1	“Ongyukwo idɔ na yɛ gbɔ yi ewon mi itukwu gbɛɛ, ‘Ani ka kyɔsinɛ onɛnɛ, ngwi otsungwudɛ mgbi ani le nya yi ani idɔ nɛ? Ani dzɛ yi mfye mɛ oshookwɔ ba, ayiwi li kwu ani obibɔ.
2a10040083	Ani ye ungwɔ ngwi ani ka kyɔ wa, ikyegbɛɛ nu ma wa nya yi ani idɔ mmɛnɛ kpaa, inggisɛ ka gbɛ ani mi udɛ mgbi ama mani.’
2a1005008e	“Ta o kwu ama ngye mkpa mbi otsungwudɛ mgban ela onyonyi, o byi ongwu ababɔ gbɛɛ, ‘Abu gye mkpa mbi otsungwudɛ mgbi ani mɛ sinɛ?’
2a1006009b	“O nyan gbɛɛ, ‘Li ikpɔkpɔ engyie olivi ideli egyata.’ “Ongyukwo idɔ na nyan gbɛɛ, ‘Kye afɛ mkpa mgbi abu na sisɛ vla, lɔ ideli enɛ.’
2a100700da	“O diyɛ byi ongwu fan gbɛɛ, ‘Abu ma, o gye mkpa sinɛ?’ “O gbɛɛ, ‘Li oba alakama (ndzɛ dafi itsikapa nani) idubu onyi.’ “Ongyukwo idɔ na nyan gbɛɛ, ‘Kye afɛ mkpa mgbi abu, lɔ ideli egyata.’
2a100800c9	“Otsungwudɛ na tsɛ ongyukwiidɔ ndzɛ yi otsitsi ewo ba na ikyekyɛ o kyungwɔ mi inɛ okwuukwu. Bana inggisɛ emi ɛsɛ ongwi onɛnɛ nghao ye ogbɛwɛbyi ungwɔ mgbi ama ngha inggisɛ emi osa.”
2a100900a8	IYesu kiyayi gbɛɛ, “N le nya ema, kye aludu ngwi abu dzɛyan kwu uka yi inggisɛ mi ɛsɛ nɛni, ikyegbɛɛ ni i wa dzɛma wuba kpaa, a ka gbɛ ema mi udɛ ogyegwu.
2a100a00d7	“Inggisɛ ongwu ndzɛ yi oyɛyɛ mi ungwɔ ogyɛngyɛ ma, o ka dzɛ yi oyɛyɛ mi ungwɔ okwukwo kpaa, inggisɛ n yagba kye inɛ byi ungwɔ ogyɛngyɛ saan ba, ungwɔ okwukwo kpaa o ka yagba kye inɛ byin saan ba.
2a100b007f	Nɛ kini ema di dzɛ yi oyɛyɛ mi aludu ongwi ɛsɛ nɛ ba, li emɛ ka kye awuya otsitsi ongwi nkyɛ mbi Imgbasho wo ema abɔ?
2a100c0080	Ma ni ema di dzɛ yi oyɛyɛ mi ungwɔ mgbi inggisɛ oka ba ma, li emɛ ka kye ungwɔ mgban kye nu ema gbɛɛ no yɛɛ mgbi ema?
2a100d00d5	“Ongbidɔ onyi ka yagba kyɔ engyukwo efa idɔ ba. Lubana o ka di onyi tanyi diyɛ di oka kpan itukwu, hona o ka gha yi onyi yɛ lu ka bɛkɛ yi oka. Ema ka yagba kyɔ Imgbasho idɔ bɛyi udza ononyi gbɛ ba.”
2a100e0066	Mi onɔ ngwi emi iFarasi, ama ngwu udza kpa ma kpakpa fwo odzɛ nɛ duu mata, a wita onyan odzɛ agya.
